u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,service,bridge,lanes,access,ref,junction,tunnel
4301308519,4301088412,0,25167210,False,Avenue D,secondary,20 mph,59.735,"LINESTRING (-73.97684099999999 40.7225704, -73.9765025 40.7230424)",,,2,,,,
4301308519,42444835,0,25167210,False,Avenue D,secondary,20 mph,9.166,"LINESTRING (-73.97684099999999 40.7225704, -73.976893 40.722498)",,,2,,,,
4301308520,42437354,0,397839400,False,Avenue D,secondary,20 mph,5.917,"LINESTRING (-73.9782649 40.7206274, -73.97823099999999 40.720674)",,,2,,,,
4301308520,3783071223,0,397839400,False,Avenue D,secondary,20 mph,67.126,"LINESTRING (-73.9782649 40.7206274, -73.9786496 40.7200988)",,,2,,,,
4301308523,3884582051,0,665503121,False,East 6th Street,residential,20 mph,32.18,"LINESTRING (-73.9751747 40.7217866, -73.9748405 40.7216466)",,,2,,,,
4301308523,3239828790,0,665503121,False,East 6th Street,residential,20 mph,45.066,"LINESTRING (-73.9751747 40.7217866, -73.975644 40.7219809)",,,2,,,,
4301308525,3998741455,0,361075845,False,Lillian Wald Drive,service,20 mph,82.65,"LINESTRING (-73.9773472 40.720305, -73.97648890000001 40.7199454)",,,,,,,
4301308525,3998741456,0,361075845,False,Lillian Wald Drive,service,20 mph,12.317,"LINESTRING (-73.9773472 40.720305, -73.97747510000001 40.7203586)",,,,,,,
4301308529,5481979121,0,430868628,False,,service,20 mph,38.58,"LINESTRING (-73.9772428 40.7218421, -73.9768413 40.7216754)",,,,,,,
4301308529,42453160,0,430868628,False,,service,20 mph,9.919,"LINESTRING (-73.9772428 40.7218421, -73.977346 40.721885)",,,,,,,
4301308531,5481979121,0,430868628,False,,service,20 mph,33.079,"LINESTRING (-73.9764971 40.7215324, -73.9768413 40.7216754)",,,,,,,
4301308538,274342044,0,25167462,False,East 10th Street,residential,20 mph,38.388,"LINESTRING (-73.9740228 40.7243937, -73.97362440000001 40.7242263)",,,,,,,
4301308538,274342021,0,25167462,False,East 10th Street,residential,20 mph,12.911,"LINESTRING (-73.9740228 40.7243937, -73.9741568 40.72445)",,,,,,,
4301308542,42455396,0,397839400,False,Avenue D,secondary,20 mph,5.817,"LINESTRING (-73.9778216 40.7212313, -73.977788 40.721277)",,,2,,,,
4301308542,4301308490,0,397839400,False,Avenue D,secondary,20 mph,62.679,"LINESTRING (-73.9778216 40.7212313, -73.97818340000001 40.7207388)",,,2,,,,
4301308555,42449038,0,25167210,False,Avenue D,secondary,20 mph,7.998,"LINESTRING (-73.9756438 40.72422, -73.97559800000001 40.724283)",,,2,,,,
4301308555,3659184788,0,25167210,False,Avenue D,secondary,20 mph,61.643,"LINESTRING (-73.9756438 40.72422, -73.9759969 40.7237345)",,,2,,,,
4301308557,42453160,0,397839400,False,Avenue D,secondary,20 mph,67.733,"LINESTRING (-73.9777339 40.7213515, -73.977346 40.721885)",,,2,,,,
4301308557,42455396,0,397839400,False,Avenue D,secondary,20 mph,9.456,"LINESTRING (-73.9777339 40.7213515, -73.977788 40.721277)",,,2,,,,
4302966022,4302966051,0,104336139,True,East Drive,cycleway,20 mph,6.708,"LINESTRING (-73.9554935 40.7956299, -73.9555543 40.7956689)",,,,,,,
4302966051,4302966091,0,104336139,True,East Drive,cycleway,20 mph,5.747,"LINESTRING (-73.9555543 40.7956689, -73.9556049 40.7957036)",,,,,,,
4302966091,247225015,0,104336139,True,East Drive,cycleway,20 mph,5.312,"LINESTRING (-73.9556049 40.7957036, -73.9556324 40.7957466)",,,,,,,
4302966182,2058919690,0,583505064,True,East Drive,cycleway,20 mph,6.086,"LINESTRING (-73.9557077 40.7959058, -73.95570530000001 40.7959605)",,,,,,,
4320028826,4320028840,0,46608946,True,West 4th Street,residential,20 mph,12.247,"LINESTRING (-74.0027408 40.7337334, -74.0028301 40.7338203)",,,,,,,
4320028830,42430803,0,46610725,True,Grove Street,residential,20 mph,17.07,"LINESTRING (-74.0032143 40.7331641, -74.0030292 40.7332265)",,,,,,,
4320028836,6213204054,0,467222828,True,Christopher Street,residential,20 mph,104.121,"LINESTRING (-74.0029633 40.7335868, -74.00417659999999 40.7334092)",,,,,,,
4320028840,42457728,0,46608946,True,West 4th Street,residential,20 mph,49.575,"LINESTRING (-74.0028301 40.7338203, -74.0029703 40.7342533)",,,,,,,
4320035374,42431531,0,46610726,True,Barrow Street,residential,20 mph,127.342,"LINESTRING (-74.00371749999999 40.7322874, -74.0051065 40.7318361)",,,,,,,
4331118555,4332562564,0,689009144,True,West Drive,cycleway,20 mph,13.446,"LINESTRING (-73.97369260000001 40.7779377, -73.9737976 40.7778466)",,,,,,,
4331118557,247224239,0,689009144,True,West Drive,cycleway,20 mph,16.429,"LINESTRING (-73.9739984 40.7755419, -73.9740247 40.7753955)",,,,,,,
4331118558,42431413,0,689009144,True,West Drive,cycleway,20 mph,19.888,"LINESTRING (-73.9740149 40.7775575, -73.9740887 40.7773876)",,,,,,,
4331118559,247224240,0,689009144,True,West Drive,cycleway,20 mph,9.629,"LINESTRING (-73.9740644 40.7752441, -73.97409829999999 40.7751614)",,,,,,,
4331118560,247224238,0,689009144,True,West Drive,cycleway,20 mph,29.837,"LINESTRING (-73.97414310000001 40.7770967, -73.9741319 40.7768285)",,,,,,,
4331407459,247224999,0,104336139,True,East Drive,cycleway,20 mph,10.105,"LINESTRING (-73.9573565 40.7896367, -73.95733989999999 40.7897267)",,,,,,,
4332457584,4332457585,0,46613687,True,West Drive,cycleway,20 mph,4.708,"LINESTRING (-73.9593132 40.7944352, -73.9593404 40.7943982)",,,,,,,
4332457585,1203806294,0,46613687,True,West Drive,cycleway,20 mph,6.475,"LINESTRING (-73.9593404 40.7943982, -73.95938580000001 40.7943512)",,,,,,,
4332457586,595703307,0,46613687,True,West Drive,cycleway,20 mph,22.672,"LINESTRING (-73.96127250000001 40.7935414, -73.9614576 40.7933933)",,,,,,,
4332457587,6804416808,0,104336123,True,West Drive,cycleway,20 mph,3.665,"LINESTRING (-73.9570471 40.7973437, -73.95704449999999 40.7973108)",,,,,,,
4332457989,247225057,0,104336123,True,West Drive,cycleway,20 mph,8.047,"LINESTRING (-73.9568215 40.7967833, -73.9568076 40.7967117)",,,,,,,
4332457990,247225056,0,104336123,True,West Drive,cycleway,20 mph,15.898,"LINESTRING (-73.95694930000001 40.7970196, -73.9568641 40.796892)",,,,,,,
4332481677,247226077,0,46613687,True,West Drive,cycleway,20 mph,14.109,"LINESTRING (-73.96303229999999 40.7911642, -73.9631626 40.7910844)",,,,,,,
4332540824,247224529,0,46613687,True,West Drive,cycleway,20 mph,21.816,"LINESTRING (-73.9676932 40.7838927, -73.9678512 40.7837372)",,,,,,,
4332540825,42431385,0,318476041,True,West Drive,cycleway,20 mph,10.505,"LINESTRING (-73.9694456 40.7812865, -73.9694889 40.7811979)",,,,,,,
4332540826,1740700811,0,318476041,True,West Drive,cycleway,20 mph,24.751,"LINESTRING (-73.9695703 40.7810655, -73.9697401 40.7808838)",,,,,,,
4332540828,4332540843,0,318476041,True,West Drive,cycleway,20 mph,11.245,"LINESTRING (-73.9694078 40.7817478, -73.96939709999999 40.781647)",,,,,,,
4332540829,1071832230,0,46613687,True,West Drive,cycleway,20 mph,12.566,"LINESTRING (-73.9671153 40.7850243, -73.9671139 40.7849113)",,,,,,,
4332540830,42431373,0,46613687,True,West Drive,cycleway,20 mph,16.657,"LINESTRING (-73.967555 40.7864205, -73.96754249999999 40.786271)",,,,,,,
4332540831,247224531,0,46613687,True,West Drive,cycleway,20 mph,13.106,"LINESTRING (-73.969037 40.7829708, -73.96913859999999 40.7828815)",,,,,,,
4332540832,2059303993,0,46613687,True,West Drive,cycleway,20 mph,10.223,"LINESTRING (-73.9694148 40.7825005, -73.9694396 40.7824105)",,,,,,,
4332540834,1071832236,0,46613687,True,West Drive,cycleway,20 mph,19.258,"LINESTRING (-73.9675222 40.7861288, -73.9674765 40.7859591)",,,,,,,
4332540835,4332540839,0,46613687,True,West Drive,cycleway,20 mph,9.345,"LINESTRING (-73.96924989999999 40.7827822, -73.9693127 40.7827129)",,,,,,,
4332540837,595703314,0,46613687,True,West Drive,cycleway,20 mph,11.802,"LINESTRING (-73.9671498 40.7846646, -73.9671847 40.7845618)",,,,,,,
4332540839,42424850,0,46613687,True,West Drive,cycleway,20 mph,12.413,"LINESTRING (-73.9693127 40.7827129, -73.9693717 40.7826106)",,,,,,,
4332540840,247224530,0,46613687,True,West Drive,cycleway,20 mph,26.733,"LINESTRING (-73.9682284 40.783431, -73.96847200000001 40.7832768)",,,,,,,
4332540841,4332547310,0,46613687,True,West Drive,cycleway,20 mph,16.24,"LINESTRING (-73.9674218 40.7869838, -73.9674789 40.7868443)",,,,,,,
4332540842,4332540830,0,46613687,True,West Drive,cycleway,20 mph,16.413,"LINESTRING (-73.96754249999999 40.7865678, -73.967555 40.7864205)",,,,,,,
4332540843,247224533,0,318476041,True,West Drive,cycleway,20 mph,12.698,"LINESTRING (-73.96939709999999 40.781647, -73.96939709999999 40.7815328)",,,,,,,
4332547310,356623352,0,46613687,True,West Drive,cycleway,20 mph,12.927,"LINESTRING (-73.9674789 40.7868443, -73.9675127 40.7867309)",,,,,,,
4332562523,5300342121,0,318476041,True,West Drive,cycleway,20 mph,13.893,"LINESTRING (-73.97138320000001 40.7796735, -73.97148420000001 40.7795747)",,,,,,,
4332562528,4332562557,0,318476041,True,West Drive,cycleway,20 mph,15.51,"LINESTRING (-73.97168809999999 40.7793644, -73.9717933 40.7792499)",,,,,,,
4332562531,4331118558,0,689009144,True,West Drive,cycleway,20 mph,12.217,"LINESTRING (-73.97395779999999 40.7776585, -73.9740149 40.7775575)",,,,,,,
4332562555,247224174,0,318476063,True,West Drive,cycleway,20 mph,22.154,"LINESTRING (-73.9769058 40.7721238, -73.97703629999999 40.7719508)",,,,,,,
4332562557,4332562561,0,318476041,True,West Drive,cycleway,20 mph,14.584,"LINESTRING (-73.9717933 40.7792499, -73.9718929 40.7791426)",,,,,,,
4332562558,4332562575,0,318476063,True,West Drive,cycleway,20 mph,10.129,"LINESTRING (-73.9766827 40.7725799, -73.97671010000001 40.7724912)",,,,,,,
4332562561,5300342123,0,318476041,True,West Drive,cycleway,20 mph,12.067,"LINESTRING (-73.9718929 40.7791426, -73.9719791 40.7790559)",,,,,,,
4332562564,247224538,0,689009144,True,West Drive,cycleway,20 mph,16.231,"LINESTRING (-73.9737976 40.7778466, -73.973906 40.7777259)",,,,,,,
4332562568,42442175,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,16.28,"LINESTRING (-73.9745879 40.7747143, -73.97477859999999 40.7747384)",,,,,,,
4332562568,3156429739,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,8.346,"LINESTRING (-73.9745879 40.7747143, -73.9744936 40.7746912)",,,,,,,
4332562575,4332563033,0,318476063,True,West Drive,cycleway,20 mph,15.736,"LINESTRING (-73.97671010000001 40.7724912, -73.9767678 40.7723566)",,,,,,,
4332562577,3391966026,0,318476063,True,West Drive,cycleway,20 mph,30.663,"LINESTRING (-73.9764615 40.7731317, -73.97657940000001 40.7728708)",,,,,,,
4332563030,561950065,0,318476063,True,West Drive,cycleway,20 mph,16.722,"LINESTRING (-73.9772237 40.7717221, -73.97734629999999 40.7716038)",,,,,,,
4332563032,2059303810,0,330748465,True,West Drive,cycleway,20 mph,67.599,"LINESTRING (-73.9776401 40.7713706, -73.9782512 40.7709764)",,,,,,,
4332563033,4332562555,0,318476063,True,West Drive,cycleway,20 mph,28.375,"LINESTRING (-73.9767678 40.7723566, -73.9769058 40.7721238)",,,,,,,
4332677089,561949937,0,648888157,True,West Drive,cycleway,20 mph,8.609,"LINESTRING (-73.9799871 40.7690822, -73.9799845 40.7690048)",,,,,,,
4332677109,42424609,0,648888157,True,West Drive,cycleway,20 mph,52.793,"LINESTRING (-73.9793612 40.7681586, -73.9789031 40.7678345)",,,,,,,
4332700774,1490116213,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,11.894,"LINESTRING (-73.9690272 40.7733406, -73.96914580000001 40.7733987)",,,,,,,
4332700774,4332700903,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,4.556,"LINESTRING (-73.9690272 40.7733406, -73.9689882 40.7733122)",,,,,,,
4332700903,4332700774,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,4.556,"LINESTRING (-73.9689882 40.7733122, -73.9690272 40.7733406)",,,,,,,
4332700903,247221417,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,13.021,"LINESTRING (-73.9689882 40.7733122, -73.9688824 40.7732268)",,,,,,,
4461990857,4631139783,0,492489888,True,West 33rd Street,unclassified,5 mph,5.876,"LINESTRING (-73.9911207 40.7503112, -73.9911815 40.7503371)",,,1,,,,
4502505659,42446571,0,479642033,True,East 12th Street,residential,20 mph,179.336,"LINESTRING (-73.9784903 40.7278864, -73.9766295 40.7271037)",,,,,,,
4505948472,3291987532,0,25163419,True,East 2nd Street,residential,20 mph,65.557,"LINESTRING (-73.9865325 40.7233374, -73.9872124 40.7236239)",,,,,,,
4544006773,42453604,0,195743554,False,Avenue A,secondary,20 mph,82.049,"LINESTRING (-73.98621009999999 40.7223579, -73.98575200000001 40.723009)",,,2,,,,
4544006773,42455039,0,195743554,False,Avenue A,secondary,20 mph,8.049,"LINESTRING (-73.98621009999999 40.7223579, -73.9862562 40.7222945)",,,2,,,,
4599496692,3799572065,0,376545878,False,Pennsylvania Plaza,service,5 mph,52.884,"LINESTRING (-73.9925368 40.7503686, -73.9922292 40.7507832)",,,,no,,,
4604294525,593915237,0,46432185,True,,service,5 mph,74.193,"LINESTRING (-74.0005366 40.7584048, -74.0009554 40.7578178)",driveway,,,,,,
4616536348,4890333647,0,466956273,False,Broome Street,residential,20 mph,8.756,"LINESTRING (-74.006055 40.7244231, -74.0061583 40.7244316)",,,,,,,
4631139783,3799572065,0,492489888,True,West 33rd Street,unclassified,5 mph,101.24,"LINESTRING (-73.9911815 40.7503371, -73.9922292 40.7507832)",,,1,,,,
4679523598,4320028826,0,46608946,True,West 4th Street,residential,20 mph,14.592,"LINESTRING (-74.0026246 40.7336361, -74.0027408 40.7337334)",,,,,,,
4679523599,5837088105,0,492148703,True,Bleecker Street,residential,20 mph,16.465,"LINESTRING (-74.0036613 40.7323894, -74.00358249999999 40.7322539)",,,,,,,
4685597889,2073622011,0,5672912,True,Saint Lukes Place,residential,20 mph,13.517,"LINESTRING (-74.0059895 40.7301502, -74.00614880000001 40.7301645)",,,,,,,
4816151662,4816151665,0,46610726,True,Barrow Street,residential,20 mph,6.127,"LINESTRING (-74.0056551 40.7316676, -74.00572270000001 40.7316473)",,,,,,,
4816151663,42431275,0,46610726,True,Barrow Street,residential,20 mph,11.312,"LINESTRING (-74.00588279999999 40.7316331, -74.0060166 40.7316248)",,,,,,,
4816151664,4816151663,0,46610726,True,Barrow Street,residential,20 mph,6.743,"LINESTRING (-74.0058028 40.7316345, -74.00588279999999 40.7316331)",,,,,,,
4816151665,4816151664,0,46610726,True,Barrow Street,residential,20 mph,6.898,"LINESTRING (-74.00572270000001 40.7316473, -74.0058028 40.7316345)",,,,,,,
4816151666,4816151671,0,5669993,True,Commerce Street,residential,20 mph,3.644,"LINESTRING (-74.0056091 40.7315061, -74.00562619999999 40.7315362)",,,,,,,
4816151667,42431275,0,5669993,True,Commerce Street,residential,20 mph,12.56,"LINESTRING (-74.00587539999999 40.7315886, -74.0060166 40.7316248)",,,,,,,
4816151668,4816151667,0,5669993,True,Commerce Street,residential,20 mph,13.203,"LINESTRING (-74.0057204 40.7315712, -74.00587539999999 40.7315886)",,,,,,,
4816151669,4816151670,0,5669993,True,Commerce Street,residential,20 mph,2.713,"LINESTRING (-74.0056482 40.7315542, -74.0056778 40.7315638)",,,,,,,
4816151670,4816151668,0,5669993,True,Commerce Street,residential,20 mph,3.683,"LINESTRING (-74.0056778 40.7315638, -74.0057204 40.7315712)",,,,,,,
4816151671,4816151669,0,5669993,True,Commerce Street,residential,20 mph,2.728,"LINESTRING (-74.00562619999999 40.7315362, -74.0056482 40.7315542)",,,,,,,
4841945993,4841945994,0,492148702,True,Bleecker Street,residential,20 mph,12.207,"LINESTRING (-74.0044748 40.7337978, -74.0044645 40.7336883)",,,1,,,,
4841945993,42431802,0,663797739,True,Bleecker Street,residential,20 mph,48.164,"LINESTRING (-74.0044748 40.7337978, -74.0042514 40.7333991)",,,1,,,,
4841945994,4841945995,0,492148702,True,Bleecker Street,residential,20 mph,35.241,"LINESTRING (-74.0044645 40.7336883, -74.0043727 40.7333791)",,,1,,,,
4841945995,339044224,0,492148704,True,Christopher Street,residential,20 mph,128.077,"LINESTRING (-74.0043727 40.7333791, -74.0058581 40.7331346)",,,,,,,
4865372426,7050745510,0,160140196,False,,service,5 mph,7.8,"LINESTRING (-73.9846517 40.7772722, -73.9846965 40.7772108)",parking_aisle,,,,,,
4878831008,5708122958,0,749060335,False,,service,10 mph,11.781,"LINESTRING (-74.004059 40.713135, -74.0039367 40.7130837)",,,1,,,,
4886404634,4968494269,0,497002543,True,East 2nd Street,residential,20 mph,31.241,"LINESTRING (-73.9875128 40.7237504, -73.9878369 40.7238868)",,,,,,,
4890040962,42434821,0,5670297,True,West 27th Drive,unclassified,5 mph,134.62,"LINESTRING (-74.00091260000001 40.7496465, -74.0023198 40.7502203)",,,1,,,,
4890333647,4139510037,0,466956273,False,Broome Street,residential,20 mph,61.695,"LINESTRING (-74.0061583 40.7244316, -74.0068861 40.7244917)",,,,,,,
4890333647,4616536348,0,466956273,False,Broome Street,residential,20 mph,8.756,"LINESTRING (-74.0061583 40.7244316, -74.006055 40.7244231)",,,,,,,
4931387072,4301088455,0,477151469,False,Avenue D,secondary,20 mph,39.107,"LINESTRING (-73.9746863 40.7255346, -73.9744625 40.7258427)",,,2,,,,
4931387072,274335455,0,477151469,False,Avenue D,secondary,20 mph,6.411,"LINESTRING (-73.9746863 40.7255346, -73.974723 40.7254841)",,,2,,,,
4931387074,42446584,0,477151469,False,Avenue D,secondary,20 mph,7.211,"LINESTRING (-73.9743103 40.7260522, -73.97426900000001 40.726109)",,,2,,,,
4931387074,4301088455,0,477151469,False,Avenue D,secondary,20 mph,26.593,"LINESTRING (-73.9743103 40.7260522, -73.9744625 40.7258427)",,,2,,,,
4931387076,274335455,0,477151469,False,Avenue D,secondary,20 mph,6.653,"LINESTRING (-73.97476109999999 40.7254317, -73.974723 40.7254841)",,,2,,,,
4931387076,4301308500,0,477151469,False,Avenue D,secondary,20 mph,59.858,"LINESTRING (-73.97476109999999 40.7254317, -73.9751036 40.7249601)",,,2,,,,
4931387077,4301088465,0,477151469,False,Avenue D,secondary,20 mph,15.969,"LINESTRING (-73.9742189 40.7261776, -73.974127 40.7263032)",,,2,,,,
4931387077,42446584,0,477151469,False,Avenue D,secondary,20 mph,8.718,"LINESTRING (-73.9742189 40.7261776, -73.97426900000001 40.726109)",,,2,,,,
4968494269,42453601,0,497002543,True,East 2nd Street,residential,20 mph,12.638,"LINESTRING (-73.9878369 40.7238868, -73.987968 40.723942)",,,,,,,
4970497088,42447179,0,685336387,True,East 105th Street,residential,20 mph,140.684,"LINESTRING (-73.94530829999999 40.7909506, -73.94676680000001 40.7915682)",,,,,,,
5051485223,5051485225,0,517694720,True,Fort Washington Avenue,tertiary,20 mph,9.705,"LINESTRING (-73.934271 40.8590602, -73.9342005 40.8591293)",,,1,,,,
5051485224,5051485226,0,517694720,True,Fort Washington Avenue,tertiary,20 mph,6.179,"LINESTRING (-73.93413150000001 40.8592247, -73.93408119999999 40.8592652)",,,1,,,,
5051485225,1205714835,0,517694720,True,Fort Washington Avenue,tertiary,20 mph,6.946,"LINESTRING (-73.9342005 40.8591293, -73.93416209999999 40.8591846)",,,1,,,,
5051485227,5051485223,0,517694721,True,Fort Washington Avenue,tertiary,20 mph,9.28,"LINESTRING (-73.9342608 40.8591433, -73.934271 40.8590602)",,,1,,,,
5051485228,5051485227,0,517694721,True,Fort Washington Avenue,tertiary,20 mph,7.663,"LINESTRING (-73.934246 40.8592113, -73.9342608 40.8591433)",,,1,,,,
5051485229,5051485228,0,517694721,True,Fort Washington Avenue,tertiary,20 mph,5.7,"LINESTRING (-73.9342427 40.8592625, -73.934246 40.8592113)",,,1,,,,
5103547244,2840354110,0,524435372,False,,footway,20 mph,60.905,"LINESTRING (-73.9388618 40.8542855, -73.93821680000001 40.8540365)",,,,private,,,
5117745455,3377383047,0,526205736,False,,service,5 mph,26.858,"LINESTRING (-73.9841189 40.7766964, -73.98396579999999 40.7769083)",parking_aisle,,,,,,
5117745455,3371304358,0,526205736,False,,service,5 mph,5.516,"LINESTRING (-73.9841189 40.7766964, -73.9841504 40.7766529)",parking_aisle,,,,,,
5122551878,358447559,0,5670297,True,West 27th Drive,unclassified,5 mph,6.384,"LINESTRING (-74.0006195 40.7491553, -74.0005548 40.7491852)",,,1,,,,
5122551879,5122551878,0,5670297,True,West 27th Drive,unclassified,5 mph,13.117,"LINESTRING (-74.0007559 40.7490984, -74.0006195 40.7491553)",,,1,,,,
5122551884,358447561,0,5670297,True,West 27th Drive,unclassified,5 mph,9.095,"LINESTRING (-74.0004797 40.7493358, -74.0004981 40.7494164)",,,1,,,,
5122551888,42434818,0,5670297,True,West 27th Drive,unclassified,5 mph,7.617,"LINESTRING (-74.0005343 40.7494731, -74.0006013 40.7495191)",,,1,,,,
5130933105,42434974,0,5670317,True,East 35th Street,residential,20 mph,12.802,"LINESTRING (-73.972891 40.7443938, -73.973024 40.7444495)",,,,,,,
5130933110,5130933105,0,5670317,True,East 35th Street,residential,20 mph,108.023,"LINESTRING (-73.97176880000001 40.7439238, -73.972891 40.7443938)",,,,,,,
5130933119,4259278558,0,5670317,True,East 35th Street,residential,20 mph,144.889,"LINESTRING (-73.9731723 40.7445116, -73.9746775 40.745142)",,,,,,,
5147744247,4161568813,0,440681436,False,Avenue C,secondary,20 mph,41.236,"LINESTRING (-73.9759833 40.7280304, -73.975751 40.7283568)",,,2,,,,
5147744247,42436957,0,440681436,False,Avenue C,secondary,20 mph,34.858,"LINESTRING (-73.9759833 40.7280304, -73.9761797 40.7277545)",,,2,,,,
5147808597,42454994,0,479642035,True,East 11th Street,residential,20 mph,70.473,"LINESTRING (-73.98326710000001 40.7290659, -73.9839987 40.729373)",,,,,,,
5147808598,42446552,0,479642033,True,East 12th Street,residential,20 mph,136.004,"LINESTRING (-73.9827351 40.7296811, -73.981325 40.729086)",,,,,,,
5147972298,5256074552,0,491162341,True,Broadway,living_street,5 mph,2.111,"LINESTRING (-73.98917470000001 40.7429778, -73.9891724 40.7429967)",,,,,,,
5147973330,6210354201,0,491162341,True,Broadway,living_street,5 mph,7.475,"LINESTRING (-73.989018 40.7424267, -73.98909860000001 40.7424548)",,,,,,,
5147973337,3857400396,0,491162341,True,Broadway,living_street,5 mph,8.359,"LINESTRING (-73.9892243 40.7425512, -73.9892286 40.7426263)",,,,,,,
5147973338,5147973337,0,491162341,True,Broadway,living_street,5 mph,7.408,"LINESTRING (-73.9891777 40.7424947, -73.9892243 40.7425512)",,,,,,,
5178498523,7145875534,0,5670510,False,East 13th Street,residential,20 mph,11.16,"LINESTRING (-73.97793919999999 40.7284975, -73.97805529999999 40.7285458)",,,,,,,
5178498523,42436949,0,5670510,False,East 13th Street,residential,20 mph,56.402,"LINESTRING (-73.97793919999999 40.7284975, -73.9773526 40.7282532)",,,,,,,
5215013209,4281671258,0,571279374,False,,service,5 mph,10.97,"LINESTRING (-74.0161124 40.7111255, -74.0159876 40.7110975)",,,,,,,
5215013209,5490801909,0,571279374,False,,service,5 mph,23.102,"LINESTRING (-74.0161124 40.7111255, -74.0163752 40.7111845)",,,,,,,
5244228881,42430811,0,216959250,True,West 10th Street,residential,20 mph,29.689,"LINESTRING (-74.00274039999999 40.7342885, -74.00239500000001 40.7343413)",,,,,,,
5256074552,42428212,0,491162341,True,Broadway,living_street,5 mph,5.536,"LINESTRING (-73.9891724 40.7429967, -73.9891667 40.7430463)",,,,,,,
5300342121,247224535,0,318476041,True,West Drive,cycleway,20 mph,13.392,"LINESTRING (-73.97148420000001 40.7795747, -73.97157900000001 40.779478)",,,,,,,
5300342122,247224536,0,318476041,True,West Drive,cycleway,20 mph,11.749,"LINESTRING (-73.9722666 40.7788042, -73.9723697 40.778733)",,,,,,,
5300342123,42431404,0,318476041,True,West Drive,cycleway,20 mph,11.816,"LINESTRING (-73.9719791 40.7790559, -73.9720669 40.778973)",,,,,,,
5300342124,6463087958,0,689009148,True,West Drive,cycleway,20 mph,2.632,"LINESTRING (-73.9724875 40.7786611, -73.9725126 40.778647)",,yes,,,,,
5300342125,5300342122,0,318476041,True,West Drive,cycleway,20 mph,12.577,"LINESTRING (-73.97216330000001 40.7788859, -73.9722666 40.7788042)",,,,,,,
5300342126,3248816651,0,689009144,True,West Drive,cycleway,20 mph,15.927,"LINESTRING (-73.9726563 40.7785656, -73.9728097 40.7784818)",,,,,,,
5416769298,2059303827,0,561816395,False,Terrace Drive,cycleway,20 mph,10.64,"LINESTRING (-73.96833150000001 40.7728528, -73.96845260000001 40.7728801)",,,,,,,
5416769298,6091080881,0,561816395,False,Terrace Drive,cycleway,20 mph,7.517,"LINESTRING (-73.96833150000001 40.7728528, -73.96824839999999 40.7728281)",,,,,,,
5481859179,4207913307,0,570150035,False,,service,5 mph,11.362,"LINESTRING (-73.9959901 40.7536575, -73.9961084 40.7537066)",parking_aisle,,,,,,
5481859179,5481859180,0,570150035,False,,service,5 mph,37.45,"LINESTRING (-73.9959901 40.7536575, -73.99561079999999 40.7534818)",parking_aisle,,,,,,
5481859180,5481859179,0,570150035,False,,service,5 mph,37.45,"LINESTRING (-73.99561079999999 40.7534818, -73.9959901 40.7536575)",parking_aisle,,,,,,
5481859180,5481859181,0,570150035,False,,service,5 mph,10.817,"LINESTRING (-73.99561079999999 40.7534818, -73.99555719999999 40.7533934)",parking_aisle,,,,,,
5481859181,5481859180,0,570150035,False,,service,5 mph,10.817,"LINESTRING (-73.99555719999999 40.7533934, -73.99561079999999 40.7534818)",parking_aisle,,,,,,
5481859181,5481859182,0,570150035,False,,service,5 mph,29.304,"LINESTRING (-73.99555719999999 40.7533934, -73.9957328 40.7531659)",parking_aisle,,,,,,
5481859182,5481859181,0,570150035,False,,service,5 mph,29.304,"LINESTRING (-73.9957328 40.7531659, -73.99555719999999 40.7533934)",parking_aisle,,,,,,
5481937325,7271387072,0,46608205,True,East 6th Street,residential,20 mph,78.56,"LINESTRING (-73.9858955 40.7262906, -73.98508150000001 40.7259462)",,,2,,,,
5481976931,42421837,0,25167069,True,East 12th Street,residential,20 mph,27.974,"LINESTRING (-73.97502350000001 40.7264234, -73.9753144 40.7265446)",,,,,,,
5481979121,4301308531,0,430868628,False,,service,20 mph,33.079,"LINESTRING (-73.9768413 40.7216754, -73.9764971 40.7215324)",,,,,,,
5481979121,4301308529,0,430868628,False,,service,20 mph,38.58,"LINESTRING (-73.9768413 40.7216754, -73.9772428 40.7218421)",,,,,,,
5481998023,2947964865,0,195743161,True,East 105th Street,residential,20 mph,100.969,"LINESTRING (-73.9417625 40.7894492, -73.9428092 40.7898925)",,,,,,,
5481998025,5481998023,0,195743161,True,East 105th Street,residential,20 mph,11.364,"LINESTRING (-73.9416447 40.7893993, -73.9417625 40.7894492)",,,,,,,
5487036755,2300353444,0,5672099,True,East Road,residential,15 mph,9.896,"LINESTRING (-73.9543098 40.7557437, -73.954401 40.7556876)",,,1,,,,
5487036756,5487036760,0,5671779,True,West Road,residential,15 mph,24.484,"LINESTRING (-73.95763669999999 40.7546361, -73.957493 40.7548275)",,,1,,,,
