u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,service,bridge,lanes,access,ref,junction,tunnel
247225071,2057103365,0,46613687,True,West Drive,cycleway,20 mph,12.876,"LINESTRING (-73.9607532 40.7938262, -73.9608817 40.7937634)",,,,,,,
247225990,2057103332,0,46613687,True,West Drive,cycleway,20 mph,21.521,"LINESTRING (-73.96158029999999 40.7932684, -73.9617169 40.7931048)",,,,,,,
247225991,2057103328,0,46613687,True,West Drive,cycleway,20 mph,24.79,"LINESTRING (-73.96192720000001 40.7928093, -73.9620546 40.7926083)",,,,,,,
247225992,4276626601,0,46613687,True,West Drive,cycleway,20 mph,23.394,"LINESTRING (-73.9623927 40.7919739, -73.9624906 40.791777)",,,,,,,
247226076,2057103277,0,46613687,True,West Drive,cycleway,20 mph,18.673,"LINESTRING (-73.9627802 40.7913836, -73.9629193 40.7912528)",,,,,,,
247226077,42424456,0,46613687,True,West Drive,cycleway,20 mph,50.822,"LINESTRING (-73.9631626 40.7910844, -73.96367789999999 40.7908463)",,,,,,,
248709337,1490116215,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,14.897,"LINESTRING (-73.97017339999999 40.7734277, -73.97033709999999 40.7734785)",,,,,,,
248709337,2216963667,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,13.955,"LINESTRING (-73.97017339999999 40.7734277, -73.970011 40.7734027)",,,,,,,
248709340,1490116214,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,27.078,"LINESTRING (-73.96954359999999 40.7734602, -73.9698585 40.7734109)",,,,,,,
248709340,2216963675,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,9.849,"LINESTRING (-73.96954359999999 40.7734602, -73.9694271 40.7734681)",,,,,,,
248709341,4257949348,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,1.614,"LINESTRING (-73.9693046 40.7734523, -73.9693235 40.7734547)",,,,,,,
248709341,2216963671,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,8.289,"LINESTRING (-73.9693046 40.7734523, -73.9692124 40.7734262)",,,,,,,
248709386,2059303943,0,514350784,False,Terrace Drive,cycleway,20 mph,2.369,"LINESTRING (-73.9754495 40.7759139, -73.9754488 40.7758926)",,,,,,,
248709386,2059303944,0,514350784,False,Terrace Drive,cycleway,20 mph,4.426,"LINESTRING (-73.9754495 40.7759139, -73.97546 40.7759529)",,,,,,,
248709387,2059303939,0,514350784,False,Terrace Drive,cycleway,20 mph,7.261,"LINESTRING (-73.9755523 40.7755548, -73.97556659999999 40.7754904)",,,,,,,
248709387,2059303940,0,514350784,False,Terrace Drive,cycleway,20 mph,8.131,"LINESTRING (-73.9755523 40.7755548, -73.975534 40.7756266)",,,,,,,
248709388,2059303919,0,514350784,False,Terrace Drive,cycleway,20 mph,6.92,"LINESTRING (-73.9755748 40.7752646, -73.9755651 40.7752028)",,,,,,,
248709388,2059303924,0,514350784,False,Terrace Drive,cycleway,20 mph,12.316,"LINESTRING (-73.9755748 40.7752646, -73.9755797 40.7753753)",,,,,,,
248709390,2059303914,0,514350784,False,Terrace Drive,cycleway,20 mph,3.866,"LINESTRING (-73.97552229999999 40.7750812, -73.97553859999999 40.7751137)",,,,,,,
248709391,2059303854,0,648888153,False,West Drive,cycleway,20 mph,7.42,"LINESTRING (-73.97524970000001 40.7746207, -73.97532390000001 40.7745847)",,,,,,,
248709391,2059303857,0,648888153,False,West Drive,cycleway,20 mph,8.162,"LINESTRING (-73.97524970000001 40.7746207, -73.9751638 40.7746547)",,,,,,,
248709587,2059303946,0,514350784,False,Terrace Drive,cycleway,20 mph,3.942,"LINESTRING (-73.9755454 40.7760414, -73.97550889999999 40.7760192)",,,,,,,
248709587,1782787525,0,514350784,False,Terrace Drive,cycleway,20 mph,23.782,"LINESTRING (-73.9755454 40.7760414, -73.97578729999999 40.7761518)",,,,,,,
248709595,4331118560,0,689009144,True,West Drive,cycleway,20 mph,21.886,"LINESTRING (-73.9741224 40.7772929, -73.97414310000001 40.7770967)",,,,,,,
274306324,4216055441,0,46582968,True,East 7th Street,residential,20 mph,102.417,"LINESTRING (-73.98235870000001 40.7255646, -73.9834252 40.7260063)",,,1,,,,
274335455,4931387072,0,477151469,False,Avenue D,secondary,20 mph,6.411,"LINESTRING (-73.974723 40.7254841, -73.9746863 40.7255346)",,,2,,,,
274335455,4931387076,0,477151469,False,Avenue D,secondary,20 mph,6.653,"LINESTRING (-73.974723 40.7254841, -73.97476109999999 40.7254317)",,,2,,,,
274342021,1602588178,0,25167444,True,East 10th Street,residential,20 mph,5.992,"LINESTRING (-73.9741568 40.72445, -73.9741281 40.7244993)",,,,,,roundabout,
274342021,4301308538,0,25167462,False,East 10th Street,residential,20 mph,12.911,"LINESTRING (-73.9741568 40.72445, -73.9740228 40.7243937)",,,,,,,
274342024,4301088424,0,194923762,False,East 10th Street,residential,20 mph,12.942,"LINESTRING (-73.9745044 40.7245958, -73.9746391 40.7246517)",,,,,,,
274342024,1602588200,0,584971529,True,East 10th Street,residential,20 mph,4.125,"LINESTRING (-73.9745044 40.7245958, -73.9745186 40.7245603)",,,,,,roundabout,
274342044,42430945,0,25167462,False,East 10th Street,residential,20 mph,10.264,"LINESTRING (-73.97362440000001 40.7242263, -73.97351740000001 40.7241822)",,,,,,,
274342044,4301308538,0,25167462,False,East 10th Street,residential,20 mph,38.388,"LINESTRING (-73.97362440000001 40.7242263, -73.9740228 40.7243937)",,,,,,,
274342211,1602588151,0,584971529,True,East 10th Street,residential,20 mph,4.665,"LINESTRING (-73.9742399 40.724397, -73.97419309999999 40.7244194)",,,,,,roundabout,
274342212,1602588146,0,584971529,True,East 10th Street,residential,20 mph,4.308,"LINESTRING (-73.974411 40.7243995, -73.9743627 40.7243868)",,,,,,roundabout,
274342213,1602588173,0,584971529,True,East 10th Street,residential,20 mph,5.2,"LINESTRING (-73.9745202 40.7245178, -73.9745039 40.7244727)",,,,,,roundabout,
274342214,1602588224,0,25167444,True,East 10th Street,residential,20 mph,2.918,"LINESTRING (-73.97438339999999 40.7246786, -73.9744153 40.7246684)",,,,,,roundabout,
274342215,1602588225,0,25167444,True,East 10th Street,residential,20 mph,3.834,"LINESTRING (-73.9742016 40.7246553, -73.9742408 40.7246728)",,,,,,roundabout,
274342217,4301088442,0,25167444,True,East 10th Street,residential,20 mph,2.966,"LINESTRING (-73.97412300000001 40.724545, -73.9741314 40.7245709)",,,,,,roundabout,
277481443,1369722081,0,122625716,True,Robert F. Kennedy Bridge,motorway,10 mph,311.013,"LINESTRING (-73.9198269 40.7978661, -73.9217072 40.7954584)",,yes,3,,I 278,,
339044224,42436393,0,492148704,True,Christopher Street,residential,20 mph,45.096,"LINESTRING (-74.0058581 40.7331346, -74.00638290000001 40.733055)",,,,,,,
356623349,4332540837,0,46613687,True,West Drive,cycleway,20 mph,9.5,"LINESTRING (-73.96712530000001 40.784748, -73.9671498 40.7846646)",,,,,,,
356623350,4332540829,0,46613687,True,West Drive,cycleway,20 mph,19.051,"LINESTRING (-73.9671555 40.7851929, -73.9671153 40.7850243)",,,,,,,
356623352,4332540842,0,46613687,True,West Drive,cycleway,20 mph,18.309,"LINESTRING (-73.9675127 40.7867309, -73.96754249999999 40.7865678)",,,,,,,
356623353,1071832228,0,46613687,True,West Drive,cycleway,20 mph,41.842,"LINESTRING (-73.9671073 40.7874785, -73.967338 40.7871452)",,,,,,,
358447541,358447557,0,5670297,True,West 27th Drive,unclassified,5 mph,30.903,"LINESTRING (-74.0009811 40.7488385, -74.0007919 40.7490766)",,,1,,,,
358447557,5122551879,0,5670297,True,West 27th Drive,unclassified,5 mph,3.882,"LINESTRING (-74.0007919 40.7490766, -74.0007559 40.7490984)",,,1,,,,
358447559,358447560,0,5670297,True,West 27th Drive,unclassified,5 mph,11.353,"LINESTRING (-74.0005548 40.7491852, -74.00049370000001 40.7492762)",,,1,,,,
358447560,5122551884,0,5670297,True,West 27th Drive,unclassified,5 mph,6.731,"LINESTRING (-74.00049370000001 40.7492762, -74.0004797 40.7493358)",,,1,,,,
358447561,5122551888,0,5670297,True,West 27th Drive,unclassified,5 mph,7.003,"LINESTRING (-74.0004981 40.7494164, -74.0005343 40.7494731)",,,1,,,,
371036301,3785591431,0,544616716,True,,motorway_link,15 mph,7.791,"LINESTRING (-73.9624709 40.7604812, -73.9625346 40.760532)",,yes,2,,,,
371036302,3785591435,0,544616716,True,,motorway_link,15 mph,5.233,"LINESTRING (-73.96270989999999 40.7607987, -73.9627203 40.7608451)",,yes,2,,,,
371036520,3785591433,0,544616716,True,,motorway_link,15 mph,4.725,"LINESTRING (-73.9626109 40.7606131, -73.962636 40.7606511)",,yes,2,,,,
373268376,2059303838,0,561816395,False,Terrace Drive,cycleway,20 mph,10.84,"LINESTRING (-73.9686949 40.773028, -73.9687641 40.7731102)",,,,,,,
373268376,2059303833,0,561816395,False,Terrace Drive,cycleway,20 mph,7.588,"LINESTRING (-73.9686949 40.773028, -73.96863930000001 40.7729743)",,,,,,,
406048768,5130933110,0,5670317,True,East 35th Street,residential,20 mph,13.0,"LINESTRING (-73.9716337 40.7438673, -73.97176880000001 40.7439238)",,,,,,,
428219642,428219722,0,46492020,True,PABT Ramp,service,5 mph,12.164,"LINESTRING (-73.9963085 40.7578895, -73.9963932 40.7578009)",,,,,,,
428219647,6872046053,0,46492020,True,PABT Ramp,service,5 mph,3.295,"LINESTRING (-73.9966324 40.7578086, -73.9966532 40.7578337)",,,,,,,
428219692,428219693,0,36836404,True,PABT Ramp,service,15 mph,7.555,"LINESTRING (-73.9949988 40.7574413, -73.99499299999999 40.7575091)",,,,,,,
428219693,593984822,0,36836404,True,PABT Ramp,service,15 mph,8.752,"LINESTRING (-73.99499299999999 40.7575091, -73.99503249999999 40.7575819)",,,,,,,
428219722,428219723,0,46492020,True,PABT Ramp,service,5 mph,2.413,"LINESTRING (-73.9963932 40.7578009, -73.9964124 40.7577848)",,,,,,,
428219723,6872046054,0,46492020,True,PABT Ramp,service,5 mph,2.521,"LINESTRING (-73.9964124 40.7577848, -73.99643709999999 40.757772)",,,,,,,
428219724,6872046051,0,46492020,True,PABT Ramp,service,5 mph,2.469,"LINESTRING (-73.99650010000001 40.7577565, -73.99652930000001 40.7577585)",,,,,,,
428219725,428219726,0,46492020,True,PABT Ramp,service,5 mph,2.701,"LINESTRING (-73.9965857 40.7577747, -73.9966119 40.7577887)",,,,,,,
428219726,428219647,0,46492020,True,PABT Ramp,service,5 mph,2.807,"LINESTRING (-73.9966119 40.7577887, -73.9966324 40.7578086)",,,,,,,
428219735,6872046049,0,46492020,True,PABT Ramp,service,5 mph,3.537,"LINESTRING (-73.9966723 40.7578735, -73.9966833 40.7579042)",,,,,,,
432755908,247225012,0,104336139,True,East Drive,cycleway,20 mph,12.623,"LINESTRING (-73.9537758 40.795992, -73.9539252 40.7960018)",,,,,,,
432755909,2058919660,0,104336139,True,East Drive,cycleway,20 mph,7.838,"LINESTRING (-73.9533069 40.7956071, -73.9533246 40.7956763)",,,,,,,
432755910,247225011,0,104336139,True,East Drive,cycleway,20 mph,12.326,"LINESTRING (-73.9534587 40.7958504, -73.9535664 40.7959255)",,,,,,,
432755911,2058919645,0,104336139,True,East Drive,cycleway,20 mph,10.224,"LINESTRING (-73.9533947 40.7953084, -73.9533497 40.7953938)",,,,,,,
432756990,6804416807,0,104336123,True,West Drive,cycleway,20 mph,4.312,"LINESTRING (-73.9570339 40.7972497, -73.95702679999999 40.7972113)",,,,,,,
432757027,247225070,0,46613687,True,West Drive,cycleway,20 mph,43.067,"LINESTRING (-73.9601081 40.7940136, -73.9605881 40.7938796)",,,,,,,
432760382,2057103330,0,104336139,True,East Drive,cycleway,20 mph,34.639,"LINESTRING (-73.95500079999999 40.7926985, -73.9550675 40.7930059)",,,,,,,
449581627,5147973330,0,491162341,True,Broadway,living_street,5 mph,4.924,"LINESTRING (-73.98896790000001 40.7424039, -73.989018 40.7424267)",,,,,,,
480491182,247224534,0,318476041,True,West Drive,cycleway,20 mph,20.235,"LINESTRING (-73.9699024 40.7807281, -73.9700783 40.7806041)",,,,,,,
480493366,2059303846,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,7.515,"LINESTRING (-73.9727065 40.7737731, -73.9727949 40.7737824)",,,,,,,
480493366,2059303844,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,8.649,"LINESTRING (-73.9727065 40.7737731, -73.9726038 40.7737722)",,,,,,,
480493376,2216963702,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,9.537,"LINESTRING (-73.9716878 40.7738281, -73.9718 40.7738398)",,,,,,,
480493376,2425163062,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,20.693,"LINESTRING (-73.9716878 40.7738281, -73.9714511 40.7737781)",,,,,,,
529555931,42440940,0,5670941,True,Bank Street,unclassified,20 mph,133.95,"LINESTRING (-74.0052767 40.7366174, -74.003714 40.736839)",,,,,,,
529556011,4320028830,0,46610725,True,Grove Street,residential,20 mph,66.366,"LINESTRING (-74.0039421 40.7329359, -74.0032143 40.7331641)",,,,,,,
561949937,1420632727,0,648888157,True,West Drive,cycleway,20 mph,11.545,"LINESTRING (-73.9799845 40.7690048, -73.9799569 40.7689031)",,,,,,,
561949968,247220910,0,46613712,True,Center Drive,cycleway,20 mph,11.354,"LINESTRING (-73.97424410000001 40.7698944, -73.97411150000001 40.7699129)",,,,,,,
561949997,2216963618,0,46613712,True,Center Drive,cycleway,20 mph,12.283,"LINESTRING (-73.9731068 40.7696882, -73.972983 40.7696298)",,,,,,,
561950063,4332563032,0,330748465,True,West Drive,cycleway,20 mph,19.298,"LINESTRING (-73.9774783 40.7714935, -73.9776401 40.7713706)",,,,,,,
561950065,561950063,0,648888154,True,West Drive,cycleway,20 mph,16.553,"LINESTRING (-73.97734629999999 40.7716038, -73.9774783 40.7714935)",,yes,,,,,
561950077,4332563030,0,318476063,True,West Drive,cycleway,20 mph,14.467,"LINESTRING (-73.97712989999999 40.7718311, -73.9772237 40.7717221)",,,,,,,
561950175,2059303843,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,19.466,"LINESTRING (-73.97105500000001 40.7736853, -73.9712761 40.7737364)",,,,,,,
561950175,561950178,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,7.052,"LINESTRING (-73.97105500000001 40.7736853, -73.9709749 40.7736668)",,,,,,,
561950178,561950175,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,7.052,"LINESTRING (-73.9709749 40.7736668, -73.97105500000001 40.7736853)",,,,,,,
561950178,561950491,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,9.181,"LINESTRING (-73.9709749 40.7736668, -73.9708705 40.773643)",,,,,,,
561950491,561950178,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,9.181,"LINESTRING (-73.9708705 40.773643, -73.9709749 40.7736668)",,,,,,,
561950491,2425163054,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,7.469,"LINESTRING (-73.9708705 40.773643, -73.9707885 40.7736174)",,,,,,,
581365776,2059119588,0,104336139,True,East Drive,cycleway,20 mph,25.032,"LINESTRING (-73.95555539999999 40.7917328, -73.9553473 40.7918936)",,,,,,,
592509222,3783073165,0,25163419,True,East 2nd Street,residential,20 mph,7.552,"LINESTRING (-73.9799914 40.7203935, -73.98003079999999 40.7204545)",,,,,,,
593473271,5487036756,0,5671779,True,West Road,residential,15 mph,78.395,"LINESTRING (-73.9580666 40.7540108, -73.95763669999999 40.7546361)",,,1,,,,
593473298,2473625999,0,742639174,True,East Road,residential,15 mph,18.322,"LINESTRING (-73.95654450000001 40.7535301, -73.9566842 40.7534038)",,,1,,,,
593839881,5851983195,0,46432185,True,,service,5 mph,15.577,"LINESTRING (-74.0039534 40.7568366, -74.00410720000001 40.7569144)",driveway,,,,,,
593915237,593915314,0,46432185,True,,service,5 mph,80.91,"LINESTRING (-74.0009554 40.7578178, -74.0014261 40.7571835)",driveway,,,,,,
593915309,593915310,0,46432185,True,,service,5 mph,27.684,"LINESTRING (-73.99986250000001 40.7587214, -74.0001816 40.7586617)",driveway,,,,,,
593915310,593915312,0,46432185,True,,service,5 mph,18.167,"LINESTRING (-74.0001816 40.7586617, -74.00037450000001 40.7585886)",driveway,,,,,,
593915312,593915313,0,46432185,True,,service,5 mph,18.734,"LINESTRING (-74.00037450000001 40.7585886, -74.0005034 40.7584513)",driveway,,,,,,
593915313,4604294525,0,46432185,True,,service,5 mph,5.878,"LINESTRING (-74.0005034 40.7584513, -74.0005366 40.7584048)",driveway,,,,,,
593915314,593915315,0,46432185,True,,service,5 mph,86.492,"LINESTRING (-74.0014261 40.7571835, -74.0018875 40.7564886)",driveway,,,,,,
593915315,593915316,0,46432185,True,,service,5 mph,17.307,"LINESTRING (-74.0018875 40.7564886, -74.0019389 40.7563379)",driveway,,,,,,
593915316,593915317,0,46432185,True,,service,5 mph,22.793,"LINESTRING (-74.0019389 40.7563379, -74.0020698 40.7561585)",driveway,,,,,,
593915317,5851983200,0,46432185,True,,service,5 mph,5.501,"LINESTRING (-74.0020698 40.7561585, -74.002123 40.7561298)",driveway,,,,,,
593915318,593915319,0,46432185,True,,service,5 mph,7.95,"LINESTRING (-74.0022498 40.7561235, -74.00233729999999 40.7561503)",driveway,,,,,,
593915319,593839881,0,46432185,True,,service,5 mph,156.055,"LINESTRING (-74.00233729999999 40.7561503, -74.0039534 40.7568366)",driveway,,,,,,
593984777,428219734,0,46492019,True,PABT Ramp,service,15 mph,8.292,"LINESTRING (-73.9961541 40.7581529, -73.9961184 40.7582224)",,,,,,,
593984778,593984777,0,46492019,True,PABT Ramp,service,15 mph,5.815,"LINESTRING (-73.9961636 40.7581011, -73.9961541 40.7581529)",,,,,,,
593984779,593984778,0,46492019,True,PABT Ramp,service,15 mph,4.392,"LINESTRING (-73.9961639 40.7580616, -73.9961636 40.7581011)",,,,,,,
593984781,593984828,0,36836404,True,PABT Ramp,service,15 mph,7.686,"LINESTRING (-73.9961107 40.7579943, -73.99619389999999 40.7579659)",,,,,,,
593984781,593984779,0,46492019,True,PABT Ramp,service,15 mph,8.722,"LINESTRING (-73.9961107 40.7579943, -73.9961639 40.7580616)",,,,,,,
593984822,593984823,0,36836404,True,PABT Ramp,service,15 mph,9.276,"LINESTRING (-73.99503249999999 40.7575819, -73.9950942 40.757651)",,,,,,,
593984823,593984824,0,36836404,True,PABT Ramp,service,15 mph,9.311,"LINESTRING (-73.9950942 40.757651, -73.99518 40.7577038)",,,,,,,
593984824,593984825,0,36836404,True,PABT Ramp,service,15 mph,53.13,"LINESTRING (-73.99518 40.7577038, -73.9957272 40.7579415)",,,,,,,
593984825,593984826,0,36836404,True,PABT Ramp,service,15 mph,12.132,"LINESTRING (-73.9957272 40.7579415, -73.99585860000001 40.7579862)",,,,,,,
593984826,593984827,0,36836404,True,PABT Ramp,service,15 mph,11.564,"LINESTRING (-73.99585860000001 40.7579862, -73.9959927 40.7580085)",,,,,,,
593984827,593984781,0,36836404,True,PABT Ramp,service,15 mph,10.063,"LINESTRING (-73.9959927 40.7580085, -73.9961107 40.7579943)",,,,,,,
593984828,593984831,0,36836404,True,PABT Ramp,service,15 mph,7.85,"LINESTRING (-73.99619389999999 40.7579659, -73.99626929999999 40.7579244)",,,,,,,
593984831,6872046050,0,36836404,True,PABT Ramp,service,15 mph,2.625,"LINESTRING (-73.99626929999999 40.7579244, -73.9962912 40.7579076)",,,,,,,
595703242,2058920052,0,104336123,True,West Drive,cycleway,20 mph,32.998,"LINESTRING (-73.9559208 40.7992667, -73.9562967 40.7993509)",,,,,,,
595703283,432760382,0,104336139,True,East Drive,cycleway,20 mph,5.326,"LINESTRING (-73.9549938 40.7926509, -73.95500079999999 40.7926985)",,,,,,,
595703304,4332457586,0,46613687,True,West Drive,cycleway,20 mph,24.639,"LINESTRING (-73.96104649999999 40.7936822, -73.96127250000001 40.7935414)",,,,,,,
595703307,247225990,0,46613687,True,West Drive,cycleway,20 mph,17.308,"LINESTRING (-73.9614576 40.7933933, -73.96158029999999 40.7932684)",,,,,,,
595703309,2057103309,0,46613687,True,West Drive,cycleway,20 mph,8.502,"LINESTRING (-73.9625212 40.7917239, -73.962563 40.7916543)",,,,,,,
595703313,4276626333,0,46613687,True,West Drive,cycleway,20 mph,7.507,"LINESTRING (-73.9626093 40.7915873, -73.9626538 40.7915288)",,,,,,,
595703314,7106818625,0,46613687,True,West Drive,cycleway,20 mph,9.086,"LINESTRING (-73.9671847 40.7845618, -73.967225 40.784486)",,,,,,,
595703331,247224528,0,46613687,True,West Drive,cycleway,20 mph,39.385,"LINESTRING (-73.96727060000001 40.7844136, -73.9675055 40.7841073)",,,,,,,
595703341,247224177,0,318476063,True,West Drive,cycleway,20 mph,42.134,"LINESTRING (-73.9754528 40.7745372, -73.9757683 40.7742431)",,,,,,,
595703341,2059303854,0,648888153,False,West Drive,cycleway,20 mph,12.071,"LINESTRING (-73.9754528 40.7745372, -73.97532390000001 40.7745847)",,,,,,,
595703342,595703343,0,46613704,True,Terrace Drive,cycleway,20 mph,12.199,"LINESTRING (-73.9749278 40.774718, -73.9750726 40.7747215)",,,,,,,
595703342,2059303860,0,648888153,False,West Drive,cycleway,20 mph,12.316,"LINESTRING (-73.9749278 40.774718, -73.9750658 40.7746813)",,,,,,,
595703342,42442175,0,648888153,False,West Drive,cycleway,20 mph,12.767,"LINESTRING (-73.9749278 40.774718, -73.97477859999999 40.7747384)",,,,,,,
595703343,2059303867,0,46613704,True,Terrace Drive,cycleway,20 mph,4.14,"LINESTRING (-73.9750726 40.7747215, -73.97512 40.7747314)",,,,,,,
595703344,2059303881,0,46613704,True,Terrace Drive,cycleway,20 mph,3.615,"LINESTRING (-73.9752886 40.7748119, -73.9753192 40.7748347)",,,,,,,
595703385,4263273985,0,46613712,True,Center Drive,cycleway,20 mph,10.285,"LINESTRING (-73.9744903 40.7698015, -73.9743848 40.7698481)",,,,,,,
600524003,3906849519,0,104336139,True,East Drive,cycleway,20 mph,25.656,"LINESTRING (-73.9548896 40.7940598, -73.9548144 40.7942834)",,,,,,,
761849063,6804416811,0,104336123,True,West Drive,cycleway,20 mph,3.8,"LINESTRING (-73.9585094 40.7986793, -73.95849870000001 40.7986461)",,,,,,,
1071832228,4332540841,0,46613687,True,West Drive,cycleway,20 mph,19.284,"LINESTRING (-73.967338 40.7871452, -73.9674218 40.7869838)",,,,,,,
1071832230,356623349,0,46613687,True,West Drive,cycleway,20 mph,18.184,"LINESTRING (-73.9671139 40.7849113, -73.96712530000001 40.784748)",,,,,,,
1071832236,356623350,0,46613687,True,West Drive,cycleway,20 mph,89.381,"LINESTRING (-73.9674765 40.7859591, -73.9671555 40.7851929)",,,,,,,
1071832237,4332540831,0,46613687,True,West Drive,cycleway,20 mph,13.243,"LINESTRING (-73.9689159 40.7830468, -73.969037 40.7829708)",,,,,,,
1203806294,247225068,0,46613687,True,West Drive,cycleway,20 mph,11.262,"LINESTRING (-73.95938580000001 40.7943512, -73.9594724 40.794274)",,,,,,,
1203806304,42431295,0,46613687,True,West Drive,cycleway,20 mph,10.73,"LINESTRING (-73.9637091 40.7908296, -73.96381289999999 40.7907736)",,,,,,,
1203806373,2057103396,0,46613687,True,West Drive,cycleway,20 mph,12.357,"LINESTRING (-73.9592323 40.7945767, -73.95928739999999 40.7944737)",,,,,,,
1203806378,1203806373,0,648888148,True,West Drive,cycleway,20 mph,24.486,"LINESTRING (-73.95914190000001 40.794786, -73.9592323 40.7945767)",,yes,,,,,
1203884134,247225042,0,104336123,True,West Drive,cycleway,20 mph,6.528,"LINESTRING (-73.95795320000001 40.7995238, -73.9580201 40.7994941)",,,,,,,
1205714835,5051485224,0,517694720,True,Fort Washington Avenue,tertiary,20 mph,5.148,"LINESTRING (-73.93416209999999 40.8591846, -73.93413150000001 40.8592247)",,,1,,,,
1205714871,5051485229,0,517694721,True,Fort Washington Avenue,tertiary,20 mph,5.204,"LINESTRING (-73.9342432 40.8593093, -73.9342427 40.8592625)",,,1,,,,
1241820953,3569402101,0,5671492,False,Road 5,residential,15 mph,15.491,"LINESTRING (-73.9539079 40.7575558, -73.9540918 40.7575576)",,,,,,,
1241864785,3569568697,0,225870535,True,West Road,residential,15 mph,4.677,"LINESTRING (-73.95492160000001 40.7576851, -73.95489619999999 40.7577225)",,,,,,,
1319476955,42430761,0,116672642,True,Clarkson Street,secondary,20 mph,20.273,"LINESTRING (-74.0053534 40.7293802, -74.0051447 40.7294709)",,,,,,,
1319476957,1319476955,0,116672642,True,Clarkson Street,secondary,20 mph,7.596,"LINESTRING (-74.005442 40.7293676, -74.0053534 40.7293802)",,,,,,,
1420631978,42431280,0,385446617,True,West Drive,cycleway,20 mph,19.054,"LINESTRING (-73.9789821 40.7704069, -73.9791278 40.7702758)",,,,,,,
1420632727,42424899,0,648888157,True,West Drive,cycleway,20 mph,16.35,"LINESTRING (-73.9799569 40.7689031, -73.9799041 40.7687616)",,,,,,,
1420632746,247221966,0,648888157,True,West Drive,cycleway,20 mph,3.945,"LINESTRING (-73.9799503 40.7691842, -73.9799661 40.7691508)",,,,,,,
1472637761,6091080883,0,561816395,False,Terrace Drive,cycleway,20 mph,34.557,"LINESTRING (-73.9676087 40.7726969, -73.9679885 40.7728146)",,,,,,,
1472637761,3278932288,0,561816395,False,Terrace Drive,cycleway,20 mph,43.278,"LINESTRING (-73.9676087 40.7726969, -73.9671579 40.77251)",,,,,,,
1490115565,2425163054,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,6.513,"LINESTRING (-73.9707149 40.7735994, -73.9707885 40.7736174)",,,,,,,
1490115565,2425178183,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,12.829,"LINESTRING (-73.9707149 40.7735994, -73.9705726 40.7735582)",,,,,,,
1490116213,2216963671,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,6.388,"LINESTRING (-73.96914580000001 40.7733987, -73.9692124 40.7734262)",,,,,,,
1490116213,4332700774,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,11.894,"LINESTRING (-73.96914580000001 40.7733987, -73.9690272 40.7733406)",,,,,,,
1490116214,2216963667,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,12.874,"LINESTRING (-73.9698585 40.7734109, -73.970011 40.7734027)",,,,,,,
1490116214,248709340,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,27.078,"LINESTRING (-73.9698585 40.7734109, -73.96954359999999 40.7734602)",,,,,,,
1490116215,2425178183,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,21.721,"LINESTRING (-73.97033709999999 40.7734785, -73.9705726 40.7735582)",,,,,,,
1490116215,248709337,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,14.897,"LINESTRING (-73.97033709999999 40.7734785, -73.97017339999999 40.7734277)",,,,,,,
1490116224,4257949422,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,16.575,"LINESTRING (-73.9720025 40.7738363, -73.97219610000001 40.7738094)",,,,,,,
1490116224,2216963702,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,17.056,"LINESTRING (-73.9720025 40.7738363, -73.9718 40.7738398)",,,,,,,
1490116227,42442164,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,35.059,"LINESTRING (-73.97340269999999 40.7740008, -73.9736667 40.7742446)",,,,,,,
1490116227,2216963709,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,12.232,"LINESTRING (-73.97340269999999 40.7740008, -73.9733008 40.7739224)",,,,,,,
1490116233,1492282469,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,19.306,"LINESTRING (-73.9740271 40.7745401, -73.9742226 40.7746308)",,,,,,,
