u,v,key,osmid,name,highway,access,oneway,length,geometry,width,lanes,bridge,maxspeed,est_width,service,ref,junction
4905201858,7687603297,0,499215928,Gang Puskesmas,living_street,,False,1.301,"LINESTRING (106.8745293 -6.3457266, 106.8745296 -6.3457383)",1.5,2,,5,,,,
4905201859,7687603298,0,499215928,Gang Puskesmas,living_street,,False,24.492,"LINESTRING (106.8747371 -6.3458426, 106.8745373 -6.3457473)",1.5,2,,5,,,,
4905201859,7687603295,0,499215928,Gang Puskesmas,living_street,,False,0.822,"LINESTRING (106.8747371 -6.3458426, 106.8747395 -6.3458496)",1.5,2,,5,,,,
4905201860,7687603296,0,499215928,Gang Puskesmas,living_street,,False,7.235,"LINESTRING (106.8747127 -6.3459194, 106.8747392 -6.3458599)",1.5,2,,5,,,,
4905201860,7687603293,0,499215928,Gang Puskesmas,living_street,,False,0.491,"LINESTRING (106.8747127 -6.3459194, 106.8747137 -6.3459237)",1.5,2,,5,,,,
4905201861,7687603294,0,499215928,Gang Puskesmas,living_street,,False,25.064,"LINESTRING (106.8749262 -6.3460172, 106.8747184 -6.3459269)",1.5,2,,5,,,,
4905201861,4905201864,0,499215928,Gang Puskesmas,living_street,,False,26.268,"LINESTRING (106.8749262 -6.3460172, 106.8748495 -6.3462408)",1.5,2,,5,,,,
4905201864,4905201861,0,499215928,Gang Puskesmas,living_street,,False,26.268,"LINESTRING (106.8748495 -6.3462408, 106.8749262 -6.3460172)",1.5,2,,5,,,,
4905414090,4905414091,0,681913784,Jalan Angsa,living_street,,False,21.761,"LINESTRING (106.8699261 -6.3502479, 106.869887 -6.3504397)",1.5,1,,5,,,,
4905414091,4905414090,0,681913784,Jalan Angsa,living_street,,False,21.761,"LINESTRING (106.869887 -6.3504397, 106.8699261 -6.3502479)",1.5,1,,5,,,,
4905414091,7672857528,0,681913784,Jalan Angsa,living_street,,False,1.31,"LINESTRING (106.869887 -6.3504397, 106.8698783 -6.3504477)",1.5,1,,5,,,,
