u,v,key,osmid,name,highway,access,oneway,length,geometry,width,lanes,bridge,maxspeed
2528925067,1695801301,0,133930155,Kalibata Timur 4,cycleway,,False,47.927,"LINESTRING (106.8494432 -6.25678, 106.8495738 -6.256369)",,,,
2528925067,1473672579,0,133930155,Kalibata Timur 4,cycleway,,False,39.921,"LINESTRING (106.8494432 -6.25678, 106.8494395 -6.257139)",,,,
2871746706,1695801316,0,133930155,Kalibata Timur 4,cycleway,,False,38.467,"LINESTRING (106.8493172 -6.2579646, 106.8493071 -6.2576188)",,,,
2871746706,1473672575,0,133930155,Kalibata Timur 4,cycleway,,False,109.317,"LINESTRING (106.8493172 -6.2579646, 106.8493225 -6.2589477)",,,,
2997115389,2997115390,0,294125467,,cycleway,,False,24.584,"LINESTRING (106.8269073 -6.3477961, 106.8271257 -6.3478381)",,,,
2997115389,2997115391,0,294125467,,cycleway,,False,36.783,"LINESTRING (106.8269073 -6.3477961, 106.8265832 -6.3478714)",,,,
2997115390,2997115393,0,294125467,,cycleway,,False,28.118,"LINESTRING (106.8271257 -6.3478381, 106.8273617 -6.3479326)",,,,
2997115390,2997115389,0,294125467,,cycleway,,False,24.584,"LINESTRING (106.8271257 -6.3478381, 106.8269073 -6.3477961)",,,,
2997115391,2997115389,0,294125467,,cycleway,,False,36.783,"LINESTRING (106.8265832 -6.3478714, 106.8269073 -6.3477961)",,,,
2997115391,2997115392,0,294125467,,cycleway,,False,9.287,"LINESTRING (106.8265832 -6.3478714, 106.8265114 -6.3479148)",,,,
2997115392,2997115391,0,294125467,,cycleway,,False,9.287,"LINESTRING (106.8265114 -6.3479148, 106.8265832 -6.3478714)",,,,
2997115392,2997115395,0,294125467,,cycleway,,False,32.464,"LINESTRING (106.8265114 -6.3479148, 106.8263912 -6.3481812)",,,,
2997115393,2997115394,0,294125467,,cycleway,,False,35.951,"LINESTRING (106.8273617 -6.3479326, 106.8276417 -6.3480972)",,,,
2997115393,2997115390,0,294125467,,cycleway,,False,28.118,"LINESTRING (106.8273617 -6.3479326, 106.8271257 -6.3478381)",,,,
2997115394,4918100507,0,294125467,,cycleway,,False,6.032,"LINESTRING (106.8276417 -6.3480972, 106.827679 -6.3481368)",,,,
2997115394,2997115393,0,294125467,,cycleway,,False,35.951,"LINESTRING (106.8276417 -6.3480972, 106.8273617 -6.3479326)",,,,
2997115395,2997115392,0,294125467,,cycleway,,False,32.464,"LINESTRING (106.8263912 -6.3481812, 106.8265114 -6.3479148)",,,,
2997115395,2997115403,0,294125467,,cycleway,,False,65.541,"LINESTRING (106.8263912 -6.3481812, 106.8262573 -6.3487554)",,,,
2997115396,3009726626,0,294125467,,cycleway,,False,22.937,"LINESTRING (106.8281371 -6.3482692, 106.8283443 -6.3482812)",,,,
2997115396,2997115397,0,294125467,,cycleway,,False,29.085,"LINESTRING (106.8281371 -6.3482692, 106.8278753 -6.348296)",,,,
2997115397,2997115396,0,294125467,,cycleway,,False,29.085,"LINESTRING (106.8278753 -6.348296, 106.8281371 -6.3482692)",,,,
2997115397,2997115398,0,294125467,,cycleway,,False,6.351,"LINESTRING (106.8278753 -6.348296, 106.8278179 -6.3482933)",,,,
2997115398,2997115397,0,294125467,,cycleway,,False,6.351,"LINESTRING (106.8278179 -6.3482933, 106.8278753 -6.348296)",,,,
2997115398,4918100506,0,294125467,,cycleway,,False,7.664,"LINESTRING (106.8278179 -6.3482933, 106.8277717 -6.3482419)",,,,
2997115399,2997115401,0,294125467,,cycleway,,False,91.351,"LINESTRING (106.8284833 -6.3483089, 106.8292929 -6.3484747)",,,,
2997115399,3009726626,0,294125467,,cycleway,,False,15.667,"LINESTRING (106.8284833 -6.3483089, 106.8283443 -6.3482812)",,,,
2997115401,3009726629,0,294125467,,cycleway,,False,95.35,"LINESTRING (106.8292929 -6.3484747, 106.8301464 -6.3486002)",,,,
2997115401,2997115399,0,294125467,,cycleway,,False,91.351,"LINESTRING (106.8292929 -6.3484747, 106.8284833 -6.3483089)",,,,
2997115403,2997115395,0,294125467,,cycleway,,False,65.541,"LINESTRING (106.8262573 -6.3487554, 106.8263912 -6.3481812)",,,,
2997115403,3004185056,0,295950267,,cycleway,,False,40.413,"LINESTRING (106.8262573 -6.3487554, 106.8261402 -6.3490997)",,,,
2997115405,2997115406,0,294125467,,cycleway,,False,22.337,"LINESTRING (106.8312029 -6.3487686, 106.8313973 -6.3488236)",,,,
2997115405,3009726631,0,294125467,,cycleway,,False,39.529,"LINESTRING (106.8312029 -6.3487686, 106.8308496 -6.3487131)",,,,
2997115406,2997115407,0,294125467,,cycleway,,False,20.297,"LINESTRING (106.8313973 -6.3488236, 106.8315601 -6.3489081)",,,,
2997115406,2997115405,0,294125467,,cycleway,,False,22.337,"LINESTRING (106.8313973 -6.3488236, 106.8312029 -6.3487686)",,,,
2997115407,2997115408,0,294125467,,cycleway,,False,18.39,"LINESTRING (106.8315601 -6.3489081, 106.8316875 -6.3490145)",,,,
2997115407,2997115406,0,294125467,,cycleway,,False,20.297,"LINESTRING (106.8315601 -6.3489081, 106.8313973 -6.3488236)",,,,
2997115408,2997115410,0,294125467,,cycleway,,False,17.515,"LINESTRING (106.8316875 -6.3490145, 106.831787 -6.3491371)",,,,
2997115408,2997115407,0,294125467,,cycleway,,False,18.39,"LINESTRING (106.8316875 -6.3490145, 106.8315601 -6.3489081)",,,,
2997115410,2997115411,0,294125467,,cycleway,,False,11.568,"LINESTRING (106.831787 -6.3491371, 106.8318055 -6.3492395)",,,,
2997115410,2997115408,0,294125467,,cycleway,,False,17.515,"LINESTRING (106.831787 -6.3491371, 106.8316875 -6.3490145)",,,,
2997115411,2997115412,0,294125467,,cycleway,,False,12.295,"LINESTRING (106.8318055 -6.3492395, 106.8318095 -6.34935)",,,,
2997115411,2997115410,0,294125467,,cycleway,,False,11.568,"LINESTRING (106.8318055 -6.3492395, 106.831787 -6.3491371)",,,,
2997115412,2997115414,0,294125467,,cycleway,,False,39.121,"LINESTRING (106.8318095 -6.34935, 106.8317391 -6.3496948)",,,,
2997115412,2997115411,0,294125467,,cycleway,,False,12.295,"LINESTRING (106.8318095 -6.34935, 106.8318055 -6.3492395)",,,,
2997115414,2997115415,0,294125467,,cycleway,,False,56.574,"LINESTRING (106.8317391 -6.3496948, 106.8316387 -6.3501937)",,,,
2997115414,2997115412,0,294125467,,cycleway,,False,39.121,"LINESTRING (106.8317391 -6.3496948, 106.8318095 -6.34935)",,,,
2997115415,2997115418,0,294125467,,cycleway,,False,47.353,"LINESTRING (106.8316387 -6.3501937, 106.8315638 -6.350613)",,,,
2997115415,2997115414,0,294125467,,cycleway,,False,56.574,"LINESTRING (106.8316387 -6.3501937, 106.8317391 -6.3496948)",,,,
2997115418,5546953951,0,294125467,,cycleway,,False,27.069,"LINESTRING (106.8315638 -6.350613, 106.8315147 -6.3508515)",,,,
2997115418,2997115415,0,294125467,,cycleway,,False,47.353,"LINESTRING (106.8315638 -6.350613, 106.8316387 -6.3501937)",,,,
2997115420,2997115421,0,294125467,,cycleway,,False,26.608,"LINESTRING (106.831489 -6.3510066, 106.8314517 -6.351243)",,,,
2997115420,5546953951,0,294125467,,cycleway,,False,17.479,"LINESTRING (106.831489 -6.3510066, 106.8315147 -6.3508515)",,,,
2997115421,2997115424,0,294125467,,cycleway,,False,22.028,"LINESTRING (106.8314517 -6.351243, 106.8314504 -6.3514411)",,,,
2997115421,2997115420,0,294125467,,cycleway,,False,26.608,"LINESTRING (106.8314517 -6.351243, 106.831489 -6.3510066)",,,,
2997115423,3004185060,0,295950267,,cycleway,,False,77.087,"LINESTRING (106.825538 -6.3512094, 106.8257209 -6.3505404)",,,,
2997115423,2997115432,0,295950267,,cycleway,,False,145.44,"LINESTRING (106.825538 -6.3512094, 106.8251142 -6.3524477)",,,,
2997115424,2997115426,0,294125467,,cycleway,,False,22.055,"LINESTRING (106.8314504 -6.3514411, 106.8314841 -6.3516366)",,,,
2997115424,2997115421,0,294125467,,cycleway,,False,22.028,"LINESTRING (106.8314504 -6.3514411, 106.8314517 -6.351243)",,,,
2997115426,2997115427,0,294125467,,cycleway,,False,26.814,"LINESTRING (106.8314841 -6.3516366, 106.8315737 -6.3518607)",,,,
2997115426,2997115424,0,294125467,,cycleway,,False,22.055,"LINESTRING (106.8314841 -6.3516366, 106.8314504 -6.3514411)",,,,
2997115427,2997115429,0,294125467,,cycleway,,False,33.978,"LINESTRING (106.8315737 -6.3518607, 106.8316945 -6.3521417)",,,,
2997115427,2997115426,0,294125467,,cycleway,,False,26.814,"LINESTRING (106.8315737 -6.3518607, 106.8314841 -6.3516366)",,,,
2997115429,2997115431,0,294125467,,cycleway,,False,21.864,"LINESTRING (106.8316945 -6.3521417, 106.8317431 -6.3523323)",,,,
2997115429,2997115427,0,294125467,,cycleway,,False,33.978,"LINESTRING (106.8316945 -6.3521417, 106.8315737 -6.3518607)",,,,
2997115431,2997115433,0,294125467,,cycleway,,False,14.317,"LINESTRING (106.8317431 -6.3523323, 106.8317468 -6.352461)",,,,
2997115431,2997115429,0,294125467,,cycleway,,False,21.864,"LINESTRING (106.8317431 -6.3523323, 106.8316945 -6.3521417)",,,,
2997115432,2997115423,0,295950267,,cycleway,,False,145.44,"LINESTRING (106.8251142 -6.3524477, 106.825538 -6.3512094)",,,,
2997115432,2997115436,0,295950267,,cycleway,,False,80.438,"LINESTRING (106.8251142 -6.3524477, 106.8249061 -6.3531409)",,,,
2997115433,2997115434,0,294125467,,cycleway,,False,45.159,"LINESTRING (106.8317468 -6.352461, 106.8317103 -6.3528655)",,,,
2997115433,2997115431,0,294125467,,cycleway,,False,14.317,"LINESTRING (106.8317468 -6.352461, 106.8317431 -6.3523323)",,,,
2997115434,2997115437,0,294125467,,cycleway,,False,55.103,"LINESTRING (106.8317103 -6.3528655, 106.8316219 -6.3533532)",,,,
2997115434,2997115433,0,294125467,,cycleway,,False,45.159,"LINESTRING (106.8317103 -6.3528655, 106.8317468 -6.352461)",,,,
2997115436,2997115432,0,295950267,,cycleway,,False,80.438,"LINESTRING (106.8249061 -6.3531409, 106.8251142 -6.3524477)",,,,
2997115436,2997115438,0,295950267,,cycleway,,False,56.583,"LINESTRING (106.8249061 -6.3531409, 106.8247853 -6.3536354)",,,,
2997115437,2997115440,0,294125467,,cycleway,,False,68.806,"LINESTRING (106.8316219 -6.3533532, 106.8315313 -6.3539654)",,,,
2997115437,2997115434,0,294125467,,cycleway,,False,55.103,"LINESTRING (106.8316219 -6.3533532, 106.8317103 -6.3528655)",,,,
2997115438,2997115436,0,295950267,,cycleway,,False,56.583,"LINESTRING (106.8247853 -6.3536354, 106.8249061 -6.3531409)",,,,
2997115438,2997115442,0,295950267,,cycleway,,False,57.428,"LINESTRING (106.8247853 -6.3536354, 106.8246334 -6.3541293)",,,,
2997115440,2997115441,0,294125467,,cycleway,,False,12.284,"LINESTRING (106.8315313 -6.3539654, 106.8315014 -6.3540718)",,,,
2997115440,2997115437,0,294125467,,cycleway,,False,68.806,"LINESTRING (106.8315313 -6.3539654, 106.8316219 -6.3533532)",,,,
2997115441,2997115443,0,294125467,,cycleway,,False,8.139,"LINESTRING (106.8315014 -6.3540718, 106.8314777 -6.3541411)",,,,
2997115441,2997115440,0,294125467,,cycleway,,False,12.284,"LINESTRING (106.8315014 -6.3540718, 106.8315313 -6.3539654)",,,,
2997115442,2997115438,0,295950267,,cycleway,,False,57.428,"LINESTRING (106.8246334 -6.3541293, 106.8247853 -6.3536354)",,,,
2997115442,2997115446,0,295950267,,cycleway,,False,45.137,"LINESTRING (106.8246334 -6.3541293, 106.8245001 -6.354513)",,,,
2997115443,2997115444,0,294125467,,cycleway,,False,13.771,"LINESTRING (106.8314777 -6.3541411, 106.8314317 -6.3542562)",,,,
2997115443,2997115441,0,294125467,,cycleway,,False,8.139,"LINESTRING (106.8314777 -6.3541411, 106.8315014 -6.3540718)",,,,
2997115444,2997115445,0,294125467,,cycleway,,False,12.14,"LINESTRING (106.8314317 -6.3542562, 106.8313781 -6.3543515)",,,,
2997115444,2997115443,0,294125467,,cycleway,,False,13.771,"LINESTRING (106.8314317 -6.3542562, 106.8314777 -6.3541411)",,,,
2997115445,2997115447,0,294125467,,cycleway,,False,36.052,"LINESTRING (106.8313781 -6.3543515, 106.8311751 -6.3546053)",,,,
2997115445,2997115444,0,294125467,,cycleway,,False,12.14,"LINESTRING (106.8313781 -6.3543515, 106.8314317 -6.3542562)",,,,
2997115446,2997115442,0,295950267,,cycleway,,False,45.137,"LINESTRING (106.8245001 -6.354513, 106.8246334 -6.3541293)",,,,
2997115446,2997115448,0,295950267,,cycleway,,False,13.194,"LINESTRING (106.8245001 -6.354513, 106.824459 -6.3546244)",,,,
2997115447,2997115450,0,294125467,,cycleway,,False,64.831,"LINESTRING (106.8311751 -6.3546053, 106.8308251 -6.3550732)",,,,
2997115447,2997115445,0,294125467,,cycleway,,False,36.052,"LINESTRING (106.8311751 -6.3546053, 106.8313781 -6.3543515)",,,,
2997115448,2997115446,0,295950267,,cycleway,,False,13.194,"LINESTRING (106.824459 -6.3546244, 106.8245001 -6.354513)",,,,
2997115448,2997115449,0,295950267,,cycleway,,False,47.485,"LINESTRING (106.824459 -6.3546244, 106.8243183 -6.3550279)",,,,
2997115449,2997115448,0,295950267,,cycleway,,False,47.485,"LINESTRING (106.8243183 -6.3550279, 106.824459 -6.3546244)",,,,
2997115449,4929751933,0,295950267,,cycleway,,False,32.844,"LINESTRING (106.8243183 -6.3550279, 106.8242444 -6.355314)",,,,
2997115450,2997115451,0,294125467,,cycleway,,False,45.44,"LINESTRING (106.8308251 -6.3550732, 106.8305536 -6.3553801)",,,,
2997115450,2997115447,0,294125467,,cycleway,,False,64.831,"LINESTRING (106.8308251 -6.3550732, 106.8311751 -6.3546053)",,,,
2997115451,2997115453,0,294125467,,cycleway,,False,12.288,"LINESTRING (106.8305536 -6.3553801, 106.8304914 -6.3554717)",,,,
2997115451,2997115450,0,294125467,,cycleway,,False,45.44,"LINESTRING (106.8305536 -6.3553801, 106.8308251 -6.3550732)",,,,
2997115452,4929751933,0,295950267,,cycleway,,False,10.355,"LINESTRING (106.8242211 -6.3554042, 106.8242444 -6.355314)",,,,
2997115452,2997115459,0,295950267,,cycleway,,False,59.244,"LINESTRING (106.8242211 -6.3554042, 106.8240742 -6.3559166)",,,,
2997115453,2997115455,0,294125467,,cycleway,,False,30.731,"LINESTRING (106.8304914 -6.3554717, 106.8303083 -6.3556797)",,,,
2997115453,2997115451,0,294125467,,cycleway,,False,12.288,"LINESTRING (106.8304914 -6.3554717, 106.8305536 -6.3553801)",,,,
2997115455,2997115456,0,294125467,,cycleway,,False,13.657,"LINESTRING (106.8303083 -6.3556797, 106.8302099 -6.355754)",,,,
2997115455,2997115453,0,294125467,,cycleway,,False,30.731,"LINESTRING (106.8303083 -6.3556797, 106.8304914 -6.3554717)",,,,
2997115456,2997115457,0,294125467,,cycleway,,False,15.539,"LINESTRING (106.8302099 -6.355754, 106.8300878 -6.3558233)",,,,
2997115456,2997115455,0,294125467,,cycleway,,False,13.657,"LINESTRING (106.8302099 -6.355754, 106.8303083 -6.3556797)",,,,
2997115457,2997115458,0,294125467,,cycleway,,False,13.65,"LINESTRING (106.8300878 -6.3558233, 106.8299894 -6.3558975)",,,,
2997115457,2997115456,0,294125467,,cycleway,,False,15.539,"LINESTRING (106.8300878 -6.3558233, 106.8302099 -6.355754)",,,,
2997115458,2997115457,0,294125467,,cycleway,,False,13.65,"LINESTRING (106.8299894 -6.3558975, 106.8300878 -6.3558233)",,,,
2997115459,2997115452,0,295950267,,cycleway,,False,59.244,"LINESTRING (106.8240742 -6.3559166, 106.8242211 -6.3554042)",,,,
3004185056,2997115403,0,295950267,,cycleway,,False,40.413,"LINESTRING (106.8261402 -6.3490997, 106.8262573 -6.3487554)",,,,
3004185056,3004185059,0,295950267,,cycleway,,False,95.345,"LINESTRING (106.8261402 -6.3490997, 106.8259101 -6.3499261)",,,,
3004185059,3004185056,0,295950267,,cycleway,,False,95.345,"LINESTRING (106.8259101 -6.3499261, 106.8261402 -6.3490997)",,,,
3004185059,3004185060,0,295950267,,cycleway,,False,71.436,"LINESTRING (106.8259101 -6.3499261, 106.8257209 -6.3505404)",,,,
3004185060,3004185059,0,295950267,,cycleway,,False,71.436,"LINESTRING (106.8257209 -6.3505404, 106.8259101 -6.3499261)",,,,
3004185060,2997115423,0,295950267,,cycleway,,False,77.087,"LINESTRING (106.8257209 -6.3505404, 106.825538 -6.3512094)",,,,
3009726626,2997115399,0,294125467,,cycleway,,False,15.667,"LINESTRING (106.8283443 -6.3482812, 106.8284833 -6.3483089)",,,,
3009726626,2997115396,0,294125467,,cycleway,,False,22.937,"LINESTRING (106.8283443 -6.3482812, 106.8281371 -6.3482692)",,,,
3009726629,3009726631,0,294125467,,cycleway,,False,78.72,"LINESTRING (106.8301464 -6.3486002, 106.8308496 -6.3487131)",,,,
3009726629,2997115401,0,294125467,,cycleway,,False,95.35,"LINESTRING (106.8301464 -6.3486002, 106.8292929 -6.3484747)",,,,
3009726631,2997115405,0,294125467,,cycleway,,False,39.529,"LINESTRING (106.8308496 -6.3487131, 106.8312029 -6.3487686)",,,,
3009726631,3009726629,0,294125467,,cycleway,,False,78.72,"LINESTRING (106.8308496 -6.3487131, 106.8301464 -6.3486002)",,,,
4763548658,6330727827,0,483610868,Jalan Komplek TNI,cycleway,,False,8.911,"LINESTRING (106.8248676 -6.2312164, 106.8248085 -6.2312709)",1.5,1,,
4822370391,317182311,0,732422817,Gang Keselamatan 2,cycleway,yes,False,126.006,"LINESTRING (106.8484129 -6.2222392, 106.848373 -6.2233717)",,,,
4896584859,6457239211,0,688562051,,cycleway,,False,34.987,"LINESTRING (106.7905745 -6.1961254, 106.7906177 -6.1958137)",,,,
4918100506,2997115398,0,294125467,,cycleway,,False,7.664,"LINESTRING (106.8277717 -6.3482419, 106.8278179 -6.3482933)",,,,
4918100506,4918100507,0,294125467,,cycleway,,False,15.541,"LINESTRING (106.8277717 -6.3482419, 106.827679 -6.3481368)",,,,
4918100507,4918100506,0,294125467,,cycleway,,False,15.541,"LINESTRING (106.827679 -6.3481368, 106.8277717 -6.3482419)",,,,
4918100507,2997115394,0,294125467,,cycleway,,False,6.032,"LINESTRING (106.827679 -6.3481368, 106.8276417 -6.3480972)",,,,
4929751933,2997115449,0,295950267,,cycleway,,False,32.844,"LINESTRING (106.8242444 -6.355314, 106.8243183 -6.3550279)",,,,
4929751933,2997115452,0,295950267,,cycleway,,False,10.355,"LINESTRING (106.8242444 -6.355314, 106.8242211 -6.3554042)",,,,
5461494438,322773082,0,567347760,,cycleway,,False,18.2,"LINESTRING (106.7698507 -6.11503, 106.7699251 -6.114884)",,,,
5461494438,5461494439,0,567347760,,cycleway,,False,33.7,"LINESTRING (106.7698507 -6.11503, 106.7701095 -6.1151901)",,,,
5461494439,5461494438,0,567347760,,cycleway,,False,33.7,"LINESTRING (106.7701095 -6.1151901, 106.7698507 -6.11503)",,,,
5461494439,5461494440,0,567347760,,cycleway,,False,35.21,"LINESTRING (106.7701095 -6.1151901, 106.770418 -6.1152687)",,,,
5461494440,5461494439,0,567347760,,cycleway,,False,35.21,"LINESTRING (106.770418 -6.1152687, 106.7701095 -6.1151901)",,,,
5461494440,5461494441,0,567347760,,cycleway,,False,64.988,"LINESTRING (106.770418 -6.1152687, 106.7710054 -6.1152901)",,,,
5461494441,5461494440,0,567347760,,cycleway,,False,64.988,"LINESTRING (106.7710054 -6.1152901, 106.770418 -6.1152687)",,,,
5461494441,5461494442,0,567347760,,cycleway,,False,33.16,"LINESTRING (106.7710054 -6.1152901, 106.7712924 -6.1153767)",,,,
5461494442,5461494441,0,567347760,,cycleway,,False,33.16,"LINESTRING (106.7712924 -6.1153767, 106.7710054 -6.1152901)",,,,
5461494442,5461494443,0,567347760,,cycleway,,False,29.096,"LINESTRING (106.7712924 -6.1153767, 106.7715539 -6.1154061)",,,,
5461494443,5461494442,0,567347760,,cycleway,,False,29.096,"LINESTRING (106.7715539 -6.1154061, 106.7712924 -6.1153767)",,,,
5461494443,5461494444,0,567347760,,cycleway,,False,93.9,"LINESTRING (106.7715539 -6.1154061, 106.772376 -6.1156181)",,,,
5461494444,5461494443,0,567347760,,cycleway,,False,93.9,"LINESTRING (106.772376 -6.1156181, 106.7715539 -6.1154061)",,,,
5461494444,5461494445,0,567347760,,cycleway,,False,56.439,"LINESTRING (106.772376 -6.1156181, 106.7728548 -6.1157941)",,,,
5461494445,5461494444,0,567347760,,cycleway,,False,56.439,"LINESTRING (106.7728548 -6.1157941, 106.772376 -6.1156181)",,,,
5461494445,5461494446,0,567347760,,cycleway,,False,84.819,"LINESTRING (106.7728548 -6.1157941, 106.773583 -6.1160341)",,,,
5461494446,5461494445,0,567347760,,cycleway,,False,84.819,"LINESTRING (106.773583 -6.1160341, 106.7728548 -6.1157941)",,,,
5504237682,6773792341,0,722130445,Gang Bocor,cycleway,,False,42.48,"LINESTRING (106.9090213 -6.2462652, 106.9086375 -6.2462454)",,,,
5546953951,2997115420,0,294125467,,cycleway,,False,17.479,"LINESTRING (106.8315147 -6.3508515, 106.831489 -6.3510066)",,,,
5546953951,2997115418,0,294125467,,cycleway,,False,27.069,"LINESTRING (106.8315147 -6.3508515, 106.8315638 -6.350613)",,,,
5671046434,6728627775,0,716015380,,cycleway,,False,7.342,"LINESTRING (106.7896756 -6.195893, 106.7896093 -6.1958969)",,,,
6330727827,4763548658,0,483610868,Jalan Komplek TNI,cycleway,,False,8.911,"LINESTRING (106.8248085 -6.2312709, 106.8248676 -6.2312164)",1.5,1,,
6330926367,6728627774,0,716015380,,cycleway,,False,15.51,"LINESTRING (106.789467 -6.1958051, 106.7896073 -6.1958039)",,,,
6437455722,6773792335,0,722130444,,cycleway,,False,6.038,"LINESTRING (106.9072728 -6.2464657, 106.9072892 -6.2464139)",,,,
6437600158,6773792327,0,722130444,,cycleway,,False,5.234,"LINESTRING (106.9076251 -6.245717, 106.9076008 -6.2457574)",,,,
6457239211,4896584859,0,688562051,,cycleway,,False,34.987,"LINESTRING (106.7906177 -6.1958137, 106.7905745 -6.1961254)",,,,
6457239211,6728627766,0,716015378,,cycleway,,False,27.334,"LINESTRING (106.7906177 -6.1958137, 106.7903719 -6.195787)",,,,
6728627764,1709782782,0,716015377,,cycleway,,False,31.34,"LINESTRING (106.7918027 -6.1983884, 106.7918806 -6.1981174)",1.5,,,
6728627766,6728627767,0,716015378,,cycleway,,False,27.349,"LINESTRING (106.7903719 -6.195787, 106.7901245 -6.1957863)",,,,
6728627766,6457239211,0,716015378,,cycleway,,False,27.334,"LINESTRING (106.7903719 -6.195787, 106.7906177 -6.1958137)",,,,
6728627767,6728627766,0,716015378,,cycleway,,False,27.349,"LINESTRING (106.7901245 -6.1957863, 106.7903719 -6.195787)",,,,
6728627770,6728627771,0,716015379,,cycleway,,False,30.877,"LINESTRING (106.7895536 -6.195235, 106.7898326 -6.1952481)",1.5,,,
6728627771,6728627773,0,716015379,,cycleway,,False,19.637,"LINESTRING (106.7898326 -6.1952481, 106.7900102 -6.1952516)",1.5,,,
6728627771,6728627770,0,716015379,,cycleway,,False,30.877,"LINESTRING (106.7898326 -6.1952481, 106.7895536 -6.195235)",1.5,,,
6728627772,6728627773,0,716015379,,cycleway,,False,12.715,"LINESTRING (106.7901252 -6.1952538, 106.7900102 -6.1952516)",1.5,,,
6728627773,6728627772,0,716015379,,cycleway,,False,12.715,"LINESTRING (106.7900102 -6.1952516, 106.7901252 -6.1952538)",1.5,,,
6728627773,6728627771,0,716015379,,cycleway,,False,19.637,"LINESTRING (106.7900102 -6.1952516, 106.7898326 -6.1952481)",1.5,,,
6728627774,6728627775,0,716015380,,cycleway,,False,10.344,"LINESTRING (106.7896073 -6.1958039, 106.7896093 -6.1958969)",,,,
6728627774,6330926367,0,716015380,,cycleway,,False,15.51,"LINESTRING (106.7896073 -6.1958039, 106.789467 -6.1958051)",,,,
6728627775,5671046434,0,716015380,,cycleway,,False,7.342,"LINESTRING (106.7896093 -6.1958969, 106.7896756 -6.195893)",,,,
6728627775,6728627774,0,716015380,,cycleway,,False,10.344,"LINESTRING (106.7896093 -6.1958969, 106.7896073 -6.1958039)",,,,
6773792327,6773792328,0,722130444,,cycleway,,False,4.204,"LINESTRING (106.9076008 -6.2457574, 106.9075684 -6.2457772)",,,,
6773792327,6437600158,0,722130444,,cycleway,,False,5.234,"LINESTRING (106.9076008 -6.2457574, 106.9076251 -6.245717)",,,,
6773792328,6773792329,0,722130444,,cycleway,,False,23.856,"LINESTRING (106.9075684 -6.2457772, 106.9075434 -6.2459903)",,,,
6773792328,6773792327,0,722130444,,cycleway,,False,4.204,"LINESTRING (106.9075684 -6.2457772, 106.9076008 -6.2457574)",,,,
6773792329,6773792330,0,722130444,,cycleway,,False,4.301,"LINESTRING (106.9075434 -6.2459903, 106.907526 -6.2460249)",,,,
6773792329,6773792328,0,722130444,,cycleway,,False,23.856,"LINESTRING (106.9075434 -6.2459903, 106.9075684 -6.2457772)",,,,
6773792330,6773792331,0,722130444,,cycleway,,False,4.816,"LINESTRING (106.907526 -6.2460249, 106.9074861 -6.2460423)",,,,
6773792330,6773792329,0,722130444,,cycleway,,False,4.301,"LINESTRING (106.907526 -6.2460249, 106.9075434 -6.2459903)",,,,
6773792331,6773792332,0,722130444,,cycleway,,False,13.724,"LINESTRING (106.9074861 -6.2460423, 106.9074637 -6.2461637)",,,,
6773792331,6773792330,0,722130444,,cycleway,,False,4.816,"LINESTRING (106.9074861 -6.2460423, 106.907526 -6.2460249)",,,,
