u,v,key,osmid,name,highway,maxspeed,access,oneway,length,geometry,lanes,service,width,bridge,tunnel,junction
2000790036,7436614412,0,189468345,,service,15 mph,,False,6.384,"LINESTRING (-118.4509235 34.1518198, -118.450855 34.1518107)",,alley,,,,
2000790036,7436614411,0,189468345,,service,15 mph,,False,6.549,"LINESTRING (-118.4509235 34.1518198, -118.4509937 34.1518295)",,alley,,,,
2000790051,7413136175,0,801861344,,service,15 mph,,False,48.219,"LINESTRING (-118.4686051 34.1532168, -118.4687098 34.1527919)",,alley,,,,
2000790051,2000790058,0,801861344,,service,15 mph,,False,51.943,"LINESTRING (-118.4686051 34.1532168, -118.4685015 34.153676)",,alley,,,,
2000790058,2000790051,0,801861344,,service,15 mph,,False,51.943,"LINESTRING (-118.4685015 34.153676, -118.4686051 34.1532168)",,alley,,,,
2000790058,7500254980,0,801861344,,service,15 mph,,False,40.279,"LINESTRING (-118.4685015 34.153676, -118.4689303 34.1537488)",,alley,,,,
2000790061,2000790012,0,801861344,,service,15 mph,,False,67.688,"LINESTRING (-118.4685777 34.1516961, -118.4687909 34.1522787)",,alley,,,,
2000790065,2000789954,0,189468344,,service,15 mph,,False,33.812,"LINESTRING (-118.470659 34.1518551, -118.470774 34.1515663)",,alley,,,,
2000790065,2000789934,0,189468344,,service,15 mph,,False,89.923,"LINESTRING (-118.470659 34.1518551, -118.4700323 34.1524756)",,alley,,,,
2027057815,2027057819,0,192144253,,service,15 mph,,False,56.001,"LINESTRING (-118.5494341 34.1794972, -118.5499031 34.1791761)",,alley,,,,
2027057815,2027057827,0,192144253,,service,15 mph,,False,10.359,"LINESTRING (-118.5494341 34.1794972, -118.5493334 34.1795389)",,alley,,,,
2027057817,5993812704,0,192144253,,service,15 mph,,False,28.468,"LINESTRING (-118.5510932 34.1787617, -118.5514026 34.1787562)",,alley,,,,
2027057817,2027057825,0,192144253,,service,15 mph,,False,17.242,"LINESTRING (-118.5510932 34.1787617, -118.5509081 34.1787861)",,alley,,,,
2027057818,2027057828,0,192144253,,service,15 mph,,False,26.216,"LINESTRING (-118.5503502 34.1789415, -118.5506131 34.1788505)",,alley,,,,
2027057818,6147054263,0,192144253,,service,15 mph,,False,24.724,"LINESTRING (-118.5503502 34.1789415, -118.5501176 34.1790529)",,alley,,,,
2027057819,6147054263,0,192144253,,service,15 mph,,False,24.021,"LINESTRING (-118.5499031 34.1791761, -118.5501176 34.1790529)",,alley,,,,
2027057819,2027057815,0,192144253,,service,15 mph,,False,56.001,"LINESTRING (-118.5499031 34.1791761, -118.5494341 34.1794972)",,alley,,,,
2027057823,2027057827,0,192144253,,service,15 mph,,False,9.583,"LINESTRING (-118.5492323 34.1795597, -118.5493334 34.1795389)",,alley,,,,
2027057823,6147054264,0,192144253,,service,15 mph,,False,5.529,"LINESTRING (-118.5492323 34.1795597, -118.5491722 34.1795601)",,alley,,,,
2027057825,2027057817,0,192144253,,service,15 mph,,False,17.242,"LINESTRING (-118.5509081 34.1787861, -118.5510932 34.1787617)",,alley,,,,
2027057825,2027057828,0,192144253,,service,15 mph,,False,28.066,"LINESTRING (-118.5509081 34.1787861, -118.5506131 34.1788505)",,alley,,,,
2027057826,5993812704,0,192144253,,service,15 mph,,False,6.901,"LINESTRING (-118.5514776 34.178755, -118.5514026 34.1787562)",,alley,,,,
2027057827,2027057815,0,192144253,,service,15 mph,,False,10.359,"LINESTRING (-118.5493334 34.1795389, -118.5494341 34.1794972)",,alley,,,,
2027057827,2027057823,0,192144253,,service,15 mph,,False,9.583,"LINESTRING (-118.5493334 34.1795389, -118.5492323 34.1795597)",,alley,,,,
2027057828,2027057825,0,192144253,,service,15 mph,,False,28.066,"LINESTRING (-118.5506131 34.1788505, -118.5509081 34.1787861)",,alley,,,,
2027057828,2027057818,0,192144253,,service,15 mph,,False,26.216,"LINESTRING (-118.5506131 34.1788505, -118.5503502 34.1789415)",,alley,,,,
2027057829,6147054264,0,192144253,,service,15 mph,,False,8.013,"LINESTRING (-118.5490851 34.1795607, -118.5491722 34.1795601)",,alley,,,,
2053230002,1707757834,0,158612237,,service,5 mph,,False,63.952,"LINESTRING (-118.5274506 34.2388131, -118.5281463 34.2388124)",,driveway,,,,
2053230002,4593858391,0,158612237,,service,5 mph,,False,5.305,"LINESTRING (-118.5274506 34.2388131, -118.5273929 34.2388123)",,driveway,,,,
2053235648,122684436,0,464251572,North University Drive,unclassified,15 mph,permissive,False,3.355,"LINESTRING (-118.5274676 34.242739, -118.5275041 34.2427392)",2,,,,,
2053235648,6024079799,0,464251572,North University Drive,unclassified,15 mph,permissive,False,5.324,"LINESTRING (-118.5274676 34.242739, -118.5274112 34.2427281)",2,,,,,
2053557474,7601308913,0,44630147,Charles East Young Drive East,residential,20 mph,,False,6.829,"LINESTRING (-118.4390229 34.0760101, -118.4390334 34.0760709)",,,,,,
2053557474,7601308916,0,44630147,Charles East Young Drive East,residential,20 mph,,False,3.277,"LINESTRING (-118.4390229 34.0760101, -118.4390204 34.0759807)",,,,,,
2053557483,7590629949,0,44630147,Charles East Young Drive East,residential,20 mph,,False,8.601,"LINESTRING (-118.4390388 34.0763919, -118.4390422 34.0764692)",,,,,,
2053557483,7825820874,0,44630147,Charles East Young Drive East,residential,20 mph,,False,17.07,"LINESTRING (-118.4390388 34.0763919, -118.4390367 34.0762384)",,,,,,
2053557499,7567809435,0,810662219,Charles E Young Drive South,residential,20 mph,,False,11.201,"LINESTRING (-118.4407207 34.0671884, -118.4406468 34.0672684)",2,,,,,
2053557499,344022704,0,810662219,Charles E Young Drive South,residential,20 mph,,False,14.748,"LINESTRING (-118.4407207 34.0671884, -118.4408452 34.067105)",2,,,,,
2053557500,123313018,0,44630147,Charles East Young Drive East,residential,20 mph,,False,28.636,"LINESTRING (-118.4386292 34.074149, -118.4387048 34.0743988)",,,,,,
2053557500,7572186493,0,44630147,Charles East Young Drive East,residential,20 mph,,False,14.831,"LINESTRING (-118.4386292 34.074149, -118.4385708 34.0740247)",,,,,,
2053557501,2053557515,0,44630147,Charles East Young Drive East,residential,20 mph,,False,48.124,"LINESTRING (-118.4387351 34.0745262, -118.4387826 34.0749572)",,,,,,
2053557501,123313018,0,44630147,Charles East Young Drive East,residential,20 mph,,False,14.439,"LINESTRING (-118.4387351 34.0745262, -118.4387048 34.0743988)",,,,,,
2053557503,7572186500,0,44630147,Charles East Young Drive East,residential,20 mph,,False,5.035,"LINESTRING (-118.4393655 34.0773757, -118.4393726 34.0774206)",,,,,,
2053557503,7572186501,0,44630147,Charles East Young Drive East,residential,20 mph,,False,5.898,"LINESTRING (-118.4393655 34.0773757, -118.4393467 34.077325)",,,,,,
2053557504,7567809434,0,810662219,Charles E Young Drive South,residential,20 mph,,False,12.62,"LINESTRING (-118.4411333 34.0670311, -118.4409988 34.0670527)",2,,,,,
2053557504,344022703,0,810662219,Charles E Young Drive South,residential,20 mph,,False,13.242,"LINESTRING (-118.4411333 34.0670311, -118.4412764 34.0670197)",2,,,,,
2053557508,1991553939,0,44630147,Charles East Young Drive East,residential,20 mph,,False,5.64,"LINESTRING (-118.4393023 34.0775027, -118.4392473 34.077525)",,,,,,
2053557508,566556450,0,44630147,Charles East Young Drive East,residential,20 mph,,False,6.441,"LINESTRING (-118.4393023 34.0775027, -118.4393502 34.0774605)",,,,,,
2053557515,2053557528,0,44630147,Charles East Young Drive East,residential,20 mph,,False,19.029,"LINESTRING (-118.4387826 34.0749572, -118.4388102 34.0751268)",,,,,,
2053557515,2053557501,0,44630147,Charles East Young Drive East,residential,20 mph,,False,48.124,"LINESTRING (-118.4387826 34.0749572, -118.4387351 34.0745262)",,,,,,
2053557522,566568528,0,810662219,Charles E Young Drive South,residential,20 mph,,False,19.561,"LINESTRING (-118.4405516 34.0674449, -118.4405076 34.067617)",2,,,,,
2053557522,344022705,0,810662219,Charles E Young Drive South,residential,20 mph,,False,11.154,"LINESTRING (-118.4405516 34.0674449, -118.4405945 34.0673511)",2,,,,,
2053557528,7601308902,0,44630147,Charles East Young Drive East,residential,20 mph,,False,21.453,"LINESTRING (-118.4388102 34.0751268, -118.4388689 34.0753135)",,,,,,
2053557528,2053557515,0,44630147,Charles East Young Drive East,residential,20 mph,,False,19.029,"LINESTRING (-118.4388102 34.0751268, -118.4387826 34.0749572)",,,,,,
2060910576,6652269603,0,709148853,Vincennes Street,residential,15 mph,permissive,False,6.049,"LINESTRING (-118.5272638 34.2409425, -118.5273296 34.2409426)",,,,,,
2060910576,6652269606,0,709148853,Vincennes Street,residential,15 mph,permissive,False,4.468,"LINESTRING (-118.5272638 34.2409425, -118.5272152 34.2409428)",,,,,,
2060911059,4707680403,0,158621187,,service,5 mph,,True,5.801,"LINESTRING (-118.5272706 34.2373433, -118.5272075 34.237343)",,parking_aisle,,,,
2081690853,354126439,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,12.656,"LINESTRING (-118.2804006 34.233869, -118.280538 34.2338619)",,,,,,
2081690853,2081690944,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,21.658,"LINESTRING (-118.2804006 34.233869, -118.28017 34.2338291)",,,,,,
2081690854,2081690946,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,18.489,"LINESTRING (-118.2700312 34.2288927, -118.2701761 34.2287774)",,,,,,
2081690854,2081690945,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,10.59,"LINESTRING (-118.2700312 34.2288927, -118.2699293 34.2289371)",,,,,,
2081690856,2081690870,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,41.526,"LINESTRING (-118.270278 34.228875, -118.2706374 34.2291012)",,,,,,
2081690856,2081690946,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,14.337,"LINESTRING (-118.270278 34.228875, -118.2701761 34.2287774)",,,,,,
2081690858,2081690861,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,17.653,"LINESTRING (-118.2714367 34.229221, -118.2715493 34.2293496)",,,,,,
2081690858,2081690873,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,23.088,"LINESTRING (-118.2714367 34.229221, -118.2712007 34.22915)",,,,,,
2081690860,2081690928,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,26.549,"LINESTRING (-118.2779437 34.2332082, -118.2781798 34.2333457)",,,,,,
2081690860,2081690942,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,41.224,"LINESTRING (-118.2779437 34.2332082, -118.2774985 34.2331638)",,,,,,
2081690861,2081690863,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,24.566,"LINESTRING (-118.2715493 34.2293496, -118.2715011 34.2295669)",,,,,,
2081690861,2081690858,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,17.653,"LINESTRING (-118.2715493 34.2293496, -118.2714367 34.229221)",,,,,,
2081690863,2081690864,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,19.051,"LINESTRING (-118.2715011 34.2295669, -118.2715386 34.2297354)",,,,,,
2081690863,2081690861,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,24.566,"LINESTRING (-118.2715011 34.2295669, -118.2715493 34.2293496)",,,,,,
2081690864,2081690867,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,17.128,"LINESTRING (-118.2715386 34.2297354, -118.271662 34.2298508)",,,,,,
2081690864,2081690863,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,19.051,"LINESTRING (-118.2715386 34.2297354, -118.2715011 34.2295669)",,,,,,
2081690866,2081690892,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,14.603,"LINESTRING (-118.2717747 34.2299794, -118.2717425 34.230108)",,,,,,
2081690866,2081690867,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,17.659,"LINESTRING (-118.2717747 34.2299794, -118.271662 34.2298508)",,,,,,
2081690867,2081690866,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,17.659,"LINESTRING (-118.271662 34.2298508, -118.2717747 34.2299794)",,,,,,
2081690867,2081690864,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,17.128,"LINESTRING (-118.271662 34.2298508, -118.2715386 34.2297354)",,,,,,
2081690870,2081690871,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.078,"LINESTRING (-118.2706374 34.2291012, -118.2708573 34.229181)",,,,,,
2081690870,2081690856,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,41.526,"LINESTRING (-118.2706374 34.2291012, -118.270278 34.228875)",,,,,,
2081690871,2081690873,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,31.758,"LINESTRING (-118.2708573 34.229181, -118.2712007 34.22915)",,,,,,
2081690871,2081690870,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.078,"LINESTRING (-118.2708573 34.229181, -118.2706374 34.2291012)",,,,,,
2081690873,2081690858,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,23.088,"LINESTRING (-118.2712007 34.22915, -118.2714367 34.229221)",,,,,,
2081690873,2081690871,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,31.758,"LINESTRING (-118.2712007 34.22915, -118.2708573 34.229181)",,,,,,
2081690874,2081690875,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,14.207,"LINESTRING (-118.2669842 34.2276597, -118.2671291 34.2277041)",,,,,,
2081690875,2081690943,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,60.562,"LINESTRING (-118.2671291 34.2277041, -118.2676977 34.2279791)",,,,,,
2081690875,2081690874,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,14.207,"LINESTRING (-118.2671291 34.2277041, -118.2669842 34.2276597)",,,,,,
2081690876,2081690879,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,25.629,"LINESTRING (-118.2790434 34.2336827, -118.2792848 34.233798)",,,,,,
2081690876,2081690881,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,51.681,"LINESTRING (-118.2790434 34.2336827, -118.2785553 34.2334521)",,,,,,
2081690877,2081690926,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,25.667,"LINESTRING (-118.2795852 34.2337492, -118.2798642 34.2337404)",,,,,,
2081690877,2081690879,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,28.144,"LINESTRING (-118.2795852 34.2337492, -118.2792848 34.233798)",,,,,,
2081690879,2081690877,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,28.144,"LINESTRING (-118.2792848 34.233798, -118.2795852 34.2337492)",,,,,,
2081690879,2081690876,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,25.629,"LINESTRING (-118.2792848 34.233798, -118.2790434 34.2336827)",,,,,,
2081690880,2081690906,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,36.278,"LINESTRING (-118.2680357 34.228019, -118.2683736 34.2281875)",,,,,,
2081690880,2081690943,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,31.39,"LINESTRING (-118.2680357 34.228019, -118.2676977 34.2279791)",,,,,,
2081690881,2081690876,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,51.681,"LINESTRING (-118.2785553 34.2334521, -118.2790434 34.2336827)",,,,,,
2081690881,2081690928,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,36.491,"LINESTRING (-118.2785553 34.2334521, -118.2781798 34.2333457)",,,,,,
2081690882,2081690886,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,38.998,"LINESTRING (-118.273899 34.2298907, -118.2738024 34.2302322)",,,,,,
2081690882,2081690940,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,15.289,"LINESTRING (-118.273899 34.2298907, -118.273899 34.2297532)",,,,,,
2081690883,2081690888,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,18.78,"LINESTRING (-118.2717693 34.2306181, -118.2718886 34.230481)",,,,,,
2081690883,2081690890,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,13.466,"LINESTRING (-118.2717693 34.2306181, -118.2716244 34.2306358)",,,,,,
2081690883,2081692243,0,197977876,,track,5 mph,,False,8.763,"LINESTRING (-118.2717693 34.2306181, -118.2716888 34.2305759)",,,,,,
2081690884,2081690887,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,18.98,"LINESTRING (-118.2714581 34.2303652, -118.2714903 34.2305338)",,,,,,
2081690884,2081690885,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,16.684,"LINESTRING (-118.2714581 34.2303652, -118.2715601 34.2302411)",,,,,,
2081690885,2081690884,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,16.684,"LINESTRING (-118.2715601 34.2302411, -118.2714581 34.2303652)",,,,,,
2081690885,2081690892,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.366,"LINESTRING (-118.2715601 34.2302411, -118.2717425 34.230108)",,,,,,
2081690886,2081690889,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,24.525,"LINESTRING (-118.2738024 34.2302322, -118.2737327 34.2304451)",,,,,,
2081690886,2081690882,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,38.998,"LINESTRING (-118.2738024 34.2302322, -118.273899 34.2298907)",,,,,,
2081690887,2081690890,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,16.752,"LINESTRING (-118.2714903 34.2305338, -118.2716244 34.2306358)",,,,,,
2081690887,2081690884,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,18.98,"LINESTRING (-118.2714903 34.2305338, -118.2714581 34.2303652)",,,,,,
2081690888,2081690891,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,12.281,"LINESTRING (-118.2718886 34.230481, -118.2720107 34.2304362)",,,,,,
2081690888,2081690883,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,18.78,"LINESTRING (-118.2718886 34.230481, -118.2717693 34.2306181)",,,,,,
2081690889,2081690895,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,25.197,"LINESTRING (-118.2737327 34.2304451, -118.2738721 34.2306402)",,,,,,
2081690889,2081690886,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,24.525,"LINESTRING (-118.2737327 34.2304451, -118.2738024 34.2302322)",,,,,,
2081690890,2081690883,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,13.466,"LINESTRING (-118.2716244 34.2306358, -118.2717693 34.2306181)",,,,,,
2081690890,2081690887,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,16.752,"LINESTRING (-118.2716244 34.2306358, -118.2714903 34.2305338)",,,,,,
2081690891,2081690894,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.345,"LINESTRING (-118.2720107 34.2304362, -118.272236 34.2303608)",,,,,,
2081690891,2081690888,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,12.281,"LINESTRING (-118.2720107 34.2304362, -118.2718886 34.230481)",,,,,,
2081690892,2081690885,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.366,"LINESTRING (-118.2717425 34.230108, -118.2715601 34.2302411)",,,,,,
2081690892,2081690866,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,14.603,"LINESTRING (-118.2717425 34.230108, -118.2717747 34.2299794)",,,,,,
2081690894,2081690899,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,27.762,"LINESTRING (-118.272236 34.2303608, -118.2724023 34.2301524)",,,,,,
2081690894,2081690891,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.345,"LINESTRING (-118.272236 34.2303608, -118.2720107 34.2304362)",,,,,,
2081690895,2081690898,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,29.889,"LINESTRING (-118.2738721 34.2306402, -118.2741296 34.2308043)",,,,,,
2081690895,2081690889,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,25.197,"LINESTRING (-118.2738721 34.2306402, -118.2737327 34.2304451)",,,,,,
2081690897,2081690900,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,17.265,"LINESTRING (-118.2746392 34.2311591, -118.2747519 34.2312833)",,,,,,
2081690897,2081690903,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,28.001,"LINESTRING (-118.2746392 34.2311591, -118.2745051 34.230933)",,,,,,
2081690898,2081690901,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,20.744,"LINESTRING (-118.2741296 34.2308043, -118.2743335 34.2308842)",,,,,,
2081690898,2081690895,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,29.889,"LINESTRING (-118.2741296 34.2308043, -118.2738721 34.2306402)",,,,,,
2081690899,2081690927,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,23.62,"LINESTRING (-118.2724023 34.2301524, -118.2726276 34.2300503)",,,,,,
2081690899,2081690894,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,27.762,"LINESTRING (-118.2724023 34.2301524, -118.272236 34.2303608)",,,,,,
2081690900,2081690904,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,10.589,"LINESTRING (-118.2747519 34.2312833, -118.2748538 34.2313277)",,,,,,
2081690900,2081690897,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,17.265,"LINESTRING (-118.2747519 34.2312833, -118.2746392 34.2311591)",,,,,,
2081690901,2081690903,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,16.683,"LINESTRING (-118.2743335 34.2308842, -118.2745051 34.230933)",,,,,,
2081690901,2081690898,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,20.744,"LINESTRING (-118.2743335 34.2308842, -118.2741296 34.2308043)",,,,,,
2081690903,2081690897,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,28.001,"LINESTRING (-118.2745051 34.230933, -118.2746392 34.2311591)",,,,,,
2081690903,2081690901,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,16.683,"LINESTRING (-118.2745051 34.230933, -118.2743335 34.2308842)",,,,,,
2081690904,2081690905,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,13.328,"LINESTRING (-118.2748538 34.2313277, -118.2749665 34.2312523)",,,,,,
2081690904,2081690900,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,10.589,"LINESTRING (-118.2748538 34.2313277, -118.2747519 34.2312833)",,,,,,
2081690905,2081690908,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,12.484,"LINESTRING (-118.2749665 34.2312523, -118.2751006 34.23127)",,,,,,
2081690905,2081690904,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,13.328,"LINESTRING (-118.2749665 34.2312523, -118.2748538 34.2313277)",,,,,,
2081690906,2081690915,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,47.784,"LINESTRING (-118.2683736 34.2281875, -118.2687384 34.2284936)",,,,,,
2081690906,2081690880,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,36.278,"LINESTRING (-118.2683736 34.2281875, -118.2680357 34.228019)",,,,,,
2081690908,2081690909,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,10.861,"LINESTRING (-118.2751006 34.23127, -118.2751757 34.2313454)",,,,,,
2081690908,2081690905,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,12.484,"LINESTRING (-118.2751006 34.23127, -118.2749665 34.2312523)",,,,,,
2081690909,2081690910,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.333,"LINESTRING (-118.2751757 34.2313454, -118.275342 34.2314918)",,,,,,
2081690909,2081690908,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,10.861,"LINESTRING (-118.2751757 34.2313454, -118.2751006 34.23127)",,,,,,
2081690910,2081690912,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,29.029,"LINESTRING (-118.275342 34.2314918, -118.275637 34.2315849)",,,,,,
2081690910,2081690909,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.333,"LINESTRING (-118.275342 34.2314918, -118.2751757 34.2313454)",,,,,,
2081690912,2081690913,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,42.493,"LINESTRING (-118.275637 34.2315849, -118.2758087 34.2319397)",,,,,,
2081690912,2081690910,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,29.029,"LINESTRING (-118.275637 34.2315849, -118.275342 34.2314918)",,,,,,
2081690913,2081690917,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,37.219,"LINESTRING (-118.2758087 34.2319397, -118.2758851 34.2322684)",,,,,,
2081690913,2081690912,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,42.493,"LINESTRING (-118.2758087 34.2319397, -118.275637 34.2315849)",,,,,,
2081690915,2081690921,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,11.386,"LINESTRING (-118.2687384 34.2284936, -118.2688564 34.2284625)",,,,,,
2081690915,2081690906,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,47.784,"LINESTRING (-118.2687384 34.2284936, -118.2683736 34.2281875)",,,,,,
2081690916,2081690919,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,43.251,"LINESTRING (-118.2766201 34.2328715, -118.2770331 34.2330578)",,,,,,
2081690916,2081690920,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,65.451,"LINESTRING (-118.2766201 34.2328715, -118.2760876 34.2324808)",,,,,,
2081690917,2081690920,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,30.073,"LINESTRING (-118.2758851 34.2322684, -118.2760876 34.2324808)",,,,,,
2081690917,2081690913,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,37.219,"LINESTRING (-118.2758851 34.2322684, -118.2758087 34.2319397)",,,,,,
2081690919,2081690929,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,20.383,"LINESTRING (-118.2770331 34.2330578, -118.2772303 34.2331416)",,,,,,
2081690919,2081690916,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,43.251,"LINESTRING (-118.2770331 34.2330578, -118.2766201 34.2328715)",,,,,,
2081690920,2081690916,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,65.451,"LINESTRING (-118.2760876 34.2324808, -118.2766201 34.2328715)",,,,,,
2081690920,2081690917,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,30.073,"LINESTRING (-118.2760876 34.2324808, -118.2758851 34.2322684)",,,,,,
2081690921,2081690922,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,23.92,"LINESTRING (-118.2688564 34.2284625, -118.2691085 34.2284093)",,,,,,
2081690921,2081690915,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,11.386,"LINESTRING (-118.2688564 34.2284625, -118.2687384 34.2284936)",,,,,,
2081690922,2081690930,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,32.735,"LINESTRING (-118.2691085 34.2284093, -118.2694143 34.2285601)",,,,,,
2081690922,2081690921,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,23.92,"LINESTRING (-118.2691085 34.2284093, -118.2688564 34.2284625)",,,,,,
2081690923,2081690938,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,15.191,"LINESTRING (-118.2732177 34.2296955, -118.2733142 34.2295846)",,,,,,
2081690923,2081690931,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.883,"LINESTRING (-118.2732177 34.2296955, -118.2730675 34.2298596)",,,,,,
2081690925,2081690935,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,33.934,"LINESTRING (-118.2696235 34.2286577, -118.2698381 34.228906)",,,,,,
2081690925,2081690930,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,22.084,"LINESTRING (-118.2696235 34.2286577, -118.2694143 34.2285601)",,,,,,
2081690926,2081690944,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,29.792,"LINESTRING (-118.2798642 34.2337404, -118.28017 34.2338291)",,,,,,
2081690926,2081690877,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,25.667,"LINESTRING (-118.2798642 34.2337404, -118.2795852 34.2337492)",,,,,,
2081690927,2081690941,0,197977704,Cedar Bend Edison Road,track,5 mph,,False,25.856,"LINESTRING (-118.2726276 34.2300503, -118.2728583 34.2299173)",,,,,,
