u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,bridge,ref,access,width,junction,tunnel,service,area
7302078,295827425,0,3995023,3,Lagunebroen,unclassified,,False,102.68199999999999,"LINESTRING (12.640385 55.6508433, 12.6406479 55.6508586, 12.642014 55.6509323)",,,,,,,,
7302078,2983242426,0,"[497250032, 237365304, 497250030]","['3', '2']",Amager Strandvej,tertiary,50,False,566.944,"LINESTRING (12.640385 55.6508433, 12.6404294 55.6507337, 12.6405659 55.6504682, 12.6407567 55.6500564, 12.6409232 55.6496972, 12.6415229 55.6488669, 12.6429399 55.646802, 12.6432628 55.6463532, 12.6434514 55.646054)",,,,,,,,
7302078,20944607,0,"[497250033, 497250034]","['3', '2']",Amager Strandvej,tertiary,50,False,740.517,"LINESTRING (12.640385 55.6508433, 12.6403229 55.6509579, 12.6400481 55.6515123, 12.6399329 55.6517605, 12.6395325 55.6525528, 12.6390736 55.6534179, 12.6379392 55.6556107, 12.6377923 55.6558626, 12.6371704 55.6564971, 12.6366378 55.6570711, 12.6365899 55.6571227)",,,,,,,,
7302089,698679,0,"[4497880, 497240801]","['3', '2']",Prøvestensbroen,tertiary,50,False,639.595,"LINESTRING (12.6248806 55.6701388, 12.625069 55.6701818, 12.6253795 55.6702528, 12.6258741 55.6703425, 12.6267442 55.6704272, 12.6302969 55.6707774, 12.6317031 55.6709067, 12.6320551 55.6709496, 12.6323929 55.6710198, 12.6327101 55.6711159, 12.6330005 55.6712359, 12.6332565 55.6713766, 12.6334756 55.6715359, 12.6336534 55.6717107, 12.6337866 55.6718978, 12.6338726 55.6720934)",,,,,,,,
7302089,5583563213,0,"[237232176, 497250038]",2,Prags Boulevard,tertiary,50,False,250.624,"LINESTRING (12.6248806 55.6701388, 12.6238487 55.6699124, 12.6230691 55.6697413, 12.6224605 55.6696077, 12.6214208 55.6693796, 12.6213176 55.6693569, 12.6211549 55.6693232)",,,,,,,,
7302089,790120746,0,"[497250036, 497250037]","['3', '2']",Amager Strandvej,tertiary,50,False,686.9279999999999,"LINESTRING (12.6248806 55.6701388, 12.6249805 55.6700241, 12.6250368 55.6699595, 12.6251514 55.6698278, 12.6252496 55.669715, 12.6258535 55.6690213, 12.626052 55.6687933, 12.6261599 55.6686693, 12.6270033 55.6677006, 12.6279838 55.6665743, 12.6287106 55.6657394, 12.6288063 55.6656277, 12.6295613 55.6647584, 12.6296621 55.6646464, 12.6297081 55.6645935)",,,,,,,,
7313647,8086180,0,"[162096436, 237352518]",,Borups Allé,tertiary,50,False,342.69,"LINESTRING (12.5427575 55.6889917, 12.5422773 55.6891703, 12.5419715 55.6893018, 12.5413193 55.6896321, 12.5399427 55.6904822, 12.5392715 55.6909183, 12.5388957 55.6911558)",,,,,,,,
7313647,781544,0,"[762850938, 162847711]",,Jagtvej,tertiary,50,False,155.628,"LINESTRING (12.5427575 55.6889917, 12.5426114 55.6888644, 12.5423679 55.6886434, 12.5420373 55.6883435, 12.5414449 55.6878037)",,,,,,,,
7313647,1476900180,0,672675011,,Jagtvej,tertiary,50,False,133.641,"LINESTRING (12.5427575 55.6889917, 12.5431597 55.6893208, 12.5432245 55.6893818, 12.5436411 55.6897736, 12.5438505 55.6899682, 12.5438916 55.6900088)",,,,,,,,
7397303,6527605,0,"[1522016, 42709574]",,Wittenberggade,tertiary,50,False,282.634,"LINESTRING (12.6090719 55.6623766, 12.6096111 55.6622767, 12.6106592 55.6620826, 12.6108 55.6620565, 12.6115349 55.661919, 12.6133557 55.6615881)",,,,,,,,
7427921,257936321,0,"[23803817, 146459062, 497002199]","['3', '2']",Rolighedsvej,tertiary,50,False,120.91000000000001,"LINESTRING (12.545907 55.6835719, 12.5454113 55.6837108, 12.545373 55.6837215, 12.5451022 55.6837962, 12.5446855 55.6839112, 12.5445309 55.6839539, 12.5441675 55.684041)",,,,,,,,
7427921,781056,0,237353946,2,Bülowsvej,residential,40,False,285.488,"LINESTRING (12.545907 55.6835719, 12.5456796 55.6832885, 12.5456017 55.6831914, 12.5453799 55.6829148, 12.5452991 55.6828141, 12.5451928 55.6826815, 12.545155 55.6826344, 12.5449297 55.6823536, 12.5447259 55.6820994, 12.5446381 55.68199, 12.5442848 55.6815495, 12.5442477 55.6815032, 12.5440306 55.6812325)",,,,,,,,
7427921,277055380,0,237353949,2,Bülowsvej,residential,50,False,202.59699999999998,"LINESTRING (12.545907 55.6835719, 12.5463441 55.6840447, 12.5468098 55.6845482, 12.5469532 55.6847145, 12.5470699 55.684836, 12.547149 55.6849778, 12.5472528 55.6852201)",,,,,,,,
7427921,726145,0,"[237352555, 497002198, 496991479]","['3', '2']",Rosenørns Alle,tertiary,50,False,285.462,"LINESTRING (12.545907 55.6835719, 12.546573 55.6833971, 12.5475063 55.6831522, 12.5475841 55.6831369, 12.5480552 55.683033, 12.5484078 55.6829554, 12.5489234 55.6828454, 12.5492224 55.6827734, 12.5494053 55.6827294, 12.5495294 55.6826995, 12.549688 55.6826613, 12.5500927 55.6825638)",,,,,,,,
7427925,726572,0,"[237356616, 237356617, 237356618, 78804876, 497004560, 497004562, 496993307]","['4', '5', '3', '2']",Godthåbsvej,tertiary,50,False,752.0959999999998,"LINESTRING (12.5274975 55.687864, 12.5281209 55.6877205, 12.5283444 55.6876691, 12.5287663 55.6875733, 12.5289285 55.6875364, 12.5293309 55.687445, 12.5298501 55.6873271, 12.5305138 55.6871764, 12.5309876 55.6870688, 12.531622 55.6869247, 12.5321091 55.6868141, 12.5325539 55.6867098, 12.532755 55.6866626, 12.5329062 55.6866271, 12.5330896 55.6865796, 12.5335409 55.6864781, 12.5341368 55.686344, 12.5342323 55.6863211, 12.5342337 55.6863208, 12.5345807 55.68624, 12.5352267 55.6860943, 12.5355452 55.6860224, 12.5357059 55.6859862, 12.5357949 55.6859661, 12.5361556 55.6858826, 12.5362175 55.6858682, 12.5362611 55.6858586, 12.5368542 55.6857208, 12.5369089 55.6857081, 12.536962 55.6856958, 12.5378392 55.6854773, 12.5380467 55.6854256, 12.5385919 55.6852898)",,,,,,,,
7427925,793269,0,"[237356624, 78804892]",2,Nordre Fasanvej,tertiary,50,False,725.1020000000001,"LINESTRING (12.5274975 55.687864, 12.5277682 55.688088, 12.5278916 55.6882189, 12.527942 55.6882724, 12.5279881 55.6883213, 12.528108 55.6884485, 12.5282119 55.6885587, 12.5282324 55.6885805, 12.5283816 55.6887388, 12.5284416 55.6888024, 12.5285592 55.6889273, 12.5290487 55.6894466, 12.5294535 55.6898761, 12.5299653 55.6904191, 12.529993 55.6904485, 12.5302914 55.6907651, 12.5305306 55.6910189, 12.5305838 55.6910755, 12.5307915 55.6912969, 12.5310876 55.6916097, 12.5311766 55.6917037, 12.531278 55.6918113, 12.5314611 55.6920056, 12.5316518 55.6922078, 12.5318039 55.692369, 12.5318456 55.6924132, 12.5322404 55.6928469, 12.5322629 55.6928716, 12.5323248 55.6929396, 12.5323773 55.6929973, 12.5325277 55.6931625, 12.532932 55.6936186)",,,,,,,,
7427925,4108500612,0,"[496986625, 144649795]","['4', '2']",Godthåbsvej,tertiary,50,False,204.39499999999998,"LINESTRING (12.5274975 55.687864, 12.5270287 55.6879799, 12.5268838 55.688013, 12.5261321 55.6881848, 12.5252394 55.6883888, 12.5250928 55.6884223, 12.5246078 55.6885331, 12.5245305 55.6885508, 12.5244811 55.6885621)",,,,,,,,
7427925,793260,0,"[78804864, 496997777, 497004564]","['4', '2']",Nordre Fasanvej,tertiary,50,False,436.686,"LINESTRING (12.5274975 55.687864, 12.5272831 55.6875929, 12.5271969 55.6874816, 12.5271492 55.6874236, 12.5270687 55.6873218, 12.5266753 55.6868243, 12.5262758 55.6863191, 12.5260548 55.6860397, 12.5255229 55.6853671, 12.5254317 55.6852518, 12.5251203 55.6848581, 12.5250493 55.6847683, 12.5249232 55.6846089, 12.5246861 55.684309, 12.5246609 55.6842771)",,,,,,,,
7427928,286651254,0,144649793,2,Godthåbsvej,tertiary,50,False,15.644,"LINESTRING (12.5241006 55.6886543, 12.5243287 55.6885972)",,,,,,,,
7427928,20917600,0,"[144649799, 30483084, 157531792, 496949041, 653414933]",2,Godthåbsvej,tertiary,50,False,610.6330000000002,"LINESTRING (12.5241006 55.6886543, 12.5239602 55.6886885, 12.523675 55.6887523, 12.5236432 55.6887596, 12.5233594 55.6888249, 12.5230995 55.6888847, 12.5218034 55.6891701, 12.5211379 55.6893212, 12.5209494 55.6893618, 12.5208543 55.6893829, 12.5205451 55.6894514, 12.5204247 55.6894782, 12.5202991 55.6895066, 12.5200599 55.6895625, 12.5199696 55.6895831, 12.5193975 55.6897136, 12.5184695 55.6899275, 12.5173165 55.6901827, 12.5169164 55.6902865, 12.5167459 55.6903449, 12.5165664 55.6904241, 12.5164019 55.6905339, 12.5162962 55.690611, 12.5161914 55.6906874, 12.5161552 55.6907129, 12.5159263 55.6908748, 12.5157829 55.6909763, 12.5157158 55.6910241, 12.5155891 55.6911154)",yes,,,,,,,
7427928,283205047,0,26235301,,Tesdorpfsvej,tertiary,50,True,644.419,"LINESTRING (12.5241006 55.6886543, 12.5239136 55.6885445, 12.5237271 55.6884804, 12.5235112 55.6884143, 12.5225426 55.6881176, 12.5221069 55.6880045, 12.5214388 55.6878312, 12.5209692 55.6877116, 12.519669 55.6874585, 12.5184427 55.6872423, 12.5173837 55.6870446, 12.5156802 55.6867248, 12.5146081 55.6865023)",,,,,,,,
7487077,298518060,0,"[47739048, 746422997]",2,Frederiksborggade,tertiary,50,False,172.82299999999998,"LINESTRING (12.5683003 55.6849554, 12.5681068 55.6850309, 12.5675984 55.6852293, 12.567291 55.6853492, 12.5660821 55.685821, 12.5660334 55.68584)",,,,,,,,
7487077,1968350975,0,48598652,,Nørre Farimagsgade,tertiary,50,False,101.989,"LINESTRING (12.5683003 55.6849554, 12.568472 55.6850967, 12.5692244 55.6857103)",,,,,,,,
7487077,607315066,0,"[209683074, 237100949]",2,Frederiksborggade,tertiary,50,False,149.043,"LINESTRING (12.5683003 55.6849554, 12.5684834 55.6848828, 12.5694468 55.6845008, 12.5697077 55.6843994, 12.5700374 55.6842712, 12.5702479 55.6841866)",,,,,,,,
7487077,7235698,0,"[209692820, 48598653]",,Nørre Farimagsgade,tertiary,50,False,244.64700000000005,"LINESTRING (12.5683003 55.6849554, 12.5681442 55.6848364, 12.5674708 55.6843169, 12.5673292 55.684215, 12.5672548 55.6841475, 12.5662063 55.6831034)",,,,,,,,
7487078,3627218947,0,493061272,2,Nørre Voldgade,tertiary,40,False,11.766,"LINESTRING (12.5718937 55.6835943, 12.5717496 55.6835265)",,,,,,,,
7487078,3627218951,0,"[752037426, 76815388, 748561381, 747921366]",2,Nørre Voldgade,tertiary,40,False,151.38400000000001,"LINESTRING (12.5718937 55.6835943, 12.5719569 55.6836217, 12.5720234 55.6836603, 12.5720673 55.6836853, 12.5721205 55.6837174, 12.5725012 55.683947, 12.5725907 55.684001, 12.5726764 55.6840528, 12.573234 55.6843895, 12.573372 55.6844681, 12.5734087 55.684492, 12.5735498 55.6845841)",,,,,,,,
7487078,607315066,0,"[77628809, 624807901]",1,Frederiksborggade,tertiary,50,True,122.958,"LINESTRING (12.5718937 55.6835943, 12.5715765 55.6837235, 12.5707224 55.6840661, 12.5706673 55.6840882, 12.5702479 55.6841866)",,,,,,,,
7646313,10938911,0,147167536,,Borups Allé,tertiary,50,False,53.558,"LINESTRING (12.5362526 55.6926256, 12.5354988 55.6928525)",,,,,,,,
7646313,8086180,0,31119148,,Borups Allé,tertiary,50,False,233.043,"LINESTRING (12.5362526 55.6926256, 12.5366737 55.6924449, 12.5370555 55.6922373, 12.5388957 55.6911558)",,,,,,,,
7729281,662908,0,42211594,2,Jernbane Allé,tertiary,50,False,550.7450000000001,"LINESTRING (12.4867696 55.6924473, 12.486839 55.6923389, 12.4869801 55.6921077, 12.4871613 55.6918108, 12.4872346 55.6916916, 12.4878961 55.6907192, 12.488037 55.6905122, 12.4882114 55.6902535, 12.488232 55.690223, 12.4888506 55.689305, 12.488883 55.689257, 12.4891773 55.688821, 12.489252 55.6887101, 12.4896414 55.6881251, 12.489778 55.6879026, 12.4898487 55.6878089)",,,,,,,,
7729281,279376543,0,"[134283778, 149232748]","['4', '5']",Jyllingevej,tertiary,50,False,409.575,"LINESTRING (12.4867696 55.6924473, 12.4869748 55.6924919, 12.487714 55.6926515, 12.487914 55.6926906, 12.4883119 55.6927663, 12.4885619 55.6928138, 12.4893218 55.6929583, 12.4895168 55.6929935, 12.4901784 55.6931046, 12.4906564 55.6931849, 12.4909973 55.6932421, 12.4915247 55.6933338, 12.491984 55.6934175, 12.4924328 55.6934992, 12.4929699 55.6936074)",,,,,,,,
7729281,278389463,0,"[237106585, 156927858]","['4', '5']",Jyllingevej,tertiary,50,False,344.439,"LINESTRING (12.4867696 55.6924473, 12.4866124 55.6924154, 12.485906 55.6922728, 12.4858383 55.6922581, 12.4855941 55.6922036, 12.4855335 55.6921923, 12.4850142 55.6920793, 12.4844665 55.6919525, 12.4842168 55.6918949, 12.4832781 55.6916827, 12.4831782 55.6916609, 12.4824552 55.6914962, 12.4821421 55.6914249, 12.4818733 55.6913604, 12.4816594 55.691309)",,,,,,,,
7732032,278380881,0,"[775929125, 29466797]",3,Ålekistevej,tertiary,50,True,15.916,"LINESTRING (12.4791399 55.6978398, 12.4790913 55.6977826, 12.4790302 55.6977107)",,,,,,,,
7732032,7732034,0,650069537,2,Slotsherrensvej,tertiary,50,True,142.765,"LINESTRING (12.4791399 55.6978398, 12.4779215 55.6978356, 12.477417 55.6978373, 12.476866 55.6978762)",,,,,,,,
7732034,390177201,0,"[34049235, 687246699]",2,Slotsherrensvej,tertiary,"['50', '60']",False,854.4929999999999,"LINESTRING (12.476866 55.6978762, 12.4761696 55.6980382, 12.4745694 55.6984168, 12.4735454 55.6986534, 12.4732311 55.6987353, 12.4727664 55.6988391, 12.4726149 55.6988751, 12.4716441 55.6991054, 12.4715557 55.6991264, 12.4714615 55.6991484, 12.4707507 55.6993283, 12.4703201 55.6994189, 12.4700072 55.6994919, 12.4697866 55.6995412, 12.4695133 55.6996023, 12.4694716 55.6996116, 12.4682545 55.6998968, 12.4679707 55.699964, 12.4668458 55.7002507, 12.4660805 55.7004448, 12.4653599 55.7006275, 12.4651164 55.7006978, 12.4648749 55.7007518, 12.4646657 55.7007986, 12.4643101 55.700869)",,,,,,,,
7732034,278380881,0,29466792,3,Slotsherrensvej,tertiary,50,True,139.131,"LINESTRING (12.476866 55.6978762, 12.4771758 55.6977896, 12.4775246 55.6977245, 12.4779528 55.6977054, 12.4790302 55.6977107)",,,,,,,,
7737277,4945395247,0,"[734215843, 161861732, 654420616, 37451407, 746795158, 744356312, 237099578, 762841022]",,Amagerbrogade,tertiary,"['50', '60']",False,2047.2090000000003,"LINESTRING (12.6171772 55.6404938, 12.6170905 55.6406697, 12.6170656 55.6407153, 12.6168753 55.641102, 12.6168651 55.6411226, 12.6167335 55.6413867, 12.6167049 55.6414441, 12.6163523 55.6421576, 12.6163036 55.6422562, 12.616109 55.6426499, 12.6159479 55.6429807, 12.6158388 55.6432047, 12.6157784 55.6433286, 12.6155447 55.6437987, 12.6153076 55.6442614, 12.6152688 55.644337, 12.6151874 55.6444959, 12.6146475 55.6456425, 12.6146032 55.6457412, 12.6145353 55.6458922, 12.6143844 55.6462282, 12.6143002 55.6464141, 12.6142402 55.6465468, 12.6141504 55.6467452, 12.613856 55.6473996, 12.6135485 55.6480855, 12.6133769 55.6484633, 12.6133496 55.6485233, 12.6129291 55.6494241, 12.6128436 55.6496163, 12.6125814 55.6501959, 12.6125149 55.6503435, 12.6123465 55.6507348, 12.6122853 55.650877, 12.6122253 55.651032, 12.612191 55.6511088, 12.6120426 55.6514411, 12.6120183 55.6514955, 12.6119074 55.6517436, 12.6117797 55.6520296, 12.6115548 55.6525331, 12.6115304 55.6525878, 12.6112408 55.6531887, 12.6109935 55.6537069, 12.6107321 55.6542238, 12.6104521 55.6546817, 12.6103691 55.6548185, 12.6103191 55.6549009, 12.610225 55.6550435, 12.6101867 55.6551015, 12.6101434 55.6551609, 12.6099449 55.6554467, 12.6098064 55.6556544, 12.609535 55.6560666, 12.6094303 55.6562399, 12.6090745 55.6567993, 12.6086126 55.6574408, 12.6084786 55.6575682, 12.6081089 55.6578698, 12.6079716 55.6579818, 12.6078543 55.6580849)",,,,,,,,
7807322,20925445,0,27432852,,Nørrebrogade,tertiary,40,False,17.319,"LINESTRING (12.5572591 55.6891749, 12.5574911 55.6890903)",,,,,,,,
7807322,8468150,0,"[342891531, 1968514, 342891530]",,Stengade,residential,"['50', '30']",False,344.74100000000004,"LINESTRING (12.5572591 55.6891749, 12.5570141 55.6889693, 12.5563967 55.6883992, 12.5562567 55.6882706, 12.5560596 55.6880864, 12.5555964 55.6876536, 12.5554929 55.6875575, 12.5553742 55.6874474, 12.5552849 55.6873645, 12.555194 55.6872807, 12.5550847 55.6871801, 12.5550251 55.6871251, 12.5544739 55.6865918, 12.5544179 55.6865214)",,,,,,,,
7807322,293234107,0,"[654409529, 162845131, 27202604]",,Nørrebrogade,tertiary,40,False,499.64400000000006,"LINESTRING (12.5572591 55.6891749, 12.5558097 55.6897209, 12.5550372 55.6901987, 12.5549348 55.6902694, 12.5545487 55.690536, 12.5541761 55.69078, 12.5539542 55.6909253, 12.5530229 55.6915352, 12.5524408 55.6919176, 12.5519906 55.6922239, 12.5517542 55.6923848)",,,,,,,,
7807323,4555480819,0,4250845,2,Fælledvej,tertiary,50,False,252.84300000000002,"LINESTRING (12.5595941 55.6882793, 12.5605728 55.6899736, 12.560815 55.6904463)",,,,,,,,
7807323,8310696,0,27432851,,Nørrebrogade,tertiary,40,False,111.529,"LINESTRING (12.5595941 55.6882793, 12.5588947 55.6885512, 12.5585536 55.6886838, 12.5581234 55.6888438)",,,,,,,,
7807323,298476905,0,"[289677095, 162093000, 27199048, 36244295, 776860860]",2,"['Dronning Louises Bro', 'Nørrebrogade']",tertiary,40,False,380.251,"LINESTRING (12.5595941 55.6882793, 12.5601317 55.6880753, 12.5610252 55.6877613, 12.5617321 55.6874944, 12.5624539 55.6872337, 12.5626445 55.6871597, 12.5629064 55.6870571, 12.5646365 55.6863792)",yes,,,,,,,
8078322,698680,0,497017397,2,Røde Mellemvej,tertiary,50,False,13.042,"LINESTRING (12.5914406 55.6424297, 12.5914661 55.6425461)",,,,,,,,
8078322,698680,1,"[4327219, 161101708, 742687158, 742687159]",2,Vejlands Allé,tertiary,60,True,888.514,"LINESTRING (12.5914406 55.6424297, 12.5916518 55.6424303, 12.5920165 55.6424314, 12.5939915 55.6424374, 12.596445 55.6424394, 12.5982188 55.6424308, 12.5985151 55.6424992, 12.5982019 55.6425468, 12.597629 55.6425549, 12.5958576 55.6425547, 12.5918877 55.6425469, 12.5916646 55.6425465, 12.5914661 55.6425461)",,,,,,,,
8078322,4729808233,0,"[8122699, 25526451, 1880381, 742687157]",2,"['Kongelundsvej', 'Røde Mellemvej', 'Stenlandsvej']",tertiary,50,False,617.6520000000002,"LINESTRING (12.5914406 55.6424297, 12.5914209 55.6423233, 12.5913894 55.6421535, 12.5913638 55.6420154, 12.5913508 55.6419451, 12.5912955 55.6418027, 12.5912029 55.6416885, 12.590907 55.6415758, 12.5902022 55.6413858, 12.5897048 55.6412493, 12.5895269 55.6411806, 12.5893661 55.6410879, 12.5892335 55.6409763, 12.5891742 55.6408785, 12.5891305 55.6407807, 12.5890964 55.6405519, 12.589064 55.6403346, 12.5890441 55.6401469, 12.5890382 55.6400906, 12.589036 55.6400702, 12.5890095 55.6398873, 12.5889299 55.6393366, 12.588891 55.6390679, 12.5888047 55.638464, 12.5887857 55.6383311, 12.5887578 55.6381259, 12.5887551 55.6381063, 12.5887079 55.6377645, 12.5886944 55.6376656, 12.5886772 55.6375392)",,,,,,,,
8079927,18011548,0,"[420544800, 420544804, 1880541]",,Islands Brygge,residential,40,False,163.10099999999997,"LINESTRING (12.5802899 55.669892, 12.5797902 55.6695424, 12.5797376 55.6694913, 12.5796963 55.6694277, 12.5796322 55.6692812, 12.5795269 55.6690405, 12.5794486 55.6689135, 12.5793165 55.6687641, 12.5791227 55.6686078)",,,,,,,,
8081497,4927487166,0,739861925,2,Borgbjergsvej,tertiary,40,False,12.488,"LINESTRING (12.5391857 55.6527821, 12.5390013 55.6527398)",,,,,,,,
8081497,5887571931,0,184021717,4,Sydhavnsgade,tertiary,60,True,62.702,"LINESTRING (12.5391857 55.6527821, 12.5390005 55.6531534, 12.5389149 55.6533249)",,,,,,,,
8081503,73076534,0,422789455,2,Borgmester Christiansens Gade,tertiary,40,False,13.728,"LINESTRING (12.5281705 55.6501384, 12.5280462 55.65024)",,,,,,,,
8081503,791986,0,"[422789536, 422789535, 422789534, 8123175]","['3', '2']",P. Knudsens Gade,primary,50,True,752.5679999999999,"LINESTRING (12.5281705 55.6501384, 12.5282952 55.6501541, 12.5284212 55.6501779, 12.5286594 55.6502416, 12.5299361 55.6506711, 12.5325272 55.6515639, 12.5337787 55.6519811, 12.5339129 55.6520235, 12.5341186 55.6520884, 12.5355378 55.6525201, 12.5359612 55.652639, 12.5363956 55.6527458, 12.5372939 55.6529464, 12.5379314 55.6530887, 12.538458 55.6532291, 12.5387381 55.653307)",,O2,,,,,,
8081503,6625048991,0,705279868,2,Borgmester Christiansens Gade,tertiary,50,False,46.790000000000006,"LINESTRING (12.5281705 55.6501384, 12.5283399 55.6500255, 12.5284594 55.6499791, 12.5285004 55.6499632, 12.5286959 55.6499184, 12.5287722 55.6499099)",,,,,,,,
8084552,6503261,0,"[27417480, 42425499]",2,Kronprinsessegade,residential,40,False,90.949,"LINESTRING (12.5867438 55.6897651, 12.5868015 55.6898339, 12.5869141 55.6899806, 12.5869396 55.6900146, 12.5869649 55.6900732, 12.5869812 55.6901408, 12.5869745 55.6902648, 12.5869691 55.6903676, 12.5869561 55.6904234, 12.5869015 55.6904676, 12.5868618 55.6904901, 12.5868027 55.6905243)",,,,,,,,
8084970,1472966169,0,497212175,4,Godthåbsvej,tertiary,50,False,12.834,"LINESTRING (12.5099679 55.6947492, 12.5101002 55.6946611)",,,,,,,,
8084970,8084982,0,4833262,4,Godthåbsvej,tertiary,50,False,204.51999999999998,"LINESTRING (12.5099679 55.6947492, 12.5098478 55.6948201, 12.5097032 55.6949099, 12.5095132 55.6950278, 12.5092716 55.6951777, 12.5092308 55.695203, 12.5091822 55.6952332, 12.5083915 55.6957346, 12.5083283 55.6957735, 12.5080804 55.6959263, 12.5080682 55.6959338, 12.5077768 55.6961122)",,,,,,,,
8084970,72956501,0,"[454885250, 128671273, 1814135, 176923451, 454885244, 454885246]","['4', '3', '2']",Sallingvej,"['tertiary', 'primary']",50,True,441.0909999999999,"LINESTRING (12.5099679 55.6947492, 12.5097876 55.6946493, 12.5092454 55.6943657, 12.5087027 55.6940985, 12.5084829 55.6939987, 12.5081898 55.6938692, 12.5077274 55.6936845, 12.5073007 55.6935101, 12.5071058 55.6934568, 12.5069284 55.6933825, 12.5067717 55.6933163, 12.5064678 55.6931844, 12.5063527 55.6931392, 12.5061505 55.6930555, 12.5054549 55.6928044, 12.5050498 55.6926952, 12.5049461 55.6926742, 12.5046975 55.6926239, 12.5042021 55.692537)",,O2,,,,,,
8084982,8084970,0,4833262,4,Godthåbsvej,tertiary,50,False,204.52,"LINESTRING (12.5077768 55.6961122, 12.5080682 55.6959338, 12.5080804 55.6959263, 12.5083283 55.6957735, 12.5083915 55.6957346, 12.5091822 55.6952332, 12.5092308 55.695203, 12.5092716 55.6951777, 12.5095132 55.6950278, 12.5097032 55.6949099, 12.5098478 55.6948201, 12.5099679 55.6947492)",,,,,,,,
8084982,1686070440,0,158014448,,Godthåbsvej,cycleway,,True,38.1,"LINESTRING (12.5077768 55.6961122, 12.5077848 55.6962375, 12.5076193 55.6963451, 12.5074984 55.6963141)",,,,,,,,
8084982,8084983,0,1880956,2,Primulavej,tertiary,50,False,22.680999999999997,"LINESTRING (12.5077768 55.6961122, 12.5076175 55.696151, 12.507523 55.6961601, 12.5074305 55.6961589)",,,,,,,,
8085014,8085016,0,1880962,,Åkandevej,tertiary,50,False,161.059,"LINESTRING (12.4851225 55.7078004, 12.4852245 55.7078833, 12.4852825 55.7079317, 12.4857416 55.7083148, 12.4858312 55.7084325, 12.4858657 55.7085018, 12.4858778 55.7085974, 12.4858516 55.7086999, 12.4857189 55.7089507, 12.4856672 55.7091139)",,,,,,,,
8085014,2305663540,0,"[521772018, 38328779]",,Frederikssundsvej,secondary,50,False,822.8000000000001,"LINESTRING (12.4851225 55.7078004, 12.4852797 55.7077398, 12.4861336 55.7074108, 12.4863637 55.707322, 12.487081 55.707045, 12.4872061 55.7069967, 12.4872919 55.7069656, 12.4880129 55.7067042, 12.4881483 55.7066551, 12.4884434 55.7065481, 12.4888947 55.7063769, 12.4897956 55.7060317, 12.489982 55.7059654, 12.4904349 55.7058498, 12.4912242 55.7056641, 12.4917658 55.7055424, 12.4917887 55.7055383, 12.4924261 55.7054231, 12.4929339 55.7053295, 12.4935453 55.7052151, 12.4935623 55.7052122, 12.4940501 55.7051276, 12.4946273 55.7050632, 12.4947099 55.7050548, 12.4955776 55.7049758, 12.4963824 55.7048912, 12.4969496 55.7048322)",,211,,,,,,
8085014,17914817,0,237093078,4,Frederikssundsvej,secondary,50,False,583.811,"LINESTRING (12.4851225 55.7078004, 12.4849827 55.7078557, 12.4842649 55.7081399, 12.4841783 55.7081742, 12.4836765 55.7083561, 12.4829522 55.708631, 12.4824774 55.708802, 12.4819695 55.708985, 12.4818273 55.7090317, 12.4817505 55.7090569, 12.4811812 55.7092437, 12.480707 55.7094085, 12.480533 55.709469, 12.4799533 55.7096668, 12.4798031 55.7097181, 12.478579 55.7101459, 12.4779684 55.7103517, 12.477813 55.710396, 12.4772105 55.7105678)",,211,,,,,,
8085016,3772002062,0,"[373789304, 1880962]",,Åkandevej,"['cycleway', 'tertiary']",50,False,398.2339999999999,"LINESTRING (12.4856672 55.7091139, 12.4856527 55.7091895, 12.4855933 55.7094998, 12.4855544 55.7097413, 12.4854831 55.7101833, 12.4853667 55.7102909, 12.4853294 55.7108056, 12.4853464 55.7112539, 12.4854076 55.711683, 12.4855084 55.7121297, 12.4856934 55.7126561)",,,,,,,,
8085016,8085014,0,1880962,,Åkandevej,tertiary,50,False,161.059,"LINESTRING (12.4856672 55.7091139, 12.4857189 55.7089507, 12.4858516 55.7086999, 12.4858778 55.7085974, 12.4858657 55.7085018, 12.4858312 55.7084325, 12.4857416 55.7083148, 12.4852825 55.7079317, 12.4852245 55.7078833, 12.4851225 55.7078004)",,,,,,,,
8085016,274073657,0,25674359,,,cycleway,,False,333.043,"LINESTRING (12.4856672 55.7091139, 12.4857717 55.7091338, 12.4857645 55.7091788, 12.4857434 55.7093106, 12.4860053 55.7096627, 12.4860314 55.7097307, 12.4860294 55.7097992, 12.4859409 55.7100789, 12.4858545 55.7103993, 12.4858444 55.7107345, 12.4858907 55.7109417, 12.4861117 55.7113323, 12.4862444 55.7116165, 12.4863597 55.7119904)",,,,,,,,
8085743,7235679,0,8122614,,Irlandsvej,tertiary,40,False,803.852,"LINESTRING (12.6055276 55.6459041, 12.6051305 55.6469029, 12.6050448 55.6470904, 12.6047897 55.6477725, 12.604747 55.6478813, 12.6046734 55.6480689, 12.6044314 55.648646, 12.6043049 55.6489579, 12.6041822 55.6492605, 12.6040497 55.6496216, 12.6039523 55.6498893, 12.6038759 55.6500874, 12.6038515 55.6501519, 12.6037551 55.6504008, 12.6037323 55.6504394, 12.6031914 55.6518217, 12.6026136 55.6525304, 12.6024451 55.6527371, 12.6022964 55.6528715)",,,,,,,,
