u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,ref,bridge,tunnel,junction,width,access,service
24486640,24486638,0,4187042,False,August Wimmers Vej,residential,,193.194,"LINESTRING (12.5067589 55.6596645, 12.506716 55.6596235, 12.5062795 55.6592042, 12.5062016 55.659131, 12.5059738 55.6589172, 12.5058811 55.6588283, 12.5052006 55.6581659)",,,,,,,,
24554113,8463257,0,24815314,False,Jagtvej,tertiary,50,74.777,"LINESTRING (12.5503143 55.6955962, 12.5496494 55.6950378)",,,,,,,,
24554113,8230453,0,24815314,False,Jagtvej,tertiary,50,60.128,"LINESTRING (12.5503143 55.6955962, 12.5508269 55.6960533)",,,,,,,,
24554113,24554115,0,233747071,False,Fensmarkgade,residential,50,83.74,"LINESTRING (12.5503143 55.6955962, 12.5506 55.6954814, 12.5507065 55.6954668, 12.5515791 55.6955086)",,,,,,,,
24554115,24977498,0,233747071,False,Fensmarkgade,residential,50,59.239,"LINESTRING (12.5515791 55.6955086, 12.5525193 55.6955637)",,,,,,,,
24554115,7773037,0,1820405,True,Stevnsgade,residential,50,60.061,"LINESTRING (12.5515791 55.6955086, 12.5516225 55.6953569, 12.5517947 55.6949828)",,,,,,,,
24554115,24554113,0,233747071,False,Fensmarkgade,residential,50,83.74,"LINESTRING (12.5515791 55.6955086, 12.5507065 55.6954668, 12.5506 55.6954814, 12.5503143 55.6955962)",,,,,,,,
24554122,20925442,0,8135123,True,Tibirkegade,residential,50,89.529,"LINESTRING (12.5547445 55.6958563, 12.5544741 55.6966469)",,,,,,,,
24554122,8309637,0,233747071,False,Fensmarkgade,residential,50,91.278,"LINESTRING (12.5547445 55.6958563, 12.5533472 55.6956246)",,,,,,,,
24554122,8233775,0,233747071,False,Fensmarkgade,residential,50,85.484,"LINESTRING (12.5547445 55.6958563, 12.5560306 55.6961125)",,,,,,,,
24554122,24554547,0,4189452,True,Tibirkegade,residential,50,117.519,"LINESTRING (12.5547445 55.6958563, 12.5549972 55.6950801, 12.5550088 55.6950445, 12.555086 55.6948171)",,,,,,,,
24554547,1181485694,0,794686937,False,Sjællandsgade,residential,50,10.023,"LINESTRING (12.555086 55.6948171, 12.5549676 55.6947565)",,,,,,,,
24554547,1579322686,0,794686937,False,Sjællandsgade,residential,50,64.935,"LINESTRING (12.555086 55.6948171, 12.5554348 55.6949863, 12.5558714 55.695198)",,,,,,,,
24670659,268575762,0,24710258,False,Henrik Harpestrengs Vej,unclassified,50,74.172,"LINESTRING (12.5660739 55.6988469, 12.5652142 55.6983884)",,,,,,,,
24670659,2255813399,0,3993672,False,Frederik V's Vej,residential,40,167.137,"LINESTRING (12.5660739 55.6988469, 12.5674595 55.6979893, 12.5675725 55.6979194, 12.5678696 55.6977355)",,,,,,,,
24670659,20930134,0,3993672,False,Frederik V's Vej,residential,40,136.461,"LINESTRING (12.5660739 55.6988469, 12.5658164 55.6990055, 12.564604 55.6997524)",,,,,,,,
24691223,24692347,0,4197804,False,Frejasgade,residential,50,149.414,"LINESTRING (12.5511809 55.6988785, 12.5530521 55.6980457)",,,,,,,,
24691223,24691235,0,27282753,False,Thorsgade,residential,50,72.115,"LINESTRING (12.5511809 55.6988785, 12.5513005 55.6989346, 12.5514735 55.6989947, 12.5516821 55.6990404, 12.5519067 55.6990767, 12.5522346 55.6991141)",,,,,,,,
24691223,7773021,0,27282753,False,Thorsgade,residential,50,70.277,"LINESTRING (12.5511809 55.6988785, 12.5510021 55.6987926, 12.5503507 55.6984537)",,,,,,,,
24691235,24692362,0,4197805,False,Ydunsgade,residential,50,112.887,"LINESTRING (12.5522346 55.6991141, 12.5523602 55.6989231, 12.5534326 55.6983815)",,,,,,,,
24691235,24692343,0,27282753,False,Thorsgade,residential,50,98.041,"LINESTRING (12.5522346 55.6991141, 12.55248 55.6991436, 12.5525565 55.6991693, 12.5534343 55.6996505)",,,,,,,,
24691235,24691223,0,27282753,False,Thorsgade,residential,50,72.115,"LINESTRING (12.5522346 55.6991141, 12.5519067 55.6990767, 12.5516821 55.6990404, 12.5514735 55.6989947, 12.5513005 55.6989346, 12.5511809 55.6988785)",,,,,,,,
24692343,2421041091,0,241515176,False,Thorsgade,residential,50,5.956,"LINESTRING (12.5534343 55.6996505, 12.5535032 55.6996874)",,,,,,,,
24692343,24691235,0,27282753,False,Thorsgade,residential,50,98.041,"LINESTRING (12.5534343 55.6996505, 12.5525565 55.6991693, 12.55248 55.6991436, 12.5522346 55.6991141)",,,,,,,,
24692343,298464623,0,233766979,True,Tagensvej,tertiary,50,75.931,"LINESTRING (12.5534343 55.6996505, 12.5538144 55.6993559, 12.5540172 55.6992152, 12.5541969 55.6991224)",2,,,,,,,
24692347,24691223,0,4197804,False,Frejasgade,residential,50,149.414,"LINESTRING (12.5530521 55.6980457, 12.5511809 55.6988785)",,,,,,,,
24692347,781552,0,24815314,False,Jagtvej,tertiary,50,53.058,"LINESTRING (12.5530521 55.6980457, 12.5526064 55.69764)",,,,,,,,
24692347,24692362,0,24815314,False,Jagtvej,tertiary,50,44.303,"LINESTRING (12.5530521 55.6980457, 12.5534326 55.6983815)",,,,,,,,
24692362,24692347,0,24815314,False,Jagtvej,tertiary,50,44.303,"LINESTRING (12.5534326 55.6983815, 12.5530521 55.6980457)",,,,,,,,
24692362,269598222,0,24815314,False,Jagtvej,tertiary,50,59.699,"LINESTRING (12.5534326 55.6983815, 12.5539346 55.6988378)",,,,,,,,
24692362,24691235,0,4197805,False,Ydunsgade,residential,50,112.887,"LINESTRING (12.5534326 55.6983815, 12.5523602 55.6989231, 12.5522346 55.6991141)",,,,,,,,
24839856,293476237,0,283588916,False,Juliane Maries Vej,unclassified,50,89.588,"LINESTRING (12.5636898 55.6964666, 12.5633638 55.6966719, 12.562781 55.697039, 12.5627365 55.697067)",,,,,,,no,
24839893,24840469,0,24815667,False,Juliane Maries Vej,unclassified,50,31.05,"LINESTRING (12.5670958 55.6944594, 12.5672615 55.6943458, 12.5674229 55.6942499)",,,,,,,,
24839893,24839856,0,158025567,True,Juliane Maries Vej,unclassified,50,308.828,"LINESTRING (12.5670958 55.6944594, 12.5669632 55.6945375, 12.5664238 55.6948554, 12.5654402 55.6954351, 12.5638538 55.69637, 12.5636898 55.6964666)",,,,,,,,
24840257,7773008,0,1931102,False,Fredensborggade,residential,50,53.477,"LINESTRING (12.5393725 55.698494, 12.5402259 55.6984932)",,,,,,,,
24840257,1488402536,0,1931102,False,Fredensborggade,residential,50,53.139,"LINESTRING (12.5393725 55.698494, 12.5385251 55.6985121)",,,,,,,,
24840257,24840259,0,4204512,True,Asminderødgade,residential,50,159.124,"LINESTRING (12.5393725 55.698494, 12.539331 55.6978508, 12.5393257 55.6970634)",,,,,,,,
24840259,7766794,0,81644957,False,Hillerødgade,tertiary,40,29.174,"LINESTRING (12.5393257 55.6970634, 12.5397794 55.6971222)",,,,,,,,
24840259,8091675,0,81644957,False,Hillerødgade,tertiary,40,55.623000000000005,"LINESTRING (12.5393257 55.6970634, 12.5387057 55.696987, 12.5384586 55.6969565)",,,,,,,,
24840469,5082540763,0,229758123,True,Blegdamsvej,tertiary,50,13.863,"LINESTRING (12.5674229 55.6942499, 12.5672315 55.6941874)",3,,,,,,,
24840469,24839893,0,24815667,False,Juliane Maries Vej,unclassified,50,31.05,"LINESTRING (12.5674229 55.6942499, 12.5672615 55.6943458, 12.5670958 55.6944594)",,,,,,,,
24840469,269513020,0,334300303,False,Blegdamsvej,tertiary,50,129.246,"LINESTRING (12.5674229 55.6942499, 12.567975 55.6945423, 12.5685263 55.6948344, 12.5689403 55.6950368)",,,,,,,,
24950455,264211964,0,4211199,False,Mansasvej,residential,,60.492,"LINESTRING (12.5025649 55.6635513, 12.5025449 55.6630074)",,,,,,,,
24950455,424593533,0,4211200,False,Carl Langes Vej,residential,50,232.084,"LINESTRING (12.5025649 55.6635513, 12.5017359 55.6635549, 12.5006201 55.6635598, 12.5000929 55.6635621, 12.4995259 55.6635718, 12.4988652 55.6635831)",,,,,,,,
24950455,1016266836,0,"[4211200, 91710785]",False,"['Lyshøjgårdsvej', 'Carl Langes Vej']",residential,50,306.584,"LINESTRING (12.5025649 55.6635513, 12.5028248 55.663506, 12.5044576 55.6634922, 12.5044996 55.6634918, 12.5057942 55.6634784, 12.506867 55.6634672, 12.5071959 55.6634638, 12.5074334 55.6634313)",,,,,,,,
24950456,1894775365,0,4211199,False,Mansasvej,residential,,106.219,"LINESTRING (12.5024833 55.6613348, 12.502522 55.6622898)",,,,,,,,
24950456,24950457,0,35110509,False,Panumsvej,residential,50,90.60400000000001,"LINESTRING (12.5024833 55.6613348, 12.5028628 55.6612304, 12.5030287 55.6611699, 12.5031638 55.6611046, 12.5033351 55.6610165, 12.5033838 55.6609595, 12.5034602 55.6607942)",,,,,,,,
24950456,104494227,0,35110509,False,Panumsvej,residential,50,239.386,"LINESTRING (12.5024833 55.6613348, 12.5021812 55.6614075, 12.501445 55.6615833, 12.5007122 55.6617915, 12.5002204 55.6619424, 12.499649 55.6621342, 12.4990983 55.6623219)",,,,,,,,
24950457,24950456,0,35110509,False,Panumsvej,residential,50,90.604,"LINESTRING (12.5034602 55.6607942, 12.5033838 55.6609595, 12.5033351 55.6610165, 12.5031638 55.6611046, 12.5030287 55.6611699, 12.5028628 55.6612304, 12.5024833 55.6613348)",,,,,,,,
24950457,104494208,0,241071582,False,Vigerslev Allé,tertiary,50,119.113,"LINESTRING (12.5034602 55.6607942, 12.5020958 55.6605886, 12.5016291 55.6605106)",2,,,,,,,
24950457,1277414337,0,241071582,False,Vigerslev Allé,tertiary,50,29.132999999999996,"LINESTRING (12.5034602 55.6607942, 12.5036612 55.6608208, 12.5038804 55.6608466, 12.5039134 55.6608514)",2,,,,,,,
24953631,104494196,0,4211606,False,Danshøjvej,residential,50,140.343,"LINESTRING (12.4894903 55.6623364, 12.4912466 55.6615544)",2,,,,,,,
24953631,266700655,0,24526903,False,Højbovej,residential,50,78.879,"LINESTRING (12.4894903 55.6623364, 12.4887243 55.6617738)",2,,,,,,,
24953631,24953635,0,4211606,False,Danshøjvej,residential,50,228.39000000000001,"LINESTRING (12.4894903 55.6623364, 12.4892758 55.6624276, 12.4890437 55.6625189, 12.4888284 55.6625926, 12.488616 55.6626601, 12.4883719 55.6627273, 12.4881398 55.6627867, 12.4878985 55.6628407, 12.4877299 55.6628715, 12.4876709 55.6628822, 12.4874125 55.6629237, 12.4871769 55.6629503, 12.4868989 55.6629734, 12.4865561 55.6629917, 12.4863758 55.662861, 12.4863423 55.6628196, 12.4863438 55.6627856)",2,,,,,,,
24953635,24953631,0,4211606,False,Danshøjvej,residential,50,228.39,"LINESTRING (12.4863438 55.6627856, 12.4863423 55.6628196, 12.4863758 55.662861, 12.4865561 55.6629917, 12.4868989 55.6629734, 12.4871769 55.6629503, 12.4874125 55.6629237, 12.4876709 55.6628822, 12.4877299 55.6628715, 12.4878985 55.6628407, 12.4881398 55.6627867, 12.4883719 55.6627273, 12.488616 55.6626601, 12.4888284 55.6625926, 12.4890437 55.6625189, 12.4892758 55.6624276, 12.4894903 55.6623364)",2,,,,,,,
24953635,24953638,0,4211607,False,Langagervej,residential,50,65.923,"LINESTRING (12.4863438 55.6627856, 12.4860688 55.6627962, 12.4858007 55.6628105, 12.4856769 55.6628171, 12.4854917 55.6628333, 12.4853173 55.6628817)",,,,,,,,
24953635,266700655,0,4211607,False,Langagervej,residential,50,187.262,"LINESTRING (12.4863438 55.6627856, 12.486405 55.6627755, 12.4864652 55.6627566, 12.4871577 55.6624554, 12.4884698 55.6618839, 12.4887243 55.6617738)",,,,,,,,
24953638,2869654740,0,4211607,False,Langagervej,residential,50,66.446,"LINESTRING (12.4853173 55.6628817, 12.4851989 55.6629152, 12.4851053 55.6629329, 12.4848878 55.662961, 12.4845214 55.6629939, 12.4844086 55.6629991, 12.4842881 55.6630047)",,,,,,,,
24953638,24953635,0,4211607,False,Langagervej,residential,50,65.923,"LINESTRING (12.4853173 55.6628817, 12.4854917 55.6628333, 12.4856769 55.6628171, 12.4858007 55.6628105, 12.4860688 55.6627962, 12.4863438 55.6627856)",,,,,,,,
24953638,303858898,0,24526954,False,Skyggelundsvej,residential,50,119.55499999999999,"LINESTRING (12.4853173 55.6628817, 12.4853657 55.6628121, 12.4854264 55.6627018, 12.4856485 55.6621288, 12.4856678 55.6621199, 12.486058 55.6619399)",2,,,,,,,
24953643,272863977,0,437429834,False,Vigerslevvej,primary,50,11.561,"LINESTRING (12.4827547 55.6630228, 12.4827616 55.6631267)",2,O2,,,,,,
24953643,303858448,0,4211607,False,Langagervej,residential,50,68.97,"LINESTRING (12.4827547 55.6630228, 12.4830151 55.6630215, 12.4831401 55.6630217, 12.4838543 55.6630183)",,,,,,,,
24953643,272863909,0,"[134709377, 437429834]",False,Vigerslevvej,primary,50,116.623,"LINESTRING (12.4827547 55.6630228, 12.4827448 55.6629043, 12.4827456 55.6627876, 12.4827524 55.6627422, 12.4827733 55.6626029, 12.4828201 55.6624217, 12.4828806 55.6622626, 12.4830024 55.6619888)",2,O2,,,,,,
24953648,266709710,0,4231160,False,Mellemleddet,residential,,70.819,"LINESTRING (12.4820183 55.665461, 12.4810756 55.6658116)",,,,,,,,
24953648,1016020361,0,502196176,False,Hansstedvej,residential,,36.057,"LINESTRING (12.4820183 55.665461, 12.4815828 55.6652493)",,,,,,,,
24953648,266709704,0,502196176,False,Hansstedvej,residential,,99.777,"LINESTRING (12.4820183 55.665461, 12.4824869 55.6654503, 12.4836079 55.6654246)",,,,,,,,
24958722,20925437,0,1820406,False,Refsnæsgade,residential,50,124.368,"LINESTRING (12.5556316 55.6982412, 12.5558294 55.6971283)",,,,,,,,
24958723,20925436,0,4212088,False,Guldbergsgade,residential,50,114.085,"LINESTRING (12.5549497 55.6986394, 12.5539359 55.6977872)",,,,,,,,
24959171,7807325,0,27432853,False,Nørrebrogade,tertiary,40,26.8,"LINESTRING (12.5488011 55.6943365, 12.5485226 55.6945194)",,,,,,,,
24959171,610608424,0,56247601,False,Jagtvej,tertiary,50,27.783,"LINESTRING (12.5488011 55.6943365, 12.548562 55.6941261)",,,,,,,,
24959171,7807328,0,294001822,False,Jagtvej,tertiary,50,27.59,"LINESTRING (12.5488011 55.6943365, 12.5490473 55.6945422)",,,,,,,,
24959171,7807326,0,660183454,False,Nørrebrogade,tertiary,40,28.601,"LINESTRING (12.5488011 55.6943365, 12.5490987 55.6941415)",,,,,,,,
24959341,296366307,0,4214221,False,Munkensvej,residential,50,112.294,"LINESTRING (12.5339335 55.6933216, 12.5347953 55.694207)",,,,,,,,
24959341,10938925,0,147167536,False,Borups Allé,tertiary,50,15.162,"LINESTRING (12.5339335 55.6933216, 12.5341476 55.6932581)",,,,,,,,
24959341,793269,0,147167536,False,Borups Allé,tertiary,50,70.924,"LINESTRING (12.5339335 55.6933216, 12.533454 55.6934638, 12.532932 55.6936186)",,,,,,,,
24959413,313072344,0,4212196,False,Fogedmarken,residential,50,25.054,"LINESTRING (12.553875 55.7007048, 12.554185 55.7005625)",,,,,,,,
24959413,4754006834,0,4212196,False,Fogedmarken,residential,50,5.445,"LINESTRING (12.553875 55.7007048, 12.5538055 55.7007342)",,,,,,,,
24959413,313072877,0,28643062,False,Fogedgården,residential,50,180.595,"LINESTRING (12.553875 55.7007048, 12.5551825 55.7014087, 12.5552783 55.7014101, 12.5553626 55.7013864, 12.555413 55.7013519, 12.555427 55.7013133, 12.5554122 55.7012649, 12.5549594 55.7010041)",,,,,,,,
24959443,4754006834,0,4212196,False,Fogedmarken,residential,50,48.985,"LINESTRING (12.5531806 55.7009989, 12.5538055 55.7007342)",,,,,,,,
24959443,12733799,0,794686930,False,Rådmandsgade,residential,50,40.321,"LINESTRING (12.5531806 55.7009989, 12.5536335 55.7012565)",,,,,,,,
24959443,298464622,0,794686930,False,Rådmandsgade,residential,50,74.818,"LINESTRING (12.5531806 55.7009989, 12.55309 55.7009538, 12.5522839 55.7005546)",,,,,,,,
24972440,298527241,0,"[29451376, 26819896, 26819901]",True,Bispeengbuen,trunk,70,997.5400000000001,"LINESTRING (12.5270082 55.6962401, 12.5271988 55.6962065, 12.5273906 55.6961794, 12.5278074 55.6961411, 12.5281822 55.6961149, 12.5296154 55.6960066, 12.5308325 55.6959134, 12.5319922 55.6958171, 12.5326992 55.6957057, 12.5331998 55.6955832, 12.533672 55.6954289, 12.5341095 55.695245, 12.5345064 55.6950339, 12.5348574 55.6947984, 12.5351579 55.6945416, 12.5354038 55.694267, 12.535592 55.6939783, 12.5357197 55.6936792, 12.5357855 55.6933739, 12.5357752 55.6925056, 12.5358233 55.6922237, 12.5358882 55.6918845, 12.5360942 55.691494, 12.5363517 55.6912183, 12.5366731 55.6909745, 12.5368074 55.6908771)",3,,yes,,,,,
24972440,6466922279,0,689364553,True,Borups Allé,tertiary,50,14.353000000000002,"LINESTRING (12.5270082 55.6962401, 12.5270064 55.6963052, 12.5269889 55.6963684)",2,,,,,,,
24973070,8084998,0,1880959,False,Brønshøjvej,residential,50,155.347,"LINESTRING (12.4983797 55.6979899, 12.4981708 55.699382)",,,,,,,,
24973070,24973074,0,4214247,False,Fuglsang Allé,residential,50,76.232,"LINESTRING (12.4983797 55.6979899, 12.4995927 55.6980419)",,,,,,,,
24973070,24973076,0,4214247,False,Fuglsang Allé,residential,50,97.584,"LINESTRING (12.4983797 55.6979899, 12.4968252 55.6979379)",,,,,,,,
24973070,271648593,0,1880959,False,Brønshøjvej,residential,50,71.675,"LINESTRING (12.4983797 55.6979899, 12.4984725 55.69758, 12.4985501 55.6973528)",,,,,,,,
24973071,271648593,0,1880959,False,Brønshøjvej,residential,50,64.963,"LINESTRING (12.4987487 55.6967794, 12.4985501 55.6973528)",,,,,,,,
24973071,271648592,0,1880959,False,Brønshøjvej,residential,50,53.016,"LINESTRING (12.4987487 55.6967794, 12.4989076 55.6963111)",,,,,,,,
24973071,271440709,0,24980599,False,Torbenfeldtvej,residential,,79.364,"LINESTRING (12.4987487 55.6967794, 12.4999925 55.6969138)",,,,,,,,
24973074,24973634,0,4214247,False,Fuglsang Allé,residential,50,74.893,"LINESTRING (12.4995927 55.6980419, 12.5007824 55.6981061)",,,,,,,,
24973074,24973070,0,4214247,False,Fuglsang Allé,residential,50,76.232,"LINESTRING (12.4995927 55.6980419, 12.4983797 55.6979899)",,,,,,,,
24973074,271440709,0,156931611,False,Aggersvoldvej,residential,50,127.917,"LINESTRING (12.4995927 55.6980419, 12.4999925 55.6969138)",,,,,,,,
24973075,24973634,0,4214247,False,Fuglsang Allé,residential,50,131.85,"LINESTRING (12.5028794 55.6982032, 12.5007824 55.6981061)",,,,,,,,
24973075,546473598,0,24980626,False,Herbergvejen,residential,,202.44199999999998,"LINESTRING (12.5028794 55.6982032, 12.5033337 55.6982427, 12.5037649 55.6983056, 12.5041241 55.6983956, 12.5046142 55.6985783, 12.505006 55.6987646, 12.5055263 55.6991306)",,,,,,,,
24973075,271442412,0,24980633,False,Næsbyholmvej,residential,50,92.03299999999999,"LINESTRING (12.5028794 55.6982032, 12.5028093 55.6982557, 12.5027165 55.6983251, 12.5019456 55.6988418)",,,,,,,,
24973075,271441078,0,24980633,False,Næsbyholmvej,residential,50,59.069,"LINESTRING (12.5028794 55.6982032, 12.5034055 55.6978519, 12.5034873 55.6977972)",,,,,,,,
24973076,24973070,0,4214247,False,Fuglsang Allé,residential,50,97.584,"LINESTRING (12.4968252 55.6979379, 12.4983797 55.6979899)",,,,,,,,
24973076,24973077,0,4214247,False,Fuglsang Allé,residential,50,93.71799999999999,"LINESTRING (12.4968252 55.6979379, 12.4959612 55.6979075, 12.4953338 55.6978762)",,,,,,,,
24973076,271647106,0,24988634,False,Beldringevej,residential,50,179.546,"LINESTRING (12.4968252 55.6979379, 12.4970427 55.6991956, 12.4971861 55.6995372)",,,,,,,,
24973077,24973076,0,4214247,False,Fuglsang Allé,residential,50,93.71799999999999,"LINESTRING (12.4953338 55.6978762, 12.4959612 55.6979075, 12.4968252 55.6979379)",,,,,,,,
24973077,345517965,0,"[783443354, 4214247]",False,Fuglsang Allé,residential,50,95.258,"LINESTRING (12.4953338 55.6978762, 12.4947194 55.6978677, 12.4945423 55.6978592, 12.4944035 55.6978473, 12.493823 55.6977967)",,,,,,,,
24973077,271647108,0,"[783443355, 24988653]",False,Basnæsvej,residential,50,232.81400000000002,"LINESTRING (12.4953338 55.6978762, 12.4954802 55.6989634, 12.4955829 55.6992119, 12.4956972 55.6993942, 12.4957801 55.6994916, 12.4958566 55.699572, 12.4962118 55.699866)",,,,,,,,
24973079,345517965,0,24988665,False,Borrebyvej,residential,50,9.597,"LINESTRING (12.4938211 55.6977104, 12.493823 55.6977967)",,,,,,,,
24973079,1607352149,0,24988665,False,Borrebyvej,residential,50,367.405,"LINESTRING (12.4938211 55.6977104, 12.4949129 55.6945132, 12.4949291 55.6944658)",,,,,,,,
24973079,271646986,0,396872969,False,Fuglsang Allé,residential,,79.648,"LINESTRING (12.4938211 55.6977104, 12.492803 55.6975346, 12.4926002 55.6975136)",,,,,,,,
24973633,18178323,0,496964514,False,Bellahøjvej,tertiary,50,97.639,"LINESTRING (12.4992974 55.6951858, 12.5007163 55.6955485)",2,,,,,,,
24973633,271648592,0,1880959,False,Brønshøjvej,residential,50,127.493,"LINESTRING (12.4992974 55.6951858, 12.4992398 55.6953663, 12.4989076 55.6963111)",,,,,,,,
24973633,271648699,0,496964514,False,Bellahøjvej,tertiary,50,101.851,"LINESTRING (12.4992974 55.6951858, 12.4985913 55.6950014, 12.4978228 55.6948007)",2,,,,,,,
24973634,24973075,0,4214247,False,Fuglsang Allé,residential,50,131.85,"LINESTRING (12.5007824 55.6981061, 12.5028794 55.6982032)",,,,,,,,
24973634,24973074,0,4214247,False,Fuglsang Allé,residential,50,74.893,"LINESTRING (12.5007824 55.6981061, 12.4995927 55.6980419)",,,,,,,,
24973634,8084994,0,37410027,False,Gaunøvej,tertiary,,38.687,"LINESTRING (12.5007824 55.6981061, 12.5007172 55.6982762, 12.5006037 55.6984379)",,,,,,,,
24973634,8084992,0,"[751162416, 751162417, 1880957]",False,Annebergvej,tertiary,,100.804,"LINESTRING (12.5007824 55.6981061, 12.5009597 55.6978648, 12.5010008 55.6978088, 12.5013977 55.6972685)",3,,,,,,,
24977495,7773037,0,4214525,True,Asnæsgade,residential,50,57.379,"LINESTRING (12.5527013 55.6950549, 12.5517947 55.6949828)",,,,,,,,
24977495,24977498,0,4214526,True,Udbygade,residential,50,57.714,"LINESTRING (12.5527013 55.6950549, 12.5525193 55.6955637)",,,,,,,,
24977496,24977495,0,4214526,True,Udbygade,residential,50,20.326,"LINESTRING (12.552795 55.6948799, 12.5527013 55.6950549)",,,,,,,,
24977497,5909876313,0,32757695,False,Lynæsgade,residential,50,40.564,"LINESTRING (12.5531888 55.6945293, 12.5537658 55.6946946)",,,,,,,,
24977497,24977496,0,4214526,True,Udbygade,residential,50,46.148,"LINESTRING (12.5531888 55.6945293, 12.5529204 55.6947614, 12.552795 55.6948799)",,,,,,,,
24977498,24554115,0,233747071,False,Fensmarkgade,residential,50,59.239,"LINESTRING (12.5525193 55.6955637, 12.5515791 55.6955086)",,,,,,,,
24977498,8309637,0,233747071,False,Fensmarkgade,residential,50,52.335,"LINESTRING (12.5525193 55.6955637, 12.5532237 55.6956119, 12.5533472 55.6956246)",,,,,,,,
24977500,24977497,0,4214526,True,Udbygade,residential,50,56.633,"LINESTRING (12.5537089 55.6941128, 12.5531888 55.6945293)",,,,,,,,
24977500,3284756506,0,745633510,False,Sjællandsgade,residential,50,53.436,"LINESTRING (12.5537089 55.6941128, 12.5535243 55.6940147, 12.5533806 55.6939281, 12.5530931 55.6937808)",,,,,,,,
24977500,7773042,0,745633510,False,Sjællandsgade,residential,50,40.882,"LINESTRING (12.5537089 55.6941128, 12.5540914 55.694318, 12.554184 55.6943647)",,,,,,,,
24985044,8230454,0,2400984,False,Jagtvej,residential,50,61.075,"LINESTRING (12.5486948 55.6968364, 12.5495113 55.6965365)",,,,,,,,
24987042,8324098,0,31791621,False,Landemærket,residential,50,76.408,"LINESTRING (12.5783783 55.6833419, 12.5782891 55.6832543, 12.5776629 55.6827864)",2,,,,,,,
24987042,300094192,0,36522887,False,Gothersgade,tertiary,50,48.742999999999995,"LINESTRING (12.5783783 55.6833419, 12.5784726 55.6833142, 12.5790807 55.683154)",2,,,,,,,
24987042,25284855,0,86370286,False,Gothersgade,tertiary,50,225.678,"LINESTRING (12.5783783 55.6833419, 12.5764138 55.6838438, 12.575416 55.6841121, 12.5751031 55.6841838)",2,,,,,,,
24996765,24996841,0,4215977,True,Hammerensgade,residential,40,56.449,"LINESTRING (12.5906973 55.688378, 12.5899271 55.6881149)",1,,,,,,,
24996840,24996765,0,4215977,True,Hammerensgade,residential,40,64.082,"LINESTRING (12.591576 55.6886726, 12.5906973 55.688378)",1,,,,,,,
24996840,698027,0,27413454,False,Grønningen,primary,50,57.649,"LINESTRING (12.591576 55.6886726, 12.591029 55.6890894)",3,O2,,,,,,
24996840,698029,0,27413454,False,Grønningen,primary,50,142.24099999999999,"LINESTRING (12.591576 55.6886726, 12.5919437 55.6883555, 12.592471 55.6879206, 12.5924818 55.6879117, 12.592569 55.6878402, 12.5926389 55.6877792, 12.5926924 55.6877399, 12.5928421 55.6876112)",3,O2,,,,,,
24996841,2328511277,0,"[360157610, 360157611]",True,Store Kongensgade,primary,50,88.874,"LINESTRING (12.5899271 55.6881149, 12.590075 55.6877806, 12.5901751 55.6875526, 12.5902667 55.6873389)",1,O2,,,,,,
24996842,24996765,0,4215976,True,Bornholmsgade,residential,50,111.061,"LINESTRING (12.5911801 55.687417, 12.5906973 55.688378)",,,,,,,,
24996842,698029,0,1702962,False,Esplanaden,unclassified,40,106.39099999999999,"LINESTRING (12.5911801 55.687417, 12.5921783 55.6875326, 12.592286 55.6875451, 12.5928421 55.6876112)",2,,,,,,,
24996842,2328511277,0,1702962,False,Esplanaden,unclassified,40,58.68,"LINESTRING (12.5911801 55.687417, 12.5904717 55.6873208, 12.5902667 55.6873389)",2,,,,,,,
24996911,24996947,0,4215987,False,Tagensvej,residential,50,107.42,"LINESTRING (12.5477776 55.7019213, 12.5489713 55.7026147)",,,,,,,,
24996915,24996953,0,4215990,False,Drejervej,unclassified,,60.257000000000005,"LINESTRING (12.5365666 55.7023643, 12.5371305 55.702288, 12.5373397 55.7022597, 12.5375062 55.7022562)",,,,,,,,
24996915,24996952,0,4215990,False,Drejervej,unclassified,,214.927,"LINESTRING (12.5365666 55.7023643, 12.5363424 55.7023962, 12.5360647 55.702454, 12.5350859 55.7026685, 12.5348068 55.7027296, 12.5342975 55.7028412, 12.5342408 55.7028536, 12.5333278 55.702714)",,,,,,,,
24996915,24996916,0,4223045,False,Rebslagervej,residential,,97.986,"LINESTRING (12.5365666 55.7023643, 12.5365198 55.7029451, 12.5364956 55.7032446)",,,,,,,,
24996916,25149979,0,4223044,False,Gørtlervej,residential,,61.197,"LINESTRING (12.5364956 55.7032446, 12.5368786 55.7032526, 12.5371408 55.7032581, 12.5374714 55.7032679)",,,,,,,,
24996916,24996949,0,4223045,False,Rebslagervej,residential,,125.33500000000001,"LINESTRING (12.5364956 55.7032446, 12.5364713 55.7035747, 12.5365018 55.7038654, 12.5365212 55.7040509, 12.5365547 55.7043701)",,,,,,,,
24996916,24996915,0,4223045,False,Rebslagervej,residential,,97.986,"LINESTRING (12.5364956 55.7032446, 12.5365198 55.7029451, 12.5365666 55.7023643)",,,,,,,,
24996945,24996954,0,8128727,False,Landfogedvej,residential,,38.907,"LINESTRING (12.5306328 55.7090735, 12.5306308 55.7087236)",,,,,,,,
