u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,width,junction,tunnel,service,area
5454511937,3830002734,0,133348394,False,,,path,,3.812,"LINESTRING (12.6272082 55.6606818, 12.6272565 55.660661)",,,,,,,,
5500668164,310477633,0,26252525,False,,Hvidovrestien,path,,4.367,"LINESTRING (12.4785435 55.664865, 12.4785636 55.6649026)",,,,,,,,
5500668164,1140885638,0,26252525,False,,Hvidovrestien,path,,24.557,"LINESTRING (12.4785435 55.664865, 12.4784308 55.6646535)",,,,,,,,
5500668165,2975513588,0,26252525,False,,Hvidovrestien,path,,3.976,"LINESTRING (12.4785914 55.6649594, 12.4786099 55.6649936)",,,,,,,,
5500668165,310477633,0,26252525,False,,Hvidovrestien,path,,6.552,"LINESTRING (12.4785914 55.6649594, 12.4785636 55.6649026)",,,,,,,,
5500668190,287506904,0,89383835,False,,,path,,4.414,"LINESTRING (12.4939698 55.6650994, 12.4939962 55.6650626)",,,,,,,,
5500668190,988129834,0,89383835,False,,,path,,69.537,"LINESTRING (12.4939698 55.6650994, 12.4940429 55.6657234)",,,,,,,,
5500695976,308508989,0,47131688,False,,Kanonvej,service,,91.288,"LINESTRING (12.565989 55.6251735, 12.5663022 55.6259752)",,,,,,,,
5500695976,2389283886,0,47131688,False,,Kanonvej,service,,183.471,"LINESTRING (12.565989 55.6251735, 12.565344 55.6235642)",,,,,,,,
5513540303,298466188,0,24844949,True,,Lersø Parkallé,residential,50,89.773,"LINESTRING (12.5574986 55.7056391, 12.5572551 55.7064347)",,,,,,,,
5545594813,5545594814,0,578931115,False,,,path,,55.568,"LINESTRING (12.5423245 55.7032929, 12.5420717 55.7028139)",,,,,,,,
5546553306,5562082322,0,37450470,False,,,path,,13.358,"LINESTRING (12.5689605 55.6614064, 12.5687484 55.6614172)",,,,,,,,
5546553306,5546553307,0,37450470,False,,,path,,8.215,"LINESTRING (12.5689605 55.6614064, 12.5690912 55.6614112)",,,,,,,,
5546553307,5546553306,0,37450470,False,,,path,,8.215,"LINESTRING (12.5690912 55.6614112, 12.5689605 55.6614064)",,,,,,,,
5546553307,2701237892,0,37450470,False,,,path,,26.636,"LINESTRING (12.5690912 55.6614112, 12.5695071 55.6614596)",,,,,,,,
5547801250,3224267820,0,420544790,False,,Islands Brygge,path,,13.786,"LINESTRING (12.564425 55.6547115, 12.5643233 55.6546016)",,,,,,,,
5547801250,5547801251,0,420544790,False,,Islands Brygge,path,,9.105,"LINESTRING (12.564425 55.6547115, 12.5644152 55.6547932)",,,,,,,,
5547801251,5547801250,0,420544790,False,,Islands Brygge,path,,9.105,"LINESTRING (12.5644152 55.6547932, 12.564425 55.6547115)",,,,,,,,
5547801251,5547801252,0,420544790,False,,Islands Brygge,path,,7.464,"LINESTRING (12.5644152 55.6547932, 12.5643553 55.6548512)",,,,,,,,
5547801252,5547801251,0,420544790,False,,Islands Brygge,path,,7.464,"LINESTRING (12.5643553 55.6548512, 12.5644152 55.6547932)",,,,,,,,
5547801252,5547801253,0,420544790,False,,Islands Brygge,path,,5.229,"LINESTRING (12.5643553 55.6548512, 12.5643254 55.6548951)",,,,,,,,
5547801253,5547801252,0,420544790,False,,Islands Brygge,path,,5.229,"LINESTRING (12.5643254 55.6548951, 12.5643553 55.6548512)",,,,,,,,
5547801253,5547801254,0,420544790,False,,Islands Brygge,path,,5.981,"LINESTRING (12.5643254 55.6548951, 12.564373 55.6549417)",,,,,,,,
5547801254,5547801253,0,420544790,False,,Islands Brygge,path,,5.981,"LINESTRING (12.564373 55.6549417, 12.5643254 55.6548951)",,,,,,,,
5547801254,5547801255,0,420544790,False,,Islands Brygge,path,,8.315,"LINESTRING (12.564373 55.6549417, 12.5644954 55.6549704)",,,,,,,,
5547801255,5547801254,0,420544790,False,,Islands Brygge,path,,8.315,"LINESTRING (12.5644954 55.6549704, 12.564373 55.6549417)",,,,,,,,
5547801255,3224267805,0,420544790,False,,Islands Brygge,path,,11.239,"LINESTRING (12.5644954 55.6549704, 12.5646727 55.6549559)",,,,,,,,
5547801256,5547801257,0,420544790,False,,Islands Brygge,path,,8.335,"LINESTRING (12.5641865 55.65448, 12.5641466 55.6544085)",,,,,,,,
5547801256,3224267820,0,420544790,False,,Islands Brygge,path,,16.015,"LINESTRING (12.5641865 55.65448, 12.5643233 55.6546016)",,,,,,,,
5547801257,3224274866,0,420544790,False,,Islands Brygge,path,,8.918,"LINESTRING (12.5641466 55.6544085, 12.5641711 55.6543295)",,,,,,,,
5547801257,5547801256,0,420544790,False,,Islands Brygge,path,,8.335,"LINESTRING (12.5641466 55.6544085, 12.5641865 55.65448)",,,,,,,,
5551484877,2443581644,0,41390909,False,,,path,,6.301,"LINESTRING (12.5823632 55.6308435, 12.5823082 55.6307961)",,,,,,,,
5551484877,2443581645,0,41390909,False,,,path,,4.52,"LINESTRING (12.5823632 55.6308435, 12.5823914 55.6308809)",,,,,,,,
5554357552,17396228,0,3508966,False,,Kanalvej,path,,9.166,"LINESTRING (12.5811708 55.6275849, 12.5811927 55.6276664)",,,,,,,,
5554357552,1579567758,0,3508966,False,,Kanalvej,path,,27.475,"LINESTRING (12.5811708 55.6275849, 12.5811052 55.6273406)",,,,,,,,
5561730062,1029584068,0,88682641,False,,,path,,4.281,"LINESTRING (12.5727013 55.6621336, 12.572665 55.662101)",,,,,,,,
5561730062,8088620,0,88682641,False,,,path,,15.713,"LINESTRING (12.5727013 55.6621336, 12.5728732 55.6622364)",,,,,,,,
5562082322,5562082323,0,37450470,False,,,path,,3.705,"LINESTRING (12.5687484 55.6614172, 12.5686905 55.6614238)",,,,,,,,
5562082322,5546553306,0,37450470,False,,,path,,13.358,"LINESTRING (12.5687484 55.6614172, 12.5689605 55.6614064)",,,,,,,,
5562082323,5562082324,0,37450470,False,,,path,,4.362,"LINESTRING (12.5686905 55.6614238, 12.5686238 55.6614349)",,,,,,,,
5562082323,5562082322,0,37450470,False,,,path,,3.705,"LINESTRING (12.5686905 55.6614238, 12.5687484 55.6614172)",,,,,,,,
5562082324,5562082327,0,37450470,False,,,path,,6.948,"LINESTRING (12.5686238 55.6614349, 12.5685593 55.6613841)",,,,,,,,
5562082324,5562082323,0,37450470,False,,,path,,4.362,"LINESTRING (12.5686238 55.6614349, 12.5686905 55.6614238)",,,,,,,,
5562082325,31828135,0,37450470,False,,,path,,22.053,"LINESTRING (12.568451 55.6612987, 12.5682608 55.6611319)",,,,,,,,
5562082325,7434992308,0,37450470,False,,,path,,6.794,"LINESTRING (12.568451 55.6612987, 12.568514 55.6613484)",,,,,,,,
5564309522,274397466,0,25172042,False,,,path,,36.766,"LINESTRING (12.5705304 55.6565616, 12.5703674 55.6568792)",,,,,,,,
5564309522,274397465,0,25172042,False,,,path,,120.532,"LINESTRING (12.5705304 55.6565616, 12.5714145 55.6555992)",,,,,,,,
5591554752,6060923187,0,111585314,False,,Den grønne kile,path,,8.551,"LINESTRING (12.5523087 55.6502631, 12.5521924 55.6503032)",,,,,,,,
5637216754,4504395163,0,145764206,False,,Dirch Passers Allé,path,,25.385,"LINESTRING (12.5061432 55.6834623, 12.5059873 55.6832516)",,,,,,,,
5637216754,4504394883,0,145764206,False,,Dirch Passers Allé,path,,7.013,"LINESTRING (12.5061432 55.6834623, 12.5061777 55.6835223)",,,,,,,,
5637217528,4504402419,0,145764206,False,,Dirch Passers Allé,path,,22.942,"LINESTRING (12.5063913 55.6839963, 12.5063159 55.6837944)",,,,,,,,
5637217528,1591152799,0,145764206,False,,Dirch Passers Allé,path,,6.012,"LINESTRING (12.5063913 55.6839963, 12.5064111 55.6840492)",,,,,,,,
5650123043,4504394883,0,145764206,False,,Dirch Passers Allé,path,,20.952,"LINESTRING (12.5062742 55.6837027, 12.5061777 55.6835223)",,,,,,,,
5650123043,5650123047,0,145764206,False,,Dirch Passers Allé,path,,6.79,"LINESTRING (12.5062742 55.6837027, 12.5062978 55.6837623)",,,,,,,,
5650123047,5650123043,0,145764206,False,,Dirch Passers Allé,path,,6.79,"LINESTRING (12.5062978 55.6837623, 12.5062742 55.6837027)",,,,,,,,
5650123047,4504402419,0,145764206,False,,Dirch Passers Allé,path,,3.745,"LINESTRING (12.5062978 55.6837623, 12.5063159 55.6837944)",,,,,,,,
5680196987,26154937,0,4314717,False,,,path,,6.407,"LINESTRING (12.5453528 55.7152933, 12.5454389 55.7153244)",,,,,,,,
5699199846,1570026178,0,143484043,False,,,path,,36.616,"LINESTRING (12.6177348 55.662259, 12.6179241 55.6619475)",,,,,,,,
5699199846,4669322441,0,143484043,False,,,path,,27.296,"LINESTRING (12.6177348 55.662259, 12.6175936 55.6624912)",,,,,,,,
5712456754,31269434,0,4850992,False,,,path,,8.377,"LINESTRING (12.5255154 55.7201764, 12.5253822 55.7201833)",,,,,,,,
5712456754,31269433,0,4850992,False,,,path,,10.035,"LINESTRING (12.5255154 55.7201764, 12.5256754 55.7201812)",,,,,,,,
5712456755,25506102,0,4850991,False,,,path,,8.144,"LINESTRING (12.5234961 55.7216743, 12.5236245 55.7216627)",,,,,,,,
5712456755,31269441,0,4850991,False,,,path,,7.279,"LINESTRING (12.5234961 55.7216743, 12.5233823 55.721661)",,,,,,,,
5712456756,31269447,0,128375549,False,,Moseskellet,path,,24.908,"LINESTRING (12.5230225 55.7221902, 12.522887 55.7224008)",,,,,,,,
5712456756,31269443,0,128375549,False,,Moseskellet,path,,25.748,"LINESTRING (12.5230225 55.7221902, 12.5231616 55.7219723)",,,,,,,,
5712456759,31269441,0,4850991,False,,,path,,4.146,"LINESTRING (12.5233195 55.7216492, 12.5233823 55.721661)",,,,,,,,
5712456802,31269410,0,4850992,False,,,path,,18.46,"LINESTRING (12.5289029 55.7194922, 12.5290882 55.7196213)",,,,,,,,
5712456802,31269408,0,4850992,False,,,path,,19.344,"LINESTRING (12.5289029 55.7194922, 12.528692 55.7193651)",,,,,,,,
5792112069,577282347,0,611804043,False,,,path,,15.577,"LINESTRING (12.5867342 55.6615422, 12.5866807 55.6614054)",,,,,,,,
5792112107,327326800,0,143448888,False,,,path,,5.408,"LINESTRING (12.584845 55.6614209, 12.5847601 55.6614294)",,,,,,,,
5792112107,1025491477,0,143448888,False,,,path,,64.015,"LINESTRING (12.584845 55.6614209, 12.5858498 55.66132)",,,,,,,,
5793421456,4449513649,0,611957971,False,,,path,,31.889,"LINESTRING (12.5538392 55.6552556, 12.5536357 55.6555184)",,,,,,,,
5793421456,5793421457,0,611957971,False,,,path,,89.54,"LINESTRING (12.5538392 55.6552556, 12.5551495 55.6549363)",,,,,,,,
5793421457,5793421456,0,611957971,False,,,path,,89.54,"LINESTRING (12.5551495 55.6549363, 12.5538392 55.6552556)",,,,,,,,
5793421457,5937423978,0,611957971,False,,,path,,9.675,"LINESTRING (12.5551495 55.6549363, 12.5551799 55.654851)",,,,,,,,
5793421458,5937423978,0,611957971,False,,,path,,6.227,"LINESTRING (12.5552012 55.6547963, 12.5551799 55.654851)",,,,,,,,
5798220228,1281169880,0,4894454,False,,,path,,22.737,"LINESTRING (12.5716378 55.7044948, 12.5718991 55.7046367)",,,,,,,,
5798220228,31893715,0,4894454,False,,,path,,26.588,"LINESTRING (12.5716378 55.7044948, 12.5713108 55.7043424)",,,,,,,,
5803642233,7001702051,0,613348007,False,,Amerika Plads,path,,28.961,"LINESTRING (12.593658 55.6998945, 12.5937839 55.7001451)",,,,,,,,
5803642233,3669642592,0,613348007,False,,Amerika Plads,path,,13.473,"LINESTRING (12.593658 55.6998945, 12.5934437 55.6998846)",,,,,,,,
5803642246,5803642244,0,613348014,False,,,path,,7.996,"LINESTRING (12.5929995 55.6985175, 12.5928733 55.6985069)",,,,,,,,
5807624977,664688355,0,52178764,False,,,path,,9.795,"LINESTRING (12.5224198 55.7044359, 12.5225412 55.7044914)",,,,,,,,
5807624977,664688339,0,52178764,False,,,path,,4.821,"LINESTRING (12.5224198 55.7044359, 12.5223445 55.704427)",,,,,,,,
5807881095,267703829,0,24626890,False,,,path,,11.861,"LINESTRING (12.5456498 55.7104195, 12.5458389 55.7104248)",,,,,,,,
5807881095,267703821,0,24626890,False,,,path,,12.467,"LINESTRING (12.5456498 55.7104195, 12.5454526 55.7104044)",,,,,,,,
5807881096,267703822,0,24626889,False,,,path,,9.197,"LINESTRING (12.545401 55.7105102, 12.545334 55.7105838)",,,,,,,,
5807881096,267703821,0,24626889,False,,,path,,12.2,"LINESTRING (12.545401 55.7105102, 12.5454526 55.7104044)",,,,,,,,
5810858005,5810858006,0,151467749,False,,Den Grønne Sti,path,,11.82,"LINESTRING (12.5065246 55.6724461, 12.5067131 55.6724462)",,,,,,,,
5810858005,1649489731,0,614280470,True,,Dalgas Boulevard,tertiary,50,10.66,"LINESTRING (12.5065246 55.6724461, 12.5065079 55.6725415)",,,,,,,,
5810858006,5810858007,0,151467749,False,,Den Grønne Sti,path,,6.223,"LINESTRING (12.5067131 55.6724462, 12.5067983 55.6724175)",,,,,,,,
5810858006,5810858005,0,151467749,False,,Den Grønne Sti,path,,11.82,"LINESTRING (12.5067131 55.6724462, 12.5065246 55.6724461)",,,,,,,,
5810858007,5810858008,0,151467749,False,,Den Grønne Sti,path,,3.806,"LINESTRING (12.5067983 55.6724175, 12.5068311 55.6723887)",,,,,,,,
5810858007,5810858006,0,151467749,False,,Den Grønne Sti,path,,6.223,"LINESTRING (12.5067983 55.6724175, 12.5067131 55.6724462)",,,,,,,,
5810858007,1665577101,0,614280469,False,,Den Grønne Sti,path,,9.193,"LINESTRING (12.5067983 55.6724175, 12.5069295 55.6724544)",,,,,,,,
5810858008,5810858009,0,151467749,False,,Den Grønne Sti,path,,14.493,"LINESTRING (12.5068311 55.6723887, 12.5068364 55.6722584)",,,,,,,,
5810858008,5810858007,0,151467749,False,,Den Grønne Sti,path,,3.806,"LINESTRING (12.5068311 55.6723887, 12.5067983 55.6724175)",,,,,,,,
5810858009,5810858008,0,151467749,False,,Den Grønne Sti,path,,14.493,"LINESTRING (12.5068364 55.6722584, 12.5068311 55.6723887)",,,,,,,,
5810858009,2501834444,0,614280471,True,3,Roskildevej,tertiary,50,3.852,"LINESTRING (12.5068364 55.6722584, 12.506775 55.6722595)",,,,,,,,
5843694077,1270978761,0,111585314,False,,Den grønne kile,path,,10.991,"LINESTRING (12.5510819 55.6506179, 12.5509346 55.6506714)",,,,,,,,
5843694077,6060923190,0,111585314,False,,Den grønne kile,path,,32.796,"LINESTRING (12.5510819 55.6506179, 12.5515889 55.6505461)",,,,,,,,
5849799066,31829190,0,55528392,False,,,path,,16.605,"LINESTRING (12.585512 55.6593962, 12.5852674 55.6594533)",,,,,,,,
5849799066,697832764,0,55528392,False,,,path,,65.905,"LINESTRING (12.585512 55.6593962, 12.5864827 55.6591694)",,,,,,,,
5859612938,18165908,0,26444131,False,,,path,,9.825,"LINESTRING (12.5189404 55.6639341, 12.5189463 55.6640224)",,,,,,,,
5859612938,4305565629,0,26444131,False,,,path,,1.569,"LINESTRING (12.5189404 55.6639341, 12.5189395 55.66392)",,,,,,,,
5879572003,5879572004,0,622465173,False,,,path,,12.105,"LINESTRING (12.6189555 55.6688211, 12.6187883 55.6687667)",,,,,,,,
5879572004,5879572003,0,622465173,False,,,path,,12.105,"LINESTRING (12.6187883 55.6687667, 12.6189555 55.6688211)",,,,,,,,
5879572004,5879572005,0,622465173,False,,,path,,7.202,"LINESTRING (12.6187883 55.6687667, 12.6186857 55.6687376)",,,,,,,,
5879572005,5879572004,0,622465173,False,,,path,,7.202,"LINESTRING (12.6186857 55.6687376, 12.6187883 55.6687667)",,,,,,,,
5879572005,5879572006,0,622465173,False,,,path,,12.81,"LINESTRING (12.6186857 55.6687376, 12.6185046 55.6686843)",,,,,,,,
5879572006,5879572005,0,622465173,False,,,path,,12.81,"LINESTRING (12.6185046 55.6686843, 12.6186857 55.6687376)",,,,,,,,
5879572006,5879572007,0,622465173,False,,,path,,11.152,"LINESTRING (12.6185046 55.6686843, 12.6183437 55.6686416)",,,,,,,,
5879572007,5879572006,0,622465173,False,,,path,,11.152,"LINESTRING (12.6183437 55.6686416, 12.6185046 55.6686843)",,,,,,,,
5879572007,5879572008,0,622465173,False,,,path,,8.123,"LINESTRING (12.6183437 55.6686416, 12.6182666 55.6685829)",,,,,,,,
5879572008,5879572007,0,622465173,False,,,path,,8.123,"LINESTRING (12.6182666 55.6685829, 12.6183437 55.6686416)",,,,,,,,
5879572008,5879572009,0,622465173,False,,,path,,12.733,"LINESTRING (12.6182666 55.6685829, 12.6181124 55.6685084)",,,,,,,,
5879572009,783264754,0,62969718,False,,Prags Boulevard,path,,37.159,"LINESTRING (12.6181124 55.6685084, 12.6186775 55.6686089)",,,,,,,,
5879572009,783264752,0,62969718,False,,Prags Boulevard,path,,127.198,"LINESTRING (12.6181124 55.6685084, 12.6162155 55.6681034)",,,,,,,,
5879572009,5879572008,0,622465173,False,,,path,,12.733,"LINESTRING (12.6181124 55.6685084, 12.6182666 55.6685829)",,,,,,,,
5879717722,783264749,0,62969718,False,,Prags Boulevard,path,,56.505,"LINESTRING (12.6149722 55.6678417, 12.6158158 55.6680202)",,,,,,,,
5879717722,783264748,0,62969718,False,,Prags Boulevard,path,,2.372,"LINESTRING (12.6149722 55.6678417, 12.6149368 55.6678342)",,,,,,,,
5929015164,1270978813,0,111585314,False,,Den grønne kile,path,,81.975,"LINESTRING (12.5485429 55.6514127, 12.5472484 55.6515128)",,,,,,,,
5929015164,1270979126,0,111585314,False,,Den grønne kile,path,,25.64,"LINESTRING (12.5485429 55.6514127, 12.5489478 55.6513814)",,,,,,,,
5929775634,7640791618,0,818122052,False,,,path,,29.919,"LINESTRING (12.6272049 55.6641205, 12.6274163 55.6638793)",,,,,,,,
5929775634,3830003460,0,818122052,False,,,path,,3.001,"LINESTRING (12.6272049 55.6641205, 12.6271837 55.6641447)",,,,,,,,
5929775635,3830003459,0,379672392,False,,,path,,81.609,"LINESTRING (12.6255468 55.6640896, 12.6242733 55.663939)",,,,,,,,
5929775635,3830003465,0,628119557,False,,,path,,97.106,"LINESTRING (12.6255468 55.6640896, 12.6270646 55.664262)",,,,,,,,
5930919862,1634144008,0,64057147,False,,,path,,8.86,"LINESTRING (12.6276288 55.6636377, 12.6276915 55.6635663)",,,,,,,,
5930919862,7640791618,0,64057147,False,,,path,,29.989,"LINESTRING (12.6276288 55.6636377, 12.6274163 55.6638793)",,,,,,,,
5937423978,5793421457,0,611957971,False,,,path,,9.675,"LINESTRING (12.5551799 55.654851, 12.5551495 55.6549363)",,,,,,,,
5937423978,5793421458,0,611957971,False,,,path,,6.227,"LINESTRING (12.5551799 55.654851, 12.5552012 55.6547963)",,,,,,,,
5937442411,673974400,0,53264904,False,,,path,,80.954,"LINESTRING (12.5890672 55.6532003, 12.589355 55.65391)",,,,,,,,
5937442411,5937442413,0,53264904,False,,,path,,79.871,"LINESTRING (12.5890672 55.6532003, 12.5887832 55.6525001)",,,,,,,,
5937442413,5937442411,0,53264904,False,,,path,,79.871,"LINESTRING (12.5887832 55.6525001, 12.5890672 55.6532003)",,,,,,,,
5937442413,5937442415,0,53264904,False,,,path,,67.87,"LINESTRING (12.5887832 55.6525001, 12.588542 55.6519051)",,,,,,,,
5937442415,5937442413,0,53264904,False,,,path,,67.87,"LINESTRING (12.588542 55.6519051, 12.5887832 55.6525001)",,,,,,,,
5937442415,673974399,0,53264904,False,,,path,,376.665,"LINESTRING (12.588542 55.6519051, 12.587203 55.648603)",,,,,,,,
5942083436,543377627,0,43268008,False,,,path,,48.023,"LINESTRING (12.5653112 55.6421868, 12.5660711 55.6422378)",,,,,,,,
5942083436,1742816188,0,43268008,False,,,path,,6.886,"LINESTRING (12.5653112 55.6421868, 12.5652028 55.6421964)",,,,,,,,
5987328962,279973476,0,26166595,False,,,service,,53.447,"LINESTRING (12.5652958 55.6162422, 12.5648236 55.6166421)",,,,,,,,
5987328962,279973436,0,26166595,False,,,service,,24.928,"LINESTRING (12.5652958 55.6162422, 12.5653485 55.61602)",,,,,,,,
5987329826,5218005426,0,468066251,False,,,path,,16.059,"LINESTRING (12.5726743 55.6238996, 12.5727462 55.6240382)",,,,,,,,
5987329826,5218005425,0,468066251,False,,,path,,65.71,"LINESTRING (12.5726743 55.6238996, 12.57238 55.6233325)",,,,,,,,
5987329834,5109767484,0,469729405,False,,,path,,24.558,"LINESTRING (12.5712836 55.6240977, 12.5714228 55.6243041)",,,,,,,,
5987329834,4640188057,0,469729405,False,,,path,,69.572,"LINESTRING (12.5712836 55.6240977, 12.5708892 55.623513)",,,,,,,,
6013173688,1281780583,0,24493110,False,,,path,,1.763,"LINESTRING (12.4953435 55.6449771, 12.4953223 55.6449667)",,,,,,,,
6013173688,266331710,0,24493110,False,,,path,,8.361,"LINESTRING (12.4953435 55.6449771, 12.4954553 55.645018)",,,,,,,,
6013173713,266329166,0,24503860,False,,,path,,35.611,"LINESTRING (12.4892736 55.6489623, 12.4898272 55.6490329)",,,,,,,,
6013173713,266329165,0,24503860,False,,,path,,1.163,"LINESTRING (12.4892736 55.6489623, 12.4892554 55.6489603)",,,,,,,,
6040938999,1619442490,0,641461864,False,,,path,,3.838,"LINESTRING (12.6293327 55.6609922, 12.6293187 55.6609586)",,,,,,,,
6040938999,3830002741,0,641461864,False,,,path,,2.958,"LINESTRING (12.6293327 55.6609922, 12.6293326 55.6610188)",,,,,,,,
6040939000,1579405508,0,150491477,False,,,path,,4.465,"LINESTRING (12.6291322 55.6606601, 12.6291082 55.6606979)",,,,,,,,
6040939000,3127283696,0,150491477,False,,,path,,6.041,"LINESTRING (12.6291322 55.6606601, 12.6291985 55.6606207)",,,,,,,,
6060923188,6060923189,0,111585314,False,,Den grønne kile,path,,17.024,"LINESTRING (12.5521441 55.6503199, 12.5519121 55.6503993)",,,,,,,,
6060923188,6060923187,0,111585314,False,,Den grønne kile,path,,3.554,"LINESTRING (12.5521441 55.6503199, 12.5521924 55.6503032)",,,,,,,,
6060923189,6060923190,0,111585314,False,,Den grønne kile,path,,26.032,"LINESTRING (12.5519121 55.6503993, 12.5515889 55.6505461)",,,,,,,,
6060923189,6060923188,0,111585314,False,,Den grønne kile,path,,17.024,"LINESTRING (12.5519121 55.6503993, 12.5521441 55.6503199)",,,,,,,,
6060923190,5843694077,0,111585314,False,,Den grønne kile,path,,32.796,"LINESTRING (12.5515889 55.6505461, 12.5510819 55.6506179)",,,,,,,,
6060923190,6060923189,0,111585314,False,,Den grønne kile,path,,26.032,"LINESTRING (12.5515889 55.6505461, 12.5519121 55.6503993)",,,,,,,,
6065757764,6065757766,0,64057136,False,,,path,,58.488,"LINESTRING (12.6256542 55.662664, 12.6265592 55.6625372)",,,,,,,,
6065757764,6968546758,0,64057136,False,,,path,,52.006,"LINESTRING (12.6256542 55.662664, 12.624848 55.6627733)",,,,,,,,
