u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,width,junction,tunnel,service,area
5486232685,450812117,0,27000814,False,,Hillerødmotorvejen,cycleway,,10.087,"LINESTRING (12.4869195 55.7244467, 12.4870723 55.724418)",,,,,,,,
5490694556,3676767777,0,654282338,True,,Gyldenløvesgade,cycleway,,7.915,"LINESTRING (12.5602658 55.6813201, 12.5601532 55.6813523)",,,,4.25,,,,
5490694560,5680294248,0,596202508,True,,,cycleway,,5.138,"LINESTRING (12.5604794 55.6814058, 12.5604871 55.6813598)",,,,,,,,
5490694560,5490694561,0,654821501,True,,,tertiary_link,50,7.85,"LINESTRING (12.5604794 55.6814058, 12.5603838 55.6813602)",,,,,,,,
5494939597,5238456840,0,555575823,False,,,cycleway,,12.05,"LINESTRING (12.5843082 55.7157475, 12.5842246 55.7158451)",,,,,,,,
5494939597,5238456841,0,555575823,False,,,cycleway,,7.842,"LINESTRING (12.5843082 55.7157475, 12.5843836 55.7156912)",,,,,,,,
5500668168,310477658,0,28272870,False,,,cycleway,,3.354,"LINESTRING (12.4787454 55.664894, 12.4787961 55.6649036)",,,,,,,,
5500668168,310477633,0,28272870,False,,,cycleway,,11.442,"LINESTRING (12.4787454 55.664894, 12.4785636 55.6649026)",,,,,,,,
5500668169,310477633,0,28272870,False,,,cycleway,,14.982,"LINESTRING (12.4783257 55.6649148, 12.4785636 55.6649026)",,,,,,,,
5504104449,3338530920,0,327132810,False,,,cycleway,,3.145,"LINESTRING (12.511915 55.6549408, 12.5118686 55.6549515)",,,,,,,,
5504104449,3338530919,0,327132810,False,,,cycleway,,80.279,"LINESTRING (12.511915 55.6549408, 12.5129683 55.6545308)",,,,,,,,
5531646775,5531646783,0,576857119,False,,,cycleway,,5.53,"LINESTRING (12.4943545 55.6871611, 12.4943321 55.687113)",,,,,,,,
5531646775,5531646777,0,576857119,False,,,cycleway,,15.631,"LINESTRING (12.4943545 55.6871611, 12.4941185 55.6872065)",,,,,,,,
5531646777,5531646775,0,576857119,False,,,cycleway,,15.631,"LINESTRING (12.4941185 55.6872065, 12.4943545 55.6871611)",,,,,,,,
5531646777,5531646785,0,576857119,False,,,cycleway,,98.155,"LINESTRING (12.4941185 55.6872065, 12.4942416 55.6880865)",,,,,,,,
5531646783,5531646775,0,576857119,False,,,cycleway,,5.53,"LINESTRING (12.4943321 55.687113, 12.4943545 55.6871611)",,,,,,,,
5531646785,5531646777,0,576857119,False,,,cycleway,,98.155,"LINESTRING (12.4942416 55.6880865, 12.4941185 55.6872065)",,,,,,,,
5531646785,5531646786,0,576857119,False,,,cycleway,,5.827,"LINESTRING (12.4942416 55.6880865, 12.494242 55.6881389)",,,,,,,,
5545594814,1277430107,0,128454065,False,,Mjølnerparken,cycleway,,73.814,"LINESTRING (12.5420717 55.7028139, 12.5409333 55.7029847)",,,,,,,,
5545594814,1277430717,0,128454065,False,,Mjølnerparken,cycleway,,4.014,"LINESTRING (12.5420717 55.7028139, 12.5421336 55.7028046)",,,,,,,,
5545594814,5545594813,0,578931115,False,,,path,,55.568,"LINESTRING (12.5420717 55.7028139, 12.5423245 55.7032929)",,,,,,,,
5546553305,5562082330,0,429291379,True,,,cycleway,,8.809,"LINESTRING (12.569342 55.661214, 12.5694529 55.6611654)",,,,,,,,
5562082327,4284112474,0,429291379,True,,,cycleway,,9.307,"LINESTRING (12.5685593 55.6613841, 12.5687076 55.6613869)",,,,,,,,
5562082327,7434992308,0,37450470,False,,,path,,4.882,"LINESTRING (12.5685593 55.6613841, 12.568514 55.6613484)",,,,,,,,
5562082327,5562082324,0,37450470,False,,,path,,6.948,"LINESTRING (12.5685593 55.6613841, 12.5686238 55.6614349)",,,,,,,,
5583563211,5583563212,0,584071107,False,,,cycleway,,5.705,"LINESTRING (12.6199916 55.6707606, 12.6199834 55.6707095)",,,,,,,,
5583563212,5583563213,0,584071107,False,,,cycleway,,170.76,"LINESTRING (12.6199834 55.6707095, 12.6211549 55.6693232)",,,,,,,,
5583563212,5583563211,0,584071107,False,,,cycleway,,5.705,"LINESTRING (12.6199834 55.6707095, 12.6199916 55.6707606)",,,,,,,,
5592532135,1371043036,0,3993322,False,,Arresøgade,cycleway,,5.754,"LINESTRING (12.5547616 55.697068, 12.5547686 55.6971196)",,,,,,,,
5592532135,20925441,0,3993322,False,,Arresøgade,cycleway,,13.075,"LINESTRING (12.5547616 55.697068, 12.554553 55.6970705)",,,,,,,,
5632663891,267703834,0,390535279,False,,Lersøstien,cycleway,,4.799,"LINESTRING (12.5467109 55.7101279, 12.5466523 55.7101001)",,,,,,,,
5632663891,26154535,0,589874035,False,,Lersøstien,service,,7.866,"LINESTRING (12.5467109 55.7101279, 12.5468069 55.7101735)",,,,,,,,
5644415799,1364396418,0,307010786,False,,Mimersgade,cycleway,,12.171,"LINESTRING (12.5389067 55.7010976, 12.5390915 55.7011313)",,,,,,,,
5644415799,5644415800,0,307010786,False,,Mimersgade,cycleway,,12.665,"LINESTRING (12.5389067 55.7010976, 12.5387059 55.7011106)",,,,,,,,
5644415800,5644415799,0,307010786,False,,Mimersgade,cycleway,,12.665,"LINESTRING (12.5387059 55.7011106, 12.5389067 55.7010976)",,,,,,,,
5644415800,8078528,0,307010786,False,,Mimersgade,cycleway,,3.102,"LINESTRING (12.5387059 55.7011106, 12.5386567 55.7011075)",,,,,,,,
5646198683,3732162168,0,369428333,True,,,cycleway,,88.059,"LINESTRING (12.6112663 55.6876837, 12.6113125 55.6884752)",,,,,,,,
5658931064,1038547801,0,105783651,False,,,cycleway,,31.529,"LINESTRING (12.4934021 55.6717496, 12.493359 55.6720321)",,,,,,,,
5658931065,1038547879,0,593094623,False,,,cycleway,,31.529,"LINESTRING (12.4930313 55.6717316, 12.4929882 55.6720141)",,,,,,,,
5658931068,1038547879,0,593094623,False,,,cycleway,,1.429,"LINESTRING (12.4929862 55.6720269, 12.4929882 55.6720141)",,,,,,,,
5658931069,1038547801,0,105783651,False,,,cycleway,,1.429,"LINESTRING (12.493357 55.6720449, 12.493359 55.6720321)",,,,,,,,
5663604949,5663604950,0,593758641,True,,,cycleway,,7.106,"LINESTRING (12.4743491 55.6727726, 12.4743027 55.6728309)",,,,,,,,
5663604950,5663604951,0,593758641,True,,,cycleway,,7.37,"LINESTRING (12.4743027 55.6728309, 12.4742749 55.6728953)",,,,,,,,
5663604951,1823323300,0,593758643,False,,,cycleway,,5.457,"LINESTRING (12.4742749 55.6728953, 12.4743435 55.6729255)",,,,,,,,
5677438504,3338572197,0,680393763,False,,,cycleway,,2.38,"LINESTRING (12.5170222 55.6528924, 12.5170212 55.6529138)",,,,,,,,
5677438504,5677482579,0,680393763,False,,,cycleway,,49.611,"LINESTRING (12.5170222 55.6528924, 12.5176701 55.6526366)",,,,,,,,
5677438507,3338572231,0,680393762,False,,,cycleway,,96.154,"LINESTRING (12.5162882 55.6532091, 12.5150443 55.6537143)",,,,,,,,
5677438507,6370739290,0,680393762,False,,,cycleway,,33.482,"LINESTRING (12.5162882 55.6532091, 12.5167225 55.6530341)",,,,,,,,
5677482577,5677482578,0,680393763,False,,,cycleway,,6.281,"LINESTRING (12.5176023 55.6525104, 12.5176227 55.6525657)",,,,,,,,
5677482577,331413079,0,680393763,False,,,cycleway,,12.004,"LINESTRING (12.5176023 55.6525104, 12.5176412 55.6524047)",,,,,,,,
5677482578,1038414595,0,680393763,False,,,cycleway,,4.775,"LINESTRING (12.5176227 55.6525657, 12.5176485 55.6526061)",,,,,,,,
5677482578,5677482577,0,680393763,False,,,cycleway,,6.281,"LINESTRING (12.5176227 55.6525657, 12.5176023 55.6525104)",,,,,,,,
5677482579,5677438504,0,680393763,False,,,cycleway,,49.611,"LINESTRING (12.5176701 55.6526366, 12.5170222 55.6528924)",,,,,,,,
5677482579,1038414595,0,680393763,False,,,cycleway,,3.652,"LINESTRING (12.5176701 55.6526366, 12.5176485 55.6526061)",,,,,,,,
5679998670,31268873,0,33630935,False,,,cycleway,,28.842,"LINESTRING (12.5138816 55.720107, 12.5140655 55.7203448)",,,,,,,,
5679998670,31268872,0,33630935,False,,,cycleway,,26.619,"LINESTRING (12.5138816 55.720107, 12.5137217 55.7198852)",,,,,,,,
5679998677,31268875,0,33630935,False,,,cycleway,,51.051,"LINESTRING (12.5142968 55.7206837, 12.5145456 55.7211209)",,,,,,,,
5679998677,31268873,0,33630935,False,,,cycleway,,40.372,"LINESTRING (12.5142968 55.7206837, 12.5140655 55.7203448)",,,,,,,,
5679998678,31268876,0,33630935,False,,,cycleway,,39.967,"LINESTRING (12.5146802 55.721367, 12.5148127 55.7217186)",,,,,,,,
5679998678,31268875,0,33630935,False,,,cycleway,,28.634,"LINESTRING (12.5146802 55.721367, 12.5145456 55.7211209)",,,,,,,,
5680294243,5680294242,0,654821495,True,,,cycleway,,17.814,"LINESTRING (12.5602283 55.6807663, 12.5603708 55.6806277)",,,,,,,,
5680294244,6949357850,0,742302329,True,,,cycleway,,19.466,"LINESTRING (12.560273 55.6809943, 12.5602389 55.6808203)",,,,,,,,
5680294244,298538850,0,654821496,True,3,Gyldenløvesgade,tertiary,50,13.663,"LINESTRING (12.560273 55.6809943, 12.5604531 55.6809251)",,,,,,,,
5680294245,4927484992,0,654821498,True,,,cycleway,,9.162,"LINESTRING (12.5603205 55.6811925, 12.5603015 55.6811108)",,,,,,,,
5680294246,5423479382,0,654821497,True,,Gyldenløvesgade,cycleway,,3.994,"LINESTRING (12.5604003 55.6812786, 12.5603459 55.6812973)",,,,,,,,
5680294246,5680294245,0,654821498,True,,,cycleway,,10.802,"LINESTRING (12.5604003 55.6812786, 12.5603205 55.6811925)",,,,,,,,
5680294247,5680294246,0,596202508,True,,,cycleway,,3.188,"LINESTRING (12.5604267 55.6813031, 12.5604003 55.6812786)",,,,,,,,
5680294248,5680294247,0,596202508,True,,,cycleway,,7.354,"LINESTRING (12.5604871 55.6813598, 12.5604267 55.6813031)",,,,,,,,
5680633557,26948999,0,29366333,False,,Ruten,cycleway,,22.219,"LINESTRING (12.4881415 55.7156232, 12.4883504 55.7157847)",,,,,,,,
5680633557,3771863381,0,29366333,False,,Ruten,cycleway,,20.226,"LINESTRING (12.4881415 55.7156232, 12.4879586 55.7154733)",,,,,,,,
5680633558,3772002099,0,373773517,True,,,cycleway,,7.178,"LINESTRING (12.4879851 55.7155507, 12.4880067 55.7156141)",,,,,,,,
5680633570,288425351,0,224745530,True,,,cycleway,,5.906,"LINESTRING (12.491208 55.7163609, 12.4912783 55.7163255)",,,,,,,,
5688563746,24954784,0,597460775,True,,,cycleway,,5.35,"LINESTRING (12.5449281 55.70463, 12.5450032 55.7046529)",,,,,,,,
5688563748,5688563750,0,597460774,True,,,cycleway,,4.433,"LINESTRING (12.544418 55.7046093, 12.5443912 55.7045724)",,,,,,,,
5688563749,5688563752,0,597460774,True,,,cycleway,,17.615,"LINESTRING (12.544874 55.7047272, 12.5446299 55.7046486)",,,,,,,,
5688563750,1419568796,0,597460774,True,,,cycleway,,9.778,"LINESTRING (12.5443912 55.7045724, 12.5443296 55.7044916)",,,,,,,,
5688563751,5688563748,0,597460774,True,,,cycleway,,2.579,"LINESTRING (12.5444421 55.7046281, 12.544418 55.7046093)",,,,,,,,
5688563752,7508678339,0,597460774,True,,,cycleway,,10.198,"LINESTRING (12.5446299 55.7046486, 12.5444683 55.7046376)",,,,,,,,
5688563756,5688563746,0,597460775,True,,,cycleway,,31.778,"LINESTRING (12.5444823 55.7044937, 12.5449281 55.70463)",,,,,,,,
5688563757,7508678338,0,597460768,False,,,cycleway,,4.054,"LINESTRING (12.5442872 55.7044238, 12.5443047 55.7044589)",,,,,,,,
5688563757,24954795,0,597460769,False,,,cycleway,,31.031,"LINESTRING (12.5442872 55.7044238, 12.5440733 55.7041721)",,,,,,,,
5688563757,6357743483,0,597460775,True,,,cycleway,,7.339,"LINESTRING (12.5442872 55.7044238, 12.5443777 55.7044657)",,,,,,,,
5688563760,5688563749,0,597460774,True,,,cycleway,,14.807,"LINESTRING (12.5450885 55.7047831, 12.544874 55.7047272)",,,,,,,,
5688563760,4927503278,0,502416562,True,4,Tagensvej,tertiary,50,9.999,"LINESTRING (12.5450885 55.7047831, 12.5452022 55.70472)",,,,,,,,
5688695221,2185668876,0,262676818,True,,,cycleway,,9.711,"LINESTRING (12.5690044 55.6920127, 12.5691591 55.6920078)",,,,2.90,,,,
5691818355,5691818356,0,597926402,True,,,cycleway,,24.063,"LINESTRING (12.5414816 55.6464426, 12.5417446 55.6462851)",,,,,,,,
5691818356,5691818357,0,597926402,True,,,cycleway,,21.851,"LINESTRING (12.5417446 55.6462851, 12.5420108 55.6461584)",,,,,,,,
5691818357,5691818358,0,597926402,True,,,cycleway,,7.546,"LINESTRING (12.5420108 55.6461584, 12.5421295 55.6461475)",,,,,,,,
5691818358,5691818359,0,597926402,True,,,cycleway,,15.215,"LINESTRING (12.5421295 55.6461475, 12.5423601 55.6461898)",,,,,,,,
5691818359,4929146152,0,422789544,True,4,Sjællandsbroen,tertiary,60,15.966,"LINESTRING (12.5423601 55.6461898, 12.542456 55.6460568)",,,,,,,,
5698277209,928203351,0,79519055,False,,,cycleway,,9.207,"LINESTRING (12.5240125 55.6815918, 12.5240592 55.6816703)",,,,,,,,
5698277209,7177366659,0,79519055,False,,,cycleway,,4.868,"LINESTRING (12.5240125 55.6815918, 12.5239883 55.6815502)",,,,,,,,
5698277210,7177366659,0,79519055,False,,,cycleway,,10.94,"LINESTRING (12.5239324 55.681457, 12.5239883 55.6815502)",,,,,,,,
5698277210,924629537,0,79519055,False,,,cycleway,,10.838,"LINESTRING (12.5239324 55.681457, 12.5238774 55.6813646)",,,,,,,,
5706462977,5706462980,0,599955878,False,,,cycleway,,14.304,"LINESTRING (12.5400107 55.6514998, 12.5398874 55.651608)",,,,,,,,
5706462977,2472107031,0,599955878,False,,,cycleway,,13.959,"LINESTRING (12.5400107 55.6514998, 12.5401502 55.651402)",,,,,,,,
5706462977,421425775,0,630489172,True,2,Scandiagade,tertiary,60,3.921,"LINESTRING (12.5400107 55.6514998, 12.5399873 55.6514671)",,,,,,,,
5706462978,6952446658,0,599955878,False,,,cycleway,,12.135,"LINESTRING (12.5396345 55.6517545, 12.5397778 55.6516812)",,,,,,,,
5706462978,2320355926,0,672675018,True,2,Sydhavnsgade,tertiary,60,2.658,"LINESTRING (12.5396345 55.6517545, 12.5396202 55.651777)",,,,,,,,
5706462979,5706462980,0,599955880,False,,,cycleway,,10.601,"LINESTRING (12.5397517 55.6515512, 12.5398874 55.651608)",,,,,,,,
5706462979,1052770943,0,599955880,False,,,cycleway,,8.556,"LINESTRING (12.5397517 55.6515512, 12.5396379 55.6515088)",,,,,,,,
5706462979,6952446660,0,422789563,True,2,Sydhavnsgade,tertiary,60,4.696,"LINESTRING (12.5397517 55.6515512, 12.5397243 55.6515905)",,,,,,,,
5706462980,6952537718,0,599955878,False,,,cycleway,,4.22,"LINESTRING (12.5398874 55.651608, 12.539844 55.651637)",,,,,,,,
5706462980,5706462977,0,599955878,False,,,cycleway,,14.304,"LINESTRING (12.5398874 55.651608, 12.5400107 55.6514998)",,,,,,,,
5706462980,5706462979,0,599955880,False,,,cycleway,,10.601,"LINESTRING (12.5398874 55.651608, 12.5397517 55.6515512)",,,,,,,,
5711295351,5711295352,0,26997083,False,,,cycleway,,5.83,"LINESTRING (12.5848 55.6627075, 12.584709 55.6627182)",,,,,,,,
5711295352,2700735609,0,26997083,False,,,cycleway,,8.648,"LINESTRING (12.584709 55.6627182, 12.5845741 55.6627343)",,,,,,,,
5711295352,5711295351,0,26997083,False,,,cycleway,,5.83,"LINESTRING (12.584709 55.6627182, 12.5848 55.6627075)",,,,,,,,
5711295352,2815315653,0,148894336,True,2,Ørestads Boulevard,tertiary,50,8.444,"LINESTRING (12.584709 55.6627182, 12.5847368 55.6627925)",,,,,,,,
5712420027,5712420046,0,337263219,False,,,cycleway,,38.96,"LINESTRING (12.5335951 55.7252769, 12.5342165 55.7252596)",,,,,,,,
5712420046,5712420027,0,337263219,False,,,cycleway,,38.96,"LINESTRING (12.5342165 55.7252596, 12.5335951 55.7252769)",,,,,,,,
5712420046,1673255613,0,337263219,False,,,cycleway,,8.231,"LINESTRING (12.5342165 55.7252596, 12.5343428 55.7252391)",,,,,,,,
5745215468,26154962,0,4314723,False,,,cycleway,,67.669,"LINESTRING (12.549895 55.7181034, 12.550917 55.717906)",,,,,,,,
5745215468,26154967,0,4314723,False,,,cycleway,,8.407,"LINESTRING (12.549895 55.7181034, 12.5497984 55.7181559)",,,,,,,,
5754863560,4200057994,0,420017674,False,,,cycleway,,14.311,"LINESTRING (12.5687435 55.7099787, 12.5687054 55.7101056)",,,,,,,,
5754863560,4200057993,0,420017674,False,,,cycleway,,1.793,"LINESTRING (12.5687435 55.7099787, 12.5687483 55.7099628)",,,,,,,,
5757212100,4092911577,0,607490187,False,,,cycleway,,57.792,"LINESTRING (12.5409102 55.6964832, 12.5408685 55.695964)",,,,,,,,
5757212100,6278892028,0,607490187,False,,,cycleway,,8.416,"LINESTRING (12.5409102 55.6964832, 12.5409384 55.6965572)",,,,,,,,
5757212101,6278892027,0,607490187,False,,,cycleway,,10.213,"LINESTRING (12.5411352 55.696655, 12.5410021 55.696602)",,,,,,,,
5757212101,5757212102,0,607490187,False,,,cycleway,,17.591,"LINESTRING (12.5411352 55.696655, 12.5413579 55.6967513)",,,,,,,,
5757212102,5757212101,0,607490187,False,,,cycleway,,17.591,"LINESTRING (12.5413579 55.6967513, 12.5411352 55.696655)",,,,,,,,
5757212102,6278892026,0,607490187,False,,,cycleway,,8.885,"LINESTRING (12.5413579 55.6967513, 12.5414212 55.6968228)",,,,,,,,
5757212103,6278892026,0,607490187,False,,,cycleway,,12.346,"LINESTRING (12.5414421 55.6969332, 12.5414212 55.6968228)",,,,,,,,
5757212103,5757212104,0,607490187,False,,,cycleway,,25.204,"LINESTRING (12.5414421 55.6969332, 12.5414862 55.6971585)",,,,,,,,
5757212104,5757212103,0,607490187,False,,,cycleway,,25.204,"LINESTRING (12.5414862 55.6971585, 12.5414421 55.6969332)",,,,,,,,
5757212104,24956250,0,607490187,False,,,cycleway,,17.24,"LINESTRING (12.5414862 55.6971585, 12.5414396 55.6973113)",,,,,,,,
5764140997,2305619297,0,230546355,True,,Frederikssundsvej,cycleway,,3.286,"LINESTRING (12.4591092 55.716162, 12.4591544 55.716147)",,,,,,,,
5764141002,5764141006,0,230546355,True,,Frederikssundsvej,cycleway,,41.489,"LINESTRING (12.4598642 55.7159065, 12.4604153 55.7156995)",,,,,,,,
5764141006,2305623287,0,230546355,True,,Frederikssundsvej,cycleway,,46.436,"LINESTRING (12.4604153 55.7156995, 12.4610322 55.7154679)",,,,,,,,
5764144830,2365455744,0,230546355,True,,Frederikssundsvej,cycleway,,58.576,"LINESTRING (12.462233 55.7150161, 12.4630205 55.714732)",,,,,,,,
5787552420,4306456865,0,611247610,True,,Carlsbergruten,cycleway,,3.622,"LINESTRING (12.5369852 55.6637794, 12.5369351 55.6637632)",,,,,,,,
5787552421,5787552422,0,611247610,True,,Carlsbergruten,cycleway,,33.493,"LINESTRING (12.5375743 55.6637756, 12.5370406 55.6637858)",,,,,,,,
5787552422,5787552420,0,611247610,True,,Carlsbergruten,cycleway,,3.547,"LINESTRING (12.5370406 55.6637858, 12.5369852 55.6637794)",,,,,,,,
5787552423,5787552424,0,611247610,True,,Carlsbergruten,cycleway,,8.953,"LINESTRING (12.5368923 55.6637356, 12.5368032 55.6636727)",,,,,,,,
5787552424,4296995263,0,611247610,True,,Carlsbergruten,cycleway,,5.615,"LINESTRING (12.5368032 55.6636727, 12.536718 55.6636572)",,,,,,,,
5787552425,6886063882,0,430417508,False,,Carlsbergruten,cycleway,,3.531,"LINESTRING (12.5366007 55.6636625, 12.536657 55.6636629)",,,,,,,,
5787552425,6886063878,0,430417508,False,,Carlsbergruten,cycleway,,3.639,"LINESTRING (12.5366007 55.6636625, 12.536543 55.6636591)",,,,,,,,
5787552426,6886063884,0,430417508,False,,Carlsbergruten,cycleway,,3.785,"LINESTRING (12.5362144 55.6635941, 12.5362708 55.6636062)",,,,,,,,
5787552426,4307713881,0,430417508,False,,Carlsbergruten,cycleway,,10.048,"LINESTRING (12.5362144 55.6635941, 12.5360543 55.6635909)",,,,,,,,
5787552427,5894960401,0,374561517,False,,Carlsbergruten,cycleway,,4.741,"LINESTRING (12.534693 55.66361, 12.5347685 55.6636121)",,,,,,,,
5787552427,6886074285,0,374561517,False,,Carlsbergruten,cycleway,,4.124,"LINESTRING (12.534693 55.66361, 12.5346319 55.6635963)",,,,,,,,
5793421441,6960000305,0,611957969,False,,,cycleway,,5.014,"LINESTRING (12.5558093 55.6538362, 12.5558472 55.6537965)",,,,,,,,
5793421441,5793421442,0,611957969,False,,,cycleway,,6.737,"LINESTRING (12.5558093 55.6538362, 12.5557557 55.6538887)",,,,,,,,
5793421442,5793421441,0,611957969,False,,,cycleway,,6.737,"LINESTRING (12.5557557 55.6538887, 12.5558093 55.6538362)",,,,,,,,
5793421442,6041158415,0,611957969,False,,,cycleway,,3.165,"LINESTRING (12.5557557 55.6538887, 12.5557207 55.6539092)",,,,,,,,
5793421443,6960000379,0,611957969,False,,,cycleway,,4.041,"LINESTRING (12.5556231 55.6539435, 12.5556805 55.653927)",,,,,,,,
5793421443,5793421444,0,611957969,False,,,cycleway,,45.525,"LINESTRING (12.5556231 55.6539435, 12.5549578 55.654107)",,,,,,,,
5793421444,5793421443,0,611957969,False,,,cycleway,,45.525,"LINESTRING (12.5549578 55.654107, 12.5556231 55.6539435)",,,,,,,,
5793421444,5793421445,0,611957969,False,,,cycleway,,4.71,"LINESTRING (12.5549578 55.654107, 12.5548919 55.6541273)",,,,,,,,
5793421445,5793421444,0,611957969,False,,,cycleway,,4.71,"LINESTRING (12.5548919 55.6541273, 12.5549578 55.654107)",,,,,,,,
5793421445,6960000384,0,611957969,False,,,cycleway,,3.615,"LINESTRING (12.5548919 55.6541273, 12.5548458 55.6541468)",,,,,,,,
5793421446,6960000384,0,611957969,False,,,cycleway,,3.108,"LINESTRING (12.5548127 55.6541676, 12.5548458 55.6541468)",,,,,,,,
5793421446,6960002685,0,611957969,False,,,cycleway,,3.755,"LINESTRING (12.5548127 55.6541676, 12.5547795 55.6541957)",,,,,,,,
5793421447,6960002685,0,611957969,False,,,cycleway,,3.341,"LINESTRING (12.5547565 55.6542228, 12.5547795 55.6541957)",,,,,,,,
5793421447,6960002686,0,611957969,False,,,cycleway,,3.379,"LINESTRING (12.5547565 55.6542228, 12.5547422 55.6542521)",,,,,,,,
5793421448,6960002686,0,611957969,False,,,cycleway,,3.328,"LINESTRING (12.5547344 55.6542817, 12.5547422 55.6542521)",,,,,,,,
5793421448,6960002687,0,611957969,False,,,cycleway,,3.392,"LINESTRING (12.5547344 55.6542817, 12.5547341 55.6543122)",,,,,,,,
5793421449,6960002687,0,611957969,False,,,cycleway,,4.212,"LINESTRING (12.5547485 55.6543492, 12.5547341 55.6543122)",,,,,,,,
5793421449,5793421450,0,611957969,False,,,cycleway,,57.012,"LINESTRING (12.5547485 55.6543492, 12.5551201 55.6548171)",,,,,,,,
5793421450,5793421449,0,611957969,False,,,cycleway,,57.012,"LINESTRING (12.5551201 55.6548171, 12.5547485 55.6543492)",,,,,,,,
5798220234,6270574893,0,669606484,False,,,cycleway,,9.585,"LINESTRING (12.5706634 55.7046505, 12.5707729 55.7045903)",,,,,,,,
5798220234,4745313113,0,669606484,False,,,cycleway,,3.057,"LINESTRING (12.5706634 55.7046505, 12.5706305 55.7046708)",,,,,,,,
5807624976,7437573910,0,802292003,False,,,cycleway,,3.373,"LINESTRING (12.5218405 55.7045179, 12.5218918 55.7045087)",,,,,,,,
5807624976,7437573908,0,802292003,False,,,cycleway,,8.624,"LINESTRING (12.5218405 55.7045179, 12.5217078 55.7045385)",,,,,,,,
5807624978,7437573908,0,802292003,False,,,cycleway,,25.196,"LINESTRING (12.5213201 55.7045987, 12.5217078 55.7045385)",,,,,,,,
5807624978,323043169,0,802292003,False,,,cycleway,,8.79,"LINESTRING (12.5213201 55.7045987, 12.5211915 55.7046303)",,,,,,,,
5824034045,3679257714,0,652101689,False,,,cycleway,,14.393,"LINESTRING (12.5919196 55.703422, 12.5919386 55.703293)",,,,,,,,
5824034045,3632212273,0,358276118,False,,,path,,27.57,"LINESTRING (12.5919196 55.703422, 12.5918833 55.7036691)",,,,,,,,
5837954917,24996944,0,625571721,False,,,cycleway,,46.877,"LINESTRING (12.5301421 55.7080715, 12.5304318 55.7084602)",,,,,,,,
5837954917,5837954957,0,625571721,False,,,cycleway,,5.692,"LINESTRING (12.5301421 55.7080715, 12.5301141 55.7080228)",,,,,,,,
5837954957,5837954917,0,625571721,False,,,cycleway,,5.692,"LINESTRING (12.5301141 55.7080228, 12.5301421 55.7080715)",,,,,,,,
5837954957,5906432814,0,625749169,False,,,cycleway,,10.867,"LINESTRING (12.5301141 55.7080228, 12.5300576 55.7079304)",,,,,,building_passage,,
5887504172,5887504173,0,834616388,True,,Sluseholmen,cycleway,,90.19,"LINESTRING (12.5456228 55.6436555, 12.5464622 55.6443139)",,,,,,,,
5887504172,118806,0,422789546,True,4,Sjællandsbroen,tertiary,60,8.869,"LINESTRING (12.5456228 55.6436555, 12.5455234 55.6437122)",,,,,,,,
5887504173,7791030641,0,834616388,True,,Sluseholmen,cycleway,,1.531,"LINESTRING (12.5464622 55.6443139, 12.5464712 55.6443267)",,,,,,,,
5887504174,7791030640,0,834616387,True,,Sluseholmen,cycleway,,2.15,"LINESTRING (12.5465293 55.6444093, 12.5465493 55.644425)",,yes,,,,,,
5887504175,5887504176,0,623415200,True,,Sluseholmen,cycleway,,72.377,"LINESTRING (12.5468457 55.6446583, 12.5475297 55.6451824)",,,,,,,,
5887504176,5887504177,0,623415200,True,,Sluseholmen,cycleway,,80.129,"LINESTRING (12.5475297 55.6451824, 12.5482961 55.6457588)",,,,,,,,
5887504177,7611966877,0,623415200,True,,Sluseholmen,cycleway,,3.088,"LINESTRING (12.5482961 55.6457588, 12.5483287 55.6457796)",,,,,,,,
5887504178,5887504179,0,814908410,True,,Sluseholmen,cycleway,,3.518,"LINESTRING (12.5483612 55.6458003, 12.5484149 55.6458094)",,yes,,,,,,
5887504179,5887504180,0,814908410,True,,Sluseholmen,cycleway,,4.066,"LINESTRING (12.5484149 55.6458094, 12.5484712 55.6458275)",,yes,,,,,,
5887504180,7611966878,0,814908410,True,,Sluseholmen,cycleway,,5.162,"LINESTRING (12.5484712 55.6458275, 12.5485161 55.6458664)",,yes,,,,,,
5887504181,5918044202,0,814908409,True,,Sluseholmen,cycleway,,34.862,"LINESTRING (12.5485491 55.6458951, 12.5488743 55.6461493)",,,,,,,,
5887504182,5887504183,0,814908409,True,,Sluseholmen,cycleway,,77.091,"LINESTRING (12.5494504 55.6466593, 12.5501175 55.6472415)",,,,,,,,
5887504183,5887504184,0,623415207,True,,Teglværksbroen,cycleway,,9.241,"LINESTRING (12.5501175 55.6472415, 12.5501949 55.6473122)",,yes,,,,,,
5887504184,5887504885,0,623415207,True,,Teglværksbroen,cycleway,,16.015,"LINESTRING (12.5501949 55.6473122, 12.5502978 55.647444)",,yes,,,,,,
5887504885,6214672620,0,623415207,True,,Teglværksbroen,cycleway,,5.94,"LINESTRING (12.5502978 55.647444, 12.5503488 55.647489)",,yes,,,,,,
5887504886,5887504887,0,623415207,True,,Teglværksbroen,cycleway,,30.418,"LINESTRING (12.5507537 55.6478466, 12.5510114 55.6480783)",,yes,,,,,,
5887504887,5887504935,0,623415207,True,,Teglværksbroen,cycleway,,2.26,"LINESTRING (12.5510114 55.6480783, 12.5510291 55.648096)",,yes,,,,,,
