u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,tunnel,bridge,service,access
631511734,1331803890,0,"[487075584, 118537374]",False,,,Dr. Paul Dudley White Path,cycleway,,,1798.131,"LINESTRING (-71.1318469 42.3715316, -71.1317526 42.3714619, -71.1316625 42.3713942, -71.1314588 42.3712222, -71.1313663 42.371136, -71.1312834 42.3710482, -71.13115860000001 42.3708689, -71.13102139999999 42.3706644, -71.13098100000001 42.3706014, -71.1309464 42.3705259, -71.13092779999999 42.3704851, -71.13090459999999 42.3704375, -71.1308708 42.3703016, -71.130818 42.3701334, -71.1308003 42.3700027, -71.1307868 42.3698942, -71.13078710000001 42.3697635, -71.13080189999999 42.3696346, -71.1308214 42.3695226, -71.1308434 42.3694229, -71.13090769999999 42.3691942, -71.1309426 42.369105, -71.13097310000001 42.3690384, -71.13100590000001 42.3689754, -71.1310282 42.368931, -71.1311121 42.3687784, -71.13120619999999 42.3686388, -71.1313274 42.3684905, -71.1314703 42.3683413, -71.13152909999999 42.3682866, -71.1316917 42.3681461, -71.1317638 42.3680888, -71.1319141 42.3679808, -71.1320317 42.3679048, -71.1323723 42.3677284, -71.1325471 42.3676524, -71.13267999999999 42.3676003, -71.13276999999999 42.3675688, -71.1328899 42.3675358, -71.1329803 42.3675104, -71.1330832 42.3674866, -71.13381269999999 42.3673499, -71.13395989999999 42.3673165, -71.1341024 42.3672779, -71.1342507 42.3672373, -71.13481849999999 42.3670626, -71.13490830000001 42.367038, -71.134985 42.3670153, -71.13518860000001 42.3669466, -71.1352308 42.3669269, -71.1352673 42.366909, -71.13531260000001 42.3668753, -71.1353373 42.3668533, -71.1354197 42.3668271, -71.1355107 42.3667976, -71.135615 42.3667551, -71.1356423 42.3667438, -71.135699 42.3667205, -71.1357929 42.366679, -71.1358788 42.3666322, -71.1359641 42.3665829, -71.1360365 42.3665433, -71.1360942 42.3665017, -71.1361318 42.3664521, -71.1361579 42.3663823, -71.1361702 42.3663443, -71.136184 42.3663075, -71.1362103 42.3662644, -71.13624710000001 42.3662411, -71.1363222 42.3662014, -71.1363944 42.3661543, -71.1364736 42.3661011, -71.13650560000001 42.3660816, -71.13654440000001 42.366059, -71.136578 42.3660315, -71.1366213 42.3659884, -71.13667890000001 42.3659418, -71.1367291 42.3659114, -71.1367916 42.3658824, -71.13686269999999 42.3658576, -71.13693240000001 42.3658219, -71.13698340000001 42.3657853, -71.13702360000001 42.3657367, -71.1371305 42.3655833, -71.137157 42.3655446, -71.13718969999999 42.3654869, -71.137202 42.3654345, -71.13721889999999 42.3653941, -71.1372387 42.3653527, -71.1372586 42.3653262, -71.1372985 42.3653027, -71.1373656 42.365265, -71.13743530000001 42.3652353, -71.1375292 42.3652056, -71.1376137 42.3651729, -71.13766459999999 42.3651333, -71.13768880000001 42.3650837, -71.1377009 42.3650302, -71.1377062 42.3649727, -71.1377035 42.3649143, -71.1377129 42.3648865, -71.13773310000001 42.364846, -71.1377585 42.3648122, -71.1377949 42.3647826, -71.1379154 42.3647528, -71.1380267 42.364722, -71.1381188 42.3646898, -71.1381756 42.3646665, -71.13822519999999 42.3646408, -71.138307 42.3645932, -71.138366 42.3645516, -71.1384224 42.364509, -71.1385028 42.3644406, -71.1385538 42.3644, -71.1386091 42.3643619, -71.1386718 42.3643346, -71.1387294 42.3643159, -71.1388074 42.3642975, -71.13890139999999 42.3642722, -71.1390025 42.3642415, -71.13910250000001 42.3642092, -71.13920659999999 42.3641713, -71.139517 42.3640329, -71.13958529999999 42.3640063, -71.1396486 42.3639854, -71.13971100000001 42.3639659, -71.13978 42.3639458, -71.1398536 42.3639271, -71.1399206 42.3639143, -71.1399772 42.3639102, -71.140035 42.3639095, -71.1400979 42.3639122, -71.14015790000001 42.3639165, -71.1404816 42.363955, -71.1408685 42.3640035, -71.14090849999999 42.3640044, -71.1409453 42.3640011, -71.1409867 42.3639933, -71.1411153 42.3639556, -71.14119460000001 42.3639289, -71.1412697 42.3638977, -71.1414754 42.3637969, -71.141514 42.3637812, -71.14154929999999 42.3637706, -71.14158980000001 42.3637651, -71.1416287 42.3637626, -71.1416672 42.3637649, -71.1417101 42.3637719, -71.14174730000001 42.3637809, -71.1417934 42.363798, -71.1418321 42.3638162, -71.14186429999999 42.3638366, -71.1418948 42.3638599, -71.14191599999999 42.3638829, -71.1419312 42.3639072, -71.1419437 42.3639382, -71.14195839999999 42.3639816, -71.1419695 42.364009, -71.14198279999999 42.364043, -71.1420025 42.3640764, -71.142026 42.3641109, -71.1421332 42.3642553, -71.1422204 42.3643495, -71.1422915 42.3644139, -71.1423303 42.3644376, -71.14238 42.3644485, -71.1424363 42.3644476, -71.1425101 42.3644396, -71.1425758 42.3644248, -71.1426495 42.364401, -71.14273540000001 42.3643693, -71.1428212 42.3643336, -71.1428949 42.364286, -71.1429607 42.3642206, -71.14301829999999 42.3641582, -71.1430867 42.3640779, -71.14313900000001 42.3640116, -71.1431994 42.3639273, -71.14327179999999 42.3638481, -71.1433469 42.3637668, -71.1436771 42.363447, -71.14373929999999 42.3633896, -71.1438124 42.3633301, -71.14386759999999 42.3632923, -71.14393459999999 42.3632669, -71.1440176 42.3632442, -71.1440951 42.3632291, -71.1442555 42.3632019, -71.1444051 42.3631766, -71.1445349 42.3631527, -71.1446026 42.3631398, -71.1446667 42.3631339, -71.14475899999999 42.3631316, -71.1448044 42.3631318)",,,,
631511734,1000492321,0,260531097,False,,,,cycleway,,,36.534,"LINESTRING (-71.1318469 42.3715316, -71.1318709 42.3715754, -71.1318891 42.3716159, -71.13190520000001 42.3716713, -71.1319099 42.3717138, -71.13191500000001 42.3717608, -71.131913 42.3718132, -71.1319033 42.3718523)",,,,
643774837,7637204982,0,"[671635115, 639811999]",False,,,Connect Historic Boston Bicycle Trail,cycleway,,3.1,102.72999999999999,"LINESTRING (-71.05992809999999 42.3663343, -71.0599608 42.3663045, -71.0600115 42.3662583, -71.0602598 42.3661281, -71.0605358 42.3659833, -71.0605171 42.3659646, -71.0604649 42.3659127, -71.0604345 42.3658824, -71.06042530000001 42.3658732, -71.0604541 42.3658601, -71.060483 42.365847, -71.0606715 42.3657607)",,,,
643774837,7644802777,0,8648170,False,1,,Lovejoy Wharf,residential,20 mph,6.8,83.79899999999999,"LINESTRING (-71.05992809999999 42.3663343, -71.06000589999999 42.366409, -71.0601138 42.3665125, -71.06016750000001 42.3665693, -71.06025169999999 42.3666425, -71.0603148 42.3667044, -71.06034579999999 42.3667348, -71.0603649 42.3667515, -71.060551 42.3669308)",,,,
643774837,61350635,0,8648170,False,1,,Lovejoy Wharf,residential,20 mph,6.8,15.96,"LINESTRING (-71.05992809999999 42.3663343, -71.0598948 42.3663019, -71.0598143 42.366218)",,,,
854077402,1334202421,0,260531093,False,,,,cycleway,,,1201.1680000000006,"LINESTRING (-71.1372786 42.3644384, -71.1372265 42.3644276, -71.1371407 42.3644181, -71.1371044 42.3644128, -71.1370933 42.3643991, -71.1369097 42.364444, -71.136387 42.3646065, -71.1363128 42.3646321, -71.1362531 42.3646533, -71.1361488 42.3646928, -71.13606179999999 42.3647275, -71.135994 42.3647501, -71.1356131 42.3648845, -71.1355409 42.3649084, -71.1354745 42.3649288, -71.1348338 42.3651922, -71.1346925 42.3652527, -71.1343923 42.3653807, -71.1343052 42.3654179, -71.1339186 42.3656044, -71.1336767 42.3657233, -71.1334899 42.3658182, -71.13323889999999 42.3659571, -71.13302059999999 42.3660882, -71.1328606 42.3661943, -71.1326131 42.3663651, -71.1324158 42.3665195, -71.13226400000001 42.3666355, -71.1322138 42.3666705, -71.1320434 42.3668232, -71.1319383 42.3669215, -71.131818 42.3670431, -71.1317908 42.3670604, -71.13176199999999 42.3670979, -71.1316556 42.3672144, -71.1315161 42.367368, -71.1314436 42.3674731, -71.1314048 42.3675038, -71.13125460000001 42.3677029, -71.13115929999999 42.3678357, -71.13101450000001 42.3680467, -71.13093739999999 42.3681774, -71.1309072 42.3682241, -71.13084550000001 42.36834, -71.1308066 42.3684272, -71.13074899999999 42.3685491, -71.13069400000001 42.3686779, -71.1306842 42.3687083, -71.1306685 42.3687483, -71.1306269 42.3688473, -71.130588 42.3689583, -71.1305344 42.3691287, -71.1304995 42.3692883, -71.13046730000001 42.3694577, -71.13043380000001 42.3696866, -71.1304191 42.3698154, -71.130415 42.3700235, -71.13041370000001 42.3701889, -71.13041219999999 42.3702735, -71.1304123 42.3703237, -71.1304123 42.3704446, -71.1304191 42.3705575, -71.1304513 42.3707555, -71.1304682 42.3708247, -71.13048070000001 42.370884, -71.1304873 42.3709413, -71.1304906 42.3710086, -71.1304968 42.3711566, -71.1305004 42.3712077, -71.13050939999999 42.3712581, -71.13052399999999 42.3713141, -71.13054219999999 42.3713683, -71.1305619 42.3714293, -71.13059920000001 42.371504, -71.130613 42.3715747, -71.1306403 42.3716635, -71.13067409999999 42.3717524, -71.13070449999999 42.3718167, -71.1307465 42.3718761, -71.1308014 42.3719364, -71.1308669 42.3719919, -71.1309354 42.3720345, -71.13101589999999 42.3720801, -71.1311056 42.3721137, -71.1311982 42.3721396, -71.1312803 42.3721532, -71.1313596 42.3721617, -71.1314422 42.3721662, -71.1315184 42.3721645, -71.13159829999999 42.3721553, -71.1316683 42.3721416)",,,,
894765256,894765429,0,"[75801536, 75801514, 75801516, 75801551]",False,,,Anthony and Dee Dee Marmo Pedestrian Overpass,cycleway,,,154.88799999999998,"LINESTRING (-71.01037410000001 42.3852756, -71.010413 42.3852639, -71.0103443 42.3851427, -71.0107132 42.3850162, -71.0106936 42.3849831, -71.0102917 42.3851292, -71.01001239999999 42.3847103, -71.0099549 42.384624)",,yes,,
894765360,894765444,0,505869384,False,,,,cycleway,,,32.272999999999996,"LINESTRING (-71.0113655 42.3831061, -71.0114181 42.3829749, -71.0114663 42.3828907, -71.0115124 42.3828389)",,,,
894765360,894765379,0,767392331,False,,,,cycleway,,,243.226,"LINESTRING (-71.0113655 42.3831061, -71.01133919999999 42.3829263, -71.01132819999999 42.3828146, -71.01132819999999 42.3827482, -71.01136990000001 42.3824648, -71.0114707 42.3818139, -71.01153650000001 42.3813864, -71.01199080000001 42.381216, -71.01208889999999 42.3811791)",,,,
894765360,1424535772,0,767392331,False,,,,cycleway,,,113.799,"LINESTRING (-71.0113655 42.3831061, -71.01132389999999 42.3832113, -71.01121860000001 42.383417, -71.0112142 42.3834655, -71.0112034 42.3834971, -71.0111016 42.3836564, -71.01099739999999 42.3838073, -71.01096 42.3838508, -71.01091099999999 42.3838945, -71.0108615 42.3839297, -71.0107464 42.3839965)",,,,
894765379,894765360,0,767392331,False,,,,cycleway,,,243.22600000000006,"LINESTRING (-71.01208889999999 42.3811791, -71.01199080000001 42.381216, -71.01153650000001 42.3813864, -71.0114707 42.3818139, -71.01136990000001 42.3824648, -71.01132819999999 42.3827482, -71.01132819999999 42.3828146, -71.01133919999999 42.3829263, -71.0113655 42.3831061)",,,,
894765380,1424535772,0,75801533,False,,,,cycleway,,,25.004,"LINESTRING (-71.0105241 42.3841485, -71.0106871 42.3840246, -71.01072050000001 42.3840072, -71.0107464 42.3839965)",,,,
894765380,894765477,0,75801533,False,,,,cycleway,,,156.34199999999998,"LINESTRING (-71.0105241 42.3841485, -71.0103648 42.3842369, -71.01001580000001 42.3844183, -71.0097791 42.3845232, -71.0094371 42.3846605, -71.00911619999999 42.3847823, -71.0089724 42.3848341, -71.0088877 42.3848596)",,,,
894765380,894765429,0,75801548,False,,,,cycleway,,,73.12400000000001,"LINESTRING (-71.0105241 42.3841485, -71.01040570000001 42.3843007, -71.0102895 42.3844237, -71.0101646 42.3845387, -71.0101098 42.384584, -71.0100522 42.3846068, -71.0100101 42.3846088, -71.00998060000001 42.384612, -71.0099549 42.384624)",,,,
894765429,894765256,0,"[75801536, 75801514, 75801516, 75801551]",False,,,Anthony and Dee Dee Marmo Pedestrian Overpass,cycleway,,,154.88799999999998,"LINESTRING (-71.0099549 42.384624, -71.01001239999999 42.3847103, -71.0102917 42.3851292, -71.0106936 42.3849831, -71.0107132 42.3850162, -71.0103443 42.3851427, -71.010413 42.3852639, -71.01037410000001 42.3852756)",,yes,,
894765429,894765477,0,75801548,False,,,,cycleway,,,93.71800000000002,"LINESTRING (-71.0099549 42.384624, -71.00992309999999 42.3846399, -71.0098993 42.3846596, -71.00987259999999 42.3846731, -71.0097744 42.3847063, -71.0096467 42.3847405, -71.00917250000001 42.3848576, -71.0091024 42.384869, -71.0090252 42.3848762, -71.0089607 42.3848762, -71.0089186 42.384869, -71.0088877 42.3848596)",,,,
894765429,894765380,0,75801548,False,,,,cycleway,,,73.124,"LINESTRING (-71.0099549 42.384624, -71.00998060000001 42.384612, -71.0100101 42.3846088, -71.0100522 42.3846068, -71.0101098 42.384584, -71.0101646 42.3845387, -71.0102895 42.3844237, -71.01040570000001 42.3843007, -71.0105241 42.3841485)",,,,
894765444,894765360,0,505869384,False,,,,cycleway,,,32.272999999999996,"LINESTRING (-71.0115124 42.3828389, -71.0114663 42.3828907, -71.0114181 42.3829749, -71.0113655 42.3831061)",,,,
894765477,894765380,0,75801533,False,,,,cycleway,,,156.34199999999998,"LINESTRING (-71.0088877 42.3848596, -71.0089724 42.3848341, -71.00911619999999 42.3847823, -71.0094371 42.3846605, -71.0097791 42.3845232, -71.01001580000001 42.3844183, -71.0103648 42.3842369, -71.0105241 42.3841485)",,,,
894765477,61584555,0,"[505869385, 75801533]",False,,,,cycleway,,,227.763,"LINESTRING (-71.0088877 42.3848596, -71.0087496 42.3848911, -71.0085813 42.38493, -71.00834450000001 42.384961, -71.00815160000001 42.384974, -71.0079858 42.3849793, -71.0079061 42.3849818, -71.0076729 42.3849766, -71.00749399999999 42.3849598, -71.0073695 42.3849403, -71.0072677 42.3849248, -71.0072064 42.3849274, -71.00714670000001 42.384939, -71.0070924 42.3849623, -71.007052 42.3849934, -71.0070187 42.3850336, -71.0069907 42.3850802, -71.0069661 42.3851463, -71.00695380000001 42.3852486, -71.00693800000001 42.3854326, -71.00692050000001 42.3855491, -71.006854 42.385614)",,,,
894765477,894765429,0,75801548,False,,,,cycleway,,,93.71800000000002,"LINESTRING (-71.0088877 42.3848596, -71.0089186 42.384869, -71.0089607 42.3848762, -71.0090252 42.3848762, -71.0091024 42.384869, -71.00917250000001 42.3848576, -71.0096467 42.3847405, -71.0097744 42.3847063, -71.00987259999999 42.3846731, -71.0098993 42.3846596, -71.00992309999999 42.3846399, -71.0099549 42.384624)",,,,
896277907,1185555263,0,"[637997714, 75916644]",False,,,Boston HarborWalk,cycleway,,,4024.3239999999996,"LINESTRING (-71.0130432 42.3382843, -71.0131197 42.3382791, -71.0131702 42.3382873, -71.0132038 42.3382935, -71.0132385 42.3383021, -71.0132924 42.3383116, -71.0133289 42.3383141, -71.0133637 42.3383124, -71.0134386 42.3383054, -71.013492 42.3382984, -71.0135564 42.3382823, -71.0143499 42.3382785, -71.0144107 42.3382821, -71.0144545 42.3382938, -71.01450440000001 42.338318, -71.0150166 42.3386599, -71.01507429999999 42.3386674, -71.0153715 42.3387001, -71.0156777 42.3387154, -71.0162006 42.3387235, -71.0167362 42.3387132, -71.0174176 42.3386944, -71.0180953 42.3386699, -71.0188704 42.3386184, -71.0194644 42.3385361, -71.01973169999999 42.3384934, -71.0199935 42.3384366, -71.0203063 42.338357, -71.02058460000001 42.3382715, -71.0209682 42.3381347, -71.02127419999999 42.3380025, -71.0215429 42.3378741, -71.021711 42.3377864, -71.021778 42.337748, -71.02199229999999 42.3376153, -71.0220996 42.3375468, -71.0222112 42.3374736, -71.0223144 42.3374085, -71.0223957 42.3373517, -71.02246289999999 42.3373083, -71.0225238 42.3372699, -71.0225848 42.3372588, -71.02264030000001 42.3372243, -71.0228688 42.3370304, -71.0230529 42.3368614, -71.0231465 42.33676, -71.0232269 42.3366741, -71.02332440000001 42.3365479, -71.02340820000001 42.3364234, -71.0234992 42.3362785, -71.0235689 42.3361385, -71.0236238 42.3360075, -71.023657 42.3359038, -71.0236888 42.3357937, -71.02370639999999 42.3356714, -71.0237162 42.3355569, -71.0237133 42.3354053, -71.0237048 42.3352586, -71.02368319999999 42.3351129, -71.0236511 42.3349626, -71.02360210000001 42.3348097, -71.02353309999999 42.3346575, -71.0234669 42.3345162, -71.023387 42.3343792, -71.0233008 42.3342575, -71.02315590000001 42.3340723, -71.02288780000001 42.3337222, -71.0227668 42.3335089, -71.0227257 42.3334577, -71.02267209999999 42.3334101, -71.0226383 42.3333771, -71.0226196 42.3333633, -71.02270849999999 42.3332777, -71.0227841 42.3332038, -71.0228582 42.3331269, -71.0229174 42.3330742, -71.02297489999999 42.3330441, -71.0230387 42.3330233, -71.0231115 42.3330046, -71.0233377 42.3329719, -71.02359389999999 42.3329442, -71.02466320000001 42.3328595, -71.0247184 42.3328535, -71.02477039999999 42.3328451, -71.0250648 42.3327897, -71.0252965 42.3327423, -71.0254372 42.3327267, -71.0256114 42.3327186, -71.0257282 42.3327059, -71.0261785 42.3325935, -71.0265253 42.3324988, -71.0268513 42.3323982, -71.0273021 42.3322537, -71.0277521 42.3320912, -71.02814600000001 42.3319432, -71.02867019999999 42.3317333, -71.02894070000001 42.3316194, -71.0292106 42.3314939, -71.0305185 42.3308505, -71.0310877 42.3305901, -71.03146030000001 42.3304227, -71.0320267 42.3301859, -71.0326366 42.329956, -71.0330045 42.3298276, -71.033174 42.3297732, -71.033399 42.3297009, -71.03395 42.3295205, -71.034217 42.3294479, -71.034488 42.3293816, -71.034707 42.3293415, -71.0349236 42.3293082, -71.0351026 42.3292894, -71.03519780000001 42.32928, -71.0352716 42.329276, -71.035414 42.3292687, -71.03555489999999 42.329265, -71.0356939 42.3292633, -71.0359473 42.329273, -71.0361991 42.329293, -71.0364469 42.3293233, -71.0365693 42.3293417, -71.0367596 42.3293701, -71.0370436 42.3294167, -71.03727960000001 42.3294616, -71.037561 42.3295252, -71.0388385 42.3298365, -71.0391029 42.3298972, -71.0393023 42.3299387, -71.03952 42.3299801, -71.03973480000001 42.3300161, -71.03991480000001 42.3300436, -71.0399982 42.3300547, -71.0401555 42.3300741, -71.0403348 42.3300946, -71.04060080000001 42.3301206, -71.0408465 42.3301446, -71.0411101 42.3301593, -71.0414179 42.3301733, -71.04147930000001 42.3301748, -71.0419289 42.3301772, -71.04237980000001 42.330172, -71.04283820000001 42.3301612, -71.04355820000001 42.3301466, -71.0437215 42.3301423, -71.0438252 42.3301321, -71.04393589999999 42.3301071, -71.04398569999999 42.3300938, -71.0441314 42.3300541, -71.0447515 42.3298722, -71.04484739999999 42.3298395, -71.0449428 42.3298038, -71.045163 42.3297136, -71.04541930000001 42.3295938, -71.045641 42.3294756, -71.0457868 42.3293979, -71.0461641 42.329168, -71.04644709999999 42.3289831, -71.046655 42.3288485, -71.0469039 42.3286613, -71.04713049999999 42.3284654, -71.0472846 42.3283127, -71.0474413 42.3281589, -71.0478258 42.3277446, -71.0478537 42.3277099, -71.0479028 42.3276489, -71.0480517 42.3274458, -71.0482073 42.3272003, -71.0482739 42.3270796, -71.0483084 42.3270129, -71.0483668 42.3269001, -71.0483868 42.3268615, -71.0485027 42.3265906, -71.0485874 42.3263666, -71.04862869999999 42.3262208, -71.0486789 42.3260324, -71.048695 42.325931, -71.0486983 42.3259159, -71.04871060000001 42.3258608, -71.0487206 42.3257954, -71.0487385 42.3256897, -71.0487487 42.3256586, -71.0487528 42.3255975, -71.04877020000001 42.3253472, -71.0487779 42.3251432, -71.0487856 42.3249338, -71.04878239999999 42.3248415, -71.0487808 42.3247963, -71.0487668 42.3244285, -71.0486739 42.3243121)",,,,
896356096,896356269,0,75920555,False,,,,cycleway,,,278.835,"LINESTRING (-71.1430057 42.2618993, -71.1431852 42.261808, -71.14340199999999 42.2617748, -71.14363 42.2617859, -71.1437945 42.2617444, -71.1439477 42.2616725, -71.1440412 42.2615812, -71.1440972 42.2614844, -71.14435140000001 42.2609062, -71.1445421 42.2604884, -71.1446467 42.2603667, -71.14478130000001 42.2602809, -71.14491959999999 42.2602062, -71.1450131 42.2601675)",,,,
896356096,896357048,0,75920555,False,,,,cycleway,,,153.21600000000004,"LINESTRING (-71.1430057 42.2618993, -71.1428824 42.2620708, -71.1428039 42.2622839, -71.14276649999999 42.2624941, -71.1427628 42.2626214, -71.1426992 42.2627265, -71.14268800000001 42.2628427, -71.1427142 42.2629506, -71.14276649999999 42.2630557, -71.14279639999999 42.2632244)",,,,
896356096,61511073,0,802058748,False,,,,cycleway,,,511.183,"LINESTRING (-71.1430057 42.2618993, -71.1428636 42.2617042, -71.14255249999999 42.2615335, -71.1423808 42.2614343, -71.14212329999999 42.2613668, -71.1419731 42.2612477, -71.1421555 42.2605966, -71.1421502 42.2600685, -71.1422467 42.2597549, -71.1423326 42.2595723, -71.1422736 42.2593936, -71.14188729999999 42.2591157, -71.14173169999999 42.2589013, -71.1415976 42.2584963, -71.14149569999999 42.2582502, -71.14143129999999 42.2580179, -71.14133699999999 42.257924)",,,,
896356206,896356492,0,75920531,False,,,,cycleway,,,163.719,"LINESTRING (-71.1403521 42.2643562, -71.1403713 42.2642535, -71.1404407 42.26408, -71.14051000000001 42.2639312, -71.1406033 42.2638427, -71.1406751 42.263717, -71.1407947 42.2635152, -71.1408115 42.263416, -71.1407995 42.2632301, -71.1407445 42.2631327, -71.14060809999999 42.2629964)",,,,
896356206,896356717,0,75920531,False,,,,cycleway,,,98.861,"LINESTRING (-71.1403521 42.2643562, -71.1403665 42.2644394, -71.1404478 42.2645438, -71.14058660000001 42.2648961, -71.14062970000001 42.2650307, -71.14061770000001 42.2651369, -71.14058660000001 42.265206)",,,,
896356206,7502166909,0,802054209,False,,,,cycleway,,,36.207,"LINESTRING (-71.1403521 42.2643562, -71.14014659999999 42.2643641, -71.1399186 42.2643244)",,,,
896356212,896356609,0,75920531,False,,,,cycleway,,,16.196,"LINESTRING (-71.1357105 42.2588263, -71.1355669 42.2587267)",,,,
896356212,896356492,0,75920531,False,,,,cycleway,,,681.876,"LINESTRING (-71.1357105 42.2588263, -71.1358062 42.2588683, -71.1360274 42.2588971, -71.136174 42.2589391, -71.1365239 42.259114, -71.1369515 42.2592888, -71.1370771 42.259373, -71.13729840000001 42.2596098, -71.13754059999999 42.2598488, -71.1376812 42.2600104, -71.13780680000001 42.2603092, -71.13784269999999 42.2604087, -71.1379084 42.2605238, -71.13809089999999 42.2606765, -71.13843780000001 42.2608514, -71.13868600000001 42.260951, -71.13886840000001 42.2609687, -71.1390674 42.2609249, -71.13926840000001 42.2608523, -71.13937369999999 42.2608488, -71.1394622 42.2608735, -71.1395148 42.2609214, -71.1395411 42.261001, -71.1395387 42.2611232, -71.1395579 42.2612436, -71.1396775 42.2614826, -71.13981389999999 42.2617854, -71.1398784 42.2619111, -71.139967 42.2620191, -71.14020379999999 42.2622794, -71.140278 42.2623891, -71.1403043 42.2625078, -71.1403689 42.2626901, -71.14047410000001 42.2628406, -71.14060809999999 42.2629964)",,,,
896356212,7502301900,0,802065896,False,,,,cycleway,,,143.807,"LINESTRING (-71.1357105 42.2588263, -71.1356699 42.2589827, -71.13559480000001 42.2591752, -71.1355063 42.2593678, -71.1354286 42.2595564, -71.13526229999999 42.2597251, -71.1350906 42.259874, -71.13497270000001 42.2599683)",,,,
896356238,7502301900,0,75920531,False,,,,cycleway,,,182.215,"LINESTRING (-71.1337188 42.2587554, -71.13370980000001 42.258855, -71.1337517 42.2590233, -71.1338564 42.2592556, -71.1340149 42.2593663, -71.1342362 42.2594571, -71.134598 42.2596208, -71.1347595 42.2596872, -71.1348313 42.2597558, -71.134912 42.2598709, -71.13497270000001 42.2599683)",,,,
