u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,tunnel,bridge,service,access
1833452911,1833452912,0,8648677,False,,,,cycleway,,,31.907000000000004,"LINESTRING (-71.0646723 42.3696686, -71.0645371 42.3696595, -71.0644485 42.3696571, -71.0643506 42.369664, -71.0642866 42.3696747)",,,,
1833452912,1833452920,0,8648677,False,,,,cycleway,,,24.259999999999998,"LINESTRING (-71.0642866 42.3696747, -71.064125 42.369706, -71.06399810000001 42.3697197)",,,,
1833452912,1833452911,0,8648677,False,,,,cycleway,,,31.907000000000004,"LINESTRING (-71.0642866 42.3696747, -71.0643506 42.369664, -71.0644485 42.3696571, -71.0645371 42.3696595, -71.0646723 42.3696686)",,,,
1833452912,1522565997,0,"[111809673, 138871444, 138871446]",False,,,Miller's River Littoral Way,cycleway,,,366.188,"LINESTRING (-71.0642866 42.3696747, -71.0644179 42.3696943, -71.0645245 42.369714, -71.0646256 42.3697373, -71.06472100000001 42.3697641, -71.0648075 42.3697995, -71.0648707 42.3698305, -71.0649421 42.3698796, -71.0649983 42.3699325, -71.065054 42.3699879, -71.0651094 42.3700548, -71.06518029999999 42.3701754, -71.065218 42.3702355, -71.0652695 42.3702958, -71.0653271 42.3703469, -71.0654114 42.3704008, -71.0655004 42.3704626, -71.0655683 42.3705102, -71.0656348 42.3705704, -71.0657057 42.3706424, -71.0657863 42.3707339, -71.0658305 42.3708204, -71.0658608 42.3709081, -71.0658767 42.3709941, -71.0658845 42.3711108, -71.065879 42.3712059, -71.0658663 42.371308, -71.0658201 42.371458, -71.0657513 42.3716073, -71.0656793 42.3717394, -71.06560380000001 42.3718554, -71.06551399999999 42.3719806, -71.065332 42.3721954, -71.0653191 42.3722646, -71.0653401 42.3723209)",,yes,,
1833452920,981639360,0,"[8648677, 355564010, 94670764, 825298125, 94670765]",False,2,,Water Street,"['cycleway', 'residential']","['20 mph', '10 mph', '15 mph']",,888.025,"LINESTRING (-71.06399810000001 42.3697197, -71.0639023 42.3697271, -71.06380420000001 42.369724, -71.06370699999999 42.3697203, -71.06360410000001 42.3697125, -71.0634998 42.369694, -71.0633586 42.3696511, -71.0632068 42.3695994, -71.06309330000001 42.3695731, -71.0629986 42.3695644, -71.06291969999999 42.3695647, -71.062837 42.3695731, -71.0627557 42.3695937, -71.0626821 42.3696171, -71.0626262 42.3696409, -71.0625623 42.3696806, -71.0625065 42.3697229, -71.06245370000001 42.3697806, -71.062411 42.3698486, -71.0623811 42.3699188, -71.0623873 42.3699847, -71.06238209999999 42.3700509, -71.0623679 42.3701261, -71.062341 42.3701852, -71.0623034 42.3702506, -71.0622551 42.37031, -71.06219609999999 42.3703655, -71.06212910000001 42.3704111, -71.0620414 42.3704554, -71.0619485 42.3704934, -71.06182509999999 42.3705405, -71.0615969 42.3706329, -71.0611023 42.3708344, -71.061029 42.370866, -71.0609449 42.3709041, -71.0605983 42.3710618, -71.06047100000001 42.371119, -71.060373 42.371173, -71.0603448 42.3712296, -71.06032930000001 42.3713088, -71.0603722 42.371388, -71.0603991 42.3714673, -71.060391 42.3715406, -71.0603235 42.3716089, -71.0602504 42.3716434, -71.0601315 42.3716994, -71.0600061 42.3717354, -71.05997290000001 42.3717449, -71.0599421 42.3717429, -71.0596899 42.3718598, -71.0592889 42.3720491, -71.05865780000001 42.3723425, -71.0586036 42.3723676, -71.0585966 42.3723709, -71.0581705 42.3725707, -71.05779029999999 42.3727426, -71.0572578 42.373025, -71.05672269999999 42.3733029, -71.0565751 42.3733813, -71.0565343 42.373403, -71.0564344 42.3734738, -71.05634790000001 42.3736105, -71.0562125 42.3737889, -71.0560911 42.3738855, -71.0560059 42.373935, -71.0559153 42.3739265)",yes,,,
1833452920,1833452912,0,8648677,False,,,,cycleway,,,24.259999999999998,"LINESTRING (-71.06399810000001 42.3697197, -71.064125 42.369706, -71.0642866 42.3696747)",,,,
1833452920,1102764061,0,"[383009884, 172440093]",False,,,,cycleway,,,215.46600000000004,"LINESTRING (-71.06399810000001 42.3697197, -71.06382910000001 42.3698063, -71.06374479999999 42.3698468, -71.06365839999999 42.3698936, -71.06358950000001 42.3699384, -71.0635272 42.3699861, -71.06347030000001 42.3700345, -71.0634031 42.3701023, -71.06334219999999 42.3701528, -71.0632901 42.3701892, -71.0632354 42.3702176, -71.06305570000001 42.3702961, -71.062939 42.3703479, -71.06282330000001 42.3704013, -71.0627003 42.3704598, -71.0625283 42.3705459, -71.0623782 42.3706274, -71.0622465 42.3707051, -71.0621823 42.3707479, -71.06213030000001 42.3707893, -71.0620527 42.3708757, -71.0619624 42.3708378)",,,,
2063993479,2068028151,0,196470843,False,,,,cycleway,,,67.67800000000001,"LINESTRING (-71.0279693 42.3773507, -71.0280001 42.3773702, -71.02844090000001 42.3776482, -71.0285076 42.3776903, -71.02859580000001 42.377746)",,,,
2063993479,2944166160,0,"[765980916, 765980917, 767983541, 768161562, 667459870]",False,,,,cycleway,,,1455.8300000000004,"LINESTRING (-71.0279693 42.3773507, -71.0282777 42.3770863, -71.02835279999999 42.377015, -71.0283984 42.3769654, -71.02849260000001 42.3768514, -71.0285822 42.3767636, -71.0286854 42.3766583, -71.02882990000001 42.3765433, -71.0289101 42.376467, -71.0289915 42.3763836, -71.0290636 42.3763056, -71.0291411 42.3762302, -71.0292242 42.3761648, -71.02931270000001 42.3760975, -71.0293988 42.3760342, -71.0294629 42.3759825, -71.029522 42.3759251, -71.02958630000001 42.3758597, -71.0296561 42.3757864, -71.02975259999999 42.3756933, -71.0298519 42.3756041, -71.02995110000001 42.3755209, -71.0300694 42.3754239, -71.0301499 42.3753684, -71.0301587 42.3753621, -71.0303883 42.3751979, -71.0306645 42.3749908, -71.0307552 42.374929, -71.0308337 42.37486, -71.0308938 42.3748012, -71.03096170000001 42.3747282, -71.0310425 42.374622, -71.0311042 42.3745388, -71.0311888 42.3744481, -71.0312651 42.3743822, -71.0313671 42.3743168, -71.0314636 42.3742435, -71.0315468 42.3741801, -71.03159599999999 42.3741312, -71.0316246 42.3741028, -71.031705 42.3740097, -71.0317909 42.3739185, -71.0318821 42.3738333, -71.0319867 42.3737442, -71.03209080000001 42.3736689, -71.0321986 42.3735896, -71.03228439999999 42.3735143, -71.03237559999999 42.373437, -71.0324504 42.3733682, -71.0325275 42.3733009, -71.0326087 42.373241, -71.03270550000001 42.3731755, -71.032786 42.3731279, -71.0329898 42.3730269, -71.0330998 42.3729773, -71.0331856 42.3729298, -71.0332642 42.3728799, -71.03333189999999 42.3728224, -71.03339579999999 42.3727586, -71.0337095 42.3724311, -71.0337282 42.3724143, -71.0338519 42.3722982, -71.0338647 42.3722863, -71.0338986 42.3722546, -71.0339335 42.3722221, -71.03402060000001 42.3721408, -71.0345561 42.371701, -71.0346875 42.3716059, -71.0348735 42.371481, -71.03500990000001 42.3714064, -71.0351172 42.3713504, -71.0352185 42.3712928, -71.0353176 42.3712377, -71.0354062 42.3711759, -71.0355028 42.3711164, -71.03559919999999 42.3710633, -71.0358166 42.3709262, -71.0358853 42.3708789, -71.0360615 42.3707396, -71.03620189999999 42.3706527, -71.0363655 42.3705735, -71.036485 42.3705076, -71.03690090000001 42.3702494, -71.0370534 42.370153, -71.0371908 42.3700472, -71.0373242 42.3699331, -71.0374587 42.369805, -71.03789519999999 42.3693611, -71.03797830000001 42.369268, -71.0380668 42.369159, -71.0381513 42.3690512, -71.03852910000001 42.3686194, -71.0386086 42.3685209, -71.0389926 42.368036, -71.0390661 42.3679595, -71.0391387 42.3678941, -71.0392207 42.3678202, -71.03926629999999 42.3677727, -71.03930149999999 42.3677273, -71.0393255 42.3676815, -71.0393357 42.3676404, -71.0393454 42.3675865, -71.0393619 42.3675414, -71.0393799 42.3674956)",,,,
2063993479,4502803986,0,"[812876291, 812876292, 812876293, 767392330, 667459870, 667459871]",False,,,,cycleway,,,286.91499999999996,"LINESTRING (-71.0279693 42.3773507, -71.0278577 42.3774428, -71.0278448 42.3774531, -71.02777879999999 42.3775073, -71.0277111 42.377556, -71.02743479999999 42.3777225, -71.02736280000001 42.3777717, -71.02728519999999 42.3778252, -71.0272047 42.3778906, -71.0271135 42.3779619, -71.0270089 42.3780392, -71.02693379999999 42.3781086, -71.0268748 42.3781759, -71.0268045 42.3782733, -71.0267729 42.3783186, -71.0267434 42.3783503, -71.02666019999999 42.3784137, -71.0265931 42.3784414, -71.0265502 42.3784454, -71.02649 42.3784422, -71.0264196 42.3784285, -71.0263619 42.3784127, -71.02621980000001 42.3783555, -71.0261742 42.3783357, -71.0260849 42.3782797, -71.02604580000001 42.3782585, -71.0260036 42.3782556, -71.0259622 42.3782692, -71.02592730000001 42.378291, -71.0258846 42.3783228, -71.0258134 42.3783936, -71.0257812 42.3784226, -71.02573099999999 42.3784692, -71.0256262 42.378571, -71.02549089999999 42.3786994)",,,,conditional=(sunrise-sunset)
2068028151,2063993479,0,196470843,False,,,,cycleway,,,67.678,"LINESTRING (-71.02859580000001 42.377746, -71.0285076 42.3776903, -71.02844090000001 42.3776482, -71.0280001 42.3773702, -71.0279693 42.3773507)",,,,
2068028151,2063699186,0,8640999,False,2,,Bremen Street,tertiary,20 mph,12.2,272.278,"LINESTRING (-71.02859580000001 42.377746, -71.0285749 42.377764, -71.0284973 42.3778307, -71.02806560000001 42.3782016, -71.0279683 42.3782851, -71.0278205 42.3784121, -71.027012 42.3791068, -71.0264347 42.3796027)",,,,
2068028151,61353435,0,8640999,False,2,,Bremen Street,tertiary,20 mph,12.2,1332.7459999999996,"LINESTRING (-71.02859580000001 42.377746, -71.028649 42.3777003, -71.0299043 42.3766218, -71.0313572 42.3753735, -71.03280650000001 42.3741282, -71.0336089 42.3734387, -71.0341851 42.3729437, -71.03426570000001 42.3728744, -71.03433 42.3728192, -71.034617 42.3725726, -71.03473889999999 42.3724678, -71.0347919 42.3724209, -71.0353238 42.3719501, -71.0364264 42.3710186, -71.03650930000001 42.3709467, -71.0365487 42.3709128, -71.0365924 42.3708753, -71.036636 42.3708378, -71.0375777 42.3700292, -71.0378616 42.3697847, -71.0379373 42.3697196, -71.0379853 42.3696725, -71.03799410000001 42.3696632, -71.0380356 42.3696193, -71.0381532 42.3694708, -71.0387645 42.3686991, -71.0388502 42.3685908, -71.0389081 42.3685177)",,,,
2261882102,902922053,0,216866989,False,,,,cycleway,,,21.865,"LINESTRING (-71.03912200000001 42.2871323, -71.03931590000001 42.2869978)",,,,
2261882102,4868431985,0,216866989,False,,,,cycleway,,,201.527,"LINESTRING (-71.03912200000001 42.2871323, -71.0390731 42.2871069, -71.0390177 42.2870837, -71.03896 42.2870646, -71.0388997 42.2870503, -71.0388428 42.2870429, -71.0387825 42.287038, -71.03872339999999 42.2870391, -71.0386669 42.287044, -71.0386077 42.2870538, -71.03855540000001 42.2870679, -71.03850420000001 42.2870855, -71.0384229 42.2871245, -71.0383521 42.2871712, -71.03831030000001 42.2872114, -71.0382743 42.2872559, -71.0382383 42.2873146, -71.038214 42.2873776, -71.03820880000001 42.2874236, -71.0382024 42.2875215, -71.0381963 42.2875689, -71.03818680000001 42.2876133, -71.03816860000001 42.2876581, -71.0381477 42.2876973, -71.0381221 42.287735, -71.0380778 42.2877874, -71.03803000000001 42.2878318, -71.0379483 42.2878941, -71.03789810000001 42.2879392, -71.0378458 42.2880014, -71.0378087 42.2880662, -71.0377902 42.2881083, -71.0377776 42.2881513, -71.03776929999999 42.2881929, -71.0377634 42.2882389)",,,,
2261882102,4868431964,0,495056254,False,,,,cycleway,,,188.06700000000004,"LINESTRING (-71.03912200000001 42.2871323, -71.0391654 42.2871686, -71.0392078 42.2872095, -71.03923380000001 42.287238, -71.0392574 42.2872673, -71.0392749 42.287296, -71.03929340000001 42.2873343, -71.0393065 42.287374, -71.0393114 42.2874079, -71.03931249999999 42.2874439, -71.03930920000001 42.2874791, -71.03929770000001 42.2875282, -71.0392801 42.2875787, -71.0392595 42.2876209, -71.03922559999999 42.2876735, -71.0391936 42.2877117, -71.03915550000001 42.2877487, -71.03911960000001 42.2877771, -71.03907839999999 42.2878041, -71.0390223 42.2878363, -71.03895919999999 42.2878653, -71.0388805 42.2878967, -71.03883279999999 42.2879189, -71.03878589999999 42.2879444, -71.03872459999999 42.2879845, -71.03867839999999 42.2880225, -71.0386441 42.2880563, -71.03861240000001 42.2880948, -71.038586 42.2881352, -71.03856140000001 42.2881823, -71.03854870000001 42.2882157, -71.0385395 42.288249, -71.0385301 42.2882934, -71.038521 42.2883483, -71.03851899999999 42.2884091, -71.0385266 42.2885166, -71.0385363 42.288554)",,,,
2261882125,4868431978,0,216866989,False,,,,cycleway,,,33.507,"LINESTRING (-71.0380976 42.290158, -71.03811589999999 42.2901167, -71.038139 42.2900797, -71.03817220000001 42.2900357, -71.0382066 42.2899999, -71.03830910000001 42.2899033)",,,,
2415024594,7087183739,0,758823981,False,,,,cycleway,,,13.743,"LINESTRING (-71.11774370000001 42.3641161, -71.1175777 42.3641313)",,,,
2415024594,64064710,0,844952134,False,2,,Dr. Paul Dudley White Path,cycleway,,4,20.289,"LINESTRING (-71.11774370000001 42.3641161, -71.11773169999999 42.3641864, -71.1177062 42.3642964)",,,,
2415024594,1292110547,0,"[844952129, 150052469, 844952135]",False,2,,Dr. Paul Dudley White Path,cycleway,,4,2583.926000000001,"LINESTRING (-71.11774370000001 42.3641161, -71.1177701 42.3640962, -71.11777170000001 42.3637834, -71.11774509999999 42.3634435, -71.11769030000001 42.3629366, -71.11738389999999 42.3611337, -71.1173651 42.3610581, -71.1173383 42.3609757, -71.1173837 42.360929, -71.1173107 42.3604874, -71.1172488 42.3600479, -71.1172373 42.3599209, -71.11723360000001 42.3598263, -71.1172352 42.3597351, -71.1172389 42.3596437, -71.1172519 42.3595049, -71.11727329999999 42.3593361, -71.1172936 42.3592322, -71.1173233 42.3591378, -71.117357 42.3590516, -71.11747250000001 42.3587657, -71.11784059999999 42.3578718, -71.1179034 42.3577035, -71.11796099999999 42.3575466, -71.1180313 42.3573409, -71.1180801 42.3571403, -71.1181321 42.3569145, -71.1181667 42.3567343, -71.1181704 42.3567135, -71.1182053 42.3565145, -71.1182165 42.356393, -71.118216 42.3561727, -71.1182158 42.3560466, -71.11820400000001 42.3559434, -71.1181869 42.3558644, -71.11814630000001 42.3557146, -71.1181153 42.3555972, -71.118083 42.3554884, -71.1180631 42.3554295, -71.11801579999999 42.3553153, -71.1179617 42.3551784, -71.1178953 42.355054, -71.1178089 42.3549246, -71.11775400000001 42.3548436, -71.1176701 42.3547371, -71.11758210000001 42.3546389, -71.11735880000001 42.3544168, -71.1172875 42.3543557, -71.1172093 42.3542946, -71.1171234 42.3542296, -71.1170312 42.3541663, -71.1169451 42.3541054, -71.1168194 42.3540316, -71.1165719 42.3538999, -71.11635630000001 42.3537918, -71.1161977 42.3537077, -71.11603909999999 42.3536185, -71.11578040000001 42.3534585, -71.1152836 42.3531847, -71.1150277 42.3530459, -71.11476260000001 42.3528907, -71.1144425 42.3527132, -71.1142631 42.3526186, -71.11402440000001 42.3525071, -71.11380680000001 42.3524186, -71.11370429999999 42.3523814, -71.1135972 42.352345, -71.1134484 42.3522948, -71.1132853 42.3522479, -71.1131302 42.3522109, -71.11302550000001 42.3521858, -71.1129136 42.3521639, -71.1127072 42.3521298, -71.112602 42.3521166, -71.1125187 42.352113, -71.112431 42.3521121, -71.11221430000001 42.3521053, -71.1120272 42.3520985, -71.11187270000001 42.3520907, -71.1117577 42.3520895, -71.1116454 42.3520948, -71.1115602 42.3521055, -71.1114154 42.3521277, -71.11127500000001 42.3521551, -71.1112581 42.3521592, -71.1112447 42.3521638, -71.11120630000001 42.3521902, -71.1111537 42.3522389, -71.11114019999999 42.3522433, -71.1111247 42.3522444, -71.1105858 42.3521999, -71.1105713 42.352199, -71.1105587 42.3521972, -71.1105416 42.3521918, -71.1105264 42.3521839, -71.1105148 42.3521747, -71.1105089 42.3521683, -71.1105056 42.3521577, -71.11050590000001 42.352149, -71.1105092 42.3521332, -71.11052429999999 42.3521027, -71.11053250000001 42.3520828, -71.1105436 42.3520551, -71.1105474 42.3520402, -71.11054900000001 42.3520285, -71.11054729999999 42.3520185, -71.1105412 42.3520101, -71.1105347 42.3520026, -71.1105274 42.3519972, -71.1105163 42.351991, -71.1105002 42.3519847, -71.1104826 42.35198, -71.11046640000001 42.3519769, -71.11042089999999 42.3519686, -71.1103758 42.3519613, -71.11031699999999 42.3519532, -71.1102382 42.3519459, -71.1101575 42.3519414, -71.1100998 42.3519416, -71.1100711 42.3519431, -71.1100474 42.3519443, -71.1099842 42.3519519, -71.1098391 42.3519722, -71.1097779 42.3519789, -71.10972150000001 42.351982, -71.1096596 42.3519785, -71.1094409 42.3519608, -71.1093604 42.3519526, -71.1092664 42.3519434, -71.10920400000001 42.3519294, -71.1090762 42.3518901, -71.1089297 42.3518479, -71.108796 42.3518182, -71.10871299999999 42.3518037, -71.1086263 42.3517923, -71.10850379999999 42.3517782, -71.1084108 42.3517723, -71.1083414 42.3517727, -71.1082772 42.3517741, -71.1080805 42.3517819, -71.1079697 42.3517841, -71.1078839 42.3517841, -71.1077915 42.3517847, -71.107662 42.3517567, -71.1075495 42.351729, -71.10746159999999 42.3517067, -71.1073734 42.351687, -71.10724260000001 42.3516612, -71.1071221 42.3516426, -71.1070067 42.3516267, -71.106737 42.3515963, -71.1066124 42.3515846, -71.1064296 42.3515716, -71.10628509999999 42.351563, -71.1058226 42.3515333, -71.1055095 42.351515, -71.10518690000001 42.3514912, -71.1048778 42.3514674, -71.10455140000001 42.351446, -71.1039664 42.3514083, -71.1035633 42.3513799, -71.1033716 42.3513688, -71.1032551 42.3513597, -71.1031686 42.3513529, -71.1029779 42.3513388, -71.1024657 42.3513008, -71.1022226 42.3512862, -71.10087009999999 42.3511939)",,,,
2464891374,61566791,0,250229054,False,,,,cycleway,,,559.894,"LINESTRING (-71.0458399 42.3087348, -71.0468645 42.3084931, -71.0475081 42.308345, -71.04752790000001 42.3083407, -71.0489216 42.3080385, -71.04904399999999 42.3080171, -71.0490807 42.3080091, -71.04920679999999 42.3079932, -71.0492394 42.3079944, -71.05045939999999 42.3080388, -71.05118090000001 42.3080626, -71.0513292 42.3080675, -71.05136330000001 42.3080686, -71.0522378 42.3080965, -71.0523671 42.3080988, -71.0524303 42.3080966, -71.0524972 42.3080908)",,,,
2563988330,1345141275,0,119816939,False,,,,cycleway,,,9.308,"LINESTRING (-70.9938669 42.391181, -70.99384550000001 42.3912632)",,,,
2563988330,1345141275,1,"[502882684, 631161583]",False,,,,cycleway,,,15.181999999999999,"LINESTRING (-70.9938669 42.391181, -70.99393000000001 42.3912166, -70.99384550000001 42.3912632)",,,,
2563988330,1345141189,0,119816939,False,,,,cycleway,,,14.254,"LINESTRING (-70.9938669 42.391181, -70.99385220000001 42.3911621, -70.993824 42.3911334, -70.9937936 42.3911063, -70.99376549999999 42.3910772)",,,,
2563988341,1345141275,0,119816939,False,,,,cycleway,,,8.523,"LINESTRING (-70.99382 42.3913375, -70.99384550000001 42.3912632)",,,,
2563988341,1345141047,0,119816939,False,,,,cycleway,,,96.98899999999998,"LINESTRING (-70.99382 42.3913375, -70.9938066 42.3913919, -70.993769 42.3915198, -70.9937207 42.3916547, -70.9936586 42.3918702, -70.9936417 42.3919898, -70.99363630000001 42.3920453, -70.9936348 42.3921221, -70.993633 42.3921956)",,,,
2563988341,2563988357,0,631161584,False,,,,cycleway,,,18.051000000000002,"LINESTRING (-70.99382 42.3913375, -70.99383690000001 42.3913936, -70.9939431 42.3914632)",,,,
2563988357,2563988341,0,631161584,False,,,,cycleway,,,18.051000000000002,"LINESTRING (-70.9939431 42.3914632, -70.99383690000001 42.3913936, -70.99382 42.3913375)",,,,
2563988393,1345141047,0,119816939,False,,,,cycleway,,,225.12300000000002,"LINESTRING (-70.9914127 42.3917909, -70.99141539999999 42.3917996, -70.9914423 42.3919502, -70.99145609999999 42.3920374, -70.9914682 42.3920894, -70.9914855 42.3921385, -70.9915013 42.3921775, -70.99152429999999 42.392208, -70.99154470000001 42.3922301, -70.99159299999999 42.3922588, -70.991642 42.3922763, -70.99169929999999 42.3922872, -70.99177210000001 42.3922914, -70.9918711 42.3922798, -70.9920453 42.3922517, -70.9922469 42.3922165, -70.9924291 42.3921911, -70.9925799 42.3921767, -70.9927132 42.3921732, -70.99298520000001 42.3921832, -70.9933413 42.3921919, -70.9935443 42.3921994, -70.993633 42.3921956)",,,,
2563988393,1345141007,0,119816939,False,,,,cycleway,,,616.048,"LINESTRING (-70.9914127 42.3917909, -70.9913511 42.3915897, -70.9913028 42.3914708, -70.9912545 42.3913836, -70.99120619999999 42.3912965, -70.99115260000001 42.3912212, -70.9911165 42.3911863, -70.9910819 42.3911574, -70.99104079999999 42.3911299, -70.9910024 42.3911103, -70.9909662 42.3910936, -70.99091660000001 42.3910825, -70.990872 42.3910744, -70.99081459999999 42.3910746, -70.9907335 42.3910893, -70.9906338 42.3911141, -70.9904437 42.3911728, -70.99023200000001 42.3912316, -70.99016589999999 42.3912538, -70.99010850000001 42.3912616, -70.9900475 42.3912648, -70.9900038 42.3912615, -70.9899633 42.3912545, -70.98993369999999 42.3912403, -70.98991119999999 42.391221, -70.98989899999999 42.3911964, -70.9898946 42.3911616, -70.9899022 42.3911202, -70.9899161 42.391078, -70.9899561 42.3909901, -70.9900619 42.3907579, -70.9901655 42.3905595, -70.990244 42.3904307, -70.9903104 42.3903298, -70.9903954 42.3902135, -70.9904659 42.3901277, -70.99055610000001 42.3900455, -70.9906584 42.3899651, -70.99072339999999 42.3899166, -70.9907991 42.3898797, -70.9908721 42.3898484, -70.9909959 42.3898066, -70.99110899999999 42.3897877, -70.99122060000001 42.3897768, -70.9913779 42.389783, -70.9915012 42.3898073, -70.9915388 42.3898147, -70.9917856 42.3899019, -70.9918608 42.3899429, -70.9920109 42.3900247, -70.9922523 42.3901911, -70.9924776 42.3903496, -70.99269219999999 42.3904763, -70.99277309999999 42.3905214, -70.992875 42.3905781, -70.9931515 42.3907325, -70.9931964 42.3907576, -70.993487 42.3909043)",,,,
2563988393,1345140919,0,249847885,False,,,,cycleway,,,197.74100000000004,"LINESTRING (-70.9914127 42.3917909, -70.99149319999999 42.3917501, -70.9916166 42.3917006, -70.99169980000001 42.3916689, -70.9917827 42.3916479, -70.9918873 42.3916313, -70.9920029 42.3916293, -70.9922739 42.3916292, -70.99242169999999 42.3916202, -70.9925312 42.391607, -70.9926102 42.391594, -70.99270559999999 42.3915746, -70.9928063 42.3915439, -70.9929192 42.3914969, -70.9930075 42.3914578, -70.9930682 42.3914238, -70.9931052 42.3913995, -70.993301 42.391243, -70.99344050000001 42.3911519, -70.9935232 42.3910941)",,,,
2563988393,1345141205,0,"[249847883, 249847885, 119816931]",False,,,,cycleway,,,96.496,"LINESTRING (-70.9914127 42.3917909, -70.9913796 42.3918077, -70.99134599999999 42.3918183, -70.99122730000001 42.3918351, -70.99084329999999 42.3918553, -70.9907851 42.3918508, -70.9906984 42.3918389, -70.990533 42.3918076, -70.99034519999999 42.3917798, -70.9902621 42.3917858)",,yes,,
2567106367,4947820092,0,"[504637169, 504637170]",False,,,,cycleway,,,125.759,"LINESTRING (-71.0533683 42.3066078, -71.0533391 42.3066424, -71.0533324 42.3066543, -71.05332970000001 42.3066692, -71.05333 42.3066831, -71.0533712 42.3068946, -71.0533942 42.3070339, -71.0534122 42.3071772, -71.0534152 42.3072393, -71.0534117 42.3073085, -71.0534048 42.3073702, -71.05339480000001 42.3074248, -71.05338260000001 42.3074724, -71.05337179999999 42.3075123, -71.0533597 42.3075458, -71.05333760000001 42.3075935, -71.0533124 42.307636, -71.0532925 42.3076663, -71.05327149999999 42.307694, -71.0532905 42.3077015)",,,,
2660392444,1331803890,0,763259148,False,,,,cycleway,,,5.069000000000001,"LINESTRING (-71.1448635 42.3631444, -71.1448321 42.3631359, -71.1448044 42.3631318)",,,,
2898366663,1487371396,0,135422587,False,,,,cycleway,,,9.654,"LINESTRING (-70.95364619999999 42.3494956, -70.95359860000001 42.3494911, -70.95355960000001 42.3495336)",,,,
2938560839,6699174008,0,839364669,False,,,,cycleway,,,10.947,"LINESTRING (-71.0409635 42.3684951, -71.0409762 42.3683971)",,,,
2943681352,3437991103,0,290927723,False,,,,cycleway,,,24.821,"LINESTRING (-71.03966339999999 42.3671652, -71.03962370000001 42.3671329, -71.0395841 42.3671128, -71.0395211 42.3670969, -71.0394661 42.3670874, -71.0393942 42.3670897)",,,,
2943681352,5434421053,0,563968043,False,,,,cycleway,,,21.026,"LINESTRING (-71.03966339999999 42.3671652, -71.0397313 42.367255, -71.039833 42.3672973)",,,,
2943681352,2944166160,0,765980917,False,,,,cycleway,,,44.102000000000004,"LINESTRING (-71.03966339999999 42.3671652, -71.0395643 42.3673303, -71.0395271 42.3673786, -71.03948939999999 42.3674142, -71.03941 42.3674663, -71.0393799 42.3674956)",,,,
2944166160,3437991103,0,290927735,False,,,,cycleway,,,48.053,"LINESTRING (-71.0393799 42.3674956, -71.03932349999999 42.3674678, -71.0393579 42.3673368, -71.03937519999999 42.3672396, -71.0393863 42.3671683, -71.0393942 42.3670897)",,,,
2944166160,2943681352,0,765980917,False,,,,cycleway,,,44.102,"LINESTRING (-71.0393799 42.3674956, -71.03941 42.3674663, -71.03948939999999 42.3674142, -71.0395271 42.3673786, -71.0395643 42.3673303, -71.03966339999999 42.3671652)",,,,
