u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,bridge,access,tunnel,service
7502008562,896356717,0,701128996,False,,,,cycleway,,,77.06700000000001,"LINESTRING (-71.1411524 42.2657496, -71.1410826 42.2656186, -71.1409037 42.2654733, -71.14058660000001 42.265206)",,,,
7502008562,7502008564,0,701128996,False,,,,cycleway,,,126.69200000000001,"LINESTRING (-71.1411524 42.2657496, -71.1411015 42.2660133, -71.14105499999999 42.266323, -71.14107730000001 42.2665555, -71.14121419999999 42.2667548, -71.1413348 42.2668096)",,,,
7502008562,7502265795,0,802062383,False,,,,cycleway,,,168.32299999999998,"LINESTRING (-71.1411524 42.2657496, -71.1412543 42.265567, -71.14156010000001 42.2654281, -71.14183370000001 42.2652216, -71.1419892 42.2650033, -71.1421287 42.2647413, -71.1421904 42.264643, -71.142259 42.2645291)",,,,
7502008564,7502008562,0,701128996,False,,,,cycleway,,,126.69200000000001,"LINESTRING (-71.1413348 42.2668096, -71.14121419999999 42.2667548, -71.14107730000001 42.2665555, -71.14105499999999 42.266323, -71.1411015 42.2660133, -71.1411524 42.2657496)",,,,
7502008564,6584507832,0,701128996,False,,,,cycleway,,,194.365,"LINESTRING (-71.1413348 42.2668096, -71.1415654 42.2668175, -71.14175849999999 42.2668398, -71.1422345 42.2668946, -71.14227080000001 42.2670508, -71.1424935 42.267286, -71.1425397 42.2675815, -71.14256570000001 42.2679138)",,,,
7502008564,7502131368,0,802053346,False,,,,cycleway,,,27.450000000000003,"LINESTRING (-71.1413348 42.2668096, -71.141316 42.2669485, -71.1413106 42.2670557)",,,,
7502008572,61434917,0,802036775,False,,,,cycleway,,,60.753,"LINESTRING (-71.144473 42.268596, -71.1448163 42.2686634, -71.145179 42.268572)",,,,
7502008572,7502131376,0,802036775,False,,,,cycleway,,,57.590999999999994,"LINESTRING (-71.144473 42.268596, -71.1440783 42.2684769, -71.1439043 42.2684769, -71.1438124 42.2685054)",,,,
7502008572,7502155291,0,802053348,False,,,,cycleway,,,187.34199999999998,"LINESTRING (-71.144473 42.268596, -71.14470900000001 42.2687448, -71.1448833 42.2689671, -71.1449102 42.2692728, -71.14493160000001 42.2695765, -71.1447814 42.2698345, -71.14451320000001 42.2700687)",,,,
7502131361,896356716,0,75920531,False,,,,cycleway,,,77.798,"LINESTRING (-71.1400482 42.2673216, -71.1400531 42.2672827, -71.14007460000001 42.2671446, -71.1400794 42.2670277, -71.1400938 42.2668153, -71.14013919999999 42.2667055, -71.1401942 42.26664)",,,,
7502131361,896356672,0,75920531,False,,,,cycleway,,,118.78899999999999,"LINESTRING (-71.1400482 42.2673216, -71.14003630000001 42.2674154, -71.1400507 42.267527, -71.1400555 42.2676137, -71.1400411 42.2677005, -71.1400199 42.2677642, -71.1400005 42.2678226, -71.1399981 42.2679112, -71.1400244 42.2680386, -71.1400459 42.2681767, -71.1400435 42.26829, -71.14003870000001 42.2683821)",,,,
7502131361,7502131368,0,802053345,False,,,,cycleway,,,108.83099999999999,"LINESTRING (-71.1400482 42.2673216, -71.14013850000001 42.267276, -71.14033430000001 42.2672224, -71.1406025 42.2671808, -71.14086 42.267153, -71.14111219999999 42.2671093, -71.1413106 42.2670557)",,,,
7502131368,7502131361,0,802053345,False,,,,cycleway,,,108.831,"LINESTRING (-71.1413106 42.2670557, -71.14111219999999 42.2671093, -71.14086 42.267153, -71.1406025 42.2671808, -71.14033430000001 42.2672224, -71.14013850000001 42.267276, -71.1400482 42.2673216)",,,,
7502131368,7502008564,0,802053346,False,,,,cycleway,,,27.450000000000003,"LINESTRING (-71.1413106 42.2670557, -71.141316 42.2669485, -71.1413348 42.2668096)",,,,
7502131368,6584507832,0,802053346,False,,,,cycleway,,,145.596,"LINESTRING (-71.1413106 42.2670557, -71.1414608 42.2671411, -71.1415976 42.2673118, -71.14172910000001 42.2674408, -71.1419812 42.267538, -71.142126 42.2675539, -71.14234329999999 42.267679, -71.14256570000001 42.2679138)",,,,
7502131376,7502008572,0,802036775,False,,,,cycleway,,,57.590999999999994,"LINESTRING (-71.1438124 42.2685054, -71.1439043 42.2684769, -71.1440783 42.2684769, -71.144473 42.268596)",,,,
7502131376,6584507833,0,802036775,False,,,,cycleway,,,75.917,"LINESTRING (-71.1438124 42.2685054, -71.143738 42.2685285, -71.1429504 42.2687487)",,,,
7502131376,7502155291,0,802053347,False,,,,cycleway,,,193.54999999999995,"LINESTRING (-71.1438124 42.2685054, -71.1439848 42.2686198, -71.1442342 42.2689155, -71.1442772 42.2690545, -71.1443281 42.2692966, -71.14444880000001 42.2694772, -71.14457489999999 42.269632, -71.1446124 42.269773, -71.1445829 42.2699417, -71.14451320000001 42.2700687)",,,,
7502155291,7502131376,0,802053347,False,,,,cycleway,,,193.54999999999998,"LINESTRING (-71.14451320000001 42.2700687, -71.1445829 42.2699417, -71.1446124 42.269773, -71.14457489999999 42.269632, -71.14444880000001 42.2694772, -71.1443281 42.2692966, -71.1442772 42.2690545, -71.1442342 42.2689155, -71.1439848 42.2686198, -71.1438124 42.2685054)",,,,
7502155291,7502008572,0,802053348,False,,,,cycleway,,,187.342,"LINESTRING (-71.14451320000001 42.2700687, -71.1447814 42.2698345, -71.14493160000001 42.2695765, -71.1449102 42.2692728, -71.1448833 42.2689671, -71.14470900000001 42.2687448, -71.144473 42.268596)",,,,
7502155291,7502155300,0,802053348,False,,,,cycleway,,,288.579,"LINESTRING (-71.14451320000001 42.2700687, -71.1440894 42.2702156, -71.1437407 42.2702592, -71.1433759 42.2707753, -71.1432767 42.2709718, -71.14309160000001 42.2714263, -71.1429495 42.2715533, -71.14285289999999 42.2716406, -71.14272680000001 42.2716565, -71.1425766 42.2716307, -71.14229400000001 42.2715259)",,,,
7502155300,6584507833,0,701128996,False,,,,cycleway,,,318.57399999999996,"LINESTRING (-71.14229400000001 42.2715259, -71.1424774 42.2712913, -71.142574 42.2711087, -71.1426598 42.2708348, -71.1426866 42.2704458, -71.1428368 42.2698821, -71.14298700000001 42.2694494, -71.1430246 42.26912, -71.1429504 42.2687487)",,,,
7502155300,7502155336,0,701128996,False,,,,cycleway,,,143.69400000000002,"LINESTRING (-71.14229400000001 42.2715259, -71.1421019 42.2717716, -71.1418498 42.2721725, -71.1417452 42.2722618, -71.1415789 42.2722857, -71.14134009999999 42.2722757, -71.14116850000001 42.2723472)",,,,
7502155300,7502155291,0,802053348,False,,,,cycleway,,,288.579,"LINESTRING (-71.14229400000001 42.2715259, -71.1425766 42.2716307, -71.14272680000001 42.2716565, -71.14285289999999 42.2716406, -71.1429495 42.2715533, -71.14309160000001 42.2714263, -71.1432767 42.2709718, -71.1433759 42.2707753, -71.1437407 42.2702592, -71.1440894 42.2702156, -71.14451320000001 42.2700687)",,,,
7502155301,896356672,0,75920531,False,,,,cycleway,,,392.874,"LINESTRING (-71.1401216 42.271728, -71.14011929999999 42.2716238, -71.1401086 42.2714912, -71.140078 42.2713995, -71.1400718 42.2713134, -71.14010709999999 42.2712363, -71.14014229999999 42.2711253, -71.1402204 42.2708704, -71.14027400000001 42.2707219, -71.1402755 42.2706744, -71.1402602 42.2705848, -71.14025100000001 42.2704206, -71.140277 42.2702019, -71.1403143 42.2700368, -71.1403593 42.2698373, -71.1404167 42.2697222, -71.1404813 42.2696603, -71.14057459999999 42.269593, -71.14062970000001 42.2695257, -71.1406368 42.2694744, -71.14061529999999 42.2694018, -71.14053869999999 42.2693009, -71.1404191 42.2691716, -71.1403474 42.2690513, -71.14025169999999 42.2687963, -71.14003870000001 42.2683821)",,,,
7502155301,896356275,0,75920531,False,,,,cycleway,,,199.726,"LINESTRING (-71.1401216 42.271728, -71.1401254 42.2718946, -71.14013 42.2722299, -71.1401178 42.2724293, -71.1400749 42.2729029, -71.14005040000001 42.2731499, -71.14005040000001 42.2733413, -71.1400718 42.2735215)",,,,
7502155301,7502301703,0,802053349,False,,,,cycleway,,,1407.9430000000004,"LINESTRING (-71.1401216 42.271728, -71.13985150000001 42.2717756, -71.1395404 42.2717021, -71.13939019999999 42.2716863, -71.13924799999999 42.271855, -71.13918099999999 42.271984, -71.1393446 42.2721666, -71.1392936 42.2723412, -71.1390978 42.2724266, -71.1389959 42.2723452, -71.1390442 42.2722043, -71.13890739999999 42.2720634, -71.13873030000001 42.2720356, -71.1386418 42.2718847, -71.13862570000001 42.2717518, -71.1384031 42.2717141, -71.1383709 42.2716228, -71.13842990000001 42.2715553, -71.13859890000001 42.271585, -71.1387759 42.2716863, -71.1388671 42.2716585, -71.1388591 42.271591, -71.1387545 42.2715156, -71.1387008 42.2714223, -71.1387223 42.271337, -71.1386418 42.2712595, -71.1384729 42.2713528, -71.13832530000001 42.2713766, -71.13820459999999 42.2715553, -71.1381885 42.2717815, -71.13809999999999 42.2719105, -71.13798199999999 42.2718649, -71.1379713 42.2717141, -71.13796859999999 42.2716168, -71.13781040000001 42.271597, -71.1375877 42.2716009, -71.13743220000001 42.2715275, -71.1373866 42.2714144, -71.1375931 42.2712754, -71.1378694 42.2712615, -71.13801960000001 42.2712337, -71.1380518 42.2711186, -71.13796859999999 42.270942, -71.1379525 42.2707137, -71.1381188 42.2705609, -71.1383495 42.2705093, -71.1384809 42.2704537, -71.1385238 42.2703366, -71.13848900000001 42.2702275, -71.13859359999999 42.2700588, -71.13860699999999 42.269902, -71.1385587 42.2697908, -71.1385185 42.269509, -71.13830660000001 42.2694137, -71.1380008 42.2693919, -71.1378533 42.2692986, -71.1377916 42.2691636, -71.1376655 42.2690961, -71.13769499999999 42.2690187, -71.13794710000001 42.2690306, -71.1381939 42.2691279, -71.1383414 42.2692668, -71.1386016 42.2693105, -71.13862039999999 42.2691696, -71.1384675 42.2690445, -71.1384541 42.2689115, -71.13853450000001 42.2687805, -71.1387438 42.2686615, -71.13878939999999 42.268586, -71.1387223 42.2684392, -71.1386713 42.268197, -71.1386365 42.268068, -71.1387089 42.2680005, -71.1388752 42.2681533, -71.13899859999999 42.2683062, -71.1391756 42.2684292, -71.1392668 42.2683975, -71.1392748 42.2682982, -71.13908979999999 42.2681037, -71.138902 42.2679846, -71.13881619999999 42.2678715, -71.1390308 42.2678755, -71.1392024 42.267929, -71.1393873 42.2677823)",,,,
7502155301,7502155336,0,802053349,False,,,,cycleway,,,192.379,"LINESTRING (-71.1401216 42.271728, -71.14029410000001 42.2716287, -71.1403048 42.2714937, -71.14038530000001 42.2714382, -71.140506 42.2714918, -71.14084130000001 42.2717041, -71.1410746 42.2717736, -71.14108 42.2718212, -71.1409432 42.2718887, -71.14091639999999 42.2719383, -71.14114170000001 42.2720356, -71.1411712 42.2720971, -71.14118190000001 42.2721586, -71.1411524 42.2722559, -71.14116850000001 42.2723472)",,,,
7502155336,7502155300,0,701128996,False,,,,cycleway,,,143.694,"LINESTRING (-71.14116850000001 42.2723472, -71.14134009999999 42.2722757, -71.1415789 42.2722857, -71.1417452 42.2722618, -71.1418498 42.2721725, -71.1421019 42.2717716, -71.14229400000001 42.2715259)",,,,
7502155336,7502155341,0,701128996,False,,,,cycleway,,,112.43400000000001,"LINESTRING (-71.14116850000001 42.2723472, -71.1409968 42.2723908, -71.14083050000001 42.2724702, -71.1407554 42.2726528, -71.1407608 42.2730498, -71.1407179 42.2731887)",,,,
7502155336,7502155341,1,802053349,False,,,,cycleway,,,143.561,"LINESTRING (-71.14116850000001 42.2723472, -71.1412624 42.2724305, -71.1413831 42.2724345, -71.1414501 42.2724802, -71.141434 42.2725615, -71.14136430000001 42.2726449, -71.141198 42.2727342, -71.1409539 42.2727362, -71.14091639999999 42.2727957, -71.14092979999999 42.2729585, -71.1408761 42.2730656, -71.1407179 42.2731887)",,,,
7502155336,7502155301,0,802053349,False,,,,cycleway,,,192.379,"LINESTRING (-71.14116850000001 42.2723472, -71.1411524 42.2722559, -71.14118190000001 42.2721586, -71.1411712 42.2720971, -71.14114170000001 42.2720356, -71.14091639999999 42.2719383, -71.1409432 42.2718887, -71.14108 42.2718212, -71.1410746 42.2717736, -71.14084130000001 42.2717041, -71.140506 42.2714918, -71.14038530000001 42.2714382, -71.1403048 42.2714937, -71.14029410000001 42.2716287, -71.1401216 42.271728)",,,,
7502155341,7502155336,0,701128996,False,,,,cycleway,,,112.434,"LINESTRING (-71.1407179 42.2731887, -71.1407608 42.2730498, -71.1407554 42.2726528, -71.14083050000001 42.2724702, -71.1409968 42.2723908, -71.14116850000001 42.2723472)",,,,
7502155341,7502155336,1,802053349,False,,,,cycleway,,,143.561,"LINESTRING (-71.1407179 42.2731887, -71.1408761 42.2730656, -71.14092979999999 42.2729585, -71.14091639999999 42.2727957, -71.1409539 42.2727362, -71.141198 42.2727342, -71.14136430000001 42.2726449, -71.141434 42.2725615, -71.1414501 42.2724802, -71.1413831 42.2724345, -71.1412624 42.2724305, -71.14116850000001 42.2723472)",,,,
7502155341,896356275,0,701128996,False,,,,cycleway,,,66.842,"LINESTRING (-71.1407179 42.2731887, -71.1404228 42.2734308, -71.1400718 42.2735215)",,,,
7502166895,896356434,0,75920531,False,,,,cycleway,,,225.178,"LINESTRING (-71.1367891 42.2642175, -71.13696640000001 42.2646602, -71.13726250000001 42.2652931, -71.1374599 42.2656893, -71.1376154 42.265915, -71.1377739 42.2660987)",,,,
7502166895,896356656,0,75920531,False,,,,cycleway,,,386.931,"LINESTRING (-71.1367891 42.2642175, -71.1367422 42.2641003, -71.1366076 42.2637551, -71.1365089 42.2635205, -71.13633249999999 42.2632151, -71.13619490000001 42.2629428, -71.1360962 42.2627946, -71.1359856 42.2626131, -71.1359258 42.2625135, -71.1359317 42.2623674, -71.1359764 42.2622403, -71.13600649999999 42.262155, -71.13608429999999 42.2619226, -71.13612310000001 42.2616371, -71.1362099 42.2613848, -71.1362398 42.2612409, -71.13624280000001 42.2611347, -71.1361979 42.2610639, -71.13615009999999 42.2610174, -71.1360245 42.2609488)",,,,
7502166895,7502166946,0,802054207,False,,,,cycleway,,,108.68900000000001,"LINESTRING (-71.1367891 42.2642175, -71.1370969 42.2643324, -71.1373383 42.2644515, -71.13760379999999 42.2644495, -71.13781299999999 42.2645011, -71.13800879999999 42.2645309)",,,,
7502166909,7502166947,0,802054209,False,,,,cycleway,,,155.245,"LINESTRING (-71.1399186 42.2643244, -71.1397308 42.2643205, -71.1394411 42.2644316, -71.13915679999999 42.2644713, -71.1390854 42.2644937, -71.1388779 42.2645587, -71.1386365 42.2647294, -71.138379 42.2647413, -71.13820200000001 42.2646937)",,,,
7502166909,896356206,0,802054209,False,,,,cycleway,,,36.207,"LINESTRING (-71.1399186 42.2643244, -71.14014659999999 42.2643641, -71.1403521 42.2643562)",,,,
7502166909,7502166957,0,802054212,False,,,,cycleway,,,261.85599999999994,"LINESTRING (-71.1399186 42.2643244, -71.1400232 42.26439, -71.1400795 42.2644674, -71.14008219999999 42.2645686, -71.1399534 42.2646043, -71.13979519999999 42.2645765, -71.1396852 42.26465, -71.1396235 42.2647671, -71.1395109 42.2648127, -71.1393741 42.2647949, -71.1392453 42.2648584, -71.1391059 42.264912, -71.1390147 42.2648802, -71.1390112 42.264823, -71.1390093 42.2647909, -71.1389664 42.2647155, -71.13888590000001 42.2647095, -71.1388189 42.2647949, -71.1387974 42.26491, -71.1388591 42.2649636, -71.1390013 42.2650311, -71.1390549 42.2651045, -71.139122 42.2652375, -71.139138 42.2653586, -71.13922119999999 42.2654559)",,,,
7502166935,896356492,0,802054210,False,,,,cycleway,,,193.695,"LINESTRING (-71.13851579999999 42.2623871, -71.1386043 42.2624109, -71.13871690000001 42.2625181, -71.13880810000001 42.2626054, -71.13898519999999 42.2627325, -71.1392534 42.2628, -71.1393911 42.2628152, -71.13961279999999 42.2628397, -71.1399669 42.2628595, -71.1401063 42.2629191, -71.14034239999999 42.2629826, -71.14060809999999 42.2629964)",,,,
7502166935,896356656,0,802054211,False,,,,cycleway,,,314.316,"LINESTRING (-71.13851579999999 42.2623871, -71.1384541 42.2623236, -71.138261 42.2622402, -71.13792840000001 42.2621687, -71.13771920000001 42.2620893, -71.1375743 42.2619464, -71.1375314 42.261736, -71.13749919999999 42.2616288, -71.1374027 42.2615534, -71.1372685 42.2614343, -71.13717200000001 42.2613549, -71.137113 42.2612397, -71.1369574 42.2610095, -71.1366677 42.2607395, -71.1365081 42.2607087, -71.1362869 42.2608665, -71.1360245 42.2609488)",,,,
7502166935,7502166946,0,802054211,False,,,,cycleway,,,259.80999999999995,"LINESTRING (-71.13851579999999 42.2623871, -71.1384434 42.2625419, -71.1382502 42.2627087, -71.1379927 42.2628913, -71.13795519999999 42.2630421, -71.137919 42.2632486, -71.1378425 42.2634669, -71.1378904 42.2635556, -71.13791759999999 42.2636059, -71.1379666 42.2637248, -71.1379927 42.2637885, -71.1380357 42.2640863, -71.1379445 42.2644316, -71.13800879999999 42.2645309)",,,,
7502166946,7502166947,0,802054211,False,,,,cycleway,,,24.093,"LINESTRING (-71.13800879999999 42.2645309, -71.13820200000001 42.2646937)",,,,
7502166946,7502166895,0,802054207,False,,,,cycleway,,,108.68900000000001,"LINESTRING (-71.13800879999999 42.2645309, -71.13781299999999 42.2645011, -71.13760379999999 42.2644495, -71.1373383 42.2644515, -71.1370969 42.2643324, -71.1367891 42.2642175)",,,,
7502166946,7502166935,0,802054211,False,,,,cycleway,,,259.81,"LINESTRING (-71.13800879999999 42.2645309, -71.1379445 42.2644316, -71.1380357 42.2640863, -71.1379927 42.2637885, -71.1379666 42.2637248, -71.13791759999999 42.2636059, -71.1378904 42.2635556, -71.1378425 42.2634669, -71.137919 42.2632486, -71.13795519999999 42.2630421, -71.1379927 42.2628913, -71.1382502 42.2627087, -71.1384434 42.2625419, -71.13851579999999 42.2623871)",,,,
7502166947,7502166946,0,802054211,False,,,,cycleway,,,24.093,"LINESTRING (-71.13820200000001 42.2646937, -71.13800879999999 42.2645309)",,,,
7502166947,7502166909,0,802054209,False,,,,cycleway,,,155.245,"LINESTRING (-71.13820200000001 42.2646937, -71.138379 42.2647413, -71.1386365 42.2647294, -71.1388779 42.2645587, -71.1390854 42.2644937, -71.13915679999999 42.2644713, -71.1394411 42.2644316, -71.1397308 42.2643205, -71.1399186 42.2643244)",,,,
7502166947,7502166950,0,802054211,False,,,,cycleway,,,94.39,"LINESTRING (-71.13820200000001 42.2646937, -71.1382395 42.2649199, -71.13841119999999 42.2652693, -71.13858279999999 42.2654837)",,,,
7502166950,896356434,0,802054208,False,,,,cycleway,,,96.434,"LINESTRING (-71.13858279999999 42.2654837, -71.1384219 42.2656544, -71.1382073 42.2658449, -71.1379927 42.2659442, -71.1377739 42.2660987)",,,,
7502166950,896356580,0,802054208,False,,,,cycleway,,,211.237,"LINESTRING (-71.13858279999999 42.2654837, -71.1385667 42.2656127, -71.1386043 42.2657417, -71.1386177 42.2658449, -71.13854259999999 42.2659382, -71.138497 42.2660355, -71.13850239999999 42.2660791, -71.1383522 42.2661724, -71.1383361 42.266232, -71.138446 42.2662856, -71.1385587 42.2662657, -71.1386284 42.2662915, -71.1387143 42.2664404, -71.13872499999999 42.2665595, -71.13863379999999 42.2666369, -71.1384702 42.2666409, -71.13830660000001 42.2665535, -71.13809379999999 42.2664705)",,,,
7502166950,7502166947,0,802054211,False,,,,cycleway,,,94.39000000000001,"LINESTRING (-71.13858279999999 42.2654837, -71.13841119999999 42.2652693, -71.1382395 42.2649199, -71.13820200000001 42.2646937)",,,,
7502166950,7502166957,0,802054211,False,,,,cycleway,,,52.677,"LINESTRING (-71.13858279999999 42.2654837, -71.1388886 42.2654598, -71.13922119999999 42.2654559)",,,,
