u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,bridge,access,tunnel,service
1487371398,1487371502,0,110354913,False,,,,cycleway,,,242.34699999999998,"LINESTRING (-70.96108580000001 42.3495607, -70.9612218 42.3496183, -70.9614632 42.3497293, -70.9615517 42.349767, -70.96168849999999 42.3498503, -70.96180390000001 42.3499216, -70.9618897 42.3499771, -70.9619916 42.3500505, -70.9620748 42.3501099, -70.9621606 42.3501615, -70.9622572 42.3502309, -70.96232689999999 42.3502864, -70.9623993 42.3503498, -70.96250120000001 42.3504449, -70.9625978 42.350546, -70.9626568 42.3506115, -70.96275869999999 42.3507066, -70.9628017 42.3507482, -70.9628553 42.3507918, -70.9629358 42.3508493, -70.96297869999999 42.350887, -70.9630404 42.3509167, -70.9631339 42.3509683, -70.96322120000001 42.351014, -70.96323390000001 42.3510229)",,,,
1487371398,1487371517,0,135422582,False,,,,cycleway,,,305.79900000000004,"LINESTRING (-70.96108580000001 42.3495607, -70.9610416 42.3496166, -70.96101609999999 42.3496474, -70.96086579999999 42.3498294, -70.9608377 42.3498704, -70.9608377 42.3498918, -70.96084860000001 42.3499154, -70.9608853 42.3499801, -70.960915 42.3500286, -70.96094549999999 42.3500568, -70.96099700000001 42.3500846, -70.9610861 42.3501226, -70.96131339999999 42.3502231, -70.9614344 42.3502808, -70.9615258 42.3503432, -70.9616149 42.3504107, -70.9616891 42.3504557, -70.9617805 42.3504898, -70.9619218 42.3505406, -70.96204210000001 42.3505914, -70.9621233 42.350641, -70.9621866 42.3506843, -70.9622553 42.3507397, -70.9624451 42.3509504, -70.96252250000001 42.3510405, -70.9625748 42.3510889, -70.9626537 42.3511507, -70.96273410000001 42.3511894, -70.96281930000001 42.3512292, -70.9629169 42.3512587, -70.9629927 42.351265, -70.96303639999999 42.3512627, -70.96305510000001 42.3512463, -70.96307830000001 42.3512259, -70.9631184 42.3511952, -70.9632235 42.3511716)",,,,
1487371402,1487371396,0,135422571,False,,,,cycleway,,,14.65,"LINESTRING (-70.9536706 42.3496367, -70.95355960000001 42.3495336)",,,,
1487371402,1260431760,0,721380344,False,,,,cycleway,,,27.795,"LINESTRING (-70.9536706 42.3496367, -70.9535377 42.349701, -70.9534773 42.3497617, -70.9534579 42.3498171)",,,,
1487371402,1260431762,0,721380344,False,,,,cycleway,,,395.87,"LINESTRING (-70.9536706 42.3496367, -70.9537697 42.3495224, -70.9537839 42.349417, -70.9537924 42.3494054, -70.9539195 42.3492778, -70.9541732 42.3490688, -70.95423359999999 42.3487884, -70.9542374 42.348516, -70.9541622 42.34793, -70.9540665 42.347512, -70.9539606 42.3470953, -70.95381879999999 42.3466166, -70.9536499 42.3462544)",,,,
1487371502,1487371398,0,110354913,False,,,,cycleway,,,242.347,"LINESTRING (-70.96323390000001 42.3510229, -70.96322120000001 42.351014, -70.9631339 42.3509683, -70.9630404 42.3509167, -70.96297869999999 42.350887, -70.9629358 42.3508493, -70.9628553 42.3507918, -70.9628017 42.3507482, -70.96275869999999 42.3507066, -70.9626568 42.3506115, -70.9625978 42.350546, -70.96250120000001 42.3504449, -70.9623993 42.3503498, -70.96232689999999 42.3502864, -70.9622572 42.3502309, -70.9621606 42.3501615, -70.9620748 42.3501099, -70.9619916 42.3500505, -70.9618897 42.3499771, -70.96180390000001 42.3499216, -70.96168849999999 42.3498503, -70.9615517 42.349767, -70.9614632 42.3497293, -70.9612218 42.3496183, -70.96108580000001 42.3495607)",,,,
1487371502,1260431846,0,110354913,False,,,,cycleway,,,301.1359999999999,"LINESTRING (-70.96323390000001 42.3510229, -70.9632818 42.3510568, -70.9634686 42.3510823, -70.9636655 42.3511032, -70.9638743 42.3511426, -70.96408219999999 42.351203, -70.9641869 42.3512459, -70.964276 42.3512999, -70.9643533 42.3513707, -70.9644315 42.3514659, -70.9644923 42.3515178, -70.9646042 42.3515789, -70.9646686 42.3516066, -70.96474910000001 42.3516701, -70.9648778 42.3517811, -70.9649422 42.3518445, -70.9649933 42.3519464, -70.9650066 42.3520189, -70.9650066 42.3521498, -70.964969 42.3522132, -70.96491 42.3522727, -70.96484030000001 42.3523282, -70.9647652 42.3523876, -70.9647021 42.3524621, -70.9646721 42.3525364, -70.96464779999999 42.3526894, -70.96465070000001 42.3528031, -70.96466460000001 42.352889)",,,,
1487371502,1487371517,0,135422577,False,,,,cycleway,,,16.574,"LINESTRING (-70.96323390000001 42.3510229, -70.963222 42.3511352, -70.9632235 42.3511716)",,,,
1487371517,1260431846,0,135422577,False,,,,cycleway,,,239.87200000000004,"LINESTRING (-70.9632235 42.3511716, -70.9632337 42.3511872, -70.9632876 42.3512102, -70.9635375 42.3513032, -70.9637008 42.3513886, -70.963857 42.3514717, -70.9639663 42.3515462, -70.9640515 42.3516391, -70.96413579999999 42.3517453, -70.9642085 42.3518256, -70.9643038 42.351911, -70.96439359999999 42.351997, -70.96444049999999 42.3520484, -70.9644522 42.3520715, -70.96445919999999 42.3521223, -70.9644514 42.352214, -70.9644397 42.3523607, -70.9644498 42.352434, -70.964467 42.3525206, -70.9645139 42.3526493, -70.9645381 42.352703, -70.9645764 42.3527618, -70.9646139 42.3528149, -70.96466460000001 42.352889)",,,,
1487371517,1487371502,0,135422577,False,,,,cycleway,,,16.574,"LINESTRING (-70.9632235 42.3511716, -70.963222 42.3511352, -70.96323390000001 42.3510229)",,,,
1487371517,1487371398,0,135422582,False,,,,cycleway,,,305.79900000000004,"LINESTRING (-70.9632235 42.3511716, -70.9631184 42.3511952, -70.96307830000001 42.3512259, -70.96305510000001 42.3512463, -70.96303639999999 42.3512627, -70.9629927 42.351265, -70.9629169 42.3512587, -70.96281930000001 42.3512292, -70.96273410000001 42.3511894, -70.9626537 42.3511507, -70.9625748 42.3510889, -70.96252250000001 42.3510405, -70.9624451 42.3509504, -70.9622553 42.3507397, -70.9621866 42.3506843, -70.9621233 42.350641, -70.96204210000001 42.3505914, -70.9619218 42.3505406, -70.9617805 42.3504898, -70.9616891 42.3504557, -70.9616149 42.3504107, -70.9615258 42.3503432, -70.9614344 42.3502808, -70.96131339999999 42.3502231, -70.9610861 42.3501226, -70.96099700000001 42.3500846, -70.96094549999999 42.3500568, -70.960915 42.3500286, -70.9608853 42.3499801, -70.96084860000001 42.3499154, -70.9608377 42.3498918, -70.9608377 42.3498704, -70.96086579999999 42.3498294, -70.96101609999999 42.3496474, -70.9610416 42.3496166, -70.96108580000001 42.3495607)",,,,
1487371916,1487371929,0,135422578,False,,,,cycleway,,,8.943,"LINESTRING (-70.9672948 42.3555863, -70.9672384 42.355593, -70.9671874 42.3555993)",,,,
1487371929,1260431888,0,110354914,False,,,,cycleway,,,36.45399999999999,"LINESTRING (-70.9671874 42.3555993, -70.96711860000001 42.3554636, -70.9670993 42.3554191, -70.9671017 42.3553887, -70.96712119999999 42.3553671, -70.967189 42.355305)",,,,
1487371929,1487372032,0,110354914,False,,,,cycleway,,,52.18,"LINESTRING (-70.9671874 42.3555993, -70.96719280000001 42.3556099, -70.96724930000001 42.3556981, -70.9672928 42.3557519, -70.9673123 42.355776, -70.9673459 42.3558482, -70.96735169999999 42.3559002, -70.9673384 42.3559555, -70.9673205 42.3559903, -70.9672947 42.356034)",,,,
1487371929,1487371916,0,135422578,False,,,,cycleway,,,8.943,"LINESTRING (-70.9671874 42.3555993, -70.9672384 42.355593, -70.9672948 42.3555863)",,,,
1487372022,1487372032,0,135422579,False,,,,cycleway,,,13.819,"LINESTRING (-70.9674606 42.3560138, -70.9673548 42.3560253, -70.9672947 42.356034)",,,,
1487372032,1487371929,0,110354914,False,,,,cycleway,,,52.18,"LINESTRING (-70.9672947 42.356034, -70.9673205 42.3559903, -70.9673384 42.3559555, -70.96735169999999 42.3559002, -70.9673459 42.3558482, -70.9673123 42.355776, -70.9672928 42.3557519, -70.96724930000001 42.3556981, -70.96719280000001 42.3556099, -70.9671874 42.3555993)",,,,
1487372032,1260432049,0,110354914,False,,,,cycleway,,,257.477,"LINESTRING (-70.9672947 42.356034, -70.9672776 42.3560584, -70.9672336 42.3561043, -70.9671683 42.3561508, -70.967097 42.3561823, -70.9670236 42.3561973, -70.9668978 42.3562133, -70.9667695 42.3562175, -70.9666113 42.3562005, -70.9664432 42.3561648, -70.966117 42.3560784, -70.9658166 42.356003, -70.96558400000001 42.3559487, -70.96544110000001 42.3559079, -70.9651178 42.3557937, -70.9644371 42.3555437)",,,,
1487372032,1487372022,0,135422579,False,,,,cycleway,,,13.819,"LINESTRING (-70.9672947 42.356034, -70.9673548 42.3560253, -70.9674606 42.3560138)",,,,
1496719145,1496719223,0,136456334,False,,,,cycleway,,,184.339,"LINESTRING (-71.1814021 42.2813036, -71.18133469999999 42.2814009, -71.1812462 42.2815259, -71.1811764 42.2816212, -71.1811429 42.2816947, -71.18113080000001 42.2817363, -71.1811228 42.2818057, -71.1811201 42.2818573, -71.18112549999999 42.2819109, -71.18114420000001 42.2819625, -71.1811737 42.282024, -71.18120589999999 42.2820816, -71.1812515 42.282147, -71.18129709999999 42.2821966, -71.18136149999999 42.2822582, -71.18151570000001 42.2823773, -71.18167529999999 42.2825181, -71.1817491 42.2825658, -71.1818282 42.2825995, -71.1819167 42.2826332, -71.1819824 42.2826393)",,,,
1496719145,1496719313,0,136456334,False,,,,cycleway,,,32.625,"LINESTRING (-71.1814021 42.2813036, -71.1815197 42.2812263, -71.1816257 42.281143, -71.1816887 42.2811012)",,,,
1496719145,1496721302,0,136456520,False,,,,cycleway,,,17.045,"LINESTRING (-71.1814021 42.2813036, -71.1814138 42.2812403, -71.18141780000001 42.2811905, -71.1814165 42.281151)",,,,
1496719145,1496721366,0,136456520,False,,,,cycleway,,,111.673,"LINESTRING (-71.1814021 42.2813036, -71.1813052 42.2813493, -71.1811952 42.2814307, -71.18112549999999 42.2814902, -71.18106779999999 42.2815518, -71.1810356 42.2816034, -71.18099669999999 42.2816589, -71.1809712 42.2817284, -71.1809592 42.2817879, -71.1809471 42.2818455, -71.18094309999999 42.2819069, -71.18094979999999 42.2819804, -71.1809578 42.2820598, -71.1809524 42.2821174, -71.1809377 42.2821847)",,,,
1496719151,1496719607,0,136456334,False,,,,cycleway,,,215.86,"LINESTRING (-71.1851343 42.2819057, -71.1854063 42.2818811, -71.1856798 42.2818573, -71.1858663 42.2818336, -71.1859534 42.2818156, -71.1860124 42.2817938, -71.18606610000001 42.2817601, -71.18609960000001 42.2817225, -71.18613980000001 42.2816808, -71.1861653 42.2816351, -71.186168 42.2815894, -71.1861653 42.2815497, -71.1861506 42.2814883, -71.1861385 42.2814485, -71.1861036 42.2814009, -71.18605669999999 42.2813692, -71.18600840000001 42.2813454, -71.1859467 42.2813276, -71.185885 42.2813137, -71.1857965 42.2813117, -71.18572810000001 42.2813136, -71.18564499999999 42.2813215, -71.1854089 42.2813711, -71.185126 42.2814367, -71.1850321 42.2814585)",,,,
1496719151,1496719607,1,311826788,False,,,,cycleway,,,60.32799999999999,"LINESTRING (-71.1851343 42.2819057, -71.18520340000001 42.2818396, -71.18523740000001 42.2817838, -71.1852576 42.2817177, -71.1852555 42.2816564, -71.1852332 42.2816037, -71.1851917 42.281551, -71.18514279999999 42.2815078, -71.18509400000001 42.2814802, -71.1850321 42.2814585)",,,,
1496719151,1496719223,0,136456334,False,,,,cycleway,,,274.99300000000005,"LINESTRING (-71.1851343 42.2819057, -71.1846298 42.2819626, -71.1842958 42.2819962, -71.18415899999999 42.2820181, -71.1840169 42.2820379, -71.1838573 42.2820598, -71.1837527 42.2820836, -71.1835931 42.2821232, -71.1835019 42.282151, -71.183408 42.2821828, -71.1832203 42.2822443, -71.1830245 42.2823137, -71.1827428 42.2824229, -71.18256580000001 42.2824943, -71.18243440000001 42.2825479, -71.1822815 42.2826054, -71.1821755 42.2826313, -71.182091 42.2826372, -71.1819824 42.2826393)",,,,
1496719167,3175629985,0,136456333,False,,,,cycleway,,,20.856,"LINESTRING (-71.1822852 42.2803992, -71.1824639 42.2803453, -71.1825217 42.280332)",,,,
1496719167,1496719387,0,136456333,False,,,,cycleway,,,206.168,"LINESTRING (-71.1822852 42.2803992, -71.18220100000001 42.2804246, -71.1819382 42.2804842, -71.1816927 42.2805576, -71.18153049999999 42.2805913, -71.18132660000001 42.280631, -71.1809243 42.2806985, -71.18070969999999 42.2807501, -71.180581 42.2807938, -71.18043609999999 42.2808612, -71.180361 42.2809208, -71.1802497 42.281022, -71.1802055 42.2810994, -71.1802108 42.2811589, -71.1802162 42.2812065)",,,,
1496719167,3175629991,0,136456336,False,,,,cycleway,,,20.538,"LINESTRING (-71.1822852 42.2803992, -71.1824585 42.2804008, -71.1825346 42.2804052)",,,,
1496719177,1496719545,0,136456334,False,,,,cycleway,,,26.579,"LINESTRING (-71.18232829999999 42.2809175, -71.18220100000001 42.2809425, -71.18201879999999 42.2809858)",,,,
1496719177,3175630008,0,136456334,False,,,,cycleway,,,25.796,"LINESTRING (-71.18232829999999 42.2809175, -71.1822493 42.2809127, -71.1820481 42.2809008, -71.1820158 42.2808985)",,,,
1496719177,1496719607,0,136456334,False,,,,cycleway,,,233.59199999999996,"LINESTRING (-71.18232829999999 42.2809175, -71.18250949999999 42.2809286, -71.18260069999999 42.2809385, -71.18267040000001 42.2809484, -71.1827401 42.2809584, -71.18281260000001 42.2809663, -71.182885 42.2809862, -71.1829896 42.2810159, -71.1831425 42.2810794, -71.1833074 42.281147, -71.1834214 42.2811945, -71.1834992 42.2812302, -71.183644 42.2812779, -71.1837299 42.2813076, -71.18381170000001 42.2813296, -71.1839123 42.2813473, -71.1840571 42.2813612, -71.1842408 42.2813851, -71.1844514 42.2814069, -71.1846955 42.2814326, -71.1848256 42.2814486, -71.18494219999999 42.2814584, -71.1850321 42.2814585)",,,,
1496719190,1496719303,0,136456335,False,,,,cycleway,,,57.326,"LINESTRING (-71.18046289999999 42.2820836, -71.1804576 42.2819368, -71.1804576 42.2818415, -71.1804683 42.2817582, -71.1805059 42.2816352, -71.1805112 42.2815717)",,,,
1496719190,1496719238,0,136456335,False,,,,cycleway,,,30.472,"LINESTRING (-71.18046289999999 42.2820836, -71.1804254 42.2821789, -71.18035570000001 42.2822464, -71.1802698 42.2823099)",,,,
1496719190,1496721332,0,136456520,False,,,,cycleway,,,34.608999999999995,"LINESTRING (-71.18046289999999 42.2820836, -71.1804978 42.282151, -71.1805246 42.2821768, -71.18055409999999 42.2822006, -71.18059839999999 42.2822245, -71.18064 42.2822423, -71.1807137 42.2822523, -71.1807714 42.2822522)",,,,
1496719221,1496721368,0,136456335,False,,,,cycleway,,,239.15199999999996,"LINESTRING (-71.1786034 42.2833963, -71.17861360000001 42.2833993, -71.1786887 42.2834112, -71.17880529999999 42.2834171, -71.17896759999999 42.283435, -71.1791862 42.2834489, -71.1793042 42.2834687, -71.1794719 42.2834866, -71.1795778 42.2835045, -71.17968639999999 42.2835501, -71.1798045 42.2836017, -71.17998009999999 42.2837029, -71.1801196 42.2837823, -71.180243 42.2838616, -71.1804147 42.283945, -71.1805112 42.2839886, -71.1806131 42.2840244, -71.1807687 42.2840482, -71.180961 42.2840511, -71.18113889999999 42.2840164, -71.1812618 42.2839866)",,,,
1496719221,3175631568,0,136456335,False,,,,cycleway,,,131.96800000000002,"LINESTRING (-71.1786034 42.2833963, -71.1784258 42.2833437, -71.17831320000001 42.2832882, -71.17820589999999 42.2832247, -71.1781026 42.2831354, -71.1780074 42.2830223, -71.17793090000001 42.2828734, -71.1778947 42.2827802, -71.1778894 42.2826651, -71.1778887 42.2824438)",,,,
1496719221,1496719233,0,136456337,False,,,,cycleway,,,109.96300000000002,"LINESTRING (-71.1786034 42.2833963, -71.1785881 42.283429, -71.1785264 42.2835738, -71.178639 42.2836075, -71.1787745 42.2836453, -71.1788536 42.283671, -71.1789327 42.2836969, -71.1790199 42.2837365, -71.17908970000001 42.2837703, -71.17912990000001 42.2837961, -71.1792104 42.2838695, -71.1792627 42.2839192, -71.17931230000001 42.2839766, -71.1793619 42.2840422)",,,,
1496719223,1496719151,0,136456334,False,,,,cycleway,,,274.993,"LINESTRING (-71.1819824 42.2826393, -71.182091 42.2826372, -71.1821755 42.2826313, -71.1822815 42.2826054, -71.18243440000001 42.2825479, -71.18256580000001 42.2824943, -71.1827428 42.2824229, -71.1830245 42.2823137, -71.1832203 42.2822443, -71.183408 42.2821828, -71.1835019 42.282151, -71.1835931 42.2821232, -71.1837527 42.2820836, -71.1838573 42.2820598, -71.1840169 42.2820379, -71.18415899999999 42.2820181, -71.1842958 42.2819962, -71.1846298 42.2819626, -71.1851343 42.2819057)",,,,
1496719223,1496719145,0,136456334,False,,,,cycleway,,,184.33900000000003,"LINESTRING (-71.1819824 42.2826393, -71.1819167 42.2826332, -71.1818282 42.2825995, -71.1817491 42.2825658, -71.18167529999999 42.2825181, -71.18151570000001 42.2823773, -71.18136149999999 42.2822582, -71.18129709999999 42.2821966, -71.1812515 42.282147, -71.18120589999999 42.2820816, -71.1811737 42.282024, -71.18114420000001 42.2819625, -71.18112549999999 42.2819109, -71.1811201 42.2818573, -71.1811228 42.2818057, -71.18113080000001 42.2817363, -71.1811429 42.2816947, -71.1811764 42.2816212, -71.1812462 42.2815259, -71.18133469999999 42.2814009, -71.1814021 42.2813036)",,,,
1496719223,3175665198,0,136456519,False,,,,cycleway,,,37.611999999999995,"LINESTRING (-71.1819824 42.2826393, -71.1818792 42.2826431, -71.181792 42.2826452, -71.1816726 42.2826292, -71.1815761 42.2826094, -71.1815338 42.2825977)",,,,
1496719233,1496719430,0,136456337,False,,,,cycleway,,,30.762,"LINESTRING (-71.1793619 42.2840422, -71.1793981 42.2841076, -71.1794357 42.2841929, -71.1794678 42.2842525, -71.1794871 42.2843026)",,,,
1496719233,1496719221,0,136456337,False,,,,cycleway,,,109.96300000000001,"LINESTRING (-71.1793619 42.2840422, -71.17931230000001 42.2839766, -71.1792627 42.2839192, -71.1792104 42.2838695, -71.17912990000001 42.2837961, -71.17908970000001 42.2837703, -71.1790199 42.2837365, -71.1789327 42.2836969, -71.1788536 42.283671, -71.1787745 42.2836453, -71.178639 42.2836075, -71.1785264 42.2835738, -71.1785881 42.283429, -71.1786034 42.2833963)",,,,
1496719233,1496719589,0,311826793,False,,,,cycleway,,,11.805,"LINESTRING (-71.1793619 42.2840422, -71.1793428 42.2840838, -71.1793172 42.2841049, -71.17927469999999 42.2841175)",,,,
1496719238,1496719190,0,136456335,False,,,,cycleway,,,30.472,"LINESTRING (-71.1802698 42.2823099, -71.18035570000001 42.2822464, -71.1804254 42.2821789, -71.18046289999999 42.2820836)",,,,
1496719238,1496719375,0,136456335,False,,,,cycleway,,,40.447,"LINESTRING (-71.1802698 42.2823099, -71.1801317 42.2823277, -71.1799855 42.2823535, -71.17978840000001 42.2823833)",,,,
1496719238,1496721326,0,136456517,False,,,,cycleway,,,31.569,"LINESTRING (-71.1802698 42.2823099, -71.1803194 42.2823097, -71.1803718 42.2823168, -71.1804119 42.2823305, -71.1804589 42.2823484, -71.1805219 42.2823772, -71.18055940000001 42.2824099, -71.18058689999999 42.2824424)",,,,
1496719247,1496719430,0,136456332,False,,,,cycleway,,,514.821,"LINESTRING (-71.18424349999999 42.2829171, -71.1841684 42.2829627, -71.1841108 42.2830142, -71.1840115 42.2830956, -71.1839176 42.283169, -71.1838051 42.2832673, -71.18368959999999 42.2833535, -71.1835904 42.2834349, -71.183471 42.2835243, -71.1834077 42.2835727, -71.18334900000001 42.2836175, -71.1832471 42.283671, -71.18311300000001 42.2837524, -71.1830405 42.2837921, -71.18299759999999 42.2838179, -71.18295740000001 42.2838477, -71.1829118 42.2838814, -71.182885 42.2839112, -71.1828421 42.2839568, -71.18277639999999 42.2840383, -71.18274150000001 42.2840799, -71.1827012 42.2841196, -71.1826396 42.2841652, -71.1825054 42.2842724, -71.18219430000001 42.2845066, -71.18158010000001 42.284955, -71.18149289999999 42.2850164, -71.1814567 42.2850304, -71.1814138 42.2850364, -71.1813669 42.2850383, -71.1813025 42.2850244, -71.181163 42.2849847, -71.18096180000001 42.2849291, -71.1807338 42.2848636, -71.18039589999999 42.2847644, -71.1802162 42.2847128, -71.1800995 42.2846772, -71.1800016 42.2846354, -71.1799211 42.2845977, -71.1798581 42.284572, -71.1797803 42.2845264, -71.17969720000001 42.2844748, -71.1796087 42.2844133, -71.1795309 42.2843458, -71.1794871 42.2843026)",,,,
1496719247,1496719480,0,136456332,False,,,,cycleway,,,531.3720000000001,"LINESTRING (-71.18424349999999 42.2829171, -71.1842985 42.2828952, -71.1843535 42.2828833, -71.1844165 42.2828793, -71.1844809 42.2828872, -71.1845587 42.282911, -71.18466600000001 42.2829468, -71.1847518 42.2829785, -71.18481749999999 42.2829865, -71.1849127 42.2829924, -71.1850039 42.2829805, -71.185126 42.2829409, -71.1852614 42.2828971, -71.1853835 42.2828576, -71.18552029999999 42.2828258, -71.18564499999999 42.2828019, -71.18578309999999 42.2827802, -71.1858864 42.2827682, -71.1860004 42.2827425, -71.186109 42.2827086, -71.1862002 42.2826729, -71.18634369999999 42.2825956, -71.186459 42.2825162, -71.18654220000001 42.2824448, -71.18662260000001 42.2823833, -71.18672189999999 42.282292, -71.18690429999999 42.2821313, -71.18707999999999 42.2819684, -71.18717650000001 42.2818811, -71.1872436 42.2818057, -71.187316 42.2817204, -71.1873374 42.2816867, -71.1873482 42.2816529, -71.1873576 42.2816193, -71.1873562 42.2815636, -71.1873509 42.281516, -71.1873374 42.2814684, -71.18730789999999 42.281389, -71.1872382 42.2812163, -71.18720999999999 42.2811529, -71.1871805 42.2811073, -71.1871551 42.2810754, -71.18710950000001 42.2810358, -71.18704510000001 42.2809822, -71.1869914 42.2809405, -71.186919 42.2808889, -71.18682250000001 42.2808214, -71.1867527 42.2807718, -71.1866696 42.2807242, -71.1865985 42.2806846, -71.18651 42.2806469, -71.1864295 42.2806171, -71.1863571 42.2805913, -71.1862994 42.2805754, -71.18620559999999 42.2805575, -71.1860527 42.2805317, -71.18594400000001 42.2805219, -71.1858515 42.2805158, -71.1857335 42.2805178, -71.18565030000001 42.2805198)",,,,
1496719247,3175631639,0,136456335,False,,,,cycleway,,,172.221,"LINESTRING (-71.18424349999999 42.2829171, -71.1841751 42.282933, -71.18407860000001 42.2829687, -71.18389620000001 42.2830481, -71.1837299 42.2831195, -71.1832095 42.2833695, -71.1829158 42.2834866, -71.1825779 42.2836295, -71.1824288 42.2836846)",,,,
1496719297,1496719353,0,136456332,False,,,,cycleway,,,76.721,"LINESTRING (-71.1830459 42.2800773, -71.1831586 42.2801051, -71.183239 42.2801289, -71.18334230000001 42.2801687, -71.1834429 42.2802221, -71.1835529 42.2802717, -71.18362260000001 42.2802975, -71.1837419 42.2803215, -71.1838925 42.280353)",,,,
1496719303,1496719563,0,136456335,False,,,,cycleway,,,56.196,"LINESTRING (-71.1805112 42.2815717, -71.1802108 42.2814764, -71.17999620000001 42.2814208, -71.17987290000001 42.2813931)",,,,
1496719303,1496719190,0,136456335,False,,,,cycleway,,,57.326,"LINESTRING (-71.1805112 42.2815717, -71.1805059 42.2816352, -71.1804683 42.2817582, -71.1804576 42.2818415, -71.1804576 42.2819368, -71.18046289999999 42.2820836)",,,,
1496719303,1496721302,0,136456520,False,,,,cycleway,,,113.90299999999999,"LINESTRING (-71.1805112 42.2815717, -71.18055390000001 42.2815101, -71.1805756 42.2814763, -71.1806091 42.2814288, -71.18065470000001 42.2813692, -71.1807352 42.2812799, -71.1808063 42.2812163, -71.1808626 42.2811727, -71.1809538 42.2811052, -71.1810061 42.2810636, -71.1810584 42.2810278, -71.1810986 42.2810159, -71.1811469 42.281008, -71.18120860000001 42.281008, -71.1812824 42.28102, -71.1813253 42.2810438, -71.1813722 42.2810735, -71.18139770000001 42.2811033, -71.1814165 42.281151)",,,,
1496719309,1496719378,0,136456332,False,,,,cycleway,,,46.006,"LINESTRING (-71.1773785 42.2812669, -71.1773221 42.2813176, -71.1772926 42.2813453, -71.1772792 42.2813989, -71.17728719999999 42.2814842, -71.17728820000001 42.281657)",,,,
1496719313,1496719145,0,136456334,False,,,,cycleway,,,32.625,"LINESTRING (-71.1816887 42.2811012, -71.1816257 42.281143, -71.1815197 42.2812263, -71.1814021 42.2813036)",,,,
1496719313,1496719545,0,136456334,False,,,,cycleway,,,30.055999999999997,"LINESTRING (-71.1816887 42.2811012, -71.18184290000001 42.2810418, -71.18201879999999 42.2809858)",,,,
1496719313,1496721302,0,311829647,False,,,,cycleway,,,23.080999999999996,"LINESTRING (-71.1816887 42.2811012, -71.1815931 42.2811216, -71.1814857 42.2811378, -71.1814165 42.281151)",,,,
1496719353,1496719480,0,136456332,False,,,,cycleway,,,149.69799999999998,"LINESTRING (-71.1838925 42.280353, -71.184033 42.2803829, -71.1842797 42.2804305, -71.18461499999999 42.2805019, -71.1848725 42.2805535, -71.1850482 42.2805814, -71.1851984 42.2805973, -71.18530699999999 42.2805893, -71.1853928 42.2805754, -71.1854881 42.2805735, -71.1855752 42.2805535, -71.18565030000001 42.2805198)",,,,
1496719353,1496719297,0,136456332,False,,,,cycleway,,,76.72099999999999,"LINESTRING (-71.1838925 42.280353, -71.1837419 42.2803215, -71.18362260000001 42.2802975, -71.1835529 42.2802717, -71.1834429 42.2802221, -71.18334230000001 42.2801687, -71.183239 42.2801289, -71.1831586 42.2801051, -71.1830459 42.2800773)",,,,
1496719353,3175629980,0,136456333,False,,,,cycleway,,,10.487,"LINESTRING (-71.1838925 42.280353, -71.1839095 42.28033, -71.1839337 42.2802643)",,,,
1496719353,3175629985,0,136456333,False,,,,cycleway,,,117.53099999999998,"LINESTRING (-71.1838925 42.280353, -71.18385000000001 42.2803795, -71.1837788 42.2803976, -71.1837084 42.2804048, -71.18355819999999 42.2804088, -71.1834617 42.2804048, -71.1833396 42.2803711, -71.1831183 42.2803175, -71.1829319 42.2802758, -71.1828447 42.2802699, -71.18270529999999 42.2802897, -71.1825217 42.280332)",,,,
1496719361,1496719392,0,136456335,False,,,,cycleway,,,23.425,"LINESTRING (-71.1770042 42.2817364, -71.1770901 42.2817324, -71.17728870000001 42.2817364)",,,,
1496719375,1496719238,0,136456335,False,,,,cycleway,,,40.447,"LINESTRING (-71.17978840000001 42.2823833, -71.1799855 42.2823535, -71.1801317 42.2823277, -71.1802698 42.2823099)",,,,
1496719375,3175631568,0,136456335,False,,,,cycleway,,,156.613,"LINESTRING (-71.17978840000001 42.2823833, -71.179547 42.2823753, -71.1793217 42.2823793, -71.1790374 42.2823873, -71.1788536 42.2824011, -71.1785371 42.282421, -71.17817770000001 42.2824448, -71.178006 42.2824448, -71.1778887 42.2824438)",,,,
1496719375,1496721388,0,136456516,False,,,,cycleway,,,42.554,"LINESTRING (-71.17978840000001 42.2823833, -71.1798246 42.282405, -71.1798916 42.2824209, -71.1799721 42.2824308, -71.18008709999999 42.2824473, -71.1802041 42.2824676, -71.18026039999999 42.2824795, -71.1802812 42.2824865)",,,,
1496719378,1496719392,0,136456332,False,,,,cycleway,,,8.829,"LINESTRING (-71.17728820000001 42.281657, -71.17728870000001 42.2817364)",,,,
1496719378,1496719309,0,136456332,False,,,,cycleway,,,46.006,"LINESTRING (-71.17728820000001 42.281657, -71.17728719999999 42.2814842, -71.1772792 42.2813989, -71.1772926 42.2813453, -71.1773221 42.2813176, -71.1773785 42.2812669)",,,,
