u,v,key,osmid,lanes,name,highway,maxspeed,width,oneway,length,geometry,service,access,ref,tunnel,bridge
6982773935,7814532145,0,746152334,1,,service,5 mph,3,True,0.902,"LINESTRING (-71.0656185 42.3616335, -71.0656078 42.3616317)",driveway,,,,
6982773937,7617331677,0,746152334,1,,service,5 mph,3,True,6.664,"LINESTRING (-71.0655598 42.3613802, -71.0655309 42.3613242)",driveway,,,,
6982773938,6982773937,0,746152334,1,,service,5 mph,3,True,14.703,"LINESTRING (-71.0655635 42.3615124, -71.0655598 42.3613802)",driveway,,,,
6982773940,7814552132,0,746152329,1,,service,5 mph,6,True,29.58,"LINESTRING (-71.0658511 42.3619259, -71.0662111 42.3619233)",parking_aisle,,,,
6982773941,6982773935,0,746152329,1,,service,5 mph,6,True,18.441,"LINESTRING (-71.06584290000001 42.3616304, -71.0656185 42.3616335)",parking_aisle,,,,
6982773943,7814532175,0,746152331,1,,service,5 mph,6,True,19.539,"LINESTRING (-71.0658469 42.3617808, -71.0656091 42.3617821)",parking_aisle,,,,
6982773943,6982773931,0,837304805,2,,service,5 mph,6,False,37.317,"LINESTRING (-71.0658469 42.3617808, -71.066301 42.3617741)",parking_aisle,,,,
6982773947,7814552093,0,746152329,1,,service,5 mph,6,True,0.568,"LINESTRING (-71.06634510000001 42.3619147, -71.06635 42.3619111)",parking_aisle,,,,
6982983590,7814552112,0,746152329,1,,service,5 mph,6,True,0.525,"LINESTRING (-71.06633549999999 42.3616261, -71.0663294 42.3616247)",parking_aisle,,,,
6990594234,6990594235,0,8647384,1,Quaker Lane,service,10 mph,6.1,True,3.596,"LINESTRING (-71.0569891 42.3583981, -71.0569629 42.3583722)",alley,,,,
6990594235,61553557,0,8647384,1,Quaker Lane,service,10 mph,6.1,True,30.663,"LINESTRING (-71.0569629 42.3583722, -71.05694389999999 42.3580968)",alley,,,,
6992164682,7087023121,0,8639998,,,service,10 mph,,False,6.353,"LINESTRING (-71.1293374 42.3646839, -71.129283 42.3646433)",,permit,,,
6992164682,6992170091,0,8639998,,,service,10 mph,,False,16.043,"LINESTRING (-71.1293374 42.3646839, -71.1294726 42.364788)",,permit,,,
6992164682,6992164683,0,747253834,,,service,10 mph,,False,28.559,"LINESTRING (-71.1293374 42.3646839, -71.1295903 42.3645077)",,,,,
6992164683,6992164682,0,747253834,,,service,10 mph,,False,28.559,"LINESTRING (-71.1295903 42.3645077, -71.1293374 42.3646839)",,,,,
6992164683,6992164684,0,747253834,,,service,10 mph,,False,16.308,"LINESTRING (-71.1295903 42.3645077, -71.1297713 42.3645679)",,,,,
6992164684,6992170086,0,747253833,,,service,10 mph,,False,34.723,"LINESTRING (-71.1297713 42.3645679, -71.1299425 42.3642824)",,,,,
6992164684,6992170085,0,747253833,,,service,10 mph,,False,33.408,"LINESTRING (-71.1297713 42.3645679, -71.1296066 42.3648426)",,,,,
6992164684,6992164683,0,747253834,,,service,10 mph,,False,16.308,"LINESTRING (-71.1297713 42.3645679, -71.1295903 42.3645077)",,,,,
6992170085,6992170090,0,8639998,,,service,10 mph,,False,6.215,"LINESTRING (-71.1296066 42.3648426, -71.1295373 42.3648202)",,permit,,,
6992170085,6992164684,0,747253833,,,service,10 mph,,False,33.408,"LINESTRING (-71.1296066 42.3648426, -71.1297713 42.3645679)",,,,,
6992170085,6992170089,0,747253833,,,service,10 mph,,False,18.154,"LINESTRING (-71.1296066 42.3648426, -71.1298084 42.3649091)",,,,,
6992170086,7087023126,0,747253833,,,service,10 mph,,False,1.432,"LINESTRING (-71.1299425 42.3642824, -71.12995239999999 42.3642718)",,,,,
6992170086,6992164684,0,747253833,,,service,10 mph,,False,34.723,"LINESTRING (-71.1299425 42.3642824, -71.1297713 42.3645679)",,,,,
6992170087,6992170088,0,747253833,,,service,10 mph,,False,11.855,"LINESTRING (-71.13003209999999 42.3642741, -71.1301491 42.3643365)",,,,,
6992170087,7087023119,0,747253833,,,service,10 mph,,False,1.551,"LINESTRING (-71.13003209999999 42.3642741, -71.1300157 42.3642672)",,,,,
6992170088,6992170089,0,747253833,,,service,10 mph,,False,69.552,"LINESTRING (-71.1301491 42.3643365, -71.1298084 42.3649091)",,,,,
6992170088,6992170087,0,747253833,,,service,10 mph,,False,11.855,"LINESTRING (-71.1301491 42.3643365, -71.13003209999999 42.3642741)",,,,,
6992170089,6992170085,0,747253833,,,service,10 mph,,False,18.154,"LINESTRING (-71.1298084 42.3649091, -71.1296066 42.3648426)",,,,,
6992170089,6992170088,0,747253833,,,service,10 mph,,False,69.552,"LINESTRING (-71.1298084 42.3649091, -71.1301491 42.3643365)",,,,,
6992170090,7087023125,0,8639998,,,service,10 mph,,False,2.3,"LINESTRING (-71.1295373 42.3648202, -71.1295121 42.3648112)",,permit,,,
6992170090,6992170085,0,8639998,,,service,10 mph,,False,6.215,"LINESTRING (-71.1295373 42.3648202, -71.1296066 42.3648426)",,permit,,,
6992170091,6992164682,0,8639998,,,service,10 mph,,False,16.043,"LINESTRING (-71.1294726 42.364788, -71.1293374 42.3646839)",,permit,,,
6992170091,7087023124,0,8639998,,,service,10 mph,,False,1.887,"LINESTRING (-71.1294726 42.364788, -71.1294891 42.3647998)",,permit,,,
6992170093,7087021910,0,8639998,,,service,10 mph,,False,2.186,"LINESTRING (-71.12911320000001 42.3645167, -71.129093 42.3645039)",,permit,,,
6992170093,7087023121,0,8639998,,,service,10 mph,,False,19.819,"LINESTRING (-71.12911320000001 42.3645167, -71.129283 42.3646433)",,permit,,,
6992170094,7087021909,0,8639998,,,service,10 mph,,False,2.527,"LINESTRING (-71.1290418 42.3644867, -71.1290118 42.3644817)",,permit,,,
6992170094,7087021914,0,8639998,,,service,10 mph,,False,2.282,"LINESTRING (-71.1290418 42.3644867, -71.1290676 42.3644943)",,permit,,,
7003018973,61339706,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,6.794,"LINESTRING (-71.0347919 42.3724209, -71.03473889999999 42.3724678)",,,,,
7003018973,6759138413,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,68.19,"LINESTRING (-71.0347919 42.3724209, -71.0353238 42.3719501)",,,,,
7011973226,2129832264,0,203024474,,,service,10 mph,,False,5.087,"LINESTRING (-71.0569572 42.349516, -71.0568981 42.3495024)",,,,,
7011973226,61342394,0,203024474,,,service,10 mph,,False,8.684,"LINESTRING (-71.0569572 42.349516, -71.05705810000001 42.3495392)",,,,,
7016252953,4871222611,0,148495801,1,Williams Street,residential,20 mph,11.6,True,12.124,"LINESTRING (-71.1041403 42.3035033, -71.1040275 42.3034331)",,,,,
7034496518,5458349301,0,566882693,,,service,10 mph,,False,7.991,"LINESTRING (-71.1215859 42.3646841, -71.12166759999999 42.3647231)",,,,,
7046853375,7046853376,0,754288028,,,service,10 mph,,False,59.239,"LINESTRING (-71.1236021 42.3644822, -71.123519 42.363953)",parking_aisle,,,,
7046853376,7046853375,0,754288028,,,service,10 mph,,False,59.239,"LINESTRING (-71.123519 42.363953, -71.1236021 42.3644822)",parking_aisle,,,,
7087005164,3607249052,0,8639998,,,service,10 mph,,False,7.353,"LINESTRING (-71.1288285 42.3645467, -71.1287748 42.3645996)",,permit,,,
7087005164,7087005165,0,8639998,,,service,10 mph,,False,2.818,"LINESTRING (-71.1288285 42.3645467, -71.12885180000001 42.3645281)",,permit,,,
7087005165,7087005164,0,8639998,,,service,10 mph,,False,2.818,"LINESTRING (-71.12885180000001 42.3645281, -71.1288285 42.3645467)",,permit,,,
7087005165,7087021913,0,8639998,,,service,10 mph,,False,3.233,"LINESTRING (-71.12885180000001 42.3645281, -71.1288826 42.36451)",,permit,,,
7087021909,7087021916,0,8639998,,,service,10 mph,,False,2.928,"LINESTRING (-71.1290118 42.3644817, -71.1289762 42.3644829)",,permit,,,
7087021909,6992170094,0,8639998,,,service,10 mph,,False,2.527,"LINESTRING (-71.1290118 42.3644817, -71.1290418 42.3644867)",,permit,,,
7087021910,7087021914,0,8639998,,,service,10 mph,,False,2.344,"LINESTRING (-71.129093 42.3645039, -71.1290676 42.3644943)",,permit,,,
7087021910,6992170093,0,8639998,,,service,10 mph,,False,2.186,"LINESTRING (-71.129093 42.3645039, -71.12911320000001 42.3645167)",,permit,,,
7087021912,5848019627,0,626294985,,,service,20 mph,,False,12.983,"LINESTRING (-71.1283669 42.3643835, -71.1282518 42.3643035)",,,,,
7087021912,7087021918,0,626294985,,,service,20 mph,,False,2.661,"LINESTRING (-71.1283669 42.3643835, -71.1283901 42.3644002)",,,,,
7087021913,7087005165,0,8639998,,,service,10 mph,,False,3.233,"LINESTRING (-71.1288826 42.36451, -71.12885180000001 42.3645281)",,permit,,,
7087021913,3607249051,0,8639998,,,service,10 mph,,False,2.872,"LINESTRING (-71.1288826 42.36451, -71.1289124 42.3644965)",,permit,,,
7087021914,6992170094,0,8639998,,,service,10 mph,,False,2.282,"LINESTRING (-71.1290676 42.3644943, -71.1290418 42.3644867)",,permit,,,
7087021914,7087021910,0,8639998,,,service,10 mph,,False,2.344,"LINESTRING (-71.1290676 42.3644943, -71.129093 42.3645039)",,permit,,,
7087021915,3607249051,0,8639998,,,service,10 mph,,False,2.62,"LINESTRING (-71.12894230000001 42.3644883, -71.1289124 42.3644965)",,permit,,,
7087021915,7087021916,0,8639998,,,service,10 mph,,False,2.849,"LINESTRING (-71.12894230000001 42.3644883, -71.1289762 42.3644829)",,permit,,,
7087021916,7087021915,0,8639998,,,service,10 mph,,False,2.849,"LINESTRING (-71.1289762 42.3644829, -71.12894230000001 42.3644883)",,permit,,,
7087021916,7087021909,0,8639998,,,service,10 mph,,False,2.928,"LINESTRING (-71.1289762 42.3644829, -71.1290118 42.3644817)",,permit,,,
7087021918,7087021912,0,626294985,,,service,20 mph,,False,2.661,"LINESTRING (-71.1283901 42.3644002, -71.1283669 42.3643835)",,,,,
7087021918,3607249052,0,626294985,,,service,20 mph,,False,38.608,"LINESTRING (-71.1283901 42.3644002, -71.1287748 42.3645996)",,,,,
7087023119,6992170087,0,747253833,,,service,10 mph,,False,1.551,"LINESTRING (-71.1300157 42.3642672, -71.13003209999999 42.3642741)",,,,,
7087023119,7087023123,0,747253833,,,service,10 mph,,False,1.952,"LINESTRING (-71.1300157 42.3642672, -71.1299927 42.3642628)",,,,,
7087023120,7087023123,0,747253833,,,service,10 mph,,False,1.77,"LINESTRING (-71.1299712 42.3642638, -71.1299927 42.3642628)",,,,,
7087023120,7087023126,0,747253833,,,service,10 mph,,False,1.782,"LINESTRING (-71.1299712 42.3642638, -71.12995239999999 42.3642718)",,,,,
7087023121,6992170093,0,8639998,,,service,10 mph,,False,19.819,"LINESTRING (-71.129283 42.3646433, -71.12911320000001 42.3645167)",,permit,,,
7087023121,6992164682,0,8639998,,,service,10 mph,,False,6.353,"LINESTRING (-71.129283 42.3646433, -71.1293374 42.3646839)",,permit,,,
7087023123,7087023119,0,747253833,,,service,10 mph,,False,1.952,"LINESTRING (-71.1299927 42.3642628, -71.1300157 42.3642672)",,,,,
7087023123,7087023120,0,747253833,,,service,10 mph,,False,1.77,"LINESTRING (-71.1299927 42.3642628, -71.1299712 42.3642638)",,,,,
7087023124,6992170091,0,8639998,,,service,10 mph,,False,1.887,"LINESTRING (-71.1294891 42.3647998, -71.1294726 42.364788)",,permit,,,
7087023124,7087023125,0,8639998,,,service,10 mph,,False,2.275,"LINESTRING (-71.1294891 42.3647998, -71.1295121 42.3648112)",,permit,,,
7087023125,7087023124,0,8639998,,,service,10 mph,,False,2.275,"LINESTRING (-71.1295121 42.3648112, -71.1294891 42.3647998)",,permit,,,
7087023125,6992170090,0,8639998,,,service,10 mph,,False,2.3,"LINESTRING (-71.1295121 42.3648112, -71.1295373 42.3648202)",,permit,,,
7087023126,7087023120,0,747253833,,,service,10 mph,,False,1.782,"LINESTRING (-71.12995239999999 42.3642718, -71.1299712 42.3642638)",,,,,
7087023126,6992170086,0,747253833,,,service,10 mph,,False,1.432,"LINESTRING (-71.12995239999999 42.3642718, -71.1299425 42.3642824)",,,,,
7098733896,2688924417,0,26404834,1,,motorway_link,15 mph,,True,9.486,"LINESTRING (-71.1196894 42.3570189, -71.1197748 42.3570763)",,,,,
7098733897,7098733912,0,26404834,1,,motorway_link,15 mph,,True,7.837,"LINESTRING (-71.120087 42.3573298, -71.1201442 42.3573862)",,,,,
7098733898,1892697368,0,26404834,1,,motorway_link,15 mph,,True,2.616,"LINESTRING (-71.12029769999999 42.3575154, -71.12032809999999 42.3575224)",,,,,
7098733904,278743911,0,26404834,1,,motorway_link,15 mph,,True,2.804,"LINESTRING (-71.1202399 42.3574837, -71.1202646 42.3575011)",,,,,
7098733910,2688924439,0,26404834,1,,motorway_link,15 mph,,True,8.352,"LINESTRING (-71.1198473 42.3571287, -71.1199171 42.3571833)",,,,,
7098733912,2688924426,0,26404834,1,,motorway_link,15 mph,,True,8.754,"LINESTRING (-71.1201442 42.3573862, -71.1202047 42.357451)",,,,,
7098838593,1892697370,0,26404834,1,,motorway_link,15 mph,,True,2.434,"LINESTRING (-71.1203579 42.3575273, -71.1203874 42.3575293)",,,,,
7098838594,7098838595,0,26404834,1,,motorway_link,15 mph,,True,2.398,"LINESTRING (-71.12041720000001 42.3575264, -71.12044590000001 42.3575225)",,,,,
7098838595,1892697366,0,26404834,1,,motorway_link,15 mph,,True,2.217,"LINESTRING (-71.12044590000001 42.3575225, -71.12047149999999 42.3575162)",,,,,
7098911901,1892697365,0,72942251,1,,motorway_link,15 mph,,True,2.594,"LINESTRING (-71.120521 42.3574909, -71.12054139999999 42.3574731)",,,,,yes
7098911903,7098911901,0,72942251,1,,motorway_link,15 mph,,True,2.296,"LINESTRING (-71.1205001 42.3575046, -71.120521 42.3574909)",,,,,yes
7098911905,7098952026,0,72942251,1,,motorway_link,15 mph,,True,3.341,"LINESTRING (-71.1205673 42.3573475, -71.12056029999999 42.3573179)",,,,,yes
7098911906,7098952022,0,72942251,1,,motorway_link,15 mph,,True,6.031,"LINESTRING (-71.1204766 42.3570156, -71.1204587 42.356963)",,,,,yes
7098911908,2688924454,0,72942251,1,,motorway_link,15 mph,,True,3.031,"LINESTRING (-71.1205672 42.3574251, -71.12057230000001 42.3573981)",,,,,yes
7098952019,7098952024,0,72942251,1,,motorway_link,15 mph,,True,6.941,"LINESTRING (-71.1204371 42.3569092, -71.1204103 42.35685)",,,,,yes
7098952020,7098952023,0,72942251,1,,motorway_link,15 mph,,True,6.518,"LINESTRING (-71.1203852 42.3568, -71.1203537 42.3567462)",,,,,yes
7098952021,61457318,0,72942251,1,,motorway_link,15 mph,,True,7.428,"LINESTRING (-71.1203166 42.3566939, -71.1202727 42.3566355)",,,,,yes
7098952022,7098952019,0,72942251,1,,motorway_link,15 mph,,True,6.24,"LINESTRING (-71.1204587 42.356963, -71.1204371 42.3569092)",,,,,yes
7098952023,7098952021,0,72942251,1,,motorway_link,15 mph,,True,6.566,"LINESTRING (-71.1203537 42.3567462, -71.1203166 42.3566939)",,,,,yes
7098952024,7098952020,0,72942251,1,,motorway_link,15 mph,,True,5.93,"LINESTRING (-71.1204103 42.35685, -71.1203852 42.3568)",,,,,yes
7098952025,7098911906,0,72942251,1,,motorway_link,15 mph,,True,6.38,"LINESTRING (-71.1204941 42.3570715, -71.1204766 42.3570156)",,,,,yes
7098952026,7098952025,0,72942251,1,,motorway_link,15 mph,,True,27.933,"LINESTRING (-71.12056029999999 42.3573179, -71.1204941 42.3570715)",,,,,yes
7110469907,7707946193,0,825494437,,,service,10 mph,,True,4.833,"LINESTRING (-71.0713674 42.3621214, -71.0713386 42.3621593)",parking_aisle,,,,
7110469907,7599241890,0,833366569,,,service,10 mph,,True,24.583,"LINESTRING (-71.0713674 42.3621214, -71.071642 42.3620336)",parking_aisle,,,,
7110469908,7599217256,0,825494452,,,service,10 mph,,True,2.435,"LINESTRING (-71.07177299999999 42.3619856, -71.0717841 42.3619653)",parking_aisle,,,,
7110469909,7788757194,0,825494452,,,service,10 mph,,True,1.645,"LINESTRING (-71.07177009999999 42.3618964, -71.07176080000001 42.3618833)",parking_aisle,,,,
7110469910,7599217254,0,833366568,,,service,10 mph,,True,10.6,"LINESTRING (-71.0716676 42.361862, -71.07154970000001 42.3619007)",parking_aisle,,,,
7118171037,5002265734,0,626294985,,,service,20 mph,,False,43.415,"LINESTRING (-71.1303388 42.3643748, -71.13012790000001 42.3647328)",,,,,
7118171037,7118171040,0,626294985,,,service,20 mph,,False,2.733,"LINESTRING (-71.1303388 42.3643748, -71.1303494 42.3643515)",,,,,
7118171040,7118171037,0,626294985,,,service,20 mph,,False,2.733,"LINESTRING (-71.1303494 42.3643515, -71.1303388 42.3643748)",,,,,
7118171040,5848019628,0,626294985,,,service,20 mph,,False,2.578,"LINESTRING (-71.1303494 42.3643515, -71.13035429999999 42.3643286)",,,,,
7118173603,5848019632,0,618736089,,Ivy Lane,residential,20 mph,,False,11.769,"LINESTRING (-71.1298688 42.3639863, -71.1297538 42.3639232)",,,,,
7118173603,7118174978,0,618736089,,Ivy Lane,residential,20 mph,,False,40.791,"LINESTRING (-71.1298688 42.3639863, -71.1302673 42.3642051)",,,,,
7118174976,7118174978,0,618736089,,Ivy Lane,residential,20 mph,,False,2.726,"LINESTRING (-71.1302922 42.3642213, -71.1302673 42.3642051)",,,,,
7118174976,7118174977,0,618736089,,Ivy Lane,residential,20 mph,,False,2.728,"LINESTRING (-71.1302922 42.3642213, -71.130314 42.3642398)",,,,,
7118174977,7118174976,0,618736089,,Ivy Lane,residential,20 mph,,False,2.728,"LINESTRING (-71.130314 42.3642398, -71.1302922 42.3642213)",,,,,
7118174977,5848019631,0,618736089,,Ivy Lane,residential,20 mph,,False,2.869,"LINESTRING (-71.130314 42.3642398, -71.13033350000001 42.3642612)",,,,,
7118174978,7118173603,0,618736089,,Ivy Lane,residential,20 mph,,False,40.791,"LINESTRING (-71.1302673 42.3642051, -71.1298688 42.3639863)",,,,,
7118174978,7118174976,0,618736089,,Ivy Lane,residential,20 mph,,False,2.726,"LINESTRING (-71.1302673 42.3642051, -71.1302922 42.3642213)",,,,,
7169161600,7717968567,0,8647664,,,service,15 mph,,False,63.498,"LINESTRING (-71.0754381 42.3443913, -71.07470499999999 42.3445716)",alley,,,,
7169161600,7718012896,0,8647664,,,service,15 mph,,False,47.553,"LINESTRING (-71.0754381 42.3443913, -71.0759863 42.3442545)",alley,,,,
7170561929,7170561932,0,767990681,,,service,10 mph,,False,93.826,"LINESTRING (-71.0613354 42.3442504, -71.06101459999999 42.3450602)",parking_aisle,,,,
7170561929,7170561943,0,837323261,,,service,10 mph,,False,3.476,"LINESTRING (-71.0613354 42.3442504, -71.06134729999999 42.3442204)",parking_aisle,,,,
7170561931,7170561944,0,767990678,,,service,10 mph,,True,6.17,"LINESTRING (-71.0615021 42.3441571, -71.0614774 42.3442095)",driveway,,,,
7170561932,7732861200,0,767990681,,,service,10 mph,,False,33.553,"LINESTRING (-71.06101459999999 42.3450602, -71.0608999 42.3453498)",parking_aisle,,,,
7170561932,7170561929,0,767990681,,,service,10 mph,,False,93.826,"LINESTRING (-71.06101459999999 42.3450602, -71.0613354 42.3442504)",parking_aisle,,,,
7170561933,7170561940,0,767990681,,,service,10 mph,,False,101.707,"LINESTRING (-71.0612711 42.3451194, -71.0616249 42.3442429)",parking_aisle,,,,
7170561933,7732861201,0,767990681,,,service,10 mph,,False,34.335,"LINESTRING (-71.0612711 42.3451194, -71.0611517 42.3454153)",parking_aisle,,,,
7170561938,7814177672,0,837266469,,,service,5 mph,,True,9.435,"LINESTRING (-71.0617134 42.3441371, -71.06174439999999 42.3440554)",driveway,,,,
7170561939,7170561938,0,837266469,,,service,5 mph,,True,4.339,"LINESTRING (-71.0616732 42.3441624, -71.0617134 42.3441371)",driveway,,,,
7170561940,7170561933,0,767990681,,,service,10 mph,,False,101.707,"LINESTRING (-71.0616249 42.3442429, -71.0612711 42.3451194)",parking_aisle,,,,
7170561940,7170561939,0,837266469,,,service,5 mph,,True,9.792,"LINESTRING (-71.0616249 42.3442429, -71.0616732 42.3441624)",driveway,,,,
7170561940,7170561944,0,837323262,,,service,10 mph,,False,12.679,"LINESTRING (-71.0616249 42.3442429, -71.0614774 42.3442095)",parking_aisle,,,,
7170561941,7732861201,0,767990681,,,service,10 mph,,False,22.43,"LINESTRING (-71.06107369999999 42.3456086, -71.0611517 42.3454153)",parking_aisle,,,,
7170561941,7170561942,0,767990681,,,service,10 mph,,False,21.8,"LINESTRING (-71.06107369999999 42.3456086, -71.06081690000001 42.3455595)",parking_aisle,,,,
7170561942,7170561941,0,767990681,,,service,10 mph,,False,21.8,"LINESTRING (-71.06081690000001 42.3455595, -71.06107369999999 42.3456086)",parking_aisle,,,,
7170561942,7732861200,0,767990681,,,service,10 mph,,False,24.295,"LINESTRING (-71.06081690000001 42.3455595, -71.0608999 42.3453498)",parking_aisle,,,,
7170561943,7170561929,0,837323261,,,service,10 mph,,False,3.476,"LINESTRING (-71.06134729999999 42.3442204, -71.0613354 42.3442504)",parking_aisle,,,,
7170561943,7170561944,0,837323261,,,service,10 mph,,False,10.761,"LINESTRING (-71.06134729999999 42.3442204, -71.0614774 42.3442095)",parking_aisle,,,,
7170561944,7170561943,0,837323261,,,service,10 mph,,False,10.761,"LINESTRING (-71.0614774 42.3442095, -71.06134729999999 42.3442204)",parking_aisle,,,,
7170561944,7170561940,0,837323262,,,service,10 mph,,False,12.679,"LINESTRING (-71.0614774 42.3442095, -71.0616249 42.3442429)",parking_aisle,,,,
7170561945,7814177675,0,767990678,,,service,10 mph,,True,9.108,"LINESTRING (-71.06160439999999 42.3439402, -71.061571 42.3440183)",driveway,,,,
7235406512,7235406516,0,94670765,2,Water Street,residential,20 mph,,False,33.44,"LINESTRING (-71.0609449 42.3709041, -71.0605983 42.3710618)",,,,,
7235406512,61370500,0,94670765,2,Water Street,residential,20 mph,,False,8.104,"LINESTRING (-71.0609449 42.3709041, -71.061029 42.370866)",,,,,
7235406516,61370504,0,94670765,2,Water Street,residential,20 mph,,False,12.24,"LINESTRING (-71.0605983 42.3710618, -71.06047100000001 42.371119)",,,,,
7235406516,7235406512,0,94670765,2,Water Street,residential,20 mph,,False,33.44,"LINESTRING (-71.0605983 42.3710618, -71.0609449 42.3709041)",,,,,
7335430842,61586621,0,8649414,1,Franklin Avenue,service,10 mph,,False,63.033,"LINESTRING (-71.0586117 42.3590498, -71.05846219999999 42.3596058)",alley,,,,
7335430842,61519549,0,8649414,1,Franklin Avenue,service,10 mph,,False,5.612,"LINESTRING (-71.0586117 42.3590498, -71.05862500000001 42.3590003)",alley,,,,
7400622154,7707946252,0,791630431,,,service,10 mph,,True,8.321,"LINESTRING (-71.0711057 42.362631, -71.07116259999999 42.3625691)",parking_aisle,,,,
7400622161,7707946287,0,825494446,,,service,10 mph,,True,43.665,"LINESTRING (-71.0712355 42.3624955, -71.0717332 42.3623578)",parking_aisle,,,,
7418150252,4687381692,0,8652405,1,Public Alley 430,service,15 mph,2.7,True,169.999,"LINESTRING (-71.08625120000001 42.3490363, -71.0881928 42.3485088)",alley,,,,
7476050190,7476050192,0,799369475,2,,service,5 mph,12,False,9.995,"LINESTRING (-71.0823688 42.3487431, -71.0823255 42.3486591)",driveway,delivery,,,
7476050191,7847722611,0,815796680,2,,service,5 mph,12,False,20.556,"LINESTRING (-71.08204360000001 42.3480889, -71.0821277 42.348263)",driveway,delivery,,building_passage,
7476050192,7774760063,0,799369475,2,,service,5 mph,12,False,3.694,"LINESTRING (-71.0823255 42.3486591, -71.0823097 42.348628)",driveway,delivery,,,
7476050192,7476050190,0,799369475,2,,service,5 mph,12,False,9.995,"LINESTRING (-71.0823255 42.3486591, -71.0823688 42.3487431)",driveway,delivery,,,
7476488109,7476488111,0,799419418,2,,service,5 mph,10.4,False,2.092,"LINESTRING (-71.09034080000001 42.3481439, -71.0903399 42.3481251)",driveway,,,,
7476488110,7476488111,0,799419418,2,,service,5 mph,10.4,False,5.83,"LINESTRING (-71.0903374 42.3480727, -71.0903399 42.3481251)",driveway,,,,
7476488111,7476488109,0,799419418,2,,service,5 mph,10.4,False,2.092,"LINESTRING (-71.0903399 42.3481251, -71.09034080000001 42.3481439)",driveway,,,,
7476488111,7476488110,0,799419418,2,,service,5 mph,10.4,False,5.83,"LINESTRING (-71.0903399 42.3481251, -71.0903374 42.3480727)",driveway,,,,
7487603060,7759492082,0,148771992,,,service,5 mph,,True,2.392,"LINESTRING (-71.0783857 42.3509065, -71.0783957 42.3509267)",parking_aisle,,,,
7487603061,7759492122,0,148771992,,,service,5 mph,,True,1.054,"LINESTRING (-71.0784132 42.3508161, -71.07840880000001 42.3508072)",parking_aisle,,,,
7487603062,7759492074,0,148771992,,,service,5 mph,,True,0.719,"LINESTRING (-71.07812370000001 42.3510632, -71.07813229999999 42.3510644)",parking_aisle,,,,
7487603063,7759492077,0,148771992,,,service,5 mph,,True,0.875,"LINESTRING (-71.0784642 42.3509826, -71.0784732 42.3509784)",parking_aisle,,,,
7487912478,4779657632,0,485193865,2,,service,10 mph,,False,5.736,"LINESTRING (-71.0802207 42.3481811, -71.08028659999999 42.3481641)",driveway,,,,
7487912478,4779657648,0,485193865,2,,service,10 mph,,False,15.881,"LINESTRING (-71.0802207 42.3481811, -71.0800387 42.3482291)",driveway,,,,
7487912479,7847722599,0,800600403,2,,service,10 mph,6,False,77.891,"LINESTRING (-71.08059609999999 42.3484349, -71.0814929 42.3482082)",parking_aisle,yes,,building_passage,
7487912479,7847722598,0,841066744,2,,service,10 mph,6,False,0.671,"LINESTRING (-71.08059609999999 42.3484349, -71.0805884 42.3484369)",parking_aisle,yes,,,
7487912480,7539230683,0,814346829,2,Ring Road,residential,15 mph,,False,37.517,"LINESTRING (-71.0804346 42.3484767, -71.0805902 42.3487939)",,,,,
7487912480,4779657632,0,814346829,2,Ring Road,residential,15 mph,,False,36.826,"LINESTRING (-71.0804346 42.3484767, -71.08028659999999 42.3481641)",,,,,
7487912480,7487912481,0,841066744,2,,service,10 mph,6,False,5.539,"LINESTRING (-71.0804346 42.3484767, -71.08049819999999 42.3484602)",parking_aisle,yes,,,
7487912481,7487912480,0,841066744,2,,service,10 mph,6,False,5.539,"LINESTRING (-71.08049819999999 42.3484602, -71.0804346 42.3484767)",parking_aisle,yes,,,
7487912481,7802253855,0,841066744,2,,service,10 mph,6,False,5.266,"LINESTRING (-71.08049819999999 42.3484602, -71.0805587 42.3484446)",parking_aisle,yes,,,
7487948392,349355356,0,814346829,2,Ring Road,residential,15 mph,,False,10.148,"LINESTRING (-71.0807329 42.3490847, -71.080775 42.3491705)",,,,,
7487948392,7689983008,0,814346829,2,Ring Road,residential,15 mph,,False,3.192,"LINESTRING (-71.0807329 42.3490847, -71.0807197 42.3490577)",,,,,
7492664541,7727727721,0,801047830,,,service,10 mph,,False,10.103,"LINESTRING (-71.1105453 42.3515493, -71.11055760000001 42.3514589)",parking_aisle,private,,,
7492664543,7727727720,0,801047830,,,service,10 mph,,False,9.673,"LINESTRING (-71.11046020000001 42.3513074, -71.11057649999999 42.3513208)",parking_aisle,private,,,
7501883778,7501883780,0,802024386,2,,service,5 mph,,False,7.0,"LINESTRING (-71.0797362 42.3499878, -71.0798157 42.3499652)",driveway,,,,
7501883779,7501883780,0,802024386,2,,service,5 mph,,False,2.906,"LINESTRING (-71.0798487 42.3499558, -71.0798157 42.3499652)",driveway,,,,
7501883779,7721690630,0,827075372,2,,service,5 mph,6,False,4.128,"LINESTRING (-71.0798487 42.3499558, -71.07989600000001 42.3499433)",driveway,,,yes,
7501883780,7501883779,0,802024386,2,,service,5 mph,,False,2.906,"LINESTRING (-71.0798157 42.3499652, -71.0798487 42.3499558)",driveway,,,,
