u,v,key,osmid,lanes,name,highway,maxspeed,width,oneway,length,geometry,service,access,ref,tunnel,bridge
7779843400,7737452123,0,834362481,1,,service,5 mph,4,False,3.377,"LINESTRING (-71.0701981 42.3647336, -71.0701667 42.364714)",driveway,private,,,
7779843405,7779843371,0,834362481,1,,service,5 mph,4,False,2.204,"LINESTRING (-71.07022600000001 42.3647398, -71.0702513 42.3647464)",driveway,private,,,
7779843405,7779843400,0,834362481,1,,service,5 mph,4,False,2.394,"LINESTRING (-71.07022600000001 42.3647398, -71.0701981 42.3647336)",driveway,private,,,
7781540088,7737452122,0,815116161,2,,service,5 mph,5.8,False,2.463,"LINESTRING (-71.0700533 42.3647262, -71.0700825 42.3647312)",parking_aisle,,,,
7781540088,7613801443,0,815116161,2,,service,5 mph,5.8,False,3.796,"LINESTRING (-71.0700533 42.3647262, -71.0700082 42.3647188)",parking_aisle,,,,
7781849626,597013179,0,812990480,2,,service,10 mph,,True,12.709,"LINESTRING (-71.06446630000001 42.3679859, -71.0644422 42.367873)",parking_aisle,,,,
7781849627,7781849626,0,812990480,2,,service,10 mph,,True,3.96,"LINESTRING (-71.0644777 42.3680205, -71.06446630000001 42.3679859)",parking_aisle,,,,
7781849628,7781849627,0,812990480,2,,service,10 mph,,True,1.81,"LINESTRING (-71.0644898 42.3680341, -71.0644777 42.3680205)",parking_aisle,,,,
7781849629,597022436,0,812990480,2,,service,10 mph,,True,2.09,"LINESTRING (-71.0645366 42.3680553, -71.0645124 42.3680495)",parking_aisle,,,,
7781849643,2925366868,0,288990999,1,,service,10 mph,,True,9.175,"LINESTRING (-71.06430109999999 42.3667238, -71.0643491 42.3666493)",parking_aisle,,,,
7781849644,4740246283,0,288990999,1,,service,10 mph,,True,2.024,"LINESTRING (-71.0642692 42.366745, -71.0642876 42.3667329)",parking_aisle,,,,
7781849645,2925369437,0,288990999,1,,service,10 mph,,True,4.423,"LINESTRING (-71.06414909999999 42.3668187, -71.0641914 42.3667941)",parking_aisle,,,,
7781849646,7781849647,0,833619049,1,,service,10 mph,,True,1.633,"LINESTRING (-71.0642477 42.3666752, -71.0642313 42.3666835)",parking_aisle,,,,
7781849647,7818324248,0,833619049,1,,service,10 mph,,True,1.91,"LINESTRING (-71.0642313 42.3666835, -71.0642124 42.3666935)",parking_aisle,,,,
7781849648,2925369429,0,833619049,1,,service,10 mph,,True,7.116,"LINESTRING (-71.0640812 42.3667631, -71.0640614 42.3668254)",parking_aisle,,,,
7781849666,597022429,0,833619054,2,,service,10 mph,,True,11.893,"LINESTRING (-71.06532730000001 42.368142, -71.0652055 42.3681998)",parking_aisle,,,,
7781849666,2925366841,0,837683807,2,,service,10 mph,,False,17.99,"LINESTRING (-71.06532730000001 42.368142, -71.065432 42.3679999)",parking_aisle,,,,
7781849672,7593754283,0,812990481,2,,service,10 mph,,True,36.022,"LINESTRING (-71.0649961 42.3681078, -71.0645628 42.3680582)",parking_aisle,,,,
7781849717,7781849719,0,838051694,2,,service,5 mph,7.5,True,35.158,"LINESTRING (-71.06367109999999 42.3660364, -71.0639331 42.3662864)",driveway,,,,
7781849719,7781849725,0,838051694,2,,service,5 mph,7.5,True,2.004,"LINESTRING (-71.0639331 42.3662864, -71.06394830000001 42.3663005)",driveway,,,,
7781849725,2925366813,0,838051694,2,,service,5 mph,7.5,True,24.12,"LINESTRING (-71.06394830000001 42.3663005, -71.0641315 42.36647)",driveway,,,,
7781849760,7821801645,0,260209942,2,,service,5 mph,8,False,1.184,"LINESTRING (-71.0637373 42.3659018, -71.0637493 42.3658959)",driveway,,,,
7781849760,2656961560,0,260209942,2,,service,5 mph,8,False,5.505,"LINESTRING (-71.0637373 42.3659018, -71.0636839 42.3659317)",driveway,,,,
7781849764,7781849765,0,833619092,1,,service,5 mph,3,False,9.499,"LINESTRING (-71.0634015 42.3656403, -71.0634963 42.3655914)",driveway,permit,,,
7781849765,7781849764,0,833619092,1,,service,5 mph,3,False,9.499,"LINESTRING (-71.0634963 42.3655914, -71.0634015 42.3656403)",driveway,permit,,,
7781849765,597031844,0,833619092,1,,service,5 mph,3,False,8.598,"LINESTRING (-71.0634963 42.3655914, -71.0636003 42.3656)",driveway,permit,,,
7782179747,7782179748,0,833663425,2,,service,5 mph,,True,1.561,"LINESTRING (-71.0740241 42.3478261, -71.0740431 42.3478261)",driveway,,,,
7782179748,7684214694,0,833663425,2,,service,5 mph,,True,1.561,"LINESTRING (-71.0740431 42.3478261, -71.07406210000001 42.3478261)",driveway,,,,
7782179749,7782179747,0,833663425,2,,service,5 mph,,True,3.789,"LINESTRING (-71.073978 42.3478262, -71.0740241 42.3478261)",driveway,,,,
7782179750,7782179757,0,833663423,2,,service,5 mph,,True,1.561,"LINESTRING (-71.07406159999999 42.3478127, -71.0740426 42.3478128)",driveway,,,,
7782179751,7782179752,0,833663423,2,,service,5 mph,,True,3.789,"LINESTRING (-71.0740236 42.3478129, -71.0739775 42.3478129)",driveway,,,,
7782179752,7782179753,0,833663423,2,,service,5 mph,,True,1.943,"LINESTRING (-71.0739775 42.3478129, -71.0739554 42.3478191)",driveway,,,,
7782179753,7684214721,0,823024814,4,,service,5 mph,,False,1.648,"LINESTRING (-71.0739554 42.3478191, -71.0739354 42.3478202)",driveway,,,,
7782179753,7782179749,0,833663425,2,,service,5 mph,,True,2.018,"LINESTRING (-71.0739554 42.3478191, -71.073978 42.3478262)",driveway,,,,
7782179754,7782179755,0,833663425,2,,service,5 mph,,True,2.427,"LINESTRING (-71.0741092 42.3478254, -71.0741376 42.3478194)",driveway,,,,
7782179755,7782179756,0,833663423,2,,service,5 mph,,True,2.648,"LINESTRING (-71.0741376 42.3478194, -71.0741068 42.3478124)",driveway,,,,
7782179755,7684214693,0,833663424,,,service,5 mph,,False,8.728,"LINESTRING (-71.0741376 42.3478194, -71.0742438 42.3478184)",driveway,,,,
7782179756,7782179750,0,833663423,2,,service,5 mph,,True,3.715,"LINESTRING (-71.0741068 42.3478124, -71.07406159999999 42.3478127)",driveway,,,,
7782179757,7782179751,0,833663423,2,,service,5 mph,,True,1.561,"LINESTRING (-71.0740426 42.3478128, -71.0740236 42.3478129)",driveway,,,,
7782204111,4845013599,0,837256998,1,,service,10 mph,3,True,10.866,"LINESTRING (-71.0742695 42.3482036, -71.0742671 42.3481059)",driveway,yes,,,
7782419054,7782419056,0,833702299,1,,service,5 mph,4,False,2.023,"LINESTRING (-71.07647540000001 42.3487016, -71.0764985 42.3486953)",driveway,delivery,,,
7782419055,7782419057,0,833702299,1,,service,5 mph,4,False,5.062,"LINESTRING (-71.0766189 42.3486596, -71.0765617 42.3486765)",driveway,delivery,,,
7782419056,7782419057,0,833702299,1,,service,5 mph,4,False,5.599,"LINESTRING (-71.0764985 42.3486953, -71.0765617 42.3486765)",driveway,delivery,,,
7782419056,7782419054,0,833702299,1,,service,5 mph,4,False,2.023,"LINESTRING (-71.0764985 42.3486953, -71.07647540000001 42.3487016)",driveway,delivery,,,
7782419057,7782419055,0,833702299,1,,service,5 mph,4,False,5.062,"LINESTRING (-71.0765617 42.3486765, -71.0766189 42.3486596)",driveway,delivery,,,
7782419057,7782419056,0,833702299,1,,service,5 mph,4,False,5.599,"LINESTRING (-71.0765617 42.3486765, -71.0764985 42.3486953)",driveway,delivery,,,
7782496203,7782496206,0,818620362,2,,service,5 mph,,False,1.543,"LINESTRING (-71.06048939999999 42.3669781, -71.0604864 42.3669918)",driveway,,,,
7782496203,7644802778,0,818620362,2,,service,5 mph,,False,2.581,"LINESTRING (-71.06048939999999 42.3669781, -71.0605058 42.3669583)",driveway,,,,
7782496204,7644802781,0,818620362,2,,service,5 mph,,False,2.778,"LINESTRING (-71.0605549 42.3670371, -71.06058830000001 42.3670332)",driveway,,,,
7782496204,7644802780,0,818620362,2,,service,5 mph,,False,1.753,"LINESTRING (-71.0605549 42.3670371, -71.0605336 42.3670362)",driveway,,,,
7782496205,7644802780,0,818620362,2,,service,5 mph,,False,1.808,"LINESTRING (-71.060514 42.3670288, -71.0605336 42.3670362)",driveway,,,,
7782496205,7644802783,0,818620362,2,,service,5 mph,,False,1.575,"LINESTRING (-71.060514 42.3670288, -71.0604999 42.3670192)",driveway,,,,
7782496206,7644802779,0,818620362,2,,service,5 mph,,False,1.54,"LINESTRING (-71.0604864 42.3669918, -71.06048800000001 42.3670056)",driveway,,,,
7782496206,7782496203,0,818620362,2,,service,5 mph,,False,1.543,"LINESTRING (-71.0604864 42.3669918, -71.06048939999999 42.3669781)",driveway,,,,
7786030023,7539482837,0,806255130,2,,service,5 mph,14,False,6.31,"LINESTRING (-71.0793855 42.3488903, -71.079313 42.348909)",driveway,no,,,
7786030023,7539482835,0,806255130,2,,service,5 mph,14,False,1.873,"LINESTRING (-71.0793855 42.3488903, -71.079407 42.3488847)",driveway,no,,,
7787956228,1769090890,0,828185861,1,,track,10 mph,3.5,False,22.562,"LINESTRING (-71.077429 42.3552177, -71.07733229999999 42.3550278)",,no,,,
7787956228,64064005,0,828185861,1,,track,10 mph,3.5,False,6.69,"LINESTRING (-71.077429 42.3552177, -71.0774577 42.355274)",,no,,,
7788623823,7788623824,0,834362481,1,,service,5 mph,4,False,56.949,"LINESTRING (-71.0702957 42.3647501, -71.07095200000001 42.3649149)",driveway,private,,,
7788623823,7779843371,0,834362481,1,,service,5 mph,4,False,3.671,"LINESTRING (-71.0702957 42.3647501, -71.0702513 42.3647464)",driveway,private,,,
7788623824,7788623823,0,834362481,1,,service,5 mph,4,False,56.949,"LINESTRING (-71.07095200000001 42.3649149, -71.0702957 42.3647501)",driveway,private,,,
7788757193,7110469910,0,825494452,,,service,10 mph,,True,1.741,"LINESTRING (-71.0716884 42.361859, -71.0716676 42.361862)",parking_aisle,,,,
7788757194,7599217255,0,825494452,,,service,10 mph,,True,1.76,"LINESTRING (-71.07176080000001 42.3618833, -71.0717442 42.3618733)",parking_aisle,,,,
7792954580,7792954584,0,834856239,2,,service,5 mph,8,False,9.07,"LINESTRING (-71.0697972 42.3614905, -71.0697636 42.3615682)",driveway,,,yes,
7792954581,7792954584,0,834856239,2,,service,5 mph,8,False,5.215,"LINESTRING (-71.0697444 42.3616129, -71.0697636 42.3615682)",driveway,,,yes,
7792954584,7792954581,0,834856239,2,,service,5 mph,8,False,5.215,"LINESTRING (-71.0697636 42.3615682, -71.0697444 42.3616129)",driveway,,,yes,
7792954584,7792954580,0,834856239,2,,service,5 mph,8,False,9.07,"LINESTRING (-71.0697636 42.3615682, -71.0697972 42.3614905)",driveway,,,yes,
7792998294,7792998295,0,341184586,2,,service,5 mph,12.2,True,1.257,"LINESTRING (-71.0663287 42.3613284, -71.0663287 42.3613171)",driveway,,,,
7792998295,3483953639,0,341184586,2,,service,5 mph,12.2,True,9.074,"LINESTRING (-71.0663287 42.3613171, -71.066329 42.3612355)",driveway,,,,
7795770566,7613971653,0,8650201,2,Munson Street,service,10 mph,9.8,False,2.707,"LINESTRING (-71.10248730000001 42.3471998, -71.1024992 42.3472225)",driveway,,,,
7795770566,61521650,0,8650201,2,Munson Street,service,10 mph,9.8,False,41.665,"LINESTRING (-71.10248730000001 42.3471998, -71.1023052 42.3468501)",driveway,,,,
7797607101,6678099927,0,8640916,2,,service,10 mph,,False,3.32,"LINESTRING (-71.10374210000001 42.3448631, -71.10376719999999 42.3448865)",driveway,,,,
7797607101,2377499578,0,8640916,2,,service,10 mph,,False,5.675,"LINESTRING (-71.10374210000001 42.3448631, -71.1036778 42.3448445)",driveway,,,,
7797607108,7797607110,0,8640916,2,,service,10 mph,,False,1.927,"LINESTRING (-71.1037844 42.3449085, -71.10378729999999 42.3449257)",driveway,,,,
7797607108,6678099927,0,8640916,2,,service,10 mph,,False,2.825,"LINESTRING (-71.1037844 42.3449085, -71.10376719999999 42.3448865)",driveway,,,,
7797607109,5493451697,0,8640916,2,,service,10 mph,,False,3.914,"LINESTRING (-71.10378059999999 42.3449713, -71.10377440000001 42.3450062)",driveway,,,,
7797607109,6678099928,0,8640916,2,,service,10 mph,,False,3.337,"LINESTRING (-71.10378059999999 42.3449713, -71.1037841 42.3449414)",driveway,,,,
7797607110,6678099928,0,8640916,2,,service,10 mph,,False,1.765,"LINESTRING (-71.10378729999999 42.3449257, -71.1037841 42.3449414)",driveway,,,,
7797607110,7797607108,0,8640916,2,,service,10 mph,,False,1.927,"LINESTRING (-71.10378729999999 42.3449257, -71.1037844 42.3449085)",driveway,,,,
7797607140,7797607144,0,96268225,2,,service,10 mph,,True,1.351,"LINESTRING (-71.10364370000001 42.3448888, -71.10363169999999 42.3448971)",driveway,,,,
7797607141,1115927563,0,835388344,2,,service,10 mph,,False,6.032,"LINESTRING (-71.1033735 42.3450493, -71.1033192 42.3450858)",driveway,,,,
7797607142,1115927441,0,835388344,2,,service,10 mph,,False,2.416,"LINESTRING (-71.1032271 42.3451135, -71.10320059999999 42.3451041)",driveway,,,,
7797607142,1115927413,0,835388344,2,,service,10 mph,,False,2.142,"LINESTRING (-71.1032271 42.3451135, -71.1032531 42.3451122)",driveway,,,,
7797607143,1115927413,0,835388344,2,,service,10 mph,,False,2.798,"LINESTRING (-71.10328440000001 42.3451023, -71.1032531 42.3451122)",driveway,,,,
7797607143,1115927563,0,835388344,2,,service,10 mph,,False,3.398,"LINESTRING (-71.10328440000001 42.3451023, -71.1033192 42.3450858)",driveway,,,,
7797607144,7797607145,0,96268225,2,,service,10 mph,,True,8.384,"LINESTRING (-71.10363169999999 42.3448971, -71.10355439999999 42.3449463)",driveway,,,,
7797607145,7797607141,0,96268225,2,,service,10 mph,,True,18.767,"LINESTRING (-71.10355439999999 42.3449463, -71.1033735 42.3450493)",driveway,,,,
7797607146,7797607147,0,835388343,1,,service,10 mph,,True,9.506,"LINESTRING (-71.10359990000001 42.3448507, -71.1035131 42.3449072)",driveway,,,,
7797607147,7797607141,0,835388343,1,,service,10 mph,,True,19.527,"LINESTRING (-71.1035131 42.3449072, -71.1033735 42.3450493)",driveway,,,,
7797607148,5493451696,0,571646276,,,service,10 mph,,True,31.861,"LINESTRING (-71.1036866 42.3450224, -71.1034003 42.3452156)",parking_aisle,,,,
7797607149,61379991,0,835388347,2,,service,10 mph,,False,25.918,"LINESTRING (-71.102344 42.3456819, -71.1020936 42.3455402)",parking_aisle,,,,
7797607149,61414753,0,835388347,2,,service,10 mph,,False,62.886,"LINESTRING (-71.102344 42.3456819, -71.10306989999999 42.3458608)",parking_aisle,,,,
7802253855,7847722601,0,835909098,2,,service,5 mph,6,False,6.489,"LINESTRING (-71.0805587 42.3484446, -71.08052910000001 42.3483905)",driveway,service,,,
7802253855,7487912481,0,841066744,2,,service,10 mph,6,False,5.266,"LINESTRING (-71.0805587 42.3484446, -71.08049819999999 42.3484602)",parking_aisle,yes,,,
7802253855,7847722598,0,841066744,2,,service,10 mph,6,False,2.587,"LINESTRING (-71.0805587 42.3484446, -71.0805884 42.3484369)",parking_aisle,yes,,,
7802253856,7847722601,0,835909098,2,,service,5 mph,6,False,3.682,"LINESTRING (-71.080513 42.3483596, -71.08052910000001 42.3483905)",driveway,service,,,
7802311713,7802311715,0,835909119,1,,service,5 mph,4,False,1.087,"LINESTRING (-71.08361650000001 42.3527613, -71.083629 42.3527581)",driveway,residents,,,
7802311714,7802311715,0,835909119,1,,service,5 mph,4,False,4.71,"LINESTRING (-71.08368299999999 42.3527439, -71.083629 42.3527581)",driveway,residents,,,
7802311715,7802311714,0,835909119,1,,service,5 mph,4,False,4.71,"LINESTRING (-71.083629 42.3527581, -71.08368299999999 42.3527439)",driveway,residents,,,
7802311715,7802311713,0,835909119,1,,service,5 mph,4,False,1.087,"LINESTRING (-71.083629 42.3527581, -71.08361650000001 42.3527613)",driveway,residents,,,
7802311717,7802311718,0,835909120,1,,service,5 mph,4,False,4.803,"LINESTRING (-71.0836856 42.3528762, -71.08374070000001 42.3528618)",driveway,residents,,,
7802311717,7848305775,0,835909120,1,,service,5 mph,4,False,1.145,"LINESTRING (-71.0836856 42.3528762, -71.0836724 42.3528795)",driveway,residents,,,
7802311718,7802311717,0,835909120,1,,service,5 mph,4,False,4.803,"LINESTRING (-71.08374070000001 42.3528618, -71.0836856 42.3528762)",driveway,residents,,,
7804005232,7804005233,0,836110388,1,,service,5 mph,,False,2.251,"LINESTRING (-71.089271 42.3514973, -71.0892623 42.3514781)",driveway,private,,,
7804005233,7804005234,0,836110388,1,,service,5 mph,,False,4.377,"LINESTRING (-71.0892623 42.3514781, -71.0892453 42.3514408)",driveway,private,,,
7804005233,7804005232,0,836110388,1,,service,5 mph,,False,2.251,"LINESTRING (-71.0892623 42.3514781, -71.089271 42.3514973)",driveway,private,,,
7804005234,7804005233,0,836110388,1,,service,5 mph,,False,4.377,"LINESTRING (-71.0892453 42.3514408, -71.0892623 42.3514781)",driveway,private,,,
7805112815,5456460707,0,566649613,2,,service,10 mph,,False,7.743,"LINESTRING (-71.1017748 42.3470964, -71.1018093 42.3471612)",parking_aisle,,,,
7805112815,5456460705,0,566649613,2,,service,10 mph,,False,7.798,"LINESTRING (-71.1017748 42.3470964, -71.10174019999999 42.3470311)",parking_aisle,,,,
7805112829,3344674996,0,327664916,,,service,10 mph,,False,10.473,"LINESTRING (-71.1026821 42.3467782, -71.10255600000001 42.3467918)",parking_aisle,,,,
7805112829,3344674998,0,327664916,,,service,10 mph,,False,1.951,"LINESTRING (-71.1026821 42.3467782, -71.10270559999999 42.3467757)",parking_aisle,,,,
7805162413,7805162415,0,836247400,1,,service,5 mph,,False,4.397,"LINESTRING (-71.1008362 42.3487376, -71.1007833 42.3487317)",driveway,,,,
7805162414,7805162415,0,836247400,1,,service,5 mph,,False,7.045,"LINESTRING (-71.10069849999999 42.3487224, -71.1007833 42.3487317)",driveway,,,,
7805162415,7805162414,0,836247400,1,,service,5 mph,,False,7.045,"LINESTRING (-71.1007833 42.3487317, -71.10069849999999 42.3487224)",driveway,,,,
7805162415,7805162413,0,836247400,1,,service,5 mph,,False,4.397,"LINESTRING (-71.1007833 42.3487317, -71.1008362 42.3487376)",driveway,,,,
7805162425,7763953596,0,8638253,2,,service,10 mph,,False,209.423,"LINESTRING (-71.1003068 42.3498851, -71.09778439999999 42.3496168)",alley,,,,
7805162425,7763953634,0,8638253,2,,service,10 mph,,False,5.596,"LINESTRING (-71.1003068 42.3498851, -71.1003742 42.3498923)",alley,,,,
7806969687,7806969690,0,836439069,1,,service,5 mph,4,False,7.186,"LINESTRING (-71.08757319999999 42.3482418, -71.08760169999999 42.3483029)",driveway,,,,
7806969690,7806969687,0,836439069,1,,service,5 mph,4,False,7.186,"LINESTRING (-71.08760169999999 42.3483029, -71.08757319999999 42.3482418)",driveway,,,,
7806969690,7806969691,0,836439069,1,,service,5 mph,4,False,1.741,"LINESTRING (-71.08760169999999 42.3483029, -71.0876086 42.3483177)",driveway,,,,
7806969691,7806969690,0,836439069,1,,service,5 mph,4,False,1.741,"LINESTRING (-71.0876086 42.3483177, -71.08760169999999 42.3483029)",driveway,,,,
7808903633,7808903634,0,836684999,1,,service,5 mph,,False,3.794,"LINESTRING (-71.07610940000001 42.3521015, -71.0761014 42.3521351)",driveway,private,,,
7808903634,7808903636,0,836684999,1,,service,5 mph,,False,5.878,"LINESTRING (-71.0761014 42.3521351, -71.0761246 42.3521851)",driveway,private,,,
7808903634,7808903633,0,836684999,1,,service,5 mph,,False,3.794,"LINESTRING (-71.0761014 42.3521351, -71.07610940000001 42.3521015)",driveway,private,,,
7808903635,7808903636,0,836684999,1,,service,5 mph,,False,6.912,"LINESTRING (-71.0761519 42.3522439, -71.0761246 42.3521851)",driveway,private,,,
7808903636,7808903635,0,836684999,1,,service,5 mph,,False,6.912,"LINESTRING (-71.0761246 42.3521851, -71.0761519 42.3522439)",driveway,private,,,
7808903636,7808903634,0,836684999,1,,service,5 mph,,False,5.878,"LINESTRING (-71.0761246 42.3521851, -71.0761014 42.3521351)",driveway,private,,,
7810012370,7810012372,0,836805883,2,,service,5 mph,4,False,1.889,"LINESTRING (-71.0743677 42.3467278, -71.07435030000001 42.3467167)",driveway,private,,,
7810012371,7810012372,0,836805883,2,,service,5 mph,4,False,9.71,"LINESTRING (-71.0742609 42.3466596, -71.07435030000001 42.3467167)",driveway,private,,,
7810012372,7810012371,0,836805883,2,,service,5 mph,4,False,9.71,"LINESTRING (-71.07435030000001 42.3467167, -71.0742609 42.3466596)",driveway,private,,,
