u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,access,bridge,junction,tunnel,ref,service
4465112737,1122463472,0,96867656,True,,motorway_link,30,6.583,"LINESTRING (-58.380567 -34.6222761, -58.3806389 -34.622278)",1,,,yes,,,,
4465112738,4465112740,0,96867656,True,,motorway_link,30,5.31,"LINESTRING (-58.3807005 -34.6222835, -58.3807576 -34.622292)",1,,,yes,,,,
4465112739,1637573401,0,96867656,True,,motorway_link,30,6.239,"LINESTRING (-58.3804343 -34.6222859, -58.3805017 -34.6222774)",1,,,yes,,,,
4465112740,1122463502,0,96867656,True,,motorway_link,30,6.618,"LINESTRING (-58.3807576 -34.622292, -58.3808273 -34.6223079)",1,,,yes,,,,
4465112741,4465112743,0,96867656,True,,motorway_link,30,5.561,"LINESTRING (-58.3808881 -34.6223286, -58.3809437 -34.6223488)",1,,,yes,,,,
4465112743,4465112744,0,96867656,True,,motorway_link,30,5.33,"LINESTRING (-58.3809437 -34.6223488, -58.3809934 -34.6223738)",1,,,yes,,,,
4465112744,4465112745,0,96867656,True,,motorway_link,30,5.432,"LINESTRING (-58.3809934 -34.6223738, -58.3810409 -34.6224031)",1,,,yes,,,,
4465112745,1122463509,0,96867656,True,,motorway_link,30,5.108,"LINESTRING (-58.3810409 -34.6224031, -58.3810839 -34.6224324)",1,,,yes,,,,
4465112748,4465112750,0,96867656,True,,motorway_link,30,7.243,"LINESTRING (-58.3811313 -34.6224732, -58.381181 -34.6225239)",1,,,yes,,,,
4465112750,1122463423,0,96867656,True,,motorway_link,30,7.341,"LINESTRING (-58.381181 -34.6225239, -58.3812233 -34.62258)",1,,,yes,,,,
4465112753,4465112755,0,96867656,True,,motorway_link,30,4.566,"LINESTRING (-58.3812529 -34.6226295, -58.3812685 -34.6226685)",1,,,yes,,,,
4465112755,4465112757,0,96867656,True,,motorway_link,30,5.538,"LINESTRING (-58.3812685 -34.6226685, -58.3812863 -34.6227161)",1,,,yes,,,,
4465112757,1122463464,0,96867656,True,,motorway_link,30,5.189,"LINESTRING (-58.3812863 -34.6227161, -58.3812989 -34.6227616)",1,,,yes,,,,
4465112761,4465112762,0,96867656,True,,motorway_link,30,4.955,"LINESTRING (-58.3813071 -34.6228101, -58.38131 -34.6228546)",1,,,yes,,,,
4465112762,4465112763,0,96867656,True,,motorway_link,30,4.548,"LINESTRING (-58.38131 -34.6228546, -58.38131 -34.6228955)",1,,,yes,,,,
4465112763,4465112765,0,96867656,True,,motorway_link,30,6.567,"LINESTRING (-58.38131 -34.6228955, -58.3813011 -34.6229541)",1,,,yes,,,,
4465112765,4465112766,0,96867656,True,,motorway_link,30,7.19,"LINESTRING (-58.3813011 -34.6229541, -58.3812863 -34.6230176)",1,,,yes,,,,
4465112766,1122463484,0,96867656,True,,motorway_link,30,8.346,"LINESTRING (-58.3812863 -34.6230176, -58.3812618 -34.6230899)",1,,,yes,,,,
4465136638,1122463438,0,96867639,True,,motorway_link,30,5.238,"LINESTRING (-58.3803212 -34.6223202, -58.3803742 -34.6223024)",1,,,yes,,,,
4465136641,4465136638,0,96867639,True,,motorway_link,30,5.683,"LINESTRING (-58.3802648 -34.6223416, -58.3803212 -34.6223202)",1,,,yes,,,,
4465136645,4465136641,0,96867639,True,,motorway_link,30,7.132,"LINESTRING (-58.3801951 -34.6223703, -58.3802648 -34.6223416)",1,,,yes,,,,
4465136653,4465136645,0,96867639,True,,motorway_link,30,42.094,"LINESTRING (-58.3797924 -34.6225533, -58.3801951 -34.6223703)",1,,,yes,,,,
4465136654,4465136653,0,96867639,True,,motorway_link,30,7.524,"LINESTRING (-58.3797176 -34.6225814, -58.3797924 -34.6225533)",1,,,yes,,,,
4465136656,4465136654,0,96867639,True,,motorway_link,30,6.33,"LINESTRING (-58.3796538 -34.6226034, -58.3797176 -34.6225814)",1,,,yes,,,,
4465136657,1122463444,0,96867639,True,,motorway_link,30,7.245,"LINESTRING (-58.3795166 -34.6226351, -58.379593 -34.622618)",1,,,yes,,,,
4465136658,4465136657,0,96867639,True,,motorway_link,30,8.602,"LINESTRING (-58.3794246 -34.622651, -58.3795166 -34.6226351)",1,,,yes,,,,
4465136659,4465136658,0,96867639,True,,motorway_link,30,9.459,"LINESTRING (-58.3793223 -34.6226632, -58.3794246 -34.622651)",1,,,yes,,,,
4465228149,205501531,0,532828021,True,Piedras,residential,20,11.28,"LINESTRING (-58.3767226 -34.6252, -58.3767583 -34.6251029)",,,,,,,,
4465453127,3802957369,0,39309205,True,,motorway_link,30,5.081,"LINESTRING (-58.3627494 -34.6246429, -58.3628026 -34.624656)",2,,,,,,,
4465453131,7724969640,0,39309205,True,,motorway_link,30,8.971,"LINESTRING (-58.3629238 -34.6246945, -58.3630171 -34.6247193)",2,,,,,,,
4465465098,4327567092,0,100473708,True,Olleros,residential,20,7.752,"LINESTRING (-58.443959 -34.5702634, -58.4440158 -34.5703151)",1,,,,,,,
4465497665,4465497666,0,139634014,True,,motorway_link,30,1.843,"LINESTRING (-58.3665922 -34.6218714, -58.3665983 -34.6218872)",1,,,,,,,
4465497666,4465497667,0,139634014,True,,motorway_link,30,2.642,"LINESTRING (-58.3665983 -34.6218872, -58.3666118 -34.6219082)",1,,,,,,,
4465497667,4465497668,0,139634014,True,,motorway_link,30,2.759,"LINESTRING (-58.3666118 -34.6219082, -58.3666312 -34.6219272)",1,,,,,,,
4465497668,4465497669,0,139634014,True,,motorway_link,30,3.214,"LINESTRING (-58.3666312 -34.6219272, -58.3666562 -34.6219475)",1,,,,,,,
4465497669,4465497671,0,139634014,True,,motorway_link,30,2.98,"LINESTRING (-58.3666562 -34.6219475, -58.3666825 -34.6219633)",1,,,,,,,
4465497670,3803634461,0,22968036,True,,motorway_link,30,5.674,"LINESTRING (-58.3665589 -34.6219569, -58.3666163 -34.6219762)",1,,,,,,,
4465497671,4465497672,0,139634014,True,,motorway_link,30,2.963,"LINESTRING (-58.3666825 -34.6219633, -58.3667107 -34.6219764)",1,,,,,,,
4465497672,4465497674,0,139634014,True,,motorway_link,30,2.708,"LINESTRING (-58.3667107 -34.6219764, -58.3667381 -34.6219856)",1,,,,,,,
4465497674,315203190,0,139634014,True,,motorway_link,30,4.625,"LINESTRING (-58.3667381 -34.6219856, -58.3667866 -34.6219973)",1,,,,,,,
4465497675,4465497677,0,22968036,True,,motorway_link,30,4.323,"LINESTRING (-58.3666674 -34.6219884, -58.3667142 -34.6219937)",1,,,,,,,
4465497677,315203190,0,22968036,True,,motorway_link,30,6.637,"LINESTRING (-58.3667142 -34.6219937, -58.3667866 -34.6219973)",1,,,,,,,
4466507431,6710235659,0,704905409,True,Avenida del Libertador,residential,20,9.943,"LINESTRING (-58.4436843 -34.5612885, -58.4435831 -34.5613209)",1,,,,,,,
4466582734,82625610,0,533349713,True,Arenales,residential,20,10.387,"LINESTRING (-58.4042714 -34.5924848, -58.4041815 -34.5925418)",,,,,,,,
4466654744,3261074158,0,10426064,True,Thames,residential,20,107.14,"LINESTRING (-58.4218435 -34.5812795, -58.4226849 -34.5819492)",1,,,,,,,
4466656314,3413786553,0,9940907,True,José Antonio Cabrera,residential,20,30.421,"LINESTRING (-58.4240398 -34.59625, -58.4237105 -34.596287)",2,,,,,,,
4466746798,4553975567,0,273824873,True,Juncal,residential,20,78.254,"LINESTRING (-58.4107871 -34.5852689, -58.4099919 -34.5855271)",,,,,,,,
4466872803,7177927472,0,48055931,True,Avenida Patricias Argentinas,secondary,30,18.21,"LINESTRING (-58.4334486 -34.6051641, -58.4335877 -34.605047)",2,,,,,,,
4466872805,4466872803,0,48055931,True,Avenida Patricias Argentinas,secondary,30,16.979,"LINESTRING (-58.4333291 -34.6052809, -58.4334486 -34.6051641)",2,,,,,,,
4466884491,191195051,0,533466920,True,Yatay,residential,20,46.317,"LINESTRING (-58.4291554 -34.6091363, -58.4291959 -34.6087211)",,,,,,,,
4466884492,4466884491,0,533466920,True,Yatay,residential,20,56.904,"LINESTRING (-58.4290865 -34.6096449, -58.4291554 -34.6091363)",,,,,,,,
4466884493,4466884494,0,533466922,True,Pringles,residential,20,4.448,"LINESTRING (-58.4274799 -34.6104053, -58.4274799 -34.6104453)",2,,,,,,,
4466884494,194441260,0,533466922,True,Pringles,residential,20,10.894,"LINESTRING (-58.4274799 -34.6104453, -58.4274869 -34.6105431)",2,,,,,,,
4466984368,3771322521,0,472714622,True,Cecilia Grierson,secondary,20,17.455,"LINESTRING (-58.365634 -34.5981914, -58.3658234 -34.5982097)",2,,,,,,,
4466984376,1531030483,0,472714622,True,Cecilia Grierson,secondary,20,9.004,"LINESTRING (-58.365889 -34.5982208, -58.3659817 -34.5982479)",2,,,,,,,
4467073408,7557290597,0,165356952,True,Avenida Patricias Argentinas,secondary,30,2.106,"LINESTRING (-58.4376255 -34.6049712, -58.4376079 -34.604959)",2,,,,,,,
4467073409,4467073408,0,165356952,True,Avenida Patricias Argentinas,secondary,30,5.18,"LINESTRING (-58.4376711 -34.6049988, -58.4376255 -34.6049712)",2,,,,,,,
4467073410,4467073409,0,165356952,True,Avenida Patricias Argentinas,secondary,30,8.148,"LINESTRING (-58.4377401 -34.6050451, -58.4376711 -34.6049988)",2,,,,,,,
4467081667,4467081669,0,440978516,True,Hipólito Yrigoyen,residential,20,3.288,"LINESTRING (-58.4284873 -34.6149993, -58.4284655 -34.6150228)",,,,,,,,
4467081668,4560740263,0,131270027,True,Avenida Hipólito Yrigoyen,residential,20,10.262,"LINESTRING (-58.4277551 -34.615038, -58.427667 -34.6149809)",,,,,,,,
4467081669,4467081670,0,440978516,True,Hipólito Yrigoyen,residential,20,2.394,"LINESTRING (-58.4284655 -34.6150228, -58.4284424 -34.6150329)",,,,,,,,
4467081670,1445067037,0,440978516,True,Hipólito Yrigoyen,residential,20,10.232,"LINESTRING (-58.4284424 -34.6150329, -58.4283552 -34.6150905)",,,,,,,,
4467081672,1445067037,0,440978508,True,Avenida Hipólito Yrigoyen,residential,20,55.247,"LINESTRING (-58.4289528 -34.615161, -58.4283552 -34.6150905)",,,,,,,,
4467081673,4467081672,0,440978508,True,Avenida Hipólito Yrigoyen,residential,20,5.617,"LINESTRING (-58.4290132 -34.61517, -58.4289528 -34.615161)",,,,,,,,
4467081674,4467081673,0,440978508,True,Avenida Hipólito Yrigoyen,residential,20,5.032,"LINESTRING (-58.4290652 -34.6151847, -58.4290132 -34.61517)",,,,,,,,
4467088898,249834954,0,128824042,True,Avenida Patricias Argentinas,secondary,30,11.478,"LINESTRING (-58.4365008 -34.6044695, -58.436379 -34.6044449)",2,,,,,,,
4468330026,4468330028,0,312123024,True,,service,20,3.394,"LINESTRING (-58.372008 -34.5917354, -58.371972 -34.5917427)",,,no,,,,,
4468330028,3179562118,0,312123024,True,,service,20,3.999,"LINESTRING (-58.371972 -34.5917427, -58.3719297 -34.5917517)",,,no,,,,,
4468330031,4468330033,0,312123024,True,,service,20,2.49,"LINESTRING (-58.3718821 -34.5917685, -58.3718603 -34.5917819)",,,no,,,,,
4468330033,4468330034,0,312123024,True,,service,20,1.866,"LINESTRING (-58.3718603 -34.5917819, -58.3718446 -34.5917926)",,,no,,,,,
4468330034,4468330035,0,312123024,True,,service,20,2.689,"LINESTRING (-58.3718446 -34.5917926, -58.3718242 -34.59181)",,,no,,,,,
4468330035,4468330037,0,312123024,True,,service,20,2.351,"LINESTRING (-58.3718242 -34.59181, -58.3718086 -34.5918268)",,,no,,,,,
4468330037,3179562128,0,312123024,True,,service,20,13.36,"LINESTRING (-58.3718086 -34.5918268, -58.3717303 -34.5919282)",,,no,,,,,
4468330043,4468330046,0,312123024,True,,service,20,52.489,"LINESTRING (-58.3717105 -34.5919574, -58.3715472 -34.5924099)",,,no,,,,,
4468330046,4468330047,0,312123024,True,,service,20,3.574,"LINESTRING (-58.3715472 -34.5924099, -58.3715424 -34.5924418)",,,no,,,,,
4468330047,3179562112,0,312123024,True,,service,20,3.618,"LINESTRING (-58.3715424 -34.5924418, -58.3715404 -34.5924743)",,,no,,,,,
4468330048,4468330049,0,312123024,True,,service,20,2.481,"LINESTRING (-58.3715431 -34.5925012, -58.3715546 -34.5925214)",,,no,,,,,
4468330049,3179562119,0,312123024,True,,service,20,2.274,"LINESTRING (-58.3715546 -34.5925214, -58.3715696 -34.5925377)",,,no,,,,,
4470884361,232712563,0,40336959,True,Coronel Ramón Lorenzo Falcón,residential,20,15.901,"LINESTRING (-58.4845455 -34.6358522, -58.4843794 -34.6358101)",,,,,,,,
4470884380,4470884361,0,40336959,True,Coronel Ramón Lorenzo Falcón,residential,20,7.896,"LINESTRING (-58.4846293 -34.6358692, -58.4845455 -34.6358522)",,,,,,,,
4470884381,4470884380,0,40336959,True,Coronel Ramón Lorenzo Falcón,residential,20,117.62,"LINESTRING (-58.4858613 -34.6361715, -58.4846293 -34.6358692)",,,,,,,,
4474448494,2802704494,0,533804308,True,Ramsay,residential,20,9.24,"LINESTRING (-58.440762 -34.5510925, -58.4408205 -34.5510248)",2,,,,,,,
4474448496,2150349745,0,533804308,True,Ramsay,residential,20,135.681,"LINESTRING (-58.4408445 -34.550997, -58.4417036 -34.5500029)",2,,,,,,,
4475248735,283253538,0,531719477,True,Cachi,residential,20,76.249,"LINESTRING (-58.4132965 -34.6437361, -58.4131288 -34.6444078)",,,,,,,,
4475326805,4475326808,0,47371225,True,Castro Barros,residential,30,13.327,"LINESTRING (-58.4179189 -34.635959, -58.4179146 -34.6360788)",,,,,,,,
4475326808,89139835,0,47371225,True,Castro Barros,residential,30,16.392,"LINESTRING (-58.4179146 -34.6360788, -58.4178898 -34.6362248)",,,,,,,,
4475326809,206105926,0,47371225,True,Castro Barros,residential,30,106.059,"LINESTRING (-58.4178702 -34.6362901, -58.4176013 -34.6372179)",,,,,,,,
4475473164,2719037960,0,47032810,True,Riobamba,residential,20,10.619,"LINESTRING (-58.3947686 -34.5970407, -58.3947686 -34.5971362)",2,,,,,,,
4475494944,4475494946,0,22697214,True,Talcahuano,residential,20,6.169,"LINESTRING (-58.386064 -34.5932133, -58.3860449 -34.5932665)",2,,,,,,,
4475494946,192903118,0,22697214,True,Talcahuano,residential,20,7.588,"LINESTRING (-58.3860449 -34.5932665, -58.3860258 -34.5933329)",2,,,,,,,
4475508869,3077604431,0,22697212,True,Presidente Quintana,residential,20,3.304,"LINESTRING (-58.3845293 -34.5926504, -58.3845537 -34.5926285)",2,,,,,,,
4475508871,4475508869,0,22697212,True,Presidente Quintana,residential,20,2.989,"LINESTRING (-58.3845102 -34.5926722, -58.3845293 -34.5926504)",2,,,,,,,
4475508873,4475508871,0,22697212,True,Presidente Quintana,residential,20,2.747,"LINESTRING (-58.3844948 -34.5926934, -58.3845102 -34.5926722)",2,,,,,,,
4475508876,4475508873,0,22697212,True,Presidente Quintana,residential,20,2.673,"LINESTRING (-58.3844815 -34.5927148, -58.3844948 -34.5926934)",2,,,,,,,
4475508878,4475508876,0,22697212,True,Presidente Quintana,residential,20,3.199,"LINESTRING (-58.3844691 -34.5927417, -58.3844815 -34.5927148)",2,,,,,,,
4475508879,4475508878,0,22697212,True,Presidente Quintana,residential,20,2.467,"LINESTRING (-58.3844604 -34.5927627, -58.3844691 -34.5927417)",2,,,,,,,
4475657618,2153003308,0,406459667,False,Brigadier General Juan Facundo Quiroga,residential,30,23.009,"LINESTRING (-58.3955819 -34.5813375, -58.3957625 -34.5814814)",2,,,,,,,
4475657618,245458492,0,406459667,False,Brigadier General Juan Facundo Quiroga,residential,30,59.546,"LINESTRING (-58.3955819 -34.5813375, -58.3951054 -34.580973)",2,,,,,,,
4475657619,245458493,0,406459667,False,Brigadier General Juan Facundo Quiroga,residential,30,15.339,"LINESTRING (-58.3958771 -34.5815793, -58.395988 -34.5816827)",2,,,,,,,
4475657619,2153003308,0,406459667,False,Brigadier General Juan Facundo Quiroga,residential,30,15.119,"LINESTRING (-58.3958771 -34.5815793, -58.3957625 -34.5814814)",2,,,,,,,
4475727464,195505214,0,48447108,True,Larrea,residential,20,141.471,"LINESTRING (-58.4024876 -34.5990058, -58.4020943 -34.5977754)",2,,,,,,,
4475746395,4951993791,0,166853247,True,Uruguay,residential,20,124.383,"LINESTRING (-58.3868164 -34.5994148, -58.3867509 -34.6005321)",,,,,,,,
4475746406,180512989,0,681593135,True,Libertad,residential,20,3.182,"LINESTRING (-58.3838186 -34.6026391, -58.3838323 -34.6026128)",,,,,,,,
4475774944,883520036,0,75152475,True,Avenida del Campo,secondary,20,7.987,"LINESTRING (-58.4668907 -34.5905179, -58.4669657 -34.5904812)",,,,,,,,
4475805628,1399347915,0,532834915,True,Paraná,residential,20,103.743,"LINESTRING (-58.3876741 -34.6088749, -58.3877204 -34.6079427)",,,,,,,,
4475805631,195567802,0,211064924,True,Presidente Luis Sáenz Peña,residential,20,7.237,"LINESTRING (-58.3875363 -34.6089414, -58.3876099 -34.6089176)",,,,,,,,
4475805636,315981296,0,211064926,True,Rivadavia,residential,20,35.36,"LINESTRING (-58.3882701 -34.6089726, -58.3886386 -34.6090682)",2,,,,,,,
4475805642,315981335,0,211064924,True,Presidente Luis Sáenz Peña,residential,20,5.9,"LINESTRING (-58.3873886 -34.6090303, -58.3874381 -34.6089963)",,,,,,,,
4475874682,206105896,0,532833429,True,Pasco,residential,20,9.631,"LINESTRING (-58.397436 -34.6196633, -58.3974591 -34.6195788)",,,,,,,,
4475893599,4475893600,0,23054573,True,,motorway_link,20,6.263,"LINESTRING (-58.4031995 -34.6263248, -58.4031311 -34.6263228)",1,,,,,,,
4475893600,4475893602,0,23054573,True,,motorway_link,20,3.6,"LINESTRING (-58.4031311 -34.6263228, -58.4030919 -34.6263256)",1,,,,,,,
4475893602,4475893605,0,23054573,True,,motorway_link,20,4.717,"LINESTRING (-58.4030919 -34.6263256, -58.4030406 -34.6263298)",1,,,,,,,
4475893604,4475893599,0,23054573,True,,motorway_link,20,33.2,"LINESTRING (-58.4035587 -34.626367, -58.4031995 -34.6263248)",1,,,,,,,
4475893605,4475893606,0,23054573,True,,motorway_link,20,3.699,"LINESTRING (-58.4030406 -34.6263298, -58.4030029 -34.6263418)",1,,,,,,,
4475893606,248775777,0,23054573,True,,motorway_link,20,5.497,"LINESTRING (-58.4030029 -34.6263418, -58.4029477 -34.6263613)",1,,,,,,,
4475941773,3287039976,0,532250928,True,Alberti,residential,20,6.836,"LINESTRING (-58.3998419 -34.6286659, -58.3998558 -34.6286055)",,,,,,,,
4475992146,7593386148,0,115694643,True,Avenida General Mosconi,residential,20,58.078,"LINESTRING (-58.5190036 -34.5966915, -58.5184972 -34.5963768)",,,,,,,,
4475992147,4475992146,0,115694643,True,Avenida General Mosconi,residential,20,4.801,"LINESTRING (-58.5190396 -34.5967229, -58.5190036 -34.5966915)",,,,,,,,
4477145490,81832381,0,226310934,True,Tomás Manuel de Anchorena,residential,20,17.593,"LINESTRING (-58.408227 -34.5982308, -58.4081716 -34.5980793)",,,,,,,,
4477201329,4477201330,0,532954316,True,Sánchez de Bustamante,residential,20,4.51,"LINESTRING (-58.4149404 -34.6058787, -58.4149377 -34.6059192)",2,,,,,,,
4477201330,4477201331,0,532954316,True,Sánchez de Bustamante,residential,20,5.577,"LINESTRING (-58.4149377 -34.6059192, -58.4149329 -34.6059692)",2,,,,,,,
4477201331,181113597,0,532954316,True,Sánchez de Bustamante,residential,20,131.886,"LINESTRING (-58.4149329 -34.6059692, -58.4147364 -34.6071442)",2,,,,,,,
4477213997,199483113,0,687002751,True,Valentín Gómez,residential,20,89.218,"LINESTRING (-58.405546 -34.6056014, -58.4045712 -34.6056068)",1,,,,,,,
4477258275,3660878325,0,361630992,True,,motorway_link,20,5.597,"LINESTRING (-58.5179275 -34.5882947, -58.517942 -34.5882458)",2,,,,,,,
4477280675,195796059,0,53875146,True,Mario Bravo,residential,20,171.51,"LINESTRING (-58.4174897 -34.608423, -58.4172818 -34.6068901)",,,,,,,,
4477323916,4477323917,0,548646542,True,Bartolomé Mitre,residential,20,2.833,"LINESTRING (-58.4091227 -34.6090436, -58.4090925 -34.6090492)",,,no,,,,,
4477323917,4477323918,0,548646542,True,Bartolomé Mitre,residential,20,3.103,"LINESTRING (-58.4090925 -34.6090492, -58.4090615 -34.6090605)",,,no,,,,,
4477323918,3367301768,0,548646542,True,Bartolomé Mitre,residential,20,6.692,"LINESTRING (-58.4090615 -34.6090605, -58.4090057 -34.6090994)",,,no,,,,,
4477323923,3367301766,0,155222890,True,Bartolomé Mitre,residential,30,5.025,"LINESTRING (-58.4101823 -34.6090722, -58.410128 -34.6090655)",,,no,,,,,
4477323924,4477323923,0,155222890,True,Bartolomé Mitre,residential,30,3.975,"LINESTRING (-58.4102246 -34.6090803, -58.4101823 -34.6090722)",,,no,,,,,
4477323925,4477323924,0,155222890,True,Bartolomé Mitre,residential,30,5.073,"LINESTRING (-58.4102743 -34.6091005, -58.4102246 -34.6090803)",,,no,,,,,
4477328277,199483072,0,39845731,True,Bartolomé Mitre,residential,30,111.512,"LINESTRING (-58.4058772 -34.6088537, -58.4046607 -34.6087968)",,,,,,,,
4477750707,4477750708,0,53204869,False,San Pedro de Jujuy,service,30,2.131,"LINESTRING (-58.398625 -34.5730373, -58.3986342 -34.5730549)",,,,,,,,
4477750707,673389859,0,53204869,False,San Pedro de Jujuy,service,30,3.732,"LINESTRING (-58.398625 -34.5730373, -58.3986029 -34.5730091)",,,,,,,,
4477750708,3077690640,0,53204869,False,San Pedro de Jujuy,service,30,2.136,"LINESTRING (-58.3986342 -34.5730549, -58.3986413 -34.5730732)",,,,,,,,
4477750708,4477750707,0,53204869,False,San Pedro de Jujuy,service,30,2.131,"LINESTRING (-58.3986342 -34.5730549, -58.398625 -34.5730373)",,,,,,,,
4477750710,4477750711,0,53204869,False,San Pedro de Jujuy,service,30,2.611,"LINESTRING (-58.3986475 -34.5730931, -58.3986519 -34.5731163)",,,,,,,,
4477750710,3077690640,0,53204869,False,San Pedro de Jujuy,service,30,2.284,"LINESTRING (-58.3986475 -34.5730931, -58.3986413 -34.5730732)",,,,,,,,
4477750711,2150482931,0,53204869,False,San Pedro de Jujuy,service,30,2.534,"LINESTRING (-58.3986519 -34.5731163, -58.3986543 -34.573139)",,,,,,,,
4477750711,4477750710,0,53204869,False,San Pedro de Jujuy,service,30,2.611,"LINESTRING (-58.3986519 -34.5731163, -58.3986475 -34.5730931)",,,,,,,,
4477750726,4477750727,0,53204869,False,San Pedro de Jujuy,service,30,4.363,"LINESTRING (-58.3985784 -34.5738878, -58.3985763 -34.573927)",,,,,,,,
4477750726,2150482986,0,53204869,False,San Pedro de Jujuy,service,30,6.525,"LINESTRING (-58.3985784 -34.5738878, -58.3985865 -34.5738295)",,,,,,,,
4477750727,4477750728,0,53204869,False,San Pedro de Jujuy,service,30,5.485,"LINESTRING (-58.3985763 -34.573927, -58.3985784 -34.5739763)",,,,,,,,
4477750727,4477750726,0,53204869,False,San Pedro de Jujuy,service,30,4.363,"LINESTRING (-58.3985763 -34.573927, -58.3985784 -34.5738878)",,,,,,,,
4477750728,4477750729,0,53204869,False,San Pedro de Jujuy,service,30,5.393,"LINESTRING (-58.3985784 -34.5739763, -58.3985838 -34.5740246)",,,,,,,,
4477750728,4477750727,0,53204869,False,San Pedro de Jujuy,service,30,5.485,"LINESTRING (-58.3985784 -34.5739763, -58.3985763 -34.573927)",,,,,,,,
4477750729,4477750730,0,53204869,False,San Pedro de Jujuy,service,30,4.458,"LINESTRING (-58.3985838 -34.5740246, -58.398594 -34.5740638)",,,,,,,,
4477750729,4477750728,0,53204869,False,San Pedro de Jujuy,service,30,5.393,"LINESTRING (-58.3985838 -34.5740246, -58.3985784 -34.5739763)",,,,,,,,
4477750730,673389864,0,53204869,False,San Pedro de Jujuy,service,30,4.65,"LINESTRING (-58.398594 -34.5740638, -58.3986117 -34.574103)",,,,,,,,
4477750730,4477750729,0,53204869,False,San Pedro de Jujuy,service,30,4.458,"LINESTRING (-58.398594 -34.5740638, -58.3985838 -34.5740246)",,,,,,,,
4477977712,248012947,0,53223591,True,,motorway_link,30,8.474,"LINESTRING (-58.4503735 -34.5423745, -58.450281 -34.5423728)",1,,,,,,,
4477977713,2805247189,0,53223591,True,,motorway_link,30,7.818,"LINESTRING (-58.4506326 -34.5424643, -58.4505637 -34.5424228)",1,,,,,,,
4477977714,4477977713,0,53223591,True,,motorway_link,30,6.435,"LINESTRING (-58.4506757 -34.54251, -58.4506326 -34.5424643)",1,,,,,,,
4479672641,1638975386,0,28739006,False,Puente Nicolás Avellaneda,secondary,30,6.258,"LINESTRING (-58.3569914 -34.6369622, -58.3569569 -34.6370108)",4,,,yes,,,RNA001,
4479672641,235410069,0,28739006,False,Puente Nicolás Avellaneda,secondary,30,6.594,"LINESTRING (-58.3569914 -34.6369622, -58.3570309 -34.6369126)",4,,,yes,,,RNA001,
4480214539,3073501363,0,531251326,True,Doctor José I. de la Rosa,residential,20,8.859,"LINESTRING (-58.4853069 -34.6621532, -58.4853431 -34.6620793)",1,,,,,,,
4480214540,4480214539,0,531251326,True,Doctor José I. de la Rosa,residential,20,5.697,"LINESTRING (-58.485315 -34.662204, -58.4853069 -34.6621532)",1,,,,,,,
4480214541,4480214540,0,531251326,True,Doctor José I. de la Rosa,residential,20,4.496,"LINESTRING (-58.4853364 -34.6622404, -58.485315 -34.662204)",1,,,,,,,
4480310916,82528275,0,534852700,True,General Manuel A. Rodríguez,residential,20,131.958,"LINESTRING (-58.456819 -34.5986169, -58.4582099 -34.5983047)",,,,,,,,
4480310917,4480310916,0,534852700,True,General Manuel A. Rodríguez,residential,20,10.087,"LINESTRING (-58.4567157 -34.5986485, -58.456819 -34.5986169)",,,,,,,,
4480807462,437369497,0,528129620,True,Hipólito Vieytes,secondary,20,49.092,"LINESTRING (-58.3796032 -34.643043, -58.3794499 -34.6434661)",2,,,,,,,
4481021220,4483327122,0,451270677,True,Humberto I,residential,30,12.22,"LINESTRING (-58.413291 -34.6241685, -58.4134225 -34.6241877)",,,,,,,,
4482094273,4482094277,0,114893934,True,,motorway_link,20,9.02,"LINESTRING (-58.3769667 -34.6397105, -58.3769687 -34.6397916)",1,,,,,,,
4482094274,4482094276,0,147999186,True,,motorway_link,20,5.863,"LINESTRING (-58.3769419 -34.639724, -58.3769271 -34.6397753)",1,,,,,,,
4482094276,4482094278,0,147999186,True,,motorway_link,20,4.474,"LINESTRING (-58.3769271 -34.6397753, -58.3769137 -34.639814)",1,,,,,,,
4482094277,4482094282,0,114893934,True,,motorway_link,20,11.053,"LINESTRING (-58.3769687 -34.6397916, -58.3769741 -34.6398909)",1,,,,,,,
4482094278,3071321288,0,147999186,True,,motorway_link,20,3.919,"LINESTRING (-58.3769137 -34.639814, -58.376899 -34.6398471)",1,,,,,,,
4482094281,4482094284,0,147999186,True,,motorway_link,20,3.257,"LINESTRING (-58.3768829 -34.6398757, -58.3768665 -34.6399017)",1,,,,,,,
4482094282,4482094298,0,114893934,True,,motorway_link,20,8.665,"LINESTRING (-58.3769741 -34.6398909, -58.3769795 -34.6399687)",1,,,,,,,
4482094284,4482094286,0,147999186,True,,motorway_link,20,2.908,"LINESTRING (-58.3768665 -34.6399017, -58.3768474 -34.6399226)",1,,,,,,,
4482094286,4482094289,0,147999186,True,,motorway_link,20,2.291,"LINESTRING (-58.3768474 -34.6399226, -58.3768309 -34.6399381)",1,,,,,,,
4482094287,1611090634,0,147999186,True,,motorway_link,20,9.398,"LINESTRING (-58.3764846 -34.6399229, -58.3763941 -34.6398829)",1,,,,,,,
4482094288,4482094287,0,147999186,True,,motorway_link,20,2.861,"LINESTRING (-58.3765131 -34.6399335, -58.3764846 -34.6399229)",1,,,,,,,
