u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,access,bridge,junction,tunnel
4452594436,6789572927,0,448225552,False,,cycleway,,13.232,"LINESTRING (-58.388247 -34.6270484, -58.3882472 -34.6269294)",,,,,,
4452594438,4452594435,0,448225552,False,,cycleway,,4.043,"LINESTRING (-58.3881481 -34.626765, -58.3881803 -34.6267899)",,,,,,
4452594438,4452594432,0,448225552,False,,cycleway,,7.156,"LINESTRING (-58.3881481 -34.626765, -58.3881239 -34.6267038)",,,,,,
4465216017,4465216022,0,114063646,False,Ciclovía Martín García,cycleway,,13.772,"LINESTRING (-58.3703836 -34.6290453, -58.3704845 -34.6291372)",,,,,,
4465216017,5759522163,0,114063646,False,Ciclovía Martín García,cycleway,,7.171,"LINESTRING (-58.3703836 -34.6290453, -58.3703514 -34.6289865)",,,,,,
4465507811,4465507815,0,318033608,False,Ciclovía del Libertador,cycleway,,48.803,"LINESTRING (-58.4327396 -34.5656229, -58.4323046 -34.5658765)",,,,,,
4465507811,1294126956,0,318033608,False,Ciclovía del Libertador,cycleway,,54.587,"LINESTRING (-58.4327396 -34.5656229, -58.4332262 -34.5653393)",,,,,,
4465507815,1294128193,0,318033608,False,Ciclovía del Libertador,cycleway,,36.507,"LINESTRING (-58.4323046 -34.5658765, -58.4319792 -34.5660662)",,,,,,
4465507815,4465507811,0,318033608,False,Ciclovía del Libertador,cycleway,,48.803,"LINESTRING (-58.4323046 -34.5658765, -58.4327396 -34.5656229)",,,,,,
4475815416,1069847354,0,165356878,False,Bicisenda Interparques (Sector Norte),cycleway,,5.143,"LINESTRING (-58.4495135 -34.5934845, -58.449565 -34.593503)",,,,,,
4475815416,1200430551,0,165356878,False,Bicisenda Interparques (Sector Norte),cycleway,,2.704,"LINESTRING (-58.4495135 -34.5934845, -58.4494851 -34.5934778)",,,,,,
4477974399,1075314519,0,176603728,False,Senderos para ciclistas,cycleway,,67.882,"LINESTRING (-58.4535324 -34.5478454, -58.4539338 -34.5483586)",,,,,,
4477974399,1131879548,0,176603728,False,Senderos para ciclistas,cycleway,,232.535,"LINESTRING (-58.4535324 -34.5478454, -58.45214 -34.5460967)",,,,,,
4477974402,1870877791,0,176603728,False,Senderos para ciclistas,cycleway,,133.292,"LINESTRING (-58.4553888 -34.5481684, -58.4563909 -34.5472991)",,,,,,
4477974402,1870877790,0,176603728,False,Senderos para ciclistas,cycleway,,45.698,"LINESTRING (-58.4553888 -34.5481684, -58.4550452 -34.5484664)",,,,,,
4479583864,1870877797,0,176603728,False,Senderos para ciclistas,cycleway,,68.646,"LINESTRING (-58.4565641 -34.5471595, -58.4570993 -34.5467273)",,,,,,
4479583864,1870877791,0,176603728,False,Senderos para ciclistas,cycleway,,22.194,"LINESTRING (-58.4565641 -34.5471595, -58.4563909 -34.5472991)",,,,,,
4482138680,1058415185,0,91208092,False,Ciclovía General Hornos,cycleway,,8.296,"LINESTRING (-58.3763404 -34.6379438, -58.3763145 -34.6380153)",,,,,,
4482138680,4398872879,0,91208092,False,Ciclovía General Hornos,cycleway,,178.458,"LINESTRING (-58.3763404 -34.6379438, -58.3768066 -34.6363854)",,,,,,
4482382000,4482382003,0,97825554,False,Bicisenda Escalada,cycleway,,52.388,"LINESTRING (-58.4534465 -34.6776146, -58.4530343 -34.6779418)",,,,,,
4482382000,4586059377,0,97825554,False,Bicisenda Escalada,cycleway,,86.507,"LINESTRING (-58.4534465 -34.6776146, -58.4541229 -34.6770707)",,,,,,
4482382003,1132348583,0,97825554,False,Bicisenda Escalada,cycleway,,55.442,"LINESTRING (-58.4530343 -34.6779418, -58.4525981 -34.6782881)",,,,,,
4482382003,4482382000,0,97825554,False,Bicisenda Escalada,cycleway,,52.388,"LINESTRING (-58.4530343 -34.6779418, -58.4534465 -34.6776146)",,,,,,
4497801120,6533328509,0,695766971,False,,cycleway,,13.276,"LINESTRING (-58.3758184 -34.5927317, -58.3757325 -34.5926355)",,,,,,
4511427744,649544139,0,463680556,False,Ciclovía del Libertador,cycleway,,8.719,"LINESTRING (-58.4032525 -34.5812132, -58.4031684 -34.58125)",,,,,,
4511427744,649544109,0,463680556,False,Ciclovía del Libertador,cycleway,,18.298,"LINESTRING (-58.4032525 -34.5812132, -58.4034443 -34.5811669)",,,,,,
4511427745,4511427746,0,463680556,False,Ciclovía del Libertador,cycleway,,14.63,"LINESTRING (-58.4029307 -34.5813524, -58.4028013 -34.5814296)",,,,,,
4511427745,649544142,0,463680556,False,Ciclovía del Libertador,cycleway,,9.316,"LINESTRING (-58.4029307 -34.5813524, -58.4030227 -34.5813166)",,,,,,
4511427746,4511427747,0,463680556,False,Ciclovía del Libertador,cycleway,,95.442,"LINESTRING (-58.4028013 -34.5814296, -58.4018357 -34.5817532)",,,,,,
4511427746,4511427745,0,463680556,False,Ciclovía del Libertador,cycleway,,14.63,"LINESTRING (-58.4028013 -34.5814296, -58.4029307 -34.5813524)",,,,,,
4511427747,1610626681,0,463680556,False,Ciclovía del Libertador,cycleway,,15.962,"LINESTRING (-58.4018357 -34.5817532, -58.4016634 -34.5817312)",,,,,,
4511427747,4511427746,0,463680556,False,Ciclovía del Libertador,cycleway,,95.442,"LINESTRING (-58.4018357 -34.5817532, -58.4028013 -34.5814296)",,,,,,
4511474028,4562813002,0,785165883,False,Ciclovía del Libertador,cycleway,,11.123,"LINESTRING (-58.4150911 -34.5743544, -58.4149772 -34.5743892)",,,,,,
4511474028,6409671887,0,785165883,False,Ciclovía del Libertador,cycleway,,5.321,"LINESTRING (-58.4150911 -34.5743544, -58.4151284 -34.5743177)",,,,,,
4511474029,89252576,0,785165883,False,Ciclovía del Libertador,cycleway,,11.995,"LINESTRING (-58.4148847 -34.5743953, -58.4148016 -34.5744787)",,,,,,
4511474029,4562813002,0,785165883,False,Ciclovía del Libertador,cycleway,,8.496,"LINESTRING (-58.4148847 -34.5743953, -58.4149772 -34.5743892)",,,,,,
4511505328,1131885206,0,97788106,False,Senderos para ciclistas,cycleway,,7.313,"LINESTRING (-58.4079709 -34.5747793, -58.4079241 -34.574726)",,,,,,
4511505328,1131885214,0,97788106,False,Senderos para ciclistas,cycleway,,7.729,"LINESTRING (-58.4079709 -34.5747793, -58.4080411 -34.5748179)",,,,,,
4515468539,4515682198,0,186082266,False,,cycleway,,5.47,"LINESTRING (-58.3806688 -34.6108157, -58.3806367 -34.6108572)",,,,,,
4515468539,3076141296,0,455125237,False,,cycleway,,10.243,"LINESTRING (-58.3806688 -34.6108157, -58.3806709 -34.6107236)",,,,,,
4515534425,3076141292,0,455125237,False,,cycleway,,7.616,"LINESTRING (-58.3807253 -34.6106262, -58.3807663 -34.6105666)",,,,,,
4515534425,3076141290,0,455125237,False,,cycleway,,4.777,"LINESTRING (-58.3807253 -34.6106262, -58.3806883 -34.6106565)",,,,,,
4515682190,7304952815,0,186082266,False,,cycleway,,5.475,"LINESTRING (-58.3807359 -34.6119395, -58.3807884 -34.6119159)",,,,,,
4515682190,3076141293,0,186082266,False,,cycleway,,4.62,"LINESTRING (-58.3807359 -34.6119395, -58.3807334 -34.611981)",,,,,,
4515682198,4515468539,0,186082266,False,,cycleway,,5.47,"LINESTRING (-58.3806367 -34.6108572, -58.3806688 -34.6108157)",,,,,,
4515682198,3076141283,0,186082266,False,,cycleway,,4.078,"LINESTRING (-58.3806367 -34.6108572, -58.3806127 -34.6108881)",,,,,,
4515940415,4398872356,0,91208266,False,Ciclovía Herrera,cycleway,,86.828,"LINESTRING (-58.3775682 -34.6380016, -58.3778243 -34.6372497)",,,,,,
4515940415,4398163741,0,91208266,False,Ciclovía Herrera,cycleway,,12.794,"LINESTRING (-58.3775682 -34.6380016, -58.3775305 -34.6381124)",,,,,,
4516342576,1967842467,0,455125237,False,,cycleway,,39.933,"LINESTRING (-58.3810152 -34.6088922, -58.3810365 -34.6085335)",,,,,,
4516342576,4516459221,0,455125237,False,,cycleway,,3.228,"LINESTRING (-58.3810152 -34.6088922, -58.38098 -34.6088904)",,,,,,
4516459221,4516342576,0,455125237,False,,cycleway,,3.228,"LINESTRING (-58.38098 -34.6088904, -58.3810152 -34.6088922)",,,,,,
4516459221,1967842465,0,455125237,False,,cycleway,,15.545,"LINESTRING (-58.38098 -34.6088904, -58.3809736 -34.6090301)",,,,,,
4516459232,1967842461,0,455125237,False,,cycleway,,10.262,"LINESTRING (-58.3810061 -34.6084892, -58.380976 -34.6084003)",,,,,,
4516459232,1967842467,0,455125237,False,,cycleway,,5.657,"LINESTRING (-58.3810061 -34.6084892, -58.3810365 -34.6085335)",,,,,,
4517830154,1058337213,0,114062924,False,Ciclovía Azopardo,cycleway,,49.69,"LINESTRING (-58.3681892 -34.6116556, -58.3682496 -34.6112115)",,,,,,
4517830154,1768237719,0,455371892,False,Ciclovía Azopardo,cycleway,,52.822,"LINESTRING (-58.3681892 -34.6116556, -58.368123 -34.6121275)",,,,,,
4530333849,4530333850,0,190406451,False,Ciclovía De La Ribera,cycleway,,38.259,"LINESTRING (-58.4127611 -34.6582271, -58.4131793 -34.6582343)",,,,,,
4530333849,2010490836,0,190406451,False,Ciclovía De La Ribera,cycleway,,4.926,"LINESTRING (-58.4127611 -34.6582271, -58.4127095 -34.6582144)",,,,,,
4530333850,2010490829,0,190406451,False,Ciclovía De La Ribera,cycleway,,3.388,"LINESTRING (-58.4131793 -34.6582343, -58.413216 -34.6582302)",,,,,,
4530333850,4530333849,0,190406451,False,Ciclovía De La Ribera,cycleway,,38.259,"LINESTRING (-58.4131793 -34.6582343, -58.4127611 -34.6582271)",,,,,,
4530333851,3424076266,0,190406451,False,Ciclovía De La Ribera,cycleway,,20.735,"LINESTRING (-58.4138221 -34.6582272, -58.414045 -34.6582612)",,,,,,
4530333851,2010490827,0,190406451,False,Ciclovía De La Ribera,cycleway,,20.674,"LINESTRING (-58.4138221 -34.6582272, -58.4135973 -34.6582078)",,,,,,
4530333852,3424076263,0,190406451,False,Ciclovía De La Ribera,cycleway,,13.188,"LINESTRING (-58.416283 -34.6590232, -58.416417 -34.659067)",,,,,,
4530333852,2010490831,0,190406451,False,Ciclovía De La Ribera,cycleway,,12.654,"LINESTRING (-58.416283 -34.6590232, -58.4161589 -34.6589729)",,,,,,
4530333853,2604865439,0,190406451,False,Ciclovía De La Ribera,cycleway,,13.927,"LINESTRING (-58.4099833 -34.65873, -58.410135 -34.6587408)",,,,,,
4536443945,6357258617,0,205326271,False,Ciclovía Figueroa Alcorta,cycleway,,5.884,"LINESTRING (-58.3913249 -34.5836396, -58.3912767 -34.5836746)",,,,,,
4536443945,615018629,0,205326271,False,Ciclovía Figueroa Alcorta,cycleway,,22.873,"LINESTRING (-58.3913249 -34.5836396, -58.3915509 -34.5835519)",,,,,,
4536443946,4536443947,0,205326271,False,Ciclovía Figueroa Alcorta,cycleway,,13.303,"LINESTRING (-58.3912323 -34.5837069, -58.3911063 -34.5837665)",,,,,,
4536443946,6357258617,0,205326271,False,Ciclovía Figueroa Alcorta,cycleway,,5.424,"LINESTRING (-58.3912323 -34.5837069, -58.3912767 -34.5836746)",,,,,,
4536443947,1070212197,0,205326271,False,Ciclovía Figueroa Alcorta,cycleway,,9.361,"LINESTRING (-58.3911063 -34.5837665, -58.3910076 -34.5837885)",,,,,,
4536443947,4536443946,0,205326271,False,Ciclovía Figueroa Alcorta,cycleway,,13.303,"LINESTRING (-58.3911063 -34.5837665, -58.3912323 -34.5837069)",,,,,,
4536443948,615018627,0,205326271,False,Ciclovía Figueroa Alcorta,cycleway,,12.79,"LINESTRING (-58.3902748 -34.5841055, -58.3902075 -34.5842063)",,,,,,
4536443948,1070212197,0,205326271,False,Ciclovía Figueroa Alcorta,cycleway,,75.782,"LINESTRING (-58.3902748 -34.5841055, -58.3910076 -34.5837885)",,,,,,
4538184168,1058785052,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,8.911,"LINESTRING (-58.4683811 -34.548413, -58.4684403 -34.5483494)",,,,,,
4538184168,1058785006,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,3.587,"LINESTRING (-58.4683811 -34.548413, -58.4683637 -34.5484419)",,,,,,
4538184169,1058784994,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,15.665,"LINESTRING (-58.4675416 -34.5480049, -58.4673794 -34.5479602)",,,,,,
4538184169,1058785052,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,90.786,"LINESTRING (-58.4675416 -34.5480049, -58.4684403 -34.5483494)",,,,,,
4538184170,4538184171,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,86.673,"LINESTRING (-58.4673227 -34.5479462, -58.4665217 -34.5475311)",,,,,,
4538184170,1058784994,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,5.421,"LINESTRING (-58.4673227 -34.5479462, -58.4673794 -34.5479602)",,,,,,
4538184171,1058785054,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,6.914,"LINESTRING (-58.4665217 -34.5475311, -58.4664633 -34.5474917)",,,,,,
4538184171,4538184170,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,86.673,"LINESTRING (-58.4665217 -34.5475311, -58.4673227 -34.5479462)",,,,,,
4538184174,4538184179,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,85.76,"LINESTRING (-58.4664303 -34.5474757, -58.4658433 -34.5468748)",,,,,,
4538184174,1058785054,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,3.507,"LINESTRING (-58.4664303 -34.5474757, -58.4664633 -34.5474917)",,,,,,
4538184179,1058784996,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,19.172,"LINESTRING (-58.4658433 -34.5468748, -58.4657098 -34.546742)",,,,,,
4538184179,4538184174,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,85.76,"LINESTRING (-58.4658433 -34.5468748, -58.4664303 -34.5474757)",,,,,,
4538208472,4538208473,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,24.456,"LINESTRING (-58.4656136 -34.5466709, -58.4654915 -34.5464753)",,,,,,
4538208472,4538208476,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,1.288,"LINESTRING (-58.4656136 -34.5466709, -58.4656276 -34.546672)",,,,,,
4538208473,4538208483,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,72.793,"LINESTRING (-58.4654915 -34.5464753, -58.4652049 -34.5458647)",,,,,,
4538208473,4538208472,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,24.456,"LINESTRING (-58.4654915 -34.5464753, -58.4656136 -34.5466709)",,,,,,
4538208476,4538208472,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,1.288,"LINESTRING (-58.4656276 -34.546672, -58.4656136 -34.5466709)",,,,,,
4538208476,1058784996,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,10.829,"LINESTRING (-58.4656276 -34.546672, -58.4657098 -34.546742)",,,,,,
4538208483,1058785000,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,15.963,"LINESTRING (-58.4652049 -34.5458647, -58.4651402 -34.5457314)",,,,,,
4538208483,4538208473,0,165273164,False,Bicisenda Interparques (Sector Norte),cycleway,,72.793,"LINESTRING (-58.4652049 -34.5458647, -58.4654915 -34.5464753)",,,,,,
4538346899,1058785021,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,6.05,"LINESTRING (-58.4644986 -34.5439118, -58.4644808 -34.5438594)",,,,,,
4538346899,1187213507,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,9.136,"LINESTRING (-58.4644986 -34.5439118, -58.4645334 -34.5439888)",,,,,,
4538346903,1058785041,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,13.059,"LINESTRING (-58.4643187 -34.5434826, -58.4643482 -34.5433677)",,,,,,
4538346903,1058785021,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,44.451,"LINESTRING (-58.4643187 -34.5434826, -58.4644808 -34.5438594)",,,,,,
4538375449,4538375452,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,97.738,"LINESTRING (-58.4643005 -34.5432738, -58.4638807 -34.5424657)",,,,,,
4538375449,1058785041,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,11.318,"LINESTRING (-58.4643005 -34.5432738, -58.4643482 -34.5433677)",,,,,,
4538375452,1058785012,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,16.468,"LINESTRING (-58.4638807 -34.5424657, -58.4638124 -34.5423287)",,,,,,
4538375452,4538375449,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,97.738,"LINESTRING (-58.4638807 -34.5424657, -58.4643005 -34.5432738)",,,,,,
4538375457,4538375458,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,54.37,"LINESTRING (-58.4637148 -34.5422067, -58.4634806 -34.5417574)",,,,,,
4538375457,1058785012,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,16.246,"LINESTRING (-58.4637148 -34.5422067, -58.4638124 -34.5423287)",,,,,,
4538375458,2288713725,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,5.415,"LINESTRING (-58.4634806 -34.5417574, -58.4634871 -34.541709)",,,,,,
4538375458,4538375457,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,54.37,"LINESTRING (-58.4634806 -34.5417574, -58.4637148 -34.5422067)",,,,,,
4538375459,1058785015,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,4.77,"LINESTRING (-58.4634476 -34.5416788, -58.4634426 -34.5416361)",,,,,,
4538375459,2288713725,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,4.936,"LINESTRING (-58.4634476 -34.5416788, -58.4634871 -34.541709)",,,,,,
4538375460,613899462,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,7.264,"LINESTRING (-58.4634642 -34.5415841, -58.4635161 -34.5415347)",,,,,,
4538375460,1058785015,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,6.111,"LINESTRING (-58.4634642 -34.5415841, -58.4634426 -34.5416361)",,,,,,
4551669409,1074582372,0,459270698,False,Senderos para ciclistas,cycleway,,15.064,"LINESTRING (-58.4117616 -34.5712729, -58.4118762 -34.5711757)",,,,,,
4551669409,4551669410,0,459270698,False,Senderos para ciclistas,cycleway,,29.255,"LINESTRING (-58.4117616 -34.5712729, -58.4115288 -34.5714531)",,,,,,
4551669410,4551669409,0,459270698,False,Senderos para ciclistas,cycleway,,29.255,"LINESTRING (-58.4115288 -34.5714531, -58.4117616 -34.5712729)",,,,,,
4551669410,4551669411,0,459270698,False,Senderos para ciclistas,cycleway,,15.994,"LINESTRING (-58.4115288 -34.5714531, -58.4113608 -34.5714925)",,,,,,
