u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,tunnel,bridge,access,junction,ref,service
247888235,790662099,0,"[596733538, 223092075]",False,Juan Zufriategui,tertiary,20,110.012,"LINESTRING (-58.4869646 -34.5433091, -58.4866852 -34.5432057, -58.4864259 -34.5430902, -58.4863453 -34.5430542, -58.4862696 -34.5430205, -58.4858893 -34.5428693)","['3', '2']",,,,,,,
247910604,241898530,0,"[254648330, 254648327]",False,"['Olof Palme', 'Paso Bajo Nivel Arias']",residential,20,68.436,"LINESTRING (-58.4904715 -34.5497351, -58.490508 -34.5496736, -58.4905119 -34.549628, -58.4904955 -34.5495818, -58.4904456 -34.5494806, -58.4903777 -34.5495001, -58.490315 -34.549506, -58.4902297 -34.5495094, -58.4900328 -34.5495012)",2,,,,,,,
247912835,247912845,0,315098589,True,Avenida Crisólogo Larralde,tertiary,20,31.92,"LINESTRING (-58.4843098 -34.5576906, -58.4844632 -34.5577625, -58.4845056 -34.5577811, -58.4846154 -34.5578286)",2,,,,,,,
247921762,247921764,0,18962575,False,Padre Canavery,residential,20,184.886,"LINESTRING (-58.4552677 -34.5424811, -58.4553131 -34.5408188)",,,,,,,,
247921764,247921762,0,18962575,False,Padre Canavery,residential,20,184.886,"LINESTRING (-58.4553131 -34.5408188, -58.4552677 -34.5424811)",,,,,,,,
248012905,2805247223,0,"[275862300, 53223591]",True,,motorway_link,30,283.8619999999999,"LINESTRING (-58.4500228 -34.5430624, -58.4501472 -34.5430668, -58.4503002 -34.5430556, -58.4504341 -34.5430326, -58.4505666 -34.5429674, -58.4506422 -34.5429057, -58.4507012 -34.5428235, -58.4507242 -34.542719, -58.4507199 -34.5426344, -58.4507045 -34.5425676, -58.4506757 -34.54251, -58.4506326 -34.5424643, -58.4505637 -34.5424228, -58.4504712 -34.5423881, -58.4503735 -34.5423745, -58.450281 -34.5423728, -58.4501134 -34.5423842, -58.4499665 -34.5424126, -58.4498278 -34.5424498, -58.4497124 -34.5424996, -58.4489333 -34.5428252)",1,,,,,,,
248039977,248039817,0,110163001,True,,secondary_link,20,62.099000000000004,"LINESTRING (-58.3997813 -34.5712634, -58.3997031 -34.5712317, -58.3996517 -34.5712019, -58.3996108 -34.5711664, -58.3995887 -34.5711183, -58.3995922 -34.5710721, -58.3996108 -34.5710327, -58.399626 -34.5710145, -58.3996529 -34.5709952, -58.3996914 -34.5709875, -58.399729 -34.5709868, -58.399807 -34.571, -58.3998799 -34.5710259)",,,,,,,,
248697432,1122463490,0,"[96867656, 96867657, 96867639]",True,,motorway_link,30,634.533,"LINESTRING (-58.3786805 -34.6226887, -58.3792111 -34.6226742, -58.3793223 -34.6226632, -58.3794246 -34.622651, -58.3795166 -34.6226351, -58.379593 -34.622618, -58.3796538 -34.6226034, -58.3797176 -34.6225814, -58.3797924 -34.6225533, -58.3801951 -34.6223703, -58.3802648 -34.6223416, -58.3803212 -34.6223202, -58.3803742 -34.6223024, -58.3804343 -34.6222859, -58.3805017 -34.6222774, -58.380567 -34.6222761, -58.3806389 -34.622278, -58.3807005 -34.6222835, -58.3807576 -34.622292, -58.3808273 -34.6223079, -58.3808881 -34.6223286, -58.3809437 -34.6223488, -58.3809934 -34.6223738, -58.3810409 -34.6224031, -58.3810839 -34.6224324, -58.3811313 -34.6224732, -58.381181 -34.6225239, -58.3812233 -34.62258, -58.3812529 -34.6226295, -58.3812685 -34.6226685, -58.3812863 -34.6227161, -58.3812989 -34.6227616, -58.3813071 -34.6228101, -58.38131 -34.6228546, -58.38131 -34.6228955, -58.3813011 -34.6229541, -58.3812863 -34.6230176, -58.3812618 -34.6230899, -58.3812107 -34.6231964, -58.3806691 -34.6241591, -58.3804761 -34.6246294, -58.3804397 -34.6247137, -58.3799737 -34.6257779)",1,,,yes,,,,
248775835,248775838,0,623832938,True,,motorway_link,20,98.696,"LINESTRING (-58.4540458 -34.6373304, -58.4537703 -34.637177, -58.4536048 -34.6370968, -58.4533574 -34.6369841, -58.4532131 -34.6369271, -58.4531105 -34.6368918)",,,,yes,,,,
248779742,248779744,0,"[364716448, 292815533]",True,,motorway_link,20,102.815,"LINESTRING (-58.4958363 -34.6363594, -58.4963225 -34.6360678, -58.4964774 -34.6359757, -58.496616 -34.6359122, -58.4967016 -34.6358992, -58.4967869 -34.6358972)",1,,,,,,,
248783970,206140272,0,19785873,False,Gallardo,residential,20,105.793,"LINESTRING (-58.5238318 -34.6379932, -58.5239312 -34.6370453)",2,,,,,,,
248783977,248783978,0,240742549,True,,motorway_link,20,57.31,"LINESTRING (-58.5245345 -34.6364902, -58.523979 -34.6367284)",1,,,,,,,
249811621,249811646,0,229117658,False,José Ignacio Rucci,residential,20,195.406,"LINESTRING (-58.4814275 -34.6757857, -58.4799097 -34.6770227)",,,,,,,,
249811646,249811621,0,229117658,False,José Ignacio Rucci,residential,20,195.406,"LINESTRING (-58.4799097 -34.6770227, -58.4814275 -34.6757857)",,,,,,,,
249814531,249814533,0,531251324,True,Saravia,residential,20,146.946,"LINESTRING (-58.4764502 -34.6586891, -58.4752889 -34.6596023)",1,,,,,,,
254476089,7724969632,0,39309205,True,,motorway_link,30,118.99900000000001,"LINESTRING (-58.362693 -34.6246319, -58.3627494 -34.6246429, -58.3628026 -34.624656, -58.3629238 -34.6246945, -58.3630171 -34.6247193, -58.3630677 -34.6247204, -58.36311 -34.6247132, -58.3631735 -34.6246812, -58.3632642 -34.6246313, -58.3634439 -34.624472, -58.3635619 -34.624383, -58.3636349 -34.6242603, -58.3636685 -34.6241903)",2,,,,,,,
256021251,256231791,0,320123670,False,Avenida Carrasco,secondary,20,51.426,"LINESTRING (-58.488478 -34.6345374, -58.4886135 -34.6344294, -58.4886553 -34.6343968, -58.4888888 -34.6342218)",2,,,,,,,
256021256,256231813,0,234158546,True,Concordia,residential,20,38.149,"LINESTRING (-58.4762315 -34.6310812, -58.4762773 -34.630974, -58.4762923 -34.6309406, -58.4763776 -34.6307599)",,,,,,,,
256021313,293217584,0,92487500,False,Avenida Nazca,secondary,20,25.124000000000002,"LINESTRING (-58.4704328 -34.6289148, -58.4703469 -34.6290872, -58.4703297 -34.6291242)",4,,,,,,,
256021436,256021309,0,534347220,True,General Venancio Flores,residential,20,130.99699999999999,"LINESTRING (-58.4822675 -34.6325999, -58.4820323 -34.6325275, -58.4810074 -34.632212, -58.4809285 -34.6321831)",,,,,,,,
256021443,5395789761,0,"[576388077, 578199117, 559447631, 559447632, 566206809, 566206810]",True,Puente Argerich,residential,20,254.199,"LINESTRING (-58.4719817 -34.6294051, -58.4720007 -34.6294576, -58.4720293 -34.6294944, -58.4720736 -34.6295155, -58.4721281 -34.6295362, -58.4730756 -34.6297891, -58.4731134 -34.6298147, -58.4731569 -34.6298542, -58.4731671 -34.6299049, -58.473153 -34.629957, -58.4731087 -34.630011, -58.4730732 -34.630036, -58.4730367 -34.6300591, -58.4729799 -34.6300635, -58.4729297 -34.6300533, -58.4719661 -34.629755)",2,,,yes,,,,
256021529,256021752,0,23633160,False,Avenida Segurola,secondary,20,39.342,"LINESTRING (-58.4832481 -34.6332461, -58.4833293 -34.6331524, -58.4833618 -34.6331183, -58.4835067 -34.6329635)",,,,,,,,
256021752,256021529,0,23633160,False,Avenida Segurola,secondary,20,39.342,"LINESTRING (-58.4835067 -34.6329635, -58.4833618 -34.6331183, -58.4833293 -34.6331524, -58.4832481 -34.6332461)",,,,,,,,
256021886,232586692,0,23633183,False,Yerbal,residential,20,87.197,"LINESTRING (-58.4962244 -34.6360692, -58.4952844 -34.6359397)",1,,,,,,,
256022318,232584759,0,23633204,False,Lope de Vega,residential,20,70.223,"LINESTRING (-58.499772 -34.6358791, -58.4997625 -34.6359323, -58.4997519 -34.6359784, -58.4996366 -34.6365007)",,,,,,,,
256029670,206163495,0,22277843,True,General José Gervasio Artigas,residential,20,133.992,"LINESTRING (-58.4641409 -34.6291578, -58.4641725 -34.6290825, -58.464383 -34.6286064, -58.464392 -34.6285828, -58.4644694 -34.6284064, -58.4645231 -34.6282843, -58.4646038 -34.6281005, -58.4646319 -34.6280227)",,,,,,,,
256034154,82629675,0,449120301,False,Avenida Carabobo,secondary,30,116.708,"LINESTRING (-58.4519204 -34.6365172, -58.451425 -34.6374844)",5,,,,,,,
256203143,192913582,0,72493184,True,25 de Mayo,living_street,10,128.782,"LINESTRING (-58.3714768 -34.5984305, -58.3713833 -34.5995861)",1,,,,,,,
256231791,256021251,0,320123670,False,Avenida Carrasco,secondary,20,51.426,"LINESTRING (-58.4888888 -34.6342218, -58.4886553 -34.6343968, -58.4886135 -34.6344294, -58.488478 -34.6345374)",2,,,,,,,
256232254,256030020,0,319051177,True,Fray Cayetano Rodríguez,residential,20,142.192,"LINESTRING (-58.4631636 -34.6276331, -58.4630371 -34.6279839, -58.462956 -34.6282087, -58.462924 -34.6282975, -58.4629056 -34.6283482, -58.4628394 -34.628532, -58.4627712 -34.628721, -58.4627214 -34.628859)",,,,,,,,
256232683,237118969,0,23651080,True,Concepción Arenal,residential,20,94.439,"LINESTRING (-58.4369953 -34.5740272, -58.4366833 -34.573693, -58.4366095 -34.5736356, -58.4362938 -34.57341)",,,,,,,,
256234804,2151771022,0,240741565,False,Vedia,tertiary,20,18.374000000000002,"LINESTRING (-58.4916668 -34.5471618, -58.4918063 -34.5472206, -58.4918446 -34.5472383)",,,,,,,,
258581429,303890929,0,460838735,True,Doctor Ricardo Rojas,living_street,10,24.524,"LINESTRING (-58.3732912 -34.5950572, -58.3730252 -34.5950308)",1,,,,,,,
258581430,258581429,0,44786305,True,Reconquista,living_street,10,77.937,"LINESTRING (-58.3733762 -34.5943603, -58.3733074 -34.5949985, -58.3732912 -34.5950572)",1,,,,,,,
258739149,199800506,0,674253441,True,Coronel José O. Gordillo,residential,30,93.157,"LINESTRING (-58.5207826 -34.6212435, -58.5203977 -34.6215067, -58.5201877 -34.6216496, -58.52014 -34.621682, -58.5201172 -34.6217085, -58.5200985 -34.6217332, -58.520056 -34.6218153)",,,,,,,,
258741204,258748552,0,652541061,False,El Nene,residential,30,138.794,"LINESTRING (-58.5222027 -34.6217427, -58.5210852 -34.6225867)",,,,,,,,
258741204,199796346,0,23872673,True,Nazarre,residential,30,60.76,"LINESTRING (-58.5222027 -34.6217427, -58.5226942 -34.621994, -58.5227667 -34.6220311)",1,,,,,,,
258748126,258748127,0,23873265,False,El Chasque,residential,20,102.88,"LINESTRING (-58.5247552 -34.6323375, -58.5247081 -34.6323267, -58.5237362 -34.6321042, -58.5236719 -34.6320895)",2,,,,,,,
258748127,258748126,0,23873265,False,El Chasque,residential,20,102.88,"LINESTRING (-58.5236719 -34.6320895, -58.5237362 -34.6321042, -58.5247081 -34.6323267, -58.5247552 -34.6323375)",2,,,,,,,
258748516,4207555807,0,508833636,False,Aguaribay,residential,30,10.7,"LINESTRING (-58.5284329 -34.6330994, -58.5283164 -34.633091)",1,7,,,,,,
258748516,4981092377,0,508833636,False,Aguaribay,residential,30,9.882,"LINESTRING (-58.5284329 -34.6330994, -58.5285405 -34.6331071)",1,7,,,,,,
258748516,4981092378,0,508833638,True,Cuzco,residential,30,7.223,"LINESTRING (-58.5284329 -34.6330994, -58.5284399 -34.6330347)",2,10,,,,,,
258748552,258741204,0,652541061,False,El Nene,residential,30,138.794,"LINESTRING (-58.5210852 -34.6225867, -58.5222027 -34.6217427)",,,,,,,,
258750107,199796527,0,19244881,True,Nazarre,residential,30,60.403,"LINESTRING (-58.5217757 -34.6207113, -58.5213438 -34.6203005)",1,,,,,,,
258750108,6574747617,0,652541067,True,Pedro Lozano,residential,30,1.374,"LINESTRING (-58.5225725 -34.6201124, -58.5225821 -34.6201219)",2,,,,,,,
258750109,258750108,0,92988180,True,Francisco Bauzá,residential,30,126.033,"LINESTRING (-58.5235833 -34.6193425, -58.5225725 -34.6201124)",1,,,,,,,
258750109,199796147,0,530013673,True,Tinogasta,residential,30,54.94,"LINESTRING (-58.5235833 -34.6193425, -58.523169 -34.6189849)",2,,,,,,,
258750110,258750109,0,92988180,True,Francisco Bauzá,residential,30,117.125,"LINESTRING (-58.5245164 -34.6186215, -58.5236883 -34.6192614, -58.5235833 -34.6193425)",1,,,,,,,
258750110,199796029,0,425444868,True,Simbrón,residential,30,58.663000000000004,"LINESTRING (-58.5245164 -34.6186215, -58.5248448 -34.6189118, -58.5249585 -34.6190034)",1,,,,,,,
258750111,258750112,0,19244948,False,Juan Esteban Martínez,residential,30,98.571,"LINESTRING (-58.5206828 -34.6183053, -58.5198723 -34.6188892)",,,,,,,,
258750111,471100468,0,652541067,True,Pedro Lozano,residential,30,23.092,"LINESTRING (-58.5206828 -34.6183053, -58.5208484 -34.618462)",2,,,,,,,
258750112,258750111,0,19244948,False,Juan Esteban Martínez,residential,30,98.571,"LINESTRING (-58.5198723 -34.6188892, -58.5206828 -34.6183053)",,,,,,,,
258750112,199800539,0,19244948,False,Juan Esteban Martínez,residential,30,101.357,"LINESTRING (-58.5198723 -34.6188892, -58.5190811 -34.6194472, -58.5190684 -34.6195002)",,,,,,,,
258750114,199795865,0,19244878,True,Melincué,residential,30,67.731,"LINESTRING (-58.5200167 -34.6204105, -58.5205019 -34.6208705)",1,,,,,,,
258750115,258750116,0,23873374,True,Leonardo Da Vinci,residential,30,97.892,"LINESTRING (-58.521677 -34.6192666, -58.5208704 -34.6198449)",,,,,,,,
258750115,199796265,0,652541067,True,Pedro Lozano,residential,30,71.057,"LINESTRING (-58.521677 -34.6192666, -58.5221903 -34.6197461)",2,,,,,,,
258750116,6574656720,0,19244881,True,Nazarre,residential,30,3.114,"LINESTRING (-58.5208704 -34.6198449, -58.5208486 -34.6198234)",1,,,,,,,
258955926,258955916,0,391511939,True,Condarco,residential,20,80.80199999999999,"LINESTRING (-58.4679297 -34.6276239, -58.4676523 -34.6282419, -58.4676425 -34.6282685, -58.4676282 -34.6283068)",,,,,,,,
258957253,258957252,0,23891030,True,Carbajal,residential,20,153.17,"LINESTRING (-58.4614118 -34.5720082, -58.460061 -34.5711956)",,,,,,,,
279194491,279198241,0,341964176,True,Avenida General Paz,tertiary,20,45.096000000000004,"LINESTRING (-58.5246807 -34.6032516, -58.5246172 -34.6031209, -58.52461 -34.6031062, -58.5245943 -34.6030742, -58.5245792 -34.6030434, -58.5245598 -34.603004, -58.5245154 -34.602914, -58.5244969 -34.6028753)",2,,,,,,,
279194496,279198245,0,226169937,False,Benito Juárez,residential,20,49.726,"LINESTRING (-58.5201084 -34.6030998, -58.5202431 -34.6029532, -58.5202754 -34.6029169, -58.5203121 -34.6028758, -58.5203448 -34.602839, -58.520432 -34.6027406)",2,,,,,,,
279198245,279194496,0,226169937,False,Benito Juárez,residential,20,49.726,"LINESTRING (-58.520432 -34.6027406, -58.5203448 -34.602839, -58.5203121 -34.6028758, -58.5202754 -34.6029169, -58.5202431 -34.6029532, -58.5201084 -34.6030998)",2,,,,,,,
279200887,199319049,0,95337446,False,Avenida Chivilcoy,secondary,20,97.549,"LINESTRING (-58.5096477 -34.6022643, -58.5095488 -34.6023661, -58.5095142 -34.6024046, -58.5094796 -34.6024431, -58.5094478 -34.6024784, -58.5092928 -34.6026552, -58.5090044 -34.6029636)",,,,,,,,
279201062,199296248,0,169512156,False,Avenida Francisco Beiró,secondary,20,71.392,"LINESTRING (-58.5055349 -34.6019891, -58.5057259 -34.6021046, -58.5057984 -34.6021496, -58.5058721 -34.6021969, -58.5059514 -34.6022479, -58.5061517 -34.6023819)",,,,,,,,
282530589,240496815,0,98190901,True,Coronel Niceto Vega,secondary,20,25.571,"LINESTRING (-58.4373266 -34.5880644, -58.4371155 -34.588215)",2,,,,,,,
283263459,283328346,0,531453194,True,Pedro de Luján,residential,20,149.94,"LINESTRING (-58.3918067 -34.6570911, -58.3901706 -34.6570068)",,,,,,,,
283328341,283328346,0,531453193,True,Lafayette,residential,20,142.957,"LINESTRING (-58.3902882 -34.6557248, -58.3901706 -34.6570068)",,,,,,,,
286339307,286339404,0,26146928,False,Cecilia Grierson,secondary,20,47.878,"LINESTRING (-58.3660539 -34.5982823, -58.3665749 -34.5983207)",4,,,movable,,,,
286339404,286339307,0,26146928,False,Cecilia Grierson,secondary,20,47.878,"LINESTRING (-58.3665749 -34.5983207, -58.3660539 -34.5982823)",4,,,movable,,,,
286807835,4755456495,0,482746643,True,Ricardo Gutiérrez Norte,residential,20,31.401,"LINESTRING (-58.490735 -34.600897, -58.4903932 -34.6008727)",,,,,,,,
286808036,4755456493,0,482746640,False,Nazarre,residential,20,108.223,"LINESTRING (-58.4919342 -34.6006234, -58.4909667 -34.6000639)",,,,,,,,
286890895,199296119,0,"[512453912, 99621865]",True,Emilio Lamarca,residential,20,176.723,"LINESTRING (-58.5036086 -34.6008085, -58.503584 -34.6008854, -58.5028174 -34.601804, -58.502734 -34.6019079, -58.502701 -34.6019489, -58.5026691 -34.601987, -58.502641 -34.6020214, -58.5025539 -34.6021345)",1,,,,,,,
288506601,1855075115,0,174857572,False,Colpayo,residential,20,53.373,"LINESTRING (-58.4407031 -34.6187419, -58.4409093 -34.6182929)",,,,,,,,
290550351,290550359,0,26508386,True,Camino de Acceso Tambor de Tacuarí,service,20,39.91,"LINESTRING (-58.4540206 -34.5310097, -58.4540922 -34.5309686, -58.4543979 -34.5308309)",,,,,,,,
290550351,290550355,0,137063320,True,Camino de Acceso Tambor de Tacuarí,service,20,25.059,"LINESTRING (-58.4540206 -34.5310097, -58.4540752 -34.531012, -58.4541258 -34.5310292, -58.4541665 -34.5310593, -58.4541927 -34.5310989, -58.4542014 -34.5311434)",1,,,,,roundabout,,
290550355,245207556,0,137063320,True,Camino de Acceso Tambor de Tacuarí,service,20,17.079,"LINESTRING (-58.4542014 -34.5311434, -58.4541888 -34.5311936, -58.4541542 -34.5312361, -58.4541027 -34.5312647)",1,,,,,roundabout,,
290550359,290550355,0,26508388,True,Camino de Acceso Tambor de Tacuarí,service,20,39.134,"LINESTRING (-58.4543979 -34.5308309, -58.4542014 -34.5311434)",,,,,,,,
290550359,290550360,0,52531926,False,Camino de Acceso Tambor de Tacuarí,service,20,93.599,"LINESTRING (-58.4543979 -34.5308309, -58.4547193 -34.5305006, -58.455038 -34.5301748)",,,,,,,,
290550360,290550361,0,52531927,True,Camino de Acceso Tambor de Tacuarí,service,20,64.971,"LINESTRING (-58.455038 -34.5301748, -58.4552781 -34.529625)",,,,,,,,
290550360,290550359,0,52531926,False,Camino de Acceso Tambor de Tacuarí,service,20,93.599,"LINESTRING (-58.455038 -34.5301748, -58.4547193 -34.5305006, -58.4543979 -34.5308309)",,,,,,,,
290550361,290550371,0,26508389,True,,service,20,32.495,"LINESTRING (-58.4552781 -34.529625, -58.4552883 -34.529575, -58.4553323 -34.529523, -58.4553568 -34.529513, -58.4554027 -34.5294941, -58.455473 -34.529495, -58.4555334 -34.5295194)",,,,,,roundabout,,
290550371,290550375,0,26508389,True,,service,20,25.906,"LINESTRING (-58.4555334 -34.5295194, -58.4555798 -34.5295692, -58.4555928 -34.5296157, -58.4555803 -34.5296719, -58.4555351 -34.5297256)",,,,,,roundabout,,
290550371,1006208641,0,52531867,False,,service,20,521.707,"LINESTRING (-58.4555334 -34.5295194, -58.4556551 -34.5295578, -58.4563287 -34.5297701, -58.4563986 -34.5297922, -58.4565072 -34.5297977, -58.4566814 -34.5297913, -58.4568639 -34.5297756, -58.4570394 -34.5297636, -58.4571885 -34.5297811, -58.4572339 -34.5297975, -58.457396 -34.5298521, -58.4575557 -34.5299125, -58.4576203 -34.5299369, -58.4577224 -34.5299649, -58.4578792 -34.5300043, -58.4580498 -34.530017, -58.458113 -34.5300139, -58.4582319 -34.5300051, -58.4584193 -34.5299822, -58.4586018 -34.5299795, -58.458785 -34.5299957, -58.4588539 -34.5300104, -58.4589534 -34.530032, -58.4591205 -34.5300924, -58.4592757 -34.5301773, -58.4594362 -34.5302651, -58.4595982 -34.5303411, -58.4596669 -34.5303734, -58.4597625 -34.5304142, -58.4599354 -34.5304662, -58.4601184 -34.5304812, -58.4603081 -34.5304921, -58.4603861 -34.5304902, -58.4605155 -34.5304792, -58.4606579 -34.5304551, -58.4607302 -34.5304575, -58.4608323 -34.5304827, -58.4608924 -34.5305137, -58.4609336 -34.5305397)",,,,,,,,
290550375,290550376,0,26508389,True,,service,20,5.393,"LINESTRING (-58.4555351 -34.5297256, -58.4554812 -34.5297451)",,,,,,roundabout,,
290550375,1006208641,0,52531867,False,,service,20,560.639,"LINESTRING (-58.4555351 -34.5297256, -58.4555995 -34.5297363, -58.4562938 -34.5298843, -58.4564659 -34.5299202, -58.4566289 -34.5299541, -58.4567942 -34.5299885, -58.4569556 -34.5300221, -58.4571371 -34.5300599, -58.457303 -34.5300944, -58.4574695 -34.530129, -58.4576452 -34.5301656, -58.4578126 -34.5302005, -58.4579734 -34.5302339, -58.4581369 -34.5302677, -58.4583035 -34.5303023, -58.4584723 -34.5303374, -58.4586481 -34.530374, -58.4588185 -34.5304046, -58.4589942 -34.5304413, -58.4591672 -34.5304771, -58.4593333 -34.5305092, -58.4594997 -34.5305532, -58.4596528 -34.5305997, -58.4598179 -34.5306649, -58.4599735 -34.5307263, -58.4601325 -34.530789, -58.4602945 -34.5308529, -58.4604581 -34.5309175, -58.4605447 -34.5309516, -58.4606214 -34.5309718, -58.4607346 -34.5309803, -58.4608339 -34.530952, -58.4609251 -34.5308907, -58.460985 -34.5308082, -58.4610026 -34.5307255, -58.4610054 -34.530662, -58.4609336 -34.5305397)",,,,,,,,
290550376,290550360,0,26508387,True,Camino de Acceso Tambor de Tacuarí,service,20,62.7,"LINESTRING (-58.4554812 -34.5297451, -58.455038 -34.5301748)",,,,,,,,
290550376,290550361,0,26508389,True,,service,20,26.221000000000004,"LINESTRING (-58.4554812 -34.5297451, -58.4554129 -34.5297493, -58.4553526 -34.5297313, -58.4552999 -34.5296869, -58.4552781 -34.529625)",,,,,,roundabout,,
290550408,613968209,0,288399221,False,Juan Zufriategui,tertiary,20,33.714,"LINESTRING (-58.4683538 -34.5353742, -58.468454 -34.5354149, -58.4684958 -34.535434, -58.4685759 -34.5354674, -58.4686813 -34.5355125)",2,,,,,,,
292051709,292051736,0,87888888,True,Gutenberg,residential,30,174.725,"LINESTRING (-58.5030533 -34.5943907, -58.5031957 -34.5944108, -58.5032778 -34.5944224, -58.5032976 -34.5944251, -58.5033991 -34.594439, -58.5036998 -34.59448, -58.5037103 -34.5944817, -58.5037915 -34.5944944, -58.5039267 -34.5945157, -58.5041582 -34.5945521, -58.5043607 -34.5945839, -58.5043943 -34.5945892, -58.5045963 -34.594621, -58.5049302 -34.5946762)",,,,,,,,
292152848,241930128,0,"[233692906, 95337366]",False,Fernández de Enciso,tertiary,20,167.00400000000002,"LINESTRING (-58.5116122 -34.595853, -58.5115962 -34.5957763, -58.5115875 -34.5957346, -58.5115807 -34.5956951, -58.511571 -34.5956555, -58.5114134 -34.5946466, -58.511367 -34.5943649)",,,,,,,,
292152865,292152868,0,135480863,False,Avenida Nazca,secondary,20,22.647,"LINESTRING (-58.4958478 -34.5932986, -58.4958223 -34.593328, -58.4957981 -34.593356, -58.4957674 -34.5933915, -58.4957443 -34.5934182, -58.4957043 -34.5934645)",,,,,,,,
292152868,292152865,0,135480863,False,Avenida Nazca,secondary,20,22.647,"LINESTRING (-58.4957043 -34.5934645, -58.4957443 -34.5934182, -58.4957674 -34.5933915, -58.4957981 -34.593356, -58.4958223 -34.593328, -58.4958478 -34.5932986)",,,,,,,,
293217584,256021313,0,92487500,False,Avenida Nazca,secondary,20,25.124000000000002,"LINESTRING (-58.4703297 -34.6291242, -58.4703469 -34.6290872, -58.4704328 -34.6289148)",4,,,,,,,
303889590,192913584,0,"[83225168, 223186337, 28680142]",True,Teniente General Juan Domingo Perón,"['living_street', 'secondary']","['10', '30']",98.72,"LINESTRING (-58.3698787 -34.6053463, -58.3700429 -34.6053566, -58.3701437 -34.6053629, -58.370239 -34.6053689, -58.3709532 -34.6054236)","['1', '2']",,,,,,,
303889590,6571758508,0,"[699818385, 506310083, 47059852, 28680143]",False,Teniente General Juan Domingo Perón,secondary,30,104.33699999999999,"LINESTRING (-58.3698787 -34.6053463, -58.3694363 -34.6053083, -58.3691759 -34.6052853, -58.3691016 -34.6052799, -58.3689126 -34.6052617, -58.3687453 -34.6052457)",4,,,,,,,
303891097,194496212,0,83225169,True,Tucumán,residential,20,60.038,"LINESTRING (-58.3706121 -34.6006723, -58.3712643 -34.60073)",,,,,,,,
307403442,486814396,0,530422172,False,Monte,residential,20,141.08,"LINESTRING (-58.497105 -34.668794, -58.4973612 -34.6690104, -58.4981692 -34.6697125)",1,,,,,,,
307406880,3073501363,0,531251326,True,Doctor José I. de la Rosa,residential,20,72.421,"LINESTRING (-58.4857311 -34.6625939, -58.4853364 -34.6622404, -58.485315 -34.662204, -58.4853069 -34.6621532, -58.4853431 -34.6620793)",1,,,,,,,
307420900,2718217481,0,313862006,False,2 de Abril de 1982,residential,20,264.10799999999995,"LINESTRING (-58.4953202 -34.6787711, -58.4949529 -34.678767, -58.494745 -34.6787647, -58.4944708 -34.6787617, -58.4942488 -34.6787592, -58.493727 -34.6787534, -58.4934088 -34.6787499, -58.4932858 -34.6787486, -58.492618 -34.6787412, -58.4924322 -34.6787391)",,,,,,,,
307422648,199855129,0,48664012,False,Avenida Piedra Buena,secondary,30,108.726,"LINESTRING (-58.4876472 -34.6780843, -58.4868261 -34.6787915)",,,,,,,,
307423474,2716418461,0,530364813,False,Zuviría,residential,20,288.425,"LINESTRING (-58.4938408 -34.6761313, -58.4932796 -34.6756458, -58.491692 -34.6742326)",,,,,,,,
312115503,312115547,0,"[147207801, 226633234, 388339549]",True,Avenida Coronel Roca,secondary,30,286.963,"LINESTRING (-58.4599186 -34.6885936, -58.4601236 -34.6887715, -58.4607279 -34.6892959, -58.4609753 -34.6895458, -58.461357 -34.6899155, -58.462012 -34.6905152)","['3', '2']",,,,,,,
312115586,469245427,0,39174190,False,Berón de Astrada,residential,20,83.619,"LINESTRING (-58.4637303 -34.6887851, -58.464198 -34.6891918, -58.4643617 -34.6893291)",,,,,,,,
312115586,3308992720,0,"[324162330, 530903532]",True,"['Cafayate', 'Berón de Astrada']",residential,20,83.139,"LINESTRING (-58.4637303 -34.6887851, -58.4636225 -34.6886742, -58.4636122 -34.688628, -58.4636211 -34.6885806, -58.4640724 -34.6882296)",,,,,,,,
312116765,1535837215,0,530913177,False,Pola,residential,20,125.476,"LINESTRING (-58.4658158 -34.6769705, -58.4663434 -34.6765445, -58.466795 -34.67618)",,,,,,,,
312268447,493618431,0,221568097,False,Coronel Martiniano Chilavert,residential,20,311.116,"LINESTRING (-58.4396074 -34.6546916, -58.4419086 -34.656752)",,,,,,,,
312268447,206154305,0,"[166649193, 221572907]",True,Avenida Varela,secondary,20,286.35400000000004,"LINESTRING (-58.4396074 -34.6546916, -58.4385787 -34.6554808, -58.4384245 -34.6555049, -58.4384643 -34.6553878, -58.4393167 -34.6547217, -58.4394932 -34.6545837)",2,,,,,,,
312399670,312399711,0,367180485,True,Padre Enrique Contardi,residential,20,76.932,"LINESTRING (-58.4108509 -34.6510339, -58.4110699 -34.6517019)",,,,,,,,
314662375,199475786,0,48055931,True,Avenida Patricias Argentinas,secondary,30,143.131,"LINESTRING (-58.4330495 -34.6056177, -58.4331832 -34.6054376, -58.4333291 -34.6052809, -58.4334486 -34.6051641, -58.4335877 -34.605047, -58.4336872 -34.6049678, -58.433868 -34.6048417, -58.4341145 -34.6046901)",2,,,,,,,
