u,v,key,osmid,oneway,lanes,highway,length,geometry,maxspeed,name,bridge,ref,access
333451856,62621570,0,"[120436481, 120436483, 30259557, 30259560, 120436427, 509175281, 656187893, 663062805, 219614136, 656187899, 219714910, 219714911]",False,"['3', '2']",tertiary,2030.8390000000006,"LINESTRING (-83.05640200000001 42.3379884, -83.0566401 42.3384107, -83.05666859999999 42.338468, -83.0567185 42.3385672, -83.056966 42.3389981, -83.05702890000001 42.3391129, -83.05707959999999 42.3392004, -83.0571939 42.3394028, -83.05720890000001 42.3394294, -83.0573794 42.3397189, -83.0576614 42.3402172, -83.0576951 42.340275, -83.0577918 42.3404409, -83.057844 42.3405387, -83.0579626 42.3407606, -83.05805239999999 42.3409188, -83.05829369999999 42.3413442, -83.0585021 42.3417175, -83.0585634 42.3418208, -83.0586084 42.3418952, -83.0588358 42.3422964, -83.0591481 42.342853, -83.059186 42.3429218, -83.0592594 42.3430477, -83.0593161 42.3431478, -83.0597094 42.3438441, -83.059757 42.3439284, -83.05981920000001 42.3440369, -83.05998839999999 42.3443259, -83.0600091 42.344361, -83.06003800000001 42.3444098, -83.0604206 42.3450877, -83.0606418 42.3454716, -83.06068089999999 42.3455399, -83.0607442 42.345651, -83.06078410000001 42.3457204, -83.06084850000001 42.3458302, -83.06094830000001 42.3460003, -83.0610204 42.3461233, -83.0610526 42.346185, -83.0610846 42.3462422, -83.06119219999999 42.3464308, -83.06136669999999 42.3467364, -83.0614319 42.346853, -83.0616217 42.3471883, -83.0616653 42.347263, -83.061694 42.3473151, -83.0617383 42.3473932, -83.0617651 42.3474404, -83.06179830000001 42.3474988, -83.0620605 42.3479469, -83.062167 42.3481366, -83.062293 42.348342, -83.0623348 42.3484149, -83.0626449 42.348959, -83.0627635 42.3491671, -83.0628644 42.3493442, -83.06291400000001 42.349426, -83.06295470000001 42.3494972, -83.06305759999999 42.3496774, -83.0630869 42.3497287, -83.0631418 42.3498249, -83.06321 42.3499443, -83.06324410000001 42.3500039, -83.0634898 42.3504344, -83.063529 42.350503, -83.06356769999999 42.3505718, -83.063577 42.3505882, -83.06401289999999 42.3513551, -83.0640983 42.3515053, -83.0641397 42.3515784, -83.064249 42.3517669, -83.0643049 42.3518701, -83.0643297 42.3519135, -83.0644204 42.352072, -83.0645573 42.3523113, -83.0649049 42.3529191, -83.064942 42.3529821, -83.0650275 42.3531325, -83.06504700000001 42.3531664, -83.0653152 42.3536587, -83.0653612 42.353742, -83.0653994 42.3538078, -83.06549459999999 42.3539748, -83.0655823 42.3541277, -83.0656041 42.3541657, -83.06569159999999 42.3543185, -83.0659205 42.354718, -83.0659809 42.3548234)",25 mph,Cass Avenue,yes,,
471628481,62837977,0,"[501944736, 8752036, 501633959, 545955377, 505293653, 505293654, 219477239]",False,"['4', '5']",primary,420.63700000000006,"LINESTRING (-83.0589353 42.336403, -83.058858 42.336371, -83.0587641 42.3363306, -83.0581569 42.3360698, -83.05795500000001 42.335983, -83.0577971 42.3359192, -83.0574151 42.3357676, -83.05654800000001 42.335415, -83.056291 42.335307, -83.0562396 42.3352888, -83.055831 42.335124, -83.05570059999999 42.3350713, -83.05552400000001 42.335, -83.0547254 42.3346751, -83.05446000000001 42.334569)",30 mph,Grand River Avenue,,M 5,
660518575,62838013,0,"[505293656, 512738105, 220163475, 219477245]",False,"['4', '5']",primary,406.7269999999999,"LINESTRING (-83.06168359999999 42.3375182, -83.0617867 42.3375641, -83.062487 42.3378476, -83.062803 42.337976, -83.06440499999999 42.338628, -83.06513099999999 42.338924, -83.0651888 42.3389468, -83.065527 42.339085, -83.0659476 42.3392633, -83.06601209999999 42.3392906)",30 mph,Grand River Avenue,,M 5,
736893025,62618609,0,401419406,False,5,secondary,20.503,"LINESTRING (-83.02810340000001 42.3358856, -83.0279615 42.3359476, -83.0278898 42.3359808)",35 mph,East Jefferson Avenue,,,
1228076586,62618715,0,"[421885979, 507493148, 422035998, 422035999, 422036000, 422036001, 422036002, 422036003, 422036004, 421885987, 421885990, 421885989, 106785972, 507544151, 507544152, 422103263, 422103265, 422035303, 422035305, 422035306, 422035308, 422035309, 422035310, 422035311, 422035312, 422035313, 422035314, 422035315, 507546868, 507546867, 537706358, 507546866, 507546865]",False,"['4', '5']",secondary,2276.999999999999,"LINESTRING (-82.9993329 42.3485013, -82.9992934 42.348539, -82.9990442 42.3487017, -82.9988287 42.3488413, -82.99865579999999 42.3489509, -82.99844969999999 42.3490855, -82.9983673 42.3491388, -82.9981501 42.349281, -82.9978167 42.3494939, -82.99771819999999 42.3495561, -82.9976334 42.3496083, -82.9972889 42.3498332, -82.9971129 42.3499482, -82.9969925 42.3500295, -82.9969 42.350088, -82.9968107 42.350147, -82.9967489 42.350188, -82.9966764 42.3502388, -82.99661860000001 42.3502759, -82.9964966 42.3503578, -82.996307 42.3504797, -82.9961351 42.3505941, -82.9952543 42.3511474, -82.9949443 42.3513427, -82.9948783 42.3513836, -82.9948559 42.3513976, -82.9947791 42.3514454, -82.99459589999999 42.3515591, -82.99453320000001 42.3515981, -82.9944665 42.3516388, -82.99439630000001 42.3516844, -82.99407220000001 42.351895, -82.9939909 42.3519357, -82.99395939999999 42.3519579, -82.9939081 42.351993, -82.9936677 42.352161, -82.9935334 42.3522472, -82.9931946 42.3524804, -82.9928422 42.3527211, -82.9927629 42.3527753, -82.992481 42.3529679, -82.99220200000001 42.3531475, -82.9921226 42.3531985, -82.99193150000001 42.3533236, -82.99159710000001 42.35354, -82.99140989999999 42.3536612, -82.991345 42.3537032, -82.991208 42.3537919, -82.9908714 42.3540121, -82.9904916 42.3542606, -82.9902642 42.3544158, -82.99024350000001 42.3544299, -82.9900221 42.3545997, -82.9899554 42.3546508, -82.9896136 42.3549007, -82.989542 42.3549551, -82.9894414 42.3550323, -82.9892809 42.3551555, -82.989193 42.3552235, -82.9889948 42.3553768, -82.98810880000001 42.3560545, -82.9879277 42.3562071, -82.9876539 42.3564221, -82.9874409 42.3565845, -82.9873644 42.3566428, -82.98720489999999 42.3567729, -82.9871054 42.3568541, -82.9869406 42.3569778, -82.9868204 42.357068, -82.9866852 42.3571774, -82.9863228 42.3574704, -82.986214 42.3575629, -82.985783 42.3578999, -82.98540199999999 42.3581979, -82.984933 42.3585649, -82.98483640000001 42.3586402, -82.9847044 42.358743, -82.98464679999999 42.3587879, -82.984589 42.3588329, -82.9844684 42.3589269, -82.984081 42.3592289, -82.9838592 42.3594024, -82.98346100000001 42.3597139, -82.983068 42.3600219, -82.9829885 42.360084, -82.98269000000001 42.3603169, -82.9820306 42.360784, -82.9818913 42.3608827, -82.98180979999999 42.3609405, -82.9817683 42.3609699, -82.9816458 42.3610688, -82.98145289999999 42.3612295, -82.9811854 42.3614468, -82.9810057 42.3615927, -82.9808499 42.361712, -82.9804062 42.3620366, -82.9801751 42.3622057, -82.979983 42.3623462, -82.9794423 42.3627267)",35 mph,East Jefferson Avenue,,,
1228076586,62618638,0,"[219571264, 219571268, 8734151, 257526252, 257526253, 530324251]",True,"['4', '3']",secondary,550.9100000000001,"LINESTRING (-82.9993329 42.3485013, -82.99948019999999 42.3484698, -82.99954719999999 42.3484549, -82.9996982 42.3483504, -83.00002619999999 42.3481485, -83.00027830000001 42.3479752, -83.0004098 42.3478835, -83.0005194 42.3478343, -83.0008119 42.347703, -83.00084150000001 42.34769, -83.0008651 42.3476796, -83.0016542 42.3473323, -83.00177050000001 42.3472862, -83.00204410000001 42.3471629, -83.00214699999999 42.3471213, -83.00226139999999 42.347075, -83.0026345 42.3469135, -83.0028619 42.3468157, -83.00300420000001 42.3467545, -83.00311809999999 42.3467055, -83.0034244 42.3465727, -83.00404279999999 42.3463113, -83.0047936 42.3460073, -83.0049643 42.3458673)",35 mph,East Jefferson Avenue,,,
1269682895,62658285,0,"[505835904, 505835905, 421862401, 505835907, 505835908, 505835909, 505835910, 747431040, 421862400, 421862402, 505835911, 747431051, 505835912, 505835913, 495371015, 505835914, 502615824, 505837587, 747431037, 116751894, 505837593, 331164827, 505837599, 401155491, 505837604, 40879396, 401167140, 421864103, 401167139, 401155497, 505837610, 40879403, 421864105, 518316204, 495371012, 545955397, 270520136, 422096969, 270520138, 270520137, 270520140, 401163086, 401163471, 421862397, 459592788, 421862398, 421862399, 39199709, 421869790, 421869798, 744213743, 505835887, 495849969, 505835893, 119452919, 505835899, 401167229, 747431038, 747431039]",False,"['4', '5', '6']",primary,3759.189,"LINESTRING (-83.05283420000001 42.331678, -83.0531668 42.3316744, -83.0532822 42.3316745, -83.0533576 42.3316756, -83.0533918 42.3316761, -83.05392759999999 42.3316722, -83.05419929999999 42.3316718, -83.0543167 42.3316715, -83.05442290000001 42.3316713, -83.054468 42.3316712, -83.0546477 42.3316708, -83.05479560000001 42.3316704, -83.0550068 42.3316703, -83.0566709 42.3316665, -83.0567915 42.3316656, -83.0570135 42.331665, -83.0572677 42.3316644, -83.057368 42.3316642, -83.0577167 42.3316634, -83.0578395 42.3316615, -83.0580648 42.331658, -83.0584929 42.3316564, -83.05873560000001 42.3316556, -83.06022659999999 42.3316544, -83.0604534 42.3316399, -83.0606148 42.3316255, -83.0610305 42.3316107, -83.0612795 42.3315978, -83.0617586 42.3315712, -83.06201179999999 42.3315548, -83.0621848 42.3315463, -83.0623293 42.3315373, -83.0624864 42.3315269, -83.0627628 42.3315056, -83.0629282 42.3314949, -83.06371 42.331446, -83.06508289999999 42.3314297, -83.065432 42.3314259, -83.065996 42.3314216, -83.066075 42.331421, -83.06637569999999 42.3314218, -83.06674409999999 42.3314184, -83.06695000000001 42.331416, -83.0671463 42.3314149, -83.0674176 42.3314121, -83.0675861 42.3314104, -83.0677316 42.3314109, -83.068432 42.331408, -83.0686944 42.3314067, -83.0688585 42.3314059, -83.069418 42.3314032, -83.06975180000001 42.3314016, -83.0702766 42.3313991, -83.0705342 42.3313979, -83.0709593 42.3313958, -83.0712048 42.3313948, -83.0713418 42.3313941, -83.0716556 42.3313926, -83.07178399999999 42.331392, -83.07198099999999 42.331391, -83.07209279999999 42.3313904, -83.0723824 42.3313867, -83.0727127 42.3313842, -83.0728447 42.3313832, -83.07298470000001 42.3313821, -83.0734975 42.3313797, -83.0744053 42.3313778, -83.0749819 42.331374, -83.07590020000001 42.3313643, -83.07624370000001 42.3313619, -83.07643330000001 42.3313601, -83.0769562 42.3313615, -83.0769988 42.3313623, -83.0771487 42.3313617, -83.0773688 42.3313609, -83.077881 42.331359, -83.07904000000001 42.331352, -83.0795521 42.3313494, -83.080208 42.331346, -83.080397 42.331345, -83.0807322 42.331345, -83.0813254 42.331345, -83.08193199999999 42.331345, -83.0824983 42.3313849, -83.0828954 42.3314153, -83.0832837 42.3314451, -83.0836462 42.3314705, -83.08374790000001 42.3314751, -83.0838409 42.3314752, -83.084082 42.3314758, -83.08410859999999 42.3314758, -83.0842342 42.3314755, -83.0849437 42.3314717, -83.0852744 42.3314719, -83.08539159999999 42.3314708, -83.08608359999999 42.331465, -83.086608 42.3314616, -83.08698579999999 42.3314575, -83.0871092 42.3314578, -83.0875454 42.3314569, -83.0876676 42.331456, -83.087801 42.331454, -83.087958 42.331454, -83.0881421 42.331454, -83.088217 42.331454, -83.08841320000001 42.3314528, -83.0885427 42.331452, -83.089049 42.331449, -83.0890631 42.3314489, -83.089234 42.331448, -83.090508 42.331439, -83.0910386 42.3314352, -83.09128990000001 42.3314337, -83.091638 42.3314314, -83.0918546 42.3314299, -83.091987 42.331429, -83.0921159 42.3314284, -83.09258269999999 42.331426, -83.0928297 42.3314253, -83.09315700000001 42.331423, -83.0942795 42.3314093, -83.0945577 42.331397, -83.0948083 42.3313833, -83.0949766 42.3313741, -83.09509199999999 42.331368, -83.09542209999999 42.3313527, -83.0955683 42.3313435, -83.0957284 42.3313346, -83.0960041 42.3313192, -83.0962935 42.3313016, -83.096796 42.331271, -83.098125 42.3312716, -83.098536 42.331264)","['25 mph', '35 mph']",Michigan Avenue,yes,US 12,
4216067577,4639761005,0,"[416051403, 270520119, 421865651, 505293655, 39364539]",False,"['4', '5']",primary,197.339,"LINESTRING (-83.0594576 42.3366173, -83.0597775 42.3367476, -83.05993719999999 42.3368129, -83.06008079999999 42.336871, -83.0604594 42.3370227, -83.060911 42.337207, -83.0615619 42.3374717)",30 mph,Grand River Avenue,yes,M 5,
4216219393,62739104,0,"[421878081, 505291107, 505291108, 421878088, 494585902, 494585903]",False,"['4', '5']",primary,251.75300000000004,"LINESTRING (-83.08765409999999 42.3480269, -83.0873021 42.3478838, -83.0872303 42.3478546, -83.08703939999999 42.3477711, -83.08676869999999 42.3476561, -83.0865888 42.3475855, -83.0861704 42.347417, -83.08578350000001 42.3472601, -83.0855292 42.3471596, -83.0852364 42.3470472, -83.084965 42.346943)",30 mph,Grand River Avenue,,M 5,
4216219395,4952616987,0,"[505291112, 496590104, 421878083, 505291111]",False,"['7', '6']",primary,322.159,"LINESTRING (-83.0933156 42.3503149, -83.09311750000001 42.3502373, -83.0930183 42.3501984, -83.09274929999999 42.3500899, -83.09271699999999 42.350077, -83.0923609 42.349935, -83.0922635 42.3498953, -83.091804 42.3497078, -83.0915164 42.3495905, -83.09122120000001 42.34947, -83.09101080000001 42.3493842, -83.0900686 42.349003, -83.08987860000001 42.3489216)",35 mph,Grand River Avenue,,M 5,
4216298639,4216298643,0,"[507547776, 507547777, 421885986, 421885984, 421885988, 421885992, 421885994, 507547773, 421885982, 507547772, 501698045, 507547774, 507547775]",False,"['4', '5']",secondary,737.066,"LINESTRING (-82.9785454 42.3632252, -82.978241 42.3633699, -82.9781641 42.3634031, -82.97799569999999 42.3634758, -82.9772251 42.3638322, -82.9771334 42.3638746, -82.9768931 42.3639761, -82.9768031 42.3640259, -82.9767062 42.3640795, -82.9765216 42.3641815, -82.976311 42.3642979, -82.9760751 42.3644064, -82.97579639999999 42.3645405, -82.975673 42.3645999, -82.975477 42.3646919, -82.9748654 42.3649821, -82.974639 42.3650909, -82.9745446 42.3651357, -82.9738828 42.3654499, -82.97372900000001 42.3655229, -82.97324399999999 42.3657537, -82.97305590000001 42.3658432, -82.972836 42.3659479, -82.9727606 42.3659838, -82.97263820000001 42.3660422, -82.9725215 42.3660979, -82.972094 42.3663009, -82.971986 42.3663519, -82.97165699999999 42.3665089, -82.97143 42.3666089, -82.97123000000001 42.3666969, -82.9710011 42.3668082)",35 mph,East Jefferson Avenue,,,
4216298643,4216298639,0,"[421885984, 501698045, 421885986, 507547776, 421885988, 507547777, 421885992, 421885994, 507547774, 507547772, 507547773, 421885982, 507547775]",False,"['4', '5']",secondary,737.066,"LINESTRING (-82.9710011 42.3668082, -82.97123000000001 42.3666969, -82.97143 42.3666089, -82.97165699999999 42.3665089, -82.971986 42.3663519, -82.972094 42.3663009, -82.9725215 42.3660979, -82.97263820000001 42.3660422, -82.9727606 42.3659838, -82.972836 42.3659479, -82.97305590000001 42.3658432, -82.97324399999999 42.3657537, -82.97372900000001 42.3655229, -82.9738828 42.3654499, -82.9745446 42.3651357, -82.974639 42.3650909, -82.9748654 42.3649821, -82.975477 42.3646919, -82.975673 42.3645999, -82.97579639999999 42.3645405, -82.9760751 42.3644064, -82.976311 42.3642979, -82.9765216 42.3641815, -82.9767062 42.3640795, -82.9768031 42.3640259, -82.9768931 42.3639761, -82.9771334 42.3638746, -82.9772251 42.3638322, -82.97799569999999 42.3634758, -82.9781641 42.3634031, -82.978241 42.3633699, -82.9785454 42.3632252)",35 mph,East Jefferson Avenue,,,
4216298644,4216330855,0,"[219568673, 219568679, 499256456, 507547981, 421886746]",False,"['4', '5']",secondary,942.529,"LINESTRING (-82.9702068 42.3671853, -82.96977560000001 42.3673852, -82.9695079 42.3675109, -82.9691869 42.3676465, -82.9689638 42.3677259, -82.9683325 42.3679671, -82.9680015 42.3680876, -82.9678871 42.3681292, -82.96774139999999 42.3681823, -82.9676821 42.3682039, -82.9667038 42.3685644, -82.9664992 42.3686428, -82.9656433 42.3689608, -82.9650769 42.3691705, -82.96485629999999 42.3692245, -82.96469380000001 42.3692559, -82.9637867 42.3693956, -82.962244 42.3696151, -82.96132849999999 42.3697326, -82.96113990000001 42.3697556, -82.9595006 42.3699473)",35 mph,East Jefferson Avenue,,,
4216314639,62789668,0,"[422029600, 421886337, 421886338, 422029601, 421886340, 422029605, 422029602, 422029609, 507523310, 333697809, 726067155, 726067156]",False,"['4', '5']",secondary,753.117,"LINESTRING (-82.97814289999999 42.3899807, -82.9781577 42.3899856, -82.97850099999999 42.390098, -82.9785638 42.390124, -82.97875019999999 42.3902011, -82.978859 42.390249, -82.9790921 42.3903821, -82.979162 42.390422, -82.9794034 42.3905795, -82.97947000000001 42.390623, -82.98028979999999 42.3911553, -82.980636 42.39138, -82.9807783 42.3914783, -82.9811167 42.3916919, -82.98214 42.392357, -82.982356 42.392503, -82.9825677 42.3926326, -82.9828109 42.3927472, -82.983216 42.392938, -82.98361130000001 42.3931347, -82.983628 42.393143, -82.98378 42.393232, -82.983889 42.393305, -82.98410629999999 42.3934736, -82.9842021 42.3935479, -82.984264 42.393596, -82.98478900000001 42.394037, -82.98492299999999 42.394144, -82.98513199999999 42.394309)",35 mph,Conner Street,,,
4216330855,4216298644,0,"[219568673, 219568679, 499256456, 507547981, 421886746]",False,"['4', '5']",secondary,942.5290000000001,"LINESTRING (-82.9595006 42.3699473, -82.96113990000001 42.3697556, -82.96132849999999 42.3697326, -82.962244 42.3696151, -82.9637867 42.3693956, -82.96469380000001 42.3692559, -82.96485629999999 42.3692245, -82.9650769 42.3691705, -82.9656433 42.3689608, -82.9664992 42.3686428, -82.9667038 42.3685644, -82.9676821 42.3682039, -82.96774139999999 42.3681823, -82.9678871 42.3681292, -82.9680015 42.3680876, -82.9683325 42.3679671, -82.9689638 42.3677259, -82.9691869 42.3676465, -82.9695079 42.3675109, -82.96977560000001 42.3673852, -82.9702068 42.3671853)",35 mph,East Jefferson Avenue,,,
4216330856,62618784,0,"[498529537, 219579587, 421886755, 507548432, 507319698, 421886743]",False,"['4', '5']",secondary,353.039,"LINESTRING (-82.9582715 42.3700815, -82.957983 42.3701109, -82.9570281 42.3702054, -82.95692200000001 42.3702159, -82.956504 42.3702559, -82.95632089999999 42.3702739, -82.9562679 42.3702791, -82.9561557 42.3702901, -82.95582400000001 42.3703219, -82.9554516 42.370356, -82.9553255 42.3703675, -82.954768 42.3704239, -82.95426740000001 42.3704729, -82.9540111 42.3704972)",35 mph,East Jefferson Avenue,,,
4217615416,62618619,0,422037754,False,5,secondary,27.162999999999997,"LINESTRING (-83.0194449 42.3396133, -83.01963689999999 42.3395311, -83.0197309 42.3394909)",35 mph,East Jefferson Avenue,,,
4217615417,62618638,0,"[422035304, 422035307, 422037772, 422035316, 38330166, 38330167, 422037755, 270520093]",False,5,secondary,1150.5189999999998,"LINESTRING (-83.0170462 42.3406417, -83.0167342 42.3407758, -83.0165592 42.340851, -83.01635779999999 42.3409376, -83.016176 42.3410176, -83.01598920000001 42.3410999, -83.0157056 42.3412248, -83.01552700000001 42.341301, -83.01467390000001 42.3416648, -83.0145417 42.3417212, -83.0143475 42.3418057, -83.0137209 42.3420757, -83.01322330000001 42.3422901, -83.0127799 42.3424811, -83.01262060000001 42.3425505, -83.01196210000001 42.3428333, -83.0117953 42.3429049, -83.0115235 42.3430219, -83.0109169 42.3432832, -83.0107658 42.3433483, -83.01064169999999 42.3434012, -83.01049690000001 42.343463, -83.0102227 42.3435786, -83.0100439 42.3436566, -83.00987929999999 42.3437294, -83.0097231 42.3437949, -83.0096052 42.3438455, -83.0091645 42.3440362, -83.0089053 42.3441481, -83.00875430000001 42.3442132, -83.0086878 42.3442417, -83.0083149 42.3444014, -83.0081852 42.3444558, -83.00806369999999 42.3445076, -83.00746839999999 42.3447625, -83.0071822 42.3448884, -83.0067399 42.3450787, -83.0065512 42.3451605, -83.0062032 42.3453126, -83.0059938 42.3454064, -83.0057517 42.3455148, -83.005235 42.3457461, -83.0049643 42.3458673)",35 mph,East Jefferson Avenue,yes,,
4639761005,4216067577,0,"[416051403, 505293655, 421865651, 270520119, 39364539]",False,"['4', '5']",primary,197.33899999999997,"LINESTRING (-83.0615619 42.3374717, -83.060911 42.337207, -83.0604594 42.3370227, -83.06008079999999 42.336871, -83.05993719999999 42.3368129, -83.0597775 42.3367476, -83.0594576 42.3366173)",30 mph,Grand River Avenue,yes,M 5,
4950253056,62946580,0,"[421875726, 421875727, 421875728, 504787349, 504787350, 504787351, 504787352, 504787353, 504787354, 504787357, 39800610, 421877027, 421877030, 421877032, 421876139, 421877036, 421876140, 421860783, 421860784, 421877041, 421860785, 421877044, 421877047, 421877054, 421877057, 421877058, 504944840, 504944841, 504944842, 39199699, 42434780, 504941534, 504941535, 504941536, 504941537, 504941538, 504941539, 504941540, 495623533, 421876207, 421876208, 504951288, 504951289, 504951290]",False,"['7', '4', '5', '6']",primary,3296.7460000000005,"LINESTRING (-83.13830919999999 42.3574082, -83.138291 42.357082, -83.1382797 42.3567923, -83.1382715 42.3566372, -83.13825799999999 42.356328, -83.1382425 42.3559227, -83.1382368 42.355774, -83.138229 42.355655, -83.13821040000001 42.355571, -83.138182 42.355511, -83.1373 42.354298, -83.13622700000001 42.352824, -83.1361198 42.3526725, -83.1360555 42.3525808, -83.135966 42.3524646, -83.1359259 42.3524051, -83.135767 42.352184, -83.135755 42.3521629, -83.13570300000001 42.352072, -83.13565509999999 42.3519837, -83.1355417 42.3517745, -83.135441 42.351591, -83.1353581 42.3514767, -83.135223 42.351284, -83.1350417 42.3510343, -83.134736 42.350613, -83.13422199999999 42.349901, -83.1338587 42.3494003, -83.133685 42.349165, -83.13347709999999 42.3488805, -83.1333545 42.3487124, -83.133132 42.348408, -83.132575 42.347643, -83.132023 42.346878, -83.131471 42.346116, -83.1311348 42.3456523, -83.1309741 42.3454307, -83.1309586 42.3454093, -83.1308392 42.3452463, -83.1306519 42.3449824, -83.130583 42.344887, -83.13049770000001 42.3447818, -83.130381 42.344638, -83.13027289999999 42.3445039, -83.1302407 42.3444665, -83.13011710000001 42.3443229, -83.12989469999999 42.3440643, -83.12983269999999 42.3439944, -83.129706 42.343854, -83.12959069999999 42.3437262, -83.129172 42.343253, -83.129074 42.343124, -83.128539 42.342396, -83.127956 42.341595, -83.127735 42.3412904, -83.127645 42.3411646, -83.127399 42.340829, -83.1273619 42.3407779, -83.1272508 42.3406246, -83.12717170000001 42.3405154, -83.12705529999999 42.3403574, -83.126851 42.340073, -83.12629200000001 42.339302, -83.1261863 42.3391573, -83.1258899 42.3387515, -83.125738 42.33854, -83.125595 42.338342, -83.125466 42.338165, -83.1253248 42.3379708, -83.125162 42.337747, -83.1251212 42.3376908, -83.12488070000001 42.3373552, -83.12479740000001 42.3372439, -83.12466360000001 42.3370592, -83.12461500000001 42.336992, -83.1244603 42.3367828, -83.1244006 42.3366993, -83.12437389999999 42.3366621, -83.12432800000001 42.336598, -83.1242445 42.3364828, -83.1241775 42.3363905, -83.1240998 42.3362832, -83.1239769 42.3361137, -83.12382460000001 42.3359037, -83.123761 42.335816, -83.1236605 42.3356776, -83.123261 42.335127, -83.122866 42.3345539, -83.1227406 42.3343841, -83.1224653 42.3340115, -83.122198 42.333664, -83.12166999999999 42.33294, -83.1216362 42.3328935, -83.1216158 42.3328653, -83.1215292 42.332747, -83.12133799999999 42.332485, -83.1211866 42.3322794, -83.12084969999999 42.3318202, -83.1207886 42.3317356, -83.1207605 42.3316967, -83.1204547 42.3312735, -83.120338 42.331112)",35 mph,Livernois Avenue,yes,,
4952616977,4952640785,0,421865655,False,4,primary,50.969,"LINESTRING (-83.0695092 42.3407024, -83.0694807 42.3406915, -83.0694539 42.3406813, -83.0694287 42.3406717, -83.069377 42.340652, -83.0689627 42.3404858)",30 mph,Grand River Avenue,,M 5,
4952616982,62838031,0,"[505291104, 505291105, 421878084, 421878079, 421878086, 421878087, 416058789, 501654345, 416058788, 421878091, 421878092, 480814066, 505291101, 505291102, 505291103]",False,"['4', '5']",primary,1384.1699999999998,"LINESTRING (-83.0848628 42.3468966, -83.08405999999999 42.3465706, -83.0835299 42.3463553, -83.08316499999999 42.3462137, -83.0830143 42.3461523, -83.08268150000001 42.3460213, -83.082475 42.34594, -83.0823106 42.3458746, -83.08204809999999 42.3457702, -83.0818623 42.3456961, -83.08156889999999 42.3455791, -83.08115170000001 42.3454085, -83.0803446 42.3450783, -83.0801245 42.3449924, -83.0798602 42.3448853, -83.0796237 42.3447878, -83.07939759999999 42.3446925, -83.0790384 42.3445564, -83.07876659999999 42.3444538, -83.07776 42.344039, -83.0775289 42.343946, -83.0767779 42.3436437, -83.076016 42.343335, -83.07546600000001 42.343113, -83.074893 42.3428804, -83.0747739 42.3428253, -83.0746943 42.3427947, -83.07431390000001 42.3426487, -83.07400199999999 42.342529, -83.0736902 42.3424, -83.0735371 42.3423366, -83.07320439999999 42.3421945, -83.07300239999999 42.3421271, -83.0725747 42.3419433, -83.07233650000001 42.3418434, -83.0722318 42.3418051, -83.0721781 42.3417854, -83.07180719999999 42.3416332, -83.0712051 42.3414001, -83.0710634 42.3413419, -83.0703153 42.3410306, -83.07007900000001 42.3409371)",30 mph,Grand River Avenue,,M 5,
4952616985,62838074,0,"[421878089, 421878082, 505291110]",False,5,primary,151.03699999999998,"LINESTRING (-83.0877382 42.3480637, -83.08793 42.348143, -83.08869970000001 42.3484458, -83.0888336 42.3484986, -83.08891490000001 42.3485267, -83.08905059999999 42.3485822, -83.08918869999999 42.3486407, -83.08935200000001 42.348713)",30 mph,Grand River Avenue,,M 5,
4952616987,4216219395,0,"[496590104, 421878083, 505291112, 505291111]",False,"['7', '6']",primary,322.159,"LINESTRING (-83.08987860000001 42.3489216, -83.0900686 42.349003, -83.09101080000001 42.3493842, -83.09122120000001 42.34947, -83.0915164 42.3495905, -83.091804 42.3497078, -83.0922635 42.3498953, -83.0923609 42.349935, -83.09271699999999 42.350077, -83.09274929999999 42.3500899, -83.0930183 42.3501984, -83.09311750000001 42.3502373, -83.0933156 42.3503149)",35 mph,Grand River Avenue,,M 5,
4952640785,4952616977,0,421865655,False,4,primary,50.969,"LINESTRING (-83.0689627 42.3404858, -83.069377 42.340652, -83.0694287 42.3406717, -83.0694539 42.3406813, -83.0694807 42.3406915, -83.0695092 42.3407024)",30 mph,Grand River Avenue,,M 5,
