u,v,key,osmid,highway,oneway,length,geometry,name,area,width,lanes,maxspeed,bridge,tunnel,service,access,junction
317208759,6704065943,0,46271474,service,False,43.665,"LINESTRING (37.6426111 55.8281056, 37.6427297 55.8280636, 37.6431238 55.8279442, 37.6432186 55.8279116)",,,,2,20,,,,,
317254890,317254892,0,28856531,service,True,127.026,"LINESTRING (37.5443396 55.8835429, 37.5444423 55.8835607, 37.5445508 55.8835796, 37.5446636 55.8835992, 37.5447697 55.8836176, 37.5449144 55.8836427, 37.5449569 55.8836619, 37.5449788 55.8836893, 37.5449448 55.8838607, 37.5449224 55.8839736, 37.5449041 55.8840064, 37.5448192 55.8840357, 37.5442046 55.8841643)",,,,,5,,,,,
317254890,317254892,1,28856532,service,True,69.617,"LINESTRING (37.5443396 55.8835429, 37.5442869 55.883827, 37.5442046 55.8841643)",,,,,5,,,,,
317254892,317254883,0,28856531,service,True,46.634,"LINESTRING (37.5442046 55.8841643, 37.5440506 55.8842034, 37.5435604 55.8843759)",,,,,5,,,,,
317402488,317437829,0,28873491,service,False,110.151,"LINESTRING (37.5884276 55.5667692, 37.5882952 55.5668016, 37.5876834 55.5669512, 37.58726 55.5670547, 37.5868962 55.5671437, 37.5868196 55.5671624)",,,,,20,,,,,
317402498,317402518,0,28873491,service,False,29.161,"LINESTRING (37.5807369 55.5685153, 37.5812004 55.568525)",,,,,20,,,,,
317402498,317439030,0,28873491,service,False,42.297,"LINESTRING (37.5807369 55.5685153, 37.5804035 55.5685983, 37.5801212 55.5686686)",,,,,20,,,,,
317402498,317412129,0,28874878,service,False,68.74799999999999,"LINESTRING (37.5807369 55.5685153, 37.5805795 55.568315, 37.5802929 55.5679503)",,,,,20,,,,,
317402518,317402498,0,28873491,service,False,29.161,"LINESTRING (37.5812004 55.568525, 37.5807369 55.5685153)",,,,,20,,,,,
317402518,317406433,0,28873491,service,False,42.739000000000004,"LINESTRING (37.5812004 55.568525, 37.5813394 55.568489, 37.5814411 55.5684626, 37.5818184 55.5683649)",,,,,20,,,,,
317402518,317406493,0,28874010,service,False,178.17300000000003,"LINESTRING (37.5812004 55.568525, 37.581372 55.5687774, 37.5815866 55.5688162, 37.5820429 55.569421, 37.5821359 55.5695442, 37.5822647 55.5695975, 37.5824278 55.5696073, 37.582802 55.5695169)",,,,,20,,,,,
317402518,317412613,0,28874915,service,False,82.224,"LINESTRING (37.5812004 55.568525, 37.5811141 55.5684879, 37.5810201 55.5684474, 37.5808175 55.5681675, 37.5807958 55.5681375, 37.5806106 55.5678816)",,,,,10,,,,,
317406423,317406493,0,28874027,service,False,42.125,"LINESTRING (37.583068 55.5698646, 37.583006 55.5697837, 37.582883 55.5696229, 37.582802 55.5695169)",,,,,20,,,,,
317406429,317406493,0,28874027,service,False,25.628,"LINESTRING (37.5826446 55.5693043, 37.582802 55.5695169)",,,,,20,,,,,
317406429,317406433,0,28874027,service,False,118.993,"LINESTRING (37.5826446 55.5693043, 37.5824793 55.569253, 37.5821658 55.5688317, 37.5818184 55.5683649)",,,,,20,,,,,
317406429,317436847,0,28877576,service,False,108.065,"LINESTRING (37.5826446 55.5693043, 37.5830343 55.5692114, 37.5842284 55.5689267)",,,,,20,,,,,
317406433,317412253,0,28873491,service,False,30.678,"LINESTRING (37.5818184 55.5683649, 37.5822633 55.5682516)",,,,,20,,,,,
317406433,317402518,0,28873491,service,False,42.739000000000004,"LINESTRING (37.5818184 55.5683649, 37.5814411 55.5684626, 37.5813394 55.568489, 37.5812004 55.568525)",,,,,20,,,,,
317406433,317406429,0,28874027,service,False,118.99300000000001,"LINESTRING (37.5818184 55.5683649, 37.5821658 55.5688317, 37.5824793 55.569253, 37.5826446 55.5693043)",,,,,20,,,,,
317406493,317406429,0,28874027,service,False,25.628,"LINESTRING (37.582802 55.5695169, 37.5826446 55.5693043)",,,,,20,,,,,
317406493,317402518,0,28874010,service,False,178.173,"LINESTRING (37.582802 55.5695169, 37.5824278 55.5696073, 37.5822647 55.5695975, 37.5821359 55.5695442, 37.5820429 55.569421, 37.5815866 55.5688162, 37.581372 55.5687774, 37.5812004 55.568525)",,,,,20,,,,,
317406493,317406423,0,28874027,service,False,42.125,"LINESTRING (37.582802 55.5695169, 37.582883 55.5696229, 37.583006 55.5697837, 37.583068 55.5698646)",,,,,20,,,,,
317406950,317437499,0,28874072,service,False,53.854,"LINESTRING (37.5841444 55.5678165, 37.5844642 55.5682658)",,,,,20,,,,,
317406950,317437215,0,28873491,service,False,84.116,"LINESTRING (37.5841444 55.5678165, 37.5848353 55.5676475, 37.5851153 55.5675804, 37.585374 55.5675184)",,,,,20,,,,,
317406950,317436522,0,28873491,service,False,101.05699999999999,"LINESTRING (37.5841444 55.5678165, 37.5838955 55.5678359, 37.5835029 55.5679358, 37.5832897 55.5679911, 37.5831072 55.5680385, 37.5826618 55.5681542)",,,,,20,,,,,
317406950,317412266,0,28874072,service,False,82.98700000000001,"LINESTRING (37.5841444 55.5678165, 37.5840898 55.5677422, 37.583638 55.5671273)",,,,,20,,,,,
317409096,317406423,0,28874425,tertiary,True,15.266,"LINESTRING (37.5831887 55.5699779, 37.5831018 55.569932, 37.583068 55.5698646)",,,,,5,,,,,
317409447,317409448,0,28874459,tertiary,True,13.838999999999999,"LINESTRING (37.5862386 55.5691139, 37.5862833 55.5691688, 37.5863281 55.5692276)",,,,,5,,,,,
317412129,317412613,0,28874878,service,False,21.386,"LINESTRING (37.5802929 55.5679503, 37.5806106 55.5678816)",,,,,20,,,,,
317412129,317402498,0,28874878,service,False,68.74799999999999,"LINESTRING (37.5802929 55.5679503, 37.5805795 55.568315, 37.5807369 55.5685153)",,,,,20,,,,,
317412129,317439253,0,28877838,service,False,111.463,"LINESTRING (37.5802929 55.5679503, 37.5800783 55.5676397, 37.580104 55.567533, 37.5800525 55.5674504, 37.579941 55.5673825, 37.5797521 55.5673777, 37.5793115 55.567492)",,,,,20,,,,,
317412253,317436522,0,28873491,service,False,27.295,"LINESTRING (37.5822633 55.5682516, 37.5826618 55.5681542)",,,,,20,,,,,
317412253,317406433,0,28873491,service,False,30.678,"LINESTRING (37.5822633 55.5682516, 37.5818184 55.5683649)",,,,,20,,,,,
317412253,317412265,0,28874892,service,False,80.469,"LINESTRING (37.5822633 55.5682516, 37.5822226 55.5681991, 37.5817499 55.5675887)",,,,,20,,,,,
317412265,317412266,0,28874878,service,False,129.324,"LINESTRING (37.5817499 55.5675887, 37.5823504 55.5674419, 37.583638 55.5671273)",,,,,20,,,,,
317412265,317412613,0,28874878,service,False,78.688,"LINESTRING (37.5817499 55.5675887, 37.5807374 55.567849, 37.5806106 55.5678816)",,,,,20,,,,,
317412265,317412253,0,28874892,service,False,80.469,"LINESTRING (37.5817499 55.5675887, 37.5822226 55.5681991, 37.5822633 55.5682516)",,,,,20,,,,,
317412266,317406950,0,28874072,service,False,82.98700000000001,"LINESTRING (37.583638 55.5671273, 37.5840898 55.5677422, 37.5841444 55.5678165)",,,,,20,,,,,
317412266,317446614,0,28874878,service,False,30.863999999999997,"LINESTRING (37.583638 55.5671273, 37.5837231 55.5670898, 37.5840252 55.5669567)",,,,,20,,,,,
317412266,317412265,0,28874878,service,False,129.324,"LINESTRING (37.583638 55.5671273, 37.5823504 55.5674419, 37.5817499 55.5675887)",,,,,20,,,,,
317412613,317412129,0,28874878,service,False,21.386,"LINESTRING (37.5806106 55.5678816, 37.5802929 55.5679503)",,,,,20,,,,,
317412613,317412265,0,28874878,service,False,78.688,"LINESTRING (37.5806106 55.5678816, 37.5807374 55.567849, 37.5817499 55.5675887)",,,,,20,,,,,
317412613,317402518,0,28874915,service,False,82.22400000000002,"LINESTRING (37.5806106 55.5678816, 37.5807958 55.5681375, 37.5808175 55.5681675, 37.5810201 55.5684474, 37.5811141 55.5684879, 37.5812004 55.568525)",,,,,10,,,,,
317413144,317437829,0,28873491,service,False,61.939,"LINESTRING (37.5859154 55.5673835, 37.5868196 55.5671624)",,,,,20,,,,,
317413144,317437215,0,28873491,service,False,37.198,"LINESTRING (37.5859154 55.5673835, 37.585374 55.5675184)",,,,,20,,,,,
317413144,317431665,0,28877084,service,False,120.3,"LINESTRING (37.5859154 55.5673835, 37.5860263 55.5674407, 37.5866272 55.5682512, 37.5868246 55.56829)",,,,,20,,,,,
317431513,317431829,0,28877084,service,False,16.387999999999998,"LINESTRING (37.5871992 55.5688852, 37.5871621 55.5687941, 37.5871421 55.5687414)",,,,,20,,,,,
317431665,317437253,0,28877084,service,False,23.561,"LINESTRING (37.5868246 55.56829, 37.5869533 55.568489)",,,,,20,,,,,
317431665,317437923,0,28877685,service,False,107.192,"LINESTRING (37.5868246 55.56829, 37.5883979 55.5679186)",,,,,20,,,,,
317431665,317413144,0,28877084,service,False,120.3,"LINESTRING (37.5868246 55.56829, 37.5866272 55.5682512, 37.5860263 55.5674407, 37.5859154 55.5673835)",,,,,20,,,,,
317431829,317437253,0,28877084,service,False,30.473,"LINESTRING (37.5871421 55.5687414, 37.5869533 55.568489)",,,,,20,,,,,
317431829,317431513,0,28877084,service,False,16.387999999999998,"LINESTRING (37.5871421 55.5687414, 37.5871621 55.5687941, 37.5871992 55.5688852)",,,,,20,,,,,
317431829,317434413,0,28877327,service,True,66.33500000000001,"LINESTRING (37.5871421 55.5687414, 37.5872623 55.5686831, 37.5877344 55.5685715, 37.5879238 55.5685968, 37.5879897 55.5686978)",,,,,10,,,,,
317432336,568478285,0,28877114,service,True,23.895,"LINESTRING (37.5862661 55.5691064, 37.5862042 55.5690144, 37.5861661 55.568957, 37.5861551 55.5689403, 37.5861879 55.5689079)",,,,,10,,,,,
317436304,82486272,0,"[28874072, 259689022, 259689023]",service,False,43.513,"LINESTRING (37.5850142 55.568979, 37.5850619 55.5690428, 37.5851323 55.5691368, 37.5851959 55.5692218, 37.5852157 55.5692483, 37.5852909 55.5693376)",,,,,20,,,,yes,
317436304,317437499,0,28874072,service,False,86.515,"LINESTRING (37.5850142 55.568979, 37.5849779 55.5689319, 37.5844642 55.5682658)",,,,,20,,,,,
317436304,317436847,0,28877513,service,False,62.586,"LINESTRING (37.5850142 55.568979, 37.5844986 55.5690956, 37.5843269 55.5690617, 37.5842284 55.5689267)",,,,,20,,,,,
317436522,317412253,0,28873491,service,False,27.295,"LINESTRING (37.5826618 55.5681542, 37.5822633 55.5682516)",,,,,20,,,,,
317436522,317406950,0,28873491,service,False,101.057,"LINESTRING (37.5826618 55.5681542, 37.5831072 55.5680385, 37.5832897 55.5679911, 37.5835029 55.5679358, 37.5838955 55.5678359, 37.5841444 55.5678165)",,,,,20,,,,,
317436522,317436847,0,"[28877513, 28877548]",service,False,173.94,"LINESTRING (37.5826618 55.5681542, 37.5828334 55.5683968, 37.5829622 55.5684211, 37.5837175 55.5682269, 37.5842284 55.5689267)",,,,,20,,,,,
317436847,317436522,0,"[28877513, 28877548]",service,False,173.94000000000003,"LINESTRING (37.5842284 55.5689267, 37.5837175 55.5682269, 37.5829622 55.5684211, 37.5828334 55.5683968, 37.5826618 55.5681542)",,,,,20,,,,,
317436847,317436304,0,28877513,service,False,62.586,"LINESTRING (37.5842284 55.5689267, 37.5843269 55.5690617, 37.5844986 55.5690956, 37.5850142 55.568979)",,,,,20,,,,,
317436847,317406429,0,28877576,service,False,108.065,"LINESTRING (37.5842284 55.5689267, 37.5830343 55.5692114, 37.5826446 55.5693043)",,,,,20,,,,,
317437215,317413144,0,28873491,service,False,37.198,"LINESTRING (37.585374 55.5675184, 37.5859154 55.5673835)",,,,,20,,,,,
317437215,317406950,0,28873491,service,False,84.116,"LINESTRING (37.585374 55.5675184, 37.5851153 55.5675804, 37.5848353 55.5676475, 37.5841444 55.5678165)",,,,,20,,,,,
317437215,317437477,0,28877623,service,False,54.771,"LINESTRING (37.585374 55.5675184, 37.5855285 55.5677319, 37.5856659 55.5677853, 37.5857774 55.5679406)",,,,,20,,,,,
317437253,317431665,0,28877084,service,False,23.561,"LINESTRING (37.5869533 55.568489, 37.5868246 55.56829)",,,,,20,,,,,
317437253,317431829,0,28877084,service,False,30.473,"LINESTRING (37.5869533 55.568489, 37.5871421 55.5687414)",,,,,20,,,,,
317437253,317437477,0,28877623,service,False,122.81299999999999,"LINESTRING (37.5869533 55.568489, 37.586404 55.5686055, 37.5862152 55.5685375, 37.5857774 55.5679406)",,,,,20,,,,,
317437477,317437499,0,28877640,service,False,90.136,"LINESTRING (37.5857774 55.5679406, 37.5844642 55.5682658)",,,,,20,,,,,
317437477,317437253,0,28877623,service,False,122.81299999999999,"LINESTRING (37.5857774 55.5679406, 37.5862152 55.5685375, 37.586404 55.5686055, 37.5869533 55.568489)",,,,,20,,,,,
317437477,317437215,0,28877623,service,False,54.771,"LINESTRING (37.5857774 55.5679406, 37.5856659 55.5677853, 37.5855285 55.5677319, 37.585374 55.5675184)",,,,,20,,,,,
317437499,317406950,0,28874072,service,False,53.854,"LINESTRING (37.5844642 55.5682658, 37.5841444 55.5678165)",,,,,20,,,,,
317437499,317437477,0,28877640,service,False,90.136,"LINESTRING (37.5844642 55.5682658, 37.5857774 55.5679406)",,,,,20,,,,,
317437499,317436304,0,28874072,service,False,86.515,"LINESTRING (37.5844642 55.5682658, 37.5849779 55.5689319, 37.5850142 55.568979)",,,,,20,,,,,
317437829,317413144,0,28873491,service,False,61.939,"LINESTRING (37.5868196 55.5671624, 37.5859154 55.5673835)",,,,,20,,,,,
317437829,317402488,0,28873491,service,False,110.15099999999998,"LINESTRING (37.5868196 55.5671624, 37.5868962 55.5671437, 37.58726 55.5670547, 37.5876834 55.5669512, 37.5882952 55.5668016, 37.5884276 55.5667692)",,,,,20,,,,,
317437829,317437923,0,"[28877672, 28877681]",service,False,173.68499999999997,"LINESTRING (37.5868196 55.5671624, 37.5869705 55.5673582, 37.5871064 55.5673788, 37.5878625 55.5671961, 37.5879728 55.5672373, 37.5884007 55.5678249, 37.5883979 55.5679186)",,,,,20,,,,,
317437832,317437923,0,28877672,service,False,185.153,"LINESTRING (37.5888778 55.5670975, 37.5886854 55.5671816, 37.5885755 55.5673097, 37.589142 55.5679358, 37.5891171 55.5679851, 37.5890905 55.5680377, 37.5885755 55.568159, 37.5883979 55.5679186)",,,,,20,,,,,
317437923,317431665,0,28877685,service,False,107.192,"LINESTRING (37.5883979 55.5679186, 37.5868246 55.56829)",,,,,20,,,,,
317437923,317437829,0,"[28877672, 28877681]",service,False,173.685,"LINESTRING (37.5883979 55.5679186, 37.5884007 55.5678249, 37.5879728 55.5672373, 37.5878625 55.5671961, 37.5871064 55.5673788, 37.5869705 55.5673582, 37.5868196 55.5671624)",,,,,20,,,,,
317437923,317437832,0,28877672,service,False,185.15299999999996,"LINESTRING (37.5883979 55.5679186, 37.5885755 55.568159, 37.5890905 55.5680377, 37.5891171 55.5679851, 37.589142 55.5679358, 37.5885755 55.5673097, 37.5886854 55.5671816, 37.5888778 55.5670975)",,,,,20,,,,,
317439028,317439029,0,28873491,service,False,48.033,"LINESTRING (37.5778616 55.5692073, 37.5780235 55.5691621, 37.5785465 55.5690159)",,,,,20,,,,,
317439028,60276311,0,28873491,service,False,96.83699999999999,"LINESTRING (37.5778616 55.5692073, 37.5774677 55.5693111, 37.5768189 55.5694816, 37.576786 55.5694913, 37.5764692 55.5695795)",,,,,20,,,,,
317439028,317822512,0,28877838,service,False,261.104,"LINESTRING (37.5778616 55.5692073, 37.5776579 55.5689403, 37.5774519 55.5689161, 37.5770852 55.5684147, 37.5768305 55.5680665, 37.5770298 55.5680202, 37.5776388 55.5678787, 37.5784958 55.5676769)",,,,,20,,,,,
317439029,317439336,0,28877859,service,False,32.067,"LINESTRING (37.5785465 55.5690159, 37.5783445 55.5687511)",,,,,20,,,,,
317439029,317439030,0,28873491,service,False,106.751,"LINESTRING (37.5785465 55.5690159, 37.5787316 55.5690054, 37.5789511 55.568952, 37.5797323 55.5687619, 37.5799419 55.5687116, 37.5801212 55.5686686)",,,,,20,,,,,
317439029,317439028,0,28873491,service,False,48.033,"LINESTRING (37.5785465 55.5690159, 37.5780235 55.5691621, 37.5778616 55.5692073)",,,,,20,,,,,
317439030,317402498,0,28873491,service,False,42.297,"LINESTRING (37.5801212 55.5686686, 37.5804035 55.5685983, 37.5807369 55.5685153)",,,,,20,,,,,
317439030,317439029,0,28873491,service,False,106.75099999999999,"LINESTRING (37.5801212 55.5686686, 37.5799419 55.5687116, 37.5797323 55.5687619, 37.5789511 55.568952, 37.5787316 55.5690054, 37.5785465 55.5690159)",,,,,20,,,,,
317439030,317439349,0,28877849,service,False,35.379999999999995,"LINESTRING (37.5801212 55.5686686, 37.5800514 55.5685683, 37.5799152 55.5683725)",,,,,20,,,,,
317439253,317822512,0,28877838,service,False,55.254,"LINESTRING (37.5793115 55.567492, 37.5784958 55.5676769)",,,,,20,,,,,
317439253,317439349,0,28877849,service,False,105.007,"LINESTRING (37.5793115 55.567492, 37.5799152 55.5683725)",,,,,20,,,,,
317439253,317412129,0,28877838,service,False,111.463,"LINESTRING (37.5793115 55.567492, 37.5797521 55.5673777, 37.579941 55.5673825, 37.5800525 55.5674504, 37.580104 55.567533, 37.5800783 55.5676397, 37.5802929 55.5679503)",,,,,20,,,,,
317439336,317439029,0,28877859,service,False,32.067,"LINESTRING (37.5783445 55.5687511, 37.5785465 55.5690159)",,,,,20,,,,,
317439336,317822512,0,"[28877859, 28914139]",service,False,167.13099999999997,"LINESTRING (37.5783445 55.5687511, 37.5783144 55.5687429, 37.5781485 55.5686977, 37.5780157 55.5685164, 37.5777793 55.5681937, 37.5778283 55.568125, 37.5785836 55.5679517, 37.5786448 55.5678814, 37.5784958 55.5676769)",,,,,20,,,,,
317439336,317439349,0,28877863,service,False,107.351,"LINESTRING (37.5783445 55.5687511, 37.5791505 55.5685568, 37.5797881 55.5684031, 37.5799152 55.5683725)",,,,,20,,,,,
317439349,317439253,0,28877849,service,False,105.007,"LINESTRING (37.5799152 55.5683725, 37.5793115 55.567492)",,,,,20,,,,,
317439349,317439030,0,28877849,service,False,35.379999999999995,"LINESTRING (37.5799152 55.5683725, 37.5800514 55.5685683, 37.5801212 55.5686686)",,,,,20,,,,,
317439349,317439336,0,28877863,service,False,107.351,"LINESTRING (37.5799152 55.5683725, 37.5797881 55.5684031, 37.5791505 55.5685568, 37.5783445 55.5687511)",,,,,20,,,,,
317441099,317441100,0,28878130,tertiary,True,18.63,"LINESTRING (37.5753846 55.5721951, 37.5755241 55.5722376, 37.5754919 55.5723134)",,,,,5,,,,,
317441658,622272415,0,28878231,tertiary,True,19.799,"LINESTRING (37.570149 55.5735932, 37.5699987 55.573569, 37.5700156 55.5734798)",,,,,5,,,,,
317446315,317446345,0,28874878,service,False,26.801000000000002,"LINESTRING (37.5866186 55.5654363, 37.586501 55.5654908, 37.5862888 55.565589)",,,,,20,,,,,
317446345,317446315,0,28874878,service,False,26.801000000000002,"LINESTRING (37.5862888 55.565589, 37.586501 55.5654908, 37.5866186 55.5654363)",,,,,20,,,,,
317446345,542373879,0,28874878,service,False,120.74800000000002,"LINESTRING (37.5862888 55.565589, 37.5867216 55.5661546, 37.5867559 55.5662177, 37.5867473 55.5662808, 37.5866894 55.5663109, 37.5866592 55.5663266, 37.5862178 55.5664364)",,,,,20,,,,,
317446345,542373723,0,43231120,service,False,84.628,"LINESTRING (37.5862888 55.565589, 37.5858932 55.565234, 37.5856767 55.565198, 37.5853971 55.5652636, 37.5853274 55.56528)",,,,,20,,,,,
317446614,542373859,0,28874878,service,False,39.536,"LINESTRING (37.5840252 55.5669567, 37.5846075 55.5668225)",,,,,20,,,,,
317446614,317412266,0,28874878,service,False,30.863999999999997,"LINESTRING (37.5840252 55.5669567, 37.5837231 55.5670898, 37.583638 55.5671273)",,,,,20,,,,,
317446614,542373681,0,43231120,service,False,183.58799999999997,"LINESTRING (37.5840252 55.5669567, 37.5839196 55.5668156, 37.5835353 55.5663022, 37.5833717 55.5660837, 37.5831806 55.5660153, 37.5830788 55.5658569, 37.5831615 55.5657885, 37.5833814 55.5657369, 37.5836903 55.5656643)",,,,,20,,,,,
317460732,317461774,0,28880801,service,True,82.767,"LINESTRING (37.5710948 55.57943, 37.5713899 55.5795413, 37.5715801 55.5796239, 37.5720752 55.5799211)",,,,,20,,,,,
317461614,316770903,0,46036138,service,True,15.366,"LINESTRING (37.572783 55.5804527, 37.5726627 55.580573)",,,,,20,,,,,
317461614,317461775,0,288459231,service,False,51.043,"LINESTRING (37.572783 55.5804527, 37.5723033 55.5800823)",,,,,20,,,,,
317461614,317461619,0,288459231,service,False,50.966,"LINESTRING (37.572783 55.5804527, 37.5729534 55.5805651, 37.5730646 55.5805799, 37.5734809 55.580509)",,,,,20,,,,,
317461619,317461775,0,"[28880861, 288459231]",service,False,105.851,"LINESTRING (37.5734809 55.580509, 37.5734363 55.5802218, 37.5731048 55.5801512, 37.5728038 55.5800914, 37.5723033 55.5800823)",,,,,20,,,,,
317461619,317461614,0,288459231,service,False,50.96600000000001,"LINESTRING (37.5734809 55.580509, 37.5730646 55.5805799, 37.5729534 55.5805651, 37.572783 55.5804527)",,,,,20,,,,,
317461774,82775440,0,42407435,service,False,77.606,"LINESTRING (37.5720752 55.5799211, 37.5720518 55.5798252, 37.572085 55.5797533, 37.5725363 55.5795106, 37.572667 55.5793523)",,,,,20,,,,,
317461774,317461775,0,288459231,service,False,22.953000000000003,"LINESTRING (37.5720752 55.5799211, 37.5721339 55.5799626, 37.5723033 55.5800823)",,,,,20,,,,,
317461775,317461614,0,288459231,service,False,51.043,"LINESTRING (37.5723033 55.5800823, 37.572783 55.5804527)",,,,,20,,,,,
317461775,317461619,0,"[28880861, 288459231]",service,False,105.851,"LINESTRING (37.5723033 55.5800823, 37.5728038 55.5800914, 37.5731048 55.5801512, 37.5734363 55.5802218, 37.5734809 55.580509)",,,,,20,,,,,
317461775,317461774,0,288459231,service,False,22.953000000000003,"LINESTRING (37.5723033 55.5800823, 37.5721339 55.5799626, 37.5720752 55.5799211)",,,,,20,,,,,
317473875,567025695,0,"[91646972, 44679998]",service,False,91.155,"LINESTRING (37.8212254 55.7188006, 37.8210703 55.7188569, 37.8210001 55.7188776, 37.819972 55.719217)",,,,,20,,,,,
317822512,317439253,0,28877838,service,False,55.254,"LINESTRING (37.5784958 55.5676769, 37.5793115 55.567492)",,,,,20,,,,,
317822512,317439028,0,28877838,service,False,261.10400000000004,"LINESTRING (37.5784958 55.5676769, 37.5776388 55.5678787, 37.5770298 55.5680202, 37.5768305 55.5680665, 37.5770852 55.5684147, 37.5774519 55.5689161, 37.5776579 55.5689403, 37.5778616 55.5692073)",,,,,20,,,,,
317822512,317439336,0,"[28877859, 28914139]",service,False,167.131,"LINESTRING (37.5784958 55.5676769, 37.5786448 55.5678814, 37.5785836 55.5679517, 37.5778283 55.568125, 37.5777793 55.5681937, 37.5780157 55.5685164, 37.5781485 55.5686977, 37.5783144 55.5687429, 37.5783445 55.5687511)",,,,,20,,,,,
318100290,293319705,0,206599535,residential,False,40.022,"LINESTRING (37.5534967 55.8728647, 37.5536405 55.8729204, 37.5540506 55.8730455)",улица Зарянова,,,2,20,,,,,
318892119,3071717968,0,302889112,service,False,21.023,"LINESTRING (37.7488835 55.6609707, 37.7491907 55.6610463)",,,,,20,,,,,
318892122,344239942,0,55987493,service,False,110.905,"LINESTRING (37.748494 55.6616077, 37.7486275 55.6616529, 37.7487146 55.6617162, 37.7487265 55.6618386, 37.7486395 55.6619781, 37.7482871 55.662309, 37.748127 55.6624565)",,,,,20,,,,,
318892122,655315795,0,"[30958419, 55987493]",service,False,215.452,"LINESTRING (37.748494 55.6616077, 37.7479991 55.6614707, 37.7474114 55.6612458, 37.748078 55.6607, 37.7486357 55.6602328)",,,,,20,,,,,
318892122,3071719729,0,302888642,service,False,23.131,"LINESTRING (37.748494 55.6616077, 37.7485527 55.6615639, 37.7485913 55.6615351, 37.7487924 55.6615064)",,,,,20,,,,,
318892128,3096469119,0,55987493,service,False,211.17000000000002,"LINESTRING (37.7459124 55.6640687, 37.7461032 55.6639252, 37.746506 55.6636222, 37.7465729 55.6635752, 37.7466816 55.6634988, 37.7472911 55.6630707, 37.7474206 55.6629683, 37.7475773 55.6628442, 37.7479433 55.6625547)",,,,,20,,,,,
319437351,319437354,0,29043102,service,False,144.786,"LINESTRING (37.6139492 55.6060512, 37.6117444 55.6064311)",,,,,20,,,,,
319437351,1748342882,0,29043102,service,False,417.182,"LINESTRING (37.6139492 55.6060512, 37.6154844 55.6063097, 37.6158332 55.6063785, 37.6169272 55.6068629, 37.6182266 55.6070616, 37.6187387 55.6072021, 37.6191871 55.6072987, 37.6200187 55.6074698)",,,,,20,,,,,
319437351,1816721045,0,170510316,service,False,137.414,"LINESTRING (37.6139492 55.6060512, 37.6139401 55.6060354, 37.6138504 55.6058794, 37.6134932 55.6050104, 37.6134279 55.6048516)",,,,,20,,,,,
319437354,319437351,0,29043102,service,False,144.786,"LINESTRING (37.6117444 55.6064311, 37.6139492 55.6060512)",,,,,20,,,,,
319437354,319437355,0,29043102,service,False,30.756,"LINESTRING (37.6117444 55.6064311, 37.611733 55.606497, 37.6117223 55.6065585, 37.6115737 55.6066811)",,,,,20,,,,,
319437354,1816669340,0,170507541,service,False,144.90800000000002,"LINESTRING (37.6117444 55.6064311, 37.6117425 55.6064184, 37.6117301 55.6063381, 37.61163 55.6060995, 37.6114424 55.6056526, 37.6112982 55.6053091, 37.611236 55.6051609)",,,,,20,,,,,
319437355,1157565044,0,356627063,service,False,75.453,"LINESTRING (37.6115737 55.6066811, 37.610421 55.6068721)",1-я Покровская улица,,,,20,,,,,
319437355,319437354,0,29043102,service,False,30.756,"LINESTRING (37.6115737 55.6066811, 37.6117223 55.6065585, 37.611733 55.606497, 37.6117444 55.6064311)",,,,,20,,,,,
319437355,1139924520,0,98536858,service,False,556.607,"LINESTRING (37.6115737 55.6066811, 37.6125142 55.6070497, 37.6126248 55.6070287, 37.6136785 55.6068285, 37.6153662 55.6071464, 37.616494 55.6073589, 37.6188528 55.6078766, 37.6191279 55.6081857, 37.6192597 55.6083856)",1-я Покровская улица,,,,20,,,,,
319497724,538161092,0,"[55445457, 723084523, 723084524]",service,False,104.824,"LINESTRING (37.437147 55.6636189, 37.43745 55.6633818, 37.4374297 55.6633288, 37.4373996 55.6632502, 37.4373789 55.6631962, 37.4376994 55.6631614, 37.4380068 55.6629461)",,,,,5,,yes,,,
320823363,4207940577,0,451870352,tertiary,False,25.124,"LINESTRING (37.5304932 55.8851262, 37.5306011 55.8851417, 37.5307498 55.885163, 37.5308835 55.8851822)",Проектируемый проезд № 4599,,,,20,,,,,
321569352,321569353,0,29236228,tertiary,False,145.801,"LINESTRING (37.5271559 55.8696805, 37.5270841 55.8695546, 37.527067 55.8695247, 37.5270039 55.8694142, 37.5267097 55.8688988, 37.5266655 55.8688216, 37.526516 55.8685662, 37.5264288 55.8684345)",улица Ивана Сусанина,,,,20,,,,,
321569353,321569352,0,29236228,tertiary,False,145.80100000000002,"LINESTRING (37.5264288 55.8684345, 37.526516 55.8685662, 37.5266655 55.8688216, 37.5267097 55.8688988, 37.5270039 55.8694142, 37.527067 55.8695247, 37.5270841 55.8695546, 37.5271559 55.8696805)",улица Ивана Сусанина,,,,20,,,,,
321570816,321719609,0,29253463,tertiary,False,60.351,"LINESTRING (37.539032 55.8640373, 37.539196 55.8639593, 37.5397656 55.8636836)",Дегунинская улица,,,,20,,,,,
321598390,537866577,0,29239789,service,False,56.026,"LINESTRING (37.605496 55.6930957, 37.6060068 55.6926822)",,,,,20,,,,,
321598396,537866550,0,29239789,service,False,65.366,"LINESTRING (37.6070944 55.6918157, 37.607006 55.6919029, 37.6065003 55.6922983)",,,,,20,,,,,
