u,v,key,osmid,highway,oneway,length,geometry,name,area,width,lanes,maxspeed,bridge,tunnel,service,access,junction
5067539234,5187362180,0,535048183,cycleway,False,871.8300000000002,"LINESTRING (37.5306289 55.8300977, 37.5306326 55.8303181, 37.5306988 55.8304646, 37.5307755 55.8305529, 37.5310886 55.8309463, 37.5311154 55.8310487, 37.5318184 55.831834, 37.5327593 55.8329831, 37.5330668 55.8334247, 37.5331264 55.8335103, 37.5336864 55.8339856, 37.5345674 55.8344651, 37.5352258 55.8348108, 37.5357288 55.8351701, 37.5369894 55.8359035, 37.5380221 55.8364444, 37.5380878 55.8365287)",,,,,,,,,,
5095056743,5186620204,0,523321249,cycleway,False,395.61600000000004,"LINESTRING (37.6119408 55.745925, 37.6119697 55.7459094, 37.6120601 55.7458578, 37.6121683 55.7457959, 37.6122413 55.7457542, 37.6123544 55.7456935, 37.6126346 55.745545, 37.6126572 55.74553, 37.6126765 55.7455158, 37.6126988 55.745496, 37.6127191 55.7454749, 37.6129784 55.7452027, 37.6131327 55.7450407, 37.6135144 55.74464, 37.6135147 55.744622, 37.6134245 55.744592, 37.6133263 55.7445577, 37.6132653 55.7445364, 37.6132558 55.7445329, 37.6132746 55.7445141, 37.6135341 55.7442604, 37.6141846 55.7436263, 37.614273 55.743541, 37.6143532 55.7434427, 37.6145962 55.7431628, 37.6146036 55.7431414, 37.6146138 55.7431095, 37.614615 55.743099, 37.6146679 55.743077, 37.6147848 55.7430343, 37.6148569 55.7430116)",,,1,,,,,,,
5121380130,4577433260,0,427112579,cycleway,True,87.767,"LINESTRING (37.6222046 55.7130515, 37.6221992 55.7122622)",,,,,,,,,,
5121380130,607035267,0,47713119,service,False,9.058,"LINESTRING (37.6222046 55.7130515, 37.6223492 55.7130519)",,,4,,20,,,,,
5121380130,607035265,0,47713119,service,False,67.929,"LINESTRING (37.6222046 55.7130515, 37.6221684 55.7130515, 37.6217812 55.7130506, 37.6212949 55.7130496, 37.6212466 55.7130495, 37.6211202 55.7130488)",,,4,,20,,,,,
5133542488,3631603216,0,358409748,cycleway,True,4.649,"LINESTRING (37.5986147 55.7587007, 37.5985879 55.7586617)",,,2.2,1,,,,,,
5133542488,3749288348,0,"[528185361, 371355340]",cycleway,True,929.898,"LINESTRING (37.5986147 55.7587007, 37.5985525 55.7587086, 37.5982141 55.7588667, 37.5982114 55.758868, 37.5981438 55.7589064, 37.5977082 55.7592216, 37.5976904 55.7592344, 37.5972829 55.7595336, 37.5971471 55.7596331, 37.5970822 55.7596971, 37.5968909 55.7599674, 37.5968405 55.7600447, 37.5967977 55.7601101, 37.5966553 55.7603944, 37.5964944 55.7607366, 37.5963718 55.7609973, 37.596351 55.7610392, 37.5962488 55.761187, 37.5960844 55.7614233, 37.5959701 55.7615892, 37.5959082 55.7616791, 37.5958777 55.7617239, 37.5955517 55.7621868, 37.5954425 55.7623419, 37.5952847 55.762566, 37.5952222 55.7626225, 37.5951624 55.7626765, 37.5945402 55.7632054, 37.5942685 55.7634289, 37.5938361 55.7637748, 37.5937508 55.7638366, 37.5933114 55.7641547, 37.5928109 55.7645048, 37.5920633 55.7650367, 37.5918585 55.7651812, 37.5917923 55.7652145, 37.5916856 55.765273, 37.5916282 55.7653046, 37.5910127 55.7656665, 37.5909972 55.7656765, 37.5909898 55.7656859, 37.5909881 55.7656975, 37.5910059 55.7657141)",,,,,,,,,,
5186619999,5186620158,0,534939403,cycleway,False,28.167,"LINESTRING (37.6018791 55.7443403, 37.602064 55.7442623, 37.6021239 55.744237, 37.602142 55.7442433, 37.6021931 55.7442522, 37.6022624 55.7442528)",,,,,,,,,,
5186619999,5230987916,0,534939403,cycleway,False,50.01299999999999,"LINESTRING (37.6018791 55.7443403, 37.6018383 55.7443614, 37.6016167 55.7444697, 37.6015225 55.7445213, 37.6015053 55.7445312, 37.6014305 55.744574, 37.6014075 55.7445872, 37.6013566 55.7446163, 37.6013662 55.7446365, 37.6013624 55.7446617)",,,,,,,,,,
5186619999,6694611854,0,711995724,cycleway,False,50.72500000000001,"LINESTRING (37.6018791 55.7443403, 37.6019559 55.744386, 37.6020411 55.7444366, 37.602104 55.7444757, 37.60197 55.7446219, 37.6019557 55.744644, 37.6019361 55.7446765, 37.6019154 55.7447116, 37.601908 55.7447223)",,,,,,,,,,
5186620128,6694611854,0,534939403,cycleway,False,41.061,"LINESTRING (37.6024623 55.744915, 37.6024071 55.7448862, 37.6023353 55.7448484, 37.601908 55.7447223)",,,,,,,,,,
5186620128,6694611855,0,534939403,cycleway,False,45.479,"LINESTRING (37.6024623 55.744915, 37.6024898 55.7449025, 37.6025243 55.7448915, 37.6025565 55.7448845, 37.6025898 55.7448785, 37.6026255 55.7448736, 37.6026627 55.7448713, 37.6027216 55.7448201, 37.6027828 55.744769, 37.602868 55.7446978, 37.6029155 55.7446578, 37.6029064 55.7446449, 37.6028838 55.7446361)",,,,,,,,,,
5186620128,1722931960,0,534939404,cycleway,True,730.183,"LINESTRING (37.6024623 55.744915, 37.6024232 55.7449352, 37.602256 55.7450227, 37.6020617 55.7451125, 37.6020034 55.7451347, 37.6018251 55.7452226, 37.6013836 55.7454117, 37.6012039 55.7454827, 37.6010486 55.7455464, 37.6009563 55.7455925, 37.6008611 55.7456378, 37.600801 55.7456728, 37.6007443 55.7457059, 37.600715 55.7457366, 37.6006709 55.745785, 37.6005483 55.7459684, 37.6003743 55.7462482, 37.6002511 55.7464396, 37.6001399 55.7466178, 37.6001169 55.7466816, 37.6001022 55.7467501, 37.6001106 55.746795, 37.6001492 55.7470138, 37.6001987 55.7472672, 37.6002635 55.7475946, 37.600408 55.7483045, 37.6004397 55.7484459, 37.6005202 55.7488344, 37.6005297 55.7488901, 37.600673 55.7495175, 37.6008346 55.7502203, 37.6008911 55.7504724, 37.6009752 55.7509284)",,,1,,,,,,,
5186620158,6694611855,0,534939403,cycleway,False,58.139,"LINESTRING (37.6022624 55.7442528, 37.6023145 55.7442963, 37.6023558 55.7443307, 37.6023752 55.7443469, 37.6024624 55.7444074, 37.6027266 55.744574, 37.6028076 55.7446064, 37.6028838 55.7446361)",,,,,,,,,,
5186620158,5186619999,0,534939403,cycleway,False,28.167,"LINESTRING (37.6022624 55.7442528, 37.6021931 55.7442522, 37.602142 55.7442433, 37.6021239 55.744237, 37.602064 55.7442623, 37.6018791 55.7443403)",,,,,,,,,,
5186620158,6753993938,0,719448058,cycleway,True,349.1000000000001,"LINESTRING (37.6022624 55.7442528, 37.6023225 55.7442322, 37.6029039 55.7440134, 37.6035414 55.7437709, 37.6042207 55.7435187, 37.6048578 55.7432854, 37.605026 55.743219, 37.6057562 55.7429583, 37.6058954 55.7428961, 37.6064781 55.7426652, 37.6066306 55.7426293, 37.6067102 55.7426208, 37.6067739 55.7426122, 37.606847 55.7425978, 37.6069441 55.7425634)",,,1,,,,,,,
5186620204,5095056743,0,523321249,cycleway,False,395.61600000000004,"LINESTRING (37.6148569 55.7430116, 37.6147848 55.7430343, 37.6146679 55.743077, 37.614615 55.743099, 37.6146138 55.7431095, 37.6146036 55.7431414, 37.6145962 55.7431628, 37.6143532 55.7434427, 37.614273 55.743541, 37.6141846 55.7436263, 37.6135341 55.7442604, 37.6132746 55.7445141, 37.6132558 55.7445329, 37.6132653 55.7445364, 37.6133263 55.7445577, 37.6134245 55.744592, 37.6135147 55.744622, 37.6135144 55.74464, 37.6131327 55.7450407, 37.6129784 55.7452027, 37.6127191 55.7454749, 37.6126988 55.745496, 37.6126765 55.7455158, 37.6126572 55.74553, 37.6126346 55.745545, 37.6123544 55.7456935, 37.6122413 55.7457542, 37.6121683 55.7457959, 37.6120601 55.7458578, 37.6119697 55.7459094, 37.6119408 55.745925)",,,1,,,,,,,
5186696901,5186696920,0,534952577,cycleway,True,2007.696,"LINESTRING (37.6449912 55.8878977, 37.6446169 55.8874632, 37.6440075 55.8868076, 37.6431245 55.8858664, 37.6428269 55.8855809, 37.6415412 55.8842782, 37.6414237 55.8841625, 37.6412536 55.8839822, 37.6407453 55.883418, 37.6401774 55.8828321, 37.6376862 55.8802351, 37.6362109 55.8787336, 37.6361302 55.8786315, 37.6360613 55.8785331, 37.6360033 55.8783563, 37.6360059 55.8782235, 37.6360406 55.878039, 37.6362354 55.8775332, 37.6365406 55.8763966, 37.6371237 55.8744226, 37.6375176 55.8731149, 37.638077 55.8711991)",,,,,,,,,,
5186698921,5186698949,0,534952580,cycleway,True,1995.6440000000002,"LINESTRING (37.6384524 55.871233, 37.6382054 55.8720645, 37.6378479 55.8731933, 37.637646 55.873909, 37.6374728 55.8744562, 37.637274 55.8751576, 37.6370582 55.8758246, 37.6366182 55.8773066, 37.6364601 55.8778389, 37.6364647 55.877916, 37.6364882 55.8780223, 37.6365616 55.8781689, 37.6366969 55.8785611, 37.6367349 55.8786553, 37.6367941 55.878903, 37.6368808 55.8790356, 37.6379125 55.8800737, 37.6383955 55.8805831, 37.6387001 55.8809043, 37.6390532 55.8812549, 37.6394365 55.8816442, 37.6396504 55.8818619, 37.6401466 55.882368, 37.6412887 55.8835234, 37.6416255 55.8838617, 37.6419565 55.8841774, 37.6420827 55.8843278, 37.6427401 55.8850381, 37.6434477 55.8857706, 37.6445792 55.8869379, 37.6454463 55.8878318)",,,,,,,,,,
5187362171,5067539232,0,"[584865913, 584865914, 584865916]",cycleway,False,1655.748,"LINESTRING (37.5213862 55.8163245, 37.5217235 55.8166507, 37.522493 55.8173973, 37.5225716 55.8174294, 37.5226388 55.8174925, 37.5226618 55.8175701, 37.523048 55.8179654, 37.5230931 55.8180639, 37.5239527 55.8188737, 37.5240784 55.8190044, 37.5241028 55.8190514, 37.5241213 55.8190913, 37.5245196 55.8194872, 37.5245831 55.8195199, 37.5248091 55.8197433, 37.5250721 55.8199768, 37.5251415 55.8200381, 37.5251731 55.8200728, 37.5252097 55.8201113, 37.5253378 55.8202445, 37.5252804 55.8202976, 37.5258646 55.8208817, 37.5258631 55.8209127, 37.5258604 55.8209669, 37.5268902 55.8220398, 37.5275863 55.822712, 37.5276955 55.8227936, 37.5278781 55.822901, 37.5282063 55.8232714, 37.5282014 55.8234003, 37.5286685 55.8238798, 37.5297588 55.8249989, 37.5299198 55.8251471, 37.5302018 55.8252871, 37.5305056 55.8256088, 37.5305561 55.825754, 37.5305043 55.8258988, 37.5304429 55.8259592, 37.5304128 55.8259895, 37.5303813 55.8260176, 37.5303303 55.8260505, 37.5302688 55.8261156, 37.5302488 55.8262355, 37.5303876 55.8267705, 37.5304156 55.8268831, 37.5304547 55.8270407, 37.5306828 55.8278172, 37.5308181 55.8284128, 37.5309443 55.829047, 37.5310151 55.8294031, 37.5311111 55.8297179)",,,2,,,,,,,
5187362180,5067539234,0,535048183,cycleway,False,871.8299999999998,"LINESTRING (37.5380878 55.8365287, 37.5380221 55.8364444, 37.5369894 55.8359035, 37.5357288 55.8351701, 37.5352258 55.8348108, 37.5345674 55.8344651, 37.5336864 55.8339856, 37.5331264 55.8335103, 37.5330668 55.8334247, 37.5327593 55.8329831, 37.5318184 55.831834, 37.5311154 55.8310487, 37.5310886 55.8309463, 37.5307755 55.8305529, 37.5306988 55.8304646, 37.5306326 55.8303181, 37.5306289 55.8300977)",,,,,,,,,,
5230987916,5186619999,0,534939403,cycleway,False,50.013000000000005,"LINESTRING (37.6013624 55.7446617, 37.6013662 55.7446365, 37.6013566 55.7446163, 37.6014075 55.7445872, 37.6014305 55.744574, 37.6015053 55.7445312, 37.6015225 55.7445213, 37.6016167 55.7444697, 37.6018383 55.7443614, 37.6018791 55.7443403)",,,,,,,,,,
5230987916,6694611854,0,"[534939403, 716772780]",cycleway,False,44.437000000000005,"LINESTRING (37.6013624 55.7446617, 37.6013914 55.7446779, 37.6014325 55.7447027, 37.601497 55.7447414, 37.6015408 55.7447684, 37.6015512 55.7447749, 37.6016356 55.74477, 37.601672 55.7447902, 37.6016799 55.7447944, 37.6017043 55.7448074, 37.6017525 55.7447875, 37.6018069 55.7447645, 37.6018641 55.7447407, 37.601908 55.7447223)",,,,,,,,,,
5253041778,3939797836,0,390841570,cycleway,False,385.991,"LINESTRING (37.5542779 55.8718456, 37.554224 55.8717784, 37.5541484 55.8717172, 37.5544676 55.8712879, 37.5547117 55.8709345, 37.5548486 55.8706958, 37.5548959 55.8706054, 37.5550008 55.8703637, 37.5553035 55.8700261, 37.5555238 55.8698138, 37.5556747 55.8696342, 37.5558382 55.8693491, 37.5559594 55.8691162, 37.5560278 55.8689642, 37.5560519 55.8688431, 37.5560653 55.8687799, 37.5561454 55.8686069)",,,,,,,,,,
5253041941,5253042113,0,543399135,cycleway,False,436.9589999999999,"LINESTRING (37.5482869 55.8737143, 37.5485028 55.8735917, 37.5485377 55.8735781, 37.5485753 55.8735721, 37.5487027 55.8735661, 37.5488596 55.8735556, 37.5490894 55.8735348, 37.5492391 55.8735164, 37.549744 55.873431, 37.5499964 55.8733916, 37.5503469 55.8733611, 37.55043 55.8733509, 37.5504924 55.8733347, 37.5506595 55.8732849, 37.5507157 55.8732742, 37.5508196 55.8732696, 37.551 55.8732712, 37.5513996 55.8732911, 37.5514777 55.8732901, 37.5515237 55.8732854, 37.551574 55.8732712, 37.551633 55.8732426, 37.5517228 55.8731974, 37.5520031 55.8731011, 37.5524376 55.8729348, 37.5526616 55.8728498, 37.5527767 55.8727976, 37.5528467 55.8727595, 37.5529298 55.8726922, 37.5530331 55.8726218, 37.5531116 55.872583, 37.5531819 55.8725398, 37.5532524 55.8724868, 37.5533167 55.8724239, 37.5533771 55.872348, 37.5533979 55.8723258, 37.5534398 55.8723048, 37.5539071 55.8720763, 37.5541544 55.8719557)",,,,,,,,,,
5253042113,5253041941,0,543399135,cycleway,False,436.95900000000006,"LINESTRING (37.5541544 55.8719557, 37.5539071 55.8720763, 37.5534398 55.8723048, 37.5533979 55.8723258, 37.5533771 55.872348, 37.5533167 55.8724239, 37.5532524 55.8724868, 37.5531819 55.8725398, 37.5531116 55.872583, 37.5530331 55.8726218, 37.5529298 55.8726922, 37.5528467 55.8727595, 37.5527767 55.8727976, 37.5526616 55.8728498, 37.5524376 55.8729348, 37.5520031 55.8731011, 37.5517228 55.8731974, 37.551633 55.8732426, 37.551574 55.8732712, 37.5515237 55.8732854, 37.5514777 55.8732901, 37.5513996 55.8732911, 37.551 55.8732712, 37.5508196 55.8732696, 37.5507157 55.8732742, 37.5506595 55.8732849, 37.5504924 55.8733347, 37.55043 55.8733509, 37.5503469 55.8733611, 37.5499964 55.8733916, 37.549744 55.873431, 37.5492391 55.8735164, 37.5490894 55.8735348, 37.5488596 55.8735556, 37.5487027 55.8735661, 37.5485753 55.8735721, 37.5485377 55.8735781, 37.5485028 55.8735917, 37.5482869 55.8737143)",,,,,,,,,,
5265538476,5265950453,0,544787258,cycleway,False,1341.1049999999998,"LINESTRING (37.5399614 55.9270624, 37.539783 55.927151, 37.5396703 55.9272351, 37.5395416 55.9273839, 37.5394061 55.9276108, 37.5391353 55.9280881, 37.5390635 55.9282462, 37.5389993 55.9284353, 37.5389915 55.9284917, 37.5389791 55.9285807, 37.5389595 55.9287096, 37.5389596 55.928822, 37.538962 55.9289076, 37.5391805 55.9299286, 37.5392937 55.9305968, 37.5393004 55.9307288, 37.5392979 55.9308486, 37.5392777 55.9309677, 37.5392446 55.9310819, 37.539189 55.9312169, 37.5391604 55.9312723, 37.5391185 55.9313534, 37.5390936 55.9314012, 37.5390706 55.9314394, 37.5389537 55.9316297, 37.5388966 55.9317485, 37.5388584 55.9318647, 37.5388494 55.9319743, 37.5388726 55.9320914, 37.5389249 55.93221, 37.5390066 55.932308, 37.5391234 55.9324004, 37.5392981 55.9324901, 37.5394584 55.932551, 37.5396588 55.9326063, 37.5398866 55.9326499, 37.5400861 55.9326775, 37.542246 55.9329215, 37.542408 55.9329398, 37.5426245 55.932961, 37.5444987 55.9331441, 37.5445275 55.9331367, 37.5447169 55.9330799, 37.544836 55.9327894, 37.5449531 55.9325039, 37.5451719 55.9319707, 37.5454011 55.9314118, 37.545698 55.9306881, 37.5457193 55.9306362, 37.5457227 55.9305785, 37.5456825 55.9305064, 37.5456235 55.9304207, 37.5456047 55.9303621, 37.5456235 55.930284, 37.5457577 55.9299157)",,,,,,,,,,
5265950453,5265538476,0,544787258,cycleway,False,1341.1050000000002,"LINESTRING (37.5457577 55.9299157, 37.5456235 55.930284, 37.5456047 55.9303621, 37.5456235 55.9304207, 37.5456825 55.9305064, 37.5457227 55.9305785, 37.5457193 55.9306362, 37.545698 55.9306881, 37.5454011 55.9314118, 37.5451719 55.9319707, 37.5449531 55.9325039, 37.544836 55.9327894, 37.5447169 55.9330799, 37.5445275 55.9331367, 37.5444987 55.9331441, 37.5426245 55.932961, 37.542408 55.9329398, 37.542246 55.9329215, 37.5400861 55.9326775, 37.5398866 55.9326499, 37.5396588 55.9326063, 37.5394584 55.932551, 37.5392981 55.9324901, 37.5391234 55.9324004, 37.5390066 55.932308, 37.5389249 55.93221, 37.5388726 55.9320914, 37.5388494 55.9319743, 37.5388584 55.9318647, 37.5388966 55.9317485, 37.5389537 55.9316297, 37.5390706 55.9314394, 37.5390936 55.9314012, 37.5391185 55.9313534, 37.5391604 55.9312723, 37.539189 55.9312169, 37.5392446 55.9310819, 37.5392777 55.9309677, 37.5392979 55.9308486, 37.5393004 55.9307288, 37.5392937 55.9305968, 37.5391805 55.9299286, 37.538962 55.9289076, 37.5389596 55.928822, 37.5389595 55.9287096, 37.5389791 55.9285807, 37.5389915 55.9284917, 37.5389993 55.9284353, 37.5390635 55.9282462, 37.5391353 55.9280881, 37.5394061 55.9276108, 37.5395416 55.9273839, 37.5396703 55.9272351, 37.539783 55.927151, 37.5399614 55.9270624)",,,,,,,,,,
5300478684,5300478693,0,548675234,cycleway,False,4.204,"LINESTRING (37.5816651 55.8124606, 37.5816553 55.812498)",,,,,,,,,,
5300478684,5300478694,0,548675234,cycleway,False,3.934,"LINESTRING (37.5816651 55.8124606, 37.5816743 55.8124256)",,,,,,,,,,
5300478685,5300478688,0,548675234,cycleway,False,13.355,"LINESTRING (37.580683 55.8134083, 37.5805152 55.8134827)",,,,,,,,,,
5300478685,5300478689,0,548675234,cycleway,False,10.36,"LINESTRING (37.580683 55.8134083, 37.5808132 55.8133506)",,,,,,,,,,
5300478686,5300478777,0,548675234,cycleway,False,7.861,"LINESTRING (37.580339 55.8135126, 37.5802159 55.813498)",,,,,,,,,,
5300478686,5300478687,0,548675234,cycleway,False,4.986,"LINESTRING (37.580339 55.8135126, 37.5804187 55.8135104)",,,,,,,,,,
5300478687,5300478686,0,548675234,cycleway,False,4.986,"LINESTRING (37.5804187 55.8135104, 37.580339 55.8135126)",,,,,,,,,,
5300478687,5300478688,0,548675234,cycleway,False,6.77,"LINESTRING (37.5804187 55.8135104, 37.5805152 55.8134827)",,,,,,,,,,
5300478688,5300478687,0,548675234,cycleway,False,6.77,"LINESTRING (37.5805152 55.8134827, 37.5804187 55.8135104)",,,,,,,,,,
5300478688,5300478685,0,548675234,cycleway,False,13.355,"LINESTRING (37.5805152 55.8134827, 37.580683 55.8134083)",,,,,,,,,,
5300478689,5300478685,0,548675234,cycleway,False,10.36,"LINESTRING (37.5808132 55.8133506, 37.580683 55.8134083)",,,,,,,,,,
5300478689,5300478690,0,548675234,cycleway,False,28.284,"LINESTRING (37.5808132 55.8133506, 37.5811622 55.8131886)",,,,,,,,,,
5300478690,5300478689,0,548675234,cycleway,False,28.284,"LINESTRING (37.5811622 55.8131886, 37.5808132 55.8133506)",,,,,,,,,,
5300478690,5300478691,0,548675234,cycleway,False,12.103,"LINESTRING (37.5811622 55.8131886, 37.5812873 55.8131055)",,,,,,,,,,
5300478691,5300478690,0,548675234,cycleway,False,12.103,"LINESTRING (37.5812873 55.8131055, 37.5811622 55.8131886)",,,,,,,,,,
5300478691,5300478692,0,548675234,cycleway,False,13.286,"LINESTRING (37.5812873 55.8131055, 37.5814087 55.8130074)",,,,,,,,,,
5300478692,5300478691,0,548675234,cycleway,False,13.286,"LINESTRING (37.5814087 55.8130074, 37.5812873 55.8131055)",,,,,,,,,,
5300478692,5300478761,0,548675234,cycleway,False,22.411,"LINESTRING (37.5814087 55.8130074, 37.5815248 55.8128167)",,,,,,,,,,
5300478693,5300478761,0,548675234,cycleway,False,36.364,"LINESTRING (37.5816553 55.812498, 37.5815248 55.8128167)",,,,,,,,,,
5300478693,5300478684,0,548675234,cycleway,False,4.204,"LINESTRING (37.5816553 55.812498, 37.5816651 55.8124606)",,,,,,,,,,
5300478694,5300478684,0,548675234,cycleway,False,3.934,"LINESTRING (37.5816743 55.8124256, 37.5816651 55.8124606)",,,,,,,,,,
5300478694,5300478695,0,548675234,cycleway,False,6.883,"LINESTRING (37.5816743 55.8124256, 37.5816743 55.8123637)",,,,,,,,,,
5300478695,5300478694,0,548675234,cycleway,False,6.883,"LINESTRING (37.5816743 55.8123637, 37.5816743 55.8124256)",,,,,,,,,,
5300478695,5300478696,0,548675234,cycleway,False,7.169,"LINESTRING (37.5816743 55.8123637, 37.5816591 55.8122998)",,,,,,,,,,
5300478696,5300478695,0,548675234,cycleway,False,7.169,"LINESTRING (37.5816591 55.8122998, 37.5816743 55.8123637)",,,,,,,,,,
5300478696,5300478697,0,548675234,cycleway,False,7.945,"LINESTRING (37.5816591 55.8122998, 37.5816212 55.8122316)",,,,,,,,,,
5300478697,5300478696,0,548675234,cycleway,False,7.945,"LINESTRING (37.5816212 55.8122316, 37.5816591 55.8122998)",,,,,,,,,,
5300478697,5300478698,0,548675234,cycleway,False,5.853,"LINESTRING (37.5816212 55.8122316, 37.581587 55.8121826)",,,,,,,,,,
5300478698,5300478697,0,548675234,cycleway,False,5.853,"LINESTRING (37.581587 55.8121826, 37.5816212 55.8122316)",,,,,,,,,,
5300478698,5300478699,0,548675234,cycleway,False,7.131,"LINESTRING (37.581587 55.8121826, 37.5815453 55.8121229)",,,,,,,,,,
5300478699,5300478698,0,548675234,cycleway,False,7.131,"LINESTRING (37.5815453 55.8121229, 37.581587 55.8121826)",,,,,,,,,,
5300478699,5300478700,0,548675234,cycleway,False,8.878,"LINESTRING (37.5815453 55.8121229, 37.5814656 55.8120568)",,,,,,,,,,
5300478700,5300478699,0,548675234,cycleway,False,8.878,"LINESTRING (37.5814656 55.8120568, 37.5815453 55.8121229)",,,,,,,,,,
5300478700,5300478797,0,548675234,cycleway,False,4.817,"LINESTRING (37.5814656 55.8120568, 37.5814105 55.8120265)",,,,,,,,,,
5300478701,5300478796,0,548675234,cycleway,False,51.842,"LINESTRING (37.5807373 55.8116561, 37.5813301 55.8119823)",,,,,,,,,,
5300478701,5300478702,0,548675234,cycleway,False,7.359,"LINESTRING (37.5807373 55.8116561, 37.5806387 55.8116199)",,,,,,,,,,
5300478702,5300478701,0,548675234,cycleway,False,7.359,"LINESTRING (37.5806387 55.8116199, 37.5807373 55.8116561)",,,,,,,,,,
