u,v,key,osmid,highway,oneway,length,geometry,name,bridge,width,area,lanes,tunnel,service
5051262600,5056402667,0,517665831,cycleway,False,4.774,"LINESTRING (37.6101189 55.8328895, 37.6101558 55.8328519)",,,,,,,
5051262600,5056402651,0,517665831,cycleway,False,2.982,"LINESTRING (37.6101189 55.8328895, 37.6100987 55.8329138)",,,,,,,
5056397488,5051262595,0,517665831,cycleway,False,4.593,"LINESTRING (37.6106832 55.8324834, 37.6107297 55.8324514)",,,,,,,
5056397488,5051262596,0,517665831,cycleway,False,5.763,"LINESTRING (37.6106832 55.8324834, 37.6106284 55.8325251)",,,,,,,
5056397492,5051262594,0,517665831,cycleway,False,4.542,"LINESTRING (37.6107846 55.8324178, 37.610836 55.8323889)",,,,,,,
5056397492,5051262595,0,517665831,cycleway,False,5.071,"LINESTRING (37.6107846 55.8324178, 37.6107297 55.8324514)",,,,,,,
5056397496,5051262561,0,517665831,cycleway,False,2.938,"LINESTRING (37.6138023 55.830746, 37.6138472 55.8307381)",,,,,,,
5056397496,5051262562,0,517665831,cycleway,False,7.448,"LINESTRING (37.6138023 55.830746, 37.613689 55.8307669)",,,,,,,
5056397500,5051262560,0,517665831,cycleway,False,3.174,"LINESTRING (37.6138955 55.8307313, 37.6139449 55.8307246)",,,,,,,
5056397500,5051262561,0,517665831,cycleway,False,3.11,"LINESTRING (37.6138955 55.8307313, 37.6138472 55.8307381)",,,,,,,
5056397504,5051262562,0,517665831,cycleway,False,2.106,"LINESTRING (37.6136576 55.8307738, 37.613689 55.8307669)",,,,,,,
5056397504,5051262563,0,517665831,cycleway,False,2.29,"LINESTRING (37.6136576 55.8307738, 37.6136242 55.8307823)",,,,,,,
5056397508,5051262563,0,517665831,cycleway,False,2.151,"LINESTRING (37.6135941 55.8307917, 37.6136242 55.8307823)",,,,,,,
5056397508,5051262564,0,517665831,cycleway,False,2.722,"LINESTRING (37.6135941 55.8307917, 37.6135575 55.830805)",,,,,,,
5056397513,5051262564,0,517665831,cycleway,False,3.458,"LINESTRING (37.613513 55.8308235, 37.6135575 55.830805)",,,,,,,
5056397513,5051262565,0,517665831,cycleway,False,2.668,"LINESTRING (37.613513 55.8308235, 37.6134791 55.8308381)",,,,,,,
5056397516,5051262565,0,517665831,cycleway,False,2.414,"LINESTRING (37.6134505 55.8308527, 37.6134791 55.8308381)",,,,,,,
5056397516,5051262566,0,517665831,cycleway,False,2.338,"LINESTRING (37.6134505 55.8308527, 37.613425 55.8308681)",,,,,,,
5056397520,5051262566,0,517665831,cycleway,False,2.181,"LINESTRING (37.6134025 55.8308831, 37.613425 55.8308681)",,,,,,,
5056397520,5051262567,0,517665831,cycleway,False,2.511,"LINESTRING (37.6134025 55.8308831, 37.6133792 55.8309015)",,,,,,,
5056397625,5051262567,0,517665831,cycleway,False,2.906,"LINESTRING (37.613353 55.8309231, 37.6133792 55.8309015)",,,,,,,
5056397625,5051262568,0,517665831,cycleway,False,3.409,"LINESTRING (37.613353 55.8309231, 37.6133219 55.8309483)",,,,,,,
5056397629,5051262568,0,517665831,cycleway,False,3.125,"LINESTRING (37.613291 55.8309704, 37.6133219 55.8309483)",,,,,,,
5056397629,5051262569,0,517665831,cycleway,False,3.443,"LINESTRING (37.613291 55.8309704, 37.6132541 55.8309934)",,,,,,,
5056397633,5051262569,0,517665831,cycleway,False,2.777,"LINESTRING (37.6132204 55.8310097, 37.6132541 55.8309934)",,,,,,,
5056397633,5051262570,0,517665831,cycleway,False,3.075,"LINESTRING (37.6132204 55.8310097, 37.6131805 55.8310259)",,,,,,,
5056397637,5051262571,0,517665831,cycleway,False,2.986,"LINESTRING (37.6130544 55.8310621, 37.6130981 55.8310512)",,,,,,,
5056397637,5051262572,0,517665831,cycleway,False,2.869,"LINESTRING (37.6130544 55.8310621, 37.6130119 55.8310719)",,,,,,,
5056397641,5051262570,0,517665831,cycleway,False,2.854,"LINESTRING (37.6131412 55.831039, 37.6131805 55.8310259)",,,,,,,
5056397641,5051262571,0,517665831,cycleway,False,3.014,"LINESTRING (37.6131412 55.831039, 37.6130981 55.8310512)",,,,,,,
5056397644,5051262575,0,517665831,cycleway,False,2.642,"LINESTRING (37.612758 55.8311459, 37.6127911 55.8311311)",,,,,,,
5056397644,5051262576,0,517665831,cycleway,False,2.727,"LINESTRING (37.612758 55.8311459, 37.6127274 55.8311634)",,,,,,,
5056397648,5051262577,0,517665831,cycleway,False,2.816,"LINESTRING (37.612295 55.8314646, 37.6123229 55.8314447)",,,,,,,
5056397648,5051262578,0,517665831,cycleway,False,2.811,"LINESTRING (37.612295 55.8314646, 37.6122677 55.8314847)",,,,,,,
5056397652,5051262578,0,517665831,cycleway,False,2.382,"LINESTRING (37.6122452 55.831502, 37.6122677 55.8314847)",,,,,,,
5056397652,5051262579,0,517665831,cycleway,False,2.471,"LINESTRING (37.6122452 55.831502, 37.6122225 55.8315202)",,,,,,,
5056397656,5051262580,0,517665831,cycleway,False,2.709,"LINESTRING (37.612104 55.8316306, 37.6121257 55.8316095)",,,,,,,
5056397656,5051262581,0,517665831,cycleway,False,2.805,"LINESTRING (37.612104 55.8316306, 37.612083 55.8316529)",,,,,,,
5056397660,5051262581,0,517665831,cycleway,False,2.724,"LINESTRING (37.6120638 55.8316749, 37.612083 55.8316529)",,,,,,,
5056397660,5051262582,0,517665831,cycleway,False,2.786,"LINESTRING (37.6120638 55.8316749, 37.6120457 55.8316978)",,,,,,,
5056397665,5051262583,0,517665831,cycleway,False,2.917,"LINESTRING (37.6119667 55.8317878, 37.6119885 55.8317646)",,,,,,,
5056397665,5051262584,0,517665831,cycleway,False,3.112,"LINESTRING (37.6119667 55.8317878, 37.6119402 55.8318115)",,,,,,,
5056397669,5051262586,0,517665831,cycleway,False,2.147,"LINESTRING (37.6117936 55.8318999, 37.6118221 55.8318891)",,,,,,,
5056397669,5056397672,0,517665831,cycleway,False,2.969,"LINESTRING (37.6117936 55.8318999, 37.6117544 55.831915)",,,,,,,
5056397672,5056397669,0,517665831,cycleway,False,2.969,"LINESTRING (37.6117544 55.831915, 37.6117936 55.8318999)",,,,,,,
5056397672,5051262587,0,517665831,cycleway,False,2.436,"LINESTRING (37.6117544 55.831915, 37.6117234 55.8319283)",,,,,,,
5056397677,5051262585,0,517665831,cycleway,False,2.476,"LINESTRING (37.6118538 55.831874, 37.6118794 55.831857)",,,,,,,
5056397677,5051262586,0,517665831,cycleway,False,2.596,"LINESTRING (37.6118538 55.831874, 37.6118221 55.8318891)",,,,,,,
5056402651,5051262600,0,517665831,cycleway,False,2.982,"LINESTRING (37.6100987 55.8329138, 37.6101189 55.8328895)",,,,,,,
5056402651,5051262417,0,517665831,cycleway,False,2.591,"LINESTRING (37.6100987 55.8329138, 37.6100827 55.8329353)",,,,,,,
5056402654,5051262415,0,517665829,cycleway,False,8.959,"LINESTRING (37.6100721 55.8329546, 37.6100348 55.8330324)",,,,,,,
5056402654,5051262417,0,517665829,cycleway,False,2.246,"LINESTRING (37.6100721 55.8329546, 37.6100827 55.8329353)",,,,,,,
5056402667,5051262599,0,517665831,cycleway,False,3.165,"LINESTRING (37.6101558 55.8328519, 37.6101816 55.8328274)",,,,,,,
5056402667,5051262600,0,517665831,cycleway,False,4.774,"LINESTRING (37.6101558 55.8328519, 37.6101189 55.8328895)",,,,,,,
5056402695,5051261951,0,517665807,cycleway,False,5.122,"LINESTRING (37.609701 55.8278964, 37.609783 55.8278955)",,,,,,,
5056402695,5051261952,0,517665807,cycleway,False,4.926,"LINESTRING (37.609701 55.8278964, 37.6096222 55.8278982)",,,,,,,
5057873550,5765863672,0,368225606,cycleway,True,56.108,"LINESTRING (37.6242055 55.7312008, 37.6242979 55.7317027)",,,1.5,,1,,
5059779905,4710787698,0,671000092,cycleway,True,3.651,"LINESTRING (37.6431727 55.7617387, 37.6432004 55.7617098)",,,2.2,,1,,
5066920042,5066920043,0,242895104,cycleway,False,10.971,"LINESTRING (37.5294604 55.7232682, 37.5295844 55.7233379)",,,3,,,,
5066920042,2503393743,0,242895104,cycleway,False,4.571,"LINESTRING (37.5294604 55.7232682, 37.5294092 55.7232389)",,,3,,,,
5066920043,2503393744,0,242895104,cycleway,False,266.363,"LINESTRING (37.5295844 55.7233379, 37.532618 55.725017)",,,3,,,,
5066920043,5066920042,0,242895104,cycleway,False,10.971,"LINESTRING (37.5295844 55.7233379, 37.5294604 55.7232682)",,,3,,,,
5067459833,5606935881,0,584865916,cycleway,False,74.499,"LINESTRING (37.5252804 55.8202976, 37.5258646 55.8208817)",,,2,,,,
5067459833,1632322093,0,584865916,cycleway,False,6.908,"LINESTRING (37.5252804 55.8202976, 37.5253378 55.8202445)",,,2,,,,
5067459841,5654193699,0,584865916,cycleway,False,16.423,"LINESTRING (37.5305561 55.825754, 37.5305043 55.8258988)",,,2,,,,
5067459841,5067459842,0,584865916,cycleway,False,16.451,"LINESTRING (37.5305561 55.825754, 37.5305056 55.8256088)",,,2,,,,
5067459842,5067459841,0,584865916,cycleway,False,16.451,"LINESTRING (37.5305056 55.8256088, 37.5305561 55.825754)",,,2,,,,
5067459842,5067459843,0,584865916,cycleway,False,40.493,"LINESTRING (37.5305056 55.8256088, 37.5302018 55.8252871)",,,2,,,,
5067459843,5067459842,0,584865916,cycleway,False,40.493,"LINESTRING (37.5302018 55.8252871, 37.5305056 55.8256088)",,,2,,,,
5067459843,5187362152,0,584865916,cycleway,False,23.507,"LINESTRING (37.5302018 55.8252871, 37.5299198 55.8251471)",,,2,,,,
5067459847,5187362155,0,584865916,cycleway,False,46.007,"LINESTRING (37.5278781 55.822901, 37.5282063 55.8232714)",,,2,,,,
5067459847,5187362156,0,584865916,cycleway,False,16.514,"LINESTRING (37.5278781 55.822901, 37.5276955 55.8227936)",,,2,,,,
5067459853,5654193698,0,584865916,cycleway,False,13.391,"LINESTRING (37.5302688 55.8261156, 37.5302488 55.8262355)",,,2,,,,
5067459853,5654193697,0,584865916,cycleway,False,8.195,"LINESTRING (37.5302688 55.8261156, 37.5303303 55.8260505)",,,2,,,,
5067459857,5654193720,0,584865916,cycleway,False,70.959,"LINESTRING (37.5308181 55.8284128, 37.5309443 55.829047)",,,2,,,,
5067459857,5096569014,0,584865916,cycleway,False,66.765,"LINESTRING (37.5308181 55.8284128, 37.5306828 55.8278172)",,,2,,,,
5067539232,5096569015,0,584865916,cycleway,False,35.514,"LINESTRING (37.5311111 55.8297179, 37.5310151 55.8294031)",,,2,,,,
5067539234,7812462053,0,535048183,cycleway,False,24.508,"LINESTRING (37.5306289 55.8300977, 37.5306326 55.8303181)",,,,,,,
5083584062,1868654174,0,231471532,cycleway,False,52.391,"LINESTRING (37.5931505 55.7239583, 37.5935674 55.7243668)",,,,,,,
5083584062,1868654070,0,231471532,cycleway,False,27.418,"LINESTRING (37.5931505 55.7239583, 37.5929324 55.7237445)",,,,,,,
5095056743,7331205308,0,523321249,cycleway,False,2.506,"LINESTRING (37.6119408 55.745925, 37.6119697 55.7459094)",,,1,,,,
5095056744,7331205308,0,523321249,cycleway,False,8.058,"LINESTRING (37.6120601 55.7458578, 37.6119697 55.7459094)",,,1,,,,
5095056744,5095056745,0,523321249,cycleway,False,9.656,"LINESTRING (37.6120601 55.7458578, 37.6121683 55.7457959)",,,1,,,,
5095056745,5095056744,0,523321249,cycleway,False,9.656,"LINESTRING (37.6121683 55.7457959, 37.6120601 55.7458578)",,,1,,,,
5095056745,7331205293,0,523321249,cycleway,False,6.51,"LINESTRING (37.6121683 55.7457959, 37.6122413 55.7457542)",,,1,,,,
5095056746,7331205293,0,523321249,cycleway,False,9.781,"LINESTRING (37.6123544 55.7456935, 37.6122413 55.7457542)",,,1,,,,
5095056746,7331205190,0,523321249,cycleway,False,24.088,"LINESTRING (37.6123544 55.7456935, 37.6126346 55.745545)",,,1,,,,
5096569012,5654193824,0,584865916,cycleway,False,12.642,"LINESTRING (37.5303876 55.8267705, 37.5304156 55.8268831)",,,2,,,,
5096569012,5654193698,0,584865916,cycleway,False,60.118,"LINESTRING (37.5303876 55.8267705, 37.5302488 55.8262355)",,,2,,,,
5096569013,5096569014,0,584865916,cycleway,False,87.51,"LINESTRING (37.5304547 55.8270407, 37.5306828 55.8278172)",,,2,,,,
5096569013,5654193824,0,584865916,cycleway,False,17.694,"LINESTRING (37.5304547 55.8270407, 37.5304156 55.8268831)",,,2,,,,
5096569014,5067459857,0,584865916,cycleway,False,66.765,"LINESTRING (37.5306828 55.8278172, 37.5308181 55.8284128)",,,2,,,,
5096569014,5096569013,0,584865916,cycleway,False,87.51,"LINESTRING (37.5306828 55.8278172, 37.5304547 55.8270407)",,,2,,,,
5096569015,5067539232,0,584865916,cycleway,False,35.514,"LINESTRING (37.5310151 55.8294031, 37.5311111 55.8297179)",,,2,,,,
5096569015,5654193720,0,584865916,cycleway,False,39.843,"LINESTRING (37.5310151 55.8294031, 37.5309443 55.829047)",,,2,,,,
5111896198,5111896219,0,372502354,cycleway,True,47.605,"LINESTRING (37.6097733 55.7675315, 37.6091049 55.7673268)",,,2.2,,1,,
5111896219,5810892664,0,372502354,cycleway,True,14.911,"LINESTRING (37.6091049 55.7673268, 37.6088961 55.7672621)",,,2.2,,1,,
5118239979,253770291,0,553864318,cycleway,False,16.637,"LINESTRING (37.426933 55.7483761, 37.4266946 55.7483099)",Велотрасса на Крылатских холмах,,,,,,
5118239979,253770292,0,553864318,cycleway,False,22.457,"LINESTRING (37.426933 55.7483761, 37.4271641 55.7485306)",Велотрасса на Крылатских холмах,,,,,,
5121380130,4577433260,0,427112579,cycleway,True,87.767,"LINESTRING (37.6222046 55.7130515, 37.6221992 55.7122622)",,,,,,,
5121380131,5121380130,0,427112579,cycleway,True,133.435,"LINESTRING (37.6222127 55.7142515, 37.6222046 55.7130515)",,,,,,,
5124137462,6034205001,0,677332583,cycleway,True,9.055,"LINESTRING (37.6463936 55.7593349, 37.6463481 55.7594122)",,,2.2,,1,,
5124137463,5172107757,0,677332583,cycleway,True,46.008,"LINESTRING (37.6467549 55.7587262, 37.6465222 55.7591187)",,,2.2,,1,,
5124137465,6473539247,0,677332583,cycleway,True,19.256,"LINESTRING (37.6470217 55.7580423, 37.6470016 55.7582151)",,,2.2,,1,,
5124137466,5779408930,0,677332583,cycleway,True,3.673,"LINESTRING (37.6470841 55.7579111, 37.6470676 55.7579428)",,,2.2,,1,,
5124137467,5442723733,0,677332583,cycleway,True,7.911,"LINESTRING (37.6471504 55.7577809, 37.6471121 55.7578487)",,,2.2,,1,,
5124137468,5124137467,0,677332583,cycleway,True,7.832,"LINESTRING (37.6472007 55.7577164, 37.6471504 55.7577809)",,,2.2,,1,,
5124137469,5124137468,0,677332583,cycleway,True,89.929,"LINESTRING (37.6478462 55.7569938, 37.6472007 55.7577164)",,,2.2,,1,,
5124137473,5172107734,0,527015961,cycleway,True,7.356,"LINESTRING (37.6486174 55.7561713, 37.6485632 55.75623)",,,2.2,,1,,
5124137476,5124137473,0,527015961,cycleway,True,18.241,"LINESTRING (37.6487309 55.7560202, 37.6486174 55.7561713)",,,2.2,,1,,
5124137477,5124137476,0,527015961,cycleway,True,8.363,"LINESTRING (37.6487671 55.7559478, 37.6487309 55.7560202)",,,2.2,,1,,
5124137478,6288528306,0,527015961,cycleway,True,5.228,"LINESTRING (37.6487967 55.755855, 37.6487856 55.7559016)",,,2.2,,1,,
5124137479,5124137480,0,527015961,cycleway,True,19.314,"LINESTRING (37.6487853 55.7555829, 37.6487999 55.7557564)",,,2.2,,1,,
5124137480,5124137478,0,527015961,cycleway,True,10.966,"LINESTRING (37.6487999 55.7557564, 37.6487967 55.755855)",,,2.2,,1,,
5124137481,5443944699,0,527015961,cycleway,True,3.664,"LINESTRING (37.6487732 55.755512, 37.6487788 55.7555448)",,,2.2,,1,,
5124137482,5124137481,0,527015961,cycleway,True,40.441,"LINESTRING (37.6486918 55.7551512, 37.6487732 55.755512)",,,2.2,,1,,
5124137483,5443944706,0,527015961,cycleway,True,8.622,"LINESTRING (37.6486655 55.7550695, 37.64869 55.7551458)",,,2.2,,1,,
5124137484,5124137483,0,527015961,cycleway,True,16.772,"LINESTRING (37.6486103 55.7549219, 37.6486655 55.7550695)",,,2.2,,1,,
5124137485,5443944964,0,527015961,cycleway,True,50.528,"LINESTRING (37.648276 55.7542648, 37.648513 55.7546992)",,,2.2,,1,,
5124137486,5124137485,0,527015961,cycleway,True,132.323,"LINESTRING (37.6476519 55.7531278, 37.648276 55.7542648)",,,2.2,,1,,
5124137487,5172107007,0,500290236,cycleway,True,63.547,"LINESTRING (37.646552 55.7527385, 37.6461739 55.7522081)",,,2.2,,1,,
5124137488,5124137487,0,500290236,cycleway,True,21.217,"LINESTRING (37.6466958 55.7529113, 37.646552 55.7527385)",,,2.2,,1,,
5124137489,5144047194,0,500290236,cycleway,True,22.877,"LINESTRING (37.6468578 55.7531634, 37.6467331 55.75297)",,,2.2,,1,,
5124137491,5124137492,0,500290236,cycleway,True,7.161,"LINESTRING (37.6476436 55.7543778, 37.6476091 55.7543164)",,,2.2,,1,,
5124137492,5124137493,0,500290236,cycleway,True,10.505,"LINESTRING (37.6476091 55.7543164, 37.6475548 55.754227)",,,2.2,,1,,
5124137493,5144047176,0,500290236,cycleway,True,46.44,"LINESTRING (37.6475548 55.754227, 37.6473012 55.7538345)",,,2.2,,1,,
5124137494,5124137491,0,500290236,cycleway,True,16.568,"LINESTRING (37.6477215 55.7545202, 37.6476436 55.7543778)",,,2.2,,1,,
5124137495,7710282877,0,500290236,cycleway,True,22.923,"LINESTRING (37.6478243 55.754796, 37.6477267 55.7545973)",,,2.2,,1,,
5124137496,5124137495,0,500290236,cycleway,True,30.213,"LINESTRING (37.6479529 55.7550579, 37.6478243 55.754796)",,,2.2,,1,,
5124137497,5148594412,0,500290236,cycleway,True,8.485,"LINESTRING (37.6480074 55.7552546, 37.6479865 55.7551792)",,,2.2,,1,,
5124137498,5124137497,0,500290236,cycleway,True,36.76,"LINESTRING (37.6481187 55.7555792, 37.6480074 55.7552546)",,,2.2,,1,,
5124137499,5124137498,0,500290236,cycleway,True,8.389,"LINESTRING (37.6481234 55.7556546, 37.6481187 55.7555792)",,,2.2,,1,,
5124137500,5124137499,0,500290236,cycleway,True,8.148,"LINESTRING (37.6481144 55.7557277, 37.6481234 55.7556546)",,,2.2,,1,,
5124137501,5124137500,0,500290236,cycleway,True,12.389,"LINESTRING (37.6480568 55.7558343, 37.6481144 55.7557277)",,,2.2,,1,,
5124137502,6336889294,0,500290236,cycleway,True,3.606,"LINESTRING (37.6479928 55.7559263, 37.6480138 55.7558961)",,,2.2,,1,,
5124137503,5124137502,0,500290236,cycleway,True,11.897,"LINESTRING (37.647922 55.7560256, 37.6479928 55.7559263)",,,2.2,,1,,
5124137504,5172107738,0,500290236,cycleway,True,88.796,"LINESTRING (37.6473263 55.7567804, 37.6479024 55.7560506)",,,2.2,,1,,
5124137505,5124137504,0,500290236,cycleway,True,5.829,"LINESTRING (37.6472854 55.7568275, 37.6473263 55.7567804)",,,2.2,,1,,
5124137506,5124137505,0,677332580,cycleway,True,7.677,"LINESTRING (37.6472286 55.7568887, 37.6472854 55.7568275)",,,2.2,,1,,
5124137507,5124137506,0,677332580,cycleway,True,59.416,"LINESTRING (37.646763 55.7573544, 37.6472286 55.7568887)",,,2.2,,1,,
5124137508,5124137507,0,677332580,cycleway,True,51.344,"LINESTRING (37.6463351 55.7577484, 37.646763 55.7573544)",,,2.2,,1,,
5124137509,5172106975,0,677332580,cycleway,True,9.852,"LINESTRING (37.6462543 55.7578365, 37.6463256 55.7577575)",,,2.2,,1,,
5124137510,5124137509,0,677332580,cycleway,True,15.094,"LINESTRING (37.6461534 55.7579598, 37.6462543 55.7578365)",,,2.2,,1,,
5126847074,1901161393,0,289067502,cycleway,False,36.35,"LINESTRING (37.4703211 55.8245175, 37.4708379 55.8246678)",,,,,,,
5126847074,1781881507,0,289067502,cycleway,False,49.597,"LINESTRING (37.4703211 55.8245175, 37.4696159 55.8243125)",,,,,,,
5131137113,5131137359,0,372502354,cycleway,True,16.178,"LINESTRING (37.6158872 55.7681725, 37.6156345 55.7682035)",,,2.2,,1,,
5131137356,4344518845,0,372502354,cycleway,True,8.722,"LINESTRING (37.6142149 55.7683216, 37.6140757 55.7683261)",,,2.2,,1,,
5131137359,5131137360,0,372502354,cycleway,True,20.836,"LINESTRING (37.6156345 55.7682035, 37.6153073 55.7682386)",,,2.2,,1,,
5131137360,5131958036,0,372502354,cycleway,True,12.534,"LINESTRING (37.6153073 55.7682386, 37.615109 55.7682548)",,,2.2,,1,,
5131958026,3631603446,0,372502354,cycleway,True,10.609,"LINESTRING (37.6147597 55.7682822, 37.6145916 55.7682949)",,,2.2,,1,,
5131958036,3631603444,0,372502354,cycleway,True,9.759,"LINESTRING (37.615109 55.7682548, 37.6149546 55.7682674)",,,2.2,,1,,
5133542488,3631603216,0,358409748,cycleway,True,4.649,"LINESTRING (37.5986147 55.7587007, 37.5985879 55.7586617)",,,2.2,,1,,
5133542488,3749288101,0,528185361,cycleway,True,3.99,"LINESTRING (37.5986147 55.7587007, 37.5985525 55.7587086)",,,,,,,
5133615309,5765863047,0,368225606,cycleway,True,80.487,"LINESTRING (37.6240037 55.7301926, 37.6241489 55.7309118)",,,1.5,,1,,
5133615316,5121380131,0,427112579,cycleway,True,46.413,"LINESTRING (37.6222159 55.7146689, 37.6222127 55.7142515)",,,,,,,
5134007835,5134007841,0,372502354,cycleway,True,16.786,"LINESTRING (37.6202215 55.7675232, 37.6199624 55.7675625)",,,2.2,,1,,
5134007841,5134007854,0,372502354,cycleway,True,18.747,"LINESTRING (37.6199624 55.7675625, 37.619673 55.7676063)",,,2.2,,1,,
5134007854,5134007863,0,372502354,cycleway,True,46.932,"LINESTRING (37.619673 55.7676063, 37.6189485 55.767716)",,,2.2,,1,,
5134007863,4344518822,0,372502354,cycleway,True,78.433,"LINESTRING (37.6189485 55.767716, 37.6177377 55.7678993)",,,2.2,,1,,
5136035612,5136035617,0,686452669,cycleway,False,7.488,"LINESTRING (37.4734504 55.8248637, 37.473386 55.8249205)",,,,,,,
5136035612,863466655,0,686452669,cycleway,False,17.481,"LINESTRING (37.4734504 55.8248637, 37.4735501 55.8247168)",,,,,,,
5136035617,1894902579,0,686452669,cycleway,False,7.914,"LINESTRING (37.473386 55.8249205, 37.4732941 55.8249695)",,,,,,,
5136035617,5136035612,0,686452669,cycleway,False,7.488,"LINESTRING (37.473386 55.8249205, 37.4734504 55.8248637)",,,,,,,
5136036727,5136036730,0,527328997,cycleway,False,1.819,"LINESTRING (37.4826315 55.8266115, 37.4826063 55.8266197)",,,,,,,
5136036727,5136036731,0,686458444,cycleway,False,2.253,"LINESTRING (37.4826315 55.8266115, 37.4826466 55.8265931)",,,,,,,
5136036729,5136036731,0,686458444,cycleway,False,1.84,"LINESTRING (37.4826488 55.8265766, 37.4826466 55.8265931)",,,,,,,
5136036729,3536150258,0,686458444,cycleway,False,10.49,"LINESTRING (37.4826488 55.8265766, 37.4825822 55.82649)",,,,,,,
5136036730,5136036727,0,527328997,cycleway,False,1.819,"LINESTRING (37.4826063 55.8266197, 37.4826315 55.8266115)",,,,,,,
5136036730,1106255844,0,527328997,cycleway,False,2.305,"LINESTRING (37.4826063 55.8266197, 37.4825694 55.8266193)",,,,,,,
5136036731,5136036727,0,686458444,cycleway,False,2.253,"LINESTRING (37.4826466 55.8265931, 37.4826315 55.8266115)",,,,,,,
5136036731,5136036729,0,686458444,cycleway,False,1.84,"LINESTRING (37.4826466 55.8265931, 37.4826488 55.8265766)",,,,,,,
5137884614,5004007412,0,289067502,cycleway,False,34.058,"LINESTRING (37.4724671 55.824824, 37.4730006 55.8248873)",,,,,,,
5137884614,434401115,0,289067502,cycleway,False,2.426,"LINESTRING (37.4724671 55.824824, 37.4724291 55.8248195)",,,,,,,
5144047169,5144047178,0,500290236,cycleway,True,19.124,"LINESTRING (37.6470298 55.7534404, 37.6469302 55.7532778)",,,2.2,,1,,
5144047170,5144047169,0,500290236,cycleway,True,11.425,"LINESTRING (37.6471055 55.7535339, 37.6470298 55.7534404)",,,2.2,,1,,
5144047176,5144047170,0,500290236,cycleway,True,35.598,"LINESTRING (37.6473012 55.7538345, 37.6471055 55.7535339)",,,2.2,,1,,
5144047178,5124137489,0,500290236,cycleway,True,13.503,"LINESTRING (37.6469302 55.7532778, 37.6468578 55.7531634)",,,2.2,,1,,
5144047194,5124137488,0,500290236,cycleway,True,6.932,"LINESTRING (37.6467331 55.75297, 37.6466958 55.7529113)",,,2.2,,1,,
5148594412,5124137496,0,500290236,cycleway,True,13.651,"LINESTRING (37.6479865 55.7551792, 37.6479529 55.7550579)",,,2.2,,1,,
5150056691,3631603227,0,358198929,cycleway,True,14.749,"LINESTRING (37.6445055 55.7622219, 37.6443792 55.7623339)",,,,,1,,
5170002989,3550722013,0,349152572,cycleway,False,15.007,"LINESTRING (37.7826657 55.7102809, 37.7828124 55.7103876)",,,,,,,
5170002989,3550722008,0,349152572,cycleway,False,16.187,"LINESTRING (37.7826657 55.7102809, 37.7825075 55.7101658)",,,,,,,
5170002999,3550722011,0,349152572,cycleway,False,15.151,"LINESTRING (37.7806694 55.7102838, 37.7808845 55.7102215)",,,,,,,
5170002999,3550722012,0,349152572,cycleway,False,15.524,"LINESTRING (37.7806694 55.7102838, 37.7804961 55.7103836)",,,,,,,
5172106975,5124137508,0,677332580,cycleway,True,1.174,"LINESTRING (37.6463256 55.7577575, 37.6463351 55.7577484)",,,2.2,,1,,
5172106979,5552749732,0,527015961,cycleway,True,29.732,"LINESTRING (37.6430524 55.7505901, 37.6435006 55.7506788)",,,2.2,,1,,
5172106980,5172106981,0,527015961,cycleway,True,2.237,"LINESTRING (37.6440084 55.7507828, 37.6440435 55.7507866)",,,2.2,,1,,
5172106981,5172106982,0,527015961,cycleway,True,5.127,"LINESTRING (37.6440435 55.7507866, 37.6441243 55.750779)",,,2.2,,1,,
5172106982,5172106983,0,527015961,cycleway,True,7.931,"LINESTRING (37.6441243 55.750779, 37.6442463 55.7507597)",,,2.2,,1,,
5172106983,5552749724,0,527015961,cycleway,True,12.615,"LINESTRING (37.6442463 55.7507597, 37.6444423 55.7507332)",,,2.2,,1,,
5172106984,5172106985,0,527015961,cycleway,True,37.131,"LINESTRING (37.6446017 55.7507369, 37.6451678 55.7508369)",,,2.2,,1,,
5172106985,5172106986,0,527015961,cycleway,True,5.002,"LINESTRING (37.6451678 55.7508369, 37.6452393 55.750857)",,,2.2,,1,,
5172106986,5172106987,0,527015961,cycleway,True,3.806,"LINESTRING (37.6452393 55.750857, 37.64529 55.7508759)",,,2.2,,1,,
5172106987,5172106988,0,527015961,cycleway,True,34.947,"LINESTRING (37.64529 55.7508759, 37.6457271 55.7510715)",,,2.2,,1,,
5172106988,5172106989,0,527015961,cycleway,True,15.858,"LINESTRING (37.6457271 55.7510715, 37.6459244 55.751161)",,,2.2,,1,,
5172106989,5172106990,0,527015961,cycleway,True,6.508,"LINESTRING (37.6459244 55.751161, 37.6459972 55.7512028)",,,2.2,,1,,
5172106990,5172106991,0,527015961,cycleway,True,3.448,"LINESTRING (37.6459972 55.7512028, 37.6460258 55.7512293)",,,2.2,,1,,
5172106991,5172106992,0,527015961,cycleway,True,105.553,"LINESTRING (37.6460258 55.7512293, 37.6467785 55.7520788)",,,2.2,,1,,
5172106992,5172106993,0,527015961,cycleway,True,106.027,"LINESTRING (37.6467785 55.7520788, 37.6475088 55.7529392)",,,2.2,,1,,
5172106993,5172106994,0,527015961,cycleway,True,12.994,"LINESTRING (37.6475088 55.7529392, 37.6475981 55.7530447)",,,2.2,,1,,
