u,v,key,osmid,oneway,highway,maxspeed,length,geometry,lanes,name,access,service,width,tunnel,junction,area,bridge
7619889119,7612753655,0,297115151,False,service,20,4.141,"LINESTRING (37.5362215 55.6792509, 37.5361792 55.6792223)",,,,,,,,,
7619889119,7612753671,0,297115151,False,service,20,3.5,"LINESTRING (37.5362215 55.6792509, 37.5362572 55.6792751)",,,,,,,,,
7619889137,7612729582,0,308864081,False,service,20,26.529,"LINESTRING (37.5352405 55.6790342, 37.5355602 55.6788779)",,,,,,,,,
7619889137,7612753596,0,308864081,False,service,20,3.88,"LINESTRING (37.5352405 55.6790342, 37.5351938 55.6790571)",,,,,,,,,
7619889141,7612753644,0,308864081,False,service,20,2.748,"LINESTRING (37.5346227 55.6793369, 37.5346558 55.6793207)",,,,,,,,,
7619889141,7612753607,0,308864081,False,service,20,13.029,"LINESTRING (37.5346227 55.6793369, 37.5344656 55.6794136)",,,,,,,,,
7623495818,5258312609,0,816263281,False,service,10,3.834,"LINESTRING (37.5390691 55.680679, 37.53906 55.6806449)",,,,,,,,,
7623495819,7623495825,0,816263281,False,service,10,14.39,"LINESTRING (37.5389764 55.6803263, 37.5387772 55.680262)",,,,,,,,,
7623495819,7623495846,0,816263281,False,service,10,8.003,"LINESTRING (37.5389764 55.6803263, 37.5390652 55.680378)",,,,,,,,,
7623495820,7623495825,0,816263281,False,service,10,16.507,"LINESTRING (37.5385534 55.6801838, 37.5387772 55.680262)",,,,,,,,,
7623495820,7623495821,0,816516666,False,service,10,13.753,"LINESTRING (37.5385534 55.6801838, 37.5383806 55.68026)",,,,parking_aisle,,,,,
7623495820,7623495824,0,816516666,False,service,10,11.683,"LINESTRING (37.5385534 55.6801838, 37.5386944 55.6801151)",,,,parking_aisle,,,,,
7623495821,7623495822,0,816516666,False,service,10,17.66,"LINESTRING (37.5383806 55.68026, 37.5382229 55.6801284)",,,,parking_aisle,,,,,
7623495821,7623495820,0,816516666,False,service,10,13.753,"LINESTRING (37.5383806 55.68026, 37.5385534 55.6801838)",,,,parking_aisle,,,,,
7623495822,7623495823,0,816516666,False,service,10,26.853,"LINESTRING (37.5382229 55.6801284, 37.5385714 55.679988)",,,,parking_aisle,,,,,
7623495822,7623495821,0,816516666,False,service,10,17.66,"LINESTRING (37.5382229 55.6801284, 37.5383806 55.68026)",,,,parking_aisle,,,,,
7623495823,7623495824,0,816516666,False,service,10,16.1,"LINESTRING (37.5385714 55.679988, 37.5386944 55.6801151)",,,,parking_aisle,,,,,
7623495823,7623495822,0,816516666,False,service,10,26.853,"LINESTRING (37.5385714 55.679988, 37.5382229 55.6801284)",,,,parking_aisle,,,,,
7623495824,7623495820,0,816516666,False,service,10,11.683,"LINESTRING (37.5386944 55.6801151, 37.5385534 55.6801838)",,,,parking_aisle,,,,,
7623495824,7623495823,0,816516666,False,service,10,16.1,"LINESTRING (37.5386944 55.6801151, 37.5385714 55.679988)",,,,parking_aisle,,,,,
7623495825,7623495820,0,816263281,False,service,10,16.507,"LINESTRING (37.5387772 55.680262, 37.5385534 55.6801838)",,,,,,,,,
7623495825,7623495819,0,816263281,False,service,10,14.39,"LINESTRING (37.5387772 55.680262, 37.5389764 55.6803263)",,,,,,,,,
7623495845,7623495846,0,816263281,False,service,10,14.866,"LINESTRING (37.5390215 55.6805094, 37.5390652 55.680378)",,,,,,,,,
7623495845,7623495851,0,816263281,False,service,10,8.264,"LINESTRING (37.5390215 55.6805094, 37.5390433 55.6805827)",,,,,,,,,
7623495846,7623495819,0,816263281,False,service,10,8.003,"LINESTRING (37.5390652 55.680378, 37.5389764 55.6803263)",,,,,,,,,
7623495846,7623495845,0,816263281,False,service,10,14.866,"LINESTRING (37.5390652 55.680378, 37.5390215 55.6805094)",,,,,,,,,
7623495851,7623495845,0,816263281,False,service,10,8.264,"LINESTRING (37.5390433 55.6805827, 37.5390215 55.6805094)",,,,,,,,,
7623495851,5258312609,0,816263281,False,service,10,6.995,"LINESTRING (37.5390433 55.6805827, 37.53906 55.6806449)",,,,,,,,,
7626022883,829868561,0,816524083,False,secondary,20,2.467,"LINESTRING (37.6731496 55.6177287, 37.6731312 55.6177483)",2,улица Тюрина,,,,,,,
7626022884,829868561,0,816524083,False,secondary,20,2.82,"LINESTRING (37.6731098 55.6177706, 37.6731312 55.6177483)",2,улица Тюрина,,,,,,,
7631664713,3090782487,0,304531738,False,service,20,23.395,"LINESTRING (37.4503265 55.8428102, 37.4501983 55.8430079)",,,,,,,,,
7631664713,7631664714,0,304531738,False,service,20,2.365,"LINESTRING (37.4503265 55.8428102, 37.4503394 55.8427902)",,,,,,,,,
7631664714,7631664713,0,304531738,False,service,20,2.365,"LINESTRING (37.4503394 55.8427902, 37.4503265 55.8428102)",,,,,,,,,
7631664714,3090782486,0,304531738,False,service,20,5.267,"LINESTRING (37.4503394 55.8427902, 37.4503683 55.8427457)",,,,,,,,,
7633299291,6456076208,0,817329215,False,tertiary,30,18.136,"LINESTRING (37.6450443 55.6382672, 37.6453307 55.6382455)",2,Кантемировская улица,,,,,,,
7633299292,6456076208,0,817329215,False,tertiary,30,18.897,"LINESTRING (37.6456292 55.6382232, 37.6453307 55.6382455)",2,Кантемировская улица,,,,,,,
7634750753,595484103,0,817487052,True,service,5,26.891,"LINESTRING (37.7894908 55.6577991, 37.7893578 55.6575692)",,,,,,,,,
7640120770,1126525718,0,97252269,False,service,10,59.826,"LINESTRING (37.4436134 55.8443938, 37.4434739 55.8438615)",,,,,3.5,,,,
7640120770,3082463602,0,97252269,False,service,10,9.059,"LINESTRING (37.4436134 55.8443938, 37.4436345 55.8444744)",,,,,3.5,,,,
7643503256,7643503263,0,813423167,False,service,5,24.25,"LINESTRING (37.688897 55.7834188, 37.68928 55.7833845)",,,private,,,,,,
7643503256,7643503257,0,813423167,False,service,5,10.643,"LINESTRING (37.688897 55.7834188, 37.6888066 55.7834999)",,,private,,,,,,
7643503257,7643503256,0,813423167,False,service,5,10.643,"LINESTRING (37.6888066 55.7834999, 37.688897 55.7834188)",,,private,,,,,,
7643503257,7643503258,0,813423167,False,service,5,13.367,"LINESTRING (37.6888066 55.7834999, 37.688598 55.7835262)",,,private,,,,,,
7643503258,7643503257,0,813423167,False,service,5,13.367,"LINESTRING (37.688598 55.7835262, 37.6888066 55.7834999)",,,private,,,,,,
7643503258,7643503264,0,818455666,False,service,5,19.082,"LINESTRING (37.688598 55.7835262, 37.6887341 55.7836798)",,,private,,,,,,
7643503258,7598255448,0,818455666,False,service,5,12.384,"LINESTRING (37.688598 55.7835262, 37.6884492 55.7834527)",,,private,,,,,,
7643503263,7643503268,0,813423167,False,service,5,27.84,"LINESTRING (37.68928 55.7833845, 37.6897252 55.783388)",,,private,,,,,,
7643503263,7643503256,0,813423167,False,service,5,24.25,"LINESTRING (37.68928 55.7833845, 37.688897 55.7834188)",,,private,,,,,,
7643503264,7643503258,0,818455666,False,service,5,19.082,"LINESTRING (37.6887341 55.7836798, 37.688598 55.7835262)",,,private,,,,,,
7643503267,7643503269,0,813423167,False,service,5,5.766,"LINESTRING (37.6899016 55.7836425, 37.6898814 55.7835919)",,,private,,,,,,
7643503268,7643503271,0,813423167,False,service,5,3.503,"LINESTRING (37.6897252 55.783388, 37.6897692 55.7834075)",,,private,,,,,,
7643503268,7643503263,0,813423167,False,service,5,27.84,"LINESTRING (37.6897252 55.783388, 37.68928 55.7833845)",,,private,,,,,,
7643503269,7643503267,0,813423167,False,service,5,5.766,"LINESTRING (37.6898814 55.7835919, 37.6899016 55.7836425)",,,private,,,,,,
7643503269,7643503270,0,813423167,False,service,5,4.205,"LINESTRING (37.6898814 55.7835919, 37.6898324 55.783566)",,,private,,,,,,
7643503270,7643503269,0,813423167,False,service,5,4.205,"LINESTRING (37.6898324 55.783566, 37.6898814 55.7835919)",,,private,,,,,,
7643503270,7643503271,0,813423167,False,service,5,18.062,"LINESTRING (37.6898324 55.783566, 37.6897692 55.7834075)",,,private,,,,,,
7643503271,7643503270,0,813423167,False,service,5,18.062,"LINESTRING (37.6897692 55.7834075, 37.6898324 55.783566)",,,private,,,,,,
7643503271,7643503268,0,813423167,False,service,5,3.503,"LINESTRING (37.6897692 55.7834075, 37.6897252 55.783388)",,,private,,,,,,
7643865769,6248936196,0,667404441,False,service,20,30.007,"LINESTRING (37.7473181 55.7358337, 37.7474729 55.7355783)",2,,,,,,,,
7643865769,6248936195,0,667404441,False,service,20,12.277,"LINESTRING (37.7473181 55.7358337, 37.7472548 55.7359382)",2,,,,,,,,
7643865777,7643865778,0,818496869,False,service,20,16.339,"LINESTRING (37.7478426 55.7347384, 37.7475839 55.734719)",2,,,,,,,,
7643865777,7643865783,0,818496869,False,service,20,2.791,"LINESTRING (37.7478426 55.7347384, 37.7478868 55.7347417)",2,,,,,,,,
7643865778,7643865779,0,818496869,False,service,20,19.788,"LINESTRING (37.7475839 55.734719, 37.7472706 55.7346955)",2,,,,,,,,
7643865778,7643865777,0,818496869,False,service,20,16.339,"LINESTRING (37.7475839 55.734719, 37.7478426 55.7347384)",2,,,,,,,,
7643865779,7643865780,0,818496869,False,service,20,14.255,"LINESTRING (37.7472706 55.7346955, 37.7470449 55.7346786)",2,,,,,,,,
7643865779,7643865778,0,818496869,False,service,20,19.788,"LINESTRING (37.7472706 55.7346955, 37.7475839 55.734719)",2,,,,,,,,
7643865780,7643865782,0,818496869,False,service,20,9.6,"LINESTRING (37.7470449 55.7346786, 37.7468929 55.7346672)",2,,,,,,,,
7643865780,7643865779,0,818496869,False,service,20,14.255,"LINESTRING (37.7470449 55.7346786, 37.7472706 55.7346955)",2,,,,,,,,
7643865782,7643865780,0,818496869,False,service,20,9.6,"LINESTRING (37.7468929 55.7346672, 37.7470449 55.7346786)",2,,,,,,,,
7643865783,7643865777,0,818496869,False,service,20,2.791,"LINESTRING (37.7478868 55.7347417, 37.7478426 55.7347384)",2,,,,,,,,
7643865783,6248936198,0,818496869,False,service,20,7.809,"LINESTRING (37.7478868 55.7347417, 37.7479659 55.734796)",2,,,,,,,,
7643866088,7643866089,0,667404442,False,service,20,17.157,"LINESTRING (37.7481435 55.7350955, 37.7484156 55.7351139)",2,,,,,,,,
7643866088,6248936197,0,667404442,False,service,20,20.524,"LINESTRING (37.7481435 55.7350955, 37.747818 55.7350735)",2,,,,,,,,
7643866089,7643866090,0,667404442,False,service,20,15.568,"LINESTRING (37.7484156 55.7351139, 37.7486625 55.7351306)",2,,,,,,,,
7643866089,7643866088,0,667404442,False,service,20,17.157,"LINESTRING (37.7484156 55.7351139, 37.7481435 55.7350955)",2,,,,,,,,
7643866090,6248936201,0,667404442,False,service,20,27.762,"LINESTRING (37.7486625 55.7351306, 37.7491028 55.7351603)",2,,,,,,,,
7643866090,7643866089,0,667404442,False,service,20,15.568,"LINESTRING (37.7486625 55.7351306, 37.7484156 55.7351139)",2,,,,,,,,
7643866094,6248936203,0,667404442,False,service,20,10.093,"LINESTRING (37.7503291 55.7352039, 37.7504893 55.7352141)",2,,,,,,,,
7643866094,7643866095,0,667404442,False,service,20,26.602,"LINESTRING (37.7503291 55.7352039, 37.7499069 55.7351769)",2,,,,,,,,
7643866095,7643866094,0,667404442,False,service,20,26.602,"LINESTRING (37.7499069 55.7351769, 37.7503291 55.7352039)",2,,,,,,,,
7643866095,7643866096,0,667404442,False,service,20,25.856,"LINESTRING (37.7499069 55.7351769, 37.7494965 55.7351508)",2,,,,,,,,
7643866096,7643866095,0,667404442,False,service,20,25.856,"LINESTRING (37.7494965 55.7351508, 37.7499069 55.7351769)",2,,,,,,,,
7643866096,6248936202,0,667404442,False,service,20,16.262,"LINESTRING (37.7494965 55.7351508, 37.7492384 55.7351343)",2,,,,,,,,
7643866097,7643866099,0,818496876,False,service,20,5.962,"LINESTRING (37.7488387 55.7346981, 37.748933 55.7347056)",2,,,,,,,,
7643866097,7643866098,0,818496876,False,service,20,27.409,"LINESTRING (37.7488387 55.7346981, 37.7488914 55.7344534)",2,,,,,,,,
7643866098,7643866097,0,818496876,False,service,20,27.409,"LINESTRING (37.7488914 55.7344534, 37.7488387 55.7346981)",2,,,,,,,,
7643866099,7643866097,0,818496876,False,service,20,5.962,"LINESTRING (37.748933 55.7347056, 37.7488387 55.7346981)",2,,,,,,,,
7648859406,7648865899,0,819033330,True,construction,30,56.453,"LINESTRING (37.4233956 55.8272759, 37.4226254 55.8275416)",,,,,,,,,
7648865887,7648865886,0,819033330,True,construction,30,15.847,"LINESTRING (37.4201256 55.8269887, 37.419958 55.8268817)",,,,,,,,,
7648865888,7648865887,0,819033330,True,construction,30,10.893,"LINESTRING (37.4202651 55.8270475, 37.4201256 55.8269887)",,,,,,,,,
7648865889,7648865888,0,819033330,True,construction,30,8.985,"LINESTRING (37.4203938 55.8270836, 37.4202651 55.8270475)",,,,,,,,,
7648865890,7648865889,0,819033330,True,construction,30,8.562,"LINESTRING (37.4205199 55.8271138, 37.4203938 55.8270836)",,,,,,,,,
7648865891,7648865890,0,819033330,True,construction,30,10.127,"LINESTRING (37.4206755 55.8271394, 37.4205199 55.8271138)",,,,,,,,,
7648865892,7648865891,0,819033330,True,construction,30,10.926,"LINESTRING (37.4208444 55.827165, 37.4206755 55.8271394)",,,,,,,,,
7648865893,7648865892,0,819033330,True,construction,30,10.978,"LINESTRING (37.421008 55.8272011, 37.4208444 55.827165)",,,,,,,,,
7648865894,7648865893,0,819033330,True,construction,30,75.895,"LINESTRING (37.4220702 55.8275326, 37.421008 55.8272011)",,,,,,,,,
7648865895,7648865894,0,819033330,True,construction,30,6.964,"LINESTRING (37.4221694 55.8275612, 37.4220702 55.8275326)",,,,,,,,,
7648865896,7648865895,0,819033330,True,construction,30,7.072,"LINESTRING (37.4222794 55.8275763, 37.4221694 55.8275612)",,,,,,,,,
7648865897,7648865896,0,819033330,True,construction,30,5.706,"LINESTRING (37.4223706 55.8275793, 37.4222794 55.8275763)",,,,,,,,,
7648865898,7648865897,0,819033330,True,construction,30,8.625,"LINESTRING (37.4225074 55.8275687, 37.4223706 55.8275793)",,,,,,,,,
7648865899,7648865898,0,819033330,True,construction,30,7.962,"LINESTRING (37.4226254 55.8275416, 37.4225074 55.8275687)",,,,,,,,,
7648865910,7648865926,0,819033335,False,construction,30,21.496,"LINESTRING (37.4177096 55.8270888, 37.4174018 55.8270023)",2,,,,,,,,
7648865911,7648865919,0,819033334,False,construction,30,16.125,"LINESTRING (37.4203255 55.8279934, 37.4205521 55.8280629)",2,,,,,,,,
7648865912,7648865913,0,819033334,False,construction,30,35.854,"LINESTRING (37.4204141 55.8287037, 37.4206915 55.8284214)",2,,,,,,,,
7648865913,7648865912,0,819033334,False,construction,30,35.854,"LINESTRING (37.4206915 55.8284214, 37.4204141 55.8287037)",2,,,,,,,,
7648865913,7648865914,0,819033334,False,construction,30,8.153,"LINESTRING (37.4206915 55.8284214, 37.4207412 55.8283536)",2,,,,,,,,
7648865914,7648865913,0,819033334,False,construction,30,8.153,"LINESTRING (37.4207412 55.8283536, 37.4206915 55.8284214)",2,,,,,,,,
7648865914,7648865915,0,819033334,False,construction,30,7.0,"LINESTRING (37.4207412 55.8283536, 37.4207546 55.8282911)",2,,,,,,,,
7648865915,7648865914,0,819033334,False,construction,30,7.0,"LINESTRING (37.4207546 55.8282911, 37.4207412 55.8283536)",2,,,,,,,,
7648865915,7648865916,0,819033334,False,construction,30,6.713,"LINESTRING (37.4207546 55.8282911, 37.4207465 55.8282309)",2,,,,,,,,
7648865916,7648865915,0,819033334,False,construction,30,6.713,"LINESTRING (37.4207465 55.8282309, 37.4207546 55.8282911)",2,,,,,,,,
7648865916,7648865917,0,819033334,False,construction,30,7.292,"LINESTRING (37.4207465 55.8282309, 37.4207117 55.8281683)",2,,,,,,,,
7648865917,7648865916,0,819033334,False,construction,30,7.292,"LINESTRING (37.4207117 55.8281683, 37.4207465 55.8282309)",2,,,,,,,,
7648865917,7648865918,0,819033334,False,construction,30,6.895,"LINESTRING (37.4207117 55.8281683, 37.4206513 55.8281164)",2,,,,,,,,
7648865918,7648865917,0,819033334,False,construction,30,6.895,"LINESTRING (37.4206513 55.8281164, 37.4207117 55.8281683)",2,,,,,,,,
7648865918,7648865919,0,819033334,False,construction,30,8.589,"LINESTRING (37.4206513 55.8281164, 37.4205521 55.8280629)",2,,,,,,,,
7648865919,7648865918,0,819033334,False,construction,30,8.589,"LINESTRING (37.4205521 55.8280629, 37.4206513 55.8281164)",2,,,,,,,,
7648865919,7648865911,0,819033334,False,construction,30,16.125,"LINESTRING (37.4205521 55.8280629, 37.4203255 55.8279934)",2,,,,,,,,
7648865926,7648865910,0,819033335,False,construction,30,21.496,"LINESTRING (37.4174018 55.8270023, 37.4177096 55.8270888)",2,,,,,,,,
7648865926,7648865927,0,819033335,False,construction,30,8.649,"LINESTRING (37.4174018 55.8270023, 37.4172731 55.8269736)",2,,,,,,,,
7648865927,7648865926,0,819033335,False,construction,30,8.649,"LINESTRING (37.4172731 55.8269736, 37.4174018 55.8270023)",2,,,,,,,,
7648865927,7648865928,0,819033335,False,construction,30,7.306,"LINESTRING (37.4172731 55.8269736, 37.4171564 55.8269691)",2,,,,,,,,
7648865928,7648865927,0,819033335,False,construction,30,7.306,"LINESTRING (37.4171564 55.8269691, 37.4172731 55.8269736)",2,,,,,,,,
7648865928,7648865929,0,819033335,False,construction,30,6.543,"LINESTRING (37.4171564 55.8269691, 37.4170531 55.8269789)",2,,,,,,,,
7648865929,7648865928,0,819033335,False,construction,30,6.543,"LINESTRING (37.4170531 55.8269789, 37.4171564 55.8269691)",2,,,,,,,,
7648865929,7648865930,0,819033335,False,construction,30,6.36,"LINESTRING (37.4170531 55.8269789, 37.4169579 55.8269992)",2,,,,,,,,
7648865930,7648865929,0,819033335,False,construction,30,6.36,"LINESTRING (37.4169579 55.8269992, 37.4170531 55.8269789)",2,,,,,,,,
7648865930,7648865931,0,819033335,False,construction,30,4.417,"LINESTRING (37.4169579 55.8269992, 37.4168989 55.8270211)",2,,,,,,,,
7648865931,7648865930,0,819033335,False,construction,30,4.417,"LINESTRING (37.4168989 55.8270211, 37.4169579 55.8269992)",2,,,,,,,,
7648865931,7648865932,0,819033335,False,construction,30,5.809,"LINESTRING (37.4168989 55.8270211, 37.4168305 55.8270565)",2,,,,,,,,
7648865932,7648865931,0,819033335,False,construction,30,5.809,"LINESTRING (37.4168305 55.8270565, 37.4168989 55.8270211)",2,,,,,,,,
7648865932,7648865933,0,819033335,False,construction,30,6.875,"LINESTRING (37.4168305 55.8270565, 37.4167688 55.8271077)",2,,,,,,,,
7648865933,7648865932,0,819033335,False,construction,30,6.875,"LINESTRING (37.4167688 55.8271077, 37.4168305 55.8270565)",2,,,,,,,,
7648865933,7648865934,0,819033335,False,construction,30,27.201,"LINESTRING (37.4167688 55.8271077, 37.4165416 55.8273164)",2,,,,,,,,
7648865934,7648865933,0,819033335,False,construction,30,27.201,"LINESTRING (37.4165416 55.8273164, 37.4167688 55.8271077)",2,,,,,,,,
7653344022,1823194615,0,171258834,False,service,20,20.102,"LINESTRING (37.6930162 55.7976566, 37.6932658 55.7977706)",,,,,,,,,
7653344022,5499253653,0,171258834,False,service,20,23.068,"LINESTRING (37.6930162 55.7976566, 37.6927343 55.7975227)",,,,,,,,,
7653344050,1823194620,0,299954859,False,service,30,21.665,"LINESTRING (37.6931804 55.798497, 37.6933656 55.7983323)",,,,,,,,,
7653344050,1896214069,0,299954859,False,service,30,21.72,"LINESTRING (37.6931804 55.798497, 37.6929947 55.7986621)",,,,,,,,,
7653344136,3040418455,0,171258831,False,service,20,8.708,"LINESTRING (37.6945961 55.7976106, 37.6945023 55.7976685)",,,,,,,,,
7653344136,1823194617,0,171258831,False,service,20,11.363,"LINESTRING (37.6945961 55.7976106, 37.6947186 55.7975351)",,,,,,,,,
7661789334,7661789335,0,820534928,False,service,20,74.949,"LINESTRING (37.5517931 55.7341503, 37.5510603 55.7346833)",,,private,,,,,,
7661789335,7661789334,0,820534928,False,service,20,74.949,"LINESTRING (37.5510603 55.7346833, 37.5517931 55.7341503)",,,private,,,,,,
7666520311,7667115693,0,821141682,False,service,5,8.44,"LINESTRING (37.6788063 55.7761279, 37.6788839 55.7760658)",1,,,,,,,,
7666535346,7666535377,0,821082394,False,service,5,6.357,"LINESTRING (37.4588726 55.8128604, 37.4588392 55.8129144)",,,private,,,,,,
7666535346,7666535349,0,821082394,False,service,5,8.431,"LINESTRING (37.4588726 55.8128604, 37.458994 55.8128273)",,,private,,,,,,
7666535349,7666535346,0,821082394,False,service,5,8.431,"LINESTRING (37.458994 55.8128273, 37.4588726 55.8128604)",,,private,,,,,,
7666535349,7666535371,0,821082394,False,service,5,16.378,"LINESTRING (37.458994 55.8128273, 37.459013 55.8126804)",,,private,,,,,,
7666535365,7666535371,0,821082394,False,service,5,40.263,"LINESTRING (37.4595929 55.8125225, 37.459013 55.8126804)",,,private,,,,,,
7666535371,7666535349,0,821082394,False,service,5,16.378,"LINESTRING (37.459013 55.8126804, 37.458994 55.8128273)",,,private,,,,,,
7666535371,7666535365,0,821082394,False,service,5,40.263,"LINESTRING (37.459013 55.8126804, 37.4595929 55.8125225)",,,private,,,,,,
7666535373,7666535377,0,821082394,False,service,5,19.201,"LINESTRING (37.4589187 55.8130812, 37.4588392 55.8129144)",,,private,,,,,,
7666535377,7666535373,0,821082394,False,service,5,19.201,"LINESTRING (37.4588392 55.8129144, 37.4589187 55.8130812)",,,private,,,,,,
7666535377,7666535346,0,821082394,False,service,5,6.357,"LINESTRING (37.4588392 55.8129144, 37.4588726 55.8128604)",,,private,,,,,,
7667115692,2029548718,0,821080675,False,service,5,9.042,"LINESTRING (37.6789934 55.7759781, 37.6790766 55.7759116)",1,,,,,,,,
7667115692,7667115693,0,821141683,False,service,5,11.916,"LINESTRING (37.6789934 55.7759781, 37.6788839 55.7760658)",1,,,,,building_passage,,,
7667115693,7666520311,0,821141682,False,service,5,8.44,"LINESTRING (37.6788839 55.7760658, 37.6788063 55.7761279)",1,,,,,,,,
7667115693,7667115692,0,821141683,False,service,5,11.916,"LINESTRING (37.6788839 55.7760658, 37.6789934 55.7759781)",1,,,,,building_passage,,,
7667734517,256663765,0,55683794,True,service,10,11.606,"LINESTRING (37.5465059 55.9004561, 37.5463224 55.9004737)",,,,,,,,,
7667734518,3042055538,0,55683794,True,service,10,7.245,"LINESTRING (37.5467554 55.9004877, 37.5466528 55.9004571)",,,,,,,,,
7667734519,699681337,0,55683797,True,service,10,9.997,"LINESTRING (37.5468358 55.9004531, 37.5468585 55.9005421)",,,,,,,,,
7667734522,699681337,0,55683792,False,service,10,4.493,"LINESTRING (37.546898 55.9005759, 37.5468585 55.9005421)",,,,,,,,,
7667734522,7667734525,0,55683792,False,service,10,13.945,"LINESTRING (37.546898 55.9005759, 37.5470195 55.9006812)",,,,,,,,,
7667734525,7667734522,0,55683792,False,service,10,13.945,"LINESTRING (37.5470195 55.9006812, 37.546898 55.9005759)",,,,,,,,,
7667734525,256663766,0,55683792,False,service,10,30.864,"LINESTRING (37.5470195 55.9006812, 37.5472883 55.9009143)",,,,,,,,,
7667734621,5217885393,0,539208876,False,residential,20,5.933,"LINESTRING (37.3632544 55.8517246, 37.3633266 55.8516899)",,Пятницкое шоссе (дублёр),,,,,,,
7667734621,1624880770,0,821228066,False,residential,20,15.995,"LINESTRING (37.3632544 55.8517246, 37.3630612 55.8518191)",,Пятницкое шоссе (дублёр),,,,,,,
7667734622,7006925384,0,821228067,False,residential,20,18.32,"LINESTRING (37.3623705 55.8521554, 37.362592 55.8520473)",,Пятницкое шоссе (дублёр),,,,,,,
7667734622,303538854,0,821228068,False,residential,20,16.252,"LINESTRING (37.3623705 55.8521554, 37.362174 55.8522513)",,Пятницкое шоссе (дублёр),,,,,,,
7667734626,303538854,0,821228068,False,residential,20,8.856,"LINESTRING (37.362067 55.8523036, 37.362174 55.8522513)",,Пятницкое шоссе (дублёр),,,,,,,
7667734626,7444772476,0,821228069,False,residential,20,18.843,"LINESTRING (37.362067 55.8523036, 37.3618392 55.8524148)",,Пятницкое шоссе (дублёр),,,,,,,
7667734627,7444772476,0,821228069,False,residential,20,10.192,"LINESTRING (37.3617156 55.8524747, 37.3618392 55.8524148)",,Пятницкое шоссе (дублёр),,,,,,,
7667734627,5217885408,0,821228070,False,residential,20,8.542,"LINESTRING (37.3617156 55.8524747, 37.361612 55.8525249)",,Пятницкое шоссе (дублёр),,,,,,,
7667734631,1624880774,0,821228071,False,residential,20,32.732,"LINESTRING (37.3610751 55.8527917, 37.3614662 55.8525956)",,Пятницкое шоссе (дублёр),,,,,,,
7667734631,5217885413,0,821228072,False,residential,20,10.079,"LINESTRING (37.3610751 55.8527917, 37.3609547 55.8528521)",,Пятницкое шоссе (дублёр),,,,,,,
7667734633,5217885474,0,821228082,False,residential,20,9.024,"LINESTRING (37.3581119 55.8542453, 37.3582223 55.8541929)",,Пятницкое шоссе (дублёр),,,,,,,
7667734633,972117206,0,821228082,False,residential,20,19.136,"LINESTRING (37.3581119 55.8542453, 37.3578779 55.8543565)",,Пятницкое шоссе (дублёр),,,,,,,
7667734644,7006925383,0,821228072,False,residential,20,6.201,"LINESTRING (37.3606775 55.8529864, 37.3607523 55.8529497)",,Пятницкое шоссе (дублёр),,,,,,,
7667734644,1250473064,0,821228080,False,residential,20,92.434,"LINESTRING (37.3606775 55.8529864, 37.3595611 55.8535326)",,Пятницкое шоссе (дублёр),,,,,,,
7667734645,1250473064,0,821228080,False,residential,20,42.06,"LINESTRING (37.3590532 55.8537812, 37.3595611 55.8535326)",,Пятницкое шоссе (дублёр),,,,,,,
7667734645,7667734646,0,821228081,False,residential,20,60.699,"LINESTRING (37.3590532 55.8537812, 37.3583237 55.8541422)",,Пятницкое шоссе (дублёр),,,,,,,
7667734646,7667734645,0,821228081,False,residential,20,60.699,"LINESTRING (37.3583237 55.8541422, 37.3590532 55.8537812)",,Пятницкое шоссе (дублёр),,,,,,,
7667734646,5217885474,0,821228082,False,residential,20,8.476,"LINESTRING (37.3583237 55.8541422, 37.3582223 55.8541929)",,Пятницкое шоссе (дублёр),,,,,,,
7667734647,972117206,0,821228083,False,residential,20,43.77,"LINESTRING (37.3573531 55.8546176, 37.3578779 55.8543565)",2,Пятницкое шоссе (дублёр),,,,,,,
7667734647,7667734649,0,821228084,False,residential,20,12.948,"LINESTRING (37.3573531 55.8546176, 37.3571978 55.8546948)",2,Пятницкое шоссе (дублёр),,,,,,,
7667734648,7667734649,0,821228084,False,residential,20,5.581,"LINESTRING (37.3571309 55.8547281, 37.3571978 55.8546948)",2,Пятницкое шоссе (дублёр),,,,,,,
7667734648,7667734657,0,821228085,False,residential,20,7.847,"LINESTRING (37.3571309 55.8547281, 37.3570368 55.8547749)",2,Пятницкое шоссе (дублёр),,,,,,,
7667734649,7667734647,0,821228084,False,residential,20,12.948,"LINESTRING (37.3571978 55.8546948, 37.3573531 55.8546176)",2,Пятницкое шоссе (дублёр),,,,,,,
7667734649,7667734648,0,821228084,False,residential,20,5.581,"LINESTRING (37.3571978 55.8546948, 37.3571309 55.8547281)",2,Пятницкое шоссе (дублёр),,,,,,,
7667734656,7667734657,0,821228085,False,residential,20,12.458,"LINESTRING (37.3568874 55.8548492, 37.3570368 55.8547749)",2,Пятницкое шоссе (дублёр),,,,,,,
7667734656,972117210,0,821228085,False,residential,20,36.806,"LINESTRING (37.3568874 55.8548492, 37.356446 55.8550687)",2,Пятницкое шоссе (дублёр),,,,,,,
7667734657,7667734648,0,821228085,False,residential,20,7.847,"LINESTRING (37.3570368 55.8547749, 37.3571309 55.8547281)",2,Пятницкое шоссе (дублёр),,,,,,,
