u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,est_width,access,bridge,tunnel,area,service
2764460280,4385914978,0,"[440740417, 443607821]",False,Carrer de la Ciutat de Granada,cycleway,,158.148,"LINESTRING (2.1972795 41.3990124, 2.1972295 41.399048, 2.196125 41.3998924, 2.1959779 41.4000124, 2.1959631 41.4000343)",2,2,,,,,,
2764488524,3220941533,0,271483592,False,Carrer de la Selva de Mar,cycleway,,62.41199999999999,"LINESTRING (2.2097108 41.4084406, 2.2093446 41.4087238, 2.2092842 41.4087705, 2.2092412 41.4088042, 2.2091916 41.4088448)",2,2.5,,,,,,
2764488524,2764488532,0,271483593,False,Carrer de la Selva de Mar,cycleway,,280.246,"LINESTRING (2.2097108 41.4084406, 2.2107219 41.40768, 2.2108767 41.4076854, 2.2109295 41.4076431, 2.2109631 41.4076161, 2.2109679 41.4074675, 2.2118308 41.4068117, 2.2119816 41.4066914)",2,2.5,,,,,,
2764488524,2767286477,0,"[271366569, 271792293]",False,Carrer de Pujades,cycleway,,415.71999999999997,"LINESTRING (2.2097108 41.4084406, 2.2096409 41.4083835, 2.2085106 41.4075342, 2.2073808 41.4066874, 2.2063529 41.4059154, 2.2062562 41.4058304, 2.2061961 41.4057902)",2,2.5,,,,,,
2764488532,5393693753,0,271483593,False,Carrer de la Selva de Mar,cycleway,,163.442,"LINESTRING (2.2119816 41.4066914, 2.2120826 41.4066167, 2.2129588 41.4059685, 2.2132408 41.4057607, 2.2133714 41.4056645, 2.2133776 41.4056598)",2,2.5,,,,,,
2764488532,2764488524,0,271483593,False,Carrer de la Selva de Mar,cycleway,,280.24600000000004,"LINESTRING (2.2119816 41.4066914, 2.2118308 41.4068117, 2.2109679 41.4074675, 2.2109631 41.4076161, 2.2109295 41.4076431, 2.2108767 41.4076854, 2.2107219 41.40768, 2.2097108 41.4084406)",2,2.5,,,,,,
2764488532,4800929931,0,487652088,False,,cycleway,,416.44199999999995,"LINESTRING (2.2119816 41.4066914, 2.2119214 41.4066501, 2.2117802 41.4065401, 2.2110522 41.4059732, 2.2107981 41.4057923, 2.2105709 41.4056272, 2.2103018 41.4054315, 2.2098851 41.4050971, 2.209672 41.4049424, 2.2094524 41.4047826, 2.2091951 41.4045955, 2.2089564 41.4044173, 2.2087498 41.4042708, 2.2087063 41.4042399, 2.2086701 41.4041548, 2.2085686 41.4040816, 2.2084931 41.4040268)",,,,,,,,
2764525862,5393693747,0,"[783142054, 490476268, 114563665, 359555542, 359555545, 271491259]",False,Carrer de Josep Pla,cycleway,,340.33500000000004,"LINESTRING (2.2191857 41.4060621, 2.2191497 41.4060372, 2.2191136 41.4060653, 2.2190517 41.4061097, 2.2189941 41.4061465, 2.2188414 41.406387, 2.2185969 41.4065723, 2.2184437 41.4066833, 2.2184215 41.4066985, 2.2182913 41.4067533, 2.2182756 41.40676, 2.2182049 41.4068161, 2.2181494 41.4068619, 2.2181878 41.4068885, 2.2182249 41.4069221, 2.2180836 41.4070306, 2.2180627 41.4070467, 2.2167004 41.4080874, 2.216568 41.4081826, 2.2165585 41.4081894, 2.2165324 41.4082082)",2,2.5,,,yes,,,
2765771559,3592013504,0,271632645,False,Carrer de la Marina,cycleway,,144.214,"LINESTRING (2.1957113 41.3881148, 2.1956933 41.3881415, 2.1947098 41.3888644, 2.1946219 41.388929, 2.1945613 41.3890003, 2.1945075 41.3890408)",2,2,,,,,,
2765771559,1141475367,0,"[72047694, 490742435, 490742436, 490742438]",False,Carrer de Salvador Espriu,cycleway,,245.91499999999996,"LINESTRING (2.1957113 41.3881148, 2.1957194 41.3881208, 2.1957426 41.3881381, 2.1957807 41.3881656, 2.1958024 41.3881834, 2.1961207 41.3884443, 2.1965975 41.3888018, 2.1966947 41.388875, 2.1967534 41.3889374, 2.1968043 41.3889776, 2.1968681 41.3890227, 2.1969118 41.3890423, 2.1970247 41.3891228, 2.1977806 41.3896861)",2,3,,,,,,
2765771559,3808072579,0,490742438,False,Carrer de Salvador Espriu,cycleway,,26.253,"LINESTRING (2.1957113 41.3881148, 2.1956682 41.3880846, 2.1956417 41.3880687, 2.1954911 41.387978, 2.1954724 41.3879617)",,3,,,,,,
2767286477,6428574586,0,"[271366569, 271478263]",False,Carrer de Pujades,cycleway,,386.26800000000003,"LINESTRING (2.2061961 41.4057902, 2.2056862 41.4054009, 2.2052449 41.4050703, 2.2050943 41.4049663, 2.2041567 41.4042662, 2.2039733 41.4041232, 2.2032202 41.4035446, 2.2030904 41.4034422, 2.2029291 41.4033285)",2,2.5,,,,,,
2767286477,2764488524,0,"[271366569, 271792293]",False,Carrer de Pujades,cycleway,,415.72,"LINESTRING (2.2061961 41.4057902, 2.2062562 41.4058304, 2.2063529 41.4059154, 2.2073808 41.4066874, 2.2085106 41.4075342, 2.2096409 41.4083835, 2.2097108 41.4084406)",2,2.5,,,,,,
2767286477,2810872732,0,"[271792291, 271495703]",False,Carrer de Bac de Roda,cycleway,,270.70500000000004,"LINESTRING (2.2061961 41.4057902, 2.2061536 41.4058243, 2.2060411 41.4058983, 2.2060192 41.4059549, 2.2054993 41.4063489, 2.205159 41.4066049, 2.2050793 41.4066653, 2.2044932 41.4070916, 2.204114 41.4073896, 2.2040448 41.4074377, 2.2039332 41.4075248)",2,"['2', '2.5']",,,,,,
2767286477,4800929931,0,271495703,False,Carrer de Bac de Roda,cycleway,,278.325,"LINESTRING (2.2061961 41.4057902, 2.2062571 41.4057499, 2.2063141 41.4057373, 2.2067061 41.4054392, 2.2071947 41.4050706, 2.2072146 41.4050177, 2.2073367 41.404931, 2.2074041 41.4048798, 2.2075843 41.4047487, 2.2075817 41.4047145, 2.2078826 41.4044881, 2.2081388 41.4042953, 2.2082063 41.4042795, 2.2082424 41.4042487, 2.2083029 41.4041971, 2.2083111 41.4041588, 2.208437 41.4040713, 2.2084931 41.4040268)",2,2.5,,,,,,
2767286485,5393693761,0,"[271483593, 359555539, 490484076]",False,Carrer de la Selva de Mar,cycleway,,239.183,"LINESTRING (2.2160115 41.4038995, 2.2156771 41.4040061, 2.2153821 41.4042298, 2.215187 41.4043756, 2.215123 41.4043906, 2.2150818 41.4044095, 2.214979 41.4044567, 2.2148893 41.4045202, 2.2148346 41.4045589, 2.2139078 41.4052574, 2.2138646 41.40529)",2,2.5,,,yes,,,
2767286497,2767286512,0,271632645,False,Carrer de la Marina,cycleway,,277.75,"LINESTRING (2.1893187 41.3929318, 2.1899731 41.3924364, 2.1902025 41.3922628, 2.1904347 41.3920892, 2.1912205 41.3915017, 2.1914646 41.3913192, 2.1916662 41.3911605)",2,2,,,,,,
2767286497,4839261499,0,271632645,False,Carrer de la Marina,cycleway,,47.863,"LINESTRING (2.1893187 41.3929318, 2.1891463 41.3930594, 2.1891002 41.3930939, 2.189055 41.3931281, 2.1889125 41.3932358)",2,2,,,,,,
2767286497,2810811713,0,"[493957280, 322220673, 322220672, 322220674, 271478263, 493515322]",False,Carrer de Pujades,cycleway,,552.976,"LINESTRING (2.1893187 41.3929318, 2.1893512 41.3929553, 2.1893859 41.3929866, 2.1894183 41.3930368, 2.1894301 41.3932282, 2.1894333 41.3932492, 2.1901273 41.393749, 2.1902189 41.3938135, 2.1903304 41.3939403, 2.1903651 41.3939692, 2.1903829 41.393984, 2.1905272 41.394089, 2.1912078 41.3945958, 2.1912501 41.3946165, 2.1912901 41.3946321, 2.1913694 41.3946458, 2.1914405 41.3946473, 2.1914701 41.3946515, 2.1914817 41.3946574, 2.1915305 41.3946909, 2.1917083 41.3948228, 2.1917457 41.3948505, 2.1927897 41.3956436, 2.1933702 41.3960839, 2.1938422 41.3964416)",2,2.5,,,yes,,,
2767286497,5314940929,0,550269282,False,,cycleway,,50.318,"LINESTRING (2.1893187 41.3929318, 2.1892286 41.392883, 2.1891975 41.3928878, 2.188936 41.3928928, 2.1888582 41.3928445, 2.1888131 41.3928804, 2.1887912 41.3928979)",,2.5,,,,,,
2767286512,3592013504,0,271632645,False,Carrer de la Marina,cycleway,,334.31000000000006,"LINESTRING (2.1916662 41.3911605, 2.1917028 41.3911331, 2.1923535 41.3906456, 2.1925941 41.3904654, 2.1943286 41.3891583, 2.1944362 41.3890879, 2.1945075 41.3890408)",2,2,,,,,,
2767286512,2767286497,0,271632645,False,Carrer de la Marina,cycleway,,277.75,"LINESTRING (2.1916662 41.3911605, 2.1914646 41.3913192, 2.1912205 41.3915017, 2.1904347 41.3920892, 2.1902025 41.3922628, 2.1899731 41.3924364, 2.1893187 41.3929318)",2,2,,,,,,
2767286512,5216444723,0,286359021,False,Carrer de Ramon Turró,cycleway,,130.95499999999998,"LINESTRING (2.1916662 41.3911605, 2.1916333 41.3911365, 2.191605 41.3911157, 2.1912799 41.3911249, 2.1912416 41.3910959, 2.1906504 41.3906492, 2.1905744 41.3905918, 2.1904775 41.3904985)",2,3,,,,,,
2767286512,2810811709,0,286359021,False,Carrer de Ramon Turró,cycleway,,554.089,"LINESTRING (2.1916662 41.3911605, 2.1917045 41.3911885, 2.1917377 41.3912128, 2.1917671 41.3912343, 2.1917547 41.3914814, 2.1918765 41.3915719, 2.1924235 41.3919783, 2.1926398 41.392139, 2.1928768 41.3923184, 2.1935207 41.3928056, 2.1935566 41.3928328, 2.1937965 41.3929979, 2.194013 41.3931591, 2.1948386 41.3937789, 2.1950513 41.3939325, 2.1952923 41.3941255, 2.1953176 41.3941446, 2.1959541 41.3946255, 2.1961457 41.3947318)",2,3,,,,,,
2767286546,620148180,0,48877155,True,Gran Via de les Corts Catalanes,living_street,30,4.882,"LINESTRING (2.1986752 41.4114966, 2.1987124 41.4115305)",1,,,destination,,,,
2767286546,2786421918,0,"[724057964, 724057965, 724057966]",False,Carrer de Bac de Roda,cycleway,,472.185,"LINESTRING (2.1986752 41.4114966, 2.1983015 41.4117745, 2.198265 41.4118018, 2.1981031 41.4119228, 2.1980595 41.4119554, 2.1977004 41.4122365, 2.1976197 41.4123023, 2.1975559 41.4122922, 2.1969258 41.4127767, 2.1963229 41.41323, 2.195751 41.4136625, 2.1948478 41.4143654, 2.1947893 41.4143597, 2.1947135 41.414417, 2.1946751 41.4144457)",2,2,,,yes,,,
2767286546,3044254936,0,"[271792291, 724057964]",False,Carrer de Bac de Roda,cycleway,,516.228,"LINESTRING (2.1986752 41.4114966, 2.1987406 41.4114507, 2.1987312 41.4113715, 2.1989489 41.4112117, 2.1992477 41.4109814, 2.1992712 41.4109407, 2.1992699 41.4108995, 2.1993267 41.4108535, 2.1993928 41.4108011, 2.1995542 41.4107959, 2.2005689 41.4100398, 2.2010042 41.4097144, 2.2011083 41.4096366, 2.2016894 41.4092022, 2.2017514 41.4091559, 2.2022216 41.4088043, 2.2028376 41.4083438, 2.2029597 41.4082525)",2,2,,,,,,
2767355561,4436904058,0,295009026,False,Carrer de Felip II,cycleway,,44.743,"LINESTRING (2.1871412 41.4200926, 2.1870057 41.4201007, 2.1869411 41.4201042, 2.1868417 41.4201645, 2.1866977 41.4202771)",2,2,,,,,,
2767355561,4826990975,0,"[295009026, 490516006]",False,Carrer de Felip II,cycleway,,479.299,"LINESTRING (2.1871412 41.4200926, 2.1871817 41.4200851, 2.1872297 41.4200763, 2.1873351 41.4199973, 2.1873691 41.4199358, 2.1889331 41.4187654, 2.1890431 41.4186771, 2.1900477 41.4178963, 2.19103 41.4171299, 2.1910268 41.4170948, 2.1910223 41.416992)",2,2,,,,,,
2767355561,4907910124,0,313996124,True,Avinguda Meridiana,cycleway,,75.763,"LINESTRING (2.1871412 41.4200926, 2.1871504 41.4202146, 2.187141 41.4206172, 2.1871075 41.4206754, 2.1871057 41.4207685)",1,1.5,,,,,,
2767355582,2713983939,0,"[446410880, 379472939]",False,Carrer de Felip II,cycleway,,216.099,"LINESTRING (2.1771453 41.4277591, 2.1770392 41.4278365, 2.1768104 41.4279979, 2.1766178 41.4281462, 2.1765234 41.4282221, 2.17648 41.4282629, 2.1764713 41.4282722, 2.1764233 41.4283245, 2.1763445 41.42839, 2.1763228 41.4284049, 2.1761586 41.4285281, 2.1753342 41.4291469)",2,2,,,,,,
2767355582,5446592882,0,446410880,False,Carrer de Felip II,cycleway,,868.2020000000001,"LINESTRING (2.1771453 41.4277591, 2.1774273 41.4275452, 2.1795056 41.4259685, 2.1801618 41.4254715, 2.180528 41.4251937, 2.1818927 41.4241541, 2.182113 41.4239825, 2.1823211 41.4238238, 2.1830875 41.4232369, 2.1839295 41.4225994, 2.1844574 41.4222001)",2,2,,,,,,
2767355582,7628276054,0,"[790614656, 790614658, 790614659, 790614661, 790614662, 168369003, 493200561, 790614645, 790614646, 790614649, 790614650, 790614652, 790614653, 790614655]",False,"['Carrer de Ramon Albó', 'Ronda del Guinardó']",cycleway,,1072.909,"LINESTRING (2.1771453 41.4277591, 2.1771276 41.42758, 2.1771264 41.4275421, 2.177159 41.427058, 2.1771549 41.4267753, 2.1771528 41.4265086, 2.1771663 41.4262398, 2.177168 41.4262044, 2.1771685 41.4261617, 2.1772135 41.425479, 2.1772308 41.4251509, 2.1772381 41.4248471, 2.1772437 41.4246593, 2.1772564 41.4243973, 2.1772589 41.4243736, 2.1772649 41.424334, 2.1772975 41.4241255, 2.1773793 41.4238322, 2.1774321 41.4236817, 2.177429 41.4236622, 2.177357 41.4232051, 2.1772997 41.4229507, 2.177292 41.4229167, 2.1772806 41.4228661, 2.1772732 41.4228115, 2.1772681 41.4227732, 2.1771987 41.4222558, 2.177148 41.4220579, 2.1771265 41.4220286, 2.1771124 41.4219737, 2.1770963 41.4218931, 2.1770533 41.4216084, 2.177023 41.4214525, 2.1770152 41.4214125, 2.1770031 41.4213435, 2.1769726 41.4211688, 2.1769653 41.4211268, 2.1769528 41.4210543, 2.1769084 41.4207979, 2.1768058 41.420373, 2.176772 41.4202958, 2.1767693 41.420286, 2.1767659 41.4202759, 2.1767514 41.4202069, 2.1767439 41.4201712, 2.1765696 41.4195899, 2.1765108 41.4194377, 2.1764602 41.4193065, 2.1763123 41.4189699, 2.1762898 41.4189133, 2.1762729 41.4188707, 2.1762596 41.4188372, 2.1762475 41.4188036, 2.1762288 41.4187517, 2.176154 41.4185652, 2.176059 41.4183591, 2.1760135 41.4182795, 2.1759932 41.418253)",2,2.5,,,,,,
2767355582,1796485259,0,"[493190984, 493200562, 493190987]",False,"['Avinguda de Rio de Janeiro', ""Carrer d'Arnau d'Oms"", 'Carrer de Piferrer']",cycleway,,1342.5300000000002,"LINESTRING (2.1771453 41.4277591, 2.1771537 41.427834, 2.1771679 41.4279578, 2.1771783 41.428084, 2.1772058 41.4286808, 2.1772317 41.4290966, 2.1772341 41.4294938, 2.1772542 41.4302881, 2.1772559 41.4304037, 2.177264 41.4309075, 2.1772815 41.4313688, 2.1772852 41.4314706, 2.1772885 41.4315186, 2.1772916 41.4316952, 2.1772915 41.4317269, 2.1772944 41.4317667, 2.1774203 41.43196, 2.1778049 41.4325046, 2.1778593 41.4325686, 2.1782216 41.4330411, 2.1787368 41.4336284, 2.1788275 41.4337074, 2.1788979 41.4337596, 2.1789334 41.4337867, 2.1791233 41.4339211, 2.1792942 41.4340741, 2.1794501 41.434265, 2.1795667 41.4346002, 2.1796039 41.4347325, 2.1796483 41.4348831, 2.1797536 41.4351195, 2.1799763 41.4357999, 2.1801163 41.4361929, 2.1801565 41.4362141, 2.1802399 41.4364454, 2.1803471 41.4367891, 2.1804563 41.4371494, 2.1804809 41.4372171, 2.1805108 41.4372886, 2.1806357 41.4376151, 2.1807859 41.4378845, 2.1809468 41.4381982, 2.1810702 41.4383832, 2.1812848 41.4386969, 2.1815263 41.439064)",2,2.5,,,,,,
2775313794,3490013087,0,272587168,True,Carrer de la Marina,cycleway,,28.369999999999997,"LINESTRING (2.1790771 41.4009999, 2.1790459 41.4010291, 2.1790178 41.4010583, 2.1789883 41.4010807, 2.1788604 41.4011963)",1,2,3,,,,,
2775313813,2926180698,0,272587173,True,Carrer de la Marina,cycleway,,40.842999999999996,"LINESTRING (2.1784249 41.4010994, 2.1787129 41.4008781, 2.1787686 41.4008378)",1,2,3,,,,,
2775313813,3490013087,0,315978495,False,Avinguda Diagonal,cycleway,,37.94,"LINESTRING (2.1784249 41.4010994, 2.1785375 41.4011222, 2.1787416 41.4011764, 2.1788604 41.4011963)",2,3,2,,,,,
2775313813,6316683142,0,315978495,False,Avinguda Diagonal,cycleway,,9.023,"LINESTRING (2.1784249 41.4010994, 2.178363 41.4010869, 2.1783213 41.4010762)",2,3,2,,,,,
2775772659,2779330181,0,"[272633477, 490468086]",False,Rambla de Prim,cycleway,,540.4750000000001,"LINESTRING (2.2173909 41.4127292, 2.2171859 41.4127191, 2.2151744 41.4142413, 2.2146259 41.4146534, 2.2140791 41.4150514, 2.2130083 41.4158657, 2.2129816 41.4158961, 2.2129796 41.4159183, 2.2129974 41.4159465, 2.2130676 41.4159895, 2.213033 41.4160154, 2.2129675 41.4160675)",2,"['3', '2']",,,,,,
2775772659,4431636956,0,272633477,False,Rambla de Prim,cycleway,,24.855000000000004,"LINESTRING (2.2173909 41.4127292, 2.2174737 41.4126673, 2.2175591 41.4126034, 2.2176009 41.4125706)",2,3,,,,,,
2775772659,4590625181,0,463852372,False,,cycleway,,290.93499999999995,"LINESTRING (2.2173909 41.4127292, 2.2174935 41.4128043, 2.2175169 41.4127915, 2.2176029 41.412856, 2.2184921 41.4135078, 2.2188259 41.4137542, 2.2191968 41.4140423, 2.2194055 41.4142009, 2.2196573 41.4143887, 2.2198634 41.4145489)",,,,,,,,
2777318583,2269130823,0,217617444,False,Plaça de Tetuan,cycleway,,9.022,"LINESTRING (2.1747898 41.3944728, 2.1748205 41.3944439, 2.1748747 41.3944266)",2,2.5,,,,,,
2777318583,2777318584,0,272814266,False,,cycleway,,75.167,"LINESTRING (2.1747898 41.3944728, 2.1747777 41.3944379, 2.1746693 41.3943041, 2.1746306 41.394264, 2.1745565 41.3942232, 2.1743662 41.3941492, 2.1743419 41.3941327, 2.1741576 41.3940182)",2,2,,,,,,
2777318583,3645155157,0,478415674,False,Plaça de Tetuan,cycleway,,58.977999999999994,"LINESTRING (2.1747898 41.3944728, 2.1747953 41.3944847, 2.1748751 41.394656, 2.1748908 41.3947527, 2.1749155 41.3948703, 2.1749497 41.3949874)",2,2,,,,,,
2777318584,2777318583,0,272814266,False,,cycleway,,75.16700000000002,"LINESTRING (2.1741576 41.3940182, 2.1743419 41.3941327, 2.1743662 41.3941492, 2.1745565 41.3942232, 2.1746306 41.394264, 2.1746693 41.3943041, 2.1747777 41.3944379, 2.1747898 41.3944728)",2,2,,,,,,
2779330181,2775772659,0,"[272633477, 490468086]",False,Rambla de Prim,cycleway,,540.4749999999999,"LINESTRING (2.2129675 41.4160675, 2.213033 41.4160154, 2.2130676 41.4159895, 2.2129974 41.4159465, 2.2129796 41.4159183, 2.2129816 41.4158961, 2.2130083 41.4158657, 2.2140791 41.4150514, 2.2146259 41.4146534, 2.2151744 41.4142413, 2.2171859 41.4127191, 2.2173909 41.4127292)",2,"['3', '2']",,,,,,
2779330181,4826515539,0,"[701741257, 701741258]",True,Rambla de Prim,cycleway,,388.286,"LINESTRING (2.2129675 41.4160675, 2.2129925 41.4160922, 2.2130689 41.4161511, 2.21305 41.4161967, 2.2099942 41.4184588, 2.2099788 41.418471, 2.2099485 41.4184753, 2.209902 41.4184558, 2.2098897 41.4184412, 2.20988 41.4184294)",1,1.5,,,,,,
2779330199,2779343905,0,273038809,True,Rambla de Prim,cycleway,,255.662,"LINESTRING (2.2050977 41.4220987, 2.2050609 41.4220656, 2.2049538 41.4219804, 2.2069465 41.4205325, 2.207005 41.420571)",1,1.5,,,,,,
2779330199,2786421935,0,273040785,False,Rambla de Prim,cycleway,,12.32,"LINESTRING (2.2050977 41.4220987, 2.205029 41.4221539, 2.2049987 41.4221809)",2,2,,,,,,
2779330202,2779330207,0,273038811,True,Rambla de Prim,cycleway,,254.983,"LINESTRING (2.2047422 41.4223653, 2.2048072 41.4224226, 2.2028615 41.4239532, 2.202766 41.4238787)",1,1.5,,,,,,
2779330202,2786421951,0,273040785,False,Rambla de Prim,cycleway,,14.75,"LINESTRING (2.2047422 41.4223653, 2.2048279 41.4223005, 2.2048703 41.422274)",2,2,,,,,,
2779330207,2779330202,0,273038812,True,Rambla de Prim,cycleway,,272.47299999999996,"LINESTRING (2.202766 41.4238787, 2.2027317 41.4238535, 2.2025978 41.4237554, 2.2045893 41.4222564, 2.2047051 41.4223389, 2.2047422 41.4223653)",1,1.5,,,,,,
2779330207,2779330215,0,273038813,False,Rambla de Prim,cycleway,,20.284,"LINESTRING (2.202766 41.4238787, 2.2026731 41.4239483, 2.202594 41.4240077)",2,2,,,,,,
2779330215,2779330207,0,273038813,False,Rambla de Prim,cycleway,,20.284,"LINESTRING (2.202594 41.4240077, 2.2026731 41.4239483, 2.202766 41.4238787)",2,2,,,,,,
2779330215,2779330215,0,"[273038814, 273038815]",True,Rambla de Prim,cycleway,,533.399,"LINESTRING (2.202594 41.4240077, 2.2026857 41.4240736, 2.2005604 41.4255784, 2.200526 41.4255526, 2.2004998 41.4255272, 2.2004228 41.4254035, 2.2024334 41.4238902, 2.2025637 41.4239783, 2.202594 41.4240077)",1,1.5,,,,,,
2779343905,2779330199,0,273038808,True,Rambla de Prim,cycleway,,252.284,"LINESTRING (2.207005 41.420571, 2.2070413 41.4205967, 2.2071186 41.4206502, 2.2051512 41.4221388, 2.2050977 41.4220987)",1,1.5,,,,,,
2779343905,4826515559,0,490468088,False,Rambla de Prim,cycleway,,120.41499999999999,"LINESTRING (2.207005 41.420571, 2.2070436 41.4205478, 2.2070677 41.4205487, 2.2071036 41.4205392, 2.2071544 41.4204998, 2.2072669 41.4204078, 2.2074817 41.4203015, 2.2075935 41.4202612, 2.2076764 41.4201897, 2.2077425 41.4197537)",2,2,,,,,,
2779378050,683286015,0,273043517,False,Plaça de Pau Vila,cycleway,,118.05399999999999,"LINESTRING (2.1855002 41.3814163, 2.1859029 41.3812243, 2.1860357 41.3811219, 2.1865955 41.3808526, 2.1866486 41.3808053)",,,,,,,,
2786421918,4826739122,0,490432366,True,Rambla de Guipúscoa,cycleway,,430.7,"LINESTRING (2.1946751 41.4144457, 2.1947395 41.4144939, 2.195247 41.4148742, 2.1958521 41.4153275, 2.1970286 41.4162091, 2.1981784 41.4170706, 2.1983289 41.4171834)",1,1.5,,,,,,
2786421918,2786421968,0,724057966,False,Carrer de Bac de Roda,cycleway,,14.411999999999999,"LINESTRING (2.1946751 41.4144457, 2.1946085 41.4144955, 2.1945527 41.4145372)",2,2,,,,,,
2786421918,2767286546,0,"[724057964, 724057965, 724057966]",False,Carrer de Bac de Roda,cycleway,,472.18499999999995,"LINESTRING (2.1946751 41.4144457, 2.1947135 41.414417, 2.1947893 41.4143597, 2.1948478 41.4143654, 2.195751 41.4136625, 2.1963229 41.41323, 2.1969258 41.4127767, 2.1975559 41.4122922, 2.1976197 41.4123023, 2.1977004 41.4122365, 2.1980595 41.4119554, 2.1981031 41.4119228, 2.198265 41.4118018, 2.1983015 41.4117745, 2.1986752 41.4114966)",2,2,,,yes,,,
2786421929,2786421935,0,"[329039012, 294393950]",True,Rambla de Guipúscoa,cycleway,,412.995,"LINESTRING (2.2014952 41.4195557, 2.2015732 41.4196201, 2.202725 41.4204756, 2.2038367 41.4213108, 2.2048118 41.4220361, 2.2049542 41.4221458, 2.2049987 41.4221809)",1,1.5,,,,,,
2786421929,2786421960,0,477373220,False,Carrer de Cantàbria,cycleway,,14.461,"LINESTRING (2.2014952 41.4195557, 2.2014405 41.4196078, 2.2013775 41.4196506)",2,2.5,,,,,,
2786421929,1297809324,0,"[477373216, 114606698, 477373220, 490476262]",False,"['Carrer de Josep Pla', 'Carrer de Cantàbria']",cycleway,,655.396,"LINESTRING (2.2014952 41.4195557, 2.2015304 41.4195336, 2.2025172 41.4187872, 2.2025919 41.4187532, 2.2037275 41.4179068, 2.2041874 41.4175482, 2.2042698 41.4175084, 2.2045871 41.4172693, 2.2046282 41.4172384, 2.2047963 41.4171137, 2.2048661 41.4170542, 2.2051119 41.4168658, 2.2053023 41.4167148, 2.2053431 41.4166814, 2.2062297 41.4160284, 2.207057 41.4153969)",2,2.5,,,,,,
