u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,est_width,access,bridge,tunnel,area,service
1864143436,1864143420,0,131326746,False,,cycleway,,9.464,"LINESTRING (2.1762701 41.3954378, 2.1762215 41.3954734, 2.1761995 41.3955033)",,,,,,,,
1864143436,1864143408,0,175855326,True,,cycleway,,108.877,"LINESTRING (2.1762701 41.3954378, 2.1763171 41.3954188, 2.1763774 41.3953924, 2.1764696 41.3953512, 2.1765318 41.3954235, 2.1765747 41.3954678, 2.1766214 41.3955032, 2.176686 41.3955231, 2.1767472 41.3955277, 2.1768083 41.3955251, 2.1769103 41.3954735, 2.176969 41.3955198, 2.1770364 41.3955721, 2.1769984 41.3956133, 2.1769893 41.3956417, 2.1770375 41.3956964, 2.1769956 41.3957298, 2.1769472 41.3957663)",,,,,,,,
1864143436,2269130836,0,175855328,False,,cycleway,,36.504,"LINESTRING (2.1762701 41.3954378, 2.1762527 41.3954257, 2.1760611 41.3952923, 2.1760089 41.3952554, 2.1759498 41.3952141)",,,,,,,,
1864143487,2905939349,0,175855335,True,Avinguda Diagonal,cycleway,,437.015,"LINESTRING (2.1600327 41.3965463, 2.1615073 41.3969182, 2.1615494 41.3969288, 2.1623226 41.3971288, 2.1624631 41.3971651, 2.1631843 41.3973491, 2.1632713 41.3973716, 2.164843 41.3977563, 2.1649156 41.3977741, 2.1649996 41.3977966)",,,2.5,,,,,
1864143487,430535735,0,424088415,True,Plaça del Cinc d'Oros,cycleway,,24.007,"LINESTRING (2.1600327 41.3965463, 2.1600229 41.3965712, 2.1600017 41.39663, 2.1599922 41.3966553, 2.1599792 41.3966901, 2.1599593 41.396755)",,,2.5,,,,,
1864143495,426887391,0,175855331,False,Plaça de Mossèn Jacint Verdaguer,cycleway,,37.401999999999994,"LINESTRING (2.1698221 41.3989566, 2.1698683 41.3989503, 2.1699269 41.3989153, 2.1700063 41.398894, 2.1700884 41.3988825, 2.1701821 41.3988842, 2.1702446 41.3988975)",,2,,,,,,
1864143495,3207273322,0,"[701739498, 701739500]",False,Plaça de Mossèn Jacint Verdaguer,cycleway,,39.194,"LINESTRING (2.1698221 41.3989566, 2.1697462 41.398992, 2.1695659 41.3990983, 2.1694965 41.3991388, 2.169442 41.3991629)",,2,,,,,,
1864143523,1864143412,0,175855334,False,Carrer de la Marina,cycleway,,24.025,"LINESTRING (2.1816015 41.3989946, 2.1815103 41.3989195, 2.1814014 41.3988393)",,,,,,,,
1864143523,3677302439,0,"[272587166, 312564231]",True,Carrer de la Marina,cycleway,,77.428,"LINESTRING (2.1816015 41.3989946, 2.1815644 41.3990603, 2.181507 41.3991073, 2.1814376 41.3991612, 2.1813515 41.399228, 2.1812469 41.3993065, 2.1811932 41.3993528, 2.1811489 41.3993862, 2.1810932 41.3993975, 2.1810176 41.3994504, 2.1809682 41.3994884)",1,2,3,,,,,
2017213353,5290018844,0,"[271586071, 271495703, 280405213, 271613468, 359544125]",False,Carrer de Bac de Roda,cycleway,,362.32399999999996,"LINESTRING (2.2132468 41.4006203, 2.2131252 41.4007243, 2.2128815 41.4009376, 2.2126004 41.401151, 2.2124995 41.4012137, 2.2122475 41.4014093, 2.2119576 41.4016244, 2.2117271 41.4017955, 2.2117013 41.4018374, 2.2116672 41.4018616, 2.2115031 41.4019878, 2.211484 41.4019733, 2.2114105 41.4019176, 2.2113521 41.4018721, 2.2113212 41.4018956, 2.2113009 41.401911, 2.2103874 41.4026062, 2.2102639 41.4027002, 2.2102295 41.4027274)",2,2.5,,,yes,,,
2017213353,6583730913,0,"[702153882, 704897212, 496650005]",False,Passeig Marítim del Bogatell,cycleway,,157.70900000000003,"LINESTRING (2.2132468 41.4006203, 2.213388 41.4006519, 2.2135058 41.4006882, 2.2135976 41.400734, 2.2137066 41.4007844, 2.2139607 41.4009617, 2.2141978 41.4011982, 2.2142948 41.401401, 2.2143188 41.4014342, 2.2144246 41.4015955, 2.2144494 41.4016357)",2,3,,,,,,
2017213353,4906773834,0,496650005,False,Passeig Marítim del Bogatell,cycleway,,560.172,"LINESTRING (2.2132468 41.4006203, 2.2131262 41.4005862, 2.2130669 41.4005491, 2.2128535 41.4003545, 2.2126599 41.4001474, 2.2125226 41.3999608, 2.212134 41.3994339, 2.2119423 41.3991763, 2.2116602 41.3987916, 2.2113639 41.3983905, 2.2107732 41.3975918, 2.2106393 41.397464, 2.2104057 41.3972659, 2.2103554 41.3972313, 2.2102985 41.3971962, 2.2101934 41.3971336, 2.2100026 41.3970566, 2.2098823 41.3970154, 2.2097345 41.3969521, 2.209706 41.3969345, 2.2096237 41.396883, 2.2094065 41.3967604, 2.2092827 41.3966823)",2,3,,,,,,
2128041185,1297790638,0,460175472,False,,cycleway,,144.38,"LINESTRING (2.1800674 41.4580259, 2.180145 41.4579984, 2.1801581 41.458004, 2.1801879 41.4580215, 2.1802336 41.4580599, 2.1802943 41.4581249, 2.1803269 41.4581676, 2.1803633 41.4582256, 2.1803745 41.4582585, 2.1803941 41.4582794, 2.1804211 41.4582892, 2.1804892 41.4582899, 2.1804985 41.4583256, 2.1805035 41.4583526, 2.1805148 41.4584139, 2.1805312 41.4584905, 2.1806459 41.4584786, 2.1806804 41.4584898, 2.1807 41.4585381, 2.1807348 41.4587544, 2.1807681 41.4588792, 2.1807996 41.4589801)",,,,,,,,
2128042600,1297790638,0,280316236,False,,cycleway,,3.792,"LINESTRING (2.1808433 41.4589706, 2.1807996 41.4589801)",,,,,,,,
2238485654,4952629844,0,"[608469123, 505292398]",False,Carrer de Pere IV,cycleway,30,542.322,"LINESTRING (2.1964613 41.4012497, 2.1965116 41.4013701, 2.1973325 41.4023186, 2.1980832 41.403261, 2.1981379 41.4033297, 2.1982036 41.4034103, 2.1982406 41.4034586, 2.1982914 41.4035224, 2.1990401 41.4044622, 2.1998081 41.4054263)",1,2.5,,,,,,
2264150813,1404688810,0,"[72065621, 477577918]",False,,cycleway,,319.11199999999997,"LINESTRING (2.1721601 41.3769094, 2.1722163 41.3769926, 2.1722371 41.3769835, 2.1723197 41.376946, 2.1724187 41.3769152, 2.1735998 41.3766952, 2.1748036 41.3764487, 2.1752829 41.3763526, 2.175383 41.3763896, 2.1755079 41.3763626, 2.1756509 41.3763345, 2.1756277 41.3762445)",,,,,,,,
2269130822,2269130823,0,308748679,False,Gran Via de les Corts Catalanes,cycleway,,13.04,"LINESTRING (2.1749658 41.3943313, 2.1748747 41.3944266)",,,,,,,,
2269130823,2269130822,0,308748679,False,Gran Via de les Corts Catalanes,cycleway,,13.04,"LINESTRING (2.1748747 41.3944266, 2.1749658 41.3943313)",,,,,,,,
2269130823,2777318583,0,217617444,False,Plaça de Tetuan,cycleway,,9.022,"LINESTRING (2.1748747 41.3944266, 2.1748205 41.3944439, 2.1747898 41.3944728)",2,2.5,,,,,,
2269130823,320188325,0,217617444,False,Plaça de Tetuan,cycleway,,28.186,"LINESTRING (2.1748747 41.3944266, 2.1748881 41.3944358, 2.1750568 41.3945515, 2.1751024 41.3945825, 2.175131 41.3945767)",2,2.5,,,,,,
2269130836,1864143436,0,175855328,False,,cycleway,,36.504,"LINESTRING (2.1759498 41.3952141, 2.1760089 41.3952554, 2.1760611 41.3952923, 2.1762527 41.3954257, 2.1762701 41.3954378)",,,,,,,,
2291722035,2810811709,0,286359021,False,Carrer de Ramon Turró,cycleway,,400.25600000000003,"LINESTRING (2.1995106 41.3972889, 2.1994808 41.3972672, 2.1993087 41.3971376, 2.1988179 41.3967678, 2.198544 41.3965614, 2.1983588 41.3964219, 2.1981491 41.3962613, 2.1974404 41.3957307, 2.1972155 41.3955624, 2.196996 41.3954009, 2.1963992 41.3949574, 2.1963497 41.3949233, 2.1963239 41.3948652, 2.196193 41.3947657, 2.1961457 41.3947318)",2,3,,,,,,
2291722035,2473393734,0,286359021,False,Carrer de Ramon Turró,cycleway,,382.05800000000005,"LINESTRING (2.1995106 41.3972889, 2.1996627 41.397402, 2.200452 41.3979889, 2.2006355 41.3981253, 2.2008093 41.3982556, 2.2011477 41.3985094, 2.2012096 41.3985558, 2.2015847 41.3988326, 2.2017685 41.3989682, 2.2019513 41.3991098, 2.2026559 41.3996555, 2.2027431 41.399723)",2,3,,,,,,
2291722035,5216417462,0,440740417,False,Carrer de la Ciutat de Granada,cycleway,,224.247,"LINESTRING (2.1995106 41.3972889, 2.1996583 41.3971766, 2.2000887 41.3968494, 2.2004315 41.3965865, 2.2006028 41.3964551, 2.2007782 41.3963194, 2.2012589 41.3959473, 2.2013591 41.3958697, 2.2013922 41.3958487)",2,2,,,,,,
2291722035,2764460280,0,440740417,False,Carrer de la Ciutat de Granada,cycleway,,267.144,"LINESTRING (2.1995106 41.3972889, 2.1994761 41.3973194, 2.1993092 41.3974476, 2.1986079 41.3979865, 2.1985274 41.3980483, 2.1983724 41.3981674, 2.1972795 41.3990124)",2,2,,,,,,
2291722049,4906795958,0,540673611,False,Avinguda d'Eduard Maristany,cycleway,,4.468,"LINESTRING (2.219583 41.4116779, 2.2195451 41.4116495)",2,2,,,,,,
2291722049,5230187246,0,702147968,False,,cycleway,,14.309000000000001,"LINESTRING (2.219583 41.4116779, 2.219645 41.4116494, 2.2197069 41.4116233, 2.2197309 41.4116127)",,,,,,,,
2291722050,2291722049,0,540673995,True,Avinguda d'Eduard Maristany,cycleway,,11.677,"LINESTRING (2.2196863 41.4117488, 2.219583 41.4116779)",2,2,,,,,,
2304824468,5216444723,0,"[709510546, 286359021]",False,Carrer de Ramon Turró,cycleway,,134.279,"LINESTRING (2.1893086 41.3896683, 2.1904368 41.3904679, 2.1904775 41.3904985)",2,3,,,,,,
2435593681,3743065528,0,72065625,True,,cycleway,,17.730999999999998,"LINESTRING (2.1703342 41.3777071, 2.1703649 41.3777206, 2.17041 41.3777404, 2.1704557 41.3777989, 2.1704584 41.3778096, 2.170462 41.3778242)",,,,,,,,
2435593681,4397168781,0,370605632,False,,cycleway,,3.291,"LINESTRING (2.1703342 41.3777071, 2.1703356 41.3776945, 2.1703374 41.3776776)",,,,no,,,,
2435593701,5306386378,0,370606291,False,,cycleway,,3.984,"LINESTRING (2.1682383 41.3797046, 2.1682401 41.3797404)",,,,no,,,,
2435593701,3743065781,0,72065623,True,,cycleway,,15.053,"LINESTRING (2.1682383 41.3797046, 2.168198 41.3796986, 2.1681611 41.3796848, 2.1681223 41.3796609, 2.168094 41.3796319)",,,,,,,,
2473393734,2291722035,0,286359021,False,Carrer de Ramon Turró,cycleway,,382.05799999999994,"LINESTRING (2.2027431 41.399723, 2.2026559 41.3996555, 2.2019513 41.3991098, 2.2017685 41.3989682, 2.2015847 41.3988326, 2.2012096 41.3985558, 2.2011477 41.3985094, 2.2008093 41.3982556, 2.2006355 41.3981253, 2.200452 41.3979889, 2.1996627 41.397402, 2.1995106 41.3972889)",2,3,,,,,,
2473393978,506223370,0,443607820,False,,cycleway,,149.75,"LINESTRING (2.197145 41.404096, 2.1970706 41.4040411, 2.1960797 41.4033092, 2.1959102 41.4031825, 2.19595 41.4031477)",2,2.5,,,,,,
2473394000,4585624527,0,463852827,False,,cycleway,,10.033,"LINESTRING (2.1960521 41.4049281, 2.1960684 41.4050175)",,,,,,,,
2510768331,4247990806,0,"[497952258, 497952261, 497952262]",False,Passeig de Sant Antoni,cycleway,,399.9559999999999,"LINESTRING (2.1355032 41.3752671, 2.1355923 41.3753969, 2.1356756 41.3754795, 2.1357041 41.3755361, 2.1359378 41.3757498, 2.1359642 41.375774, 2.1360622 41.3759095, 2.1361074 41.3759835, 2.1361792 41.3760469, 2.1364986 41.3763293, 2.136596 41.3764154, 2.1366726 41.376484, 2.1376015 41.3772001, 2.1376977 41.3772558, 2.1377753 41.3773008, 2.1378893 41.3773558, 2.137946 41.3773831, 2.1382118 41.3775146, 2.1382347 41.3775259, 2.1383475 41.3775791, 2.1384003 41.3776043, 2.1384563 41.3776355, 2.1386391 41.3777164, 2.1387967 41.3778137)",2,2.5,,,,,,
2530684916,4961857264,0,294798018,False,Carrer de Provença,cycleway,,239.51000000000002,"LINESTRING (2.1665834 41.3984381, 2.1665965 41.3984878, 2.1665958 41.3984996, 2.166593 41.398543, 2.1673053 41.3990756, 2.1673676 41.3991221, 2.1675479 41.3992568, 2.1677213 41.3993849, 2.167749 41.3994053, 2.1683189 41.3998274, 2.1684917 41.3999627, 2.1685284 41.3999874)",2,1.5,3,,,,,
2530684916,6374595630,0,314679874,True,Avinguda Diagonal,cycleway,,17.628,"LINESTRING (2.1665834 41.3984381, 2.1665101 41.3984195, 2.1664368 41.3984009, 2.1663832 41.3983873)",,,2.5,,,,,
2530684916,3697082894,0,709510549,False,Avinguda Diagonal,cycleway,,28.011,"LINESTRING (2.1665834 41.3984381, 2.1666774 41.3983295, 2.1667889 41.3982401)",2,1.5,3,,,,,
2543521866,4716375227,0,36726314,False,Plaça de Tetuan,cycleway,,2.29,"LINESTRING (2.1750754 41.3952296, 2.1750907 41.3952125)",,2,,,,,,
2543521866,3697148744,0,"[217617441, 36726314]",False,"['Passeig de Sant Joan', 'Plaça de Tetuan']",cycleway,,98.35299999999998,"LINESTRING (2.1750754 41.3952296, 2.1750447 41.3952536, 2.1749977 41.3953027, 2.1748985 41.3953802, 2.1744572 41.3957111, 2.1742901 41.3958397, 2.1742551 41.3958639)",2,2,,,,,,
2543521866,3645155157,0,478415672,True,Plaça de Tetuan,cycleway,,29.659999999999997,"LINESTRING (2.1750754 41.3952296, 2.1749901 41.3951271, 2.1749562 41.3950769, 2.1749497 41.3949874)",1,1,,,,,,
2543521869,1864143420,0,247469531,False,Plaça de Tetuan,cycleway,,49.088,"LINESTRING (2.1756402 41.3953723, 2.1758026 41.3953978, 2.175867 41.3954111, 2.1759496 41.395428, 2.1759882 41.3954353, 2.1761142 41.3954704, 2.1761824 41.3954967, 2.1761995 41.3955033)",2,2,,,,,,
2543521869,2543521866,0,478415673,True,Plaça de Tetuan,cycleway,,51.214999999999996,"LINESTRING (2.1756402 41.3953723, 2.1754021 41.3953639, 2.1752901 41.3953362, 2.1752086 41.3953004, 2.1751059 41.3952458, 2.1750754 41.3952296)",1,1,,,,,,
2590742527,4897232210,0,"[498269276, 228937142]",False,"['Carrer de Tuset', 'Avinguda Diagonal']",cycleway,,282.46399999999994,"LINESTRING (2.1506933 41.396811, 2.150844 41.3967056, 2.1508653 41.3966907, 2.151487 41.3962318, 2.1523125 41.3956356, 2.1529564 41.3951819, 2.1530086 41.3951343, 2.1530166 41.3951233, 2.1530297 41.3950951, 2.1530567 41.3950368, 2.1530662 41.3950165)",2,3,,,,,,
2622079357,6556202432,0,753496513,False,Carrer A,cycleway,,2255.3830000000003,"LINESTRING (2.1326728 41.3229951, 2.133512 41.3244038, 2.1361425 41.3285944, 2.1371814 41.3302494, 2.1385035 41.3324071, 2.1384806 41.3325018, 2.1385819 41.332535, 2.1390054 41.3332261, 2.1390724 41.3332706, 2.1439927 41.3413622)",2,2.5,,,,,,
2622276556,6071607185,0,256578005,False,perimetral nissan,cycleway,,180.173,"LINESTRING (2.1288823 41.3362528, 2.1269138 41.3369168)",,,,,,,,
2622276556,2622276575,0,256578005,False,perimetral nissan,cycleway,,31.829,"LINESTRING (2.1288823 41.3362528, 2.1291631 41.3360592)",,,,,,,,
2622276557,2622276558,0,256578005,False,perimetral nissan,cycleway,,60.286,"LINESTRING (2.1207194 41.3390147, 2.1199975 41.3390276)",,,,,,,,
2622276557,6071607180,0,256578005,False,perimetral nissan,cycleway,,151.131,"LINESTRING (2.1207194 41.3390147, 2.1223698 41.3384563)",,,,,,,,
2622276558,2622276559,0,256578005,False,perimetral nissan,cycleway,,298.673,"LINESTRING (2.1199975 41.3390276, 2.1167187 41.3379532)",,,,,,,,
2622276558,2622276557,0,256578005,False,perimetral nissan,cycleway,,60.286,"LINESTRING (2.1199975 41.3390276, 2.1207194 41.3390147)",,,,,,,,
2622276559,2622276560,0,256578005,False,perimetral nissan,cycleway,,186.638,"LINESTRING (2.1167187 41.3379532, 2.1146855 41.3372555)",,,,,,,,
2622276559,2622276558,0,256578005,False,perimetral nissan,cycleway,,298.673,"LINESTRING (2.1167187 41.3379532, 2.1199975 41.3390276)",,,,,,,,
2622276560,2622276561,0,256578005,False,perimetral nissan,cycleway,,50.17,"LINESTRING (2.1146855 41.3372555, 2.114185 41.3370058)",,,,,,,,
2622276560,2622276559,0,256578005,False,perimetral nissan,cycleway,,186.638,"LINESTRING (2.1146855 41.3372555, 2.1167187 41.3379532)",,,,,,,,
2622276561,2622276562,0,256578005,False,perimetral nissan,cycleway,,25.847,"LINESTRING (2.114185 41.3370058, 2.1140805 41.336787)",,,,,,,,
2622276561,2622276560,0,256578005,False,perimetral nissan,cycleway,,50.17,"LINESTRING (2.114185 41.3370058, 2.1146855 41.3372555)",,,,,,,,
2622276562,2622276563,0,256578005,False,perimetral nissan,cycleway,,29.561,"LINESTRING (2.1140805 41.336787, 2.1141929 41.3365349)",,,,,,,,
2622276562,2622276561,0,256578005,False,perimetral nissan,cycleway,,25.847,"LINESTRING (2.1140805 41.336787, 2.114185 41.3370058)",,,,,,,,
2622276563,2622276564,0,256578005,False,perimetral nissan,cycleway,,50.964,"LINESTRING (2.1141929 41.3365349, 2.1146269 41.3362126)",,,,,,,,
2622276563,2622276562,0,256578005,False,perimetral nissan,cycleway,,29.561,"LINESTRING (2.1141929 41.3365349, 2.1140805 41.336787)",,,,,,,,
2622276564,2622276565,0,256578005,False,perimetral nissan,cycleway,,61.659,"LINESTRING (2.1146269 41.3362126, 2.115262 41.3359296)",,,,,,,,
2622276564,2622276563,0,256578005,False,perimetral nissan,cycleway,,50.964,"LINESTRING (2.1146269 41.3362126, 2.1141929 41.3365349)",,,,,,,,
2622276565,2622276566,0,256578005,False,perimetral nissan,cycleway,,41.603,"LINESTRING (2.115262 41.3359296, 2.1157213 41.3357845)",,,,,,,,
2622276565,2622276564,0,256578005,False,perimetral nissan,cycleway,,61.659,"LINESTRING (2.115262 41.3359296, 2.1146269 41.3362126)",,,,,,,,
2622276566,2622276567,0,256578005,False,perimetral nissan,cycleway,,66.537,"LINESTRING (2.1157213 41.3357845, 2.1164293 41.3355098)",,,,,,,,
2622276566,2622276565,0,256578005,False,perimetral nissan,cycleway,,41.603,"LINESTRING (2.1157213 41.3357845, 2.115262 41.3359296)",,,,,,,,
2622276567,2622276568,0,256578005,False,perimetral nissan,cycleway,,37.09,"LINESTRING (2.1164293 41.3355098, 2.1168237 41.3353563)",,,,,,,,
2622276567,2622276566,0,256578005,False,perimetral nissan,cycleway,,66.537,"LINESTRING (2.1164293 41.3355098, 2.1157213 41.3357845)",,,,,,,,
2622276568,4111732871,0,256578005,False,perimetral nissan,cycleway,,253.365,"LINESTRING (2.1168237 41.3353563, 2.1196007 41.3344376)",,,,,,,,
2622276568,2622276567,0,256578005,False,perimetral nissan,cycleway,,37.09,"LINESTRING (2.1168237 41.3353563, 2.1164293 41.3355098)",,,,,,,,
2622276569,4111732839,0,256578005,False,perimetral nissan,cycleway,,50.705,"LINESTRING (2.1228289 41.333296, 2.1233845 41.3331119)",,,,,,,,
2622276569,4111732860,0,256578005,False,perimetral nissan,cycleway,,210.946,"LINESTRING (2.1228289 41.333296, 2.1205434 41.3341046)",,,,,,,,
2622276570,2622276571,0,256578005,False,perimetral nissan,cycleway,,23.062,"LINESTRING (2.126356 41.3320517, 2.1266274 41.3320132)",,,,,,,,
2622276570,4111732838,0,256578005,False,perimetral nissan,cycleway,,156.187,"LINESTRING (2.126356 41.3320517, 2.124668 41.332657)",,,,,,,,
2622276571,2622276572,0,256578005,False,perimetral nissan,cycleway,,30.363,"LINESTRING (2.1266274 41.3320132, 2.1269524 41.3321357)",,,,,,,,
2622276571,2622276570,0,256578005,False,perimetral nissan,cycleway,,23.062,"LINESTRING (2.1266274 41.3320132, 2.126356 41.3320517)",,,,,,,,
2622276572,6061651692,0,256578005,False,perimetral nissan,cycleway,,120.509,"LINESTRING (2.1269524 41.3321357, 2.127561 41.3331184)",,,,,,,,
2622276572,2622276571,0,256578005,False,perimetral nissan,cycleway,,30.363,"LINESTRING (2.1269524 41.3321357, 2.1266274 41.3320132)",,,,,,,,
2622276573,2622276574,0,256578005,False,perimetral nissan,cycleway,,88.47,"LINESTRING (2.1287379 41.335019, 2.1291449 41.3357536)",,,,,,,,
2622276573,6061651692,0,256578005,False,perimetral nissan,cycleway,,233.065,"LINESTRING (2.1287379 41.335019, 2.127561 41.3331184)",,,,,,,,
2622276574,2622276575,0,256578005,False,perimetral nissan,cycleway,,34.015,"LINESTRING (2.1291449 41.3357536, 2.1291631 41.3360592)",,,,,,,,
2622276574,2622276573,0,256578005,False,perimetral nissan,cycleway,,88.47,"LINESTRING (2.1291449 41.3357536, 2.1287379 41.335019)",,,,,,,,
2622276575,2622276556,0,256578005,False,perimetral nissan,cycleway,,31.829,"LINESTRING (2.1291631 41.3360592, 2.1288823 41.3362528)",,,,,,,,
2622276575,2622276574,0,256578005,False,perimetral nissan,cycleway,,34.015,"LINESTRING (2.1291631 41.3360592, 2.1291449 41.3357536)",,,,,,,,
2641101889,7526564089,0,"[220239216, 220239098]",False,Carrer d'Enric Granados,cycleway,,261.24699999999996,"LINESTRING (2.1573442 41.3915716, 2.1575084 41.391448, 2.1578946 41.3911574, 2.1584373 41.3907396, 2.1586632 41.3905685, 2.1587251 41.3905217, 2.159024 41.3902979, 2.159548 41.3899024)",2,3,,,,,,
2641101889,6428574629,0,"[220239098, 220238939]",False,Carrer d'Enric Granados,cycleway,,408.72900000000004,"LINESTRING (2.1573442 41.3915716, 2.1573295 41.3915863, 2.15715 41.3917201, 2.1567743 41.3920001, 2.1562739 41.3923821, 2.1561915 41.3924428, 2.1556318 41.3928645, 2.1550627 41.393298, 2.1546121 41.3936436, 2.1542949 41.3938825, 2.1539636 41.39414, 2.1539012 41.3941866)",2,3,,,,,,
2641101889,7511926395,0,"[294085191, 709107018, 295281484, 286925713, 295281244]",False,Carrer de Provença,cycleway,,675.4850000000001,"LINESTRING (2.1573442 41.3915716, 2.1574116 41.3916289, 2.1575228 41.3917101, 2.158272 41.3922566, 2.1583545 41.392318, 2.1583878 41.3923231, 2.1585094 41.3924191, 2.1587275 41.3925751, 2.1592663 41.3929625, 2.159759 41.3933714, 2.1599417 41.3935188, 2.1600173 41.3935776, 2.1600866 41.3936337, 2.1614134 41.3946324, 2.1614996 41.3946933, 2.1616509 41.3948047, 2.16179 41.3949176, 2.1618876 41.3949881, 2.1627961 41.3956739, 2.162824 41.3956949, 2.1630124 41.3958371, 2.1630555 41.3958699)",2,1.5,3,,,,,
2641101889,7526506308,0,"[493086071, 709107018, 241903901, 709107015]",False,"['Carrer de Provença', ""Carrer del Comte d'Urgell""]",cycleway,,932.976,"LINESTRING (2.1573442 41.3915716, 2.1572117 41.3914699, 2.1564476 41.3908822, 2.1562186 41.3907061, 2.1560385 41.3905725, 2.1553622 41.3900708, 2.1551002 41.3898764, 2.1548956 41.3897161, 2.1542517 41.3892113, 2.1540119 41.3890233, 2.1537665 41.3888464, 2.1530441 41.3883254, 2.1528587 41.3881917, 2.1525959 41.3880003, 2.1522687 41.387762, 2.1519257 41.3875122, 2.1519075 41.3874954, 2.1519025 41.387244, 2.1519181 41.3872313, 2.1518871 41.3872049, 2.1518338 41.3871421, 2.1518443 41.3871324, 2.1525416 41.3866124, 2.1525824 41.386582, 2.152572 41.3864097, 2.1526314 41.3863655, 2.1527011 41.3863192, 2.152944 41.3863128, 2.1529864 41.3862811, 2.1531385 41.3861672, 2.1538492 41.3856285)",2,"['1.5', '2']",3,,,,,
2657227368,4858601142,0,296836384,True,Carrer de Jordi Girona,cycleway,,2.727,"LINESTRING (2.1177707 41.3891165, 2.1177796 41.3890929)",2,2,,,,,,
2657227368,5427420992,0,662435083,False,,footway,,10.114,"LINESTRING (2.1177707 41.3891165, 2.1177387 41.3891763, 2.1177255 41.3892009)",,,,,,,,
2657227379,2657227368,0,296836384,True,Carrer de Jordi Girona,cycleway,,215.775,"LINESTRING (2.1155523 41.388155, 2.115799 41.3883241, 2.1160127 41.3884478, 2.116271 41.3885917, 2.1165223 41.3887054, 2.1167047 41.3887839, 2.1169943 41.3888986, 2.1172446 41.3889781, 2.1175093 41.3890535, 2.1177707 41.3891165)",2,2,,,,,,
2657227379,5427420984,0,702326807,False,Carrer de Jordi Girona,cycleway,,9.225,"LINESTRING (2.1155523 41.388155, 2.1154979 41.388191, 2.1154717 41.3882117)",2,2,,,,,,
2703938155,629328402,0,493336910,True,Carrer de les Basses d'Horta,cycleway,,339.941,"LINESTRING (2.144008 41.4272369, 2.1440338 41.4272567, 2.1440419 41.4272633, 2.1440935 41.4272527, 2.1442605 41.4272215, 2.1444918 41.4271481, 2.1446125 41.4270973, 2.1447312 41.42703, 2.1448351 41.426943, 2.1449156 41.4268631, 2.144982 41.426767, 2.1450162 41.4266981, 2.1450564 41.4265961, 2.1450719 41.4265146, 2.1450744 41.4264868, 2.1450792 41.426404, 2.1450859 41.4262999, 2.1450893 41.4261245, 2.1450786 41.4259681, 2.1450564 41.4258288, 2.1450155 41.4256704, 2.1449666 41.4255196, 2.1449009 41.4253713, 2.1448305 41.4252436, 2.1447808 41.4251636, 2.1447513 41.4251108, 2.1447272 41.4250259, 2.1447138 41.4249293, 2.1447272 41.4248418, 2.1447667 41.4247423, 2.1447455 41.4247048)",1,1.5,,,,,,
2709095345,7193012612,0,662662166,False,,cycleway,,106.41999999999999,"LINESTRING (2.1954366 41.4298348, 2.1954182 41.42999, 2.1948906 41.4306506, 2.1948703 41.4306779)",,,,,,,,
2713983939,2767355582,0,"[446410880, 379472939]",False,Carrer de Felip II,cycleway,,216.09900000000002,"LINESTRING (2.1753342 41.4291469, 2.1761586 41.4285281, 2.1763228 41.4284049, 2.1763445 41.42839, 2.1764233 41.4283245, 2.1764713 41.4282722, 2.17648 41.4282629, 2.1765234 41.4282221, 2.1766178 41.4281462, 2.1768104 41.4279979, 2.1770392 41.4278365, 2.1771453 41.4277591)",2,2,,,,,,
2746283695,1813619375,0,"[703258890, 703258891, 703259789]",False,,cycleway,,23.387,"LINESTRING (2.1315043 41.3977768, 2.1314993 41.3976956, 2.131499 41.3976823, 2.1315858 41.3976774, 2.131653 41.3976757)",,,,,,,,
2764460280,2810811713,0,271478263,False,Carrer de Pujades,cycleway,,405.41299999999995,"LINESTRING (2.1972795 41.3990124, 2.1972451 41.3989862, 2.1971294 41.3988983, 2.197056 41.3988764, 2.1960786 41.3981327, 2.1955659 41.3977481, 2.1949529 41.3972844, 2.1938981 41.3964843, 2.1938422 41.3964416)",2,2.5,,,,,,
2764460280,6428574586,0,271478263,False,Carrer de Pujades,cycleway,,684.53,"LINESTRING (2.1972795 41.3990124, 2.1973715 41.3990786, 2.1973789 41.3991243, 2.1977929 41.3994345, 2.1983493 41.3998584, 2.1994726 41.4006964, 2.2004128 41.4013734, 2.2004831 41.4014241, 2.2005766 41.4014119, 2.2006295 41.401415, 2.2006781 41.4014293, 2.2007506 41.4014821, 2.2007789 41.4015041, 2.2007761 41.4015355, 2.2007919 41.4015632, 2.2007959 41.4016025, 2.2007921 41.4016681, 2.2007939 41.4017078, 2.2011537 41.4019843, 2.2015802 41.4022999, 2.2026603 41.4031254, 2.2028905 41.4033014, 2.2029291 41.4033285)",2,2.5,,,,,,
2764460280,2291722035,0,440740417,False,Carrer de la Ciutat de Granada,cycleway,,267.144,"LINESTRING (2.1972795 41.3990124, 2.1983724 41.3981674, 2.1985274 41.3980483, 2.1986079 41.3979865, 2.1993092 41.3974476, 2.1994761 41.3973194, 2.1995106 41.3972889)",2,2,,,,,,
