u,v,key,osmid,name,highway,oneway,length,geometry,maxspeed,lanes,ref,access,bridge,tunnel,width,junction,service
42449963,42442957,0,46521994,East 54th Street,secondary,True,215.302,"LINESTRING (-73.96892990000001 40.7583303, -73.966702 40.757381)",,2,,,,,,,
42449963,42448379,0,458166897,3rd Avenue,primary,True,79.9,"LINESTRING (-73.96892990000001 40.7583303, -73.96847150000001 40.7589594)",,7,,,,,,,
42449971,42442961,0,375165500,East 58th Street,secondary,True,215.891,"LINESTRING (-73.9670318 40.7609503, -73.96493359999999 40.7600489, -73.9648028 40.7599916)",,2,,,,,,,
42449971,4288677093,0,375165501,3rd Avenue,primary,True,78.381,"LINESTRING (-73.9670318 40.7609503, -73.9666489 40.761467, -73.96662240000001 40.7614987, -73.9665703 40.7615623)",,4,,,,,,,
42449982,42429980,0,497251086,3rd Avenue,primary,True,79.529,"LINESTRING (-73.96521420000001 40.7634317, -73.96475580000001 40.764057)",,6,,,,,,,
42449982,42442963,0,497251085,East 62nd Street,residential,True,214.72799999999998,"LINESTRING (-73.96521420000001 40.7634317, -73.9647028 40.7632177, -73.9629826 40.7624978)",,,,,,,,,
42449985,42442977,0,196117001,East 65th Street,secondary,True,215.482,"LINESTRING (-73.96384329999999 40.7653085, -73.96370779999999 40.7652513, -73.96327460000001 40.7650685, -73.96309429999999 40.7649924, -73.9625472 40.7647616, -73.9617353 40.764419, -73.9616082 40.7643653)",,,,,,,,,
42449985,5542680310,0,196117089,3rd Avenue,primary,True,68.16799999999999,"LINESTRING (-73.96384329999999 40.7653085, -73.9637958 40.7653713, -73.9634604 40.7658331, -73.96345119999999 40.7658448)",,5,,,,,,,
42449991,42447076,0,5672769,East 69th Street,residential,True,154.346,"LINESTRING (-73.96201840000001 40.7678094, -73.962164 40.7678708, -73.9624797 40.7680039, -73.9631184 40.7682731, -73.963516 40.7684407, -73.9636198 40.7684845)",,,,,,,,,
42449991,42429690,0,686125790,3rd Avenue,primary,True,81.63,"LINESTRING (-73.96201840000001 40.7678094, -73.96197220000001 40.7678727, -73.9616001 40.7683826, -73.9615495 40.7684519)",,5,,,,,,,
42450009,42443020,0,5672524,East 76th Street,residential,True,215.794,"LINESTRING (-73.95871320000001 40.7723386, -73.95647289999999 40.7713964)",,,,,,,,,
42450009,42446472,0,579565231,3rd Avenue,primary,True,80.12,"LINESTRING (-73.95871320000001 40.7723386, -73.95825290000001 40.7729692)",,5,,,,,,,
42450015,42443027,0,5673456,East 79th Street,secondary,False,216.65,"LINESTRING (-73.95728990000001 40.7742888, -73.955044 40.7733383)",,,,,,,,,
42450015,42438503,0,579565231,3rd Avenue,primary,True,85.439,"LINESTRING (-73.95728990000001 40.7742888, -73.9567991 40.7749613)",,5,,,,,,,
42450015,42447105,0,5673456,East 79th Street,secondary,False,154.79299999999998,"LINESTRING (-73.95728990000001 40.7742888, -73.958659 40.7748726, -73.9588917 40.7749718)",,,,,,,,,
42450025,42447115,0,46694764,East 81st Street,residential,True,154.442,"LINESTRING (-73.9563382 40.7755929, -73.9579394 40.7762703)",40 mph,,,,,,,,
42450025,42439403,0,579565231,3rd Avenue,primary,True,81.58,"LINESTRING (-73.9563382 40.7755929, -73.95586950000001 40.776235)",,5,,,,,,,
42450028,42447132,0,56578204,East 85th Street,residential,True,154.37,"LINESTRING (-73.95448140000001 40.778137, -73.9560833 40.7788122)",,,,,,,,,
42450028,42429338,0,579565231,3rd Avenue,primary,True,88.058,"LINESTRING (-73.95448140000001 40.778137, -73.9539755 40.7788301)",,5,,,,,,,
42450030,42447136,0,5672411,East 87th Street,residential,True,154.528,"LINESTRING (-73.95348869999999 40.7794971, -73.9536305 40.779557, -73.9550916 40.7801739)",,,,,,,,,
42450030,42445740,0,579565231,3rd Avenue,primary,True,80.232,"LINESTRING (-73.95348869999999 40.7794971, -73.9534436 40.779559, -73.9530675 40.7800743, -73.9530275 40.7801285)",,5,,,,,,,
42450035,42447144,0,5672941,East 91st Street,residential,True,154.44299999999998,"LINESTRING (-73.95165679999999 40.7820071, -73.9517979 40.7820665, -73.95316029999999 40.78264, -73.95326 40.782682)",,,,,,,,,
42450035,42448735,0,579565231,3rd Avenue,primary,True,80.205,"LINESTRING (-73.95165679999999 40.7820071, -73.9516098 40.7820707, -73.9514461 40.7822921, -73.95123270000001 40.7825808, -73.95119149999999 40.7826365)",,5,,,,,,,
42450037,4163883691,0,569266484,East 93rd Street,residential,True,153.07899999999998,"LINESTRING (-73.9507524 40.783269, -73.95088029999999 40.7833179, -73.952242 40.783895, -73.9523418 40.7839373)",,,,,,,,,
42450037,42444500,0,579565231,3rd Avenue,primary,True,80.841,"LINESTRING (-73.9507524 40.783269, -73.950711 40.7833273, -73.95034 40.7838486, -73.9502957 40.7839085)",,5,,,,,,,
42450044,42447166,0,353220077,East 96th Street,secondary,False,154.45999999999998,"LINESTRING (-73.94933020000001 40.7851967, -73.9494701 40.7852588, -73.9496972 40.7853582, -73.95082840000001 40.7858325, -73.9509304 40.785876)",,4,,,,,,,
42450044,42443054,0,353220080,East 96th Street,secondary,False,216.02799999999996,"LINESTRING (-73.94933020000001 40.7851967, -73.94920089999999 40.7851429, -73.9490172 40.7850621, -73.9474467 40.7844014, -73.94731109999999 40.7843443, -73.9472275 40.7843092, -73.9470901 40.7842494)",,4,,,,,,,
42450044,42449007,0,652023438,3rd Avenue,primary,True,87.127,"LINESTRING (-73.94933020000001 40.7851967, -73.9492533 40.7853002, -73.9488752 40.7858191, -73.9488285 40.785882)",,6,,,,,,,
42450048,6181480033,0,652023436,3rd Avenue,primary,True,79.272,"LINESTRING (-73.94838780000001 40.7865037, -73.9483438 40.7865608, -73.94802079999999 40.7869997, -73.9479698 40.7870627, -73.9479214 40.7871229)",,3,,,,,,,
42450052,42438953,0,652023437,3rd Avenue,primary,True,80.38199999999999,"LINESTRING (-73.9474623 40.7877536, -73.94741689999999 40.7878158, -73.94708989999999 40.7882637, -73.947042 40.7883297, -73.9469991 40.7883857)",,,,,,,,,
42450055,42450057,0,652023437,3rd Avenue,primary,True,86.328,"LINESTRING (-73.945171 40.7908925, -73.94512640000001 40.7909535, -73.9447476 40.7914725, -73.944675 40.791572)",,,,,,,,,
42450055,42447179,0,685336387,East 105th Street,residential,True,153.926,"LINESTRING (-73.945171 40.7908925, -73.94530829999999 40.7909506, -73.9466852 40.7915336, -73.94676680000001 40.7915682)",20 mph,,,,,,,,
42450057,42443068,0,497259111,East 106th Street,secondary,False,216.035,"LINESTRING (-73.944675 40.791572, -73.94454349999999 40.7915165, -73.9444258 40.7914669, -73.94432569999999 40.7914247, -73.9427838 40.7907748, -73.9425778 40.790688, -73.9424329 40.7906269)",25 mph,,,,,,,,
42450057,42447182,0,497259111,East 106th Street,secondary,False,154.506,"LINESTRING (-73.944675 40.791572, -73.9448105 40.7916291, -73.9459667 40.7921165, -73.9461842 40.7922081, -73.94627850000001 40.792248)",25 mph,,,,,,,,
42450057,7777321715,0,652023437,3rd Avenue,primary,True,85.67099999999999,"LINESTRING (-73.944675 40.791572, -73.9446068 40.7916655, -73.9442205 40.7921948, -73.9441827 40.7922463)",,,,,,,,,
42450061,42447187,0,5673416,East 109th Street,residential,True,154.62,"LINESTRING (-73.94326890000001 40.7934995, -73.94339840000001 40.7935665, -73.9447807 40.7941455, -73.9448683 40.7941822)",,,,,,,,,
42450061,42434385,0,652023437,3rd Avenue,primary,True,80.447,"LINESTRING (-73.94326890000001 40.7934995, -73.9432238 40.7935619, -73.9430634 40.7937797, -73.9428059 40.7941324)",,,,,,,,,
42450066,42449422,0,652023437,3rd Avenue,primary,True,82.147,"LINESTRING (-73.9423475 40.7947603, -73.94187549999999 40.7954069)",,,,,,,,,
42450066,42447192,0,634469643,East 111th Street,residential,True,154.27,"LINESTRING (-73.9423475 40.7947603, -73.9438686 40.7954021, -73.9439483 40.7954357)",,,,,,,,,
42450071,42449840,0,196117086,3rd Avenue,primary,True,87.348,"LINESTRING (-73.9400272 40.7979386, -73.9395221 40.7986248)",,,,,,,,,
42450071,42447199,0,584971393,East 116th Street,residential,False,154.144,"LINESTRING (-73.9400272 40.7979386, -73.9408978 40.7983075, -73.9416251 40.7986157)",,,,,,,,,
42450071,42443085,0,587061842,East 116th Street,residential,False,215.943,"LINESTRING (-73.9400272 40.7979386, -73.9381296 40.7971633, -73.9377697 40.7970162)",25 mph,,,,,,,,
42450080,42445196,0,196117086,3rd Avenue,primary,True,79.417,"LINESTRING (-73.93768849999999 40.8011376, -73.9372326 40.8017629)",,,,,,,,,
42450080,42447206,0,5672860,East 121st Street,residential,True,154.254,"LINESTRING (-73.93768849999999 40.8011376, -73.9386603 40.8015462, -73.9392896 40.8018125)",,,,,,,,,
42450083,42438774,0,196117086,3rd Avenue,primary,True,79.749,"LINESTRING (-73.93677 40.802397, -73.93631000000001 40.803024)",,,,,,,,,
42450083,42447207,0,452512076,East 123rd Street,residential,True,154.196,"LINESTRING (-73.93677 40.802397, -73.9375435 40.8027226, -73.938371 40.803071)",,,,,,,,,
42450089,42447208,0,5673081,East 127th Street,residential,True,153.49599999999998,"LINESTRING (-73.93487330000001 40.8050044, -73.9357842 40.8053839, -73.936471 40.80567)",,,,,,,,,
42450089,5920694629,0,196117088,3rd Avenue,secondary,True,80.628,"LINESTRING (-73.93487330000001 40.8050044, -73.93462340000001 40.8053327, -73.9343853 40.8056283)",,,,,,,,,
42450089,42443118,0,275298521,East 127th Street,secondary,True,213.876,"LINESTRING (-73.93487330000001 40.8050044, -73.93429570000001 40.8047612, -73.93265239999999 40.8040698)",,,,,,,,,
42450109,1241986437,0,"[5671777, 108220723]","['West Road', 'Road 10']",residential,False,1325.19,"LINESTRING (-73.9522642 40.7602829, -73.95229809999999 40.7603588, -73.95222939999999 40.7605072, -73.95184860000001 40.761007, -73.951567 40.761664, -73.9512077 40.7620805, -73.9509316 40.7624006, -73.9500706 40.7633986, -73.94980169999999 40.7636207, -73.9491939 40.764051, -73.94911620000001 40.7641088, -73.9490409 40.7641612, -73.9487319 40.7645591, -73.94831619999999 40.7650942, -73.94818359999999 40.7652649, -73.9477346 40.7658429, -73.9468591 40.766936, -73.9462508 40.7676445, -73.945916 40.768095, -73.9458578 40.7681217, -73.9457081 40.7681901, -73.9456177 40.7683094, -73.9455695 40.768373, -73.9452922 40.7686673, -73.9452143 40.7687063, -73.9450714 40.7687345, -73.9449808 40.7687138, -73.9446684 40.7685698, -73.944097 40.7683065, -73.9439227 40.7683187, -73.94344390000001 40.7688357, -73.94333640000001 40.7688922)",,,,,,,,,
42450109,42448828,0,275305127,West Road,residential,True,45.510999999999996,"LINESTRING (-73.9522642 40.7602829, -73.95222029999999 40.7602963, -73.9518427 40.7603501, -73.9517968 40.7603578, -73.9517365 40.760368)",15 mph,,,,,,,,
42450275,42455337,0,5672662,Audubon Avenue,tertiary,False,75.92,"LINESTRING (-73.928692 40.853724, -73.928254 40.854321)",,,,,,,,,
42450275,42455335,0,5672662,Audubon Avenue,tertiary,False,79.239,"LINESTRING (-73.928692 40.853724, -73.929147 40.8531)",,,,,,,,,
42450275,42433107,0,5671788,West 189th Street,residential,True,133.839,"LINESTRING (-73.928692 40.853724, -73.9299575 40.8542575, -73.930082 40.85431)",,,,,,,,,
42450290,42436296,0,104984009,Bennett Avenue,residential,True,123.869,"LINESTRING (-73.93426599999999 40.855581, -73.93462700000001 40.854501)",,,,,,,,,
42450325,42439335,0,439933948,MacDougal Street,residential,True,95.377,"LINESTRING (-74.00251299999999 40.727601, -74.003122 40.726878)",25 mph,,,,,,,,
42450325,42430167,0,5672654,King Street,residential,True,54.55,"LINESTRING (-74.00251299999999 40.727601, -74.0030089 40.7276497, -74.00315500000001 40.727664)",25 mph,,,,,,,,
42450341,42445039,0,46525065,West 58th Street,tertiary,True,273.895,"LINESTRING (-73.98808289999999 40.7697689, -73.98795990000001 40.7697177, -73.9876709 40.7695976, -73.9863378 40.7690433, -73.9852319 40.7685835)",,2,,,,,,,
42450341,42440935,0,"[195743297, 808190578]",10th Avenue,primary,True,81.732,"LINESTRING (-73.98808289999999 40.7697689, -73.988013 40.7698642, -73.9878368 40.7701086, -73.987617 40.7704137)",25 mph,"['4', '3']",,,,,,,
42450352,42430747,0,5671801,West 58th Street,unclassified,False,265.22,"LINESTRING (-73.9936601 40.7721604, -73.99360160000001 40.7721352, -73.9924335 40.7716315, -73.99195280000001 40.7714243, -73.990923 40.7709804)",,2,,,,,,,
42450352,247123651,0,22941930,12th Avenue,unclassified,True,75.639,"LINESTRING (-73.9936601 40.7721604, -73.9932596 40.7727103, -73.9932257 40.7727558)",,1,,,,,,,
42450426,42445936,0,5672954,East 54th Street,secondary,True,154.918,"LINESTRING (-73.9753733 40.7610414, -73.9752579 40.7609916, -73.97376629999999 40.7603636)",,2,,,,,,,
42450426,42436700,0,458180197,5th Avenue,secondary,True,79.34,"LINESTRING (-73.9753733 40.7610414, -73.9754142 40.7609853, -73.9757828 40.7604798, -73.97582869999999 40.7604168)",25 mph,3,,,,,,,
42450434,42440966,0,"[808190577, 195743301]",10th Avenue,primary,True,81.349,"LINESTRING (-73.9899624 40.7671828, -73.9899106 40.7672543, -73.9897151 40.7675242, -73.9895456 40.7677582, -73.98949949999999 40.7678249)",25 mph,"['4', '3']",,,,,,,
42450434,42445033,0,584971503,West 54th Street,secondary,True,273.069,"LINESTRING (-73.9899624 40.7671828, -73.9898412 40.7671306, -73.98726259999999 40.7660511, -73.9871254 40.7659937)",,4,,,,,,,
42450456,42456708,0,195743332,5th Avenue,secondary,True,85.88,"LINESTRING (-73.951111 40.794285, -73.9511785 40.794192, -73.95134539999999 40.7939618, -73.9515619 40.7936633, -73.95160199999999 40.793608)",,,,,,,,,
42450456,42446138,0,584971390,East 106th Street,secondary,False,154.623,"LINESTRING (-73.951111 40.794285, -73.951003 40.7942407, -73.94980219999999 40.7937486, -73.94961429999999 40.7936716, -73.9494988 40.7936189)",25 mph,2,,,,,,,
42450460,596776201,0,5671811,East 106th Street,secondary,True,26.231,"LINESTRING (-73.9477368 40.792905, -73.9480076 40.7930217)",25 mph,1,,,,,,,
42450460,42445817,0,353134391,Park Avenue,secondary,True,80.686,"LINESTRING (-73.9477368 40.792905, -73.947688 40.7929701, -73.9473053 40.7934915, -73.9472706 40.793539)",,,,,,,,,
42450468,42433513,0,"[730895492, 355192293]",East 106th Street,residential,False,212.94899999999998,"LINESTRING (-73.94006419999999 40.7896284, -73.9399317 40.7895729, -73.93972239999999 40.7894853, -73.9394996 40.789392, -73.93876779999999 40.7890856, -73.9382695 40.7888764, -73.9379333 40.7887352, -73.9378507 40.7887016)",25 mph,2,,,,,,,
42450468,42436653,0,420885231,1st Avenue,primary,True,162.202,"LINESTRING (-73.94006419999999 40.7896284, -73.9399951 40.7897232, -73.9397132 40.7901095, -73.9396014 40.7902626, -73.9395853 40.7902846, -73.9395069 40.7903922, -73.9391868 40.7908301, -73.939132 40.790905)",25 mph,,,,,,,,
42450468,42443068,0,497259111,East 106th Street,secondary,False,228.24800000000002,"LINESTRING (-73.94006419999999 40.7896284, -73.9401707 40.7896733, -73.94020829999999 40.7896891, -73.9404217 40.7897822, -73.9404792 40.7898034, -73.9407803 40.7899303, -73.9419966 40.7904429, -73.942088 40.7904814, -73.9423062 40.7905734, -73.9423469 40.7905906, -73.9424329 40.7906269)",25 mph,,,,,,,,
42450634,371188320,0,"[375312362, 32959299]",FDR Drive,motorway,True,397.118,"LINESTRING (-73.953183 40.7639358, -73.953636 40.7634712, -73.95423599999999 40.7627954, -73.9544154 40.7626076, -73.954583 40.7624484, -73.9547847 40.7622658, -73.95571270000001 40.7614506, -73.9559612 40.7612346, -73.95608559999999 40.761127)",,3,,,,building_passage,,,
42450641,42424142,0,32960688,FDR Drive,secondary,True,87.694,"LINESTRING (-73.9477833 40.7702836, -73.9483958 40.7696458)",,,,,,,,,
42450641,42451744,0,195743170,East 79th Street,secondary,False,28.389,"LINESTRING (-73.9477833 40.7702836, -73.9480782 40.7704073)",,,,,,,,,
42450814,42454010,0,628093103,East 38th Street,residential,False,119.288,"LINESTRING (-73.97043290000001 40.7457826, -73.9704926 40.7458081, -73.9711064 40.7460699, -73.97154 40.7462548, -73.97166679999999 40.7463089)",,,,,,,,,
42450814,6176628861,0,659714534,FDR Drive,primary,True,80.18999999999998,"LINESTRING (-73.97043290000001 40.7457826, -73.9706461 40.7455316, -73.9708926 40.7452268, -73.9709376 40.7451712)",,2,,,,,,,
42450820,42423296,0,32936739,FDR Drive,motorway,True,351.08299999999997,"LINESTRING (-73.9762762 40.7153926, -73.9773969 40.7131752, -73.9777809 40.7124485)",40 mph,3,,,,,,,
42450820,42423295,0,"[32935474, 420884524]",,motorway_link,True,265.357,"LINESTRING (-73.9762762 40.7153926, -73.9764235 40.715217, -73.9765007 40.7151111, -73.97687380000001 40.7144408, -73.97712249999999 40.7139539, -73.977423 40.7133495, -73.9774767 40.7132966, -73.977586 40.71325)",40 mph,2,,,,,,,
42451018,42439191,0,162041587,Avenue C,primary,True,165.686,"LINESTRING (-73.9748707 40.7342008, -73.97454620000001 40.7329242, -73.9744611 40.7327455)",25 mph,,,,,,,,
42451126,4950763055,0,46201647,FDR Drive,residential,True,267.293,"LINESTRING (-73.97247299999999 40.7427908, -73.9726442 40.742452, -73.9727819 40.7421147, -73.9728674 40.7418137, -73.97302329999999 40.7408631, -73.973086 40.7404436)",,,,,,,,,
42451126,370912817,0,"[32937832, 134485639]",,motorway_link,True,239.095,"LINESTRING (-73.97247299999999 40.7427908, -73.9725809 40.7424263, -73.97265659999999 40.742194, -73.9727882 40.7416844, -73.9728844 40.7411475, -73.9728988 40.7406713)",,1,,,yes,,,,
42451332,371188756,0,"[375316042, 375316043, 34769061]",,motorway_link,True,192.303,"LINESTRING (-73.9576339 40.7602241, -73.9576108 40.7602162, -73.9575809 40.760211, -73.9575348 40.7602057, -73.9574922 40.760204, -73.95745770000001 40.760204, -73.9574047 40.7602075, -73.9573529 40.7602127, -73.95730450000001 40.7602197, -73.95726329999999 40.7602306, -73.95721589999999 40.7602468, -73.9571701 40.7602699, -73.9570202 40.7603623, -73.95673480000001 40.7605484, -73.95648250000001 40.7607155, -73.9563228 40.7608253, -73.9562093 40.7609176, -73.95608319999999 40.7610115, -73.9558377 40.761183)",,,,,,building_passage,,,
42451332,42422530,0,336534277,FDR Drive,residential,True,81.49700000000001,"LINESTRING (-73.9576339 40.7602241, -73.95768959999999 40.7601777, -73.9577845 40.7600998, -73.9578774 40.7599987, -73.95798739999999 40.7598788, -73.9581249 40.7597122, -73.9581402 40.7596983, -73.95815090000001 40.759689, -73.9581647 40.7596798, -73.95818149999999 40.759674, -73.9581937 40.7596705, -73.958209 40.7596682, -73.9582334 40.759667)",,,,,,,,,
42451370,42452994,0,5672148,Morris Street,residential,False,74.32200000000002,"LINESTRING (-74.01595330000001 40.706677, -74.0158088 40.7066419, -74.01544610000001 40.7065538, -74.0151552 40.7064831, -74.0151288 40.7064729, -74.0151189 40.7064654)",25 mph,,,,,,,,
42451370,246911576,0,"[420888152, 420888151]",West Street,primary,True,43.656000000000006,"LINESTRING (-74.01595330000001 40.706677, -74.01588750000001 40.7068436, -74.0158047 40.7070531)",35 mph,4,,,,,,,
42451375,42451370,0,413203693,West Street,primary,True,184.033,"LINESTRING (-74.0164671 40.7050716, -74.01646340000001 40.7051122, -74.0164572 40.7051501, -74.0164465 40.705189, -74.0161509 40.7059492, -74.016121 40.7060317, -74.0160904 40.7061211, -74.01606030000001 40.7062142, -74.0160372 40.706296, -74.0160156 40.7063829, -74.0160027 40.7064496, -74.0159858 40.7065492, -74.015984 40.7065577, -74.0159714 40.7066133, -74.01595330000001 40.706677)",35 mph,2,,,,,,,
42451564,3099326127,0,275298544,West 129th Street,residential,True,16.387,"LINESTRING (-73.94354490000001 40.8102846, -73.94371529999999 40.8103559)",,,,,,,,,
42451564,42453253,0,305323024,Malcolm X Boulevard,secondary,True,79.166,"LINESTRING (-73.94354490000001 40.8102846, -73.94309079999999 40.8109081)",,,,,,,,,
42451593,42432097,0,5671920,Norfolk Street,primary,True,112.44300000000001,"LINESTRING (-73.9883784 40.7164713, -73.9883234 40.7165747, -73.9879425 40.7172899, -73.98787900000001 40.717409)",25 mph,,,,,,,,
42451593,42447428,0,46201679,Grand Street,primary,False,77.422,"LINESTRING (-73.9883784 40.7164713, -73.9882999 40.7164474, -73.9875885 40.7162311, -73.9875258 40.7162121)",25 mph,,,,,,,,
42451593,42452084,0,"[420354362, 194923770]",Grand Street,secondary,False,70.388,"LINESTRING (-73.9883784 40.7164713, -73.98843909999999 40.7164898, -73.98896240000001 40.7166488, -73.9890396 40.7166723, -73.9891454 40.7167195)",25 mph,,,,,,,,
42451604,42455039,0,195745916,East Houston Street,primary,True,72.477,"LINESTRING (-73.98545780000001 40.7220522, -73.9861461 40.722261, -73.9862562 40.7222945)",25 mph,,,,,,,,
42451650,42433542,0,46334663,Forsyth Street,residential,True,60.709,"LINESTRING (-73.9941371 40.7142715, -73.9941128 40.7142124, -73.9939605 40.7138632, -73.9939452 40.7137475)",25 mph,,,,,,,,
42451650,42453691,0,414894542,Division Street,secondary,True,60.228,"LINESTRING (-73.9941371 40.7142715, -73.9942587 40.7142633, -73.9947418 40.7142308, -73.99484889999999 40.7142236)",25 mph,,,,,,,,
42451660,42432111,0,40709928,Forsyth Street,residential,True,109.498,"LINESTRING (-73.99308980000001 40.7179326, -73.99305 40.7180105, -73.992621 40.718851)",25 mph,,,,,,,,
42451660,42429641,0,"[46348768, 5671341]","['Hester Street', 'Forsyth Street']",residential,True,220.818,"LINESTRING (-73.99308980000001 40.7179326, -73.9931349 40.7178451, -73.99367719999999 40.7167923, -73.9937 40.716748, -73.99359320000001 40.716716, -73.9928863 40.7165043, -73.9928237 40.7164855)",25 mph,1,,,,,,,
42451660,42429643,0,226041016,Grand Street,secondary,False,79.208,"LINESTRING (-73.99308980000001 40.7179326, -73.9929966 40.7179043, -73.9922899 40.71769, -73.9922172 40.717668)",25 mph,,,,,,,,
42451660,42452067,0,"[40709929, 420354363]",Grand Street,secondary,False,66.837,"LINESTRING (-73.99308980000001 40.7179326, -73.9931399 40.717948, -73.9931995 40.7179664, -73.99330809999999 40.718, -73.9936952 40.7181212, -73.9937357 40.718134, -73.99382420000001 40.7181594)",25 mph,,,,,,,,
42451665,42443127,0,"[452319507, 634986991]",East Houston Street,primary,True,71.595,"LINESTRING (-73.99024249999999 40.723496, -73.99035189999999 40.7235304, -73.9908696 40.7236942, -73.99093480000001 40.7237141, -73.9910273 40.7237426)",25 mph,3,,,,,,,
42451674,42437686,0,464515614,5th Avenue,secondary,True,77.066,"LINESTRING (-73.9859541 40.7465291, -73.98639300000001 40.745921)",25 mph,,,,,,,,
42451674,42428232,0,46490538,West 31st Street,tertiary,True,230.32000000000002,"LINESTRING (-73.9859541 40.7465291, -73.9866036 40.7468083, -73.98685879999999 40.746918, -73.98751439999999 40.7471998, -73.9882064 40.747497, -73.98833209999999 40.7475512)",25 mph,,,,,,,,
42451695,42446668,0,767990686,10th Avenue,primary,True,156.128,"LINESTRING (-74.0005305 40.7526895, -73.99963440000001 40.7539186)",25 mph,,,,,,69.6 ft,,
42451712,42454391,0,46201667,FDR Drive,primary,True,148.981,"LINESTRING (-73.97494880000001 40.7203342, -73.97497660000001 40.719936, -73.9750693 40.7190362, -73.97507090000001 40.7189977)",25 mph,,,,,,,,
42451736,42435415,0,164846390,10th Avenue,primary,False,79.456,"LINESTRING (-73.921232 40.861311, -73.9208687 40.8618067, -73.92077399999999 40.861936)",,4,,,,,,,
42451736,42445644,0,164846390,10th Avenue,primary,False,79.086,"LINESTRING (-73.921232 40.861311, -73.9214198 40.8610497, -73.9216811 40.8606861)",,4,,,,,,,
42451744,42450641,0,195743170,East 79th Street,secondary,False,28.389,"LINESTRING (-73.9480782 40.7704073, -73.9477833 40.7702836)",,,,,,,,,
42451744,42438513,0,5671945,East End Avenue,residential,False,84.60799999999999,"LINESTRING (-73.9480782 40.7704073, -73.9480136 40.7704961, -73.94762299999999 40.771027, -73.94758969999999 40.7710722)",,,,,,,,,
42451744,42428020,0,"[68668524, 497253396]",East 79th Street,secondary,False,227.347,"LINESTRING (-73.9480782 40.7704073, -73.9481883 40.7704518, -73.9493095 40.7709263, -73.9503071 40.7713474, -73.95043680000001 40.7714021)",,,,,,,,,
42451754,371206274,0,5672135,East 81st Street,residential,False,29.62,"LINESTRING (-73.9471185 40.7717169, -73.9469967 40.7716668, -73.94680959999999 40.7715895)",,,,,,,,,
42451754,42428024,0,46694764,East 81st Street,residential,True,226.93599999999998,"LINESTRING (-73.9471185 40.7717169, -73.9472505 40.7717714, -73.94934170000001 40.7726552, -73.9494729 40.7727099)",40 mph,,,,,,,,
42451754,42439416,0,195743176,East End Avenue,residential,False,80.55,"LINESTRING (-73.9471185 40.7717169, -73.94707409999999 40.7717778, -73.9466998 40.772291, -73.946656 40.772351)",,,,,,,,,
42451754,42438513,0,195743176,East End Avenue,residential,False,81.93599999999999,"LINESTRING (-73.9471185 40.7717169, -73.947158 40.7716628, -73.947542 40.7711375, -73.94758969999999 40.7710722)",,,,,,,,,
42451766,42428034,0,5673307,East 85th Street,residential,True,227.076,"LINESTRING (-73.945268 40.7742524, -73.9453999 40.774308, -73.9474961 40.7751918, -73.9476241 40.7752458)",,,,,,,,,
42451766,42429348,0,803060436,East End Avenue,residential,False,87.606,"LINESTRING (-73.945268 40.7742524, -73.945221 40.7743201, -73.94484439999999 40.7748487, -73.9447748 40.7749461)",,,,yes,,,,,
42451766,42435522,0,803060436,East End Avenue,residential,False,79.98400000000001,"LINESTRING (-73.945268 40.7742524, -73.9453058 40.7741984, -73.9456836 40.7736842, -73.9457297 40.7736238)",,,,yes,,,,,
42451773,42428039,0,5672411,East 87th Street,residential,True,223.827,"LINESTRING (-73.94430869999999 40.7756206, -73.9444099 40.7756637, -73.94476160000001 40.7758122, -73.9465052 40.7765484, -73.94663009999999 40.7766012)",,,,,,,,,
42451773,42445757,0,803060436,East End Avenue,residential,False,80.736,"LINESTRING (-73.94430869999999 40.7756206, -73.9442627 40.7756853, -73.94392740000001 40.7761558, -73.9438945 40.7761965, -73.9438474 40.776257)",,,,yes,,,,,
42451773,42429348,0,803060436,East End Avenue,residential,False,84.65,"LINESTRING (-73.94430869999999 40.7756206, -73.94434029999999 40.7755762, -73.9447102 40.7750425, -73.9447748 40.7749461)",,,,yes,,,,,
42451787,387184869,0,194923808,1st Avenue,primary,True,77.20700000000001,"LINESTRING (-73.97943530000001 40.7355808, -73.97938619999999 40.7356486, -73.97902379999999 40.7361505, -73.9789954 40.7361899)",25 mph,,,,,,,,
42451787,1692450029,0,"[439933940, 663499005, 157014135]",East 21st Street,residential,True,232.571,"LINESTRING (-73.97943530000001 40.7355808, -73.97957030000001 40.7356379, -73.97961669999999 40.7356576, -73.9799799 40.7358113, -73.98099550000001 40.7362411, -73.9817647 40.7365666, -73.9818452 40.7366007)",25 mph,,,,,,,,
42451932,42433151,0,560350513,Fort George Avenue,secondary,False,81.252,"LINESTRING (-73.92743539999999 40.8571682, -73.92792849999999 40.8569877, -73.928135 40.8568696, -73.92826599999999 40.8568009)",,,,,,,,,
