u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,service,width,access,est_width,bridge,junction,tunnel,ref,area
2957552250,1446594087,0,130880771,,Rue de Picpus,residential,30,True,110.177,"LINESTRING (2.4022042 48.8374678, 2.4014868 48.8383389)",,,,,,,,,
2957552251,159658784,0,15889807,,Rue de la Vega,residential,30,True,8.699,"LINESTRING (2.405267 48.8379604, 2.4053028 48.838035)",,,,,,,,,
2957552252,2957552253,0,15891511,,Rue de Toul,residential,30,True,9.182,"LINESTRING (2.402609 48.8382163, 2.4026282 48.8382979)",,,,,,,,,
2957552253,159671408,0,15891511,,Rue de Toul,residential,30,True,11.613,"LINESTRING (2.4026282 48.8382979, 2.4026175 48.8384021)",,,,,,,,,
2957552254,268221739,0,24677030,,Rue Sidi Brahim,residential,30,True,6.375,"LINESTRING (2.4005968 48.8391635, 2.4006442 48.8392116)",,,,,,,,,
2957552255,268221739,0,130880771,,Rue de Picpus,residential,30,True,10.897,"LINESTRING (2.4007271 48.8391302, 2.4006442 48.8392116)",,,,,,,,,
2957552256,1784413022,0,568304214,,Rue Dugommier,residential,30,True,118.884,"LINESTRING (2.3901181 48.8393274, 2.3914876 48.8399024)",,,,,,,,,
2957552257,159671407,0,15891511,,Rue de Toul,residential,30,True,7.628,"LINESTRING (2.4025321 48.8396519, 2.4025135 48.8397194)",,,,,,,,,
2962773775,24911956,0,24014508,,Rue Vauvenargues,residential,30,False,17.825,"LINESTRING (2.3325171 48.8942691, 2.3323938 48.8944074)",,,,,,,,,
2962773775,5534759500,0,24014508,,Rue Vauvenargues,residential,30,False,2.73,"LINESTRING (2.3325171 48.8942691, 2.3325381 48.8942488)",,,,,,,,,
2962773776,3835372157,0,24014508,,Rue Vauvenargues,residential,30,False,20.617,"LINESTRING (2.3312313 48.8956017, 2.3310711 48.8957543)",,,,,,,,,
2962773776,24911956,0,24014508,,Rue Vauvenargues,residential,30,False,157.665,"LINESTRING (2.3312313 48.8956017, 2.3323938 48.8944074)",,,,,,,,,
2962773779,178884498,0,24014974,,Rue Belliard,residential,30,True,12.059,"LINESTRING (2.3308891 48.8957887, 2.3310504 48.8958114)",,,,,,,,,
2962773781,178882047,0,590268297,,Rue Leibniz,residential,30,True,9.214,"LINESTRING (2.328525 48.8958506, 2.3284025 48.8958701)",,,,,,,,,
2962773782,1408220534,0,517355229,,Rue Leibniz,residential,30,True,6.065,"LINESTRING (2.3307818 48.8959591, 2.3306996 48.8959517)",,,,,,,,,
2962773784,24911946,0,8349126,,Rue Georgette Agutte,residential,30,True,5.294,"LINESTRING (2.3329766 48.8960252, 2.3329907 48.8960719)",,,,,,,,,
2963116013,2963118109,0,273240590,,Avenue de Choisy,secondary,30,True,51.65,"LINESTRING (2.3640631 48.8208932, 2.3643812 48.8204786)",,,,,,,,,
2963118109,6428785572,0,273240590,,Avenue de Choisy,secondary,30,True,32.732,"LINESTRING (2.3643812 48.8204786, 2.364582 48.8202156)",,,,,,,,,
2966590470,203329762,0,19579895,,Rue de la Chine,residential,30,True,33.732,"LINESTRING (2.3963855 48.8695336, 2.3966642 48.8692919)",,,,,,,,,
2970368674,2970368675,0,4447079,,Rue Legendre,residential,30,True,18.992,"LINESTRING (2.3125996 48.8831528, 2.3124493 48.8830135)",,,,,,,,,
2970368675,2700086452,0,4447079,,Rue Legendre,residential,30,True,72.563,"LINESTRING (2.3124493 48.8830135, 2.3118859 48.8824763)",,,,,,,,,
2977260211,2710650217,0,172310222,,Rue Greneta,residential,30,True,8.676,"LINESTRING (2.3522867 48.8653025, 2.3521737 48.8652788)",,,,,,,,,
2986179215,276203554,0,796862243,,Rue Pierre Larousse,residential,30,True,14.563,"LINESTRING (2.3144386 48.8288531, 2.3145802 48.8287611)",,,,,,,,,
2986185133,2850469730,0,23115951,,Rue Raymond Losserand,tertiary,30,False,8.879,"LINESTRING (2.3098535 48.8298006, 2.309755 48.829754)",,,,,,,,,
2986185133,4452606011,0,683102744,,Rue Raymond Losserand,tertiary,30,True,50.752,"LINESTRING (2.3098535 48.8298006, 2.3104167 48.8300668)",,,,,,,,,
2988531195,2395034660,0,693056490,,Rue des Pyrénées,secondary,30,False,9.014,"LINESTRING (2.394284 48.8701288, 2.394361 48.8700655)",,,,,,,,,
2988531195,4810311417,0,693056490,,Rue des Pyrénées,secondary,30,False,15.77,"LINESTRING (2.394284 48.8701288, 2.3941411 48.870235)",,,,,,,,,
2988531197,4810311417,0,693056490,,Rue des Pyrénées,secondary,30,False,10.47,"LINESTRING (2.3940476 48.8703063, 2.3941411 48.870235)",,,,,,,,,
2988531197,324703911,0,693056490,,Rue des Pyrénées,secondary,30,False,80.111,"LINESTRING (2.3940476 48.8703063, 2.3933385 48.8708554)",,,,,,,,,
2990855813,6215962972,0,5210394,,Rue Fermat,residential,30,True,25.755,"LINESTRING (2.325653 48.836415, 2.3254667 48.8362185)",,,,,,,,,
2997723256,5582515573,0,5213178,,Rue Boissonade,residential,30,True,2.961,"LINESTRING (2.3313172 48.8378231, 2.3313539 48.8378343)",,,,,,,,,
2999802797,6293871659,0,4039920,,Rue Jeanne d'Arc,tertiary,30,False,51.006,"LINESTRING (2.3643213 48.8327968, 2.3638631 48.8331424)",,,,,,,,,
2999802797,792961,0,56065702,,Rue Jeanne d'Arc,tertiary,30,False,60.862,"LINESTRING (2.3643213 48.8327968, 2.364868 48.8323844)",,,,,,,,,
3001176149,2365581007,0,53798368,,Rue de Crimée,residential,30,False,9.62,"LINESTRING (2.3925459 48.8771929, 2.3926746 48.877175)",,,,,,,,,
3001176149,5150429486,0,53798368,,Rue de Crimée,residential,30,False,21.373,"LINESTRING (2.3925459 48.8771929, 2.3922595 48.8772312)",,,,,,,,,
3002531493,6976881088,0,312337579,,Rue Saint-Charles,residential,30,True,3.574,"LINESTRING (2.2785018 48.8385613, 2.2785263 48.8385891)",,,,,,,,,
3002750298,249662768,0,23142235,,Rue Jean Minjoz,service,30,False,6.309,"LINESTRING (2.3343318 48.8320171, 2.3342521 48.8320387)",,,private,,,,,,
3002750298,249662613,0,563402024,,Villa Saint-Jacques,residential,30,False,23.689,"LINESTRING (2.3343318 48.8320171, 2.3346312 48.8319362)",,,,,,,,,
3002750299,259717822,0,23957344,,Rue Jean-Claude Arnould,service,30,False,31.625,"LINESTRING (2.3341021 48.8325698, 2.3345077 48.8324718)",,,private,,,,,,
3002750299,259717825,0,25861038,,Rue Jean-Claude Arnould,service,30,False,23.202,"LINESTRING (2.3341021 48.8325698, 2.3338037 48.8326402)",,,private,,,,,,
3002750302,259717822,0,23142235,,Rue Jean Minjoz,service,30,False,48.499,"LINESTRING (2.3347358 48.8328813, 2.3345077 48.8324718)",,,private,,,,,,
3002750302,282074937,0,296482115,,Rue Jean Minjoz,service,30,False,21.494,"LINESTRING (2.3347358 48.8328813, 2.3348409 48.8330618)",,,,,,,,,
3002750303,5618972994,0,296482116,,Rue Jean Minjoz,service,30,False,17.803,"LINESTRING (2.3349876 48.8333263, 2.3349059 48.8331755)",,,,,,,,,
3011341409,323243591,0,29697432,,Rue du Transvaal,residential,30,True,9.451,"LINESTRING (2.3877008 48.8716378, 2.3878284 48.8716512)",,,,,,,,,
3011341410,96139480,0,164379455,,Rue des Envierges,residential,30,True,20.044,"LINESTRING (2.3880193 48.8723427, 2.3877563 48.872292)",,,,,,,,,
3018790156,258048317,0,10658036,,Rue Miguel Hidalgo,residential,30,True,4.64,"LINESTRING (2.3897167 48.8811073, 2.3897743 48.8811248)",,,,,,,,,
3027464981,6858699919,0,751818082,,Rue de Montpensier,residential,30,True,18.869,"LINESTRING (2.3363855 48.8640162, 2.3364688 48.8641768)",,,,,,,,,
3027567343,25031319,0,4217067,,Rue du Sommerard,residential,30,True,7.804,"LINESTRING (2.3453196 48.8502142, 2.3452162 48.8502314)",,,,,,,,,
3027567344,5526475285,0,4217067,,Rue du Sommerard,residential,30,True,34.572,"LINESTRING (2.3451092 48.8502432, 2.3446409 48.8502845)",,,,,,,,,
3027583452,25031218,0,4217076,,Rue Thénard,residential,30,True,23.245,"LINESTRING (2.3460636 48.8499919, 2.3459499 48.8497967)",,,,,,,,,
3027583453,25031204,0,4217067,,Rue du Sommerard,residential,30,True,7.569,"LINESTRING (2.3461915 48.850024, 2.3460935 48.8500458)",,,,,,,,,
3027583454,3027567343,0,4217067,,Rue du Sommerard,residential,30,True,53.251,"LINESTRING (2.3460099 48.8500625, 2.3453196 48.8502142)",,,,,,,,,
3027583455,25031204,0,4217076,,Rue Thénard,residential,30,True,6.469,"LINESTRING (2.346126 48.8500999, 2.3460935 48.8500458)",,,,,,,,,
3029475296,843424227,0,23369825,,Place du Tertre,pedestrian,30,False,4.032,"LINESTRING (2.3405417 48.886322, 2.3405582 48.8863566)",,,,,,,,,yes
3029475296,3029475297,0,23369825,,Place du Tertre,pedestrian,30,False,2.134,"LINESTRING (2.3405417 48.886322, 2.3405134 48.8863267)",,,,,,,,,yes
3029475297,3029475296,0,23369825,,Place du Tertre,pedestrian,30,False,2.134,"LINESTRING (2.3405134 48.8863267, 2.3405417 48.886322)",,,,,,,,,yes
3029475297,3029475298,0,23369825,,Place du Tertre,pedestrian,30,False,2.963,"LINESTRING (2.3405134 48.8863267, 2.3404741 48.8863332)",,,,,,,,,yes
3029475298,3029475297,0,23369825,,Place du Tertre,pedestrian,30,False,2.963,"LINESTRING (2.3404741 48.8863332, 2.3405134 48.8863267)",,,,,,,,,yes
3029475298,763448870,0,23369825,,Place du Tertre,pedestrian,30,False,3.783,"LINESTRING (2.3404741 48.8863332, 2.3404867 48.8863662)",,,,,,,,,yes
3029475302,329046505,0,336784475,,Rue du Mont Cenis,pedestrian,30,True,6.227,"LINESTRING (2.3412984 48.8868448, 2.3412986 48.8869008)",,,,,,,,,
3029496645,94234857,0,23369817,,Rue Berthe,residential,30,True,6.019,"LINESTRING (2.3404725 48.8853901, 2.3405497 48.8853713)",,,,,,,,,
3029496646,4349978055,0,37134607,,Rue du Cardinal Dubois,residential,30,True,6.187,"LINESTRING (2.342563 48.8857664, 2.3424799 48.8857559)",,,,,,,,,
3029496647,3029496648,0,45189765,,Rue Saint-Éleuthère,residential,30,True,3.121,"LINESTRING (2.3414019 48.8858859, 2.3413752 48.8859078)",,,,,,,,,
3029496648,3029496649,0,45189765,,Rue Saint-Éleuthère,residential,30,True,3.868,"LINESTRING (2.3413752 48.8859078, 2.3413506 48.8859386)",,,,,,,,,
3029496649,4349978058,0,45189765,,Rue Saint-Éleuthère,residential,30,True,1.698,"LINESTRING (2.3413506 48.8859386, 2.3413455 48.8859535)",,,,,,,,,
3029496653,3029496654,0,4261937,,Rue du Mont Cenis,residential,30,True,3.669,"LINESTRING (2.3414035 48.886586, 2.3413948 48.8866185)",,,,,,,,,
3029496654,573456756,0,4261937,,Rue du Mont Cenis,residential,30,True,4.953,"LINESTRING (2.3413948 48.8866185, 2.3413714 48.8866603)",,,,,,,,,
3029496656,3029475302,0,336784475,,Rue du Mont Cenis,pedestrian,30,True,3.959,"LINESTRING (2.3412983 48.8868092, 2.3412984 48.8868448)",,,,,,,,,
3032445454,4470669829,0,313697138,,Rue de Navarre,residential,30,True,5.829,"LINESTRING (2.3533416 48.8443691, 2.3534206 48.8443758)",,,,,,,,,
3032445484,2344165356,0,4217165,,Rue des Arènes,residential,30,True,42.398,"LINESTRING (2.3539705 48.8450385, 2.3545409 48.8451054)",,,,,,,,,
3032450961,3095457409,0,299269006,,Rue Jussieu,residential,30,True,2.089,"LINESTRING (2.3552717 48.8460184, 2.3552456 48.846026)",,,,,,,,,
3034259838,3034259840,0,366836544,,Rue Jorge Semprún,residential,30,True,6.796,"LINESTRING (2.3855809 48.8402518, 2.3854979 48.8402792)",,,,,,,,,
3034259839,6378759114,0,366836544,,Rue Jorge Semprún,residential,30,True,22.825,"LINESTRING (2.3859228 48.8402939, 2.3856191 48.8402472)",,,,,,,,,
3034259840,3034259841,0,366836544,,Rue Jorge Semprún,residential,30,True,81.742,"LINESTRING (2.3854979 48.8402792, 2.3849465 48.8409185)",,,,,,,,,
3034259841,3700078986,0,299439996,,Rue Jorge Semprún,residential,30,True,18.891,"LINESTRING (2.3849465 48.8409185, 2.3848163 48.8410652)",,,,,,,,,
3034259842,3034259846,0,299439996,,Rue Jorge Semprún,residential,30,True,37.599,"LINESTRING (2.3846236 48.841269, 2.3842807 48.8415208)",,,,,,,,,
3034259843,3034259844,0,299439996,,Rue Jorge Semprún,residential,30,True,13.571,"LINESTRING (2.38413 48.8416317, 2.3840237 48.8417317)",,,,,,,,,
3034259844,3034259845,0,299439996,,Rue Jorge Semprún,residential,30,True,6.727,"LINESTRING (2.3840237 48.8417317, 2.3840234 48.8417922)",,,,,,,,,
3034259845,3034259848,0,299439996,,Rue Jorge Semprún,residential,30,True,37.611,"LINESTRING (2.3840234 48.8417922, 2.3842114 48.842107)",,,,,,,,,
3034259846,3034259843,0,299439996,,Rue Jorge Semprún,residential,30,True,16.544,"LINESTRING (2.3842807 48.8415208, 2.38413 48.8416317)",,,,,,,,,
3034259848,3034259850,0,299439996,,Rue Jorge Semprún,residential,30,True,29.949,"LINESTRING (2.3842114 48.842107, 2.3844595 48.8423212)",,,,,,,,,
3034259850,3708177485,0,166100247,1,Rue du Charolais,residential,30,True,7.276,"LINESTRING (2.3844595 48.8423212, 2.3845416 48.8422843)",,,,,,,,,
3034416933,3034416935,0,23123741,,Avenue René Coty,tertiary,30,True,102.53,"LINESTRING (2.3357794 48.8256239, 2.3354487 48.8265199)",,,,,,,,,
3034416933,3034416934,0,299448082,,Villa Méridienne,residential,30,False,55.429,"LINESTRING (2.3357794 48.8256239, 2.336513 48.8257473)",,,private,,,,,,
3034416934,3034416933,0,299448082,,Villa Méridienne,residential,30,False,55.429,"LINESTRING (2.336513 48.8257473, 2.3357794 48.8256239)",,,private,,,,,,
3034416935,6328852289,0,23123741,,Avenue René Coty,tertiary,30,True,14.03,"LINESTRING (2.3354487 48.8265199, 2.3354034 48.8266425)",,,,,,,,,
3034416935,3034416936,0,299448084,,Villa Soutine,residential,30,False,58.175,"LINESTRING (2.3354487 48.8265199, 2.3362213 48.8266424)",,,private,,,,,,
3034416936,3034416935,0,299448084,,Villa Soutine,residential,30,False,58.175,"LINESTRING (2.3362213 48.8266424, 2.3354487 48.8265199)",,,private,,,,,,
3034416937,2521663535,0,72081757,,Rue du Loing,residential,30,True,65.051,"LINESTRING (2.3299577 48.8272087, 2.3296115 48.8277475)",,,,,,,,,
3034416937,3034416938,0,299448080,,Square Louise et Tony,service,30,False,26.9,"LINESTRING (2.3299577 48.8272087, 2.330295 48.8273047)",,,private,,,,,,
3034416938,3034416937,0,299448080,,Square Louise et Tony,service,30,False,26.9,"LINESTRING (2.330295 48.8273047, 2.3299577 48.8272087)",,,private,,,,,,
3035151067,6230554792,0,34824663,,Rue Falguière,tertiary,30,True,32.293,"LINESTRING (2.3155298 48.8423311, 2.3158807 48.8425072)",,,,,,,,,
3035151075,6908975250,0,666195962,1,Rue de Lourmel,residential,30,True,27.881,"LINESTRING (2.2872743 48.8448361, 2.2870821 48.8446196)",,,,,,,,,
3035184760,5526066349,0,34849337,,Rue Nicolo,residential,30,True,33.295,"LINESTRING (2.2794951 48.8593776, 2.2797867 48.8591477)",,,,,,,,,
3036590950,2180096950,0,105358923,,Rue Boursault,residential,30,True,62.509,"LINESTRING (2.3206891 48.8829361, 2.320935 48.8823977)",,,,,,,,,
3036590955,3331641289,0,288965859,,Rue Georges Picquart,residential,30,True,4.187,"LINESTRING (2.3125902 48.8877908, 2.3125933 48.8878284)",,,,,,,,,
3036590957,7400965596,0,702903835,,Rue Georges Picquart,residential,30,True,85.936,"LINESTRING (2.3116951 48.8883566, 2.3108231 48.8888748)",,,,,,,,,
3036590959,7394815995,0,702903835,,Rue Georges Picquart,residential,30,True,22.697,"LINESTRING (2.3096172 48.8888129, 2.3094825 48.888629)",,,,,,,,,
3036590960,3036590959,0,702903835,,Rue Georges Picquart,residential,30,True,24.711,"LINESTRING (2.3097745 48.8890096, 2.3096172 48.8888129)",,,,,,,,,
3036590969,3036590970,0,24015179,,Impasse de la Jonquière,service,30,False,33.926,"LINESTRING (2.3160758 48.8945282, 2.3162827 48.8948013)",alley,,private,,,,,,
3036590970,3036590969,0,24015179,,Impasse de la Jonquière,service,30,False,33.926,"LINESTRING (2.3162827 48.8948013, 2.3160758 48.8945282)",alley,,private,,,,,,
3036590970,3036590972,0,24015179,,Impasse de la Jonquière,service,30,False,22.867,"LINESTRING (2.3162827 48.8948013, 2.3164445 48.8949773)",alley,,private,,,,,,
3036590971,260427570,0,299633663,,Impasse du Pélerin,service,30,False,11.632,"LINESTRING (2.3165471 48.8948728, 2.3165448 48.8947682)",alley,,private,,,,,,
3036590971,5568602107,0,299633663,,Impasse du Pélerin,service,30,False,8.909,"LINESTRING (2.3165471 48.8948728, 2.3164844 48.8949415)",alley,,private,,,,,,
3036590972,3036590970,0,24015179,,Impasse de la Jonquière,service,30,False,22.867,"LINESTRING (2.3164445 48.8949773, 2.3162827 48.8948013)",alley,,private,,,,,,
3036590972,3840095314,0,24015179,,Impasse de la Jonquière,service,30,False,12.861,"LINESTRING (2.3164445 48.8949773, 2.3165199 48.8950818)",alley,,private,,,,,,
3036590972,5568602107,0,299633663,,Impasse du Pélerin,service,30,False,4.935,"LINESTRING (2.3164445 48.8949773, 2.3164844 48.8949415)",alley,,private,,,,,,
3036590974,1775784579,0,32749218,1,Rue de la Jonquière,residential,30,True,65.892,"LINESTRING (2.3168119 48.895187, 2.3176632 48.8949923)",,,,,,,,,
3036590975,3036590974,0,32749218,1,Rue de la Jonquière,residential,30,True,14.313,"LINESTRING (2.3166283 48.8952317, 2.3168119 48.895187)",,,,,,,,,
3036590975,2580430589,0,380685039,,Impasse de la Jonquière,service,30,False,6.703,"LINESTRING (2.3166283 48.8952317, 2.3165888 48.8951773)",alley,,private,,,,,,
3036590977,5568703557,0,299633660,,Cité Marie,footway,30,False,28.996,"LINESTRING (2.319009 48.8960471, 2.318613 48.8960322)",,,,,,,,,
3036590982,3036590983,0,299633659,,Cité Joyeux,footway,30,False,48.447,"LINESTRING (2.3234527 48.8968648, 2.3228849 48.8970895)",,,,,,,,,
3036590983,2051848058,0,24015042,,Rue Pouchet,tertiary,30,True,35.27,"LINESTRING (2.3228849 48.8970895, 2.3226661 48.8968068)",,,,,,,,,
3036590983,3036590982,0,299633659,,Cité Joyeux,footway,30,False,48.447,"LINESTRING (2.3228849 48.8970895, 2.3234527 48.8968648)",,,,,,,,,
3036682191,94226784,0,374061776,,Rue Germain Pilon,residential,30,True,15.06,"LINESTRING (2.3368257 48.884034, 2.3367695 48.8839037)",,,,,,,,,
3036682193,94225420,0,143407081,,Rue Lepic,residential,30,True,36.166,"LINESTRING (2.3376753 48.8871436, 2.3380731 48.8869503)",,,,,,,,,
3036682195,1840291940,0,34867590,,Rue Norvins,residential,30,True,31.99,"LINESTRING (2.3380047 48.8874659, 2.3384081 48.8873545)",,,,,,,,,
3036682197,5590981854,0,756331517,,Rue Caulaincourt,tertiary,30,False,18.551,"LINESTRING (2.3336985 48.8879322, 2.3335808 48.8877844)",,,,,,,,,
3036682197,7064133762,0,756331517,,Rue Caulaincourt,tertiary,30,False,141.147,"LINESTRING (2.3336985 48.8879322, 2.3345938 48.8890568)",,,,,,,,,
3036682201,6110475837,0,4220211,,Rue des Cloÿs,residential,30,True,40.837,"LINESTRING (2.3394545 48.8927961, 2.3399933 48.8926992)",,,,,,,,,
3036682202,6110475835,0,4220211,,Rue des Cloÿs,residential,30,True,28.061,"LINESTRING (2.3379341 48.8930595, 2.3383034 48.8929907)",,,,,,,,,
3036682206,3036682208,0,299639724,,Villa Damrémont,residential,30,False,47.881,"LINESTRING (2.337364 48.8940193, 2.3367752 48.8942079)",,,,,,,,,
3036682208,3036682206,0,299639724,,Villa Damrémont,residential,30,False,47.881,"LINESTRING (2.3367752 48.8942079, 2.337364 48.8940193)",,,,,,,,,
3036682209,3036682213,0,299639689,,Impasse Calmels,residential,30,False,42.788,"LINESTRING (2.3391313 48.8942685, 2.3385555 48.8943375)",,,,,,,,,
3036682212,24911584,0,4220302,,Rue du Pôle Nord,residential,30,True,31.763,"LINESTRING (2.338441 48.8943135, 2.338247 48.8945691)",,,,,,,,,
3036682212,3036682213,0,299639689,,Impasse Calmels,residential,30,False,8.786,"LINESTRING (2.338441 48.8943135, 2.3385555 48.8943375)",,,,,,,,,
3036682213,3036682209,0,299639689,,Impasse Calmels,residential,30,False,42.788,"LINESTRING (2.3385555 48.8943375, 2.3391313 48.8942685)",,,,,,,,,
3036682213,3036682212,0,299639689,,Impasse Calmels,residential,30,False,8.786,"LINESTRING (2.3385555 48.8943375, 2.338441 48.8943135)",,,,,,,,,
3036682223,621969267,0,299639692,,Impasse Saint-François,service,30,False,73.198,"LINESTRING (2.3446868 48.8963651, 2.3437547 48.8966056)",,,,,,,,,
3036682227,3423763801,0,43185519,,Rue du Poteau,residential,30,True,6.525,"LINESTRING (2.3386704 48.8965855, 2.3385966 48.8966185)",,,,,,,,,
3036682228,6114126222,0,8349137,,Rue Belliard,residential,30,True,268.807,"LINESTRING (2.3385535 48.8967857, 2.3421742 48.8972078)",,,,,,,,,
3036682433,268238167,0,555481963,,Avenue de Saint-Ouen,primary,30,True,65.026,"LINESTRING (2.3287611 48.8969642, 2.3289366 48.8975375)",,,,,,,,,
3036682434,3036682435,0,299639726,,Villa des Tulipes,service,30,False,104.964,"LINESTRING (2.3399237 48.8974549, 2.3413531 48.8975445)",,,,,,,,,
3036682435,3036682437,0,299639726,,Villa des Tulipes,service,30,False,87.598,"LINESTRING (2.3413531 48.8975445, 2.3425463 48.8976173)",,,,,,,,,
3036682435,3036682434,0,299639726,,Villa des Tulipes,service,30,False,104.964,"LINESTRING (2.3413531 48.8975445, 2.3399237 48.8974549)",,,,,,,,,
3036682436,3036682439,0,299639688,,Impasse Alexandre Lécuyer,service,30,False,76.865,"LINESTRING (2.3399283 48.8975622, 2.340974 48.8976347)",,,,,,,,,
3036682437,2635358610,0,4220263,,Rue du Ruisseau,residential,30,True,15.861,"LINESTRING (2.3425463 48.8976173, 2.3426223 48.8977509)",,,,,,,,,
3036682437,3036682435,0,299639726,,Villa des Tulipes,service,30,False,87.598,"LINESTRING (2.3425463 48.8976173, 2.3413531 48.8975445)",,,,,,,,,
3036682439,3036682436,0,299639688,,Impasse Alexandre Lécuyer,service,30,False,76.865,"LINESTRING (2.340974 48.8976347, 2.3399283 48.8975622)",,,,,,,,,
3036682439,3036682440,0,299639688,,Impasse Alexandre Lécuyer,service,30,False,78.658,"LINESTRING (2.340974 48.8976347, 2.3420437 48.8977113)",,,,,,,,,
3036682440,3036682439,0,299639688,,Impasse Alexandre Lécuyer,service,30,False,78.658,"LINESTRING (2.3420437 48.8977113, 2.340974 48.8976347)",,,,,,,,,
3036682440,6114126224,0,299639688,,Impasse Alexandre Lécuyer,service,30,False,33.624,"LINESTRING (2.3420437 48.8977113, 2.3425012 48.8977426)",,,,,,,,,
3036743733,1871796071,0,197510657,,Rue de Clignancourt,residential,30,True,10.769,"LINESTRING (2.3488434 48.8921828, 2.3489213 48.892265)",,,,,,,,,
3036818840,94197641,0,10661752,,Rue de l'Atlas,residential,30,True,48.027,"LINESTRING (2.3765937 48.8758017, 2.3764198 48.8753852)",,,,,,,,,
3036818841,987604391,0,51764319,,Avenue Secrétan,residential,30,True,125.98,"LINESTRING (2.3768041 48.8796558, 2.3782269 48.879017)",,,,,,,,,
3041016646,6089884814,0,51316686,,Rue des Couronnes,residential,30,False,12.605,"LINESTRING (2.3864461 48.8703826, 2.3866168 48.8703982)",,,,,,,,,
3041016646,3041016650,0,51316686,,Rue des Couronnes,residential,30,False,19.993,"LINESTRING (2.3864461 48.8703826, 2.386175 48.8703596)",,,,,,,,,
3041016650,3041016646,0,51316686,,Rue des Couronnes,residential,30,False,19.993,"LINESTRING (2.386175 48.8703596, 2.3864461 48.8703826)",,,,,,,,,
3041016650,326938816,0,51316686,,Rue des Couronnes,residential,30,False,15.711,"LINESTRING (2.386175 48.8703596, 2.3859617 48.8703429)",,,,,,,,,
3045827736,148943798,0,15091807,,Rue des Panoyaux,residential,30,True,33.493,"LINESTRING (2.3848918 48.8663498, 2.3852957 48.8664917)",,,,,,,,,
3052159054,1871763439,0,301105751,,Rue de Jessaint,tertiary,30,True,97.577,"LINESTRING (2.3582142 48.8848473, 2.3568847 48.8849232)",,,,,yes,,,,
3053738708,1014002241,0,4039847,,Rue René Goscinny,residential,30,True,6.874,"LINESTRING (2.3792507 48.8303475, 2.379171 48.8303148)",,,,,,,,,
3054376153,96142672,0,10816917,,Rue Clavel,residential,30,True,11.428,"LINESTRING (2.3836461 48.8762437, 2.3836094 48.8761438)",,,,,,,,,
3062530966,2012993110,0,537990759,,Rue de Bercy,tertiary,30,True,7.726,"LINESTRING (2.3761955 48.8421965, 2.3762772 48.8421525)",,,,,,,,,
3062530975,3062530966,0,683677451,,Rue de Bercy,tertiary,30,True,54.476,"LINESTRING (2.3756269 48.8425127, 2.3761955 48.8421965)",,,,,,,,,
3063270538,2481752362,0,25403935,,Rue de Bercy,tertiary,30,True,9.395,"LINESTRING (2.3727884 48.8441215, 2.372884 48.8440651)",,,,,,,,,
3065263516,162320884,0,659195440,,Rue Ernest Renan,residential,30,True,9.026,"LINESTRING (2.304044 48.824512, 2.3039987 48.8245875)",,,,,,,,,
3065263519,4705904152,0,517156357,,Avenue de la Porte de Vanves,tertiary,30,False,29.32,"LINESTRING (2.3040323 48.8247376, 2.3040999 48.8249975)",,,,,,,,,
3065263519,162320884,0,517156357,,Avenue de la Porte de Vanves,tertiary,30,False,16.871,"LINESTRING (2.3040323 48.8247376, 2.3039987 48.8245875)",,,,,,,,,
3071635716,2631274809,0,236979561,,Rue de Lourmel,residential,30,True,63.572,"LINESTRING (2.2820373 48.8385327, 2.2818157 48.8379799)",,,,,,,,,
3071635717,3071635716,0,302880498,,Rue de Lourmel,residential,30,True,4.357,"LINESTRING (2.2819862 48.8385528, 2.2820373 48.8385327)",,,,,,,,,
3071635718,367332220,0,59718913,,Rue de Lourmel,residential,30,True,2.413,"LINESTRING (2.2823277 48.8390687, 2.2823072 48.8390517)",,,,,,,,,
3071635720,367332251,0,12711223,,Avenue Félix Faure,tertiary,30,False,1.883,"LINESTRING (2.2817627 48.8385614, 2.2817813 48.8385731)",,,,,,,,,
3071635720,6291071052,0,12711223,,Avenue Félix Faure,tertiary,30,False,2.405,"LINESTRING (2.2817627 48.8385614, 2.2817374 48.8385476)",,,,,,,,,
3075931604,6110475834,0,4220211,,Rue des Cloÿs,residential,30,True,44.746,"LINESTRING (2.3364359 48.8935338, 2.3369864 48.8933579)",,,,,,,,,
3076043611,2498261667,0,83261050,,Rue Jacques Baudry,tertiary,30,True,36.994,"LINESTRING (2.3050367 48.8295378, 2.3053569 48.8297952)",,,,,,,,,
3078753021,116147178,0,14443543,,Rue Varet,residential,30,True,5.575,"LINESTRING (2.2820605 48.8404309, 2.2819847 48.8404359)",,,,,,,,,
3080638045,6370716090,0,7746365,,Rue Ferdinand Flocon,residential,30,True,136.893,"LINESTRING (2.3462034 48.8920071, 2.3455025 48.8908655)",,,,,,,,,
3080638046,56500721,0,7382585,,Rue Simart,residential,30,True,4.777,"LINESTRING (2.346311 48.8920975, 2.3462941 48.892056)",,,,,,,,,
3080638047,6455426663,0,7382585,,Rue Simart,residential,30,True,105.215,"LINESTRING (2.346326 48.8920323, 2.3472794 48.8913235)",,,,,,,,,
3080638049,24910551,0,53638298,,Square de Clignancourt,residential,30,False,6.864,"LINESTRING (2.346144 48.8922704, 2.346119 48.8922109)",,,,,,,,,
