u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,junction,access,bridge,width,ref,tunnel,service,area
1509898483,2200150850,0,162384242,True,Rue de Rivoli,cycleway,50,1.842,"LINESTRING (2.3354885 48.8626509, 2.3354659 48.8626582)",3,,,,,,,,
1509898499,1509898501,0,162384242,True,Rue de Rivoli,cycleway,50,8.099,"LINESTRING (2.3350946 48.8627797, 2.3349956 48.8628123)",3,,,,,,,,
1509898501,4839141969,0,162384242,True,Rue de Rivoli,cycleway,50,87.628,"LINESTRING (2.3349956 48.8628123, 2.3339218 48.8631616)",3,,,,,,,,
1515926964,3288053003,0,138271036,True,,cycleway,,16.962,"LINESTRING (2.4155253 48.8464763, 2.4157557 48.8464596)",,,,,,,,,
1515926964,3288053006,0,138271037,False,,cycleway,,4.955,"LINESTRING (2.4155253 48.8464763, 2.415531 48.8465207)",,,,,,,,,
1515926967,1515926976,0,322047908,False,,cycleway,,14.404,"LINESTRING (2.4155451 48.8465916, 2.4155687 48.8467202)",,,,,,,,,
1515926967,3288053006,0,816477012,False,,cycleway,,7.951,"LINESTRING (2.4155451 48.8465916, 2.415531 48.8465207)",,,,,,,,,
1515926976,1515926967,0,322047908,False,,cycleway,,14.404,"LINESTRING (2.4155687 48.8467202, 2.4155451 48.8465916)",,,,,,,,,
1515926976,3288053007,0,816477009,False,,cycleway,,5.853,"LINESTRING (2.4155687 48.8467202, 2.4155777 48.8467725)",,,,,,,,,
1515926977,568051547,0,138271035,True,,cycleway,,16.328,"LINESTRING (2.4155876 48.8468329, 2.4153665 48.8468527)",,,,,,,,,
1515926977,3288053008,0,322047898,False,,cycleway,,17.788,"LINESTRING (2.4155876 48.8468329, 2.4158281 48.8468096)",,,,,,,,,
1515926977,3288053007,0,322047900,False,,cycleway,,6.755,"LINESTRING (2.4155876 48.8468329, 2.4155777 48.8467725)",,,,,,,,,
1517499236,6647082861,0,416516245,False,Allée de Longchamp,cycleway,,5.868,"LINESTRING (2.2409043 48.864175, 2.2409762 48.8641984)",,,,,,,,,
1517499236,409393046,0,772938043,False,Allée de Longchamp,cycleway,,46.003,"LINESTRING (2.2409043 48.864175, 2.240349 48.8639808)",,,,,,,,,
1522361499,6426648205,0,722987898,False,Rue du 8 Mai 1945,cycleway,,6.858,"LINESTRING (2.3584929 48.8761858, 2.3584234 48.8761444)",,,,,,,,,
1522361499,6368984235,0,722987898,False,Rue du 8 Mai 1945,cycleway,,3.301,"LINESTRING (2.3584929 48.8761858, 2.3585368 48.8761789)",,,,,,,,,
1522361499,6782271736,0,723070816,True,Rue du 8 Mai 1945,cycleway,,5.34,"LINESTRING (2.3584929 48.8761858, 2.3584213 48.8761952)",,,,,,,,,
1524865855,296970560,0,581638914,True,,cycleway,,14.495,"LINESTRING (2.2687854 48.8632653, 2.2686132 48.8633298)",,,,,,,,,
1528113315,5334674568,0,791076371,False,Quai de l'Hôtel de Ville,cycleway,,45.748,"LINESTRING (2.3559453 48.8540795, 2.3564963 48.853885)",,,,,,,,,
1528113315,5334674570,0,791076371,False,Quai de l'Hôtel de Ville,cycleway,,8.233,"LINESTRING (2.3559453 48.8540795, 2.3558463 48.8541147)",,,,,,,,,
1528207198,1528207235,0,25477499,False,Rue Maryse Hilsz,cycleway,,5.127,"LINESTRING (2.4121653 48.853769, 2.4121806 48.853724)",,,,,,,,,
1528207198,1528207257,0,39481288,False,Rue des Docteurs Déjérine,cycleway,,6.052,"LINESTRING (2.4121653 48.853769, 2.4121501 48.8538225)",,,,,,,,,
1528207217,277624642,0,25477499,False,Rue Maryse Hilsz,cycleway,,6.129,"LINESTRING (2.4122034 48.8536457, 2.4122209 48.8535918)",,,,,,,,,
1528207217,1528207235,0,25477499,False,Rue Maryse Hilsz,cycleway,,8.865,"LINESTRING (2.4122034 48.8536457, 2.4121806 48.853724)",,,,,,,,,
1528207235,1528207217,0,25477499,False,Rue Maryse Hilsz,cycleway,,8.865,"LINESTRING (2.4121806 48.853724, 2.4122034 48.8536457)",,,,,,,,,
1528207235,1528207198,0,25477499,False,Rue Maryse Hilsz,cycleway,,5.127,"LINESTRING (2.4121806 48.853724, 2.4121653 48.853769)",,,,,,,,,
1528207257,1528207198,0,39481288,False,Rue des Docteurs Déjérine,cycleway,,6.052,"LINESTRING (2.4121501 48.8538225, 2.4121653 48.853769)",,,,,,,,,
1528207257,4936972704,0,39481288,False,Rue des Docteurs Déjérine,cycleway,,21.423,"LINESTRING (2.4121501 48.8538225, 2.4120918 48.8540113)",,,,,,,,,
1534547291,135294283,0,14163843,False,Tunnel de l'Étoile,cycleway,,7.719,"LINESTRING (2.2985483 48.8727926, 2.2984942 48.8728522)",,,,,7.5,,,,
1534547291,5996498042,0,14163843,False,Tunnel de l'Étoile,cycleway,,1.745,"LINESTRING (2.2985483 48.8727926, 2.2985548 48.8727775)",,,,,7.5,,,,
1534547299,476880921,0,14163843,False,Tunnel de l'Étoile,cycleway,,9.307,"LINESTRING (2.2984239 48.8728953, 2.2983164 48.8729401)",,,,,7.5,,,,
1534547299,135294283,0,14163843,False,Tunnel de l'Étoile,cycleway,,7.029,"LINESTRING (2.2984239 48.8728953, 2.2984942 48.8728522)",,,,,7.5,,,,
1534656355,135294297,0,14163844,False,Tunnel de l'Étoile,cycleway,,69.293,"LINESTRING (2.2970648 48.8733497, 2.2962238 48.8736367)",,,,,7.5,,yes,,
1534656355,135294293,0,14163844,False,Tunnel de l'Étoile,cycleway,,39.954,"LINESTRING (2.2970648 48.8733497, 2.2975497 48.8731842)",,,,,7.5,,yes,,
1555391477,5530426108,0,48181452,False,Avenue Daumesnil,cycleway,,15.243,"LINESTRING (2.412496 48.8336276, 2.4126483 48.8335341)",,,,,,,,,
1555391477,429171983,0,48181452,False,Avenue Daumesnil,cycleway,,20.871,"LINESTRING (2.412496 48.8336276, 2.4122352 48.8337035)",,,,,,,,,
1568090358,6772635467,0,718431605,True,Rue La Fayette,cycleway,,40.175,"LINESTRING (2.351102 48.8778188, 2.3505926 48.8776835)",,,,,,,,,
1577028141,6283006542,0,39214807,False,Rue Le Vau,cycleway,,64.088,"LINESTRING (2.4113077 48.8663602, 2.4115199 48.865801)",,,,,,,,,
1577028141,268672947,0,39214807,False,Rue Le Vau,cycleway,,16.52,"LINESTRING (2.4113077 48.8663602, 2.4112459 48.8665031)",,,,,,,,,
1577467620,268672948,0,39481517,False,,cycleway,,5.326,"LINESTRING (2.4115952 48.8657472, 2.4115315 48.8657704)",,,,,,,,,
1577467620,1962476383,0,39481517,False,,cycleway,,5.379,"LINESTRING (2.4115952 48.8657472, 2.4116627 48.865728)",,,,,,,,,
1577467623,1962476383,0,39481517,False,,cycleway,,4.237,"LINESTRING (2.41172 48.8657336, 2.4116627 48.865728)",,,,,,,,,
1577467623,268672950,0,39481517,False,,cycleway,,7.468,"LINESTRING (2.41172 48.8657336, 2.4117786 48.8657886)",,,,,,,,,
1577467631,6397909918,0,606749606,False,,cycleway,,2.626,"LINESTRING (2.4113771 48.8650629, 2.4113838 48.8650397)",,,,,,,,,
1577467631,6397909916,0,606749606,False,,cycleway,,2.426,"LINESTRING (2.4113771 48.8650629, 2.4113699 48.8650842)",,,,,,,,,
1577467686,6397909921,0,24720135,False,Avenue de la Porte de Bagnolet,cycleway,,4.543,"LINESTRING (2.4114928 48.8654465, 2.4114997 48.8654871)",,,,,,,,,
1577467686,2401404792,0,683061888,False,Avenue de la Porte de Bagnolet,cycleway,,26.241,"LINESTRING (2.4114928 48.8654465, 2.4112868 48.8652533)",,,,,,,,,
1577471676,6283017396,0,196629388,False,Boulevard Davout,cycleway,,0.634,"LINESTRING (2.4089304 48.8641803, 2.4089306 48.864186)",,,,,,,,,
1577471676,1766143155,0,196629388,False,Boulevard Davout,cycleway,,6.884,"LINESTRING (2.4089304 48.8641803, 2.4089316 48.8641184)",,,,,,,,,
1577471677,5584052851,0,606749603,False,,cycleway,,4.621,"LINESTRING (2.4091264 48.864341, 2.4091566 48.8643775)",,,,,,,,,
1577471677,1766143158,0,606749603,False,,cycleway,,3.765,"LINESTRING (2.4091264 48.864341, 2.4090979 48.8643128)",,,,,,,,,
1577472645,5584424815,0,196629388,False,Boulevard Davout,cycleway,,98.483,"LINESTRING (2.4095309 48.8608183, 2.4093748 48.861698)",,,,,,,,,
1577472645,2879837995,0,196629388,False,Boulevard Davout,cycleway,,7.545,"LINESTRING (2.4095309 48.8608183, 2.409544 48.860751)",,,,,,,,,
1579623648,5749052538,0,161286326,True,Rue Friant,cycleway,,39.165,"LINESTRING (2.3241169 48.8255106, 2.3239303 48.8251805)",,,,,,,,,
1579623649,1579623651,0,161286326,True,Rue Friant,cycleway,,34.638,"LINESTRING (2.3237672 48.8248783, 2.3236057 48.8245855)",,,,,,,,,
1579623651,1732756164,0,161286326,True,Rue Friant,cycleway,,16.23,"LINESTRING (2.3236057 48.8245855, 2.3235313 48.824448)",,,,,,,,,
1579623658,5773562155,0,606333596,True,Rue Friant,cycleway,,3.82,"LINESTRING (2.3249588 48.8268815, 2.3249559 48.8268472)",,,,,,,,,
1582940249,5895963291,0,266463584,False,Boulevard Soult,cycleway,,38.279,"LINESTRING (2.4086389 48.8384115, 2.4087471 48.8387483)",,,,,,,,,
1582940249,1088436892,0,266463584,False,Boulevard Soult,cycleway,,27.806,"LINESTRING (2.4086389 48.8384115, 2.4085621 48.8381666)",,,,,,,,,
1582940278,2720107805,0,266463584,False,Boulevard Soult,cycleway,,25.367,"LINESTRING (2.4080118 48.8365117, 2.4081104 48.8367304)",,,,,,,,,
1582940278,1088437007,0,266463584,False,Boulevard Soult,cycleway,,12.701,"LINESTRING (2.4080118 48.8365117, 2.4079255 48.8364126)",,,,,,,,,
1582940279,5729745463,0,184776306,False,Boulevard Soult,cycleway,,3.094,"LINESTRING (2.4069428 48.8353255, 2.4069332 48.8353526)",,,,,,,,,
1582940279,5729745464,0,184776306,False,Boulevard Soult,cycleway,,3.279,"LINESTRING (2.4069428 48.8353255, 2.4069292 48.8352974)",,,,,,,,,
1582940352,1088436931,0,266463584,False,Boulevard Soult,cycleway,,43.031,"LINESTRING (2.407279 48.8358287, 2.4076293 48.8361395)",,,,,,,,,
1582940352,2325477490,0,266463584,False,Boulevard Soult,cycleway,,9.989,"LINESTRING (2.407279 48.8358287, 2.407195 48.8357579)",,,,,,,,,
1582950050,277541824,0,48181495,False,Boulevard Carnot,cycleway,,11.073,"LINESTRING (2.4128729 48.843507, 2.412858 48.8434079)",,,,,,,,,
1582950050,612428556,0,48181495,False,Boulevard Carnot,cycleway,,43.861,"LINESTRING (2.4128729 48.843507, 2.4129461 48.8438985)",,,,,,,,,
1585999238,7006834851,0,606425900,True,,cycleway,,11.579,"LINESTRING (2.3668218 48.8841371, 2.3669416 48.884069)",,,,,,,,,
1602806714,3806245955,0,36902666,False,Avenue de Gravelle,cycleway,,3.914,"LINESTRING (2.4011437 48.8298664, 2.4011951 48.8298761)",,,,,,,,,
1602806714,429173710,0,36902666,False,Avenue de Gravelle,cycleway,,5.816,"LINESTRING (2.4011437 48.8298664, 2.4010684 48.8298497)",,,,,,,,,
1602806718,429173712,0,36902666,False,Avenue de Gravelle,cycleway,,14.157,"LINESTRING (2.4014211 48.8298588, 2.4016012 48.8298124)",,,,,,,,,
1602806718,429173711,0,36902666,False,Avenue de Gravelle,cycleway,,12.582,"LINESTRING (2.4014211 48.8298588, 2.4012536 48.8298842)",,,,,,,,,
1615735588,5751871558,0,362926558,True,Avenue de la Porte du Pré Saint-Gervais,cycleway,,6.537,"LINESTRING (2.4016279 48.8797544, 2.4016124 48.8798123)",,,,,,,,,
1624233145,5475922888,0,606366030,True,Boulevard de l'Amiral Bruix,cycleway,,10.273,"LINESTRING (2.2784272 48.8750968, 2.2782931 48.8750693)",,,,,,,,,
1626975615,1089076126,0,606749609,False,Boulevard Mortier,cycleway,,81.872,"LINESTRING (2.4086096 48.865381, 2.4086648 48.8661164)",,,,,,,,,
1626975615,5584052852,0,606749609,False,Boulevard Mortier,cycleway,,13.681,"LINESTRING (2.4086096 48.865381, 2.4085104 48.8652767)",,,,,,,,,
1627531270,1827398055,0,93327245,False,Route de la Tourelle,cycleway,,10.31,"LINESTRING (2.4243918 48.8418492, 2.4242785 48.8419043)",,,,,,,,,
1630535129,431394176,0,624810215,True,Boulevard Richard-Lenoir,cycleway,,180.003,"LINESTRING (2.3695882 48.8536693, 2.3702933 48.8552202)",,,,,,,,,
1631336631,2473739079,0,239596805,False,Rue d'Aubervilliers,cycleway,,7.732,"LINESTRING (2.3705585 48.8944912, 2.3704555 48.894507)",,,,,,,,,
1651614407,7181853738,0,152338327,True,Boulevard de Bercy,cycleway,,75.625,"LINESTRING (2.3837783 48.8398024, 2.3827834 48.8399862)",,,,,,,yes,,
1651614418,1651614441,0,152338329,True,Boulevard de Bercy,cycleway,,52.005,"LINESTRING (2.3825461 48.8398133, 2.3832297 48.8396856)",,,,,,,,,
1651614439,1651614407,0,152338334,True,Boulevard de Bercy,cycleway,,93.936,"LINESTRING (2.3850195 48.8395872, 2.3837783 48.8398024)",,,,,,,,,
1651614441,1395428290,0,152338322,True,Boulevard de Bercy,cycleway,,79.417,"LINESTRING (2.3832297 48.8396856, 2.384281 48.8395086)",,,,,,,yes,,
1651614443,1651614439,0,152338318,True,,cycleway,,125.189,"LINESTRING (2.3866728 48.8392983, 2.3850195 48.8395872)",,,,,,,yes,,
1651614445,7129648960,0,152338321,True,Boulevard de Bercy,cycleway,,5.109,"LINESTRING (2.3878919 48.8390705, 2.3878302 48.839092)",,,,,,,,,
1651614445,7129648959,0,762991322,False,Boulevard de Bercy,cycleway,,12.067,"LINESTRING (2.3878919 48.8390705, 2.3880391 48.8390216)",,,,,,,,,
1651614446,1835293744,0,152338326,True,Boulevard de Bercy,cycleway,,64.569,"LINESTRING (2.3871667 48.8390163, 2.3880155 48.8388579)",,,,,,,,,
1651614449,1651614446,0,152338328,True,,cycleway,,122.625,"LINESTRING (2.3855456 48.8392951, 2.3871667 48.8390163)",,,,,,,yes,,
1654209380,277541116,0,30276120,False,Boulevard de la Guyane,cycleway,,15.955,"LINESTRING (2.4133355 48.8381428, 2.4133805 48.8382832)",,,,,,,,,
1654209380,6953817443,0,30276120,False,Boulevard de la Guyane,cycleway,,36.852,"LINESTRING (2.4133355 48.8381428, 2.4132384 48.8378176)",,,,,,,,,
1654209382,277541115,0,30276120,False,Boulevard de la Guyane,cycleway,,65.317,"LINESTRING (2.4128016 48.8366459, 2.4130123 48.8372167)",,,,,,,,,
1654209382,277541114,0,30276120,False,Boulevard de la Guyane,cycleway,,47.628,"LINESTRING (2.4128016 48.8366459, 2.412646 48.83623)",,,,,,,,,
1654209382,1307787160,0,152613303,False,,cycleway,,8.358,"LINESTRING (2.4128016 48.8366459, 2.4129154 48.8366396)",,,,,,,,,
1659448462,432827858,0,37192057,True,Boulevard Davout,cycleway,,8.952,"LINESTRING (2.4116107 48.8489379, 2.4116094 48.8490184)",,,,,,,,,
1659448463,432827385,0,153235594,True,Avenue de la Porte de Vincennes,cycleway,,112.625,"LINESTRING (2.4115788 48.8468219, 2.4131047 48.8466894)",,,,,,,,,
1659448463,2320517717,0,294809910,False,,cycleway,,12.957,"LINESTRING (2.4115788 48.8468219, 2.4116011 48.8469375)",,,,,,,,,
1659448463,2720107847,0,632256028,False,,cycleway,,8.45,"LINESTRING (2.4115788 48.8468219, 2.4114637 48.846828)",,,,,,,,,
1659448474,2320517715,0,294809906,False,,cycleway,,6.62,"LINESTRING (2.4113283 48.8467695, 2.4112403 48.8467833)",,,,,,,,,
1659448474,2720107847,0,632256028,False,,cycleway,,11.852,"LINESTRING (2.4113283 48.8467695, 2.4114637 48.846828)",,,,,,,,,
1659448481,6700218887,0,712634796,True,Rue de Lagny,cycleway,,11.578,"LINESTRING (2.411243 48.8490631, 2.4110864 48.849078)",,,,,,,,,
1659448483,432827742,0,37192030,False,,cycleway,,8.783,"LINESTRING (2.4113591 48.8472644, 2.4112397 48.8472725)",,,,,,,,,
1659448483,2720107859,0,37192030,False,,cycleway,,5.237,"LINESTRING (2.4113591 48.8472644, 2.4114303 48.8472596)",,,,,,,,,
1659448488,2720107848,0,37192015,False,Avenue de la Porte de Vincennes,cycleway,,11.18,"LINESTRING (2.4107326 48.8469516, 2.4107117 48.846852)",,,,,,,,,
1659448488,2720107852,0,294809906,False,,cycleway,,12.17,"LINESTRING (2.4107326 48.8469516, 2.4108971 48.8469355)",,,,,,,,,
1659448488,2320517719,0,294809909,False,,cycleway,,8.393,"LINESTRING (2.4107326 48.8469516, 2.410749 48.8470263)",,,,,,,,,
1659448497,2813796790,0,37192030,False,,cycleway,,10.959,"LINESTRING (2.4107862 48.8471963, 2.4109352 48.8471863)",,,,,,,,,
1659448497,2720107860,0,153235611,False,,cycleway,,9.807,"LINESTRING (2.4107862 48.8471963, 2.4108042 48.8472837)",,,,,,,,,
1659448497,2320517723,0,294809909,False,,cycleway,,7.943,"LINESTRING (2.4107862 48.8471963, 2.4107707 48.8471256)",,,,,,,,,
1659448502,2813796735,0,153235610,True,Boulevard Soult,cycleway,,28.717,"LINESTRING (2.4109048 48.8454347, 2.4109741 48.8456889)",,,,,,,,,
1659448505,3288052994,0,153235610,True,Boulevard Soult,cycleway,,4.484,"LINESTRING (2.4111014 48.8461557, 2.411113 48.8461953)",,,,,,,,,
1666564768,6475521574,0,719271351,False,Boulevard Vincent Auriol,cycleway,,2.538,"LINESTRING (2.3688832 48.835349, 2.3688613 48.8353667)",,,,,,,,,
1668389116,621248625,0,48964578,True,Quai de Valmy,cycleway,,96.736,"LINESTRING (2.3689362 48.8822484, 2.36828 48.881493)",,,,,,,,,
1672405267,1672405264,0,39855310,True,Avenue de la Porte des Lilas,cycleway,,6.179,"LINESTRING (2.4097425 48.8782552, 2.4097066 48.8782049)",,,,,,,,,
1672622381,2721076949,0,30168410,False,Boulevard Macdonald,cycleway,,21.59,"LINESTRING (2.3930954 48.8964667, 2.3928943 48.8966089)",,,,,,,,,
1672622381,277614005,0,30168410,False,Boulevard Macdonald,cycleway,,17.582,"LINESTRING (2.3930954 48.8964667, 2.3932395 48.8963401)",,,,,,,,,
1672622472,2812206964,0,276629140,True,Avenue de la Porte de La Chapelle,cycleway,,8.161,"LINESTRING (2.3586706 48.8993096, 2.3586275 48.8992419)",,,,,,,,,
1672764583,659959430,0,51925517,True,Rue Baudricourt,cycleway,,80.298,"LINESTRING (2.3646328 48.8277642, 2.3651129 48.8284135)",,,,,,,,,
1674026185,27286652,0,52189426,True,,cycleway,,8.565,"LINESTRING (2.284217 48.8781041, 2.2841274 48.8781537)",,,,,,,,,
1674026186,1674026195,0,25473869,True,,cycleway,,13.033,"LINESTRING (2.2862356 48.8823621, 2.2861602 48.8822559)",,,,,,,,,
1674026187,1674026185,0,52189426,True,,cycleway,,29.38,"LINESTRING (2.284131 48.877846, 2.284217 48.8781041)",,,,,,,,,
1674026189,2147230860,0,25473869,True,,cycleway,,32.791,"LINESTRING (2.2859666 48.8821301, 2.2856579 48.8819162)",,,,,,,,,
1674026195,1674026189,0,25473869,True,,cycleway,,19.902,"LINESTRING (2.2861602 48.8822559, 2.2859666 48.8821301)",,,,,,,,,
1674816147,2406737484,0,672747077,False,Route des Moulins,cycleway,,6.225,"LINESTRING (2.2343738 48.8648818, 2.2344414 48.8649158)",,,,,,,,,
1674816147,5534766267,0,672747077,False,Route des Moulins,cycleway,,4.163,"LINESTRING (2.2343738 48.8648818, 2.234327 48.8648605)",,,,,,,,,
1675158635,1835516132,0,260918885,False,Boulevard de Magenta,cycleway,,8.697,"LINESTRING (2.3498739 48.8831988, 2.3499873 48.8832224)",,,,,,,,,
1675158636,1840030295,0,51110034,True,Boulevard de Magenta,cycleway,,11.807,"LINESTRING (2.3497518 48.8831464, 2.3498332 48.8830547)",,,,,,,,,
1675171411,5584723190,0,138271038,False,,cycleway,,5.817,"LINESTRING (2.4135058 48.8466513, 2.4135189 48.8467029)",,,,,,,,,
1675171411,5584723191,0,155081442,False,,cycleway,,8.797,"LINESTRING (2.4135058 48.8466513, 2.4134857 48.8465733)",,,,,,,,,
1675171413,6396664808,0,322047910,False,,cycleway,,9.937,"LINESTRING (2.4135975 48.8475454, 2.4136515 48.8476274)",,,,,,,,,
1675171413,1910461562,0,322047910,False,,cycleway,,17.718,"LINESTRING (2.4135975 48.8475454, 2.4135553 48.8473885)",,,,,,,,,
1683128686,159666147,0,742859254,False,,cycleway,,5.87,"LINESTRING (2.4023005 48.8410364, 2.4023073 48.841089)",,,,,,,,,
1683128686,6954105207,0,742859254,False,,cycleway,,3.383,"LINESTRING (2.4023005 48.8410364, 2.4023024 48.841006)",,,,,,,,,
1683568517,3905504877,0,54147253,True,Boulevard Masséna,cycleway,,1.581,"LINESTRING (2.359798 48.818854, 2.3598181 48.8188592)",,,,,,,,,
1697384258,6151405807,0,426749895,False,Allée des Fortifications,cycleway,,56.87,"LINESTRING (2.2647628 48.8605416, 2.2650618 48.8610137)",,,no,,,,,,
1697384258,5593849562,0,426749895,False,Allée des Fortifications,cycleway,,82.516,"LINESTRING (2.2647628 48.8605416, 2.2643182 48.8598596)",,,no,,,,,,
1699823538,5548885768,0,445653931,True,Avenue de l'Hippodrome,cycleway,,8.034,"LINESTRING (2.2445938 48.8585689, 2.2446927 48.8585375)",,,,,,,,,
1700238574,6511574417,0,624815607,False,Route des Lacs à Passy,cycleway,,12.402,"LINESTRING (2.2589494 48.8583401, 2.2591174 48.8583252)",,,,,,,,,
1700238574,5586937146,0,624815607,False,Route des Lacs à Passy,cycleway,,12.679,"LINESTRING (2.2589494 48.8583401, 2.2587761 48.8583387)",,,,,,,,,
1711844985,7280499899,0,166100245,True,Boulevard Diderot,cycleway,,17.594,"LINESTRING (2.3760518 48.8461712, 2.375815 48.8461438)",,,,,,,,,
1711844988,1711844996,0,166100245,True,Boulevard Diderot,cycleway,,6.374,"LINESTRING (2.3738889 48.8459339, 2.3738018 48.8459336)",,,,,,,,,
1711844989,6937614732,0,166100245,True,Boulevard Diderot,cycleway,,8.768,"LINESTRING (2.3756713 48.8461419, 2.3755535 48.8461275)",,,,,,,,,
1711844990,2688735429,0,166100245,True,Boulevard Diderot,cycleway,,4.222,"LINESTRING (2.3770413 48.8463228, 2.3770046 48.8462935)",,,,,,,,,
1711844992,1711844988,0,166100245,True,Boulevard Diderot,cycleway,,6.43,"LINESTRING (2.3739767 48.8459363, 2.3738889 48.8459339)",,,,,,,,,
1711844996,2181300803,0,166100245,True,Boulevard Diderot,cycleway,,31.556,"LINESTRING (2.3738018 48.8459336, 2.3733774 48.8458833)",,,,,,,,,
1711844998,6880989703,0,166100245,True,Boulevard Diderot,cycleway,,23.899,"LINESTRING (2.3743274 48.845978, 2.3740068 48.845937)",,,,,,,,,
1711845001,1711844998,0,166100245,True,Boulevard Diderot,cycleway,,6.47,"LINESTRING (2.3744145 48.845988, 2.3743274 48.845978)",,,,,,,,,
1713218732,5515713285,0,413363060,False,Boulevard Bourdon,cycleway,,19.678,"LINESTRING (2.3666351 48.8493148, 2.3667055 48.8494856)",,,,,,,,,
1713218732,5515713286,0,413363060,False,Boulevard Bourdon,cycleway,,48.906,"LINESTRING (2.3666351 48.8493148, 2.3664372 48.8488947)",,,,,,,,,
1714196614,5389358337,0,25466721,False,Boulevard de la Bastille,cycleway,,89.487,"LINESTRING (2.3675417 48.8480344, 2.3678958 48.8488047)",,,,,,,,,
1714196614,277500549,0,25466721,False,Boulevard de la Bastille,cycleway,,164.88,"LINESTRING (2.3675417 48.8480344, 2.3668944 48.8466141)",,,,,,,,,
1714196638,7142373604,0,25466721,False,Boulevard de la Bastille,cycleway,,121.878,"LINESTRING (2.3685107 48.8501547, 2.3689901 48.8512044)",,,,,,,,,
1714196638,277500901,0,25466721,False,Boulevard de la Bastille,cycleway,,7.674,"LINESTRING (2.3685107 48.8501547, 2.3684816 48.8500884)",,,,,,,,,
1719663656,683062004,0,159889412,True,Boulevard Kellermann,cycleway,,8.648,"LINESTRING (2.3445578 48.8192479, 2.3446742 48.8192347)",,,,,,,,,
1724300005,4831320347,0,322047910,False,,cycleway,,1.775,"LINESTRING (2.4139291 48.8486729, 2.413927 48.848657)",,,,,,,,,
1732251364,1732251462,0,161236221,True,Route Royale de Beauté,cycleway,,10.84,"LINESTRING (2.4446283 48.8339428, 2.4447578 48.8338955)",,,,,,,,,
1732251405,428883552,0,161236221,True,Route Royale de Beauté,cycleway,,7.875,"LINESTRING (2.4448355 48.8338506, 2.4449087 48.8337987)",,,,,,,,,
1732251462,1732251405,0,161236221,True,Route Royale de Beauté,cycleway,,7.568,"LINESTRING (2.4447578 48.8338955, 2.4448355 48.8338506)",,,,,,,,,
1732756135,5773562154,0,606333596,True,Rue Friant,cycleway,,1.972,"LINESTRING (2.324955 48.8269248, 2.3249594 48.8269073)",,,,,,,,,
1732756164,1732756166,0,161286326,True,Rue Friant,cycleway,,19.113,"LINESTRING (2.3235313 48.824448, 2.3234436 48.8242861)",,,,,,,,,
1732756164,24923831,0,161286331,False,Rue Poirier de Narçay,cycleway,,3.081,"LINESTRING (2.3235313 48.824448, 2.3235715 48.8244398)",,,,,,,,,
1732756166,910877303,0,161286326,True,Rue Friant,cycleway,,48.533,"LINESTRING (2.3234436 48.8242861, 2.3232305 48.8238728)",,,,,,,,,
1737788612,1737788613,0,161825592,False,Rue Van Gogh,cycleway,,136.757,"LINESTRING (2.3725961 48.8445695, 2.3737909 48.8455152)",,,,,,,yes,,
1737788612,573424250,0,161825592,False,Rue Van Gogh,cycleway,,55.574,"LINESTRING (2.3725961 48.8445695, 2.3720709 48.8442085)",,,,,,,yes,,
1737788613,1737788614,0,161825592,False,Rue Van Gogh,cycleway,,10.364,"LINESTRING (2.3737909 48.8455152, 2.3738989 48.8455755)",,,,,,,yes,,
1737788613,1737788612,0,161825592,False,Rue Van Gogh,cycleway,,136.757,"LINESTRING (2.3737909 48.8455152, 2.3725961 48.8445695)",,,,,,,yes,,
1737788614,1737788615,0,161825592,False,Rue Van Gogh,cycleway,,6.434,"LINESTRING (2.3738989 48.8455755, 2.3739681 48.8456112)",,,,,,,yes,,
1737788614,1737788613,0,161825592,False,Rue Van Gogh,cycleway,,10.364,"LINESTRING (2.3738989 48.8455755, 2.3737909 48.8455152)",,,,,,,yes,,
1737788615,7113853732,0,161825592,False,Rue Van Gogh,cycleway,,13.317,"LINESTRING (2.3739681 48.8456112, 2.3740795 48.8457059)",,,,,,,yes,,
1737788615,1737788614,0,161825592,False,Rue Van Gogh,cycleway,,6.434,"LINESTRING (2.3739681 48.8456112, 2.3738989 48.8455755)",,,,,,,yes,,
1747018248,1747018258,0,52719941,True,Boulevard de la Villette,cycleway,,74.985,"LINESTRING (2.3760648 48.8730319, 2.3754778 48.8735848)",,,,,,,,,
1747018258,6203426315,0,52719941,True,Boulevard de la Villette,cycleway,,24.652,"LINESTRING (2.3754778 48.8735848, 2.3752838 48.8737661)",,,,,,,,,
1748677575,2720107721,0,163098953,False,,cycleway,,143.397,"LINESTRING (2.3884014 48.8287036, 2.3868256 48.8279375)",,,,yes,,,,,
1748677575,2813844548,0,195762236,False,,cycleway,,20.239,"LINESTRING (2.3884014 48.8287036, 2.3886282 48.8288077)",,,,,,,,,
1754658053,1754658065,0,668044136,True,Rue de Châteaudun,cycleway,,7.559,"LINESTRING (2.340081 48.8759326, 2.3399777 48.8759349)",,,,,,,,,
1754658055,1754658057,0,668044136,True,Rue de Châteaudun,cycleway,,5.2,"LINESTRING (2.3402663 48.8759261, 2.3401952 48.8759261)",,,,,,,,,
1754658057,1754658053,0,668044136,True,Rue de Châteaudun,cycleway,,8.383,"LINESTRING (2.3401952 48.8759261, 2.340081 48.8759326)",,,,,,,,,
