u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,junction,tunnel,service,width
277892370,3286564393,0,25502506,False,,Gammel Holtevej,tertiary,,115.143,"LINESTRING (12.5151485 55.8351479, 12.5169322 55.8354104)",,,,,,,
277892371,277891969,0,25502506,False,,Gammel Holtevej,tertiary,,22.435,"LINESTRING (12.5147862 55.8351201, 12.5144276 55.8351325)",,,,,,,
277892371,1983555135,0,25502506,False,,Gammel Holtevej,tertiary,,9.954,"LINESTRING (12.5147862 55.8351201, 12.5149447 55.8351296)",,,,,,,
277892372,290812868,0,423333815,False,,Gammel Holtevej,tertiary,50,101.497,"LINESTRING (12.5139215 55.8352109, 12.512466 55.8356172)",,,,,,,
277892372,290812995,0,423333815,False,,Gammel Holtevej,tertiary,50,17.885,"LINESTRING (12.5139215 55.8352109, 12.5141932 55.83516)",,,,,,,
277892373,406322600,0,423333815,False,,Gammel Holtevej,tertiary,50,29.948,"LINESTRING (12.5117196 55.8357254, 12.5112401 55.8357198)",,,,,,,
277892373,1983555147,0,423333815,False,,Gammel Holtevej,tertiary,50,16.688,"LINESTRING (12.5117196 55.8357254, 12.5119854 55.8357098)",,,,,,,
277892374,1127706770,0,423333815,False,,Gammel Holtevej,tertiary,50,70.373,"LINESTRING (12.511084 55.8357154, 12.5099578 55.8356918)",,,,,,,
277892374,406322600,0,423333815,False,,Gammel Holtevej,tertiary,50,9.76,"LINESTRING (12.511084 55.8357154, 12.5112401 55.8357198)",,,,,,,
277892375,1127706770,0,423333815,False,,Gammel Holtevej,tertiary,50,32.943,"LINESTRING (12.5094305 55.8356825, 12.5099578 55.8356918)",,,,,,,
278168492,27490662,0,8147302,False,,Lagergårdsvej,tertiary,50,60.47,"LINESTRING (12.5121409 55.7564995, 12.5117663 55.7559982)",O4,,,,,,
278168492,29908278,0,8147302,False,,Lagergårdsvej,tertiary,50,12.718,"LINESTRING (12.5121409 55.7564995, 12.5122402 55.7565993)",O4,,,,,,
278169152,6726824635,0,36522890,True,2,Bredgade,primary,50,6.668,"LINESTRING (12.5928792 55.68747, 12.5928842 55.6875299)",O2,,,,,,
278172496,7036600093,0,595651458,False,,Vangedevej,tertiary,50,14.196,"LINESTRING (12.5230654 55.745231, 12.5230801 55.7451036)",,,,,,,
278172731,26576804,0,595651472,False,,Vangedevej,tertiary,50,22.444,"LINESTRING (12.5234889 55.7414455, 12.5235097 55.741244)",,,,,,,
278172731,26576805,0,595651472,False,,Vangedevej,tertiary,50,65.075,"LINESTRING (12.5234889 55.7414455, 12.5234242 55.7420296)",,,,,,,
278173791,5676585552,0,595651461,False,,Vangedevej,tertiary,50,43.4,"LINESTRING (12.5232511 55.7435546, 12.5232956 55.7431651)",,,,,,,
278173791,5676585544,0,595651461,False,,Vangedevej,tertiary,50,79.468,"LINESTRING (12.5232511 55.7435546, 12.5231753 55.744268)",,,,,,,
278179811,5760073870,0,46481908,False,,Adolphsvej,tertiary,50,14.78,"LINESTRING (12.5495289 55.747957, 12.5497625 55.7479375)",,,,,,,
278179811,5760073887,0,46481908,False,,Adolphsvej,tertiary,50,30.918,"LINESTRING (12.5495289 55.747957, 12.5490354 55.7479698)",,,,,,,
278180556,3525228980,0,132725120,False,,Gentoftegade,tertiary,50,14.548,"LINESTRING (12.5409974 55.7485375, 12.5409836 55.7484069)",,,,,,,
278180556,28326793,0,132725120,False,,Gentoftegade,tertiary,50,33.712,"LINESTRING (12.5409974 55.7485375, 12.5410556 55.7488389)",,,,,,,
278186525,5693398360,0,57775968,False,4,Strandvejen,tertiary,50,67.893,"LINESTRING (12.5772062 55.7244445, 12.5774199 55.7238459)",,,,,,,
278186525,1351197310,0,57775968,False,4,Strandvejen,tertiary,50,23.131,"LINESTRING (12.5772062 55.7244445, 12.5771313 55.7246482)",,,,,,,
278186792,1061570342,0,48638322,False,2,Ryvangs Allé,tertiary,60,36.233,"LINESTRING (12.5692616 55.7257895, 12.5693468 55.7254672)",,,,,,,
278186792,5667197472,0,48638322,False,2,Ryvangs Allé,tertiary,60,65.844,"LINESTRING (12.5692616 55.7257895, 12.5690899 55.7263737)",,,,,,,
278187225,1351197308,0,57775968,False,4,Strandvejen,tertiary,50,14.834,"LINESTRING (12.5769135 55.7252861, 12.5769667 55.7251561)",,,,,,,
278187225,5334443795,0,57775968,False,4,Strandvejen,tertiary,50,24.55,"LINESTRING (12.5769135 55.7252861, 12.5768251 55.7255012)",,,,,,,
278189398,4200080187,0,168117394,False,,Bryggervangen,residential,,4.226,"LINESTRING (12.5640134 55.7084371, 12.5640119 55.7083991)",,,,,,,
278189398,7476484,0,168117394,False,,Bryggervangen,residential,,85.591,"LINESTRING (12.5640134 55.7084371, 12.5643508 55.709183)",,,,,,,
278198625,2378848657,0,26362132,False,2,Klausdalsbrovej,tertiary,50,3.874,"LINESTRING (12.446308 55.7460288, 12.4463694 55.7460332)",,,,,,,
278198625,2378848656,0,209683076,False,,Klausdalsbrovej,tertiary,50,5.346,"LINESTRING (12.446308 55.7460288, 12.4462233 55.7460226)",,,,,,,
278208294,3625304868,0,119080726,True,2,Skovlunde Byvej,secondary,60,101.398,"LINESTRING (12.4118269 55.7260688, 12.410215 55.7261557)",211,,yes,,,,
278214172,1277729243,0,484795462,False,,Søborg Hovedgade,tertiary,50,31.623,"LINESTRING (12.520526 55.7309085, 12.520165 55.7311074)",,,,,,,
278214172,247951523,0,484795462,False,,Søborg Hovedgade,tertiary,50,45.086,"LINESTRING (12.520526 55.7309085, 12.5210217 55.7306144)",,,,,,,
278214288,3767590358,0,484795462,False,,Søborg Hovedgade,tertiary,50,35.949,"LINESTRING (12.5229951 55.7293729, 12.5226234 55.7296193)",,,,,,,
278214288,3767587855,0,484795462,False,,Søborg Hovedgade,tertiary,50,10.632,"LINESTRING (12.5229951 55.7293729, 12.5230933 55.7292949)",,,,,,,
278214334,26507470,0,122312014,False,2,Vangedevej,tertiary,50,35.281,"LINESTRING (12.5248661 55.7294023, 12.5249128 55.7290861)",,,,,,,
278214334,26507471,0,122312014,False,2,Vangedevej,tertiary,50,102.014,"LINESTRING (12.5248661 55.7294023, 12.5247274 55.7303164)",,,,,,,
278215251,26576066,0,122312014,False,2,Vangedevej,tertiary,50,74.717,"LINESTRING (12.5243279 55.7338517, 12.5244089 55.7331813)",,,,,,,
278215251,26576065,0,122312014,False,2,Vangedevej,tertiary,50,7.658,"LINESTRING (12.5243279 55.7338517, 12.5243223 55.7339205)",,,,,,,
278219808,4107716589,0,10851587,False,2,Åvej,tertiary,40,49.557,"LINESTRING (12.4131114 55.7595776, 12.4129423 55.7591422)",,,,,,,
278219808,30564157,0,10851587,False,2,Åvej,tertiary,40,11.703,"LINESTRING (12.4131114 55.7595776, 12.4132118 55.7596664)",,,,,,,
278331768,6130648828,0,215950313,False,2,Ålekistevej,tertiary,50,62.108,"LINESTRING (12.4805705 55.6926541, 12.4803909 55.6932034)",,,,,,,
278331768,271653181,0,215950313,False,2,Ålekistevej,tertiary,50,37.561,"LINESTRING (12.4805705 55.6926541, 12.4806791 55.6923219)",,,,,,,
278331770,271653072,0,215950313,False,2,Ålekistevej,tertiary,50,52.926,"LINESTRING (12.4801597 55.6939106, 12.4800067 55.6943787)",,,,,,,
278331770,3545354203,0,215950313,False,2,Ålekistevej,tertiary,50,5.27,"LINESTRING (12.4801597 55.6939106, 12.480175 55.693864)",,,,,,,
278331771,1670684674,0,215950313,False,2,Ålekistevej,tertiary,50,20.442,"LINESTRING (12.4797206 55.6952539, 12.4796615 55.6954347)",,,,,,,
278331771,3545354204,0,215950313,False,2,Ålekistevej,tertiary,50,93.065,"LINESTRING (12.4797206 55.6952539, 12.4799897 55.6944308)",,,,,,,
278331772,324749934,0,215950313,False,2,Ålekistevej,tertiary,50,94.807,"LINESTRING (12.4793543 55.6963743, 12.4790801 55.6972128)",,,,,,,
278331772,4699836695,0,215950313,False,2,Ålekistevej,tertiary,50,4.711,"LINESTRING (12.4793543 55.6963743, 12.4793685 55.6963327)",,,,,,,
278339454,278380975,0,29466727,False,2,Husumvej,tertiary,50,96.726,"LINESTRING (12.4802427 55.699676, 12.4799885 55.700534)",,,,,,,
278339454,32359759,0,29466727,False,2,Husumvej,tertiary,50,63.551,"LINESTRING (12.4802427 55.699676, 12.4803978 55.6991112)",,,,,,,
278379999,257936277,0,237214013,False,2,Allégade,tertiary,50,23.226,"LINESTRING (12.5328855 55.6769059, 12.5328298 55.6766994)",,,,,,,
278379999,1591473049,0,521732751,False,2,Allégade,tertiary,50,27.013,"LINESTRING (12.5328855 55.6769059, 12.5329556 55.6771456)",,,,,,,
278380763,2466488526,0,356696510,False,,Smallegade,tertiary,50,13.257,"LINESTRING (12.5277198 55.6790573, 12.5279286 55.6790385)",,,,,,,
278380763,1613430436,0,356696510,False,,Smallegade,tertiary,50,26.241,"LINESTRING (12.5277198 55.6790573, 12.5273097 55.6791045)",,,,,,,
278380975,278381030,0,29466727,False,2,Husumvej,tertiary,50,85.926,"LINESTRING (12.4799885 55.700534, 12.4797627 55.7012962)",,,,,,,
278380975,278339454,0,29466727,False,2,Husumvej,tertiary,50,96.726,"LINESTRING (12.4799885 55.700534, 12.4802427 55.699676)",,,,,,,
278381030,278381149,0,29466727,False,2,Husumvej,tertiary,50,85.238,"LINESTRING (12.4797627 55.7012962, 12.4795387 55.7020523)",,,,,,,
278381030,278380975,0,29466727,False,2,Husumvej,tertiary,50,85.926,"LINESTRING (12.4797627 55.7012962, 12.4799885 55.700534)",,,,,,,
278381149,32359753,0,29466727,False,2,Husumvej,tertiary,50,106.478,"LINESTRING (12.4795387 55.7020523, 12.4792588 55.7029968)",,,,,,,
278381149,278381030,0,29466727,False,2,Husumvej,tertiary,50,85.238,"LINESTRING (12.4795387 55.7020523, 12.4797627 55.7012962)",,,,,,,
278381884,3545260202,0,29466727,False,2,Husumvej,tertiary,50,71.97,"LINESTRING (12.4787425 55.7047395, 12.4785533 55.7053779)",,,,,,,
278381884,6121514173,0,29466727,False,2,Husumvej,tertiary,50,105.778,"LINESTRING (12.4787425 55.7047395, 12.4790205 55.7038012)",,,,,,,
278382119,278742310,0,38328779,False,,Frederikssundsvej,secondary,50,34.086,"LINESTRING (12.4888947 55.7063769, 12.4884434 55.7065481)",211,,,,,,
278382119,281769229,0,38328779,False,,Frederikssundsvej,secondary,50,68.258,"LINESTRING (12.4888947 55.7063769, 12.4897956 55.7060317)",211,,,,,,
278382426,8085014,0,38328779,False,,Frederikssundsvej,secondary,50,76.742,"LINESTRING (12.4861336 55.7074108, 12.4851225 55.7078004)",211,,,,,,
278382426,6902900103,0,38328779,False,,Frederikssundsvej,secondary,50,17.473,"LINESTRING (12.4861336 55.7074108, 12.4863637 55.707322)",211,,,,,,
278382979,3930387021,0,237093078,False,4,Frederikssundsvej,secondary,50,90.24,"LINESTRING (12.4798031 55.7097181, 12.478579 55.7101459)",211,,,,,,
278382979,2304319791,0,237093078,False,4,Frederikssundsvej,secondary,50,11.003,"LINESTRING (12.4798031 55.7097181, 12.4799533 55.7096668)",211,,,,,,
278382996,6121514205,0,29466727,False,2,Husumvej,tertiary,50,39.491,"LINESTRING (12.4775909 55.708626, 12.4774871 55.7089763)",,,,,,,
278382996,2141443274,0,29466727,False,2,Husumvej,tertiary,50,37.314,"LINESTRING (12.4775909 55.708626, 12.4776889 55.708295)",,,,,,,
278383438,278383559,0,29466727,False,2,Husumvej,tertiary,50,90.808,"LINESTRING (12.478297 55.7062431, 12.4780583 55.7070486)",,,,,,,
278383438,3545260203,0,29466727,False,2,Husumvej,tertiary,50,80.323,"LINESTRING (12.478297 55.7062431, 12.4785081 55.7055306)",,,,,,,
278383559,2141443274,0,29466727,False,2,Husumvej,tertiary,50,140.512,"LINESTRING (12.4780583 55.7070486, 12.4776889 55.708295)",,,,,,,
278383559,278383438,0,29466727,False,2,Husumvej,tertiary,50,90.808,"LINESTRING (12.4780583 55.7070486, 12.478297 55.7062431)",,,,,,,
278384091,2251957716,0,34049235,False,2,Slotsherrensvej,tertiary,50,21.699,"LINESTRING (12.4732311 55.6987353, 12.4735454 55.6986534)",,,,,,,
278384091,2251957735,0,34049235,False,2,Slotsherrensvej,tertiary,50,31.324,"LINESTRING (12.4732311 55.6987353, 12.4727664 55.6988391)",,,,,,,
278384549,2251957755,0,34049235,False,2,Slotsherrensvej,tertiary,50,6.011,"LINESTRING (12.4715557 55.6991264, 12.4716441 55.6991054)",,,,,,,
278384549,1801568731,0,34049235,False,2,Slotsherrensvej,tertiary,50,6.39,"LINESTRING (12.4715557 55.6991264, 12.4714615 55.6991484)",,,,,,,
278384551,278384553,0,34049235,False,2,Slotsherrensvej,tertiary,50,108.754,"LINESTRING (12.4745694 55.6984168, 12.4761696 55.6980382)",,,,,,,
278384551,2251957716,0,34049235,False,2,Slotsherrensvej,tertiary,50,69.352,"LINESTRING (12.4745694 55.6984168, 12.4735454 55.6986534)",,,,,,,
278384553,7732034,0,34049235,False,2,Slotsherrensvej,tertiary,50,47.211,"LINESTRING (12.4761696 55.6980382, 12.476866 55.6978762)",,,,,,,
278384553,278384551,0,34049235,False,2,Slotsherrensvej,tertiary,50,108.754,"LINESTRING (12.4761696 55.6980382, 12.4745694 55.6984168)",,,,,,,
278384814,1801568731,0,34049235,False,2,Slotsherrensvej,tertiary,50,48.826,"LINESTRING (12.4707507 55.6993283, 12.4714615 55.6991484)",,,,,,,
278384814,2251957804,0,34049235,False,2,Slotsherrensvej,tertiary,50,28.802,"LINESTRING (12.4707507 55.6993283, 12.4703201 55.6994189)",,,,,,,
278385197,30891690,0,475690432,False,,Islevhusvej,tertiary,50,42.119,"LINESTRING (12.4638646 55.7092962, 12.4632675 55.7091221)",,,,,,,
278385365,307665586,0,26229522,False,4,Islevhusvej,tertiary,50,6.234,"LINESTRING (12.4649185 55.709584, 12.465006 55.7096107)",,,,,,,
278385365,278781614,0,26229522,False,4,Islevhusvej,tertiary,50,32.053,"LINESTRING (12.4649185 55.709584, 12.4644572 55.7094593)",,,,,,,
278386448,3587691508,0,26229522,False,4,Islevhusvej,tertiary,50,23.764,"LINESTRING (12.4659708 55.7098952, 12.4663017 55.7099997)",,,,,,,
278386448,3587691506,0,26229522,False,4,Islevhusvej,tertiary,50,18.809,"LINESTRING (12.4659708 55.7098952, 12.4657079 55.7098135)",,,,,,,
278386835,278387816,0,237211374,False,2,Frederikssundsvej,secondary,50,94.226,"LINESTRING (12.4735974 55.7115823, 12.4749467 55.7112078)",211,,,,,,
278386835,2352201259,0,496932197,False,4,Frederikssundsvej,secondary,50,40.763,"LINESTRING (12.4735974 55.7115823, 12.4730121 55.7117425)",211,,,,,,
278387816,278386835,0,237211374,False,2,Frederikssundsvej,secondary,50,94.226,"LINESTRING (12.4749467 55.7112078, 12.4735974 55.7115823)",211,,,,,,
278387816,6902900101,0,237211374,False,2,Frederikssundsvej,secondary,50,90.959,"LINESTRING (12.4749467 55.7112078, 12.4762472 55.710844)",211,,,,,,
278389463,5768753824,0,156927858,False,4,Jyllingevej,tertiary,50,14.574,"LINESTRING (12.4816594 55.691309, 12.4818733 55.6913604)",,,,,,,
278608305,252731522,0,316076323,False,,Herlevgårdsvej,tertiary,,18.004,"LINESTRING (12.4382855 55.7266385, 12.4382567 55.7264774)",,,,,,,
278608305,1588355316,0,316076323,False,,Herlevgårdsvej,tertiary,,15.756,"LINESTRING (12.4382855 55.7266385, 12.4382988 55.72678)",,,,,,,
278633184,278633257,0,189656522,False,2,Gøngehusvej,tertiary,50,20.834,"LINESTRING (12.5073998 55.8466434, 12.5070719 55.8466085)",,,,,,,
278633257,34061999,0,25563992,False,2,Gøngehusvej,tertiary,50,67.726,"LINESTRING (12.5070719 55.8466085, 12.5060041 55.8465008)",,yes,,,,,
278633257,278633184,0,189656522,False,2,Gøngehusvej,tertiary,50,20.834,"LINESTRING (12.5070719 55.8466085, 12.5073998 55.8466434)",,,,,,,
278633438,6542718437,0,3995351,False,2,Langhaven,tertiary,60,3.462,"LINESTRING (12.530758 55.8418693, 12.5307408 55.8418397)",,,,,,,
278633438,2002438754,0,3995351,False,2,Langhaven,tertiary,60,44.995,"LINESTRING (12.530758 55.8418693, 12.5309602 55.8422577)",,,,,,,
278633454,34062000,0,25563994,False,2,Gøngehusvej,tertiary,50,12.113,"LINESTRING (12.5056221 55.8464972, 12.5054293 55.8465095)",,,,,,,
278633454,1984697959,0,25563994,False,2,Gøngehusvej,tertiary,50,20.301,"LINESTRING (12.5056221 55.8464972, 12.5059473 55.8464968)",,,,,,,
278634083,2678597984,0,3995352,False,2,Øverødvej,tertiary,,22.287,"LINESTRING (12.4911355 55.8180156, 12.4908555 55.8178914)",,,,,,,
278634083,370361712,0,3995352,False,2,Øverødvej,tertiary,,76.454,"LINESTRING (12.4911355 55.8180156, 12.4920314 55.818484)",,,,,,,
278643311,278928866,0,156163477,False,,Sorgenfrigårdsvej,tertiary,50,11.286,"LINESTRING (12.5046566 55.7789723, 12.5044781 55.7789873)",,,,,,,
278643311,199288472,0,156163477,False,,Sorgenfrigårdsvej,tertiary,50,162.317,"LINESTRING (12.5046566 55.7789723, 12.5072346 55.7788025)",,,,,,,
278644229,5435442347,0,682263357,False,,Lyngby Hovedgade,tertiary,50,23.08,"LINESTRING (12.4977739 55.7750601, 12.497588 55.7752394)",,,,,,,
278647462,1603704221,0,356696510,False,,Smallegade,tertiary,50,36.188,"LINESTRING (12.5262161 55.6792442, 12.5267788 55.6791717)",,,,,,,
278647462,278648607,0,356696510,False,,Smallegade,tertiary,50,58.782,"LINESTRING (12.5262161 55.6792442, 12.5253016 55.6793608)",,,,,,,
278648607,278647462,0,356696510,False,,Smallegade,tertiary,50,58.782,"LINESTRING (12.5253016 55.6793608, 12.5262161 55.6792442)",,,,,,,
278648607,792862,0,356696510,False,,Smallegade,tertiary,50,23.862,"LINESTRING (12.5253016 55.6793608, 12.5249308 55.6794092)",,,,,,,
278685838,199187457,0,4374464,False,2,Lundtoftevej,tertiary,50,15.465,"LINESTRING (12.5105939 55.7812797, 12.5106696 55.7814121)",,,,,,,
278685838,1427602480,0,4374464,False,2,Lundtoftevej,tertiary,50,20.524,"LINESTRING (12.5105939 55.7812797, 12.5104829 55.781106)",,,,,,,
278686002,5227920807,0,497238810,False,2,Lundtoftevej,tertiary,50,18.199,"LINESTRING (12.5204617 55.7924192, 12.5203469 55.7922688)",,,,,,,
278686002,4095126287,0,682270693,False,2,Lundtoftevej,tertiary,50,10.675,"LINESTRING (12.5204617 55.7924192, 12.5205253 55.7925083)",,,,,,,
278688366,4057320202,0,215614884,False,2,Skovbrynet,tertiary,50,5.478,"LINESTRING (12.4968975 55.7843105, 12.4969851 55.7843113)",,,,,,,
278688366,2086953069,0,215614884,False,2,Skovbrynet,tertiary,50,78.668,"LINESTRING (12.4968975 55.7843105, 12.4956411 55.7842731)",,,,,,,
278737347,2257129753,0,217808062,False,2,Nybrovej,tertiary,50,10.979,"LINESTRING (12.4779496 55.7701817, 12.4780849 55.7701188)",,,,,,,
278737347,3640873273,0,217808062,False,2,Nybrovej,tertiary,50,108.777,"LINESTRING (12.4779496 55.7701817, 12.4766063 55.770803)",,,,,,,
278738523,1060137585,0,217807026,False,2,Bagsværd Hovedgade,tertiary,50,70.866,"LINESTRING (12.4587638 55.7586634, 12.4595374 55.7581979)",,,,,,,
278738523,4816640667,0,217807026,False,2,Bagsværd Hovedgade,tertiary,50,83.041,"LINESTRING (12.4587638 55.7586634, 12.4578079 55.7591815)",,,,,,,
278738640,4816640667,0,217807026,False,2,Bagsværd Hovedgade,tertiary,50,9.275,"LINESTRING (12.4577012 55.7592394, 12.4578079 55.7591815)",,,,,,,
278738640,281060708,0,217807026,False,2,Bagsværd Hovedgade,tertiary,50,18.812,"LINESTRING (12.4577012 55.7592394, 12.4574825 55.7593555)",,,,,,,
278738901,1593001440,0,23474966,False,2,Vadstrupvej,tertiary,50,17.604,"LINESTRING (12.4499403 55.7593894, 12.4501603 55.7594881)",,,,,,,
278738901,276635342,0,23474966,False,2,Vadstrupvej,tertiary,50,109.141,"LINESTRING (12.4499403 55.7593894, 12.4485758 55.7587779)",,,,,,,
278742310,6905186150,0,38328779,False,,Frederikssundsvej,secondary,50,21.986,"LINESTRING (12.4884434 55.7065481, 12.4881483 55.7066551)",211,,,,,,
278742310,278382119,0,38328779,False,,Frederikssundsvej,secondary,50,34.086,"LINESTRING (12.4884434 55.7065481, 12.4888947 55.7063769)",211,,,,,,
278742662,3187551729,0,237093078,False,4,Frederikssundsvej,secondary,50,37.382,"LINESTRING (12.4841783 55.7081742, 12.4836765 55.7083561)",211,,,,,,
278742662,6121514211,0,237093078,False,4,Frederikssundsvej,secondary,50,6.632,"LINESTRING (12.4841783 55.7081742, 12.4842649 55.7081399)",211,,,,,,
278779382,7732035,0,34049235,False,2,Slotsherrensvej,tertiary,50,82.596,"LINESTRING (12.4682545 55.6998968, 12.4694716 55.6996116)",,,,,,,
278779382,415279867,0,34049235,False,2,Slotsherrensvej,tertiary,50,19.289,"LINESTRING (12.4682545 55.6998968, 12.4679707 55.699964)",,,,,,,
278779542,4818714454,0,34049235,False,2,Slotsherrensvej,tertiary,50,49.513,"LINESTRING (12.4653599 55.7006275, 12.4660805 55.7004448)",,,,,,,
278779542,218745941,0,34049235,False,2,Slotsherrensvej,tertiary,50,17.144,"LINESTRING (12.4653599 55.7006275, 12.4651164 55.7006978)",,,,,,,
278780336,1370397117,0,237115324,False,,Rødovrevej,tertiary,50,22.078,"LINESTRING (12.4577561 55.6979806, 12.4576018 55.6981591)",,,,,,,
278780336,1370397116,0,237115324,False,,Rødovrevej,tertiary,50,20.317,"LINESTRING (12.4577561 55.6979806, 12.4578972 55.6978161)",,,,,,,
278780441,6695999785,0,475690437,False,4,Rødovrevej,tertiary,50,27.387,"LINESTRING (12.4606762 55.6946866, 12.4604815 55.6949071)",,,,,,,
278780441,6295710457,0,475690437,False,4,Rødovrevej,tertiary,50,58.614,"LINESTRING (12.4606762 55.6946866, 12.4611028 55.6942175)",,,,,,,
278780833,1339992183,0,237372608,False,,Søndre Strandvej,tertiary,60,115.021,"LINESTRING (12.6422063 55.5789328, 12.6404009 55.578764)",,,,,,,
278780833,3377068617,0,237372608,False,,Søndre Strandvej,tertiary,60,66.874,"LINESTRING (12.6422063 55.5789328, 12.6432519 55.579044)",,,,,,,
278780970,6441682110,0,122824538,False,,Islevhusvej,tertiary,60,25.933,"LINESTRING (12.455637 55.7066505, 12.4559888 55.7067734)",,,,,,,
278780970,1170269328,0,122824538,False,,Islevhusvej,tertiary,60,17.75,"LINESTRING (12.455637 55.7066505, 12.4553982 55.7065646)",,,,,,,
278781063,218745985,0,475690432,False,,Islevhusvej,tertiary,50,161.412,"LINESTRING (12.4589497 55.7077892, 12.4611857 55.7085104)",,,,,,,
278781063,218745972,0,687246700,False,,Islevhusvej,tertiary,50,69.873,"LINESTRING (12.4589497 55.7077892, 12.457989 55.70747)",,,,,,,
278781375,2352201218,0,26229522,False,4,Islevhusvej,tertiary,50,23.216,"LINESTRING (12.4652452 55.7096787, 12.4655762 55.7097726)",,,,,,,
278781375,307665586,0,26229522,False,4,Islevhusvej,tertiary,50,16.785,"LINESTRING (12.4652452 55.7096787, 12.465006 55.7096107)",,,,,,,
278781614,278385365,0,26229522,False,4,Islevhusvej,tertiary,50,32.053,"LINESTRING (12.4644572 55.7094593, 12.4649185 55.709584)",,,,,,,
278781614,30891691,0,26229522,False,4,Islevhusvej,tertiary,50,10.452,"LINESTRING (12.4644572 55.7094593, 12.464305 55.7094208)",,,,,,,
278781727,2440332704,0,230553718,False,4,Frederikssundsvej,secondary,60,18.594,"LINESTRING (12.4670321 55.7134044, 12.4667841 55.7134963)",211,,,,,,
278781825,32360052,0,8482148,False,2,Marbjergvej,tertiary,50,86.268,"LINESTRING (12.466995 55.7104208, 12.4674064 55.7111612)",,,,,,,
278781825,30891692,0,8482148,False,2,Marbjergvej,tertiary,50,22.895,"LINESTRING (12.466995 55.7104208, 12.4669836 55.710215)",,,,,,,
278781999,2440536494,0,8482148,False,2,Marbjergvej,tertiary,50,14.367,"LINESTRING (12.4679857 55.7124361, 12.4680128 55.7125644)",,,,,,,
278781999,32360051,0,8482148,False,2,Marbjergvej,tertiary,50,27.426,"LINESTRING (12.4679857 55.7124361, 12.4679128 55.7121929)",,,,,,,
278783404,2162804237,0,497240801,False,2,Prøvestensbroen,tertiary,50,22.583,"LINESTRING (12.6317031 55.6709067, 12.6320551 55.6709496)",,,,,,,
278783404,698675,0,497240801,False,2,Prøvestensbroen,tertiary,50,89.345,"LINESTRING (12.6317031 55.6709067, 12.6302969 55.6707774)",,,,,,,
278783420,4641493397,0,497240801,False,2,Prøvestensbroen,tertiary,50,22.416,"LINESTRING (12.6330005 55.6712359, 12.6332565 55.6713766)",,,,,,,
278783420,4641493396,0,497240801,False,2,Prøvestensbroen,tertiary,50,22.576,"LINESTRING (12.6330005 55.6712359, 12.6327101 55.6711159)",,,,,,,
278784566,125402,0,62833105,False,2,Christians Brygge,primary,50,8.026,"LINESTRING (12.5853364 55.6743561, 12.5854426 55.6743964)",O2,,,,,,
278878404,5544744454,0,122599777,False,,Christiansholmsvej,tertiary,,24.847,"LINESTRING (12.5842938 55.7727356, 12.5843358 55.7725134)",,,,,,,
278878404,26324344,0,122599777,False,,Christiansholmsvej,tertiary,,30.374,"LINESTRING (12.5842938 55.7727356, 12.5842472 55.7730075)",,,,,,,
278879600,26741073,0,681265641,False,2,Hjortekærsvej,tertiary,60,79.54,"LINESTRING (12.5411191 55.7819453, 12.5414597 55.7826345)",,,,,,,
278879600,26741074,0,681265641,False,2,Hjortekærsvej,tertiary,60,46.695,"LINESTRING (12.5411191 55.7819453, 12.5408569 55.7815521)",,,,,,,
278879958,26741076,0,43654884,False,2,Hjortekærsvej,tertiary,50,153.207,"LINESTRING (12.5387971 55.7794707, 12.5400658 55.7806494)",,,,,,,
278879958,3262845729,0,43654884,False,2,Hjortekærsvej,tertiary,50,100.172,"LINESTRING (12.5387971 55.7794707, 12.5379659 55.7787006)",,,,,,,
278883414,2086953164,0,198569580,False,,Ørholmvej,tertiary,,165.12,"LINESTRING (12.5112196 55.7985358, 12.5136761 55.7979895)",,,,,,,
278883414,2659385717,0,198569580,False,,Ørholmvej,tertiary,,36.447,"LINESTRING (12.5112196 55.7985358, 12.5106788 55.7986584)",,,,,,,
278884451,3760861020,0,43655377,False,2,Skodsborgvej,tertiary,50,109.624,"LINESTRING (12.4860285 55.797954, 12.4843848 55.7976101)",,,,,,,
278884451,1708114,0,43655377,False,2,Skodsborgvej,tertiary,50,29.2,"LINESTRING (12.4860285 55.797954, 12.4864632 55.7980502)",,,,,,,
278884468,1708118,0,43655377,False,2,Skodsborgvej,tertiary,50,15.735,"LINESTRING (12.4892835 55.7989969, 12.4890698 55.7989221)",,,,,,,
278884468,2720439376,0,43655377,False,2,Skodsborgvej,tertiary,50,19.189,"LINESTRING (12.4892835 55.7989969, 12.4895428 55.7990893)",,,,,,,
278928866,2025528,0,156163477,False,,Sorgenfrigårdsvej,tertiary,50,39.17,"LINESTRING (12.5044781 55.7789873, 12.5039087 55.7791341)",,,,,,,
278928866,278643311,0,156163477,False,,Sorgenfrigårdsvej,tertiary,50,11.286,"LINESTRING (12.5044781 55.7789873, 12.5046566 55.7789723)",,,,,,,
278953100,3503810020,0,156001805,False,,Virumvej,tertiary,50,39.507,"LINESTRING (12.4837066 55.7889821, 12.4830803 55.7890294)",,,,,,,
278953100,3503810013,0,156001805,False,,Virumvej,tertiary,50,64.754,"LINESTRING (12.4837066 55.7889821, 12.4847342 55.7889092)",,,,,,,
