u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,bridge,ref,service,junction,width,access,tunnel
281726740,5683222498,0,11699291,True,Naverporten,tertiary,40,27.008,"LINESTRING (12.4525911 55.6279391, 12.4530207 55.627926)",,,,,,,,
281727103,5360890517,0,11699291,True,Naverporten,tertiary,40,108.976,"LINESTRING (12.4547702 55.6278721, 12.4565052 55.62784)",,,,,,,,
281759156,1683142914,0,24560074,False,Kettegård Alle,tertiary,,13.608,"LINESTRING (12.4757096 55.6484593, 12.4759254 55.6484715)",2,,,,,,,
281759156,2983016342,0,24560074,False,Kettegård Alle,tertiary,,38.816,"LINESTRING (12.4757096 55.6484593, 12.4751068 55.6483808)",2,,,,,,,
282540906,247933219,0,237365307,False,Englandsvej,tertiary,50,80.799,"LINESTRING (12.5983305 55.6441815, 12.5984115 55.6434563)",,,,,,,,
282540906,1579531366,0,237365307,False,Englandsvej,tertiary,50,20.814,"LINESTRING (12.5983305 55.6441815, 12.5983203 55.6443686)",,,,,,,,
283018604,252716174,0,23338468,False,Tvedvangen,tertiary,50,27.573,"LINESTRING (12.4300833 55.7291933, 12.4304572 55.7290623)",,,,,,,,
283018604,4638631787,0,23338468,False,Tvedvangen,tertiary,50,30.673,"LINESTRING (12.4300833 55.7291933, 12.4296835 55.7293527)",,,,,,,,
283564239,6545701365,0,8122870,False,Frederiksholms Kanal,residential,,44.644,"LINESTRING (12.5796049 55.6728594, 12.5800888 55.6725649)",,,,,,,,
283564239,5657304043,0,8122870,False,Frederiksholms Kanal,residential,,56.76,"LINESTRING (12.5796049 55.6728594, 12.5790998 55.673283)",,,,,,,,
283874705,384735992,0,83355194,False,Grønnemose Alle,tertiary,50,35.298,"LINESTRING (12.5227917 55.7225782, 12.5233477 55.7226303)",,,,,,,,
283874705,5712456757,0,83355194,False,Grønnemose Alle,tertiary,50,7.355,"LINESTRING (12.5227917 55.7225782, 12.5226749 55.7225713)",,,,,,,,
286401979,1629913397,0,357113628,False,Classensgade,tertiary,50,3.838,"LINESTRING (12.588638 55.6983389, 12.5886943 55.6983525)",2,,,,,,,
286401979,296206834,0,357113628,False,Classensgade,tertiary,50,55.517,"LINESTRING (12.588638 55.6983389, 12.5878228 55.6981434)",2,,,,,,,
286473578,2853700304,0,752731381,False,Mileparken,tertiary,50,17.956,"LINESTRING (12.4182223 55.7136296, 12.4179715 55.7135514)",,,,,,,,
286473578,1811697700,0,752731381,False,Mileparken,tertiary,50,24.842,"LINESTRING (12.4182223 55.7136296, 12.4185456 55.713759)",,,,,,,,
286496197,5712456757,0,83355194,False,Grønnemose Alle,tertiary,50,28.223,"LINESTRING (12.5222267 55.7225448, 12.5226749 55.7225713)",,,,,,,,
286496197,31268879,0,83355194,False,Grønnemose Alle,tertiary,50,102.657,"LINESTRING (12.5222267 55.7225448, 12.5205885 55.7225775)",,,,,,,,
286528502,4984711324,0,26166343,True,Kettegård Alle,tertiary,40,45.535,"LINESTRING (12.4627738 55.6466481, 12.4629424 55.6462498)",2,,,,,,,
286531710,300361944,0,237214022,True,Store Kongensgade,primary,50,14.834,"LINESTRING (12.5866058 55.6829768, 12.5865028 55.6828567)",2,,O2,,,,,
286532122,8085678,0,237214022,True,Store Kongensgade,primary,50,55.698,"LINESTRING (12.5864322 55.6827743, 12.5860456 55.6823233)",2,,O2,,,,,
286651217,3439599411,0,3992344,True,,tertiary,50,3.763,"LINESTRING (12.5066028 55.6867407, 12.5066346 55.6867694)",,,,,roundabout,,,
286651219,20917596,0,3992344,True,,tertiary,50,3.822,"LINESTRING (12.5063247 55.6868261, 12.5063207 55.6867918)",,,,,roundabout,,,
286651220,3439599410,0,739794271,True,,tertiary,50,3.874,"LINESTRING (12.5063397 55.6867586, 12.5063792 55.6867318)",,,,,roundabout,,,
286715616,1613522861,0,679005632,False,Borgervænget,residential,50,42.461,"LINESTRING (12.5649556 55.7148081, 12.5647341 55.715169)",,,,,,,,
286715616,286715779,0,745263234,False,Borgervænget,residential,50,6.694,"LINESTRING (12.5649556 55.7148081, 12.5649544 55.7147479)",,,,,,,,
286715632,6190862043,0,679005632,False,Borgervænget,residential,50,4.581,"LINESTRING (12.5645624 55.7154594, 12.5645325 55.715497)",,,,,,,,
286715632,1613522861,0,679005632,False,Borgervænget,residential,50,34.035,"LINESTRING (12.5645624 55.7154594, 12.5647341 55.715169)",,,,,,,,
286715730,6190862048,0,679005630,False,Borgervænget,residential,,40.149,"LINESTRING (12.5640413 55.7159064, 12.5644279 55.7156184)",,,,,,,,
286715779,286715616,0,745263234,False,Borgervænget,residential,50,6.694,"LINESTRING (12.5649544 55.7147479, 12.5649556 55.7148081)",,,,,,,,
286715779,2119882519,0,745263234,False,Borgervænget,residential,50,4.658,"LINESTRING (12.5649544 55.7147479, 12.5649155 55.7147122)",,,,,,,,
286910637,278503219,0,4119358,False,Brøndby Nord Vej,tertiary,50,34.125,"LINESTRING (12.4279793 55.6676745, 12.4274361 55.6676564)",,,,,,,,
286910637,2352628930,0,4119358,False,Brøndby Nord Vej,tertiary,50,13.022,"LINESTRING (12.4279793 55.6676745, 12.4281865 55.6676821)",,,,,,,,
286910661,5713666892,0,4119358,False,Brøndby Nord Vej,tertiary,50,2.161,"LINESTRING (12.4300794 55.6677962, 12.4300452 55.6677938)",,,,,,,,
286910661,1787100924,0,4119358,False,Brøndby Nord Vej,tertiary,50,27.856,"LINESTRING (12.4300794 55.6677962, 12.4305203 55.6678266)",,,,,,,,
286910698,2352628931,0,4119358,False,Brøndby Nord Vej,tertiary,50,15.259,"LINESTRING (12.4321401 55.6679383, 12.4318986 55.6679216)",,,,,,,,
286910698,2352628928,0,4119358,False,Brøndby Nord Vej,tertiary,50,64.879,"LINESTRING (12.4321401 55.6679383, 12.433167 55.6680091)",,,,,,,,
286910828,2352628928,0,4119358,False,Brøndby Nord Vej,tertiary,50,33.604,"LINESTRING (12.4336989 55.6680457, 12.433167 55.6680091)",,,,,,,,
286910828,393676058,0,4119358,False,Brøndby Nord Vej,tertiary,50,33.773,"LINESTRING (12.4336989 55.6680457, 12.4342336 55.6680819)",,,,,,,,
286911333,1305195513,0,133488220,False,Horsedammen,unclassified,40,27.764,"LINESTRING (12.4304738 55.6631357, 12.4309164 55.6631317)",,,,,,,,
286911333,1309396454,0,133488220,False,Horsedammen,unclassified,40,7.459,"LINESTRING (12.4304738 55.6631357, 12.4303549 55.6631372)",,,,,,,,
286911335,66521490,0,133488207,False,Horsedammen,unclassified,40,51.353,"LINESTRING (12.4342367 55.661743, 12.4346609 55.661348)",,,,,,,,
286911335,1777435133,0,133488207,False,Horsedammen,unclassified,40,21.396,"LINESTRING (12.4342367 55.661743, 12.4340645 55.6619091)",,,,,,,,
286911547,286911673,0,133488207,False,Horsedammen,unclassified,40,39.406,"LINESTRING (12.4336035 55.6623537, 12.4339207 55.6620478)",,,,,,,,
286911547,2343711874,0,133488207,False,Horsedammen,unclassified,40,36.186,"LINESTRING (12.4336035 55.6623537, 12.4333193 55.6626369)",,,,,,,,
286911602,1777435168,0,133488220,False,Horsedammen,unclassified,40,27.524,"LINESTRING (12.4317064 55.6631325, 12.4321452 55.6631291)",,,,,,,,
286911602,1777435146,0,133488220,False,Horsedammen,unclassified,40,40.185,"LINESTRING (12.4317064 55.6631325, 12.4310657 55.6631319)",,,,,,,,
286911672,1469215171,0,23167901,False,Horsedammen,unclassified,50,39.049,"LINESTRING (12.429225 55.6631265, 12.4298475 55.6631324)",,,,,,,,
286911672,1777435172,0,23167901,False,Horsedammen,unclassified,50,37.723,"LINESTRING (12.429225 55.6631265, 12.4286236 55.6631307)",,,,,,,,
286911673,1777435133,0,133488207,False,Horsedammen,unclassified,40,17.867,"LINESTRING (12.4339207 55.6620478, 12.4340645 55.6619091)",,,,,,,,
286911673,286911547,0,133488207,False,Horsedammen,unclassified,40,39.406,"LINESTRING (12.4339207 55.6620478, 12.4336035 55.6623537)",,,,,,,,
287254337,5964815427,0,26233006,False,Dalvangsvej,tertiary,40,2.98,"LINESTRING (12.4139422 55.6689514, 12.4138948 55.6689533)",,,,,,,,
287254679,5083765632,0,26233006,False,Dalvangsvej,tertiary,40,6.036,"LINESTRING (12.4126905 55.669002, 12.4127865 55.6689981)",,,,,,,,
287449393,5683223839,0,26248903,False,Avedøre Tværvej,residential,30,140.308,"LINESTRING (12.44693 55.6312777, 12.4490587 55.6316626)",2,,,,,,,
287449393,287458488,0,26248903,False,Avedøre Tværvej,residential,30,34.96,"LINESTRING (12.44693 55.6312777, 12.4464082 55.6311678)",2,,,,,,,
287453836,287457807,0,26248903,False,Avedøre Tværvej,residential,30,9.039,"LINESTRING (12.452012 55.6322199, 12.4521482 55.6322463)",2,,,,,,,
287453836,4682191697,0,26248903,False,Avedøre Tværvej,residential,30,14.684,"LINESTRING (12.452012 55.6322199, 12.4518015 55.6321623)",2,,,,,,,
287455025,5693158439,0,26248903,False,Avedøre Tværvej,residential,30,16.826,"LINESTRING (12.4493431 55.6317125, 12.4495992 55.6317572)",2,,,,,,,
287455025,5379007766,0,26248903,False,Avedøre Tværvej,residential,30,12.3,"LINESTRING (12.4493431 55.6317125, 12.4491564 55.6316789)",2,,,,,,,
287457807,287453836,0,26248903,False,Avedøre Tværvej,residential,30,9.039,"LINESTRING (12.4521482 55.6322463, 12.452012 55.6322199)",2,,,,,,,
287458488,287449393,0,26248903,False,Avedøre Tværvej,residential,30,34.96,"LINESTRING (12.4464082 55.6311678, 12.44693 55.6312777)",2,,,,,,,
287458488,287458813,0,26248903,False,Avedøre Tværvej,residential,30,80.583,"LINESTRING (12.4464082 55.6311678, 12.4451822 55.6309529)",2,,,,,,,
287458813,287458488,0,26248903,False,Avedøre Tværvej,residential,30,80.583,"LINESTRING (12.4451822 55.6309529, 12.4464082 55.6311678)",2,,,,,,,
287458813,4533769338,0,26248903,False,Avedøre Tværvej,residential,30,53.874,"LINESTRING (12.4451822 55.6309529, 12.4443684 55.630799)",2,,,,,,,
287509564,4587736998,0,451933493,False,Nyelandsvej,tertiary,50,18.646,"LINESTRING (12.5242817 55.6843648, 12.5240028 55.6844231)",,,,,,,,
287542387,3972313201,0,26248305,False,Rebslagerporten,tertiary,40,8.548,"LINESTRING (12.4434885 55.6286617, 12.4434945 55.6287385)",2,,,,,,,
287542387,269362897,0,26248305,False,Rebslagerporten,tertiary,40,43.926,"LINESTRING (12.4434885 55.6286617, 12.4434703 55.6282668)",2,,,,,,,
287542597,1352868746,0,26248305,False,Rebslagerporten,tertiary,40,23.266,"LINESTRING (12.4435404 55.6292916, 12.4435538 55.6295007)",2,,,,,,,
287542597,5683222488,0,26248305,False,Rebslagerporten,tertiary,40,39.118,"LINESTRING (12.4435404 55.6292916, 12.4435108 55.6289402)",2,,,,,,,
287714083,5083765632,0,26233006,False,Dalvangsvej,tertiary,40,13.198,"LINESTRING (12.4129964 55.6689895, 12.4127865 55.6689981)",,,,,,,,
287714083,5964815419,0,26233006,False,Dalvangsvej,tertiary,40,2.759,"LINESTRING (12.4129964 55.6689895, 12.4130403 55.6689878)",,,,,,,,
288264783,1433810212,0,29640,False,Thorvaldsensvej,residential,50,21.098,"LINESTRING (12.5392809 55.6824694, 12.5395922 55.6823973)",,,,,,,,
288264783,1621332206,0,29640,False,Thorvaldsensvej,residential,50,6.898,"LINESTRING (12.5392809 55.6824694, 12.5391713 55.6824639)",,,,,,,,
289309178,393103482,0,26406830,False,Vangeboled,residential,50,13.307,"LINESTRING (12.5105442 55.809578, 12.5106737 55.809483)",2,,,,,,,
289309178,6544907531,0,26406830,False,Vangeboled,residential,50,1.462,"LINESTRING (12.5105442 55.809578, 12.5105286 55.8095878)",2,,,,,,,
289309179,4132742691,0,26406830,False,Vangeboled,residential,50,7.882,"LINESTRING (12.5107756 55.8092936, 12.5107666 55.8092229)",2,,,,,,,
289309179,2081560696,0,26406830,False,Vangeboled,residential,50,7.744,"LINESTRING (12.5107756 55.8092936, 12.5107601 55.8093627)",2,,,,,,,
289309180,2481122886,0,26406830,False,Vangeboled,residential,50,19.07,"LINESTRING (12.510764 55.809203, 12.5106713 55.8090396)",2,,,,,,,
289309180,4132742691,0,26406830,False,Vangeboled,residential,50,2.219,"LINESTRING (12.510764 55.809203, 12.5107666 55.8092229)",2,,,,,,,
289309183,2081560670,0,271707482,False,Vangeboled,residential,50,11.638,"LINESTRING (12.5104939 55.8085366, 12.5104806 55.808641)",,,,,,,,
289775520,1050213957,0,1881248,False,Tranehavevej,residential,30,7.569,"LINESTRING (12.5372558 55.6555511, 12.5371551 55.6555886)",,,,,,,,
289775520,8087192,0,1881248,False,Tranehavevej,residential,30,9.079,"LINESTRING (12.5372558 55.6555511, 12.5374 55.6555442)",,,,,,,,
289788263,252716168,0,709490867,False,Tvedvangen,tertiary,50,6.359,"LINESTRING (12.4194922 55.7350249, 12.419536 55.7349733)",,,,,,,,
289788263,6668775725,0,709490867,False,Tvedvangen,tertiary,50,100.241,"LINESTRING (12.4194922 55.7350249, 12.4187978 55.7358372)",,,,,,,,
290212928,247948402,0,22999383,False,Søborg Parkalle,tertiary,40,17.445,"LINESTRING (12.5068433 55.7363181, 12.5070524 55.7364218)",,,,,,,,
290212928,247948401,0,22999383,False,Søborg Parkalle,tertiary,40,18.972,"LINESTRING (12.5068433 55.7363181, 12.5066133 55.736207)",,,,,,,,
290212929,247948401,0,22999383,False,Søborg Parkalle,tertiary,40,29.025,"LINESTRING (12.5062666 55.7360337, 12.5066133 55.736207)",,,,,,,,
290212929,247948400,0,22999383,False,Søborg Parkalle,tertiary,40,5.673,"LINESTRING (12.5062666 55.7360337, 12.5062005 55.7359988)",,,,,,,,
290401903,5683222497,0,26248961,True,Naverporten,tertiary,40,89.364,"LINESTRING (12.4547831 55.6279907, 12.453361 55.6280267)",,,,,,,,
291222063,8084812,0,237099579,False,Backersvej,tertiary,50,36.005,"LINESTRING (12.6274754 55.648141, 12.6273056 55.6484503)",2,,,,,,,
291222063,6527591,0,237099579,False,Backersvej,tertiary,50,82.97,"LINESTRING (12.6274754 55.648141, 12.6278225 55.647421)",2,,,,,,,
291222073,8084810,0,237099579,False,Backersvej,tertiary,50,44.024,"LINESTRING (12.6271138 55.6488451, 12.6268995 55.6492221)",2,,,,,,,
291222073,8084812,0,237099579,False,Backersvej,tertiary,50,45.519,"LINESTRING (12.6271138 55.6488451, 12.6273056 55.6484503)",2,,,,,,,
291358666,563286654,0,212018477,False,Hørsholm Kongevej,secondary,,89.899,"LINESTRING (12.479447 55.8411311, 12.4788515 55.840395)",,,229,,,,,
291358666,790003948,0,212018477,False,Hørsholm Kongevej,secondary,,296.484,"LINESTRING (12.479447 55.8411311, 12.481415 55.8435577)",,,229,,,,,
291360005,1066672212,0,196276852,False,Englandsvej,tertiary,50,3.522,"LINESTRING (12.5996265 55.6390658, 12.5996179 55.6390971)",,,,,,,,
291360005,17396225,0,196276852,False,Englandsvej,tertiary,50,42.726,"LINESTRING (12.5996265 55.6390658, 12.5997458 55.6386875)",,,,,,,,
291948352,3560232036,0,34624918,True,Gladsaxevej,tertiary,,35.374,"LINESTRING (12.5026758 55.7304918, 12.5021182 55.730543)",,,,,,,,
292191877,277016721,0,25417691,False,Kongshvilebakken,residential,,20.668,"LINESTRING (12.4808062 55.7717751, 12.4804914 55.7718316)",,,,,,,,
293921622,266556737,0,38071774,False,Storekær,tertiary,50,55.382,"LINESTRING (12.4549263 55.6649899, 12.455809 55.6649762)",,yes,,,,,,
294077035,294077494,0,118548402,False,Lindeager,residential,50,32.08,"LINESTRING (12.4501492 55.6626415, 12.4506605 55.662634)",,,,,,,,
294077035,294077456,0,118548402,False,Lindeager,residential,50,24.758,"LINESTRING (12.4501492 55.6626415, 12.4497546 55.6626472)",,,,,,,,
294077293,6402014119,0,118548402,False,Lindeager,residential,50,11.318,"LINESTRING (12.4529525 55.6625872, 12.4527723 55.6625925)",,,,,,,,
294077456,294077035,0,118548402,False,Lindeager,residential,50,24.758,"LINESTRING (12.4497546 55.6626472, 12.4501492 55.6626415)",,,,,,,,
294077456,6402014117,0,118548402,False,Lindeager,residential,50,14.63,"LINESTRING (12.4497546 55.6626472, 12.4495214 55.66265)",,,,,,,,
294077457,6402014117,0,118548402,False,Lindeager,residential,50,42.951,"LINESTRING (12.4488371 55.6626646, 12.4495214 55.66265)",,,,,,,,
294077457,1333131881,0,118548402,False,Lindeager,residential,50,23.426,"LINESTRING (12.4488371 55.6626646, 12.4484637 55.6626695)",,,,,,,,
294077494,6402014118,0,118548402,False,Lindeager,residential,50,34.14,"LINESTRING (12.4506605 55.662634, 12.4512045 55.6626235)",,,,,,,,
294077494,294077035,0,118548402,False,Lindeager,residential,50,32.08,"LINESTRING (12.4506605 55.662634, 12.4501492 55.6626415)",,,,,,,,
294077512,388595858,0,118548402,False,Lindeager,residential,50,55.799,"LINESTRING (12.4515651 55.6626167, 12.4524544 55.6626031)",,,,,,,,
294077512,6402014118,0,118548402,False,Lindeager,residential,50,22.63,"LINESTRING (12.4515651 55.6626167, 12.4512045 55.6626235)",,,,,,,,
294222469,296199137,0,8122797,False,Vennemindevej,tertiary,50,92.139,"LINESTRING (12.5698869 55.7093002, 12.5696814 55.7101207)",2,,,,,,,
294222469,2918588450,0,8122797,False,Vennemindevej,tertiary,50,132.776,"LINESTRING (12.5698869 55.7093002, 12.5702238 55.7081213)",2,,,,,,,
294222476,296199152,0,27282696,False,Vennemindevej,tertiary,50,55.546,"LINESTRING (12.5690889 55.71232, 12.5689537 55.7128137)",2,,,,,,,
294222476,296199140,0,27282696,False,Vennemindevej,tertiary,50,108.89,"LINESTRING (12.5690889 55.71232, 12.569372 55.7113538)",2,,,,,,,
294222492,4184219961,0,121391077,False,Borgervænget,residential,50,9.243,"LINESTRING (12.5611119 55.7135514, 12.5612589 55.7135442)",,,,,,,,
295966936,4174194536,0,3991402,False,Islands Brygge,residential,,85.763,"LINESTRING (12.5669796 55.6579039, 12.5664295 55.6571978)",,,,,,,,
295966936,20908251,0,3991402,False,Islands Brygge,residential,,48.464,"LINESTRING (12.5669796 55.6579039, 12.5672856 55.6583041)",,,,,,,,
296199137,296199140,0,8122797,False,Vennemindevej,tertiary,50,138.478,"LINESTRING (12.5696814 55.7101207, 12.569372 55.7113538)",2,,,,,,,
296199137,294222469,0,8122797,False,Vennemindevej,tertiary,50,92.139,"LINESTRING (12.5696814 55.7101207, 12.5698869 55.7093002)",2,,,,,,,
296199140,296199137,0,8122797,False,Vennemindevej,tertiary,50,138.478,"LINESTRING (12.569372 55.7113538, 12.5696814 55.7101207)",2,,,,,,,
296199140,294222476,0,27282696,False,Vennemindevej,tertiary,50,108.89,"LINESTRING (12.569372 55.7113538, 12.5690889 55.71232)",2,,,,,,,
296199152,294222476,0,27282696,False,Vennemindevej,tertiary,50,55.546,"LINESTRING (12.5689537 55.7128137, 12.5690889 55.71232)",2,,,,,,,
296199152,2940337990,0,290508516,False,Vennemindevej,tertiary,50,53.707,"LINESTRING (12.5689537 55.7128137, 12.568837 55.7132922)",2,,,,,,,
296199160,3306436678,0,237099601,False,Vennemindevej,tertiary,40,13.589,"LINESTRING (12.5684301 55.7142892, 12.5685323 55.7141814)",2,,,,,,,
296206725,17343213,0,741047137,False,Vennemindevej,tertiary,50,16.152,"LINESTRING (12.5703906 55.7077415, 12.5703101 55.7078795)",2,,,,,,,
296206774,4235218127,0,8122602,False,Randersgade,tertiary,50,55.077,"LINESTRING (12.5796235 55.7091386, 12.5797657 55.7086498)",2,,,,,,,
296206813,2283747717,0,532535375,False,Nordre Frihavnsgade,tertiary,50,9.944,"LINESTRING (12.5877663 55.7034114, 12.5876096 55.7033972)",,,,,,,,
296206834,286401979,0,357113628,False,Classensgade,tertiary,50,55.517,"LINESTRING (12.5878228 55.6981434, 12.588638 55.6983389)",2,,,,,,,
296206834,8078474,0,357113628,False,Classensgade,tertiary,50,47.609,"LINESTRING (12.5878228 55.6981434, 12.5871239 55.6979755)",2,,,,,,,
296206838,7029092291,0,357113628,False,Classensgade,tertiary,50,17.041,"LINESTRING (12.5854814 55.6975896, 12.5857326 55.6976483)",2,,,,,,,
296206838,1570100169,0,357113628,False,Classensgade,tertiary,50,57.172,"LINESTRING (12.5854814 55.6975896, 12.5846431 55.6973867)",2,,,,,,,
297725056,370687545,0,27136797,False,Hørsholm Kongevej,secondary,,387.481,"LINESTRING (12.4704493 55.8300978, 12.4678623 55.8269305)",,,229,,,,,
297725056,1562425278,0,233917437,False,Hørsholm Kongevej,secondary,,30.491,"LINESTRING (12.4704493 55.8300978, 12.470658 55.8303457)",,,229,,,,,
297822246,5066122133,0,168146930,False,Jernbane Allé,tertiary,50,19.909,"LINESTRING (12.4912652 55.6863052, 12.4911185 55.686464)",,,,,,,,
297975913,17551067,0,237111837,False,Englandsvej,tertiary,50,32.891,"LINESTRING (12.604969 55.6566925, 12.6047085 55.6564358)",,,,,,,,
297975913,7726649,0,237111837,False,Englandsvej,tertiary,50,56.444,"LINESTRING (12.604969 55.6566925, 12.6054432 55.6571239)",,,,,,,,
298548430,4927488354,0,178877715,False,Vester Farimagsgade,tertiary,50,8.5,"LINESTRING (12.5635192 55.6795834, 12.563579 55.679652)",6,,,,,,,
298548430,6507299127,0,693115201,False,Vester Farimagsgade,tertiary,50,8.811,"LINESTRING (12.5635192 55.6795834, 12.5634613 55.6795112)",6,,,,,,,
299043300,30564149,0,204731909,False,Skovdiget,tertiary,40,27.886,"LINESTRING (12.4259292 55.7616236, 12.4255458 55.7614957)",2,,,,,,,
299043300,279223210,0,204731909,False,Skovdiget,tertiary,40,62.834,"LINESTRING (12.4259292 55.7616236, 12.4268047 55.7619005)",2,,,,,,,
299147206,1190873106,0,140412992,False,Vester Farimagsgade,tertiary,50,10.486,"LINESTRING (12.562465 55.6740922, 12.5624092 55.6741811)",2,,,,,,,
299395833,997554775,0,26176315,False,Nyelandsvej,tertiary,50,51.599,"LINESTRING (12.5216277 55.6849185, 12.5224003 55.6847584)",,,,,,,,
299395833,69391484,0,26176315,False,Nyelandsvej,tertiary,50,125.748,"LINESTRING (12.5216277 55.6849185, 12.5197437 55.6853069)",,,,,,,,
300361944,286532122,0,237214022,True,Store Kongensgade,primary,50,10.175,"LINESTRING (12.5865028 55.6828567, 12.5864322 55.6827743)",2,,O2,,,,,
300931988,300931990,0,27413234,True,Store Kongensgade,primary,50,12.551,"LINESTRING (12.5884267 55.6910847, 12.5884843 55.6909766)",1,,O2,,,,,
300934895,1066609061,0,168269172,False,Bernstorffsgade,tertiary,50,7.705,"LINESTRING (12.5691427 55.6704784, 12.5690844 55.6705394)",4,,,,,,,
302541893,5700548602,0,599046995,True,Rolighedsvej,tertiary,,12.584,"LINESTRING (12.424552 55.8407715, 12.4244643 55.8406696)",,,,,,,,
303875962,1324267710,0,78445513,True,Brøndbyøstervej,residential,50,22.265,"LINESTRING (12.4383483 55.659684, 12.4381758 55.659859)",1,,,,,,,
304136616,1785193202,0,3999550,False,Roskildevej,tertiary,50,15.104,"LINESTRING (12.5311364 55.6708415, 12.5308978 55.6708601)",3,,,,,,,
307406877,308109930,0,211465694,False,Værebrovej,tertiary,40,104.739,"LINESTRING (12.4301252 55.7561912, 12.4317608 55.7563916)",2,,,,,,,
307406877,2888066699,0,211465694,False,Værebrovej,tertiary,40,17.361,"LINESTRING (12.4301252 55.7561912, 12.4298536 55.7561593)",2,,,,,,,
308109930,1415685575,0,211465694,False,Værebrovej,tertiary,40,6.116,"LINESTRING (12.4317608 55.7563916, 12.4318556 55.756405)",2,,,,,,,
308109930,307406877,0,211465694,False,Værebrovej,tertiary,40,104.739,"LINESTRING (12.4317608 55.7563916, 12.4301252 55.7561912)",2,,,,,,,
308110901,5246242706,0,85846549,False,Værebrovej,tertiary,40,10.344,"LINESTRING (12.4387445 55.756904, 12.4385796 55.7568974)",2,,,,,,,
308111861,1415685575,0,211465694,False,Værebrovej,tertiary,40,39.426,"LINESTRING (12.4324709 55.7564814, 12.4318556 55.756405)",2,,,,,,,
308111861,2888071302,0,217807034,False,Værebrovej,tertiary,40,62.329,"LINESTRING (12.4324709 55.7564814, 12.4334454 55.7565976)",2,,,,,,,
308113972,4250425362,0,681254106,False,Gammel Hareskovvej,tertiary,40,127.51,"LINESTRING (12.4110357 55.7607996, 12.4125474 55.7600305)",,,,,,,,
308113972,6379552866,0,681254106,False,Gammel Hareskovvej,tertiary,40,17.949,"LINESTRING (12.4110357 55.7607996, 12.4108303 55.7609123)",,,,,,,,
308204880,1362229840,0,162074188,False,Kongebrovej,tertiary,50,79.114,"LINESTRING (12.6084641 55.6840347, 12.6072025 55.6840157)",,,,,,,,
308204880,17207445,0,162074188,False,Kongebrovej,tertiary,50,15.641,"LINESTRING (12.6084641 55.6840347, 12.6087132 55.6840267)",,,,,,,,
308208193,4597736783,0,357113628,False,Classensgade,tertiary,50,7.243,"LINESTRING (12.5828495 55.6969702, 12.5829563 55.6969951)",2,,,,,,,
308208193,7029092292,0,357113628,False,Classensgade,tertiary,50,144.666,"LINESTRING (12.5828495 55.6969702, 12.5807079 55.6964845)",2,,,,,,,
308663294,1957552083,0,182398600,False,Danneskiold-Samsøes Allé,tertiary,50,11.23,"LINESTRING (12.6018717 55.677137, 12.6019284 55.6772328)",2,,,,,,,
310383104,24490829,0,4187280,False,Rebæk Søpark,residential,40,12.942,"LINESTRING (12.4563463 55.6629359, 12.4564922 55.6630182)",2,,,,,,,
310383104,24490826,0,4187280,False,Rebæk Søpark,residential,40,19.481,"LINESTRING (12.4563463 55.6629359, 12.4560939 55.6628338)",2,,,,,,,
314464704,8086668,0,744356309,False,Backersvej,tertiary,50,19.893,"LINESTRING (12.6197174 55.6584242, 12.6195907 55.6585882)",2,,,,,,,
314464704,1735306906,0,744356309,False,Backersvej,tertiary,50,14.633,"LINESTRING (12.6197174 55.6584242, 12.6198151 55.6583047)",2,,,,,,,
315673410,6151381798,0,237352551,False,Maglegårds Alle,tertiary,40,41.196,"LINESTRING (12.5108879 55.7224118, 12.5111036 55.7220618)",,,,,,,,
315673410,4061707741,0,237352551,False,Maglegårds Alle,tertiary,40,40.258,"LINESTRING (12.5108879 55.7224118, 12.5107353 55.7227635)",,,,,,,,
321589233,30564157,0,681254098,False,Skovdiget,tertiary,40,7.543,"LINESTRING (12.4133156 55.7597009, 12.4132118 55.7596664)",2,,,,,,,
321589233,2957130053,0,681254098,False,Skovdiget,tertiary,40,7.204,"LINESTRING (12.4133156 55.7597009, 12.4134254 55.7597204)",2,,,,,,,
322660206,30562398,0,11917653,False,Hartkornsvej,tertiary,50,65.107,"LINESTRING (12.6588032 55.6009042, 12.658731 55.6003201)",,,,,,,,
322660206,322660279,0,11917653,False,Hartkornsvej,tertiary,50,13.119,"LINESTRING (12.6588032 55.6009042, 12.6588327 55.601021)",,,,,,,,
322660279,322660206,0,11917653,False,Hartkornsvej,tertiary,50,13.119,"LINESTRING (12.6588327 55.601021, 12.6588032 55.6009042)",,,,,,,,
322660279,30562363,0,11917653,False,Hartkornsvej,tertiary,50,6.689,"LINESTRING (12.6588327 55.601021, 12.6588919 55.601071)",,,,,,,,
332111465,279722791,0,25659774,False,Lendemosevej,residential,,19.897,"LINESTRING (12.5311318 55.8290735, 12.5314267 55.8290058)",,,,,,,,
332111465,1983554960,0,25659774,False,Lendemosevej,residential,,143.078,"LINESTRING (12.5311318 55.8290735, 12.5289771 55.8295106)",,,,,,,,
332111466,1983554960,0,25659774,False,Lendemosevej,residential,,21.125,"LINESTRING (12.5286541 55.829567, 12.5289771 55.8295106)",,,,,,,,
332111466,279722431,0,25659774,False,Lendemosevej,residential,,22.342,"LINESTRING (12.5286541 55.829567, 12.5283043 55.8296091)",,,,,,,,
