u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,bridge,ref,service,junction,width,access,tunnel
4929281161,4929281162,0,496762360,True,,tertiary,,3.925,"LINESTRING (12.5848183 55.7684051, 12.5848189 55.7683698)",,,,,roundabout,,,
4929281162,17505509,0,496762360,True,,tertiary,,3.915,"LINESTRING (12.5848189 55.7683698, 12.5848358 55.7683359)",,,,,roundabout,,,
4929281163,265509798,0,496762360,True,,tertiary,,2.918,"LINESTRING (12.5848584 55.7683129, 12.5848884 55.7682928)",,,,,roundabout,,,
4929281164,17505511,0,496762360,True,,tertiary,,4.73,"LINESTRING (12.5850291 55.7682557, 12.5851046 55.768258)",,,,,roundabout,,,
4929281165,582310864,0,496762360,True,,tertiary,,2.663,"LINESTRING (12.5852 55.768283, 12.5852312 55.7682993)",,,,,roundabout,,,
4929281166,582310871,0,496762360,True,,tertiary,,2.682,"LINESTRING (12.5852773 55.7683423, 12.5852884 55.7683656)",,,,,roundabout,,,
4929281167,17505513,0,496762360,True,,tertiary,,4.464,"LINESTRING (12.58529 55.7684058, 12.5852704 55.7684444)",,,,,roundabout,,,
4929281168,4929281169,0,496762360,True,,tertiary,,3.491,"LINESTRING (12.5850799 55.7685216, 12.5850241 55.7685213)",,,,,roundabout,,,
4929281169,26321605,0,496762360,True,,tertiary,,3.488,"LINESTRING (12.5850241 55.7685213, 12.58497 55.7685137)",,,,,roundabout,,,
4931394286,279995754,0,270739026,False,Lüdersvej,tertiary,50,21.131,"LINESTRING (12.593052 55.7088309, 12.5927607 55.7089267)",,,,,,,,
4931394286,279995671,0,502761469,False,Lüdersvej,tertiary,50,27.557,"LINESTRING (12.593052 55.7088309, 12.5934576 55.708735)",,,,,,,,
4931570325,5622977256,0,8131024,False,Kattegatvej,tertiary,50,45.939,"LINESTRING (12.6056853 55.7168645, 12.6059353 55.7172529)",,,,,,,,
4931570325,20923515,0,8131024,False,Kattegatvej,tertiary,50,36.609,"LINESTRING (12.6056853 55.7168645, 12.605486 55.716555)",,,,,,,,
4945296122,4945296123,0,161862400,False,Englandsvej,tertiary,50,3.946,"LINESTRING (12.5997611 55.6504743, 12.5997343 55.6504422)",,,,,,,,
4945296122,537856790,0,161862400,False,Englandsvej,tertiary,50,5.349,"LINESTRING (12.5997611 55.6504743, 12.5997975 55.6505178)",,,,,,,,
4945296123,1582952510,0,161862400,False,Englandsvej,tertiary,50,78.475,"LINESTRING (12.5997343 55.6504422, 12.5992007 55.6498039)",,,,,,,,
4945296123,4945296122,0,161862400,False,Englandsvej,tertiary,50,3.946,"LINESTRING (12.5997343 55.6504422, 12.5997611 55.6504743)",,,,,,,,
4945296131,537856790,0,161862400,False,Englandsvej,tertiary,50,15.487,"LINESTRING (12.5999237 55.6506375, 12.5997975 55.6505178)",,,,,,,,
4945296131,1369055470,0,161862400,False,Englandsvej,tertiary,50,153.999,"LINESTRING (12.5999237 55.6506375, 12.6011785 55.6518278)",,,,,,,,
4945395247,3402594484,0,1696164,False,Øresundsvej,tertiary,50,7.972,"LINESTRING (12.6078543 55.6580849, 12.6079804 55.658076)",,,,,,,,
4945414565,4945414584,0,1694109,False,Knippelsbro,tertiary,50,1.685,"LINESTRING (12.5879616 55.674294, 12.5879797 55.6742828)",4,yes,,,,27.4,,
4945414565,3824652464,0,1694109,False,Knippelsbro,tertiary,50,124.685,"LINESTRING (12.5879616 55.674294, 12.586616 55.6751196)",4,yes,,,,27.4,,
4945414584,4945414565,0,1694109,False,Knippelsbro,tertiary,50,1.685,"LINESTRING (12.5879797 55.6742828, 12.5879616 55.674294)",4,yes,,,,27.4,,
4945414584,1236989662,0,1694110,False,Torvegade,tertiary,50,11.28,"LINESTRING (12.5879797 55.6742828, 12.5881099 55.6742128)",4,,,,,,,
4945690008,4404424560,0,532535375,False,Nordre Frihavnsgade,tertiary,50,10.007,"LINESTRING (12.5855282 55.7032024, 12.585684 55.7032222)",,,,,,,,
4945690008,4404424559,0,532535375,False,Nordre Frihavnsgade,tertiary,50,12.386,"LINESTRING (12.5855282 55.7032024, 12.5853457 55.7031596)",,,,,,,,
4945690009,5500029558,0,514327559,False,Randersgade,tertiary,50,1.134,"LINESTRING (12.580746 55.705411, 12.5807485 55.7054009)",2,,,,,,,
4945690009,5500029557,0,514327559,False,Randersgade,tertiary,50,1.534,"LINESTRING (12.580746 55.705411, 12.5807419 55.7054246)",2,,,,,,,
4945875322,5066122133,0,168146930,False,Jernbane Allé,tertiary,50,36.689,"LINESTRING (12.4908426 55.686755, 12.4911185 55.686464)",,,,,,,,
4950749454,1060103748,0,27225985,False,Vester Farimagsgade,tertiary,50,28.783,"LINESTRING (12.5621575 55.6766269, 12.5622289 55.6768826)",,,,,,,,
4950749454,7726673,0,27225985,False,Vester Farimagsgade,tertiary,50,38.666,"LINESTRING (12.5621575 55.6766269, 12.5620616 55.6762834)",,,,,,,,
4951376834,4951376835,0,33783597,False,Slotsherrensvej,tertiary,,13.277,"LINESTRING (12.4274786 55.7042522, 12.4276896 55.7042632)",,,,,,,,
4951376834,280848726,0,33783597,False,Slotsherrensvej,tertiary,,29.047,"LINESTRING (12.4274786 55.7042522, 12.427015 55.7042519)",,,,,,,,
4951376835,280848728,0,33783597,False,Slotsherrensvej,tertiary,,24.367,"LINESTRING (12.4276896 55.7042632, 12.4280704 55.7043077)",,,,,,,,
4951376835,4951376834,0,33783597,False,Slotsherrensvej,tertiary,,13.277,"LINESTRING (12.4276896 55.7042632, 12.4274786 55.7042522)",,,,,,,,
4968541959,460467593,0,237099579,False,Backersvej,tertiary,50,18.016,"LINESTRING (12.6242833 55.6531885, 12.6241541 55.6533332)",2,,,,,,,
4968541959,8085026,0,237099579,False,Backersvej,tertiary,50,60.045,"LINESTRING (12.6242833 55.6531885, 12.6247141 55.6527063)",2,,,,,,,
4984711324,1815323990,0,26166343,True,Kettegård Alle,tertiary,40,53.0,"LINESTRING (12.4629424 55.6462498, 12.4631386 55.6457862)",2,,,,,,,
5001051721,6040935361,0,645216721,True,Øresundsvej,tertiary,50,5.299,"LINESTRING (12.6285922 55.6618388, 12.6285139 55.6618209)",1,,,,,,,
5012055152,5454511642,0,641461867,False,Øresundsvej,tertiary,50,51.618,"LINESTRING (12.6268506 55.661564, 12.6276511 55.6616717)",2,,,,,,,
5012055152,1467935775,0,641461867,False,Øresundsvej,tertiary,50,6.353,"LINESTRING (12.6268506 55.661564, 12.6267521 55.6615507)",2,,,,,,,
5012555356,26321595,0,497270687,False,Ordrupvej,tertiary,50,72.462,"LINESTRING (12.5779328 55.7631116, 12.578822 55.7635292)",2,,,,,,,
5012555356,26321594,0,497270687,False,Ordrupvej,tertiary,50,31.479,"LINESTRING (12.5779328 55.7631116, 12.5775465 55.7629302)",2,,,,,,,
5025100317,2918447551,0,27417317,False,Randersgade,tertiary,50,31.047,"LINESTRING (12.5806193 55.7058121, 12.5805258 55.7060863)",2,,,,,,,
5025100317,3641701398,0,514327559,False,Randersgade,tertiary,50,4.713,"LINESTRING (12.5806193 55.7058121, 12.5806354 55.7057707)",2,,,,,,,
5049170474,6988012665,0,497270687,False,Ordrupvej,tertiary,50,19.687,"LINESTRING (12.5833224 55.7657031, 12.5835012 55.7658488)",2,,,,,,,
5049170474,2090735172,0,497270687,False,Ordrupvej,tertiary,50,1.691,"LINESTRING (12.5833224 55.7657031, 12.583307 55.7656906)",2,,,,,,,
5049170477,2090735193,0,497270687,False,Ordrupvej,tertiary,50,15.364,"LINESTRING (12.583589 55.765925, 12.5837132 55.7660442)",2,,,,,,,
5049170477,26321602,0,497270687,False,Ordrupvej,tertiary,50,3.983,"LINESTRING (12.583589 55.765925, 12.5835568 55.7658941)",2,,,,,,,
5052297555,26321601,0,497270687,False,Ordrupvej,tertiary,50,24.249,"LINESTRING (12.5828248 55.7654439, 12.5831199 55.7655853)",2,,,,,,,
5052297555,6995510344,0,497270687,False,Ordrupvej,tertiary,50,20.154,"LINESTRING (12.5828248 55.7654439, 12.5825795 55.7653264)",2,,,,,,,
5066122133,297822246,0,168146930,False,Jernbane Allé,tertiary,50,19.909,"LINESTRING (12.4911185 55.686464, 12.4912652 55.6863052)",,,,,,,,
5066122133,4945875322,0,168146930,False,Jernbane Allé,tertiary,50,36.689,"LINESTRING (12.4911185 55.686464, 12.4908426 55.686755)",,,,,,,,
5076264984,4631977791,0,595806874,False,Hvidørevej,tertiary,50,7.813,"LINESTRING (12.5867457 55.7683876, 12.5868706 55.7683875)",2,,,,,,,
5076264984,1499148479,0,595806874,False,Hvidørevej,tertiary,50,2.727,"LINESTRING (12.5867457 55.7683876, 12.5867021 55.7683877)",2,,,,,,,
5083765632,287254679,0,26233006,False,Dalvangsvej,tertiary,40,6.036,"LINESTRING (12.4127865 55.6689981, 12.4126905 55.669002)",,,,,,,,
5083765632,287714083,0,26233006,False,Dalvangsvej,tertiary,40,13.198,"LINESTRING (12.4127865 55.6689981, 12.4129964 55.6689895)",,,,,,,,
5143313498,6469570343,0,529613217,False,Carsten Niebuhrs Gade,residential,,2.679,"LINESTRING (12.5562203 55.6627457, 12.5562502 55.6627629)",,,,,,,,
5144502545,6469570356,0,529613217,False,Carsten Niebuhrs Gade,residential,,19.343,"LINESTRING (12.5565804 55.6629405, 12.5563538 55.6628225)",,,,,,,,
5144502545,6469570355,0,529613217,False,Carsten Niebuhrs Gade,residential,,22.128,"LINESTRING (12.5565804 55.6629405, 12.5568594 55.6630623)",,,,,,,,
5144502546,6469570355,0,529613217,False,Carsten Niebuhrs Gade,residential,,14.962,"LINESTRING (12.5570539 55.6631402, 12.5568594 55.6630623)",,,,,,,,
5144502546,4112323929,0,529613217,False,Carsten Niebuhrs Gade,residential,,22.859,"LINESTRING (12.5570539 55.6631402, 12.5573737 55.6632388)",,,,,,,,
5155532742,5155532747,0,507087438,True,Farvergade,residential,,47.314,"LINESTRING (12.5716935 55.6756593, 12.5723127 55.6759025)",1,,,,,,,
5155532747,8088635,0,507087438,True,Farvergade,residential,,72.946,"LINESTRING (12.5723127 55.6759025, 12.5732673 55.6762775)",1,,,,,,,
5225053335,413325278,0,25717347,False,Skolebakken,residential,,26.604,"LINESTRING (12.4603624 55.7901424, 12.4602627 55.790375)",,,,,,,,
5225053335,3787560161,0,25717347,False,Skolebakken,residential,,63.788,"LINESTRING (12.4603624 55.7901424, 12.4606014 55.7895847)",,,,,,,,
5246242706,308110901,0,85846549,False,Værebrovej,tertiary,40,10.344,"LINESTRING (12.4385796 55.7568974, 12.4387445 55.756904)",2,,,,,,,
5246242706,2888071301,0,85846549,False,Værebrovej,tertiary,40,37.074,"LINESTRING (12.4385796 55.7568974, 12.4379886 55.7568736)",2,,,,,,,
5247001114,6726104117,0,24665342,False,Sibeliusgade,tertiary,40,5.327,"LINESTRING (12.5763148 55.7159606, 12.5763881 55.7159363)",,,,,,,,
5247001114,6726104127,0,24665342,False,Sibeliusgade,tertiary,40,14.874,"LINESTRING (12.5763148 55.7159606, 12.5761103 55.7160286)",,,,,,,,
5251823573,1702694302,0,237352521,False,Grønnemose Alle,tertiary,40,16.873,"LINESTRING (12.5115314 55.7229002, 12.5117934 55.7228648)",,,,,,,,
5251823573,1702694304,0,237352521,False,Grønnemose Alle,tertiary,40,16.871,"LINESTRING (12.5115314 55.7229002, 12.5112694 55.7229355)",,,,,,,,
5275812486,17552586,0,237111837,False,Englandsvej,tertiary,50,11.523,"LINESTRING (12.6027546 55.6539674, 12.6026664 55.6538765)",,,,,,,,
5275812486,17552576,0,237111837,False,Englandsvej,tertiary,50,53.289,"LINESTRING (12.6027546 55.6539674, 12.6031624 55.6543878)",,,,,,,,
5275812487,2411743262,0,161101709,False,Englandsvej,tertiary,50,7.573,"LINESTRING (12.6026291 55.6537871, 12.6026015 55.6537208)",,,,,,,,
5275812487,17552586,0,161101709,False,Englandsvej,tertiary,50,10.213,"LINESTRING (12.6026291 55.6537871, 12.6026664 55.6538765)",,,,,,,,
5288574773,3527302192,0,25620564,False,Dynamovej,tertiary,50,32.602,"LINESTRING (12.4598723 55.7345145, 12.460097 55.73425)",,,,,,,yes,
5288574773,4270350177,0,25620564,False,Dynamovej,tertiary,50,19.042,"LINESTRING (12.4598723 55.7345145, 12.4597411 55.734669)",,,,,,,yes,
5298316556,6966863297,0,1696164,False,Øresundsvej,tertiary,50,9.554,"LINESTRING (12.6129511 55.660286, 12.6130889 55.6603226)",,,,,,,,
5298316556,8097301,0,1696164,False,Øresundsvej,tertiary,50,44.664,"LINESTRING (12.6129511 55.660286, 12.6122811 55.66015)",,,,,,,,
5298316557,3402620982,0,1696164,False,Øresundsvej,tertiary,50,35.999,"LINESTRING (12.6133521 55.6603926, 12.6138929 55.660501)",,,,,,,,
5298316557,6966863297,0,1696164,False,Øresundsvej,tertiary,50,18.252,"LINESTRING (12.6133521 55.6603926, 12.6130889 55.6603226)",,,,,,,,
5298316558,6984951080,0,1696164,False,Øresundsvej,tertiary,50,14.746,"LINESTRING (12.6114155 55.6599743, 12.6116367 55.6600192)",,,,,,,,
5298316558,5298316559,0,1696164,False,Øresundsvej,tertiary,50,15.159,"LINESTRING (12.6114155 55.6599743, 12.611201 55.6599115)",,,,,,,,
5298316559,5298316558,0,1696164,False,Øresundsvej,tertiary,50,15.159,"LINESTRING (12.611201 55.6599115, 12.6114155 55.6599743)",,,,,,,,
5298316559,279448455,0,1696164,False,Øresundsvej,tertiary,50,21.394,"LINESTRING (12.611201 55.6599115, 12.6109032 55.6598177)",,,,,,,,
5303248321,8217858,0,1519004,False,Nordre Frihavnsgade,tertiary,50,90.506,"LINESTRING (12.5808539 55.7013744, 12.5798057 55.7008144)",,,,,,,,
5303248321,6483051170,0,532535378,False,Nordre Frihavnsgade,tertiary,40,0.056,"LINESTRING (12.5808539 55.7013744, 12.5808538 55.7013749)",,,,,,,,
5315151305,8228713,0,241095252,False,Mimersgade,tertiary,50,6.723,"LINESTRING (12.5426942 55.7007254, 12.5427996 55.7007141)",,,,,,,yes,
5315151305,25941392,0,241095252,False,Mimersgade,tertiary,50,40.61,"LINESTRING (12.5426942 55.7007254, 12.5420575 55.7007936)",,,,,,,yes,
5315151306,8078530,0,241095252,False,Mimersgade,tertiary,50,2.173,"LINESTRING (12.5429302 55.7006996, 12.5429629 55.7006931)",,,,,,,yes,
5315151306,8228713,0,241095252,False,Mimersgade,tertiary,50,8.341,"LINESTRING (12.5429302 55.7006996, 12.5427996 55.7007141)",,,,,,,yes,
5315151307,501590250,0,241095249,False,Mimersgade,tertiary,50,35.675,"LINESTRING (12.5434795 55.7006104, 12.5440266 55.7005216)",,,,,,,,
5315151307,6551516283,0,241095252,False,Mimersgade,tertiary,50,29.007,"LINESTRING (12.5434795 55.7006104, 12.5430342 55.7006817)",,,,,,,yes,
5323330647,20923516,0,3993236,False,Nordsøvej,unclassified,50,99.118,"LINESTRING (12.6092744 55.7198271, 12.6077909 55.7201376)",,,,,,,,
5323330647,1041202738,0,3993236,False,Nordsøvej,unclassified,50,51.122,"LINESTRING (12.6092744 55.7198271, 12.6100395 55.7196669)",,,,,,,,
5360890517,94025550,0,11699291,True,Naverporten,tertiary,40,13.426,"LINESTRING (12.4565052 55.62784, 12.4567148 55.627816)",,,,,,,,
5379007766,287455025,0,26248903,False,Avedøre Tværvej,residential,30,12.3,"LINESTRING (12.4491564 55.6316789, 12.4493431 55.6317125)",2,,,,,,,
5379007766,5683223839,0,26248903,False,Avedøre Tværvej,residential,30,6.395,"LINESTRING (12.4491564 55.6316789, 12.4490587 55.6316626)",2,,,,,,,
5380887212,425615188,0,670665889,False,Damhus Boulevard,tertiary,50,5.408,"LINESTRING (12.4727937 55.6721498, 12.4727286 55.6721179)",,,,,,,,
5418616767,247948403,0,22999383,False,Søborg Parkalle,tertiary,40,5.704,"LINESTRING (12.5073932 55.7365886, 12.5074622 55.7366221)",,,,,,,,
5418616767,247948402,0,22999383,False,Søborg Parkalle,tertiary,40,28.27,"LINESTRING (12.5073932 55.7365886, 12.5070524 55.7364218)",,,,,,,,
5434289426,6881411860,0,155248277,False,Englandsvej,tertiary,50,7.14,"LINESTRING (12.5984592 55.6430258, 12.598466 55.6429617)",,,,,,,,
5434289426,247933219,0,155248277,False,Englandsvej,tertiary,50,47.963,"LINESTRING (12.5984592 55.6430258, 12.5984115 55.6434563)",,,,,,,,
5443908827,4712175328,0,1525051,False,Backersvej,tertiary,50,3.194,"LINESTRING (12.6285935 55.6454874, 12.6285913 55.6455161)",,,,,,,,
5443908827,8084817,0,1525051,False,Backersvej,tertiary,50,39.789,"LINESTRING (12.6285935 55.6454874, 12.6286209 55.6451299)",,,,,,,,
5446264575,4712175296,0,1525051,False,Backersvej,tertiary,50,12.19,"LINESTRING (12.6285467 55.6447745, 12.6285719 55.6448832)",,,,,,,,
5446264575,4712175304,0,1525051,False,Backersvej,tertiary,50,6.267,"LINESTRING (12.6285467 55.6447745, 12.6285327 55.6447187)",,,,,,,,
5449003901,1369086103,0,1525051,False,Backersvej,tertiary,50,68.647,"LINESTRING (12.6285113 55.6460057, 12.6282381 55.6466035)",,,,,,,,
5449003901,8084813,0,1525051,False,Backersvej,tertiary,50,13.104,"LINESTRING (12.6285113 55.6460057, 12.6285491 55.6458898)",,,,,,,,
5450247690,8084817,0,1525051,False,Backersvej,tertiary,50,12.116,"LINESTRING (12.6286013 55.6450215, 12.6286209 55.6451299)",,,,,,,,
5450247690,6527598,0,1525051,False,Backersvej,tertiary,50,11.512,"LINESTRING (12.6286013 55.6450215, 12.6285827 55.6449185)",,,,,,,,
5454386254,8084802,0,237099579,False,Backersvej,tertiary,50,9.683,"LINESTRING (12.6233944 55.6541819, 12.6233247 55.6542596)",2,,,,,,,
5454386254,8084803,0,237099579,False,Backersvej,tertiary,50,60.547,"LINESTRING (12.6233944 55.6541819, 12.62383 55.653696)",2,,,,,,,
5454386255,5454386258,0,237099579,False,Backersvej,tertiary,50,45.644,"LINESTRING (12.6232853 55.6543049, 12.6229644 55.6546733)",2,,,,,,,
5454386255,8084802,0,237099579,False,Backersvej,tertiary,50,5.611,"LINESTRING (12.6232853 55.6543049, 12.6233247 55.6542596)",2,,,,,,,
5454386258,4927775033,0,237099579,False,Backersvej,tertiary,50,22.772,"LINESTRING (12.6229644 55.6546733, 12.6228043 55.6548571)",2,,,,,,,
5454386258,5454386255,0,237099579,False,Backersvej,tertiary,50,45.644,"LINESTRING (12.6229644 55.6546733, 12.6232853 55.6543049)",2,,,,,,,
5454511642,1467936090,0,641461867,False,Øresundsvej,tertiary,50,28.203,"LINESTRING (12.6276511 55.6616717, 12.6280885 55.6617305)",2,,,,,,,
5454511642,5012055152,0,641461867,False,Øresundsvej,tertiary,50,51.618,"LINESTRING (12.6276511 55.6616717, 12.6268506 55.661564)",2,,,,,,,
5476757444,1736564261,0,744356309,False,Backersvej,tertiary,50,31.018,"LINESTRING (12.6204598 55.65753, 12.6202437 55.6577809)",2,,,,,,,
5476757444,1802654578,0,744356309,False,Backersvej,tertiary,50,35.407,"LINESTRING (12.6204598 55.65753, 12.6207065 55.6572436)",2,,,,,,,
5477029929,3085198353,0,406113381,False,Margretheholmsvej,residential,50,14.936,"LINESTRING (12.6152631 55.682923, 12.615169 55.6827996)",,,,,,,,
5477029929,3085198354,0,406113381,False,Margretheholmsvej,residential,50,32.314,"LINESTRING (12.6152631 55.682923, 12.6154666 55.68319)",,,,,,,,
5486480482,8223461,0,23803893,False,Rantzausgade,residential,,24.48,"LINESTRING (12.5446004 55.6883263, 12.544269 55.6884428)",,,,,,,no,
5486480482,257936885,0,23803893,False,Rantzausgade,residential,,22.95,"LINESTRING (12.5446004 55.6883263, 12.5449111 55.6882171)",,,,,,,no,
5490677033,1060291584,0,160097976,False,Vester Farimagsgade,tertiary,50,5.5,"LINESTRING (12.5630392 55.6789576, 12.5630093 55.6789111)",3,,,,,,,
5490677033,257936200,0,571260883,False,Vester Farimagsgade,tertiary,50,18.69,"LINESTRING (12.5630392 55.6789576, 12.5631475 55.6791142)",6,,,,,,,
5500029557,4945690009,0,514327559,False,Randersgade,tertiary,50,1.534,"LINESTRING (12.5807419 55.7054246, 12.580746 55.705411)",2,,,,,,,
5500029557,1781921790,0,514327559,False,Randersgade,tertiary,50,27.0,"LINESTRING (12.5807419 55.7054246, 12.5806688 55.7056639)",2,,,,,,,
5500029558,5500029559,0,514327559,False,Randersgade,tertiary,50,6.904,"LINESTRING (12.5807485 55.7054009, 12.5807637 55.7053394)",2,,,,,,,
5500029558,4945690009,0,514327559,False,Randersgade,tertiary,50,1.134,"LINESTRING (12.5807485 55.7054009, 12.580746 55.705411)",2,,,,,,,
5500029559,4235218126,0,514327559,False,Randersgade,tertiary,50,9.726,"LINESTRING (12.5807637 55.7053394, 12.5807879 55.705253)",2,,,,,,,
5500029559,5500029558,0,514327559,False,Randersgade,tertiary,50,6.904,"LINESTRING (12.5807637 55.7053394, 12.5807485 55.7054009)",2,,,,,,,
5500029560,4404424569,0,514327559,False,Randersgade,tertiary,50,7.616,"LINESTRING (12.580907 55.7049015, 12.5809254 55.7048338)",2,,,,,,,
5500029560,4235218126,0,514327559,False,Randersgade,tertiary,50,39.791,"LINESTRING (12.580907 55.7049015, 12.5807879 55.705253)",2,,,,,,,
5503414549,7707254,0,572860135,False,Randersgade,tertiary,50,13.006,"LINESTRING (12.5802826 55.7068995, 12.5803195 55.7067844)",2,,,,,,,
5503414549,5503414550,0,572860136,False,Randersgade,tertiary,50,34.871,"LINESTRING (12.5802826 55.7068995, 12.5801836 55.7072081)",2,,,,,,,
5503414550,5503414549,0,572860136,False,Randersgade,tertiary,50,34.871,"LINESTRING (12.5801836 55.7072081, 12.5802826 55.7068995)",2,,,,,,,
5503414550,7707255,0,572860137,False,Randersgade,tertiary,50,8.69,"LINESTRING (12.5801836 55.7072081, 12.5801589 55.707285)",2,,,,,,,
5503414551,7707255,0,572860137,False,Randersgade,tertiary,50,23.816,"LINESTRING (12.5800926 55.7074959, 12.5801589 55.707285)",2,,,,,,,
5503414551,5503414552,0,572860138,False,Randersgade,tertiary,50,42.098,"LINESTRING (12.5800926 55.7074959, 12.5799755 55.7078687)",2,,,,,,,
5503414552,7707256,0,8122602,False,Randersgade,tertiary,50,12.263,"LINESTRING (12.5799755 55.7078687, 12.5799414 55.7079773)",2,,,,,,,
5503414552,5503414551,0,572860138,False,Randersgade,tertiary,50,42.098,"LINESTRING (12.5799755 55.7078687, 12.5800926 55.7074959)",2,,,,,,,
5523427882,272487655,0,359424378,False,Veronikavej,tertiary,40,12.849,"LINESTRING (12.4678329 55.672649, 12.4677022 55.672738)",,,,,,,,
5523427882,3641478273,0,359424378,False,Veronikavej,tertiary,40,12.653,"LINESTRING (12.4678329 55.672649, 12.4679617 55.6725614)",,,,,,,,
5523427889,272488232,0,359424378,False,Veronikavej,tertiary,40,58.674,"LINESTRING (12.4675566 55.6728392, 12.4669669 55.6732489)",,,,,,,,
5523427889,272487655,0,359424378,False,Veronikavej,tertiary,40,14.491,"LINESTRING (12.4675566 55.6728392, 12.4677022 55.672738)",,,,,,,,
5525201653,425522171,0,4362227,True,Ole Klokkersvej,residential,,74.58,"LINESTRING (12.5932511 55.621108, 12.5944041 55.6212692)",,,,,,,,
5525201654,281692579,0,4362227,True,Ole Klokkersvej,residential,,70.24,"LINESTRING (12.5963289 55.6215579, 12.5974101 55.6217201)",,,,,,,,
5525201657,5525201654,0,4362227,True,Ole Klokkersvej,residential,,61.553,"LINESTRING (12.5953814 55.6214158, 12.5963289 55.6215579)",,,,,,,,
5534115963,8309633,0,83845461,False,Guldbergsgade,residential,50,4.143,"LINESTRING (12.5532924 55.6971873, 12.5532741 55.6971515)",,,,,,,,
5534115963,2314556726,0,83845461,False,Guldbergsgade,residential,50,8.541,"LINESTRING (12.5532924 55.6971873, 12.5533302 55.6972611)",,,,,,,,
5556801023,1035781976,0,1700208,False,Nørre Farimagsgade,tertiary,50,18.364,"LINESTRING (12.5638589 55.6800496, 12.5637504 55.6798962)",5,,,,,,,
5556801023,1416152326,0,580494820,False,Nørre Farimagsgade,tertiary,50,28.723,"LINESTRING (12.5638589 55.6800496, 12.5640172 55.680292)",,,,,,,,
5562406201,5730365062,0,497270687,False,Ordrupvej,tertiary,50,6.247,"LINESTRING (12.5757181 55.7620725, 12.5757965 55.7621073)",2,,,,,,,
5562406201,5730365066,0,497270687,False,Ordrupvej,tertiary,50,1.45,"LINESTRING (12.5757181 55.7620725, 12.5756998 55.7620645)",2,,,,,,,
5589839046,280848729,0,33783597,False,Slotsherrensvej,tertiary,,17.335,"LINESTRING (12.4287598 55.7044808, 12.4289757 55.7045783)",,,,,,,,
5589839046,32360044,0,33783597,False,Slotsherrensvej,tertiary,,20.897,"LINESTRING (12.4287598 55.7044808, 12.4284714 55.7043864)",,,,,,,,
5593848212,2318241614,0,4873223,False,Vilhelm Lauritzens Allé,residential,,69.026,"LINESTRING (12.6273484 55.6204927, 12.6284306 55.6206019)",2,,,,,,,
5593848212,31465183,0,4873223,False,Vilhelm Lauritzens Allé,residential,,18.265,"LINESTRING (12.6273484 55.6204927, 12.6270637 55.620459)",2,,,,,,,
5622977256,5622977261,0,8131024,False,Kattegatvej,tertiary,50,130.947,"LINESTRING (12.6059353 55.7172529, 12.606648 55.71836)",,,,,,,,
5622977256,4931570325,0,8131024,False,Kattegatvej,tertiary,50,45.939,"LINESTRING (12.6059353 55.7172529, 12.6056853 55.7168645)",,,,,,,,
5622977261,3746140060,0,8131024,False,Kattegatvej,tertiary,50,104.048,"LINESTRING (12.606648 55.71836, 12.6072142 55.7192397)",,,,,,,,
5622977261,5622977256,0,8131024,False,Kattegatvej,tertiary,50,130.947,"LINESTRING (12.606648 55.71836, 12.6059353 55.7172529)",,,,,,,,
5622977267,3747279305,0,168137766,False,Sundkrogsgade,tertiary,50,56.457,"LINESTRING (12.594668 55.7156949, 12.595012 55.7161642)",,,,,,,,
5622977267,4675595800,0,168137766,False,Sundkrogsgade,tertiary,50,15.434,"LINESTRING (12.594668 55.7156949, 12.594574 55.7155666)",,,,,,,,
5622977272,6896120075,0,168137766,False,Sundkrogsgade,tertiary,50,1.167,"LINESTRING (12.595266 55.7165109, 12.5952731 55.7165206)",,,,,,,,
5622977272,3747279305,0,168137766,False,Sundkrogsgade,tertiary,50,41.705,"LINESTRING (12.595266 55.7165109, 12.595012 55.7161642)",,,,,,,,
5630293820,3466466192,0,554301856,False,Hørkær,unclassified,40,16.915,"LINESTRING (12.4376302 55.718444, 12.4376941 55.7185918)",,,,,,,,
5630293820,2057911910,0,554301856,False,Hørkær,unclassified,40,1.82,"LINESTRING (12.4376302 55.718444, 12.4376233 55.7184281)",,,,,,,,
5657304043,283564239,0,8122870,False,Frederiksholms Kanal,residential,,56.76,"LINESTRING (12.5790998 55.673283, 12.5796049 55.6728594)",,,,,,,,
5657304043,5657304047,0,8122870,False,Frederiksholms Kanal,residential,,69.331,"LINESTRING (12.5790998 55.673283, 12.5784828 55.6738004)",,,,,,,,
5657304047,5657304043,0,8122870,False,Frederiksholms Kanal,residential,,69.331,"LINESTRING (12.5784828 55.6738004, 12.5790998 55.673283)",,,,,,,,
5657304047,8089406,0,8122870,False,Frederiksholms Kanal,residential,,69.381,"LINESTRING (12.5784828 55.6738004, 12.5778654 55.6743182)",,,,,,,,
5677581241,4929281159,0,502456853,False,Hvidørevej,tertiary,50,31.581,"LINESTRING (12.5861202 55.7683996, 12.5856155 55.7684073)",2,,,,,,,
5677581241,1499148479,0,595806874,False,Hvidørevej,tertiary,50,36.423,"LINESTRING (12.5861202 55.7683996, 12.5867021 55.7683877)",2,,,,,,,
5678064636,5678064663,0,22999383,False,Søborg Parkalle,tertiary,40,16.553,"LINESTRING (12.5082335 55.7369995, 12.5084378 55.737094)",,,,,,,,
