u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,bridge,width,access,lanes,ref,junction
46250793,46251026,0,427654385,Burgemeester Amersfoordtlaan,secondary,50,False,9.188,"LINESTRING (4.7903816 52.3407719, 4.7904792 52.3408291)",,,,,,
46251026,46250793,0,427654385,Burgemeester Amersfoordtlaan,secondary,50,False,9.188,"LINESTRING (4.7904792 52.3408291, 4.7903816 52.3407719)",,,,,,
46251835,5530338242,0,7044028,Arent Krijtsstraat,tertiary,50,False,26.935,"LINESTRING (4.9559836 52.3410618, 4.9561065 52.3412921)",,,,,,
46251835,5530338243,0,7044028,Arent Krijtsstraat,tertiary,50,False,44.695,"LINESTRING (4.9559836 52.3410618, 4.9557908 52.3406775)",,,,,,
46252336,46260300,0,7369700,Waalstraat,residential,30,False,186.545,"LINESTRING (4.9018597 52.3411852, 4.90205 52.3428588)",,,,,,
46252336,4622219410,0,270854054,Waalstraat,residential,30,False,21.074,"LINESTRING (4.9018597 52.3411852, 4.901839 52.3409961)",,,,,,
46252767,5242767327,0,7044045,Wilhelminaplantsoen,tertiary,30,True,13.304,"LINESTRING (4.9622146 52.3412529, 4.9620294 52.3412918)",,,,,,
46252767,5530139147,0,576675313,Burgemeester Bickerstraat,tertiary,50,True,5.363,"LINESTRING (4.9622146 52.3412529, 4.9621875 52.3412076)",,,,,,
46252868,775759992,0,203376441,Nieuwemeerdijk,tertiary,30,False,23.054,"LINESTRING (4.7909423 52.3412903, 4.7906958 52.3414328)",,,yes,,,
46253027,46253984,0,7044028,Arent Krijtsstraat,tertiary,50,False,26.653,"LINESTRING (4.956152 52.3413529, 4.9563783 52.3415487)",,,,,,
46253027,5530338242,0,7044028,Arent Krijtsstraat,tertiary,50,False,7.434,"LINESTRING (4.956152 52.3413529, 4.9561065 52.3412921)",,,,,,
46253555,46253769,0,542265261,Wilhelminaplantsoen,tertiary,50,False,16.009,"LINESTRING (4.9611491 52.3414404, 4.960924 52.341483)",,,,,,
46253555,2892412164,0,542265261,Wilhelminaplantsoen,tertiary,50,False,48.02,"LINESTRING (4.9611491 52.3414404, 4.9618229 52.3413099)",,,,,,
46253769,46254377,0,542265261,Wilhelminaplantsoen,tertiary,50,False,45.518,"LINESTRING (4.960924 52.341483, 4.9602789 52.3415936)",,,,,,
46253769,46253555,0,542265261,Wilhelminaplantsoen,tertiary,50,False,16.009,"LINESTRING (4.960924 52.341483, 4.9611491 52.3414404)",,,,,,
46253984,46254988,0,7044028,Arent Krijtsstraat,tertiary,50,False,28.324,"LINESTRING (4.9563783 52.3415487, 4.9566325 52.3417506)",,,,,,
46253984,46253027,0,7044028,Arent Krijtsstraat,tertiary,50,False,26.653,"LINESTRING (4.9563783 52.3415487, 4.956152 52.3413529)",,,,,,
46254377,5530247623,0,542265261,Wilhelminaplantsoen,tertiary,50,False,48.464,"LINESTRING (4.9602789 52.3415936, 4.9595899 52.3417066)",,,,,,
46254377,46253769,0,542265261,Wilhelminaplantsoen,tertiary,50,False,45.518,"LINESTRING (4.9602789 52.3415936, 4.960924 52.341483)",,,,,,
46254988,46253984,0,7044028,Arent Krijtsstraat,tertiary,50,False,28.324,"LINESTRING (4.9566325 52.3417506, 4.9563783 52.3415487)",,,,,,
46254988,5530338239,0,576657624,Arent Krijtsstraat,tertiary,50,True,2.568,"LINESTRING (4.9566325 52.3417506, 4.95667 52.3417477)",,,,,,
46255057,5530247622,0,542265261,Wilhelminaplantsoen,tertiary,50,False,14.458,"LINESTRING (4.9594068 52.3417406, 4.959194 52.3417426)",,,,,,
46255057,5530247623,0,542265261,Wilhelminaplantsoen,tertiary,50,False,13.001,"LINESTRING (4.9594068 52.3417406, 4.9595899 52.3417066)",,,,,,
46255440,6019685256,0,203376441,Nieuwemeerdijk,tertiary,30,False,79.034,"LINESTRING (4.7897899 52.3418687, 4.7888126 52.3422543)",,,yes,,,
46255440,768699093,0,203376441,Nieuwemeerdijk,tertiary,30,False,48.292,"LINESTRING (4.7897899 52.3418687, 4.7903645 52.341613)",,,yes,,,
46255616,5530338240,0,576657626,Wilhelminaplantsoen,tertiary,50,True,9.49,"LINESTRING (4.9568438 52.3418064, 4.9569835 52.3418065)",,,,,,
46260148,46260176,0,120403093,Stadionkade,residential,,False,50.02,"LINESTRING (4.8597287 52.3428423, 4.860465 52.3428442)",,,,,,
46260148,1350128699,0,120403093,Stadionkade,residential,,False,123.799,"LINESTRING (4.8597287 52.3428423, 4.8579425 52.3426216)",,,,,,
46260176,46260148,0,120403093,Stadionkade,residential,,False,50.02,"LINESTRING (4.860465 52.3428442, 4.8597287 52.3428423)",,,,,,
46260300,46252336,0,7369700,Waalstraat,residential,30,False,186.545,"LINESTRING (4.90205 52.3428588, 4.9018597 52.3411852)",,,,,,
46260300,46262538,0,7369743,Waalstraat,residential,30,False,39.789,"LINESTRING (4.90205 52.3428588, 4.9020573 52.3432166)",,,,,,
46260627,46262161,0,203376441,Nieuwemeerdijk,tertiary,30,False,71.048,"LINESTRING (4.7874699 52.3428053, 4.7865947 52.3431551)",,,yes,,,
46260627,6019685256,0,203376441,Nieuwemeerdijk,tertiary,30,False,109.881,"LINESTRING (4.7874699 52.3428053, 4.7888126 52.3422543)",,,yes,,,
46261428,46261905,0,7369746,Rooseveltlaan,tertiary,,False,5.867,"LINESTRING (4.896428 52.3431661, 4.8963801 52.34321)",,,,,,
46261905,46261428,0,7369746,Rooseveltlaan,tertiary,,False,5.867,"LINESTRING (4.8963801 52.34321, 4.896428 52.3431661)",,,,,,
46261905,46264169,0,7369752,Maasstraat,tertiary,,False,61.492,"LINESTRING (4.8963801 52.34321, 4.8959047 52.3436806)",,,,,,
46262161,46263289,0,7388068,Akerdijk,tertiary,30,False,49.617,"LINESTRING (4.7865947 52.3431551, 4.7859906 52.3434059)",,,,,,
46262161,46260627,0,203376441,Nieuwemeerdijk,tertiary,30,False,71.048,"LINESTRING (4.7865947 52.3431551, 4.7874699 52.3428053)",,,yes,,,
46262538,46264917,0,7369743,Waalstraat,residential,30,False,81.876,"LINESTRING (4.9020573 52.3432166, 4.9014519 52.3438533)",,,,,,
46262538,46260300,0,7369743,Waalstraat,residential,30,False,39.789,"LINESTRING (4.9020573 52.3432166, 4.90205 52.3428588)",,,,,,
46263067,833833291,0,117814522,Vrije Geer,tertiary,50,False,40.955,"LINESTRING (4.7977272 52.3432784, 4.7982878 52.3434139)",,,,,,
46263289,46266348,0,7388068,Akerdijk,tertiary,30,False,175.627,"LINESTRING (4.7859906 52.3434059, 4.783848 52.3442898)",,,,,,
46263289,46262161,0,7388068,Akerdijk,tertiary,30,False,49.617,"LINESTRING (4.7859906 52.3434059, 4.7865947 52.3431551)",,,,,,
46263995,1728776772,0,7385906,Vrije Geer,tertiary,50,False,20.087,"LINESTRING (4.7987591 52.34353, 4.7988243 52.3437062)",,,,,,
46263995,1728776759,0,117814522,Vrije Geer,tertiary,50,False,16.597,"LINESTRING (4.7987591 52.34353, 4.7985312 52.3434762)",,,,,,
46264169,4727597188,0,7369752,Maasstraat,tertiary,,False,36.683,"LINESTRING (4.8959047 52.3436806, 4.8956367 52.343967)",,,,,,
46264169,46261905,0,7369752,Maasstraat,tertiary,,False,61.492,"LINESTRING (4.8959047 52.3436806, 4.8963801 52.34321)",,,,,,
46264917,46262538,0,7369743,Waalstraat,residential,30,False,81.876,"LINESTRING (4.9014519 52.3438533, 4.9020573 52.3432166)",,,,,,
46264917,46267259,0,7369874,Waalstraat,residential,30,False,63.413,"LINESTRING (4.9014519 52.3438533, 4.9009835 52.3443466)",,,,,,
46265668,46266838,0,7369752,Maasstraat,tertiary,,False,14.351,"LINESTRING (4.8954973 52.344153, 4.8954376 52.3442768)",,,,,,
46265668,4727597188,0,7369752,Maasstraat,tertiary,,False,22.747,"LINESTRING (4.8954973 52.344153, 4.8956367 52.343967)",,,,,,
46266348,46271804,0,7388068,Akerdijk,tertiary,30,False,158.62,"LINESTRING (4.783848 52.3442898, 4.7819093 52.3450849)",,,,,,
46266348,46263289,0,7388068,Akerdijk,tertiary,30,False,175.627,"LINESTRING (4.783848 52.3442898, 4.7859906 52.3434059)",,,,,,
46266838,46268133,0,7369752,Maasstraat,tertiary,,False,32.988,"LINESTRING (4.8954376 52.3442768, 4.895336 52.3445669)",,,,,,
46266838,46265668,0,7369752,Maasstraat,tertiary,,False,14.351,"LINESTRING (4.8954376 52.3442768, 4.8954973 52.344153)",,,,,,
46267259,46264917,0,7369874,Waalstraat,residential,30,False,63.413,"LINESTRING (4.9009835 52.3443466, 4.9014519 52.3438533)",,,,,,
46267844,301667892,0,119613013,Diepenbrockstraat,secondary,50,False,14.829,"LINESTRING (4.8849193 52.3445305, 4.8847015 52.3445395)",,,,,S109,
46268124,46270681,0,7385906,Vrije Geer,tertiary,50,False,62.611,"LINESTRING (4.7992137 52.3444909, 4.7994883 52.3450284)",,,,,,
46268124,1692400574,0,7385906,Vrije Geer,tertiary,50,False,47.695,"LINESTRING (4.7992137 52.3444909, 4.7989901 52.3440843)",,,,,,
46268133,46269474,0,7369752,Maasstraat,tertiary,,False,34.672,"LINESTRING (4.895336 52.3445669, 4.8952232 52.344871)",,,,,,
46268133,46266838,0,7369752,Maasstraat,tertiary,,False,32.988,"LINESTRING (4.895336 52.3445669, 4.8954376 52.3442768)",,,,,,
46269398,4449763690,0,7374540,Stadionkade,residential,30,True,24.421,"LINESTRING (4.8755281 52.3448585, 4.8751698 52.3448405)",,,,,,
46269427,1324794254,0,7374540,Stadionkade,residential,30,True,4.625,"LINESTRING (4.8764936 52.3449032, 4.8764257 52.3449001)",,,,,,
46269474,46270804,0,7369752,Maasstraat,tertiary,,False,32.891,"LINESTRING (4.8952232 52.344871, 4.89512 52.34516)",,,,,,
46269474,46268133,0,7369752,Maasstraat,tertiary,,False,34.672,"LINESTRING (4.8952232 52.344871, 4.895336 52.3445669)",,,,,,
46270665,5307368125,0,119613013,Diepenbrockstraat,secondary,50,False,12.867,"LINESTRING (4.8828128 52.3450989, 4.8829375 52.3450118)",,,,,S109,
46270665,5307368124,0,119613013,Diepenbrockstraat,secondary,50,False,5.25,"LINESTRING (4.8828128 52.3450989, 4.882763 52.345135)",,,,,S109,
46270681,1692400851,0,7385906,Vrije Geer,tertiary,50,False,116.992,"LINESTRING (4.7994883 52.3450284, 4.7999927 52.3460344)",,,,,,
46270681,46268124,0,7385906,Vrije Geer,tertiary,50,False,62.611,"LINESTRING (4.7994883 52.3450284, 4.7992137 52.3444909)",,,,,,
46270804,46271811,0,7369752,Maasstraat,tertiary,,False,33.061,"LINESTRING (4.89512 52.34516, 4.8950119 52.3454499)",,,,,,
46270804,46269474,0,7369752,Maasstraat,tertiary,,False,32.891,"LINESTRING (4.89512 52.34516, 4.8952232 52.344871)",,,,,,
46271804,1593912668,0,7388068,Akerdijk,tertiary,30,False,105.826,"LINESTRING (4.7819093 52.3450849, 4.7806149 52.3456145)",,,,,,
46271804,46266348,0,7388068,Akerdijk,tertiary,30,False,158.62,"LINESTRING (4.7819093 52.3450849, 4.783848 52.3442898)",,,,,,
46271811,46272738,0,7369752,Maasstraat,tertiary,,False,24.818,"LINESTRING (4.8950119 52.3454499, 4.8949597 52.3456708)",,,,,,
46271811,46270804,0,7369752,Maasstraat,tertiary,,False,33.061,"LINESTRING (4.8950119 52.3454499, 4.89512 52.34516)",,,,,,
46272738,46275728,0,7369752,Maasstraat,tertiary,,False,52.4,"LINESTRING (4.8949597 52.3456708, 4.8950029 52.3461413)",,,,,,
46272738,46271811,0,7369752,Maasstraat,tertiary,,False,24.818,"LINESTRING (4.8949597 52.3456708, 4.8950119 52.3454499)",,,,,,
46273307,46274199,0,117807852,Olympiaweg,tertiary,50,False,28.163,"LINESTRING (4.8592565 52.3456214, 4.8594767 52.345836)",,,,,,
46273307,6653254874,0,117807852,Olympiaweg,tertiary,50,False,0.075,"LINESTRING (4.8592565 52.3456214, 4.8592554 52.3456214)",,,,,,
46273959,320399061,0,119613013,Diepenbrockstraat,secondary,50,False,18.181,"LINESTRING (4.8819127 52.3457448, 4.8820918 52.3456233)",,,,,S109,
46273959,46274057,0,119613013,Diepenbrockstraat,secondary,50,False,15.284,"LINESTRING (4.8819127 52.3457448, 4.8817731 52.3458526)",,,,,S109,
46274057,46273959,0,119613013,Diepenbrockstraat,secondary,50,False,15.284,"LINESTRING (4.8817731 52.3458526, 4.8819127 52.3457448)",,,,,S109,
46274199,6653192561,0,117807852,Olympiaweg,tertiary,50,False,16.492,"LINESTRING (4.8594767 52.345836, 4.859615 52.3459579)",,,,,,
46274199,46273307,0,117807852,Olympiaweg,tertiary,50,False,28.163,"LINESTRING (4.8594767 52.345836, 4.8592565 52.3456214)",,,,,,
46275353,2369785377,0,7388068,Akerdijk,tertiary,30,False,31.685,"LINESTRING (4.7797883 52.3459501, 4.7801768 52.3457924)",,,,,,
46275353,6019658930,0,7388074,Akerdijk,tertiary,30,False,151.041,"LINESTRING (4.7797883 52.3459501, 4.7779448 52.3467096)",,,,,,
46275728,1977789434,0,7369752,Maasstraat,tertiary,,False,54.648,"LINESTRING (4.8950029 52.3461413, 4.8950604 52.3466315)",,,,,,
46275728,46272738,0,7369752,Maasstraat,tertiary,,False,52.4,"LINESTRING (4.8950029 52.3461413, 4.8949597 52.3456708)",,,,,,
46276705,46277919,0,27474913,Diepenbrockstraat,secondary,50,False,45.377,"LINESTRING (4.8811347 52.3463318, 4.8807185 52.346651)",,,,,S109,
46276705,301669306,0,27474913,Diepenbrockstraat,secondary,50,False,2.151,"LINESTRING (4.8811347 52.3463318, 4.8811549 52.3463169)",,,,,S109,
46277910,1062052791,0,7385906,Vrije Geer,tertiary,50,False,8.696,"LINESTRING (4.8002352 52.3465133, 4.8002511 52.3465909)",,,,,,
46277910,1692400851,0,7385906,Vrije Geer,tertiary,50,False,55.741,"LINESTRING (4.8002352 52.3465133, 4.7999927 52.3460344)",,,,,,
46277919,1349021679,0,27474913,Diepenbrockstraat,secondary,50,False,67.165,"LINESTRING (4.8807185 52.346651, 4.8801019 52.3471232)",,,,,S109,
46277919,46276705,0,27474913,Diepenbrockstraat,secondary,50,False,45.377,"LINESTRING (4.8807185 52.346651, 4.8811347 52.3463318)",,,,,S109,
46278183,1692400739,0,7385906,Vrije Geer,tertiary,50,False,40.592,"LINESTRING (4.800196 52.3466725, 4.7997426 52.3469103)",,,,,,
46278183,1062052791,0,7385906,Vrije Geer,tertiary,50,False,9.815,"LINESTRING (4.800196 52.3466725, 4.8002511 52.3465909)",,,,,,
46278188,1977789434,0,7369752,Maasstraat,tertiary,,False,9.701,"LINESTRING (4.8950711 52.3467185, 4.8950604 52.3466315)",,,,,,
46278587,816227241,0,7385029,Louwesweg,unclassified,,False,4.226,"LINESTRING (4.8239545 52.3467151, 4.8239537 52.3467531)",,,,,,
46278587,816227240,0,7385029,Louwesweg,unclassified,,False,5.178,"LINESTRING (4.8239545 52.3467151, 4.8239585 52.3466686)",,,,,,
46278746,768607085,0,7388074,Akerdijk,tertiary,30,False,103.323,"LINESTRING (4.7778593 52.3467455, 4.7765943 52.3472615)",,,,,,
46278746,6019658930,0,7388074,Akerdijk,tertiary,30,False,7.047,"LINESTRING (4.7778593 52.3467455, 4.7779448 52.3467096)",,,,,,
46279090,1577377297,0,325880100,,tertiary,50,True,3.794,"LINESTRING (4.8395145 52.3468909, 4.8395692 52.3468978)",,2.50,,,,roundabout
46279186,1577851949,0,325880100,,tertiary,50,True,2.702,"LINESTRING (4.8393698 52.3469368, 4.8393954 52.3469182)",,2.50,,,,roundabout
46279641,1692400673,0,7385906,Vrije Geer,tertiary,50,False,50.672,"LINESTRING (4.7995081 52.3470333, 4.7989221 52.3473153)",,,,,,
46279641,1692400739,0,7385906,Vrije Geer,tertiary,50,False,20.995,"LINESTRING (4.7995081 52.3470333, 4.7997426 52.3469103)",,,,,,
46279673,1394736110,0,325880069,,tertiary,50,True,3.259,"LINESTRING (4.8393428 52.3469923, 4.8393497 52.3469633)",,2.50,,,,roundabout
46279675,1577377329,0,325880062,,tertiary,50,True,4.373,"LINESTRING (4.8396748 52.346992, 4.8396625 52.3470306)",,2.50,,,,roundabout
46279908,862899896,0,7381491,,tertiary,50,True,4.266,"LINESTRING (4.8396209 52.347067, 4.8395674 52.3470871)",,2.50,,,,roundabout
46280042,2013570192,0,7381461,Overschiestraat,unclassified,50,False,11.289,"LINESTRING (4.8395055 52.3470936, 4.8395022 52.3471951)",,,,,,
46280042,862899900,0,7381491,,tertiary,50,True,4.018,"LINESTRING (4.8395055 52.3470936, 4.8394475 52.3470865)",,2.50,,,,roundabout
46280045,1349021679,0,27474913,Diepenbrockstraat,secondary,50,False,9.452,"LINESTRING (4.8800169 52.3471905, 4.8801019 52.3471232)",,,,,S109,
46281244,4449763721,0,186929830,Beethovenstraat,tertiary,50,True,90.781,"LINESTRING (4.8770189 52.3474688, 4.8772213 52.3482758)",,,,,,
46282359,46282819,0,7385008,Louwesweg,unclassified,,False,7.788,"LINESTRING (4.8239702 52.3477548, 4.8239589 52.3478245)",,,,,,
46282359,1598676345,0,7385029,Louwesweg,unclassified,,False,24.844,"LINESTRING (4.8239702 52.3477548, 4.8239647 52.3475314)",,,,,,
46282819,1606474528,0,7385008,Louwesweg,unclassified,,False,15.407,"LINESTRING (4.8239589 52.3478245, 4.8238295 52.3479383)",,,,,,
46282819,46282359,0,7385008,Louwesweg,unclassified,,False,7.788,"LINESTRING (4.8239589 52.3478245, 4.8239702 52.3477548)",,,,,,
46283167,343262963,0,7381563,Olympiaweg,tertiary,50,False,62.345,"LINESTRING (4.8618932 52.3480405, 4.8623919 52.3485112)",,,,,,
46283167,343261934,0,7381563,Olympiaweg,tertiary,50,False,65.095,"LINESTRING (4.8618932 52.3480405, 4.8613646 52.3475522)",,,,,,
46283168,343584640,0,708669893,Scheldestraat,secondary,50,True,18.828,"LINESTRING (4.8913406 52.3479892, 4.8913725 52.3481574)",,,,1,,
46283545,6019658932,0,7388074,Akerdijk,tertiary,30,False,85.439,"LINESTRING (4.7746744 52.3480509, 4.7736302 52.3484793)",,,,,,
46283545,6019658931,0,7388074,Akerdijk,tertiary,30,False,119.725,"LINESTRING (4.7746744 52.3480509, 4.7761385 52.3474514)",,,,,,
46283930,1614160142,0,7385008,Louwesweg,unclassified,,False,3.564,"LINESTRING (4.8235803 52.3481955, 4.8235948 52.3482263)",,,,,,
46283930,1711678948,0,7385008,Louwesweg,unclassified,,False,11.411,"LINESTRING (4.8235803 52.3481955, 4.8236233 52.3480963)",,,,,,
46284131,1606474534,0,7385008,Louwesweg,unclassified,,False,27.422,"LINESTRING (4.8236357 52.3482705, 4.8239034 52.3484551)",,,,,,
46284131,1614160142,0,7385008,Louwesweg,unclassified,,False,5.646,"LINESTRING (4.8236357 52.3482705, 4.8235948 52.3482263)",,,,,,
46284726,1976839531,0,186929830,Beethovenstraat,tertiary,50,True,58.116,"LINESTRING (4.8772412 52.3483747, 4.8773049 52.3488959)",,,,,,
46284756,46285291,0,21521118,Ferdinand Bolstraat,secondary,50,True,12.933,"LINESTRING (4.8913951 52.3484366, 4.8913977 52.3485529)",,,,1,,
46285291,257439324,0,21521118,Ferdinand Bolstraat,secondary,50,True,16.43,"LINESTRING (4.8913977 52.3485529, 4.8914222 52.3486999)",,,,1,,
46285787,46285993,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,58.002,"LINESTRING (4.8673986 52.3487095, 4.868252 52.3487277)",,,,,,
46285993,46286182,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,31.429,"LINESTRING (4.868252 52.3487277, 4.8687137 52.3487463)",,,,,,
46285993,46285787,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,58.002,"LINESTRING (4.868252 52.3487277, 4.8673986 52.3487095)",,,,,,
46286182,46286294,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,78.827,"LINESTRING (4.8687137 52.3487463, 4.8698729 52.3487801)",,,,,,
46286182,46285993,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,31.429,"LINESTRING (4.8687137 52.3487463, 4.868252 52.3487277)",,,,,,
46286215,5056099700,0,7385008,Louwesweg,unclassified,,False,8.281,"LINESTRING (4.8242752 52.3486963, 4.8243159 52.3487665)",,,,,,
46286215,1606474538,0,7385008,Louwesweg,unclassified,,False,8.6,"LINESTRING (4.8242752 52.3486963, 4.8242013 52.3486335)",,,,,,
46286294,4597083630,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,19.87,"LINESTRING (4.8698729 52.3487801, 4.8701649 52.3487909)",,,,,,
46286294,46286182,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,78.827,"LINESTRING (4.8698729 52.3487801, 4.8687137 52.3487463)",,,,,,
46286504,46286674,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,71.056,"LINESTRING (4.8710522 52.3488239, 4.8720966 52.3488604)",,,,,,
46286504,4597083630,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,60.38,"LINESTRING (4.8710522 52.3488239, 4.8701649 52.3487909)",,,,,,
46286674,46286678,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,30.175,"LINESTRING (4.8720966 52.3488604, 4.8725403 52.3488739)",,,,,,
46286674,46286504,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,71.056,"LINESTRING (4.8720966 52.3488604, 4.8710522 52.3488239)",,,,,,
46286678,46286928,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,69.604,"LINESTRING (4.8725403 52.3488739, 4.8735641 52.3489006)",,,,,,
46286678,46286674,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,30.175,"LINESTRING (4.8725403 52.3488739, 4.8720966 52.3488604)",,,,,,
46286795,4171313185,0,21521118,Ferdinand Bolstraat,secondary,50,True,54.083,"LINESTRING (4.8914721 52.348948, 4.8915252 52.3494333)",,,,1,,
46286928,46287166,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,80.972,"LINESTRING (4.8735641 52.3489006, 4.8747537 52.3489477)",,,,,,
46286928,46286678,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,69.604,"LINESTRING (4.8735641 52.3489006, 4.8725403 52.3488739)",,,,,,
46287092,734985275,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,74.596,"LINESTRING (4.8758775 52.3489902, 4.8769733 52.3490349)",,,,,,
46287092,46287166,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,76.479,"LINESTRING (4.8758775 52.3489902, 4.8747537 52.3489477)",,,,,,
46287164,1341467370,0,7381563,Olympiaweg,tertiary,50,False,26.559,"LINESTRING (4.8629383 52.3490357, 4.8631722 52.3492271)",,,,,,
46287164,343262963,0,7381563,Olympiaweg,tertiary,50,False,69.129,"LINESTRING (4.8629383 52.3490357, 4.8623919 52.3485112)",,,,,,
46287166,46287092,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,76.479,"LINESTRING (4.8747537 52.3489477, 4.8758775 52.3489902)",,,,,,
46287166,46286928,0,7374715,Gerrit van der Veenstraat,tertiary,30,False,80.972,"LINESTRING (4.8747537 52.3489477, 4.8735641 52.3489006)",,,,,,
46287308,4457852617,0,186929830,Beethovenstraat,tertiary,50,True,7.488,"LINESTRING (4.8773259 52.3489923, 4.8773559 52.3490571)",,,,,,
46287308,1976839538,0,186929851,Gerrit van der Veenstraat,tertiary,50,False,5.216,"LINESTRING (4.8773259 52.3489923, 4.8772518 52.3490046)",,,,,,
46287704,1753159309,0,7388074,Akerdijk,tertiary,30,False,81.178,"LINESTRING (4.7721613 52.3490725, 4.77316 52.3486715)",,,,,,
46287704,46289794,0,7388247,Akerdijk,tertiary,50,False,116.173,"LINESTRING (4.7721613 52.3490725, 4.770726 52.3496407)",,,,,,
46287977,1606474560,0,7384887,Plesmanlaan,unclassified,,False,17.299,"LINESTRING (4.8243239 52.3491255, 4.8243161 52.349281)",,,,,,
46287977,6321370043,0,7385008,Louwesweg,unclassified,,False,24.341,"LINESTRING (4.8243239 52.3491255, 4.8243243 52.3489066)",,,,,,
46288607,1341467370,0,7381563,Olympiaweg,tertiary,50,False,22.98,"LINESTRING (4.8634191 52.3493684, 4.8631722 52.3492271)",,,,,,
46289014,4171313188,0,21521118,Ferdinand Bolstraat,secondary,50,True,4.765,"LINESTRING (4.891537 52.3495407, 4.891543 52.3495834)",,,,1,,
46289580,46291590,0,21521118,Ferdinand Bolstraat,secondary,50,True,93.015,"LINESTRING (4.8915568 52.3496815, 4.8916747 52.3505149)",,,,1,,
46289794,46291475,0,7388247,Akerdijk,tertiary,50,False,85.181,"LINESTRING (4.770726 52.3496407, 4.7696724 52.3500562)",,,,,,
46289794,46287704,0,7388247,Akerdijk,tertiary,50,False,116.173,"LINESTRING (4.770726 52.3496407, 4.7721613 52.3490725)",,,,,,
46289809,1976839560,0,186929830,Beethovenstraat,tertiary,50,True,89.333,"LINESTRING (4.8779724 52.3496509, 4.8786989 52.3503206)",,,,,,
46290934,5275125793,0,545830311,Hobbemakade,secondary,50,True,8.124,"LINESTRING (4.885813 52.3498421, 4.8859288 52.3498604)",,,,,S108,
46291475,46294798,0,7388247,Akerdijk,tertiary,50,False,113.981,"LINESTRING (4.7696724 52.3500562, 4.7682564 52.3506063)",,,,,,
46291475,46289794,0,7388247,Akerdijk,tertiary,50,False,85.181,"LINESTRING (4.7696724 52.3500562, 4.770726 52.3496407)",,,,,,
46291589,1108908820,0,506105732,Hobbemakade,secondary,50,True,44.641,"LINESTRING (4.8859354 52.350435, 4.8858739 52.3500353)",,,,,S108,
46291590,1344302565,0,21521118,Ferdinand Bolstraat,secondary,50,True,4.611,"LINESTRING (4.8916747 52.3505149, 4.8916824 52.3505561)",,,,1,,
46293339,3294630427,0,117617508,Van Woustraat,tertiary,50,True,122.73,"LINESTRING (4.9037272 52.3504878, 4.9033363 52.3515654)",,,,1,,
46293426,46295648,0,666428612,Amstelveenseweg,secondary,50,True,57.109,"LINESTRING (4.8571322 52.350564, 4.8569122 52.3510597)",,,,2,,
46294798,46295309,0,7388247,Akerdijk,tertiary,50,False,43.704,"LINESTRING (4.7682564 52.3506063, 4.767717 52.3508206)",,,,,,
46294798,46291475,0,7388247,Akerdijk,tertiary,50,False,113.981,"LINESTRING (4.7682564 52.3506063, 4.7696724 52.3500562)",,,,,,
46295049,816899672,0,7388246,Akerdijk,tertiary,50,False,7.015,"LINESTRING (4.767073 52.3507737, 4.767174 52.3507605)",,,,,,
46295049,46295526,0,7388246,Akerdijk,tertiary,50,False,19.288,"LINESTRING (4.767073 52.3507737, 4.766825 52.3508582)",,,,,,
46295095,816899672,0,7388246,Akerdijk,tertiary,50,False,8.435,"LINESTRING (4.7672966 52.3507726, 4.767174 52.3507605)",,,,,,
46295095,46295258,0,7388247,Akerdijk,tertiary,50,False,13.933,"LINESTRING (4.7672966 52.3507726, 4.7674792 52.3508297)",,,,,,
46295258,46295095,0,7388247,Akerdijk,tertiary,50,False,13.933,"LINESTRING (4.7674792 52.3508297, 4.7672966 52.3507726)",,,,,,
46295258,1753159778,0,7388247,Akerdijk,tertiary,50,False,5.046,"LINESTRING (4.7674792 52.3508297, 4.7675523 52.3508378)",,,,,,
46295309,816899843,0,7388247,Akerdijk,tertiary,50,False,6.17,"LINESTRING (4.767717 52.3508206, 4.7676313 52.350839)",,,,,,
46295309,46294798,0,7388247,Akerdijk,tertiary,50,False,43.704,"LINESTRING (4.767717 52.3508206, 4.7682564 52.3506063)",,,,,,
46295526,46295049,0,7388246,Akerdijk,tertiary,50,False,19.288,"LINESTRING (4.766825 52.3508582, 4.767073 52.3507737)",,,,,,
46295526,3170917299,0,7388246,Akerdijk,tertiary,50,False,5.884,"LINESTRING (4.766825 52.3508582, 4.7667612 52.350894)",,,,,,
