u,v,key,osmid,bridge,oneway,name,highway,length,geometry,lanes,maxspeed,access,width
7086644919,7086644929,0,758761050,,False,,cycleway,45.886,"LINESTRING (-70.6786568 -33.4629888, -70.6786905 -33.4634005)",,,,
7086644919,7086644928,0,758761050,,False,,cycleway,55.989,"LINESTRING (-70.6786568 -33.4629888, -70.6786099 -33.4624868)",,,,
7086644920,7086644921,0,758761050,,False,,cycleway,80.558,"LINESTRING (-70.6787198 -33.4637582, -70.6787805 -33.4644809)",,,,
7086644920,7086644929,0,758761050,,False,,cycleway,39.867,"LINESTRING (-70.6787198 -33.4637582, -70.6786905 -33.4634005)",,,,
7086644921,7086644922,0,758761050,,False,,cycleway,47.265,"LINESTRING (-70.6787805 -33.4644809, -70.67880150000001 -33.4649056)",,,,
7086644921,7086644920,0,758761050,,False,,cycleway,80.558,"LINESTRING (-70.6787805 -33.4644809, -70.6787198 -33.4637582)",,,,
7086644922,7086644930,0,758761050,,False,,cycleway,6.142,"LINESTRING (-70.67880150000001 -33.4649056, -70.6788038 -33.4649608)",,,,
7086644922,7086644921,0,758761050,,False,,cycleway,47.265,"LINESTRING (-70.67880150000001 -33.4649056, -70.6787805 -33.4644809)",,,,
7086644923,7086644924,0,758761050,,False,,cycleway,99.725,"LINESTRING (-70.6788249 -33.4654724, -70.67887159999999 -33.4663684)",,,,
7086644923,7086644930,0,758761050,,False,,cycleway,56.921,"LINESTRING (-70.6788249 -33.4654724, -70.6788038 -33.4649608)",,,,
7086644924,7086644931,0,758761050,,False,,cycleway,34.642,"LINESTRING (-70.67887159999999 -33.4663684, -70.67890060000001 -33.466679)",,,,
7086644924,7086644923,0,758761050,,False,,cycleway,99.725,"LINESTRING (-70.67887159999999 -33.4663684, -70.6788249 -33.4654724)",,,,
7086644925,7086644932,0,758761050,,False,,cycleway,23.516,"LINESTRING (-70.678916 -33.4668437, -70.67892310000001 -33.4670551)",,,,
7086644925,7086644931,0,758761050,,False,,cycleway,18.369,"LINESTRING (-70.678916 -33.4668437, -70.67890060000001 -33.466679)",,,,
7086644926,7086644927,0,758761050,,False,,cycleway,76.891,"LINESTRING (-70.6789253 -33.4671184, -70.6789393 -33.4678098)",,,,
7086644926,7086644932,0,758761050,,False,,cycleway,7.042,"LINESTRING (-70.6789253 -33.4671184, -70.67892310000001 -33.4670551)",,,,
7086644927,5917118231,0,758761050,,False,,cycleway,147.69,"LINESTRING (-70.6789393 -33.4678098, -70.6790565 -33.4691344)",,,,
7086644927,7086644926,0,758761050,,False,,cycleway,76.891,"LINESTRING (-70.6789393 -33.4678098, -70.6789253 -33.4671184)",,,,
7086644928,7086644919,0,758761050,,False,,cycleway,55.989,"LINESTRING (-70.6786099 -33.4624868, -70.6786568 -33.4629888)",,,,
7086644928,7086644918,0,758761050,,False,,cycleway,8.108,"LINESTRING (-70.6786099 -33.4624868, -70.6786031 -33.4624141)",,,,
7086644929,7086644920,0,758761050,,False,,cycleway,39.867,"LINESTRING (-70.6786905 -33.4634005, -70.6787198 -33.4637582)",,,,
7086644929,7086644919,0,758761050,,False,,cycleway,45.886,"LINESTRING (-70.6786905 -33.4634005, -70.6786568 -33.4629888)",,,,
7086644930,7086644923,0,758761050,,False,,cycleway,56.921,"LINESTRING (-70.6788038 -33.4649608, -70.6788249 -33.4654724)",,,,
7086644930,7086644922,0,758761050,,False,,cycleway,6.142,"LINESTRING (-70.6788038 -33.4649608, -70.67880150000001 -33.4649056)",,,,
7086644931,7086644925,0,758761050,,False,,cycleway,18.369,"LINESTRING (-70.67890060000001 -33.466679, -70.678916 -33.4668437)",,,,
7086644931,7086644924,0,758761050,,False,,cycleway,34.642,"LINESTRING (-70.67890060000001 -33.466679, -70.67887159999999 -33.4663684)",,,,
7086644932,7086644926,0,758761050,,False,,cycleway,7.042,"LINESTRING (-70.67892310000001 -33.4670551, -70.6789253 -33.4671184)",,,,
7086644932,7086644925,0,758761050,,False,,cycleway,23.516,"LINESTRING (-70.67892310000001 -33.4670551, -70.678916 -33.4668437)",,,,
7086672622,7086672624,0,758764851,,False,,cycleway,251.785,"LINESTRING (-70.6496729 -33.4474378, -70.64919860000001 -33.4496673)",,,,
7086672622,7622691303,0,758764851,,False,,cycleway,19.577,"LINESTRING (-70.6496729 -33.4474378, -70.6496487 -33.4472629)",,,,
7086672624,7086672625,0,758764851,,False,,cycleway,57.967,"LINESTRING (-70.64919860000001 -33.4496673, -70.6490836 -33.4501797)",,,,
7086672624,7086672622,0,758764851,,False,,cycleway,251.785,"LINESTRING (-70.64919860000001 -33.4496673, -70.6496729 -33.4474378)",,,,
7086672625,7086672626,0,758764851,,False,,cycleway,19.992,"LINESTRING (-70.6490836 -33.4501797, -70.64905880000001 -33.4503583)",,,,
7086672625,7086672624,0,758764851,,False,,cycleway,57.967,"LINESTRING (-70.6490836 -33.4501797, -70.64919860000001 -33.4496673)",,,,
7086672626,7086672627,0,758764851,,False,,cycleway,60.435,"LINESTRING (-70.64905880000001 -33.4503583, -70.6489509 -33.4508943)",,,,
7086672626,7086672625,0,758764851,,False,,cycleway,19.992,"LINESTRING (-70.64905880000001 -33.4503583, -70.6490836 -33.4501797)",,,,
7086672627,7086672628,0,758764851,,False,,cycleway,58.121,"LINESTRING (-70.6489509 -33.4508943, -70.6488571 -33.4514111)",,,,
7086672627,7086672626,0,758764851,,False,,cycleway,60.435,"LINESTRING (-70.6489509 -33.4508943, -70.64905880000001 -33.4503583)",,,,
7086672628,7086672630,0,758764851,,False,,cycleway,40.542,"LINESTRING (-70.6488571 -33.4514111, -70.6487808 -33.4517701)",,,,
7086672628,7086672627,0,758764851,,False,,cycleway,58.121,"LINESTRING (-70.6488571 -33.4514111, -70.6489509 -33.4508943)",,,,
7086672630,7086672631,0,758764851,,False,,cycleway,69.933,"LINESTRING (-70.6487808 -33.4517701, -70.6486536 -33.45239)",,,,
7086672630,7086672628,0,758764851,,False,,cycleway,40.542,"LINESTRING (-70.6487808 -33.4517701, -70.6488571 -33.4514111)",,,,
7086672631,7086672682,0,758764851,,False,,cycleway,3.522,"LINESTRING (-70.6486536 -33.45239, -70.6486486 -33.4524214)",,,,
7086672631,7086672630,0,758764851,,False,,cycleway,69.933,"LINESTRING (-70.6486536 -33.45239, -70.6487808 -33.4517701)",,,,
7086672681,7086672682,0,758764853,yes,False,,cycleway,8.862,"LINESTRING (-70.648636 -33.4525004, -70.6486486 -33.4524214)",,,,
7086672682,7086672631,0,758764851,,False,,cycleway,3.522,"LINESTRING (-70.6486486 -33.4524214, -70.6486536 -33.45239)",,,,
7086672682,7086672681,0,758764853,yes,False,,cycleway,8.862,"LINESTRING (-70.6486486 -33.4524214, -70.648636 -33.4525004)",,,,
7086673092,7086673174,0,758763544,,False,,cycleway,3.877,"LINESTRING (-70.6425362 -33.4464663, -70.6425287 -33.4465006)",,,,
7086673092,7622691300,0,758763544,,False,,cycleway,35.127,"LINESTRING (-70.6425362 -33.4464663, -70.6425916 -33.4461538)",,,,
7086673093,7086673094,0,758763544,,False,,cycleway,37.853,"LINESTRING (-70.64250130000001 -33.4466263, -70.64244530000001 -33.4469635)",,,,
7086673093,7086673174,0,758763544,,False,,cycleway,14.207,"LINESTRING (-70.64250130000001 -33.4466263, -70.6425287 -33.4465006)",,,,
7086673094,7086673095,0,758763544,,False,,cycleway,57.282,"LINESTRING (-70.64244530000001 -33.4469635, -70.6423333 -33.4474701)",,,,
7086673094,7086673093,0,758763544,,False,,cycleway,37.853,"LINESTRING (-70.64244530000001 -33.4469635, -70.64250130000001 -33.4466263)",,,,
7086673095,7086673173,0,758763544,,False,,cycleway,8.783,"LINESTRING (-70.6423333 -33.4474701, -70.64231169999999 -33.447547)",,,,
7086673095,7086673094,0,758763544,,False,,cycleway,57.282,"LINESTRING (-70.6423333 -33.4474701, -70.64244530000001 -33.4469635)",,,,
7086673097,7086673098,0,758763544,,False,,cycleway,127.838,"LINESTRING (-70.6422948 -33.4476177, -70.6419514 -33.4487311)",,,,
7086673097,7086673173,0,758763544,,False,,cycleway,8.016,"LINESTRING (-70.6422948 -33.4476177, -70.64231169999999 -33.447547)",,,,
7086673098,7086673172,0,758763544,,False,,cycleway,2.405,"LINESTRING (-70.6419514 -33.4487311, -70.6419435 -33.4487517)",,,,
7086673098,7086673097,0,758763544,,False,,cycleway,127.838,"LINESTRING (-70.6419514 -33.4487311, -70.6422948 -33.4476177)",,,,
7086673099,7086673100,0,758763544,,False,,cycleway,79.815,"LINESTRING (-70.6417905 -33.4491463, -70.6415598 -33.4498378)",,,,
7086673099,7086673172,0,758763544,,False,,cycleway,46.117,"LINESTRING (-70.6417905 -33.4491463, -70.6419435 -33.4487517)",,,,
7086673100,7086673171,0,758763544,,False,,cycleway,3.857,"LINESTRING (-70.6415598 -33.4498378, -70.64154859999999 -33.4498712)",,,,
7086673100,7086673099,0,758763544,,False,,cycleway,79.815,"LINESTRING (-70.6415598 -33.4498378, -70.6417905 -33.4491463)",,,,
7086673102,7086673103,0,758763544,,False,,cycleway,44.251,"LINESTRING (-70.64135330000001 -33.4504857, -70.6412124 -33.4508659)",,,,
7086673102,7086673171,0,758763544,,False,,cycleway,70.691,"LINESTRING (-70.64135330000001 -33.4504857, -70.64154859999999 -33.4498712)",,,,
7086673103,7086673170,0,758763544,,False,,cycleway,3.051,"LINESTRING (-70.6412124 -33.4508659, -70.6412048 -33.4508926)",,,,
7086673103,7086673102,0,758763544,,False,,cycleway,44.251,"LINESTRING (-70.6412124 -33.4508659, -70.64135330000001 -33.4504857)",,,,
7086673104,7086673105,0,758763544,,False,,cycleway,38.62,"LINESTRING (-70.64118910000001 -33.4509478, -70.641098 -33.4512867)",,,,
7086673104,7086673170,0,758763544,,False,,cycleway,6.308,"LINESTRING (-70.64118910000001 -33.4509478, -70.6412048 -33.4508926)",,,,
7086673105,7086673169,0,758763544,,False,,cycleway,22.759,"LINESTRING (-70.641098 -33.4512867, -70.6410511 -33.4514876)",,,,
7086673105,7086673104,0,758763544,,False,,cycleway,38.62,"LINESTRING (-70.641098 -33.4512867, -70.64118910000001 -33.4509478)",,,,
7086673106,7086673107,0,758763544,,False,,cycleway,103.379,"LINESTRING (-70.64099520000001 -33.451727, -70.6407664 -33.4526369)",,,,
7086673106,7086673169,0,758763544,,False,,cycleway,27.121,"LINESTRING (-70.64099520000001 -33.451727, -70.6410511 -33.4514876)",,,,
7086673107,7086673168,0,758763544,,False,,cycleway,9.789,"LINESTRING (-70.6407664 -33.4526369, -70.6407488 -33.4527237)",,,,
7086673107,7086673106,0,758763544,,False,,cycleway,103.379,"LINESTRING (-70.6407664 -33.4526369, -70.64099520000001 -33.451727)",,,,
7086673108,7086673109,0,758763544,,False,,cycleway,101.12,"LINESTRING (-70.640715 -33.4528901, -70.6405166 -33.4537843)",,,,
7086673108,7086673168,0,758763544,,False,,cycleway,18.767,"LINESTRING (-70.640715 -33.4528901, -70.6407488 -33.4527237)",,,,
7086673109,7086673167,0,758763544,,False,,cycleway,7.052,"LINESTRING (-70.6405166 -33.4537843, -70.64049900000001 -33.453846)",,,,
7086673109,7086673108,0,758763544,,False,,cycleway,101.12,"LINESTRING (-70.6405166 -33.4537843, -70.640715 -33.4528901)",,,,
7086673110,7086673111,0,758763544,,False,,cycleway,95.095,"LINESTRING (-70.6403858 -33.4542441, -70.64014760000001 -33.4550759)",,,,
7086673110,7086673167,0,758763544,,False,,cycleway,45.495,"LINESTRING (-70.6403858 -33.4542441, -70.64049900000001 -33.453846)",,,,
7086673111,7086673166,0,758763544,,False,,cycleway,5.845,"LINESTRING (-70.64014760000001 -33.4550759, -70.64013439999999 -33.4551273)",,,,
7086673111,7086673110,0,758763544,,False,,cycleway,95.095,"LINESTRING (-70.64014760000001 -33.4550759, -70.6403858 -33.4542441)",,,,
7086673112,7086673113,0,758763544,,False,,cycleway,34.59,"LINESTRING (-70.6398744 -33.4561357, -70.63980669999999 -33.4564416)",,,,
7086673112,7086673166,0,758763544,,False,,cycleway,114.694,"LINESTRING (-70.6398744 -33.4561357, -70.64013439999999 -33.4551273)",,,,
7086673113,7086673165,0,758763544,,False,,cycleway,6.479,"LINESTRING (-70.63980669999999 -33.4564416, -70.6397901 -33.4564982)",,,,
7086673113,7086673112,0,758763544,,False,,cycleway,34.59,"LINESTRING (-70.63980669999999 -33.4564416, -70.6398744 -33.4561357)",,,,
7086673114,7086673164,0,758763544,,False,,cycleway,4.535,"LINESTRING (-70.63951489999999 -33.4574332, -70.6395002 -33.4574721)",,,,
7086673114,7086673165,0,758763544,,False,,cycleway,107.056,"LINESTRING (-70.63951489999999 -33.4574332, -70.6397901 -33.4564982)",,,,
7086673115,1152206090,0,92188031,,False,Ciclovía Matta,cycleway,5.785,"LINESTRING (-70.639475 -33.4575389, -70.6394145 -33.4575263)",,,yes,
7086673115,1152206092,0,92188031,,False,Ciclovía Matta,cycleway,5.719,"LINESTRING (-70.639475 -33.4575389, -70.63953480000001 -33.4575514)",,,yes,
7086673115,7086673163,0,758763544,,False,,cycleway,11.321,"LINESTRING (-70.639475 -33.4575389, -70.6394562 -33.4576395)",,,,
7086673115,7086673164,0,758763544,,False,,cycleway,7.787,"LINESTRING (-70.639475 -33.4575389, -70.6395002 -33.4574721)",,,,
7086673116,7086673117,0,758763544,,False,,cycleway,113.682,"LINESTRING (-70.6394098 -33.4578871, -70.6391623 -33.4588884)",,,,
7086673116,7086673163,0,758763544,,False,,cycleway,27.866,"LINESTRING (-70.6394098 -33.4578871, -70.6394562 -33.4576395)",,,,
7086673117,7086673162,0,758763544,,False,,cycleway,22.81,"LINESTRING (-70.6391623 -33.4588884, -70.6390967 -33.4590861)",,,,
7086673117,7086673116,0,758763544,,False,,cycleway,113.682,"LINESTRING (-70.6391623 -33.4588884, -70.6394098 -33.4578871)",,,,
7086673118,7086673119,0,758763544,,False,,cycleway,137.852,"LINESTRING (-70.6389988 -33.4593812, -70.63869529999999 -33.4605948)",,,,
7086673118,7086673162,0,758763544,,False,,cycleway,34.047,"LINESTRING (-70.6389988 -33.4593812, -70.6390967 -33.4590861)",,,,
7086673119,7086673161,0,758763544,,False,,cycleway,7.238,"LINESTRING (-70.63869529999999 -33.4605948, -70.6386771 -33.4606581)",,,,
7086673119,7086673118,0,758763544,,False,,cycleway,137.852,"LINESTRING (-70.63869529999999 -33.4605948, -70.6389988 -33.4593812)",,,,
7086673120,7086673160,0,758763544,,False,,cycleway,5.347,"LINESTRING (-70.6384268 -33.4615279, -70.6384164 -33.4615752)",,,,
7086673120,7086673161,0,758763544,,False,,cycleway,99.466,"LINESTRING (-70.6384268 -33.4615279, -70.6386771 -33.4606581)",,,,
7086673121,7086673159,0,758763544,,False,,cycleway,10.277,"LINESTRING (-70.6382306 -33.4624201, -70.63820699999999 -33.4625104)",,,,
7086673121,7086673160,0,758763544,,False,,cycleway,95.517,"LINESTRING (-70.6382306 -33.4624201, -70.6384164 -33.4615752)",,,,
7086673122,7086673123,0,758763544,,False,,cycleway,59.843,"LINESTRING (-70.63807420000001 -33.4630181, -70.6379177 -33.4635402)",,,,
7086673122,7086673159,0,758763544,,False,,cycleway,57.782,"LINESTRING (-70.63807420000001 -33.4630181, -70.63820699999999 -33.4625104)",,,,
7086673123,7086673158,0,758763544,,False,,cycleway,8.068,"LINESTRING (-70.6379177 -33.4635402, -70.63789920000001 -33.4636111)",,,,
7086673123,7086673122,0,758763544,,False,,cycleway,59.843,"LINESTRING (-70.6379177 -33.4635402, -70.63807420000001 -33.4630181)",,,,
7086673124,7086673157,0,758763544,,False,,cycleway,5.44,"LINESTRING (-70.6376539 -33.4645492, -70.6376394 -33.4645966)",,,,
7086673124,7086673158,0,758763544,,False,,cycleway,106.765,"LINESTRING (-70.6376539 -33.4645492, -70.63789920000001 -33.4636111)",,,,
7086673125,7086673126,0,758763544,,False,,cycleway,90.356,"LINESTRING (-70.6375091 -33.4650245, -70.6372756 -33.4658134)",,,,
7086673125,7086673157,0,758763544,,False,,cycleway,49.092,"LINESTRING (-70.6375091 -33.4650245, -70.6376394 -33.4645966)",,,,
7086673126,7086673156,0,758763544,,False,,cycleway,33.931,"LINESTRING (-70.6372756 -33.4658134, -70.6372192 -33.4661149)",,,,
7086673126,7086673125,0,758763544,,False,,cycleway,90.356,"LINESTRING (-70.6372756 -33.4658134, -70.6375091 -33.4650245)",,,,
7086673127,7086673128,0,758763544,,False,,cycleway,101.565,"LINESTRING (-70.63718919999999 -33.466275, -70.636944 -33.4671652)",,,,
7086673127,7086673156,0,758763544,,False,,cycleway,18.019,"LINESTRING (-70.63718919999999 -33.466275, -70.6372192 -33.4661149)",,,,
7086673128,7086673155,0,758763544,,False,,cycleway,12.413,"LINESTRING (-70.636944 -33.4671652, -70.63691300000001 -33.4672738)",,,,
7086673128,7086673127,0,758763544,,False,,cycleway,101.565,"LINESTRING (-70.636944 -33.4671652, -70.63718919999999 -33.466275)",,,,
7086673129,7086673130,0,758763544,,False,,cycleway,60.196,"LINESTRING (-70.6367315 -33.4679093, -70.6366101 -33.4684411)",,,,
7086673129,7086673155,0,758763544,,False,,cycleway,72.642,"LINESTRING (-70.6367315 -33.4679093, -70.63691300000001 -33.4672738)",,,,
7086673130,7086673154,0,758763544,,False,,cycleway,9.121,"LINESTRING (-70.6366101 -33.4684411, -70.63659060000001 -33.4685215)",,,,
7086673130,7086673129,0,758763544,,False,,cycleway,60.196,"LINESTRING (-70.6366101 -33.4684411, -70.6367315 -33.4679093)",,,,
7086673131,7086673132,0,758763544,,False,,cycleway,119.855,"LINESTRING (-70.6365354 -33.4687488, -70.6362529 -33.4698006)",,,,
7086673131,7086673154,0,758763544,,False,,cycleway,25.788,"LINESTRING (-70.6365354 -33.4687488, -70.63659060000001 -33.4685215)",,,,
7086673132,7086673153,0,758763544,,False,,cycleway,12.427,"LINESTRING (-70.6362529 -33.4698006, -70.6362228 -33.4699095)",,,,
7086673132,7086673131,0,758763544,,False,,cycleway,119.855,"LINESTRING (-70.6362529 -33.4698006, -70.6365354 -33.4687488)",,,,
7086673133,7086673134,0,758763544,,False,,cycleway,87.951,"LINESTRING (-70.6361641 -33.470122, -70.635954 -33.4708933)",,,,
7086673133,7086673153,0,758763544,,False,,cycleway,24.248,"LINESTRING (-70.6361641 -33.470122, -70.6362228 -33.4699095)",,,,
7086673134,7086673135,0,758763544,,False,,cycleway,48.911,"LINESTRING (-70.635954 -33.4708933, -70.63583490000001 -33.4713218)",,,,
7086673134,7086673133,0,758763544,,False,,cycleway,87.951,"LINESTRING (-70.635954 -33.4708933, -70.6361641 -33.470122)",,,,
7086673135,7086673152,0,758763544,,False,,cycleway,4.567,"LINESTRING (-70.63583490000001 -33.4713218, -70.63582479999999 -33.471362)",,,,
7086673135,7086673134,0,758763544,,False,,cycleway,48.911,"LINESTRING (-70.63583490000001 -33.4713218, -70.635954 -33.4708933)",,,,
7086673136,7086673151,0,758763544,,False,,cycleway,10.577,"LINESTRING (-70.635571 -33.4723717, -70.6355449 -33.4724643)",,,,
7086673136,7086673152,0,758763544,,False,,cycleway,114.715,"LINESTRING (-70.635571 -33.4723717, -70.63582479999999 -33.471362)",,,,
7086673137,7086673150,0,758763544,,False,,cycleway,42.363,"LINESTRING (-70.6354123 -33.4729346, -70.6353148 -33.4733068)",,,,
7086673137,7086673151,0,758763544,,False,,cycleway,53.722,"LINESTRING (-70.6354123 -33.4729346, -70.6355449 -33.4724643)",,,,
7086673138,7086673149,0,758763544,,False,,cycleway,33.323,"LINESTRING (-70.6350924 -33.4741558, -70.6350272 -33.4744505)",,,,
7086673138,7086673150,0,758763544,,False,,cycleway,96.632,"LINESTRING (-70.6350924 -33.4741558, -70.6353148 -33.4733068)",,,,
7086673139,7086673149,0,758763544,,False,,cycleway,20.409,"LINESTRING (-70.63498730000001 -33.474631, -70.6350272 -33.4744505)",,,,
7086673149,7086673139,0,758763544,,False,,cycleway,20.409,"LINESTRING (-70.6350272 -33.4744505, -70.63498730000001 -33.474631)",,,,
7086673149,7086673138,0,758763544,,False,,cycleway,33.323,"LINESTRING (-70.6350272 -33.4744505, -70.6350924 -33.4741558)",,,,
7086673150,7086673138,0,758763544,,False,,cycleway,96.632,"LINESTRING (-70.6353148 -33.4733068, -70.6350924 -33.4741558)",,,,
7086673150,7086673137,0,758763544,,False,,cycleway,42.363,"LINESTRING (-70.6353148 -33.4733068, -70.6354123 -33.4729346)",,,,
7086673151,7086673137,0,758763544,,False,,cycleway,53.722,"LINESTRING (-70.6355449 -33.4724643, -70.6354123 -33.4729346)",,,,
7086673151,7086673136,0,758763544,,False,,cycleway,10.577,"LINESTRING (-70.6355449 -33.4724643, -70.635571 -33.4723717)",,,,
7086673152,7086673136,0,758763544,,False,,cycleway,114.715,"LINESTRING (-70.63582479999999 -33.471362, -70.635571 -33.4723717)",,,,
7086673152,7086673135,0,758763544,,False,,cycleway,4.567,"LINESTRING (-70.63582479999999 -33.471362, -70.63583490000001 -33.4713218)",,,,
7086673153,7086673133,0,758763544,,False,,cycleway,24.248,"LINESTRING (-70.6362228 -33.4699095, -70.6361641 -33.470122)",,,,
7086673153,7086673132,0,758763544,,False,,cycleway,12.427,"LINESTRING (-70.6362228 -33.4699095, -70.6362529 -33.4698006)",,,,
7086673154,7086673131,0,758763544,,False,,cycleway,25.788,"LINESTRING (-70.63659060000001 -33.4685215, -70.6365354 -33.4687488)",,,,
7086673154,7086673130,0,758763544,,False,,cycleway,9.121,"LINESTRING (-70.63659060000001 -33.4685215, -70.6366101 -33.4684411)",,,,
7086673155,7086673129,0,758763544,,False,,cycleway,72.642,"LINESTRING (-70.63691300000001 -33.4672738, -70.6367315 -33.4679093)",,,,
7086673155,7086673128,0,758763544,,False,,cycleway,12.413,"LINESTRING (-70.63691300000001 -33.4672738, -70.636944 -33.4671652)",,,,
7086673156,7086673127,0,758763544,,False,,cycleway,18.019,"LINESTRING (-70.6372192 -33.4661149, -70.63718919999999 -33.466275)",,,,
7086673156,7086673126,0,758763544,,False,,cycleway,33.931,"LINESTRING (-70.6372192 -33.4661149, -70.6372756 -33.4658134)",,,,
7086673157,7086673125,0,758763544,,False,,cycleway,49.092,"LINESTRING (-70.6376394 -33.4645966, -70.6375091 -33.4650245)",,,,
7086673157,7086673124,0,758763544,,False,,cycleway,5.44,"LINESTRING (-70.6376394 -33.4645966, -70.6376539 -33.4645492)",,,,
7086673158,7086673124,0,758763544,,False,,cycleway,106.765,"LINESTRING (-70.63789920000001 -33.4636111, -70.6376539 -33.4645492)",,,,
7086673158,7086673123,0,758763544,,False,,cycleway,8.068,"LINESTRING (-70.63789920000001 -33.4636111, -70.6379177 -33.4635402)",,,,
7086673159,7086673122,0,758763544,,False,,cycleway,57.782,"LINESTRING (-70.63820699999999 -33.4625104, -70.63807420000001 -33.4630181)",,,,
7086673159,7086673121,0,758763544,,False,,cycleway,10.277,"LINESTRING (-70.63820699999999 -33.4625104, -70.6382306 -33.4624201)",,,,
7086673160,7086673121,0,758763544,,False,,cycleway,95.517,"LINESTRING (-70.6384164 -33.4615752, -70.6382306 -33.4624201)",,,,
7086673160,7086673120,0,758763544,,False,,cycleway,5.347,"LINESTRING (-70.6384164 -33.4615752, -70.6384268 -33.4615279)",,,,
7086673161,7086673120,0,758763544,,False,,cycleway,99.466,"LINESTRING (-70.6386771 -33.4606581, -70.6384268 -33.4615279)",,,,
7086673161,7086673119,0,758763544,,False,,cycleway,7.238,"LINESTRING (-70.6386771 -33.4606581, -70.63869529999999 -33.4605948)",,,,
7086673162,7086673118,0,758763544,,False,,cycleway,34.047,"LINESTRING (-70.6390967 -33.4590861, -70.6389988 -33.4593812)",,,,
7086673162,7086673117,0,758763544,,False,,cycleway,22.81,"LINESTRING (-70.6390967 -33.4590861, -70.6391623 -33.4588884)",,,,
7086673163,7086673116,0,758763544,,False,,cycleway,27.866,"LINESTRING (-70.6394562 -33.4576395, -70.6394098 -33.4578871)",,,,
7086673163,7086673115,0,758763544,,False,,cycleway,11.321,"LINESTRING (-70.6394562 -33.4576395, -70.639475 -33.4575389)",,,,
7086673164,7086673115,0,758763544,,False,,cycleway,7.787,"LINESTRING (-70.6395002 -33.4574721, -70.639475 -33.4575389)",,,,
7086673164,7086673114,0,758763544,,False,,cycleway,4.535,"LINESTRING (-70.6395002 -33.4574721, -70.63951489999999 -33.4574332)",,,,
7086673165,7086673114,0,758763544,,False,,cycleway,107.056,"LINESTRING (-70.6397901 -33.4564982, -70.63951489999999 -33.4574332)",,,,
7086673165,7086673113,0,758763544,,False,,cycleway,6.479,"LINESTRING (-70.6397901 -33.4564982, -70.63980669999999 -33.4564416)",,,,
7086673166,7086673112,0,758763544,,False,,cycleway,114.694,"LINESTRING (-70.64013439999999 -33.4551273, -70.6398744 -33.4561357)",,,,
7086673166,7086673111,0,758763544,,False,,cycleway,5.845,"LINESTRING (-70.64013439999999 -33.4551273, -70.64014760000001 -33.4550759)",,,,
7086673167,7086673110,0,758763544,,False,,cycleway,45.495,"LINESTRING (-70.64049900000001 -33.453846, -70.6403858 -33.4542441)",,,,
7086673167,7086673109,0,758763544,,False,,cycleway,7.052,"LINESTRING (-70.64049900000001 -33.453846, -70.6405166 -33.4537843)",,,,
7086673168,7086673108,0,758763544,,False,,cycleway,18.767,"LINESTRING (-70.6407488 -33.4527237, -70.640715 -33.4528901)",,,,
7086673168,7086673107,0,758763544,,False,,cycleway,9.789,"LINESTRING (-70.6407488 -33.4527237, -70.6407664 -33.4526369)",,,,
7086673169,7086673106,0,758763544,,False,,cycleway,27.121,"LINESTRING (-70.6410511 -33.4514876, -70.64099520000001 -33.451727)",,,,
7086673169,7086673105,0,758763544,,False,,cycleway,22.759,"LINESTRING (-70.6410511 -33.4514876, -70.641098 -33.4512867)",,,,
7086673170,7086673104,0,758763544,,False,,cycleway,6.308,"LINESTRING (-70.6412048 -33.4508926, -70.64118910000001 -33.4509478)",,,,
7086673170,7086673103,0,758763544,,False,,cycleway,3.051,"LINESTRING (-70.6412048 -33.4508926, -70.6412124 -33.4508659)",,,,
7086673171,7086673102,0,758763544,,False,,cycleway,70.691,"LINESTRING (-70.64154859999999 -33.4498712, -70.64135330000001 -33.4504857)",,,,
7086673171,7086673100,0,758763544,,False,,cycleway,3.857,"LINESTRING (-70.64154859999999 -33.4498712, -70.6415598 -33.4498378)",,,,
7086673171,252528785,0,242669435,,True,Santa Isabel,secondary,118.463,"LINESTRING (-70.64154859999999 -33.4498712, -70.64034820000001 -33.4495081)",3,,,
7086673172,7086673099,0,758763544,,False,,cycleway,46.117,"LINESTRING (-70.6419435 -33.4487517, -70.6417905 -33.4491463)",,,,
7086673172,7086673098,0,758763544,,False,,cycleway,2.405,"LINESTRING (-70.6419435 -33.4487517, -70.6419514 -33.4487311)",,,,
7086673174,7086673093,0,758763544,,False,,cycleway,14.207,"LINESTRING (-70.6425287 -33.4465006, -70.64250130000001 -33.4466263)",,,,
7086673174,7086673092,0,758763544,,False,,cycleway,3.877,"LINESTRING (-70.6425287 -33.4465006, -70.6425362 -33.4464663)",,,,
7086739478,7086739480,0,758771427,,False,,cycleway,10.912,"LINESTRING (-70.6542232 -33.4443814, -70.6542012 -33.4444778)",,,,
7086739479,7086739480,0,758771427,,False,,cycleway,24.304,"LINESTRING (-70.6541521 -33.4446925, -70.6542012 -33.4444778)",,,,
7086739480,7086739479,0,758771427,,False,,cycleway,24.304,"LINESTRING (-70.6542012 -33.4444778, -70.6541521 -33.4446925)",,,,
7086739480,7086739478,0,758771427,,False,,cycleway,10.912,"LINESTRING (-70.6542012 -33.4444778, -70.6542232 -33.4443814)",,,,
7230200475,626082074,0,547718581,,False,Ciclovía Alameda,cycleway,10.271,"LINESTRING (-70.6606013 -33.4464178, -70.66070790000001 -33.4464427)",,,,
