u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,access,lanes,service,tunnel,width
2038649908,5309316100,0,26284010,False,1. Tværvej,service,30,6.525,"LINESTRING (12.5418399 55.7124801, 12.5419248 55.7125141)",,2,,,
2038649908,2038647727,0,26284010,False,1. Tværvej,service,30,6.864,"LINESTRING (12.5418399 55.7124801, 12.5417505 55.7124444)",,2,,,
2038649910,2038647729,0,26284010,False,1. Tværvej,service,30,9.433,"LINESTRING (12.5413486 55.7122836, 12.5414714 55.7123327)",,2,,,
2038649910,2038649907,0,26284010,False,1. Tværvej,service,30,10.535,"LINESTRING (12.5413486 55.7122836, 12.5412114 55.7122288)",,2,,,
2038649913,2021836357,0,26284010,False,1. Tværvej,service,30,15.469,"LINESTRING (12.5419926 55.7125412, 12.542194 55.7126217)",,2,,,
2038649913,5309316100,0,26284010,False,1. Tværvej,service,30,5.208,"LINESTRING (12.5419926 55.7125412, 12.5419248 55.7125141)",,2,,,
2207020831,2207020833,0,220956083,False,Gerdasgade,residential,30,63.459,"LINESTRING (12.5095361 55.6586783, 12.5093457 55.6581178)",private,2,,,
2207020831,4679093905,0,220956083,False,Gerdasgade,residential,30,14.265,"LINESTRING (12.5095361 55.6586783, 12.5095789 55.6588043)",private,2,,,
2207020833,2207020831,0,220956083,False,Gerdasgade,residential,30,63.459,"LINESTRING (12.5093457 55.6581178, 12.5095361 55.6586783)",private,2,,,
2338323229,1341403862,0,3993318,False,Sibeliusgade,service,30,32.62,"LINESTRING (12.5674855 55.7163493, 12.5679806 55.7164403)",,,,,
2338323229,20925428,0,3993318,False,Sibeliusgade,service,30,37.088,"LINESTRING (12.5674855 55.7163493, 12.5669226 55.7162458)",,,,,
2342638257,2342638258,0,24988923,False,Højstrupvej,residential,30,18.472,"LINESTRING (12.4873628 55.6962021, 12.487506 55.6963473)",,,,,
2342638257,271652223,0,24988923,False,Højstrupvej,residential,30,8.01,"LINESTRING (12.4873628 55.6962021, 12.4873488 55.6961305)",,,,,
2342638258,2342638257,0,24988923,False,Højstrupvej,residential,30,18.472,"LINESTRING (12.487506 55.6963473, 12.4873628 55.6962021)",,,,,
2377008299,295140932,0,145106068,False,Haveforeningen Birkevang,service,30,5.424,"LINESTRING (12.4705482 55.714428, 12.4706291 55.7144106)",,1,,,
2377008299,1585513953,0,145106068,False,Haveforeningen Birkevang,service,30,79.666,"LINESTRING (12.4705482 55.714428, 12.4693599 55.7146834)",,1,,,
2512504195,4369880303,0,244360866,True,Banegårdspladsen,tertiary,30,2.056,"LINESTRING (12.5636351 55.6731073, 12.5636222 55.6730903)",,,,,
2512504196,298795437,0,244360867,True,Banegårdspladsen,tertiary,30,2.942,"LINESTRING (12.5637201 55.6730035, 12.563767 55.6730042)",,,,,
2512504197,2512504227,0,27226011,True,Banegårdspladsen,tertiary,30,88.294,"LINESTRING (12.5630034 55.6738583, 12.5635709 55.6731316)",,,,,
2512504209,4369880306,0,244360867,True,Banegårdspladsen,tertiary,30,1.387,"LINESTRING (12.5647381 55.6733535, 12.5647435 55.6733656)",,,,,
2512504211,2512504196,0,244360867,True,Banegårdspladsen,tertiary,30,2.941,"LINESTRING (12.5636762 55.6730128, 12.5637201 55.6730035)",,,,,
2512504227,298795432,0,27226011,True,Banegårdspladsen,tertiary,30,9.236,"LINESTRING (12.5635709 55.6731316, 12.563622 55.6730537)",,,,,
2513054100,4369880305,0,244360867,True,Banegårdspladsen,tertiary,30,2.261,"LINESTRING (12.5646664 55.6733144, 12.5646979 55.6733243)",,,,,
2513054106,298795483,0,244360866,True,Banegårdspladsen,tertiary,30,63.261,"LINESTRING (12.5645567 55.6734161, 12.563682 55.6731326)",,,,,
2513054108,4369880308,0,27226014,True,Banegårdspladsen,tertiary,30,1.712,"LINESTRING (12.5647163 55.6734146, 12.5646954 55.6734245)",,,,,
2516637312,2512504209,0,244360867,True,Banegårdspladsen,tertiary,30,1.396,"LINESTRING (12.5647284 55.6733422, 12.5647381 55.6733535)",,,,,
2516637313,298795504,0,27226016,True,Banegårdspladsen,tertiary,30,9.681,"LINESTRING (12.564697 55.6734894, 12.5646493 55.6735722)",,,,,
2516637314,298795456,0,358616808,False,Banegårdspladsen,tertiary,30,2.359,"LINESTRING (12.5646711 55.6736047, 12.564654 55.6735858)",,2,,,
2516637314,2516637315,0,358616808,False,Banegårdspladsen,tertiary,30,3.394,"LINESTRING (12.5646711 55.6736047, 12.5647097 55.6736261)",,2,,,
2516637315,2516637314,0,358616808,False,Banegårdspladsen,tertiary,30,3.394,"LINESTRING (12.5647097 55.6736261, 12.5646711 55.6736047)",,2,,,
2516637315,1181499850,0,358616808,False,Banegårdspladsen,tertiary,30,9.25,"LINESTRING (12.5647097 55.6736261, 12.5648313 55.6736732)",,2,,,
2516637316,298795429,0,244333193,False,Banegårdspladsen,unclassified,30,4.289,"LINESTRING (12.5644867 55.6736199, 12.5644375 55.6736467)",,,,,
2516637316,298795444,0,244333193,False,Banegårdspladsen,unclassified,30,3.714,"LINESTRING (12.5644867 55.6736199, 12.5645387 55.6736039)",,,,,
2516856974,6359420481,0,244361553,False,Banegårdspladsen,tertiary,30,5.951,"LINESTRING (12.5650886 55.6737769, 12.5651736 55.6738007)",,2,,,
2516856974,1181499850,0,358616808,False,Banegårdspladsen,tertiary,30,19.831,"LINESTRING (12.5650886 55.6737769, 12.5648313 55.6736732)",,2,,,
2516856977,4369880309,0,27226014,True,Banegårdspladsen,tertiary,30,1.709,"LINESTRING (12.5646708 55.6734311, 12.564644 55.6734339)",,,,,
2516856979,4369880307,0,244360867,True,Banegårdspladsen,tertiary,30,1.399,"LINESTRING (12.5647442 55.6733781, 12.5647404 55.6733905)",,,,,
2523049923,7659490167,0,3543679,False,Kvæsthusgade,residential,30,4.359,"LINESTRING (12.5936354 55.6798263, 12.5936059 55.6797908)",,,,,
2523049923,17550999,0,3543679,False,Kvæsthusgade,residential,30,104.562,"LINESTRING (12.5936354 55.6798263, 12.5943431 55.6806778)",,,,,
2584912488,6070392322,0,3994767,False,Maribovej,residential,30,4.472,"LINESTRING (12.4893047 55.6671854, 12.4893627 55.667162)",,,,,
2584912488,6070392320,0,3994767,False,Maribovej,residential,30,12.202,"LINESTRING (12.4893047 55.6671854, 12.4891464 55.6672492)",,,,,
2584912494,20942704,0,444622047,False,Knuthenborgvej,residential,30,5.707,"LINESTRING (12.4895155 55.6682139, 12.489465 55.6681712)",,,,,
2584912494,4420835205,0,444622047,False,Knuthenborgvej,residential,30,10.782,"LINESTRING (12.4895155 55.6682139, 12.4896108 55.6682946)",,,,,
2584912552,18222673,0,8125079,False,Buskager,residential,30,41.602,"LINESTRING (12.4866471 55.6787909, 12.4867805 55.6784244)",,,,,
2584912552,18222672,0,8125079,False,Buskager,residential,30,8.639,"LINESTRING (12.4866471 55.6787909, 12.4865962 55.6788631)",,,,,
2584912555,18222675,0,8125077,False,Buskager,residential,30,42.439,"LINESTRING (12.4871761 55.6790196, 12.4873075 55.6786452)",,,,,
2584912555,18222674,0,8125077,False,Buskager,residential,30,8.938,"LINESTRING (12.4871761 55.6790196, 12.4871248 55.6790946)",,,,,
2584912558,18222677,0,8125076,False,Buskager,residential,30,42.392,"LINESTRING (12.4877034 55.6792428, 12.4878318 55.6788685)",,,,,
2584912558,18222676,0,8125076,False,Buskager,residential,30,9.57,"LINESTRING (12.4877034 55.6792428, 12.4876445 55.6793222)",,,,,
2584912565,18222679,0,38240872,False,Buskager,residential,30,42.103,"LINESTRING (12.4882382 55.6794591, 12.4883653 55.6790873)",,,,,
2584912565,18222678,0,38240872,False,Buskager,residential,30,8.214,"LINESTRING (12.4882382 55.6794591, 12.4881858 55.6795268)",,,,,
2704149471,8899946,0,48347099,False,Overgaden Oven Vandet,residential,30,94.874,"LINESTRING (12.5907395 55.6722038, 12.5897211 55.6715728)",,2,,,
2704149471,4950643825,0,48347099,False,Overgaden Oven Vandet,residential,30,17.289,"LINESTRING (12.5907395 55.6722038, 12.5909302 55.6723161)",,2,,,
2758263692,5479185356,0,506201173,False,Brydes Allé,residential,30,23.565,"LINESTRING (12.5961982 55.6556143, 12.5961253 55.6554064)",,,,,
2758263692,2758263708,0,506201173,False,Brydes Allé,residential,30,56.848,"LINESTRING (12.5961982 55.6556143, 12.5963913 55.6561138)",,,,,
2758263708,2758263692,0,506201173,False,Brydes Allé,residential,30,56.848,"LINESTRING (12.5963913 55.6561138, 12.5961982 55.6556143)",,,,,
2758263708,1311740531,0,506201173,False,Brydes Allé,residential,30,6.759,"LINESTRING (12.5963913 55.6561138, 12.5964125 55.6561734)",,,,,
2758263716,1579437174,0,506201173,False,Brydes Allé,residential,30,1.634,"LINESTRING (12.5964911 55.6564017, 12.5964859 55.6563873)",,,,,
2758263716,2758263733,0,506201173,False,Brydes Allé,residential,30,22.144,"LINESTRING (12.5964911 55.6564017, 12.5965731 55.6565954)",,,,,
2758263733,2758263716,0,506201173,False,Brydes Allé,residential,30,22.144,"LINESTRING (12.5965731 55.6565954, 12.5964911 55.6564017)",,,,,
2760235842,4950643825,0,48347099,False,Overgaden Oven Vandet,residential,30,8.36,"LINESTRING (12.5910224 55.6723704, 12.5909302 55.6723161)",,2,,,
2760235842,4945414574,0,48347099,False,Overgaden Oven Vandet,residential,30,7.331,"LINESTRING (12.5910224 55.6723704, 12.5911016 55.6724189)",,2,,,
2914832980,287910037,0,191586967,False,,service,30,7.137,"LINESTRING (12.5388712 55.7160871, 12.5388799 55.7160231)",,,,,
2914832980,2021712634,0,191586967,False,,service,30,7.139,"LINESTRING (12.5388712 55.7160871, 12.5388922 55.7161502)",,,,,
2914832981,2021712685,0,191586967,False,,service,30,7.141,"LINESTRING (12.5389824 55.7159097, 12.5390691 55.715868)",,,,,
2914832981,2021712748,0,191586967,False,,service,30,7.136,"LINESTRING (12.5389824 55.7159097, 12.5389179 55.7159626)",,,,,
2983388862,2983388863,0,27275319,False,Hovedvejen,service,30,7.45,"LINESTRING (12.5195948 55.6856474, 12.5196747 55.685697)",,,,,
2983388862,299395719,0,27275319,False,Hovedvejen,service,30,10.811,"LINESTRING (12.5195948 55.6856474, 12.5194484 55.685596)",,,,,
2983388863,1588711568,0,27275319,False,Hovedvejen,service,30,39.92,"LINESTRING (12.5196747 55.685697, 12.5199259 55.6860269)",,,,,
2983388863,2983388862,0,27275319,False,Hovedvejen,service,30,7.45,"LINESTRING (12.5196747 55.685697, 12.5195948 55.6856474)",,,,,
3054294174,1051720369,0,90461851,False,Otto Busses Vej,residential,30,11.649,"LINESTRING (12.5447606 55.6608321, 12.5445802 55.6608072)",,,,,
3054294174,1051720364,0,90461851,False,Otto Busses Vej,residential,30,37.195,"LINESTRING (12.5447606 55.6608321, 12.5453366 55.6609116)",,,,,
3060526549,1585513941,0,230561083,False,Haveforeningen Birkevang,service,30,22.516,"LINESTRING (12.4697369 55.7155493, 12.4696576 55.7153518)",,1,,,
3060526549,1585513985,0,230561083,False,Haveforeningen Birkevang,service,30,6.692,"LINESTRING (12.4697369 55.7155493, 12.4697732 55.7156059)",,1,,,
3060526555,1585513963,0,230561083,False,Haveforeningen Birkevang,service,30,6.484,"LINESTRING (12.4700402 55.7157443, 12.4699471 55.7157188)",,1,,,
3060526555,1585513995,0,230561083,False,Haveforeningen Birkevang,service,30,44.977,"LINESTRING (12.4700402 55.7157443, 12.4707146 55.7158832)",,1,,,
3060526556,1585513995,0,230561083,False,Haveforeningen Birkevang,service,30,5.826,"LINESTRING (12.4707995 55.7158618, 12.4707146 55.7158832)",,1,,,
3060526556,1585513958,0,230561083,False,Haveforeningen Birkevang,service,30,54.204,"LINESTRING (12.4707995 55.7158618, 12.4713741 55.7154973)",,1,,,
3379812908,7786958,0,330946669,False,Hostrups Have,residential,30,7.584,"LINESTRING (12.5400725 55.6847733, 12.5400253 55.6847105)",,,,,
3379812908,3379812909,0,330946670,False,Hostrups Have,residential,30,12.781,"LINESTRING (12.5400725 55.6847733, 12.5401465 55.6848804)",,,,building_passage,
3379812909,7786970,0,8122637,False,Hostrups Have,residential,30,6.995,"LINESTRING (12.5401465 55.6848804, 12.5401852 55.6849394)",,,,,
3379812909,3379812908,0,330946670,False,Hostrups Have,residential,30,12.781,"LINESTRING (12.5401465 55.6848804, 12.5400725 55.6847733)",,,,building_passage,
3379935983,3379935984,0,4873656,False,Refshalevej,residential,30,30.138,"LINESTRING (12.6128252 55.6913992, 12.6132842 55.6913184)",,,,,
3379935983,1579375806,0,4873656,False,Refshalevej,residential,30,6.109,"LINESTRING (12.6128252 55.6913992, 12.6127296 55.6913885)",,,,,
3379935984,1579375832,0,4873656,False,Refshalevej,residential,30,3.234,"LINESTRING (12.6132842 55.6913184, 12.6132696 55.6912905)",,,,,
3379935984,3379935983,0,4873656,False,Refshalevej,residential,30,30.138,"LINESTRING (12.6132842 55.6913184, 12.6128252 55.6913992)",,,,,
3396822919,8310702,0,1833829,True,Nansensgade,residential,30,27.13,"LINESTRING (12.5641237 55.6826436, 12.5643659 55.6828458)",,,,,
3396822922,8907380,0,1833829,True,Nansensgade,residential,30,64.206,"LINESTRING (12.5644296 55.6829017, 12.5649832 55.6833875)",,,,,
3474129977,8089418,0,220959794,False,Rigsdagsgården,service,30,3.986,"LINESTRING (12.5800048 55.6750927, 12.5799518 55.6750729)",,,,,
3474129977,5779115288,0,340204034,False,Rigsdagsgården,service,30,7.185,"LINESTRING (12.5800048 55.6750927, 12.5801031 55.6751259)",,,,building_passage,
3474129978,5779115288,0,340204034,False,Rigsdagsgården,service,30,1.579,"LINESTRING (12.5801247 55.6751332, 12.5801031 55.6751259)",,,,building_passage,
3491860686,1662077890,0,303933427,False,Fuglebakkevej,residential,30,55.93,"LINESTRING (12.5302671 55.6945274, 12.5307176 55.6949616)",,,,,
3491860686,7427946,0,303933427,False,Fuglebakkevej,residential,30,10.698,"LINESTRING (12.5302671 55.6945274, 12.5301823 55.6944439)",,,,,
3497364624,4353457215,0,342891530,False,Stengade,residential,30,10.784,"LINESTRING (12.5552849 55.6873645, 12.5553742 55.6874474)",,,,,
3497364624,6882230753,0,342891531,False,Stengade,residential,30,10.922,"LINESTRING (12.5552849 55.6873645, 12.555194 55.6872807)",,,,,
3497364625,104313385,0,342891530,False,Stengade,residential,30,12.501,"LINESTRING (12.5555964 55.6876536, 12.5554929 55.6875575)",,,,,
3628524297,3630664483,0,191599182,False,Nielsine Nielsens Vej,service,30,8.141,"LINESTRING (12.5408269 55.7112623, 12.5407553 55.7113234)",,,,,
3628548909,287909983,0,26284016,False,Elise Sørensens Vej,unclassified,30,42.293,"LINESTRING (12.5395732 55.7150822, 12.5401255 55.715301)",,,,,
3628548909,2021691402,0,26284016,False,Elise Sørensens Vej,unclassified,30,45.582,"LINESTRING (12.5395732 55.7150822, 12.5389788 55.7148457)",,,,,
3630664483,2021874011,0,191599182,False,Nielsine Nielsens Vej,service,30,27.802,"LINESTRING (12.5407553 55.7113234, 12.5405109 55.7115321)",,,,,
3630664483,3628524297,0,191599182,False,Nielsine Nielsens Vej,service,30,8.141,"LINESTRING (12.5407553 55.7113234, 12.5408269 55.7112623)",,,,,
3630813253,1341353560,0,679005629,False,Lyngbyvej,service,30,89.096,"LINESTRING (12.5614472 55.7150391, 12.5628047 55.7152784)",,,,,
3630813253,4184219972,0,679005629,False,Lyngbyvej,service,30,3.332,"LINESTRING (12.5614472 55.7150391, 12.5613942 55.7150365)",,,,,
3630813254,3630813256,0,679005629,False,Lyngbyvej,service,30,4.065,"LINESTRING (12.5612929 55.7150656, 12.5613446 55.7150435)",,,,,
3630813254,3630813257,0,679005629,False,Lyngbyvej,service,30,6.94,"LINESTRING (12.5612929 55.7150656, 12.5611854 55.7150807)",,,,,
3630813256,4184219972,0,679005629,False,Lyngbyvej,service,30,3.203,"LINESTRING (12.5613446 55.7150435, 12.5613942 55.7150365)",,,,,
3630813256,3630813254,0,679005629,False,Lyngbyvej,service,30,4.065,"LINESTRING (12.5613446 55.7150435, 12.5612929 55.7150656)",,,,,
3630813257,3630813254,0,679005629,False,Lyngbyvej,service,30,6.94,"LINESTRING (12.5611854 55.7150807, 12.5612929 55.7150656)",,,,,
3630813257,1578282393,0,679005629,False,Lyngbyvej,service,30,5.056,"LINESTRING (12.5611854 55.7150807, 12.5611049 55.715084)",,,,,
3630813258,1578282393,0,679005629,False,Lyngbyvej,service,30,6.322,"LINESTRING (12.5610323 55.7150445, 12.5611049 55.715084)",,,,,
3630813258,286715530,0,679005629,False,Lyngbyvej,service,30,4.035,"LINESTRING (12.5610323 55.7150445, 12.561 55.7150131)",,,,,
3630813259,1341353561,0,679005629,False,Lyngbyvej,service,30,5.225,"LINESTRING (12.5628683 55.7153142, 12.5628911 55.7153594)",,,,,
3630813259,1341353560,0,679005629,False,Lyngbyvej,service,30,5.632,"LINESTRING (12.5628683 55.7153142, 12.5628047 55.7152784)",,,,,
3630813260,1341353562,0,679005629,False,Lyngbyvej,service,30,11.385,"LINESTRING (12.5628539 55.7154157, 12.5627531 55.7155009)",,,,,
3630813260,1341353561,0,679005629,False,Lyngbyvej,service,30,6.68,"LINESTRING (12.5628539 55.7154157, 12.5628911 55.7153594)",,,,,
3630821452,635742931,0,191610836,False,,service,30,9.419,"LINESTRING (12.5436567 55.7124854, 12.5437449 55.7124168)",,,driveway,,
3630821452,2021935497,0,191610836,False,,service,30,59.551,"LINESTRING (12.5436567 55.7124854, 12.5430992 55.7129192)",,,driveway,,
3635193142,6359420481,0,244361553,False,Banegårdspladsen,tertiary,30,2.454,"LINESTRING (12.565211 55.6738072, 12.5651736 55.6738007)",,2,,,
3635193142,298795512,0,244361553,False,Banegårdspladsen,tertiary,30,4.994,"LINESTRING (12.565211 55.6738072, 12.5652892 55.6738157)",,2,,,
3676767761,1446941369,0,1833829,True,Nansensgade,residential,30,8.936,"LINESTRING (12.5619015 55.6807532, 12.5619794 55.6808205)",,,,,
3676767773,3676767761,0,1833829,True,Nansensgade,residential,30,3.893,"LINESTRING (12.5618675 55.6807239, 12.5619015 55.6807532)",,,,,
3684636520,8468150,0,342891531,False,Stengade,residential,30,8.579,"LINESTRING (12.5544739 55.6865918, 12.5544179 55.6865214)",,,,,
3684636520,1597545363,0,342891531,False,Stengade,residential,30,68.631,"LINESTRING (12.5544739 55.6865918, 12.5550251 55.6871251)",,,,,
3691548616,18164864,0,3991417,True,Offenbachsvej,residential,30,169.513,"LINESTRING (12.529514 55.6498123, 12.5299076 55.6483041)",,2,,,
3762006538,1207717269,0,120446186,False,Lautrupsgade,service,30,43.473,"LINESTRING (12.5884767 55.7120264, 12.5888035 55.7116815)",,,driveway,,
3762006538,1061696026,0,120446186,False,Lautrupsgade,service,30,46.155,"LINESTRING (12.5884767 55.7120264, 12.5881298 55.7123926)",,,driveway,,
3762006538,3762006546,0,372650835,False,,service,30,11.595,"LINESTRING (12.5884767 55.7120264, 12.5883174 55.7119733)",,,parking_aisle,,
3762006539,3762006543,0,372650835,False,,service,30,16.0,"LINESTRING (12.5878836 55.7118287, 12.5881034 55.711902)",,,parking_aisle,,
3762006539,3762006541,0,372650836,False,,service,30,44.3,"LINESTRING (12.5878836 55.7118287, 12.5875461 55.7121788)",,,parking_aisle,,
3762006539,3762006540,0,372650836,False,,service,30,34.111,"LINESTRING (12.5878836 55.7118287, 12.5881636 55.7115656)",,,parking_aisle,,
3762006540,3762006539,0,372650836,False,,service,30,34.111,"LINESTRING (12.5881636 55.7115656, 12.5878836 55.7118287)",,,parking_aisle,,
3762006541,3762006539,0,372650836,False,,service,30,44.3,"LINESTRING (12.5875461 55.7121788, 12.5878836 55.7118287)",,,parking_aisle,,
3762006542,3762006543,0,372650837,False,,service,30,41.59,"LINESTRING (12.5877726 55.7122263, 12.5881034 55.711902)",,,parking_aisle,,
3762006543,3762006539,0,372650835,False,,service,30,16.0,"LINESTRING (12.5881034 55.711902, 12.5878836 55.7118287)",,,parking_aisle,,
3762006543,3762006546,0,372650835,False,,service,30,15.574,"LINESTRING (12.5881034 55.711902, 12.5883174 55.7119733)",,,parking_aisle,,
3762006543,3762006544,0,372650837,False,,service,30,35.932,"LINESTRING (12.5881034 55.711902, 12.5883857 55.7116207)",,,parking_aisle,,
3762006543,3762006542,0,372650837,False,,service,30,41.59,"LINESTRING (12.5881034 55.711902, 12.5877726 55.7122263)",,,parking_aisle,,
3762006544,3762006543,0,372650837,False,,service,30,35.932,"LINESTRING (12.5883857 55.7116207, 12.5881034 55.711902)",,,parking_aisle,,
3762006545,3762006546,0,372650838,False,,service,30,32.797,"LINESTRING (12.5880555 55.7122287, 12.5883174 55.7119733)",,,parking_aisle,,
3762006546,3762006543,0,372650835,False,,service,30,15.574,"LINESTRING (12.5883174 55.7119733, 12.5881034 55.711902)",,,parking_aisle,,
3762006546,3762006538,0,372650835,False,,service,30,11.595,"LINESTRING (12.5883174 55.7119733, 12.5884767 55.7120264)",,,parking_aisle,,
3762006546,3762006547,0,372650838,False,,service,30,35.298,"LINESTRING (12.5883174 55.7119733, 12.5885904 55.7116956)",,,parking_aisle,,
3762006546,3762006545,0,372650838,False,,service,30,32.797,"LINESTRING (12.5883174 55.7119733, 12.5880555 55.7122287)",,,parking_aisle,,
3762006547,3762006546,0,372650838,False,,service,30,35.298,"LINESTRING (12.5885904 55.7116956, 12.5883174 55.7119733)",,,parking_aisle,,
3772028638,6333632529,0,24988923,False,Højstrupvej,residential,30,7.663,"LINESTRING (12.4876603 55.6931651, 12.4876533 55.6932339)",,,,,
3772028638,4924971297,0,24988923,False,Højstrupvej,residential,30,19.792,"LINESTRING (12.4876603 55.6931651, 12.4876784 55.6929874)",,,,,
3772028639,4924971297,0,24988923,False,Højstrupvej,residential,30,5.714,"LINESTRING (12.4876836 55.6929361, 12.4876784 55.6929874)",,,,,
3772028639,271652082,0,24988923,False,Højstrupvej,residential,30,31.703,"LINESTRING (12.4876836 55.6929361, 12.487714 55.6926515)",,,,,
3832845867,275622383,0,25303766,False,Folehaven,residential,30,103.159,"LINESTRING (12.5059771 55.6509064, 12.5062355 55.6518226)",,1,,,
3832845867,275622163,0,25303766,False,Folehaven,residential,30,7.954,"LINESTRING (12.5059771 55.6509064, 12.505959 55.6508356)",,1,,,
3832845870,275622440,0,25303770,True,Folehaven,residential,30,104.158,"LINESTRING (12.5048986 55.6509986, 12.505168 55.6519229)",,1,,,
3832845873,275622491,0,25303772,True,Folehaven,residential,30,104.515,"LINESTRING (12.5038204 55.6510966, 12.5040827 55.6520248)",,1,,,
3835639401,2038177992,0,26284011,False,Esther Ammundsens Vej,service,30,11.367,"LINESTRING (12.5441778 55.7134879, 12.544243 55.7135833)",,,,,
3835639401,287909931,0,26284011,False,Esther Ammundsens Vej,service,30,9.173,"LINESTRING (12.5441778 55.7134879, 12.5441076 55.7134155)",,,,,
3835639425,287909980,0,193351908,False,Nielsine Nielsens Vej,service,30,51.194,"LINESTRING (12.5376969 55.7137719, 12.537225 55.7141478)",,,,,
3835639425,287909997,0,193351908,False,Nielsine Nielsens Vej,service,30,26.842,"LINESTRING (12.5376969 55.7137719, 12.5379443 55.7135748)",,,,,
3848136873,738986838,0,112973330,False,Proviantpassagen,service,30,69.979,"LINESTRING (12.5813731 55.6753846, 12.581988 55.6748594)",destination,,,,
3848136873,3848136874,0,381637539,False,Proviantpassagen,service,30,14.174,"LINESTRING (12.5813731 55.6753846, 12.5812486 55.675491)",destination,,,building_passage,
3848136874,257790049,0,381637535,False,Proviantpassagen,service,30,17.682,"LINESTRING (12.5812486 55.675491, 12.5810932 55.6756237)",destination,,,,
3848136874,3848136873,0,381637539,False,Proviantpassagen,service,30,14.174,"LINESTRING (12.5812486 55.675491, 12.5813731 55.6753846)",destination,,,building_passage,
3928082925,1585514003,0,145106074,False,Haveforeningen Birkevang,service,30,7.464,"LINESTRING (12.4713373 55.7134441, 12.4712197 55.7134549)",,1,,,
3928082926,3928082929,0,145106074,False,Haveforeningen Birkevang,service,30,39.925,"LINESTRING (12.4701782 55.7135604, 12.4695509 55.713624)",,1,,,
3928082926,1585514003,0,145106074,False,Haveforeningen Birkevang,service,30,66.286,"LINESTRING (12.4701782 55.7135604, 12.4712197 55.7134549)",,1,,,
3928082929,1585513989,0,145106074,False,Haveforeningen Birkevang,service,30,40.426,"LINESTRING (12.4695509 55.713624, 12.4689157 55.7136883)",,1,,,
3928082929,3928082926,0,145106074,False,Haveforeningen Birkevang,service,30,39.925,"LINESTRING (12.4695509 55.713624, 12.4701782 55.7135604)",,1,,,
3928082930,1585513989,0,145106074,False,Haveforeningen Birkevang,service,30,18.129,"LINESTRING (12.4686318 55.71372, 12.4689157 55.7136883)",,1,,,
3928082931,1585513971,0,25911401,False,Haveforeningen Birkevang,service,30,40.122,"LINESTRING (12.4697875 55.7141787, 12.4691913 55.7143106)",,1,,,
3928082931,295140931,0,25911401,False,Haveforeningen Birkevang,service,30,39.885,"LINESTRING (12.4697875 55.7141787, 12.4703802 55.7140476)",,1,,,
3928913818,1414225287,0,127862287,False,Haveforeningen Rosenvang,service,30,73.203,"LINESTRING (12.4681357 55.7137727, 12.4669843 55.7138854)",,1,,,
3928913819,295140936,0,25911401,False,Haveforeningen Birkevang,service,30,11.086,"LINESTRING (12.4716094 55.7137963, 12.4714424 55.7138293)",,1,,,
3928913820,1414225295,0,127862290,False,Haveforeningen Rosenvang,service,30,67.954,"LINESTRING (12.4682514 55.7140933, 12.4671976 55.7142385)",,1,,,
3928913821,1414225292,0,127862288,False,Haveforeningen Rosenvang,service,30,43.632,"LINESTRING (12.4684613 55.7147657, 12.4677835 55.7148562)",,1,,,
3928913822,1585513950,0,127862287,False,Haveforeningen Rosenvang,service,30,6.532,"LINESTRING (12.4686593 55.7150887, 12.4685566 55.7150989)",,1,,,
3973863421,1051720418,0,90625871,False,Otto Busses Vej,living_street,30,54.933,"LINESTRING (12.5447536 55.6603824, 12.5456031 55.6605025)",,,,,
3973863421,1051720450,0,90625871,False,Otto Busses Vej,living_street,30,18.656,"LINESTRING (12.5447536 55.6603824, 12.5444651 55.6603416)",,,,,
3973863434,3973863443,0,90625879,False,Otto Busses Vej,service,30,37.977,"LINESTRING (12.543896 55.6605864, 12.5437503 55.6609179)",,,,,
3973863434,1051720455,0,90625879,False,Otto Busses Vej,service,30,1.073,"LINESTRING (12.543896 55.6605864, 12.5439026 55.6605775)",,,,,
3973863443,1051720445,0,90625879,False,Otto Busses Vej,service,30,1.152,"LINESTRING (12.5437503 55.6609179, 12.5437434 55.6609275)",,,,,
3973863443,3973863434,0,90625879,False,Otto Busses Vej,service,30,37.977,"LINESTRING (12.5437503 55.6609179, 12.543896 55.6605864)",,,,,
3996485273,4012213436,0,3994859,False,Damstien,residential,30,4.654,"LINESTRING (12.4843908 55.6783125, 12.4843268 55.6782913)",,,,,
3996485273,2370741,0,3994859,False,Damstien,residential,30,61.86,"LINESTRING (12.4843908 55.6783125, 12.4852439 55.678592)",,,,,
4007959784,6327249709,0,3994841,False,Sæbyholmsvej,residential,30,11.04,"LINESTRING (12.490247 55.6773117, 12.4903194 55.6772212)",,,,,
4007959784,662931,0,3994841,False,Sæbyholmsvej,residential,30,47.19,"LINESTRING (12.490247 55.6773117, 12.4899377 55.6776986)",,,,,
4007959788,267030267,0,3994859,False,Damstien,residential,30,48.149,"LINESTRING (12.4818945 55.6774942, 12.4812232 55.6772839)",,,,,
4007959788,1585528439,0,3994859,False,Damstien,residential,30,26.008,"LINESTRING (12.4818945 55.6774942, 12.4822571 55.6776078)",,,,,
4007959806,1585528439,0,3994859,False,Damstien,residential,30,18.571,"LINESTRING (12.4825127 55.6776922, 12.4822571 55.6776078)",,,,,
4007959806,4370984767,0,3994859,False,Damstien,residential,30,28.758,"LINESTRING (12.4825127 55.6776922, 12.4829085 55.6778229)",,,,,
