u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bridge,access,tunnel,width,est_width,junction,service
3910296482,3910296481,0,387797363,True,,,path,,140.169,"LINESTRING (9.179941299999999 45.484598, 9.179676300000001 45.4845015, 9.1795376 45.4844618, 9.179395 45.4844294, 9.1792493 45.4844047, 9.1791014 45.4843877, 9.1789521 45.4843786, 9.1788022 45.4843773, 9.178652599999999 45.484384, 9.1784988 45.4843957, 9.178355 45.4844133, 9.178208 45.4844325)",,,,,,,
3969340096,2798616262,0,"[665295908, 393888079]",False,,Piazza Antonio Gramsci,pedestrian,,120.642,"LINESTRING (9.168964300000001 45.4814462, 9.169022099999999 45.4814839, 9.169244300000001 45.4816286, 9.1686789 45.4820532, 9.1685055 45.4821841, 9.168482600000001 45.4822018, 9.1684675 45.4822157, 9.168448700000001 45.4822249)",,,,,,,
4090247397,3682396890,0,"[409033353, 409033328, 409033360, 409033333, 409033366, 409033340]",False,,,path,,1856.673,"LINESTRING (9.1370392 45.5105286, 9.1366044 45.5105114, 9.1363764 45.5105255, 9.136124300000001 45.5105612, 9.135925800000001 45.5105988, 9.1347456 45.510954, 9.134619499999999 45.5109766, 9.133672499999999 45.51101, 9.132645399999999 45.5110245, 9.132554799999999 45.5110015, 9.132459300000001 45.5109773, 9.131259200000001 45.510673, 9.130903699999999 45.5105828, 9.130845799999999 45.5105867, 9.130784999999999 45.5106363, 9.1307308 45.5106438, 9.1306867 45.5106475, 9.130636900000001 45.510637, 9.1302988 45.5103701, 9.130247499999999 45.5103563, 9.1302067 45.5103628, 9.1300933 45.5104512, 9.1299297 45.5105593, 9.129315800000001 45.5109091, 9.129254599999999 45.5109678, 9.129243600000001 45.5109951, 9.1292261 45.5110163, 9.129180399999999 45.5110454, 9.128955899999999 45.5111718, 9.128933999999999 45.5111918, 9.128868499999999 45.5112057, 9.128811000000001 45.5112265, 9.1287555 45.5112918, 9.1285282 45.5117476, 9.1284828 45.5117375, 9.1284612 45.5117331, 9.128389 45.5117148, 9.128375800000001 45.5117186, 9.1283218 45.5117317, 9.1282804 45.5117472, 9.1282218 45.5117641, 9.128189900000001 45.5117564, 9.1281628 45.5117052, 9.128124400000001 45.5116395, 9.1281081 45.5116117, 9.128077899999999 45.5115401, 9.128033200000001 45.5114378, 9.128045800000001 45.5113621, 9.1281286 45.5112821, 9.128231700000001 45.5112404, 9.1283031 45.5112043, 9.1283666 45.5111542, 9.128402299999999 45.5110805, 9.1284162 45.5110235, 9.127320599999999 45.5109275, 9.127208100000001 45.5109304, 9.126983900000001 45.5109443, 9.1266546 45.5109943, 9.1264542 45.5110694, 9.1262697 45.5111514, 9.1259841 45.5113197, 9.125771800000001 45.511456, 9.1257202 45.511456, 9.1256769 45.5114379, 9.1255845 45.5113844, 9.1255308 45.5113542, 9.125434500000001 45.5113392, 9.125382999999999 45.5113392, 9.1253592 45.5112864, 9.1253764 45.5111364, 9.1253274 45.5108499, 9.1253314 45.5107887, 9.1254048 45.5107623, 9.125384499999999 45.510688, 9.125374600000001 45.5106458, 9.1252923 45.5106389, 9.1252546 45.5106139, 9.1251663 45.5102975, 9.1251528 45.5102493, 9.1251528 45.5101659, 9.125224299999999 45.5100185, 9.125275800000001 45.5099796, 9.125370999999999 45.509932, 9.1255238 45.5098848, 9.125490900000001 45.5098249, 9.125464300000001 45.5097736, 9.124383099999999 45.5100113, 9.1240855 45.5101253, 9.1238058 45.5103297, 9.123674899999999 45.5104826, 9.1235856 45.510712, 9.1232246 45.5117699, 9.123173 45.5118255, 9.123036600000001 45.5118254, 9.122900700000001 45.5118458, 9.1227839 45.5119021, 9.1227068 45.5119701, 9.122685000000001 45.5120215, 9.1225469 45.5120799, 9.1225662 45.5121373, 9.1225805 45.5121755, 9.122598699999999 45.5122312, 9.122572399999999 45.5122481, 9.122327 45.5122669, 9.1217056 45.512238, 9.1216215 45.5122434, 9.1215721 45.5122843, 9.121548499999999 45.5123056, 9.121406199999999 45.5123359)",,,yes,3,,,
4261703121,4261703146,0,426917252,False,,,footway,,73.351,"LINESTRING (9.2621983 45.4399703, 9.2623455 45.4401041, 9.262361800000001 45.4401385, 9.262371399999999 45.4402045, 9.2623795 45.4405925)",,,,,,,
4261703121,4261703145,0,426917252,False,,,footway,,96.521,"LINESTRING (9.2621983 45.4399703, 9.262173799999999 45.4399818, 9.2621398 45.4399913, 9.262122 45.4400038, 9.261908200000001 45.4403173, 9.261895900000001 45.4403641, 9.261893199999999 45.4404043, 9.2619477 45.440605, 9.262181699999999 45.4405986)",,,,,,,
4261703121,4261703143,0,426917255,False,,,footway,,200.45300000000003,"LINESTRING (9.2621983 45.4399703, 9.2621997 45.4399321, 9.262214699999999 45.4398957, 9.2622161 45.4398374, 9.2621956 45.4397036, 9.2621956 45.4396634, 9.2622351 45.4395908, 9.2622923 45.4395487, 9.262371399999999 45.4395239, 9.2624517 45.4395153, 9.262616599999999 45.4395172, 9.262631600000001 45.4395334, 9.2626493 45.4395736, 9.262658800000001 45.439651, 9.2626834 45.4397065, 9.262752799999999 45.4398145, 9.262765099999999 45.4398747, 9.2627828 45.4400506, 9.262808700000001 45.4401644, 9.262833199999999 45.4401997, 9.262845499999999 45.440259, 9.262869999999999 45.4402934, 9.2629299 45.4403364, 9.2629872 45.4404033, 9.2629967 45.4404215, 9.2630117 45.4404999, 9.2630049 45.44052, 9.2629681 45.4405754)",,,,,,,
4261703143,4261703146,0,426917252,False,,,footway,,45.962,"LINESTRING (9.2629681 45.4405754, 9.2623795 45.4405925)",,,,,,,
4261703143,4261703148,0,426917255,False,,,footway,,8.785,"LINESTRING (9.2629681 45.4405754, 9.2629749 45.440605, 9.263018499999999 45.4406433)",,,,,,,
4261703143,4261703121,0,426917255,False,,,footway,,200.45299999999995,"LINESTRING (9.2629681 45.4405754, 9.2630049 45.44052, 9.2630117 45.4404999, 9.2629967 45.4404215, 9.2629872 45.4404033, 9.2629299 45.4403364, 9.262869999999999 45.4402934, 9.262845499999999 45.440259, 9.262833199999999 45.4401997, 9.262808700000001 45.4401644, 9.2627828 45.4400506, 9.262765099999999 45.4398747, 9.262752799999999 45.4398145, 9.2626834 45.4397065, 9.262658800000001 45.439651, 9.2626493 45.4395736, 9.262631600000001 45.4395334, 9.262616599999999 45.4395172, 9.2624517 45.4395153, 9.262371399999999 45.4395239, 9.2622923 45.4395487, 9.2622351 45.4395908, 9.2621956 45.4396634, 9.2621956 45.4397036, 9.2622161 45.4398374, 9.262214699999999 45.4398957, 9.2621997 45.4399321, 9.2621983 45.4399703)",,,,,,,
4261703145,2702414443,0,426917253,False,,,path,,6.764,"LINESTRING (9.262181699999999 45.4405986, 9.262184299999999 45.4406594)",,,,,,,
4261703145,4261703121,0,426917252,False,,,footway,,96.52100000000002,"LINESTRING (9.262181699999999 45.4405986, 9.2619477 45.440605, 9.261893199999999 45.4404043, 9.261895900000001 45.4403641, 9.261908200000001 45.4403173, 9.262122 45.4400038, 9.2621398 45.4399913, 9.262173799999999 45.4399818, 9.2621983 45.4399703)",,,,,,,
4261703145,4261703146,0,426917252,False,,,footway,,15.447,"LINESTRING (9.262181699999999 45.4405986, 9.2622707 45.4405959, 9.2623795 45.4405925)",,,,,,,
4261703146,4261703143,0,426917252,False,,,footway,,45.962,"LINESTRING (9.2623795 45.4405925, 9.2629681 45.4405754)",,,,,,,
4261703146,4261703145,0,426917252,False,,,footway,,15.447,"LINESTRING (9.2623795 45.4405925, 9.2622707 45.4405959, 9.262181699999999 45.4405986)",,,,,,,
4261703146,4261703121,0,426917252,False,,,footway,,73.351,"LINESTRING (9.2623795 45.4405925, 9.262371399999999 45.4402045, 9.262361800000001 45.4401385, 9.2623455 45.4401041, 9.2621983 45.4399703)",,,,,,,
4261703148,4261703148,0,426917255,False,,,footway,,228.261,"LINESTRING (9.263018499999999 45.4406433, 9.2630771 45.4406978, 9.263121999999999 45.4407513, 9.263161200000001 45.440788, 9.2632242 45.4408469, 9.263314100000001 45.4409492, 9.2633741 45.441084, 9.2633986 45.4411872, 9.2634013 45.4412885, 9.263389099999999 45.4413487, 9.263360499999999 45.4414061, 9.2633128 45.4414615, 9.2632528 45.441495, 9.2631929 45.4415103, 9.2631438 45.441516, 9.263093400000001 45.4415112, 9.263029400000001 45.441496, 9.262984400000001 45.441474, 9.2629204 45.4414319, 9.2628605 45.4413545, 9.2628237 45.4412732, 9.2628032 45.4411098, 9.2628346 45.4409587, 9.2628453 45.4409269, 9.2628577 45.4408899, 9.262882299999999 45.4408325, 9.262977599999999 45.4406978, 9.263018499999999 45.4406433)",,,,,,,
4261703148,4261703148,1,426917255,False,,,footway,,228.261,"LINESTRING (9.263018499999999 45.4406433, 9.262977599999999 45.4406978, 9.262882299999999 45.4408325, 9.2628577 45.4408899, 9.2628453 45.4409269, 9.2628346 45.4409587, 9.2628032 45.4411098, 9.2628237 45.4412732, 9.2628605 45.4413545, 9.2629204 45.4414319, 9.262984400000001 45.441474, 9.263029400000001 45.441496, 9.263093400000001 45.4415112, 9.2631438 45.441516, 9.2631929 45.4415103, 9.2632528 45.441495, 9.2633128 45.4414615, 9.263360499999999 45.4414061, 9.263389099999999 45.4413487, 9.2634013 45.4412885, 9.2633986 45.4411872, 9.2633741 45.441084, 9.263314100000001 45.4409492, 9.2632242 45.4408469, 9.263161200000001 45.440788, 9.263121999999999 45.4407513, 9.2630771 45.4406978, 9.263018499999999 45.4406433)",,,,,,,
4261703148,4261703143,0,426917255,False,,,footway,,8.785,"LINESTRING (9.263018499999999 45.4406433, 9.2629749 45.440605, 9.2629681 45.4405754)",,,,,,,
4326358299,102220649,0,47688610,False,,,footway,,15.044999999999998,"LINESTRING (9.2246732 45.450497, 9.2246243 45.4505495, 9.2246136 45.4506217)",,,,,,,
4450784707,1272881144,0,617860133,False,,,footway,,45.538,"LINESTRING (9.239926799999999 45.418826, 9.2396566 45.4185098, 9.239679199999999 45.4184722)",,private,,,,,
4450784711,3397943404,0,"[587883660, 587883661, 564466259, 332644920, 332644923, 332644927]",False,,,footway,,218.04399999999998,"LINESTRING (9.2397524 45.4184527, 9.239804400000001 45.4184388, 9.239654099999999 45.4182957, 9.2395256 45.4182056, 9.239376 45.4179621, 9.2393702 45.4179288, 9.239205699999999 45.4176888, 9.2391329 45.4176317, 9.239063099999999 45.4175916, 9.239044700000001 45.4175518, 9.239017199999999 45.4175594, 9.239010499999999 45.4175367, 9.2389736 45.4175587, 9.2388613 45.4176032, 9.2385565 45.4176981, 9.2385096 45.4177048, 9.2382586 45.4177348, 9.2382296 45.4177387, 9.2381951 45.4177455, 9.238167499999999 45.4177571, 9.237955100000001 45.4178691)",,private,yes,,,,
4523866191,2763984983,0,271442492,False,,,path,,195.883,"LINESTRING (9.1689411 45.5306292, 9.1687893 45.5306356, 9.168729799999999 45.5306351, 9.1688001 45.5297979, 9.168803799999999 45.5297539, 9.168830699999999 45.5294339, 9.1682954 45.529414, 9.168246399999999 45.5294097)",,,,,,,
4894769196,4894769833,0,497984463,False,,,footway,,220.33499999999998,"LINESTRING (9.2638441 45.5081348, 9.263756600000001 45.5081535, 9.2637011 45.508165, 9.263627100000001 45.5081707, 9.2635161 45.5081693, 9.263433900000001 45.5081563, 9.2633394 45.5081146, 9.263294200000001 45.5080742, 9.2632777 45.5080181, 9.2632633 45.5079446, 9.263253000000001 45.5078884, 9.263240700000001 45.507838, 9.263230399999999 45.5077818, 9.2632181 45.5077127, 9.2632017 45.5076219, 9.263188 45.507544, 9.263177499999999 45.5074894, 9.263189300000001 45.5074692, 9.263240700000001 45.5074692, 9.2633314 45.5074781, 9.2634031 45.5074894, 9.263479500000001 45.5075048, 9.263548999999999 45.5075168, 9.2636415 45.5075358, 9.263697000000001 45.5075488, 9.2637345 45.5075525, 9.2637695 45.5075384, 9.2637751 45.5075053, 9.2637676 45.507452, 9.2637546 45.5073886, 9.2637512 45.5073524, 9.263746299999999 45.5073209, 9.2637427 45.5072762, 9.263730900000001 45.5072192, 9.2637497 45.507177, 9.2637602 45.5071365, 9.2637736 45.5070861, 9.2637904 45.5070203)",,yes,,,,,
5089038220,1802842656,0,522522207,False,,,path,,137.87900000000002,"LINESTRING (9.256772700000001 45.5081308, 9.256770599999999 45.5081274, 9.256767 45.5081217, 9.2567083 45.5080274, 9.2566735 45.5079766, 9.256606400000001 45.5079409, 9.2564911 45.5079071, 9.2564294 45.5079015, 9.256357 45.5079033, 9.2562979 45.5079109, 9.2561692 45.5079372, 9.2560834 45.5079428, 9.2559734 45.5079409, 9.255876799999999 45.5079221, 9.2557937 45.5078921, 9.255713200000001 45.5078488, 9.255563 45.5077868, 9.2554262 45.5076966, 9.2553994 45.5076905, 9.255372599999999 45.5076881, 9.2553471 45.5076909, 9.255323000000001 45.5077013, 9.255300200000001 45.5077115)",,,,,,,
5204166175,3563878581,0,"[350637248, 537414077, 350637230]",False,,,"['cycleway', 'path']",,215.6,"LINESTRING (9.1910167 45.5278077, 9.1906608 45.5277699, 9.1905857 45.5277474, 9.190531999999999 45.5276816, 9.1905106 45.5276203, 9.1905444 45.5274394, 9.190590800000001 45.5273157, 9.190663000000001 45.5270607, 9.1907684 45.5266348, 9.190781599999999 45.5265695, 9.190780999999999 45.526521, 9.190777499999999 45.5264827, 9.190705100000001 45.5264599, 9.1906233 45.5264587, 9.1905108 45.5264719, 9.1904465 45.5265553, 9.190419199999999 45.5265989)",yes,,,,,,
5279312607,5279312610,0,"[546296456, 810769313, 810769314]",False,,,path,,98.354,"LINESTRING (9.0957589 45.4488393, 9.095916000000001 45.4489046, 9.096011799999999 45.448946, 9.0960307 45.4489535, 9.0968535 45.4492781)",yes,,,,,,
5279312610,5279312607,0,"[546296456, 810769313, 810769314]",False,,,path,,98.35400000000001,"LINESTRING (9.0968535 45.4492781, 9.0960307 45.4489535, 9.096011799999999 45.448946, 9.095916000000001 45.4489046, 9.0957589 45.4488393)",yes,,,,,,
5296525349,5507502833,0,"[837573503, 837573535]",False,,Via Castellammare,path,,480.33700000000005,"LINESTRING (9.146550899999999 45.507227, 9.1466063 45.5071928, 9.1466425 45.5071843, 9.146682800000001 45.5071825, 9.146724300000001 45.5071928, 9.1473035 45.5076106, 9.1474352 45.5077173, 9.1474508 45.5077527, 9.147452599999999 45.5077896, 9.147433400000001 45.5078167, 9.147011300000001 45.5080857, 9.146976499999999 45.508127, 9.146952300000001 45.5081628, 9.146937599999999 45.5082154, 9.1469363 45.5082586, 9.1469577 45.5083056, 9.1470033 45.508362, 9.147249199999999 45.5085325, 9.147611299999999 45.5087836, 9.147943100000001 45.5090137, 9.1479511 45.5090406, 9.1479432 45.5090687, 9.147816499999999 45.5092127, 9.1477398 45.5093597, 9.147626600000001 45.5097333, 9.147575700000001 45.5099015, 9.1473487 45.510651, 9.1473405 45.5106779)",,,,,,,
5299252847,5299252920,0,548544420,False,,Piazzale Ferdinando Martini,footway,,7.953,"LINESTRING (9.2205964 45.4564949, 9.220599099999999 45.4565664)",,,,,,,
5299252847,2533630474,0,246313113,False,,,path,,25.084000000000003,"LINESTRING (9.2205964 45.4564949, 9.2206496 45.4564901, 9.220699099999999 45.4564756, 9.2207414 45.4564526, 9.220773599999999 45.4564226, 9.220793499999999 45.4563877, 9.220799599999999 45.4563503)",,,,,,,
5299252847,5299252983,0,246313113,False,,,path,,23.872000000000003,"LINESTRING (9.2205964 45.4564949, 9.220535999999999 45.4564882, 9.220481100000001 45.4564691, 9.220436899999999 45.4564394, 9.220407399999999 45.4564018, 9.2203953 45.4563597)",,,,,,,
5299252920,5299252847,0,548544420,False,,Piazzale Ferdinando Martini,footway,,7.953,"LINESTRING (9.220599099999999 45.4565664, 9.2205964 45.4564949)",,,,,,,
5299252920,2533630479,0,246313114,False,,Piazzale Ferdinando Martini,path,,61.69800000000001,"LINESTRING (9.220599099999999 45.4565664, 9.220465600000001 45.4565848, 9.220328200000001 45.4566162, 9.2202175 45.4566526, 9.2201424 45.4566799, 9.2200861 45.4567071, 9.2199969 45.4567667, 9.219918399999999 45.4568228)",,,,,,,
5299252920,2473297554,0,246313114,False,,Piazzale Ferdinando Martini,path,,59.81999999999999,"LINESTRING (9.220599099999999 45.4565664, 9.2206809 45.4565701, 9.220761400000001 45.4565824, 9.220923600000001 45.456635, 9.2209947 45.4566699, 9.221087799999999 45.4567109, 9.221137799999999 45.4567402, 9.2211798 45.4567818, 9.221217899999999 45.4568385)",,,,,,,
5299252948,2533630446,0,548544436,False,,Piazzale Ferdinando Martini,path,,80.62299999999999,"LINESTRING (9.221638199999999 45.4569342, 9.221648399999999 45.4562805, 9.2216507 45.4562092)",,,,,,,
5299252948,1822701276,0,"[548544409, 548544436]",False,,Piazzale Ferdinando Martini,path,,61.794999999999995,"LINESTRING (9.221638199999999 45.4569342, 9.221638199999999 45.456984, 9.2216381 45.4574397, 9.2215665 45.4574397)",,,,,,,
5299252948,2473297554,0,548544440,False,,Piazzale Ferdinando Martini,path,,35.342,"LINESTRING (9.221638199999999 45.4569342, 9.22156 45.456933, 9.221493600000001 45.4569267, 9.221397 45.4569135, 9.221301800000001 45.4568815, 9.221217899999999 45.4568385)",,,,,,,
5299252961,2533630481,0,548544415,False,,Piazzale Ferdinando Martini,path,,72.979,"LINESTRING (9.219541 45.4562663, 9.219534899999999 45.4569226)",,,,,,,
5299252961,2533630465,0,548544415,False,,Piazzale Ferdinando Martini,path,,4.816,"LINESTRING (9.219541 45.4562663, 9.219542300000001 45.456223)",,,,,,,
5299252961,261987852,0,548544430,False,,,path,,13.767,"LINESTRING (9.219541 45.4562663, 9.2193647 45.4562604)",,,,,,,
5299252983,2533630465,0,246313111,False,,Piazzale Ferdinando Martini,path,,68.535,"LINESTRING (9.2203953 45.4563597, 9.2202343 45.4563509, 9.220090000000001 45.4563336, 9.219815199999999 45.4562894, 9.2196353 45.4562469, 9.219542300000001 45.456223)",,,,,,,
5299252983,5299252847,0,246313113,False,,,path,,23.872,"LINESTRING (9.2203953 45.4563597, 9.220407399999999 45.4564018, 9.220436899999999 45.4564394, 9.220481100000001 45.4564691, 9.220535999999999 45.4564882, 9.2205964 45.4564949)",,,,,,,
5299252983,2473297552,0,246313113,False,,,path,,25.713,"LINESTRING (9.2203953 45.4563597, 9.2204029 45.4563138, 9.2204312 45.456272, 9.2204771 45.4562388, 9.2205358 45.4562178, 9.2206011 45.4562111)",,,,,,,
5299253003,1822701274,0,246313112,False,,Piazzale Ferdinando Martini,path,,71.744,"LINESTRING (9.220101100000001 45.4572172, 9.2204187 45.4571925, 9.2205394 45.4571907, 9.2206212 45.4571897, 9.2207302 45.4571947, 9.2208626 45.4572094, 9.2210137 45.4572319)",,,,,,,
5299253003,2533630477,0,246313112,False,,Piazzale Ferdinando Martini,path,,49.993,"LINESTRING (9.220101100000001 45.4572172, 9.2199822 45.4572343, 9.2198957 45.4572555, 9.219783700000001 45.4572973, 9.219662599999999 45.4573516, 9.2195281 45.4574089)",,,,,,,
5299253003,2533630479,0,548544417,False,,Piazzale Ferdinando Martini,path,,47.753,"LINESTRING (9.220101100000001 45.4572172, 9.2200506 45.4571647, 9.220015699999999 45.4571299, 9.2199607 45.4570762, 9.2199299 45.4570151, 9.2199191 45.4569342, 9.219918399999999 45.4568228)",,,,,,,
5507502833,5296525349,0,"[837573535, 837573503]",False,,Via Castellammare,path,,480.33700000000005,"LINESTRING (9.1473405 45.5106779, 9.1473487 45.510651, 9.147575700000001 45.5099015, 9.147626600000001 45.5097333, 9.1477398 45.5093597, 9.147816499999999 45.5092127, 9.1479432 45.5090687, 9.1479511 45.5090406, 9.147943100000001 45.5090137, 9.147611299999999 45.5087836, 9.147249199999999 45.5085325, 9.1470033 45.508362, 9.1469577 45.5083056, 9.1469363 45.5082586, 9.146937599999999 45.5082154, 9.146952300000001 45.5081628, 9.146976499999999 45.508127, 9.147011300000001 45.5080857, 9.147433400000001 45.5078167, 9.147452599999999 45.5077896, 9.1474508 45.5077527, 9.1474352 45.5077173, 9.1473035 45.5076106, 9.146724300000001 45.5071928, 9.146682800000001 45.5071825, 9.1466425 45.5071843, 9.1466063 45.5071928, 9.146550899999999 45.507227)",,,,,,,
7816252065,7816252066,0,837460988,False,,,path,,58.72,"LINESTRING (9.1339731 45.5229015, 9.1333535 45.5232022)",,,,,,,
7816252066,7816252065,0,837460988,False,,,path,,58.72,"LINESTRING (9.1333535 45.5232022, 9.1339731 45.5229015)",,,,,,,
7817302420,1627450709,0,837573506,False,,Via Castellammare,path,,53.481,"LINESTRING (9.1473066 45.5107963, 9.1472032 45.5111669, 9.147190399999999 45.5111866, 9.1471602 45.5111942, 9.1470757 45.5111939)",,,,,,,
7817302539,7817302540,0,837573530,False,,Via Castellammare,path,,4.6370000000000005,"LINESTRING (9.141505 45.5114259, 9.141481000000001 45.5114223, 9.141446800000001 45.5114172)",,,,,,,
7817302540,7817302541,0,837573529,True,,Via Castellammare,path,,19.234,"LINESTRING (9.141446800000001 45.5114172, 9.1412054 45.5113811)",,,,,,,
7817302540,7817302539,0,837573530,False,,Via Castellammare,path,,4.6370000000000005,"LINESTRING (9.141446800000001 45.5114172, 9.141481000000001 45.5114223, 9.141505 45.5114259)",,,,,,,
7817302541,7817302542,0,837573528,False,,Via Castellammare,path,,3.947,"LINESTRING (9.1412054 45.5113811, 9.141188400000001 45.5113786, 9.141155899999999 45.5113736)",,,,,,,
7817302542,1804590000,0,837573527,True,,Via Castellammare,path,,83.078,"LINESTRING (9.141155899999999 45.5113736, 9.1411137 45.5113672, 9.1401132 45.5112177)",,,,,,,
7817302542,7817302541,0,837573528,False,,Via Castellammare,path,,3.947,"LINESTRING (9.141155899999999 45.5113736, 9.141188400000001 45.5113786, 9.1412054 45.5113811)",,,,,,,
7817302547,1804590030,0,149792727,True,,Via Castellammare,path,,255.44899999999998,"LINESTRING (9.1416302 45.5110406, 9.1416884 45.5110494, 9.142484700000001 45.5111697, 9.142595099999999 45.5111784, 9.1431238 45.5111801, 9.144888099999999 45.5111859)",,,,,,,
7817302547,7817302548,0,837573531,False,,Via Castellammare,path,,5.053,"LINESTRING (9.1416302 45.5110406, 9.1415975 45.5110357, 9.1415667 45.5110314)",,,,,,,
7817302548,7817302547,0,837573531,False,,Via Castellammare,path,,5.053,"LINESTRING (9.1415667 45.5110314, 9.1415975 45.5110357, 9.1416302 45.5110406)",,,,,,,
7817302549,7817302548,0,837573532,True,,Via Castellammare,path,,19.152,"LINESTRING (9.141325699999999 45.5109976, 9.1415667 45.5110314)",,,,,,,
7817302549,7817302550,0,837573533,False,,Via Castellammare,path,,3.963,"LINESTRING (9.141325699999999 45.5109976, 9.141301 45.5109941, 9.1412759 45.5109904)",,,,,,,
7817302550,7817302549,0,837573533,False,,Via Castellammare,path,,3.963,"LINESTRING (9.1412759 45.5109904, 9.141301 45.5109941, 9.141325699999999 45.5109976)",,,,,,,
7818029549,1804977104,0,"[837573512, 165886980]",False,,,path,,20.197,"LINESTRING (9.144770100000001 45.5115737, 9.1447705 45.5115535, 9.1448056 45.5114448, 9.144811300000001 45.5114273, 9.1448211 45.511396)",,,,,,,
7818029549,7817302539,0,"[837573516, 837573517, 837573518, 837573520, 837573521, 837573522, 149792690]",True,,Via Castellammare,path,,255.864,"LINESTRING (9.144770100000001 45.5115737, 9.1446088 45.5115722, 9.144576000000001 45.5115719, 9.1445182 45.5115713, 9.1445069 45.5115712, 9.143529900000001 45.5115622, 9.143500299999999 45.511562, 9.1434655 45.5115616, 9.1428808 45.5115563, 9.142839499999999 45.5115559, 9.142803600000001 45.5115555, 9.142399299999999 45.5115518, 9.142274799999999 45.5115411, 9.1415682 45.5114354, 9.141505 45.5114259)",,,,,,,
7818029549,292665752,0,"[837573523, 837654532, 837573519]",False,,Via Castellammare,path,,133.344,"LINESTRING (9.144770100000001 45.5115737, 9.145978700000001 45.5115848, 9.1460189 45.5115851, 9.1460659 45.5115856, 9.1464812 45.5115894)",,,,,,,
7865311883,7872194557,0,843900553,False,,,path,,6.558,"LINESTRING (9.154961399999999 45.4708084, 9.1549443 45.4708361, 9.154927900000001 45.4708625)",,,,,,,
7872194557,7872571941,0,"[843943097, 843900532]",True,,Via Monte Rosa,"['cycleway', 'path']",,135.71300000000002,"LINESTRING (9.154927900000001 45.4708625, 9.1549111 45.4708757, 9.1537449 45.4717577)",,,,,,,
7872194557,7865311883,0,843900553,False,,,path,,6.558,"LINESTRING (9.154927900000001 45.4708625, 9.1549443 45.4708361, 9.154961399999999 45.4708084)",,,,,,,
92556422,3091065507,0,231214653,True,,Via Enrico Falck,unclassified,,13.143,"LINESTRING (9.107163099999999 45.4977831, 9.1070268 45.4978527)",,,,,,,
249360984,2396212582,0,231214657,False,,Via Francesco Cilea,unclassified,,24.514,"LINESTRING (9.106588 45.497249, 9.1066713 45.4973081, 9.106801000000001 45.4974111)",,,,,,,
256031888,256031889,0,266426957,False,2,Via Antonio Raimondi,residential,,157.328,"LINESTRING (9.1416138 45.5031457, 9.1401124 45.502299, 9.140042299999999 45.5022576)",,,,,,,
259599288,633529015,0,283796510,False,,Via Emanuele Kant,residential,,12.762,"LINESTRING (9.1155794 45.493695, 9.1156902 45.4937795)",,,,,,,
2396212582,2396212583,0,231214658,True,,Via Francesco Cilea,unclassified,,16.668,"LINESTRING (9.106801000000001 45.4974111, 9.106999999999999 45.497466)",,,,,,,
2396212582,249360984,0,231214657,False,,Via Francesco Cilea,unclassified,,24.514,"LINESTRING (9.106801000000001 45.4974111, 9.1066713 45.4973081, 9.106588 45.497249)",,,,,,,
2890631719,3073232885,0,306799128,False,,Viale della Liberazione,tertiary,,27.574,"LINESTRING (9.1947811 45.4822021, 9.1944816 45.482334)",,,,,,,
3073232885,2890631719,0,306799128,False,,Viale della Liberazione,tertiary,,27.574,"LINESTRING (9.1944816 45.482334, 9.1947811 45.4822021)",,,,,,,
3073232885,787885727,0,303030693,True,3,Viale della Liberazione,tertiary,,76.013,"LINESTRING (9.1944816 45.482334, 9.194084699999999 45.4825338, 9.1937044 45.4827464)",,,,,,,
6855029571,1467391636,0,283793962,True,,,residential,,25.192999999999998,"LINESTRING (9.124433700000001 45.4935317, 9.1243038 45.493642, 9.124251900000001 45.4937172)",,,,,,,
14461396,275045804,0,44157449,True,1,,motorway_link,20,257.276,"LINESTRING (9.0669913 45.4889359, 9.066925899999999 45.4894238, 9.066959900000001 45.4895857, 9.067064500000001 45.4896847, 9.0672291 45.4897528, 9.0673514 45.4897515, 9.0674972 45.4896722, 9.0675632 45.4895609, 9.0675957 45.4894594, 9.067528899999999 45.4891571, 9.067426599999999 45.4889703, 9.067221200000001 45.4887936, 9.066910999999999 45.4887211)",,,,,,,
21225882,2585232035,0,4497607,True,1,Via Domodossola,tertiary,30,100.807,"LINESTRING (9.160963499999999 45.4806385, 9.161079300000001 45.4807162, 9.161891900000001 45.4812695)",,,,,,,
21225938,1836391621,0,277217682,False,,Viale Coni Zugna,tertiary,30,179.10099999999997,"LINESTRING (9.1639558 45.4607197, 9.1639988 45.4606915, 9.1640824 45.460636, 9.1654506 45.4597281, 9.1656225 45.4596117)",,,,,,,
21225955,281691016,0,"[271407564, 271407565]",False,,Via Lodovico il Moro,tertiary,30,137.814,"LINESTRING (9.1550145 45.4474738, 9.1550843 45.4474891, 9.155376800000001 45.4475526, 9.155759700000001 45.4476357, 9.156236699999999 45.4477398, 9.156699 45.4478471)",,,,,,,
21226072,21226162,0,275209601,True,,Via Paolo Sarpi,service,30,67.059,"LINESTRING (9.173960299999999 45.4812253, 9.1731047 45.4811635)",,no,,,,,
21226072,21226974,0,4018805,True,,Via Luca Signorelli,residential,30,201.577,"LINESTRING (9.173960299999999 45.4812253, 9.1738711 45.4813156, 9.172516 45.4826692, 9.1724757 45.4827095)",,yes,,,,,
