u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,access,bridge,est_width,junction,service,width,tunnel
2714782035,2714782039,0,265866358,True,,residential,30,4.055,"LINESTRING (9.2227017 45.4440164, 9.2226518 45.4440266)",Viale Bacchiglione,,,,,,,
2714782039,2926060374,0,265866358,True,,residential,30,39.669,"LINESTRING (9.2226518 45.4440266, 9.2221435 45.4440172)",Viale Bacchiglione,,,,,,,
2719405535,2719405537,0,95929499,True,,pedestrian,30,5.257,"LINESTRING (9.2496268 45.4919788, 9.249575999999999 45.4920099)",Viale Federico Garcia Lorca,,,,,,,
2719405537,2719405540,0,95929499,True,,pedestrian,30,8.772,"LINESTRING (9.249575999999999 45.4920099, 9.249493299999999 45.4920634)",Viale Federico Garcia Lorca,,,,,,,
2719405540,2719405542,0,95929499,True,,pedestrian,30,12.038,"LINESTRING (9.249493299999999 45.4920634, 9.249401199999999 45.4921503)",Viale Federico Garcia Lorca,,,,,,,
2719405542,259778639,0,95929499,True,,pedestrian,30,12.008,"LINESTRING (9.249401199999999 45.4921503, 9.2493187 45.4922415)",Viale Federico Garcia Lorca,,,,,,,
2719405544,2719405546,0,95929499,True,,pedestrian,30,6.679,"LINESTRING (9.249270900000001 45.4929723, 9.2492486 45.4930303)",Viale Federico Garcia Lorca,,,,,,,
2719405546,259778627,0,95929499,True,,pedestrian,30,11.277,"LINESTRING (9.2492486 45.4930303, 9.2491991 45.4931256)",Viale Federico Garcia Lorca,,,,,,,
2719437324,29766168,0,4683869,True,,residential,30,7.62,"LINESTRING (9.144015 45.4535943, 9.1441055 45.4536201)",Via Francesco Carlini,,,,,,,
2719437326,21226719,0,266381574,True,,residential,30,176.842,"LINESTRING (9.1436595 45.4541226, 9.141571600000001 45.4535028)",Via Mario Donati,,,,,,,
2720946287,2590104011,0,266554939,True,1,service,30,8.216,"LINESTRING (9.254644300000001 45.4781672, 9.2545515 45.4781322)",Via Raffaele Rubattino,,,,,parking_aisle,,
2720946289,2590104031,0,253018903,True,1,service,30,10.776,"LINESTRING (9.2547415 45.4782054, 9.2546538 45.4782803)",Via Raffaele Rubattino,,,,,parking_aisle,,
2721090498,2721090501,0,23253035,False,,residential,30,20.747,"LINESTRING (9.1465268 45.4374479, 9.146262399999999 45.4374677)",Via Bari,,,,,,,
2721090498,251622074,0,23253035,False,,residential,30,47.423,"LINESTRING (9.1465268 45.4374479, 9.147134599999999 45.437448)",Via Bari,,,,,,,
2721090501,337962021,0,23253035,False,,residential,30,19.163,"LINESTRING (9.146262399999999 45.4374677, 9.146021599999999 45.4375016)",Via Bari,,,,,,,
2721090501,2721090498,0,23253035,False,,residential,30,20.747,"LINESTRING (9.146262399999999 45.4374677, 9.1465268 45.4374479)",Via Bari,,,,,,,
2721090504,251622076,0,23253035,False,,residential,30,13.326,"LINESTRING (9.145823500000001 45.4375411, 9.1456643 45.4375845)",Via Bari,,,,,,,
2721090504,337962021,0,23253035,False,,residential,30,16.069,"LINESTRING (9.145823500000001 45.4375411, 9.146021599999999 45.4375016)",Via Bari,,,,,,,
2721090522,2721090525,0,266575562,True,,residential,30,3.94,"LINESTRING (9.1470763 45.4382366, 9.1470786 45.438272)",Via Bari,,,,,,,
2721090525,2721090528,0,266575562,True,,residential,30,2.263,"LINESTRING (9.1470786 45.438272, 9.1470878 45.4382913)",Via Bari,,,,,,,
2721090528,2721090529,0,266575562,True,,residential,30,1.27,"LINESTRING (9.1470878 45.4382913, 9.1470954 45.4383014)",Via Bari,,,,,,,
2721090529,251622057,0,266575562,True,,residential,30,1.992,"LINESTRING (9.1470954 45.4383014, 9.147111499999999 45.4383153)",Via Bari,,,,,,,
2721090534,3463183623,0,266575562,True,,residential,30,90.525,"LINESTRING (9.147134899999999 45.4383244, 9.1482186 45.4386152)",Via Bari,,,,,,,
2721090544,251622060,0,23253030,False,,residential,30,6.135,"LINESTRING (9.148642499999999 45.4387284, 9.148569 45.4387088)",Via Bari,,,,,,,
2721090544,5340954176,0,23253030,False,,residential,30,52.781,"LINESTRING (9.148642499999999 45.4387284, 9.1492746 45.4388975)",Via Bari,,,,,,,
2721090551,5340954176,0,23253030,False,,residential,30,62.491,"LINESTRING (9.150022999999999 45.4390977, 9.1492746 45.4388975)",Via Bari,,,,,,,
2721090551,1497258297,0,23253030,False,,residential,30,5.311,"LINESTRING (9.150022999999999 45.4390977, 9.1500865 45.4391149)",Via Bari,,,,,,,
2721213548,2162724498,0,266587451,False,,unclassified,30,2.812,"LINESTRING (9.183012 45.516416, 9.183047200000001 45.5164216)",Via dei Conti Biglia,,,,,,,
2721213548,2162724452,0,266587452,False,,unclassified,30,6.616,"LINESTRING (9.183012 45.516416, 9.1829292 45.5164028)",Via dei Conti Biglia,,,,,,,
2721213549,2162724503,0,23229225,False,,unclassified,30,17.276,"LINESTRING (9.1830718 45.5164263, 9.1832859 45.5164667)",Via dei Conti Biglia,,,,,,,
2721213549,2162724498,0,266587451,False,,unclassified,30,1.987,"LINESTRING (9.1830718 45.5164263, 9.183047200000001 45.5164216)",Via dei Conti Biglia,,,,,,,
2721213551,2162724449,0,23229225,False,,unclassified,30,3.006,"LINESTRING (9.1841273 45.5167343, 9.184096 45.5167185)",Via dei Conti Biglia,,,,,,,
2721213551,251312029,0,23229225,False,,unclassified,30,12.29,"LINESTRING (9.1841273 45.5167343, 9.1842554 45.5167988)",Via dei Conti Biglia,,,,,,,
2724113559,4350008787,0,285244720,False,,residential,30,55.872,"LINESTRING (9.1911723 45.4827498, 9.191728100000001 45.4824326)",Via Fratelli Castiglioni,,,,,,,
2724113559,4031717125,0,285244720,False,,residential,30,8.407,"LINESTRING (9.1911723 45.4827498, 9.191083900000001 45.4827931)",Via Fratelli Castiglioni,,,,,,,
2724113580,259846462,0,196293858,False,,residential,30,10.696,"LINESTRING (9.1892824 45.4827879, 9.1894194 45.4827827)",Via Fratelli Castiglioni,,,,,,,
2724113580,2066388911,0,196293858,False,,residential,30,3.048,"LINESTRING (9.1892824 45.4827879, 9.1892437 45.4827918)",Via Fratelli Castiglioni,,,,,,,
2725218319,4328874764,0,267040483,True,1,residential,30,49.159,"LINESTRING (9.209225 45.5266564, 9.2094582 45.5270672)",Viale Giovanni Suzzani,,,,,,,
2725415408,1329868290,0,586583600,True,1,residential,30,28.33,"LINESTRING (9.1973696 45.4862277, 9.197595099999999 45.4864275)",Via Melchiorre Gioia,,,,,,,
2726794100,341205593,0,397316553,False,,unclassified,30,117.265,"LINESTRING (9.177705400000001 45.4200286, 9.178778100000001 45.4192902)",Via Nicola Romeo,,,,,,,
2726794100,3780423017,0,397316553,False,,unclassified,30,6.352,"LINESTRING (9.177705400000001 45.4200286, 9.1776473 45.4200686)",Via Nicola Romeo,,,,,,,
2727943437,442590531,0,168553874,True,1,residential,30,14.412,"LINESTRING (9.175510900000001 45.4610555, 9.175675 45.4609959)",Via Lanzone,,,,,,,
2739347920,2562166680,0,43762249,False,,residential,30,17.283,"LINESTRING (9.2233245 45.5198108, 9.2233695 45.519963)",Via Fortezza,,,,,,,
2739347920,1473303998,0,268600075,False,,residential,30,54.997,"LINESTRING (9.2233245 45.5198108, 9.223181200000001 45.5193265)",Via Fortezza,,,,,,,
2739493096,2748445954,0,268617282,True,,residential,30,11.462,"LINESTRING (9.1912263 45.4812336, 9.1913529 45.4811812)",Via Melchiorre Gioia,,,,,,,
2739493098,3307148297,0,268617282,True,,residential,30,50.968,"LINESTRING (9.191420300000001 45.4811751, 9.1918431 45.4815247)",Via Melchiorre Gioia,,,,,,,
2739493100,2888123091,0,268617282,True,,residential,30,6.857,"LINESTRING (9.1923099 45.4818627, 9.1923978 45.4818649)",Via Melchiorre Gioia,,,,,,,
2739781978,341205100,0,405114366,False,,residential,30,9.429,"LINESTRING (9.178033599999999 45.4184483, 9.1781544 45.4184493)",Via Corradino d'Ascanio,,,,,,,
2739781978,1456610400,0,405114366,False,,residential,30,4.457,"LINESTRING (9.178033599999999 45.4184483, 9.1779765 45.418448)",Via Corradino d'Ascanio,,,,,,,
2740964860,1705281900,0,268776222,False,,cycleway,15,6.976,"LINESTRING (9.2020839 45.525481, 9.202104200000001 45.5254199)",,,,,,,,
2740964860,1432231043,0,268776222,False,,cycleway,15,6.695,"LINESTRING (9.2020839 45.525481, 9.202093899999999 45.5255408)",,,,,,,,
2746601959,669815591,0,269441875,True,,residential,30,3.673,"LINESTRING (9.185612000000001 45.5001347, 9.185657300000001 45.5001438)",Via privata Roberto Bracco,,,,,,,
2746601960,253236782,0,269441874,True,,residential,30,4.479,"LINESTRING (9.185716299999999 45.50016, 9.1857705 45.5001734)",Via privata Roberto Bracco,,,,,,,
2746602159,1382264905,0,279457712,False,,path,15,104.903,"LINESTRING (9.179403600000001 45.5157246, 9.1807254 45.515904)",,,,,,,,
2746602159,1382264913,0,279457712,False,,path,15,3.981,"LINESTRING (9.179403600000001 45.5157246, 9.179354500000001 45.5157345)",,,,,,,,
2746602188,2746602191,0,131477757,False,,unclassified,30,16.135,"LINESTRING (9.1827451 45.5164367, 9.182691699999999 45.5165769)",Via Giuditta Pasta,,,,,,,
2746602188,1446878471,0,131477757,False,,unclassified,30,6.075,"LINESTRING (9.1827451 45.5164367, 9.1828086 45.516405)",Via Giuditta Pasta,,,,,,,
2746602191,2746602188,0,131477757,False,,unclassified,30,16.135,"LINESTRING (9.182691699999999 45.5165769, 9.1827451 45.5164367)",Via Giuditta Pasta,,,,,,,
2746602191,1446879417,0,269441873,False,,unclassified,30,7.563,"LINESTRING (9.182691699999999 45.5165769, 9.182666599999999 45.5166426)",Via Giuditta Pasta,,,,,,,
2747319695,2521238171,0,173065723,True,,residential,30,9.649,"LINESTRING (9.2370135 45.5129197, 9.2368928 45.5129391)",Via Vittorio Gassman,,,,,,,
2748445954,2739493098,0,268617282,True,,residential,30,5.298,"LINESTRING (9.1913529 45.4811812, 9.191420300000001 45.4811751)",Via Melchiorre Gioia,,,,,,,
2760956884,2760956895,0,271131047,True,,service,30,104.366,"LINESTRING (9.2598182 45.5107947, 9.261132999999999 45.5109736)",,,,,,,,
2760956887,2760956884,0,271131047,True,,service,30,6.184,"LINESTRING (9.2597425 45.5108114, 9.2598182 45.5107947)",,,,,,,,
2760956890,2074442784,0,134548482,True,,service,30,8.551,"LINESTRING (9.2612501 45.510968, 9.261250199999999 45.5110449)",,,,,,,,
2760956890,1479171136,0,271131044,True,,service,30,4.384,"LINESTRING (9.2612501 45.510968, 9.261224199999999 45.510933)",,,,,,,,
2760956895,2760956890,0,271131047,True,,service,30,9.146,"LINESTRING (9.261132999999999 45.5109736, 9.2612501 45.510968)",,,,,,,,
2763561867,251622067,0,23253033,True,,residential,30,12.916,"LINESTRING (9.152215500000001 45.4384417, 9.1522206 45.4385578)",Via Benevento,,,,,,,
2768169536,3780423038,0,271883889,False,,residential,30,35.969,"LINESTRING (9.176069500000001 45.4156303, 9.176395400000001 45.415859)",Via Ettore Bugatti,,,,,,,
2768169583,968011089,0,271883891,False,,residential,30,11.943,"LINESTRING (9.1776929 45.4167877, 9.177800299999999 45.4168642)",Via Ettore Bugatti,,,,,,,
2768169583,6143813028,0,655770286,False,,residential,30,88.253,"LINESTRING (9.1776929 45.4167877, 9.1768938 45.4162262)",Via Ettore Bugatti,,,,,,,
2768169599,4062392720,0,41520877,False,,residential,30,18.585,"LINESTRING (9.176144799999999 45.4184375, 9.1763829 45.4184396)",Via Corradino d'Ascanio,,,,,,,
2768289183,268052598,0,191279865,True,,secondary,5,1.579,"LINESTRING (9.1732154 45.3948825, 9.173202099999999 45.3948718)",Via dei Missaglia,,,,roundabout,,,
2768289196,2768289183,0,191279865,True,,secondary,5,3.107,"LINESTRING (9.173245100000001 45.3949011, 9.1732154 45.3948825)",Via dei Missaglia,,,,roundabout,,,
2768289204,2768289196,0,191279865,True,,secondary,5,3.093,"LINESTRING (9.1732777 45.3949169, 9.173245100000001 45.3949011)",Via dei Missaglia,,,,roundabout,,,
2768289207,2768289204,0,191279865,True,,secondary,5,3.107,"LINESTRING (9.173313 45.3949298, 9.1732777 45.3949169)",Via dei Missaglia,,,,roundabout,,,
2768289217,2768289224,0,191279865,True,,secondary,5,3.099,"LINESTRING (9.1735457 45.3949371, 9.1735074 45.3949444)",Via dei Missaglia,,,,roundabout,,,
2768289221,2768289207,0,191279865,True,,secondary,5,3.098,"LINESTRING (9.1733502 45.3949395, 9.173313 45.3949298)",Via dei Missaglia,,,,roundabout,,,
2768289224,2768289229,0,191279865,True,,secondary,5,3.101,"LINESTRING (9.1735074 45.3949444, 9.173468099999999 45.3949484)",Via dei Missaglia,,,,roundabout,,,
2768289227,2768289221,0,191279865,True,,secondary,5,3.104,"LINESTRING (9.173388900000001 45.3949459, 9.1733502 45.3949395)",Via dei Missaglia,,,,roundabout,,,
2768289229,2768289231,0,191279865,True,,secondary,5,3.1,"LINESTRING (9.173468099999999 45.3949484, 9.173428400000001 45.3949489)",Via dei Missaglia,,,,roundabout,,,
2768289231,2768289227,0,191279865,True,,secondary,5,3.102,"LINESTRING (9.173428400000001 45.3949489, 9.173388900000001 45.3949459)",Via dei Missaglia,,,,roundabout,,,
2771219124,1567944792,0,268577817,False,,residential,30,33.044,"LINESTRING (9.180928700000001 45.4573068, 9.180892699999999 45.4570107)",Corso di Porta Ticinese,no,,,,,,
2771219124,1567944800,0,268577817,False,,residential,30,8.689,"LINESTRING (9.180928700000001 45.4573068, 9.1809355 45.4573848)",Corso di Porta Ticinese,no,,,,,,
2779757698,2920519874,0,12543156,False,,residential,30,7.034,"LINESTRING (9.185275499999999 45.4393563, 9.1852851 45.4392934)",Via Aicardo,,,,,,,
2779757698,2779757699,0,273078036,False,,residential,30,85.364,"LINESTRING (9.185275499999999 45.4393563, 9.1851626 45.4401199)",Via Aicardo,,,,,,,
2779757699,2779757698,0,273078036,False,,residential,30,85.364,"LINESTRING (9.1851626 45.4401199, 9.185275499999999 45.4393563)",Via Aicardo,,,,,,,
2779757699,2779757700,0,273078036,False,,residential,30,1.01,"LINESTRING (9.1851626 45.4401199, 9.18516 45.4401288)",Via Aicardo,,,,,,,
2779757700,2779757699,0,273078036,False,,residential,30,1.01,"LINESTRING (9.18516 45.4401288, 9.1851626 45.4401199)",Via Aicardo,,,,,,,
2779757700,1739262591,0,273078036,False,,residential,30,7.418,"LINESTRING (9.18516 45.4401288, 9.185150800000001 45.4401952)",Via Aicardo,,,,,,,
2781060405,232825359,0,264210475,True,,residential,30,0.335,"LINESTRING (9.223501799999999 45.4759384, 9.2235022 45.4759354)",Viale Romagna,,,,,,,
2783394856,264683943,0,305678688,False,1,residential,15,22.43,"LINESTRING (9.2564872 45.5166019, 9.256490700000001 45.5168036)",Via Idro,,,,,,,
2783394856,1718641973,0,309549980,False,1,residential,15,26.6,"LINESTRING (9.2564872 45.5166019, 9.256483100000001 45.5163627)",Via Idro,,,,,,,
2784803175,4441595407,0,32931966,True,,unclassified,30,3.88,"LINESTRING (9.155885100000001 45.4504106, 9.1559271 45.4504293)",Via Tortona,,,,,,,
2784803177,114329115,0,32931966,True,,unclassified,30,4.153,"LINESTRING (9.155963699999999 45.4504378, 9.1560153 45.450447)",Via Tortona,,,,,,,
2784839390,3469674616,0,273649395,True,,residential,30,304.78,"LINESTRING (9.1633616 45.4539855, 9.159815800000001 45.452834)",Via Savona,,,,,,,
2784839398,3469674644,0,4017858,True,,residential,30,91.155,"LINESTRING (9.1585108 45.4548121, 9.1595744 45.4551518)",Via Osvaldo Gnocchi Viani,,,,,,,
2785503391,3478839805,0,161068026,True,1,residential,30,1.769,"LINESTRING (9.180738699999999 45.4641104, 9.180757399999999 45.4641194)",Via Gorani,,,,,,,
2790635594,592232642,0,274308551,False,,residential,30,8.54,"LINESTRING (9.1850308 45.4411159, 9.1850387 45.4410393)",Via Aicardo,,,,,,,
2790635594,2920528082,0,274308551,False,,residential,30,20.715,"LINESTRING (9.1850308 45.4411159, 9.1850063 45.4413014)",Via Aicardo,,,,,,,
2791241944,2370504748,0,274386138,False,,residential,30,7.114,"LINESTRING (9.1024916 45.4710962, 9.102530399999999 45.4710383)",Via Pompeo Marchesi,,,,,,,
2791241944,2311206692,0,274386186,False,,residential,30,22.988,"LINESTRING (9.1024916 45.4710962, 9.1023218 45.4712652)",,,,,,,,
2793489115,2590104045,0,274605851,True,1,service,30,0.096,"LINESTRING (9.254422 45.4788282, 9.2544208 45.478828)",Via Raffaele Rubattino,,,,,parking_aisle,,
2794557713,1195403111,0,59424763,True,,unclassified,30,16.7,"LINESTRING (9.146289299999999 45.5012896, 9.1460788 45.5012615)",Via Villapizzone,,,,,,,
2794647324,776998556,0,62232916,False,,pedestrian,30,11.827,"LINESTRING (9.1155852 45.4749573, 9.115683499999999 45.4750383)",Via Domaso,,,,,,,
2794647325,776998387,0,274796619,True,,residential,30,1.97,"LINESTRING (9.1154037 45.4752048, 9.115383899999999 45.4752158)",Via Novara,,,,,,,
2794647326,2794647327,0,274796620,False,,residential,30,24.118,"LINESTRING (9.116433000000001 45.4753369, 9.116187999999999 45.4754693)",Via Storo,,,,,,,
2794647327,1544024979,0,274796613,False,,residential,30,54.896,"LINESTRING (9.116187999999999 45.4754693, 9.1157413 45.4750877)",Via Domaso,,,,,,,
2794647327,2794647326,0,274796620,False,,residential,30,24.118,"LINESTRING (9.116187999999999 45.4754693, 9.116433000000001 45.4753369)",Via Storo,,,,,,,
2794647328,1009311934,0,274796617,False,,residential,30,99.678,"LINESTRING (9.119810899999999 45.4756768, 9.118532699999999 45.4756926)",Via Monte Baldo,,,,,,,
2794647328,776998590,0,274796617,False,,residential,30,20.594,"LINESTRING (9.119810899999999 45.4756768, 9.120074900000001 45.4756713)",Via Monte Baldo,,,,,,,
2795969017,2795969019,0,166467846,True,,motorway_link,30,45.099,"LINESTRING (9.245726299999999 45.4246953, 9.245684000000001 45.4250998)",,,yes,,,,,
2795969019,25543895,0,166467846,True,,motorway_link,30,75.799,"LINESTRING (9.245684000000001 45.4250998, 9.2456347 45.4257806)",,,yes,,,,,
2796490801,4423438881,0,274984852,True,1,residential,30,35.316,"LINESTRING (9.181514 45.4614154, 9.181514 45.4610978)",Via San Sisto,,,,,,,
2796498793,27738505,0,274985326,True,,unclassified,20,7.297,"LINESTRING (9.181418000000001 45.4622557, 9.1814888 45.4622128)",Piazza Mentana,,,,,,,
2796669841,3724370052,0,44156274,False,,unclassified,30,94.216,"LINESTRING (9.110189500000001 45.462291, 9.1105486 45.461482)",Via Fratelli Zoia,,,,,,,
2796669841,3724370079,0,44156274,False,,unclassified,30,10.728,"LINESTRING (9.110189500000001 45.462291, 9.1101545 45.4623843)",Via Fratelli Zoia,,,,,,,
2796669848,3724370079,0,44156274,False,,unclassified,30,11.102,"LINESTRING (9.110136000000001 45.4624833, 9.1101545 45.4623843)",Via Fratelli Zoia,,,,,,,
2796669848,3724370076,0,44156274,False,,unclassified,30,31.762,"LINESTRING (9.110136000000001 45.4624833, 9.1101192 45.4627687)",Via Fratelli Zoia,,,,,,,
2796689658,3724370069,0,275006119,False,,unclassified,30,217.365,"LINESTRING (9.1093888 45.4654999, 9.110051800000001 45.4636012)",Via Fratelli Zoia,,,,,,,
2796689658,3724370073,0,275006119,False,,unclassified,30,11.784,"LINESTRING (9.1093888 45.4654999, 9.1093654 45.4656046)",Via Fratelli Zoia,,,,,,,
2796689659,3724370050,0,275006119,False,,unclassified,30,13.13,"LINESTRING (9.109358800000001 45.4658503, 9.109352599999999 45.4657323)",Via Fratelli Zoia,,,,,,,
2796689659,2796689661,0,275006119,False,,unclassified,30,92.406,"LINESTRING (9.109358800000001 45.4658503, 9.1095012 45.4666753)",Via Fratelli Zoia,,,,,,,
2796689661,2796689659,0,275006119,False,,unclassified,30,92.406,"LINESTRING (9.1095012 45.4666753, 9.109358800000001 45.4658503)",Via Fratelli Zoia,,,,,,,
2796689661,2796689662,0,275006119,False,,unclassified,30,16.966,"LINESTRING (9.1095012 45.4666753, 9.1095454 45.4668247)",Via Fratelli Zoia,,,,,,,
2796689662,2796689661,0,275006119,False,,unclassified,30,16.966,"LINESTRING (9.1095454 45.4668247, 9.1095012 45.4666753)",Via Fratelli Zoia,,,,,,,
2796689662,2796689663,0,275006119,False,,unclassified,30,8.094,"LINESTRING (9.1095454 45.4668247, 9.109579699999999 45.4668934)",Via Fratelli Zoia,,,,,,,
2796689663,2796689662,0,275006119,False,,unclassified,30,8.094,"LINESTRING (9.109579699999999 45.4668934, 9.1095454 45.4668247)",Via Fratelli Zoia,,,,,,,
2796689663,2796689664,0,275006119,False,,unclassified,30,7.728,"LINESTRING (9.109579699999999 45.4668934, 9.109632299999999 45.4669523)",Via Fratelli Zoia,,,,,,,
2796689664,2796689663,0,275006119,False,,unclassified,30,7.728,"LINESTRING (9.109632299999999 45.4669523, 9.109579699999999 45.4668934)",Via Fratelli Zoia,,,,,,,
2796689664,2796689665,0,275006119,False,,unclassified,30,9.158,"LINESTRING (9.109632299999999 45.4669523, 9.1097035 45.4670178)",Via Fratelli Zoia,,,,,,,
2796689665,2796689664,0,275006119,False,,unclassified,30,9.158,"LINESTRING (9.1097035 45.4670178, 9.109632299999999 45.4669523)",Via Fratelli Zoia,,,,,,,
2796689665,267404628,0,275006119,False,,unclassified,30,9.837,"LINESTRING (9.1097035 45.4670178, 9.109795399999999 45.4670784)",Via Fratelli Zoia,,,,,,,
2796689668,267404626,0,275006119,False,,unclassified,30,10.073,"LINESTRING (9.1100993 45.4673821, 9.1100628 45.4672952)",Via Fratelli Zoia,,,,,,,
2796689668,2796689969,0,275006119,False,,unclassified,30,11.301,"LINESTRING (9.1100993 45.4673821, 9.1101218 45.4674825)",Via Fratelli Zoia,,,,,,,
2796689969,2796689668,0,275006119,False,,unclassified,30,11.301,"LINESTRING (9.1101218 45.4674825, 9.1100993 45.4673821)",Via Fratelli Zoia,,,,,,,
2796689969,271050397,0,275006119,False,,unclassified,30,0.167,"LINESTRING (9.1101218 45.4674825, 9.1101218 45.467484)",Via Fratelli Zoia,,,,,,,
2796689970,271050397,0,275006119,False,,unclassified,30,10.097,"LINESTRING (9.110120800000001 45.4675748, 9.1101218 45.467484)",Via Fratelli Zoia,,,,,,,
2796689970,267404624,0,275006119,False,,unclassified,30,15.905,"LINESTRING (9.110120800000001 45.4675748, 9.1101069 45.4677175)",Via Fratelli Zoia,,,,,,,
2796689978,2796689980,0,275002108,True,,unclassified,30,15.728,"LINESTRING (9.1097284 45.4693298, 9.109733500000001 45.4694712)",Via Fratelli Zoia,,,,,,,
2796689978,981876605,0,275006119,False,,unclassified,30,41.773,"LINESTRING (9.1097284 45.4693298, 9.1098135 45.4689589)",Via Fratelli Zoia,,,,,,,
2796689980,2796690002,0,275002108,True,,unclassified,30,11.195,"LINESTRING (9.109733500000001 45.4694712, 9.1097135 45.4695709)",Via Fratelli Zoia,,,,,,,
2798072023,1494197898,0,289526675,True,,residential,30,1.409,"LINESTRING (9.1589118 45.4539796, 9.158902599999999 45.4539905)",Via Enrico Stendhal,,,,,,,
2798944778,1279803260,0,51357013,False,,residential,30,1.58,"LINESTRING (9.140274099999999 45.4859278, 9.140254499999999 45.4859314)",Via Collecchio,,,,,,,
2798944778,303499679,0,51357013,False,,residential,30,14.295,"LINESTRING (9.140274099999999 45.4859278, 9.140446600000001 45.4858842)",Via Collecchio,,,,,,,
2798944779,4527543253,0,51357013,False,,residential,30,12.425,"LINESTRING (9.1399741 45.4859833, 9.1398168 45.4860013)",Via Collecchio,,,,,,,
2798944779,1279803260,0,51357013,False,,residential,30,22.608,"LINESTRING (9.1399741 45.4859833, 9.140254499999999 45.4859314)",Via Collecchio,,,,,,,
2798944788,1194073803,0,51357013,False,,residential,30,9.075,"LINESTRING (9.1396736 45.4860122, 9.1395572 45.486013)",Via Collecchio,,,,,,,
2798944788,4527543253,0,51357013,False,,residential,30,11.229,"LINESTRING (9.1396736 45.4860122, 9.1398168 45.4860013)",Via Collecchio,,,,,,,
2801099628,28848541,0,4868911,True,,residential,30,9.099,"LINESTRING (9.198048500000001 45.4634514, 9.197952300000001 45.4634051)",Via Cerva,,,,,,,
2806458139,4422622893,0,113461855,False,,tertiary,30,9.732,"LINESTRING (9.133444600000001 45.4869099, 9.133324500000001 45.4869338)",Piazza Santa Maria Nascente,,,,,,,
2806458139,4073904783,0,113461855,False,,tertiary,30,22.262,"LINESTRING (9.133444600000001 45.4869099, 9.133713500000001 45.4868425)",Piazza Santa Maria Nascente,,,,,,,
2806558406,2634929041,0,275017106,False,,residential,30,0.575,"LINESTRING (9.111516200000001 45.4718819, 9.111523500000001 45.4718826)",Via Benjamin Constant,,,,,,,
2806558406,248226755,0,275017106,False,,residential,30,7.166,"LINESTRING (9.111516200000001 45.4718819, 9.1114265 45.4718679)",Via Benjamin Constant,,,,,,,
2806559071,2806559072,0,276007075,False,,residential,30,10.127,"LINESTRING (9.113648100000001 45.4720694, 9.1137769 45.4720811)",Via Benjamin Constant,,,,,,,
2806559071,990617728,0,276007075,False,,residential,30,42.521,"LINESTRING (9.113648100000001 45.4720694, 9.113106699999999 45.4720237)",Via Benjamin Constant,,,,,,,
2806559072,1544011046,0,276007075,False,,residential,30,12.227,"LINESTRING (9.1137769 45.4720811, 9.113928 45.4721105)",Via Benjamin Constant,,,,,,,
2806559072,2806559071,0,276007075,False,,residential,30,10.127,"LINESTRING (9.1137769 45.4720811, 9.113648100000001 45.4720694)",Via Benjamin Constant,,,,,,,
2806559074,2806559075,0,276007075,False,,residential,30,10.092,"LINESTRING (9.1140762 45.4721514, 9.114185600000001 45.4721999)",Via Benjamin Constant,,,,,,,
2806559074,1544011046,0,276007075,False,,residential,30,12.419,"LINESTRING (9.1140762 45.4721514, 9.113928 45.4721105)",Via Benjamin Constant,,,,,,,
2806559075,692073219,0,276007075,False,,residential,30,55.008,"LINESTRING (9.114185600000001 45.4721999, 9.1146891 45.4725464)",Via Benjamin Constant,,,,,,,
2806559075,2806559074,0,276007075,False,,residential,30,10.092,"LINESTRING (9.114185600000001 45.4721999, 9.1140762 45.4721514)",Via Benjamin Constant,,,,,,,
2806577321,2806577322,0,62232932,True,,residential,30,5.469,"LINESTRING (9.1185183 45.4733713, 9.1184765 45.4734108)",Via Novara,,,,,,,
2806577322,776998462,0,62232932,True,,residential,30,61.637,"LINESTRING (9.1184765 45.4734108, 9.117867499999999 45.4737642)",Via Novara,,,,,,,
2806577328,4329219954,0,62232935,False,,residential,30,2.598,"LINESTRING (9.1184151 45.4742642, 9.1184043 45.4742421)",Via Val Pantena,,,,,,,
2806577328,776998518,0,306648967,False,,residential,30,4.737,"LINESTRING (9.1184151 45.4742642, 9.118414700000001 45.4743068)",Via Albenga,,,,,,,
2806577329,776998713,0,276011984,True,,residential,30,13.975,"LINESTRING (9.1170893 45.4742224, 9.1169513 45.4743026)",Via Novara,,,,,,,
2806577337,776998460,0,276011969,True,,residential,30,16.124,"LINESTRING (9.116583500000001 45.474517, 9.1164258 45.4746108)",Via Novara,,,,,,,
2806577342,776998556,0,276011972,True,,residential,30,25.755,"LINESTRING (9.1159397 45.4748921, 9.115683499999999 45.4750383)",Via Novara,,,,,,,
2806690822,749915498,0,276025438,False,,service,30,14.245,"LINESTRING (9.118980499999999 45.4740558, 9.118978200000001 45.4741839)",Via Albenga,,,,,,,
2807199059,649739531,0,276091440,True,,unclassified,30,11.852,"LINESTRING (9.1111463 45.4948031, 9.111018 45.4948603)",Via Ugo Ojetti,,,,,,,
2807224518,3621872870,0,276094353,True,,unclassified,30,102.441,"LINESTRING (9.112879700000001 45.4938796, 9.111886200000001 45.4944827)",Via Ugo Ojetti,,,,,,,
