u,v,key,osmid,oneway,name,highway,length,geometry,lanes,maxspeed,bridge,access,tunnel,width
3496940210,3497058116,0,342730539,False,,cycleway,12.779,"LINESTRING (9.103627700000001 45.5070115, 9.1035848 45.5069593, 9.1035415 45.5069138)",,,,,,
3496940210,4839150948,0,491825548,False,,cycleway,355.289,"LINESTRING (9.103627700000001 45.5070115, 9.1026396 45.507503, 9.101282400000001 45.5080951, 9.101172399999999 45.5081533, 9.101126799999999 45.5081984, 9.101118700000001 45.5082454, 9.101126799999999 45.5083263, 9.101243 45.5088817, 9.101314500000001 45.5092624)",,,,,,
3496940261,3496940210,0,342730539,False,,cycleway,747.537,"LINESTRING (9.102975600000001 45.5131621, 9.103002699999999 45.5130994, 9.1030537 45.5129813, 9.1033206 45.5123639, 9.1036058 45.5120881, 9.1039051 45.5117976, 9.104104 45.5116048, 9.104275899999999 45.5113565, 9.1042825 45.5113407, 9.1043068 45.5112969, 9.1043135 45.5112602, 9.104309600000001 45.5112264, 9.1042922 45.5111867, 9.104123100000001 45.5108932, 9.103865499999999 45.5104146, 9.1036818 45.5100825, 9.103670899999999 45.5100334, 9.1038113 45.5094034, 9.103857100000001 45.5092071, 9.103857100000001 45.5091735, 9.1038494 45.5091323, 9.103835399999999 45.5090965, 9.1038169 45.5090672, 9.103521300000001 45.5086866, 9.1035074 45.5086584, 9.1034966 45.5086227, 9.103493500000001 45.508589, 9.1035012 45.50855, 9.103520899999999 45.5085018, 9.104039 45.5078358, 9.1040577 45.5077943, 9.1040606 45.5077481, 9.1040455 45.5077023, 9.1040128 45.5076607, 9.1037924 45.5074516, 9.103767100000001 45.5074008, 9.103671200000001 45.5070526, 9.103627700000001 45.5070115)",,,,,,
3497057380,3497057392,0,342746351,True,,cycleway,67.411,"LINESTRING (9.1040449 45.5054076, 9.103990100000001 45.5054545, 9.103987800000001 45.5055384, 9.103944200000001 45.5056043, 9.1038894 45.5056857, 9.103844 45.5056917, 9.103744000000001 45.5057017, 9.1036655 45.505709, 9.1035766 45.5056574, 9.103500800000001 45.5056306)",,,,,,
3497057380,4839154187,0,818795630,False,,cycleway,445.219,"LINESTRING (9.1040449 45.5054076, 9.104400099999999 45.505238, 9.104919499999999 45.5051078, 9.105347099999999 45.5050018, 9.106263800000001 45.5047772, 9.1066313 45.5046884, 9.1086981 45.5041774, 9.1092906 45.5040492, 9.109391 45.504074)",,,,,,
3497057386,6753337547,0,342746351,True,,cycleway,14.622,"LINESTRING (9.1033127 45.5055723, 9.1033215 45.5055359, 9.1033326 45.5054709, 9.1033363 45.5054419)",,,,,,
3497057386,6753337556,0,719361466,True,,cycleway,161.077,"LINESTRING (9.1033127 45.5055723, 9.1032534 45.5055683, 9.103167300000001 45.5055687, 9.1030821 45.5055795, 9.1029559 45.5056099, 9.1026942 45.5056741, 9.101344299999999 45.5059918)",,,,,,
3497057392,3497057386,0,342746351,True,,cycleway,16.154,"LINESTRING (9.103500800000001 45.5056306, 9.103370200000001 45.5055812, 9.1033127 45.5055723)",,,,,,
3497057392,3497058116,0,491825550,False,,cycleway,151.63500000000002,"LINESTRING (9.103500800000001 45.5056306, 9.1037479 45.5067798, 9.1037052 45.5068335, 9.1035415 45.5069138)",,,,,,
3497058116,3496940210,0,342730539,False,,cycleway,12.779,"LINESTRING (9.1035415 45.5069138, 9.1035848 45.5069593, 9.103627700000001 45.5070115)",,,,,,
3497058116,4839150954,0,491825549,False,,cycleway,250.99099999999999,"LINESTRING (9.1035415 45.5069138, 9.1024829 45.5073676, 9.101108 45.5079823, 9.100992700000001 45.5080368, 9.100930999999999 45.5080951, 9.1009008 45.5081666)",,,,,,
3497058116,3497057392,0,491825550,False,,cycleway,151.63500000000002,"LINESTRING (9.1035415 45.5069138, 9.1037052 45.5068335, 9.1037479 45.5067798, 9.103500800000001 45.5056306)",,,,,,
3499044892,3775435287,0,"[230213777, 266453698]",False,,cycleway,103.395,"LINESTRING (9.1037602 45.5052745, 9.1037827 45.5051618, 9.1038733 45.5050967, 9.1039449 45.50507, 9.103627700000001 45.5047949, 9.103437400000001 45.5046296, 9.103386 45.504585, 9.1033458 45.5045501)",,,,,,
3499044892,3497057380,0,342746351,True,,cycleway,30.908,"LINESTRING (9.1037602 45.5052745, 9.1038377 45.5052855, 9.1039086 45.5052674, 9.103942999999999 45.5053032, 9.104003000000001 45.5053628, 9.1040449 45.5054076)",,,,,,
3521852615,2184024247,0,208085102,True,,cycleway,31.282000000000004,"LINESTRING (9.1987658 45.4805859, 9.1988328 45.4805515, 9.199033399999999 45.4804529, 9.1990924 45.4804225)",,,,,,
3521852615,6390769426,0,315667573,True,,cycleway,13.089,"LINESTRING (9.1987658 45.4805859, 9.1987328 45.4805473, 9.1986586 45.4804965)",,,,,,
3533739042,3533739046,0,"[346926123, 346926124]",False,,cycleway,112.604,"LINESTRING (9.169055999999999 45.43728, 9.169356799999999 45.4372923, 9.169548300000001 45.4373445, 9.1699118 45.4373569, 9.1700009 45.43736, 9.1702162 45.4373645, 9.1702879 45.4373556, 9.1703563 45.4373386, 9.1704607 45.4372936)",,,,,,
3533739046,3533739042,0,"[346926123, 346926124]",False,,cycleway,112.604,"LINESTRING (9.1704607 45.4372936, 9.1703563 45.4373386, 9.1702879 45.4373556, 9.1702162 45.4373645, 9.1700009 45.43736, 9.1699118 45.4373569, 9.169548300000001 45.4373445, 9.169356799999999 45.4372923, 9.169055999999999 45.43728)",,,,,,
3539666301,2184024366,0,"[705605441, 705605442, 705605445, 705605446, 705605449, 705605450, 705605451, 705605439]",False,Piazza Duca d'Aosta,cycleway,192.80100000000004,"LINESTRING (9.202539099999999 45.4855094, 9.202111800000001 45.4850873, 9.2021073 45.4850815, 9.2021061 45.4850747, 9.2021088 45.485068, 9.202114999999999 45.4850625, 9.2022759 45.4849774, 9.202281599999999 45.4849725, 9.202283899999999 45.4849686, 9.2022826 45.4849638, 9.2022788 45.4849586, 9.2022624 45.4849412, 9.202246000000001 45.4849238, 9.202198299999999 45.4848704, 9.2021637 45.4848316, 9.2021552 45.484822, 9.202144799999999 45.4848105, 9.2020965 45.4847564, 9.2020693 45.4847035, 9.2020553 45.4846762, 9.202041700000001 45.484646, 9.2020249 45.4846043, 9.2020181 45.4845851, 9.2020129 45.484565, 9.202007200000001 45.4845375, 9.2020043 45.4845093, 9.202004199999999 45.4844942, 9.202004799999999 45.4844734, 9.202005700000001 45.4844055, 9.202020299999999 45.4843548, 9.202033500000001 45.4843088, 9.202042199999999 45.4842849, 9.2020597 45.4842529, 9.202080799999999 45.4842221, 9.202103899999999 45.4841936, 9.2021391 45.4841539, 9.202166999999999 45.484126, 9.202191300000001 45.4841033, 9.202203000000001 45.4840903, 9.2022116 45.4840758, 9.202213499999999 45.4840642, 9.2022116 45.4840522, 9.2022067 45.4840421, 9.2021864 45.4840185)",,,,,,
3563878568,1277834643,0,350637236,False,,cycleway,405.391,"LINESTRING (9.1895849 45.5264916, 9.1895057 45.5264988, 9.189072599999999 45.526618, 9.1888725 45.526752, 9.1887022 45.5269152, 9.1884902 45.5271412, 9.188036200000001 45.5274718, 9.187600099999999 45.5277793, 9.1873761 45.5278965, 9.187056500000001 45.5280158, 9.186536800000001 45.528156, 9.186178399999999 45.5283255, 9.1859006 45.5285159, 9.1856616 45.5287529)",,,,,,
3563878568,3563878581,0,350637236,False,,cycleway,67.89800000000001,"LINESTRING (9.1895849 45.5264916, 9.1898312 45.5264695, 9.190061200000001 45.5264904, 9.1902641 45.5265398, 9.190419199999999 45.5265989)",,,,,,
3563878568,3563878560,0,350637239,False,,path,13.112,"LINESTRING (9.1895849 45.5264916, 9.1895726 45.5264381, 9.189558 45.5263752)",,,,,,
3563878581,3563878568,0,350637236,False,,cycleway,67.898,"LINESTRING (9.190419199999999 45.5265989, 9.1902641 45.5265398, 9.190061200000001 45.5264904, 9.1898312 45.5264695, 9.1895849 45.5264916)",,,,,,
3563878581,2640996525,0,"[350637236, 31526367]",False,,cycleway,156.528,"LINESTRING (9.190419199999999 45.5265989, 9.190515599999999 45.526675, 9.1906325 45.5267104, 9.1908788 45.5267379, 9.1909291 45.5267152, 9.190966599999999 45.5266492, 9.1910258 45.5266105, 9.1910767 45.5265857, 9.191132 45.5265669, 9.1911991 45.5265783, 9.1913485 45.5266515, 9.191462 45.5266557, 9.1915695 45.5266222, 9.1916949 45.5265929, 9.191823400000001 45.5266013, 9.192117700000001 45.5267672)",,,,,,
3563878581,5204166175,0,"[350637248, 537414077, 350637230]",False,,"['cycleway', 'path']",215.60000000000002,"LINESTRING (9.190419199999999 45.5265989, 9.1904465 45.5265553, 9.1905108 45.5264719, 9.1906233 45.5264587, 9.190705100000001 45.5264599, 9.190777499999999 45.5264827, 9.190780999999999 45.526521, 9.190781599999999 45.5265695, 9.1907684 45.5266348, 9.190663000000001 45.5270607, 9.190590800000001 45.5273157, 9.1905444 45.5274394, 9.1905106 45.5276203, 9.190531999999999 45.5276816, 9.1905857 45.5277474, 9.1906608 45.5277699, 9.1910167 45.5278077)",,,yes,,,
3573112821,7079198550,0,351940404,True,,cycleway,37.259,"LINESTRING (9.1560279 45.4809029, 9.156423 45.4807144)",,,,,,
3573112821,7079198570,0,758035518,False,,cycleway,17.944000000000003,"LINESTRING (9.1560279 45.4809029, 9.1560627 45.4809458, 9.1561036 45.4809963, 9.1561416 45.4810432)",,,,,,
3573112834,3573112855,0,"[351516461, 351940406]",False,,cycleway,223.058,"LINESTRING (9.1499773 45.4853915, 9.1499308 45.485409, 9.149902900000001 45.4854141, 9.149877099999999 45.4854184, 9.1498121 45.485425, 9.1497739 45.4854257, 9.149711999999999 45.485425, 9.1495964 45.4854206, 9.149503599999999 45.4854228, 9.14939 45.4854112, 9.1493182 45.4853914, 9.1492518 45.4853547, 9.149228799999999 45.4853277, 9.1492249 45.4852933, 9.1492019 45.4852168, 9.1491413 45.4851587, 9.149037099999999 45.4851124, 9.148928700000001 45.4851015, 9.1488152 45.4851218, 9.148768799999999 45.4851639, 9.148747999999999 45.4851875, 9.148724400000001 45.4852159, 9.1486996 45.4852523, 9.148668499999999 45.485279, 9.148619999999999 45.4852972, 9.1485754 45.4853049, 9.1481517 45.4853162, 9.1480909 45.4851684, 9.148063199999999 45.4851447, 9.1477647 45.4849722)",,,,,,
3573112834,3577408422,0,351940405,True,,cycleway,89.29,"LINESTRING (9.1499773 45.4853915, 9.1506659 45.4848803, 9.1508073 45.4848682)",,,,,,
3573112855,3573112834,0,"[351516461, 351940406]",False,,cycleway,223.058,"LINESTRING (9.1477647 45.4849722, 9.148063199999999 45.4851447, 9.1480909 45.4851684, 9.1481517 45.4853162, 9.1485754 45.4853049, 9.148619999999999 45.4852972, 9.148668499999999 45.485279, 9.1486996 45.4852523, 9.148724400000001 45.4852159, 9.148747999999999 45.4851875, 9.148768799999999 45.4851639, 9.1488152 45.4851218, 9.148928700000001 45.4851015, 9.149037099999999 45.4851124, 9.1491413 45.4851587, 9.1492019 45.4852168, 9.1492249 45.4852933, 9.149228799999999 45.4853277, 9.1492518 45.4853547, 9.1493182 45.4853914, 9.14939 45.4854112, 9.149503599999999 45.4854228, 9.1495964 45.4854206, 9.149711999999999 45.485425, 9.1497739 45.4854257, 9.1498121 45.485425, 9.149877099999999 45.4854184, 9.149902900000001 45.4854141, 9.1499308 45.485409, 9.1499773 45.4853915)",,,,,,
3573112865,3573112834,0,351516460,True,,cycleway,147.319,"LINESTRING (9.151206200000001 45.4846571, 9.151129900000001 45.4847135, 9.151119899999999 45.4847977, 9.1509546 45.4849246, 9.150926399999999 45.4849463, 9.150314099999999 45.4854166, 9.1501938 45.4855105, 9.150169399999999 45.4855122, 9.150073300000001 45.4854591, 9.1500319 45.4854325, 9.1499773 45.4853915)",,,,,,
3573112866,3573112867,0,351516459,False,,cycleway,132.88299999999998,"LINESTRING (9.1512323 45.4844743, 9.1513045 45.4844184, 9.1523089 45.4836489, 9.152382100000001 45.4835921)",,,,,,
3573112867,3573112866,0,351516459,False,,cycleway,132.883,"LINESTRING (9.152382100000001 45.4835921, 9.1523089 45.4836489, 9.1513045 45.4844184, 9.1512323 45.4844743)",,,,,,
3573112869,3577408421,0,351516458,False,,cycleway,176.453,"LINESTRING (9.153719799999999 45.4827337, 9.153593000000001 45.4828133, 9.1525453 45.4836393, 9.152568499999999 45.4837147, 9.152281800000001 45.4839168)",,,,,,
3573112872,7079199094,0,732037027,False,,cycleway,21.779,"LINESTRING (9.158440000000001 45.4802701, 9.1587192 45.4802639)",,,,,,
3573112993,3573113013,0,351516466,False,,cycleway,12.728,"LINESTRING (9.143678100000001 45.4901164, 9.1435446 45.4901823)",,,,,,
3573112993,691028759,0,"[351516462, 351516463]",False,,cycleway,379.149,"LINESTRING (9.143678100000001 45.4901164, 9.144621300000001 45.4894116, 9.145251 45.488932, 9.145440600000001 45.4887815, 9.145488500000001 45.4887256, 9.145555 45.4886781, 9.145626 45.4886373, 9.145751600000001 45.4886326, 9.1458529 45.4886634, 9.145967199999999 45.4887299, 9.1461217 45.4887835, 9.1463451 45.4888608, 9.1464292 45.4888919, 9.146504200000001 45.4889283, 9.1465608 45.4889777, 9.1465929 45.4890227, 9.1466098 45.4890838, 9.146608199999999 45.4891428, 9.1465929 45.4891879, 9.146574599999999 45.4892104, 9.146496600000001 45.4892726, 9.146413000000001 45.489349, 9.1463936 45.4893828, 9.146388399999999 45.4894176, 9.146398599999999 45.4894464, 9.146504999999999 45.4895291)",,,,,,
3573112993,3577408426,0,351516464,False,,cycleway,8.088000000000001,"LINESTRING (9.143678100000001 45.4901164, 9.143671599999999 45.4901665, 9.143677800000001 45.4901885)",,,,,,
3573113004,3573113039,0,351940407,False,,cycleway,7.938,"LINESTRING (9.1434818 45.4905695, 9.143432600000001 45.490632)",,,,,,
3573113004,3573113005,0,586583644,False,,cycleway,3.461,"LINESTRING (9.1434818 45.4905695, 9.1434438 45.4905534)",,,,,,
3573113004,3577408426,0,351516465,False,,cycleway,75.11500000000001,"LINESTRING (9.1434818 45.4905695, 9.1435827 45.490591, 9.1436536 45.4905936, 9.143723 45.4905828, 9.143761100000001 45.4905686, 9.1437857 45.4905594, 9.1438133 45.4905433, 9.1438296 45.4905297, 9.143849599999999 45.4905131, 9.143875899999999 45.4904782, 9.143891 45.4904401, 9.143894100000001 45.4904007, 9.1438852 45.4903617, 9.1438647 45.490325, 9.143840300000001 45.4902981, 9.143809600000001 45.4902746, 9.1437861 45.4902619, 9.143677800000001 45.4901885)",,,,,,
3573113005,3573113039,0,351940410,False,,cycleway,8.783,"LINESTRING (9.1434438 45.4905534, 9.143432600000001 45.490632)",,,,,,
3573113005,3573113004,0,586583644,False,,cycleway,3.461,"LINESTRING (9.1434438 45.4905534, 9.1434818 45.4905695)",,,,,,
3573113005,3573113013,0,586583644,False,,cycleway,50.033,"LINESTRING (9.1434438 45.4905534, 9.1434096 45.4905325, 9.1433614 45.4904839, 9.1433377 45.490427, 9.143341100000001 45.4903678, 9.143371 45.4903124, 9.1434245 45.4902666, 9.143496000000001 45.490235, 9.1435446 45.4901823)",,,,,,
3573113013,3573112993,0,351516466,False,,cycleway,12.728,"LINESTRING (9.1435446 45.4901823, 9.143678100000001 45.4901164)",,,,,,
3573113013,3577408426,0,586583644,False,,cycleway,10.405999999999999,"LINESTRING (9.1435446 45.4901823, 9.1436241 45.4901862, 9.143677800000001 45.4901885)",,,,,,
3573113013,3573113005,0,586583644,False,,cycleway,50.033,"LINESTRING (9.1435446 45.4901823, 9.143496000000001 45.490235, 9.1434245 45.4902666, 9.143371 45.4903124, 9.143341100000001 45.4903678, 9.1433377 45.490427, 9.1433614 45.4904839, 9.1434096 45.4905325, 9.1434438 45.4905534)",,,,,,
3573113026,3573113039,0,351940413,False,,cycleway,247.28799999999998,"LINESTRING (9.1407612 45.4909886, 9.1408275 45.4909899, 9.1408817 45.4910034, 9.141086700000001 45.4910667, 9.1413247 45.4911195, 9.141855100000001 45.4912167, 9.1423077 45.491303, 9.1424471 45.4913276, 9.1424839 45.4913256, 9.1425395 45.4913111, 9.143380499999999 45.4906685, 9.143432600000001 45.490632)",,,,,,
3573113039,3573113004,0,351940407,False,,cycleway,7.938,"LINESTRING (9.143432600000001 45.490632, 9.1434818 45.4905695)",,,,,,
3573113039,3573113005,0,351940410,False,,cycleway,8.783,"LINESTRING (9.143432600000001 45.490632, 9.1434438 45.4905534)",,,,,,
3573113039,3573113026,0,351940413,False,,cycleway,247.288,"LINESTRING (9.143432600000001 45.490632, 9.143380499999999 45.4906685, 9.1425395 45.4913111, 9.1424839 45.4913256, 9.1424471 45.4913276, 9.1423077 45.491303, 9.141855100000001 45.4912167, 9.1413247 45.4911195, 9.141086700000001 45.4910667, 9.1408817 45.4910034, 9.1408275 45.4909899, 9.1407612 45.4909886)",,,,,,
3577408419,7079199126,0,351940403,False,,cycleway,50.381,"LINESTRING (9.1595634 45.4800778, 9.1596472 45.4801565, 9.159693600000001 45.4801919, 9.159794399999999 45.4802765, 9.159818899999999 45.4803051, 9.1598363 45.4803305, 9.1598618 45.4803408, 9.1599463 45.4803559, 9.160010700000001 45.4803841)",,,,,,
3577408419,7079199094,0,732037027,False,,cycleway,77.693,"LINESTRING (9.1595634 45.4800778, 9.159550899999999 45.4801062, 9.1595507 45.4801514, 9.1595297 45.4801903, 9.1594801 45.4802166, 9.159399499999999 45.4802358, 9.1593187 45.4802496, 9.159248099999999 45.480252, 9.1587192 45.4802639)",,,,,,
3577408419,4163576990,0,732037027,False,,cycleway,122.08800000000001,"LINESTRING (9.1595634 45.4800778, 9.1596276 45.4800255, 9.1597648 45.4799138, 9.159846099999999 45.4798544, 9.159918599999999 45.4797105, 9.159936 45.4796391, 9.1599275 45.4792839, 9.159887700000001 45.4791388, 9.159927700000001 45.4790734)",,,,,,
3577408421,3573112869,0,351516458,False,,cycleway,176.453,"LINESTRING (9.152281800000001 45.4839168, 9.152568499999999 45.4837147, 9.1525453 45.4836393, 9.153593000000001 45.4828133, 9.153719799999999 45.4827337)",,,,,,
3577408426,3573112993,0,351516464,False,,cycleway,8.088000000000001,"LINESTRING (9.143677800000001 45.4901885, 9.143671599999999 45.4901665, 9.143678100000001 45.4901164)",,,,,,
3577408426,3573113004,0,351516465,False,,cycleway,75.11500000000001,"LINESTRING (9.143677800000001 45.4901885, 9.1437861 45.4902619, 9.143809600000001 45.4902746, 9.143840300000001 45.4902981, 9.1438647 45.490325, 9.1438852 45.4903617, 9.143894100000001 45.4904007, 9.143891 45.4904401, 9.143875899999999 45.4904782, 9.143849599999999 45.4905131, 9.1438296 45.4905297, 9.1438133 45.4905433, 9.1437857 45.4905594, 9.143761100000001 45.4905686, 9.143723 45.4905828, 9.1436536 45.4905936, 9.1435827 45.490591, 9.1434818 45.4905695)",,,,,,
3577408426,3573113013,0,586583644,False,,cycleway,10.405999999999999,"LINESTRING (9.143677800000001 45.4901885, 9.1436241 45.4901862, 9.1435446 45.4901823)",,,,,,
3594134763,3594134765,0,353598937,False,,cycleway,179.17000000000002,"LINESTRING (9.2358166 45.5005592, 9.2349449 45.501136, 9.2341461 45.5016662)",,,,,,
3594134765,3594134763,0,353598937,False,,cycleway,179.17000000000002,"LINESTRING (9.2341461 45.5016662, 9.2349449 45.501136, 9.2358166 45.5005592)",,,,,,
3609478414,4171591511,0,405983849,False,,cycleway,676.4,"LINESTRING (9.2259882 45.4220666, 9.226154599999999 45.4219975, 9.226335600000001 45.4217583, 9.227885199999999 45.4186184, 9.2279584 45.418567, 9.2308509 45.4175278)",,,,,,
3610591209,6977413871,0,355451031,False,,cycleway,1479.468,"LINESTRING (9.175508300000001 45.415132, 9.175474700000001 45.4151607, 9.175456199999999 45.4151976, 9.175426699999999 45.4152567, 9.175462700000001 45.4154067, 9.175792 45.4178886, 9.175852600000001 45.418294, 9.175917800000001 45.4183969, 9.175926799999999 45.4185255, 9.175897000000001 45.4185904, 9.1759808 45.4191505, 9.176033 45.4194614, 9.176098100000001 45.4197585, 9.176169700000001 45.4199506, 9.176234900000001 45.4201243, 9.176417199999999 45.4204489, 9.1769383 45.4213038, 9.1771923 45.4217747, 9.1772835 45.4220581, 9.177335599999999 45.4223096, 9.1773907 45.4228617, 9.177398 45.4229348, 9.177408 45.4230137, 9.177414199999999 45.423099, 9.177433300000001 45.423361, 9.177505 45.4242479, 9.1776809 45.4266936, 9.177701300000001 45.4267176, 9.1777535 45.426815, 9.177762 45.4269529, 9.1777224 45.4270229, 9.177813799999999 45.4281826, 9.177843599999999 45.4281957)",,,,,,
3610591209,2028754908,0,355451031,False,,cycleway,94.137,"LINESTRING (9.175508300000001 45.415132, 9.175450700000001 45.4150747, 9.1754026 45.4150259, 9.175361799999999 45.4148034, 9.175337799999999 45.4145928, 9.1753426 45.4143619, 9.1753068 45.414318)",,,,,,
3610591209,2768169496,0,404254270,False,,cycleway,40.247,"LINESTRING (9.175508300000001 45.415132, 9.1757159 45.4151203, 9.1758624 45.4151954, 9.175961900000001 45.4152496)",,,,,,
3610684800,2708823866,0,355463141,False,,cycleway,363.403,"LINESTRING (9.149275400000001 45.4409592, 9.1489963 45.441451, 9.1488406 45.4417359, 9.1488192 45.4417783, 9.148693099999999 45.4418705, 9.148555399999999 45.4419794, 9.148398 45.4421045, 9.148305499999999 45.4421814, 9.1482615 45.4422201, 9.148108000000001 45.4423552, 9.148038700000001 45.4424162, 9.148006499999999 45.4424332, 9.147970300000001 45.442436, 9.147915299999999 45.4424238, 9.147845500000001 45.4424059, 9.1477605 45.4423992, 9.147673899999999 45.4424002, 9.147588799999999 45.4424067, 9.1475089 45.4424219, 9.1474271 45.4424435, 9.147356 45.4424736, 9.1472943 45.4425085, 9.1472166 45.4425706, 9.1471871 45.4425818, 9.147151600000001 45.4425883, 9.1471181 45.4425912, 9.146829 45.4425611, 9.146767499999999 45.4425462, 9.146606999999999 45.4425072, 9.146499199999999 45.442481, 9.146057799999999 45.4423739, 9.146013200000001 45.4424176)",,,,,,
3610861141,430790267,0,37042171,False,,cycleway,135.497,"LINESTRING (9.204586600000001 45.4506281, 9.2054785 45.4500675, 9.205877900000001 45.4498131)",,,,,,
3611282540,1477696552,0,355536823,False,,cycleway,272.116,"LINESTRING (9.1845652 45.4519902, 9.1845765 45.451924, 9.184577000000001 45.4519209, 9.1845891 45.4518437, 9.1845958 45.4518221, 9.184834499999999 45.4513705, 9.1850437 45.4509039, 9.1851255 45.450695, 9.1852985 45.4502274, 9.1855289 45.4496422)",,,,,,
3623010097,4887166946,0,497093204,False,,cycleway,7.131,"LINESTRING (9.1563441 45.4504341, 9.1562529 45.4504297)",,,,,,
3642807391,21555411,0,27638652,False,,cycleway,13.878,"LINESTRING (9.1794379 45.4725533, 9.1796153 45.4725433)",,,,yes,,
3642807391,1757677020,0,"[586583632, 272535858, 618536867]",False,,cycleway,612.4210000000002,"LINESTRING (9.1794379 45.4725533, 9.179471599999999 45.4725891, 9.179671799999999 45.4727288, 9.180169100000001 45.4730519, 9.180287099999999 45.4731537, 9.180357799999999 45.4732223, 9.180456100000001 45.4732909, 9.1805646 45.4733697, 9.180786899999999 45.4735173, 9.1810566 45.4736963, 9.1813076 45.4738931, 9.181446599999999 45.474012, 9.1814719 45.4741088, 9.181434899999999 45.4743011, 9.1813968 45.4745171, 9.181312800000001 45.474986, 9.1812632 45.475284, 9.180999 45.4770199, 9.180941300000001 45.477287, 9.1809201 45.4773333, 9.1808792 45.4773596, 9.180869299999999 45.4773617, 9.1808327 45.4773658, 9.1807949 45.4773651, 9.180752399999999 45.4773626)",,,,,,
3642807391,4061689062,0,457744885,False,,cycleway,201.78100000000003,"LINESTRING (9.1794379 45.4725533, 9.179448900000001 45.4725131, 9.1794765 45.4724813, 9.179524300000001 45.4724455, 9.1796547 45.4723455, 9.180479399999999 45.4717129, 9.1811091 45.4712542, 9.181135899999999 45.4712391, 9.181165399999999 45.4712121)",,,,,,
3646646634,6324304063,0,675314994,False,,cycleway,1281.8289999999997,"LINESTRING (9.1491185 45.49361, 9.1490068 45.4937003, 9.148912899999999 45.4938281, 9.148483799999999 45.4943358, 9.148073399999999 45.4948058, 9.147738199999999 45.4951785, 9.1471775 45.4958493, 9.146977100000001 45.496061, 9.146920100000001 45.4961182, 9.1464721 45.4965638, 9.1460054 45.4969774, 9.144404099999999 45.4983874, 9.144342200000001 45.4984492, 9.143766400000001 45.4989677, 9.142970800000001 45.4996699, 9.1424837 45.5000926, 9.1417407 45.500728, 9.1413732 45.5010533, 9.141238 45.5011792, 9.1412245 45.5011915, 9.1412125 45.5012035, 9.1411587 45.5012403, 9.139778 45.5024475, 9.1393562 45.5028185, 9.1393728 45.5028522)",,,,,,
3647945813,4319684354,0,"[559069273, 433049949, 559070590]",False,,cycleway,2092.29,"LINESTRING (9.201791500000001 45.4016953, 9.1986477 45.4017209, 9.1962543 45.4007141, 9.1947033 45.4001665, 9.193951999999999 45.399904, 9.193584400000001 45.3997294, 9.1932007 45.3995737, 9.1923619 45.3993242, 9.1915447 45.3990748, 9.190724700000001 45.3988028, 9.1899772 45.3985458, 9.190114899999999 45.3978832, 9.1905407 45.3965361, 9.190753600000001 45.3958569, 9.1908654 45.3955154, 9.1909262 45.3952907, 9.190822000000001 45.3952264, 9.190509799999999 45.3951525, 9.190197599999999 45.395088, 9.1901458 45.395087, 9.1900832 45.3951049, 9.189888399999999 45.3951726, 9.1896141 45.3952817, 9.1886419 45.3956673, 9.1883739 45.3957547, 9.1874784 45.3959024, 9.186724999999999 45.3960689, 9.186567200000001 45.3960767, 9.186523599999999 45.3960789, 9.186356999999999 45.3960625, 9.1863353 45.3959651, 9.1863189 45.3959242, 9.1843389 45.3959626, 9.1833315 45.395995, 9.1823348 45.3960349)",,,,,,3
3675020589,259846789,0,"[151999600, 355296721, 151999598]",False,Via San Marco,cycleway,535.0600000000001,"LINESTRING (9.1891508 45.4786014, 9.1891228 45.4785956, 9.1891166 45.4785804, 9.189088699999999 45.4785264, 9.1890523 45.47851, 9.1889758 45.478479, 9.1889187 45.4784547, 9.188888800000001 45.4784207, 9.1888781 45.4783874, 9.1888659 45.4783567, 9.188857799999999 45.4783238, 9.188851700000001 45.4782694, 9.1888203 45.4780662, 9.188810999999999 45.4780243, 9.18868 45.477662, 9.1886536 45.477589, 9.1884599 45.4770619, 9.1884376 45.4769867, 9.188424100000001 45.4769089, 9.188414699999999 45.4768505, 9.188383099999999 45.4764199, 9.188359500000001 45.4760892, 9.1883357 45.4757782, 9.188333099999999 45.4757317, 9.1883573 45.475663, 9.1883281 45.4754171, 9.188317899999999 45.4753875, 9.188300699999999 45.4753368, 9.188269699999999 45.4752554, 9.188242300000001 45.4751843, 9.188229700000001 45.4751449, 9.1881591 45.4749249, 9.1879206 45.474181, 9.1878873 45.4739578)",,,,yes,,
3699665662,428370947,0,37042172,False,,cycleway,16.884,"LINESTRING (9.206697200000001 45.4492095, 9.2067274 45.4491761, 9.206776400000001 45.4491408, 9.206859100000001 45.4491162)",,,,,,
3699665662,430790267,0,37042172,False,,cycleway,142.50600000000003,"LINESTRING (9.206697200000001 45.4492095, 9.2066289 45.4492509, 9.206584599999999 45.4492585, 9.2065296 45.4492547, 9.2063968 45.449201, 9.2063469 45.4491562, 9.206298500000001 45.4491499, 9.2062492 45.449148, 9.206179499999999 45.4491474, 9.206106399999999 45.4491591, 9.2060206 45.4491798, 9.2059456 45.4492082, 9.2058698 45.4492443, 9.205818799999999 45.449282, 9.2057859 45.4493172, 9.205757699999999 45.4493642, 9.2057351 45.449426, 9.2057197 45.4494628, 9.205719800000001 45.4495058, 9.205764200000001 45.4496791, 9.2057906 45.4497367, 9.2058266 45.4497692, 9.205877900000001 45.4498131)",,,,,,
