y,x,osmid,geometry
47.8584872,106.7564709,1259637865,POINT (106.7564709 47.8584872)
47.8583688,106.7580133,2166138720,POINT (106.7580133 47.8583688)
47.8584308,106.7588595,2166138724,POINT (106.7588595 47.8584308)
47.8584712,106.7575093,2166138728,POINT (106.7575093 47.8584712)
47.858549,106.7611752,2166138734,POINT (106.7611752 47.858549)
47.8945514,106.9467355,2916981008,POINT (106.9467355 47.8945514)
47.8946038,106.9477572,2916981009,POINT (106.9477572 47.8946038)
47.8946158,106.9459001,2916981010,POINT (106.9459001 47.8946158)
47.894777,106.9485986,2916981011,POINT (106.9485986 47.894777)
47.8948334,106.9450587,2916981012,POINT (106.9450587 47.8948334)
47.895047,106.9493799,2916981013,POINT (106.9493799 47.895047)
47.8950736,106.9445273,2916981014,POINT (106.9445273 47.8950736)
47.8953899,106.950109,2916981016,POINT (106.950109 47.8953899)
47.895404,106.9439414,2916981017,POINT (106.9439414 47.895404)
