u,v,key,osmid,highway,oneway,length,geometry,tunnel,bridge,name,maxspeed,lanes,service,access,ref
6955109540,6955109541,0,151585130,living_street,False,6.248,"LINESTRING (69.3748137 41.3608912, 69.3747417 41.3609066)",,,Оромбахш,30,1,,,
6955109541,6955109540,0,151585130,living_street,False,6.248,"LINESTRING (69.3747417 41.3609066, 69.3748137 41.3608912)",,,Оромбахш,30,1,,,
6955109541,1644112388,0,151585130,living_street,False,63.07,"LINESTRING (69.3747417 41.3609066, 69.3739898 41.3608498)",,,Оромбахш,30,1,,,
6968481505,2012771428,0,473292474,service,True,9.913,"LINESTRING (69.2867293 41.3511609, 69.28673310000001 41.35125)",,,,5,,,,
6979747502,5167824977,0,845803314,service,False,14.324,"LINESTRING (69.2280844 41.2809524, 69.22819440000001 41.2810512)",,,,20,,,,
6979747502,5167824976,0,845803314,service,False,13.542,"LINESTRING (69.2280844 41.2809524, 69.22798040000001 41.280859)",,,,20,,,,
7010461205,4180947975,0,749681437,unclassified,False,1.761,"LINESTRING (69.3372159 41.3161667, 69.33722950000001 41.3161546)",,,Археологическая улица,30,,,,
7010461205,4180947977,0,749681438,unclassified,False,2.408,"LINESTRING (69.3372159 41.3161667, 69.33719550000001 41.316182)",,,Археологическая улица,30,,,,
7013263189,3132954942,0,473267266,service,True,3.105,"LINESTRING (69.16185110000001 41.3312529, 69.1618229 41.3312711)",,,,5,,,,
7013263190,7013263191,0,473267266,service,True,3.578,"LINESTRING (69.16179750000001 41.3313012, 69.161781 41.3313309)",,,,5,,,,
7043128900,6652928958,0,708020314,service,False,12.683,"LINESTRING (69.3434201 41.3004494, 69.34356390000001 41.3004128)",,,,20,2,,,
7043128901,7618256501,0,708020313,service,False,11.516,"LINESTRING (69.3433758 41.3002917, 69.3435042 41.300254)",,,,20,2,,,
7077331257,1668927293,0,144532836,service,False,9.535,"LINESTRING (69.2579844 41.2762072, 69.25809270000001 41.2762342)",,,,30,,,,
