u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,width,tunnel,bridge,est_width,access
1177112034,254684929,0,"[308837520, 24483134, 356218775]",2,Solitudestraße,"['cycleway', 'tertiary']",50,False,268.943,"LINESTRING (9.0982881 48.8007005, 9.0984765 48.8007792, 9.0985877 48.8008892, 9.0986609 48.8009604, 9.0987317 48.8010259, 9.099016600000001 48.8013006, 9.099435 48.8017041, 9.099902699999999 48.8021802, 9.100220699999999 48.80249, 9.1003987 48.8026652)",K 9503,,,,,
1177112034,1177111401,0,"[308909104, 308837522]",,,path,,False,47.946,"LINESTRING (9.0982881 48.8007005, 9.098414500000001 48.8008078, 9.098575800000001 48.8009874, 9.0986549 48.8010567)",,,,,,
1177112034,273503740,0,"[25120480, 761969009]",,,path,,False,346.24399999999997,"LINESTRING (9.0982881 48.8007005, 9.098234 48.8006475, 9.097343499999999 48.7997652, 9.095869499999999 48.7983045, 9.0957594 48.7982131, 9.0956463 48.7981192)",,,,,,
1182906159,1182906073,0,360369057,,,cycleway,,True,15.153,"LINESTRING (9.214965899999999 48.7998457, 9.214762500000001 48.7998706)",,,,,,
1182983483,137537375,0,233168761,,,path,,False,6.013,"LINESTRING (9.2132626 48.8006465, 9.2133447 48.8006469)",,,,,,
1182983483,3649221593,0,233168764,,,cycleway,,True,28.310000000000002,"LINESTRING (9.2132626 48.8006465, 9.2132766 48.8006908, 9.213339599999999 48.8007451, 9.2134243 48.8008746)",,2,,,,
1182983483,3475609502,0,"[299389568, 120991586, 299389571, 340398199, 360912568, 340341854, 299389562, 299389598, 115428479]",,König-Karls-Brücke,path,,False,438.5910000000002,"LINESTRING (9.2132626 48.8006465, 9.2132468 48.8005291, 9.213199400000001 48.8004989, 9.213174 48.800485, 9.213157799999999 48.8004732, 9.2131104 48.8004439, 9.2131101 48.8003812, 9.2130826 48.8003639, 9.213037999999999 48.8003357, 9.2129709 48.8002978, 9.2130068 48.8002725, 9.2129615 48.8002415, 9.2129124 48.8002077, 9.212863199999999 48.8001708, 9.212733500000001 48.800157, 9.2126112 48.80012, 9.212413400000001 48.8000207, 9.2123489 48.799985, 9.212313200000001 48.7999701, 9.211951300000001 48.7998258, 9.211514599999999 48.7996652, 9.2111208 48.7995182, 9.2111049 48.7995022, 9.2110466 48.7994845, 9.2107762 48.7993551, 9.210483200000001 48.7992046, 9.210141200000001 48.7990189, 9.2100721 48.7989774, 9.2100118 48.7989287, 9.2099859 48.7989023, 9.209959599999999 48.7988685, 9.2099429 48.7988411, 9.209920500000001 48.7988019, 9.2098935 48.7987353, 9.209887699999999 48.7986662, 9.209879300000001 48.7986126, 9.2098776 48.7985395, 9.209886300000001 48.7984812, 9.209914299999999 48.7984366, 9.2099615 48.7983843, 9.2100276 48.7983036, 9.2100756 48.7982619, 9.210086199999999 48.7982532, 9.2101466 48.798203, 9.2103074 48.7980478, 9.2103723 48.7979683)",,"['4', '5', '6.5']",,yes,,
1183422912,3550429379,0,349104549,,,cycleway,,True,25.777,"LINESTRING (9.211381599999999 48.8027015, 9.211309399999999 48.8027562, 9.211240800000001 48.8028123, 9.211176399999999 48.8028886)",,,,,,
1229756407,4373288118,0,439656073,,,cycleway,,False,8.667,"LINESTRING (9.1098929 48.7466722, 9.1099055 48.7466347, 9.109916200000001 48.7465958)",,,,,,
1297298001,428589192,0,444910369,,,path,,False,16.994,"LINESTRING (9.188970400000001 48.8073047, 9.188983199999999 48.8071521)",,2.2,,,,
1297298001,428601482,0,444910369,,,path,,False,15.245999999999999,"LINESTRING (9.188970400000001 48.8073047, 9.1889334 48.8073507, 9.1888863 48.8073857, 9.188833900000001 48.8074023)",,2.2,,,,
1307556473,1307555568,0,115832915,,,path,,False,7.72,"LINESTRING (9.207676299999999 48.7977431, 9.2076373 48.7976786)",,3,,,,
1307556473,21097750,0,120802595,,,cycleway,,False,41.28,"LINESTRING (9.207676299999999 48.7977431, 9.2075879 48.797711, 9.207512100000001 48.7976529, 9.207440099999999 48.7975952, 9.207376699999999 48.7975229, 9.2073281 48.7974607)",,2.5,,,,
1307556473,21097745,0,120802604,,,path,,False,13.856,"LINESTRING (9.207676299999999 48.7977431, 9.207744399999999 48.7977734, 9.207837700000001 48.7978079)",,4,,,,
1328838095,1328838569,0,118084004,,,cycleway,,True,5.81,"LINESTRING (9.2048611 48.8079601, 9.2048477 48.8080116)",,,,,,
1328838569,26786754,0,121535273,3,Pragstraße,primary,50,True,6.896,"LINESTRING (9.2048477 48.8080116, 9.204940799999999 48.8080209)",B 10,,,,,
1328838569,35627616,0,118084004,,,cycleway,,True,31.242000000000004,"LINESTRING (9.2048477 48.8080116, 9.204823599999999 48.8081095, 9.204813700000001 48.8081434, 9.204793499999999 48.8082196, 9.2047755 48.8082885)",,,,,,
1333984481,1333984490,0,"[118647571, 366164251]",,,"['cycleway', 'path']",,False,35.967,"LINESTRING (9.155258 48.81062, 9.1553965 48.810618, 9.155499300000001 48.8106226, 9.155613199999999 48.8106409, 9.1557385 48.810669)",,,,,,
1337262031,4306901491,0,431480692,,,cycleway,,True,9.971,"LINESTRING (9.264832200000001 48.7633932, 9.2648686 48.7634796)",,,,,,
1337262031,2397543875,0,"[548543230, 431480702, 431444863]",,,path,,False,29.022,"LINESTRING (9.264832200000001 48.7633932, 9.2647999 48.7633557, 9.2647925 48.7633231, 9.2647318 48.7633072, 9.264612899999999 48.7632579, 9.2645458 48.7632362)",,,,,,
1348268315,1161452819,0,563870019,,,cycleway,,True,21.093,"LINESTRING (9.172799400000001 48.7501508, 9.1728279 48.7501676, 9.1728793 48.750197, 9.173035 48.7502584)",,,,,,
1348268315,283556458,0,563870021,,,cycleway,,False,28.663,"LINESTRING (9.172799400000001 48.7501508, 9.1728048 48.7501727, 9.1728328 48.7502444, 9.172856700000001 48.7502704, 9.1729711 48.7503518, 9.172992199999999 48.7503664)",,,,,,
1354156243,5361655651,0,555772531,,,cycleway,,True,15.838,"LINESTRING (9.188209199999999 48.7909474, 9.1883325 48.7910644)",,,,,,
1354156243,5045092172,0,555772539,,,path,,False,47.903,"LINESTRING (9.188209199999999 48.7909474, 9.1879405 48.790906, 9.187571800000001 48.7908512)",,3,,,,
1360336463,1297298001,0,226067679,,,cycleway,,True,17.09,"LINESTRING (9.189072899999999 48.8074355, 9.188988999999999 48.8073766, 9.188970400000001 48.8073047)",,,,,,
1360357267,1860461048,0,444747784,,,cycleway,,True,15.67,"LINESTRING (9.1895007 48.8077042, 9.1896626 48.8077541, 9.189679099999999 48.8077746)",,,,,,
1395938573,3597384886,0,353948512,,,cycleway,,False,4.671,"LINESTRING (9.225453399999999 48.818433, 9.2254997 48.8184041)",,,,,3,
1426313422,255882805,0,"[342977450, 342973810]",,,path,,False,100.693,"LINESTRING (9.106155299999999 48.8201237, 9.106097500000001 48.8201213, 9.1060131 48.8201238, 9.1058559 48.8201031, 9.1055466 48.8200775, 9.1050728 48.8200554, 9.104786900000001 48.820055)",,,,,,
1427837456,2885271330,0,38108668,,,cycleway,,False,29.589999999999996,"LINESTRING (9.1904185 48.7861028, 9.190388499999999 48.7860843, 9.1903539 48.7861088, 9.190315699999999 48.7861358, 9.1902727 48.7861668, 9.1902062 48.7861947, 9.190096199999999 48.7862129)",,,,,,
1461415724,3672473491,0,"[363036540, 363036542, 137227135]",,,cycleway,,True,100.80000000000001,"LINESTRING (9.171549499999999 48.77191, 9.171625000000001 48.7719661, 9.1716938 48.7720129, 9.171711999999999 48.7720562, 9.1717362 48.7721084, 9.171681599999999 48.7721115, 9.1716511 48.7720961, 9.1716119 48.7720747, 9.1715243 48.7720286, 9.1714208 48.7719957, 9.171257799999999 48.771914, 9.171227999999999 48.771888, 9.1712243 48.7718756, 9.1712206 48.7718627, 9.171215 48.7718276, 9.171203999999999 48.7717636, 9.171175699999999 48.7716357)",,1.5,,,,
1505326038,274826901,0,"[153482914, 578652022]",,,cycleway,,False,45.196,"LINESTRING (9.2118339 48.8047392, 9.211819800000001 48.8047293, 9.2117764 48.8046988, 9.211695499999999 48.804653, 9.2116574 48.8046355, 9.211599400000001 48.804604, 9.2115507 48.8045776, 9.211477199999999 48.8045405, 9.211392200000001 48.8045457, 9.2113292 48.8045519)",,2.4,,,,
1595479074,506480263,0,146275596,,,path,,False,295.4530000000001,"LINESTRING (9.1755996 48.8200936, 9.175519 48.8201346, 9.175448299999999 48.8201674, 9.175379400000001 48.8202156, 9.1753141 48.8202787, 9.1752108 48.8203823, 9.174893600000001 48.8207567, 9.174859100000001 48.8207961, 9.174594300000001 48.8210981, 9.1743712 48.82135, 9.174185599999999 48.8215705, 9.1740759 48.821771, 9.173989499999999 48.8218855, 9.173830199999999 48.822092, 9.1737289 48.8222216, 9.173705 48.8222856, 9.173705200000001 48.8223215, 9.1736719 48.8223426, 9.1736004 48.8223576)",,3.2,,,,
1595479074,1595479035,0,146275596,,,path,,False,22.852,"LINESTRING (9.1755996 48.8200936, 9.175604699999999 48.8200446, 9.175659899999999 48.8199598, 9.1756995 48.8199012)",,3.2,,,,
1595479289,1873314194,0,"[553041208, 553041209]",,,path,,False,300.18799999999993,"LINESTRING (9.1731275 48.8221144, 9.173143100000001 48.8220742, 9.1739216 48.8211574, 9.1742136 48.82083, 9.1743033 48.8207143, 9.174443800000001 48.8205498, 9.174519399999999 48.8204249, 9.1745818 48.8203345, 9.174650099999999 48.8202386, 9.174773 48.8200969, 9.1748327 48.8200119, 9.174854 48.8199778, 9.174955300000001 48.8199279, 9.1749676 48.8199167, 9.175025 48.8198046, 9.175032699999999 48.8197441)",,3.5,,,,
1600004713,2893705856,0,285731265,,,cycleway,,True,11.968,"LINESTRING (9.2322918 48.8038957, 9.232167799999999 48.8039658)",,,,,,
1600004713,1600004648,0,154194147,,,path,,False,542.444,"LINESTRING (9.2322918 48.8038957, 9.2323643 48.8037964, 9.232367 48.8037504, 9.232427400000001 48.8036456, 9.232568199999999 48.8034201, 9.2327774 48.8030085, 9.232882 48.8028424, 9.232983900000001 48.8026869, 9.2330215 48.8026233, 9.233174399999999 48.8023495, 9.2334008 48.8019413, 9.2335452 48.8017566, 9.234153900000001 48.800756, 9.2345407 48.8001308, 9.2346849 48.7998902, 9.234755099999999 48.7997697, 9.234864200000001 48.799574, 9.2349461 48.7994404, 9.2349715 48.7993942, 9.235025200000001 48.79938)",,,,,,
1601154907,5178084308,0,533786537,,,cycleway,,False,11.542,"LINESTRING (9.1594268 48.7234361, 9.159273000000001 48.7234142)",,,,,,
1601154907,1601154934,0,84505009,,,path,,True,149.64499999999998,"LINESTRING (9.1594268 48.7234361, 9.1593803 48.7234684, 9.159345699999999 48.7235294, 9.159189899999999 48.7235577, 9.1591089 48.723575, 9.159034399999999 48.7235879, 9.1589329 48.7235362, 9.158325100000001 48.7236548, 9.1575714 48.7238064)",,,,,,
1613166827,3598111640,0,579213235,,,cycleway,,False,11.021999999999998,"LINESTRING (9.214950099999999 48.8089678, 9.2149249 48.8089497, 9.214896100000001 48.8089312, 9.214832599999999 48.8089075)",,2.25,,,,
1621899303,1621899306,0,314934335,,,cycleway,,True,35.935,"LINESTRING (9.1713547 48.77467, 9.171540200000001 48.7747307, 9.1716408 48.7747872, 9.171734900000001 48.7748651)",,,,,,
1621899306,1621899404,0,109483954,,,cycleway,,True,20.418,"LINESTRING (9.171734900000001 48.7748651, 9.171818500000001 48.7748447, 9.171856699999999 48.7748402, 9.171938900000001 48.7748535, 9.1720021 48.7748661)",,,,,,
1621899306,1621899412,0,314934333,,,path,,False,29.058999999999997,"LINESTRING (9.171734900000001 48.7748651, 9.171776899999999 48.7749039, 9.171843300000001 48.7749787, 9.1719097 48.7750564, 9.171914299999999 48.775067, 9.1719214 48.7750934)",,,,,,
1621899306,1889893410,0,361287363,,,path,,False,38.266999999999996,"LINESTRING (9.171734900000001 48.7748651, 9.1716739 48.7748822, 9.1715774 48.7749111, 9.171389400000001 48.7749736, 9.1712867 48.7750085, 9.171267200000001 48.7750175)",,,,,,
1621899306,3658248721,0,361333293,,,path,,False,63.655,"LINESTRING (9.171734900000001 48.7748651, 9.1718378 48.7748094, 9.1721249 48.7746534, 9.172401000000001 48.7744977)",,,,,,
1621899412,18240910,0,614732656,,,cycleway,,True,42.272,"LINESTRING (9.1719214 48.7750934, 9.171793600000001 48.7751721, 9.171653299999999 48.7752544, 9.1714766 48.7753341)",,,,,,
1621899412,1621899306,0,314934333,,,path,,False,29.059,"LINESTRING (9.1719214 48.7750934, 9.171914299999999 48.775067, 9.1719097 48.7750564, 9.171843300000001 48.7749787, 9.171776899999999 48.7749039, 9.171734900000001 48.7748651)",,,,,,
1621899412,3210020769,0,314934333,,,path,,False,16.659,"LINESTRING (9.1719214 48.7750934, 9.171912000000001 48.7751762, 9.1718403 48.7752234)",,,,,,
1661217237,3679335374,0,363804883,,,cycleway,,True,11.768,"LINESTRING (9.2208039 48.7964806, 9.220708399999999 48.7963955)",,1.5,,,,
1668381621,3597384886,0,298475545,,,cycleway,,False,31.418999999999997,"LINESTRING (9.225337 48.8181585, 9.225327800000001 48.8181925, 9.2253338 48.8182412, 9.22536 48.8182914, 9.225392899999999 48.8183219, 9.225435600000001 48.8183627, 9.2254997 48.8184041)",,2.5,,,,
1668381621,3033705175,0,154278258,,,path,,False,10.596,"LINESTRING (9.225337 48.8181585, 9.2252641 48.8181496, 9.225194699999999 48.8181411)",,,,,,
1668401786,2612667580,0,299386393,,,cycleway,,False,3.306,"LINESTRING (9.2260051 48.8219637, 9.2260402 48.8219824)",,,,,,
1668401786,1668401839,0,"[299386401, 299386391, 154278870, 447085791]",,,"['cycleway', 'path']",,False,1041.4509999999998,"LINESTRING (9.2260051 48.8219637, 9.225176299999999 48.8225754, 9.2247436 48.8228693, 9.224276 48.8231662, 9.223413000000001 48.8236971, 9.2229721 48.8239257, 9.2224944 48.8241579, 9.2224132 48.8241967, 9.2223715 48.8242178, 9.2222781 48.8242636, 9.2216691 48.8245562, 9.2212193 48.8247596, 9.220174399999999 48.8251729, 9.2197738 48.8253153, 9.2193963 48.8254381, 9.218628000000001 48.8256419, 9.2180999 48.8257576, 9.217325600000001 48.8258862, 9.2167545 48.8259562, 9.216275899999999 48.8259916, 9.215835800000001 48.8260118, 9.215415399999999 48.826014, 9.2148743 48.8260082, 9.2144189 48.8259938, 9.2138163 48.8259605)",,2.5,,,,
1668401786,3676448642,0,154278870,,,cycleway,,False,130.058,"LINESTRING (9.2260051 48.8219637, 9.2262346 48.8217615, 9.2264272 48.8215578, 9.226709700000001 48.8211997, 9.2268206 48.8210212, 9.226860500000001 48.8209447)",,2.5,,,,
1668401839,59720930,0,105068711,,,cycleway,,False,8.994,"LINESTRING (9.2138163 48.8259605, 9.213727499999999 48.8260164)",,,,,,
1668401839,154506046,0,154280291,,,cycleway,,True,27.680999999999997,"LINESTRING (9.2138163 48.8259605, 9.213627900000001 48.8259421, 9.2134471 48.825909)",,2.5,,,,
1668401839,1668401786,0,"[299386401, 447085791, 154278870, 299386391]",,,"['cycleway', 'path']",,False,1041.451,"LINESTRING (9.2138163 48.8259605, 9.2144189 48.8259938, 9.2148743 48.8260082, 9.215415399999999 48.826014, 9.215835800000001 48.8260118, 9.216275899999999 48.8259916, 9.2167545 48.8259562, 9.217325600000001 48.8258862, 9.2180999 48.8257576, 9.218628000000001 48.8256419, 9.2193963 48.8254381, 9.2197738 48.8253153, 9.220174399999999 48.8251729, 9.2212193 48.8247596, 9.2216691 48.8245562, 9.2222781 48.8242636, 9.2223715 48.8242178, 9.2224132 48.8241967, 9.2224944 48.8241579, 9.2229721 48.8239257, 9.223413000000001 48.8236971, 9.224276 48.8231662, 9.2247436 48.8228693, 9.225176299999999 48.8225754, 9.2260051 48.8219637)",,2.5,,,,
1680013270,293531302,0,379591058,,,cycleway,,True,20.721,"LINESTRING (9.1363729 48.7740191, 9.1361857 48.7740323, 9.136091199999999 48.7740319)",,,,,,
1687749818,4572850443,0,461838980,,,cycleway,,True,11.054,"LINESTRING (9.112943899999999 48.7297571, 9.113057 48.7298228)",,,,,,
1724301669,1724301635,0,160384000,,,path,,True,368.45000000000005,"LINESTRING (9.132798599999999 48.7762462, 9.132818 48.7762083, 9.132963999999999 48.7759737, 9.133149700000001 48.7756582, 9.1332629 48.7754669, 9.133381 48.7752471, 9.1335342 48.7749411, 9.133732999999999 48.7745806, 9.1338206 48.7744002, 9.133853 48.7743344, 9.1339405 48.7741532, 9.134008700000001 48.7740088, 9.134013899999999 48.7739771, 9.1340246 48.7739113, 9.134010099999999 48.7738166, 9.133960800000001 48.7737315, 9.133865200000001 48.7736516, 9.133756699999999 48.7735804, 9.133715499999999 48.7735558, 9.133558499999999 48.7734626, 9.133305200000001 48.7733118, 9.133247000000001 48.7732806)",,,,,,
1739293498,682085,0,379591056,,,cycleway,,True,21.253,"LINESTRING (9.135965000000001 48.7738436, 9.1359903 48.7738564, 9.1361784 48.7739729)",,,,,,
1739293498,5517266282,0,"[197974595, 155604035, 197974596, 161978119, 574872057]",,,path,,False,246.24499999999998,"LINESTRING (9.135965000000001 48.7738436, 9.135979300000001 48.7738133, 9.1359896 48.7737847, 9.1360282 48.7737893, 9.136068 48.7737785, 9.136102899999999 48.7737391, 9.136108399999999 48.7735613, 9.136093000000001 48.7732876, 9.136056699999999 48.7730861, 9.135956200000001 48.772748, 9.135851799999999 48.7723858, 9.1357856 48.7721562, 9.1357549 48.772066, 9.135725799999999 48.7719548, 9.1357176 48.7719065, 9.1357166 48.7718357, 9.135720600000001 48.7717084)",,,,,,
1739293498,1680013249,0,155604035,,,path,,False,12.806999999999999,"LINESTRING (9.135965000000001 48.7738436, 9.1359403 48.7739045, 9.1359169 48.7739543)",,,,,,
1775076776,1873350626,0,582699739,,,cycleway,,False,5.645,"LINESTRING (9.175131199999999 48.8295129, 9.1751182 48.8295296, 9.175098999999999 48.829559)",,,,,,
1832046049,2946501115,0,837030342,,,cycleway,,False,32.292,"LINESTRING (9.2181006 48.7870394, 9.2180058 48.7869436, 9.217941100000001 48.7869077, 9.217902 48.7868861, 9.2178463 48.7868552, 9.2178013 48.7868303)",,,,,,
1832046049,1832046098,0,365056643,,,path,,False,11.885,"LINESTRING (9.2181006 48.7870394, 9.2180173 48.7870211, 9.217950200000001 48.7870423)",,3,,,,
1832046049,3679335374,0,"[175641216, 370104930, 363814210, 363805765, 175641222, 175641224, 175641227, 379591054, 370104919, 175641213, 370104927]",,,path,,False,1495.535,"LINESTRING (9.2181006 48.7870394, 9.218173699999999 48.787062, 9.2183051 48.7871192, 9.218588499999999 48.7872437, 9.2187546 48.7872888, 9.2189186 48.7873696, 9.219125999999999 48.7874634, 9.2192753 48.7875157, 9.2194029 48.7875657, 9.219628800000001 48.7876558, 9.2198329 48.7877553, 9.2200247 48.7878794, 9.220226800000001 48.7880148, 9.2204845 48.7882017, 9.2206571 48.788334, 9.220831 48.7884677, 9.2209644 48.7885701, 9.221163300000001 48.7887189, 9.2212619 48.7887926, 9.221538799999999 48.7890087, 9.2215931 48.7890545, 9.221595300000001 48.7890795, 9.221586500000001 48.7891098, 9.2216454 48.7891543, 9.221670400000001 48.7891732, 9.2217395 48.7892082, 9.221934900000001 48.7893627, 9.2219572 48.789402, 9.221992999999999 48.7894273, 9.2220257 48.7894503, 9.222034300000001 48.7894564, 9.2220932 48.7894596, 9.2221555 48.7894872, 9.223039200000001 48.7901764, 9.2233638 48.7904282, 9.223471399999999 48.7905091, 9.223656200000001 48.790652, 9.224073799999999 48.7909731, 9.2243961 48.7912203, 9.2249429 48.7916586, 9.2250529 48.7917409, 9.225135399999999 48.7918044, 9.2251999 48.7918472, 9.2253379 48.791949, 9.2255839 48.7921446, 9.226038000000001 48.7925233, 9.2262141 48.7926572, 9.226389599999999 48.7927882, 9.226480499999999 48.7928714, 9.226549500000001 48.7929433, 9.226576100000001 48.7929984, 9.2265987 48.793045, 9.2265701 48.7930616, 9.226342000000001 48.7931905, 9.2260878 48.7933323, 9.226002100000001 48.7933982, 9.225842699999999 48.7935493, 9.2257739 48.7935937, 9.223118400000001 48.7950342, 9.2221888 48.795535, 9.221661299999999 48.7958365, 9.2215547 48.7958936, 9.2212493 48.7960602, 9.2210242 48.7961874, 9.2208992 48.7962859, 9.220708399999999 48.7963955)",,"['3', '3.5', '2']",,yes,,
1832046098,4572966429,0,461852936,,,cycleway,,True,6.76,"LINESTRING (9.217950200000001 48.7870423, 9.2178673 48.787069)",,,,,,
1832046098,1832046049,0,365056643,,,path,,False,11.885,"LINESTRING (9.217950200000001 48.7870423, 9.2180173 48.7870211, 9.2181006 48.7870394)",,3,,,,
1858947756,496267614,0,356115865,,,path,,False,14.408,"LINESTRING (9.204597700000001 48.8170304, 9.2044613 48.8171238)",,2,,,,
1859898948,4353920745,0,485900648,,,cycleway,,True,7.929,"LINESTRING (9.2246007 48.8181721, 9.2244952 48.8181882)",,,,,,
1859898963,1668381621,0,"[353948513, 354844916]",,,"['cycleway', 'path']",,True,24.662000000000003,"LINESTRING (9.225350300000001 48.8179459, 9.2253901 48.8180392, 9.225357300000001 48.8180919, 9.225337 48.8181585)",,,,,5,
1860429645,1860461048,0,225378821,,,cycleway,,False,4.285,"LINESTRING (9.1897368 48.807781, 9.189679099999999 48.8077746)",,,,,,
1860429645,1298265675,0,225378721,,,path,,False,11.934000000000001,"LINESTRING (9.1897368 48.807781, 9.1898047 48.8077965, 9.189891100000001 48.8078155)",,2.5,,,,
