u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,width,tunnel,bridge,est_width,access
367624126,33476134,0,"[146899368, 146899396]",,,path,,False,375.917,"LINESTRING (9.1674615 48.725513, 9.167467200000001 48.7254766, 9.167509000000001 48.7253396, 9.1676231 48.7249662, 9.1677588 48.7245448, 9.1677611 48.724409, 9.167702200000001 48.7241177, 9.167586399999999 48.7236975, 9.1675661 48.7236279, 9.1674747 48.7236416, 9.1673788 48.7236509, 9.1672735 48.7236602, 9.167178699999999 48.7236656, 9.167087499999999 48.7236501, 9.1670131 48.7236127, 9.1669354 48.7234958, 9.166700000000001 48.7227454, 9.166694400000001 48.7226213, 9.1667255 48.7225602)",,,,,,
369856381,364840593,0,32452174,,,path,,False,44.427,"LINESTRING (9.120456900000001 48.8084679, 9.120462 48.808421, 9.120471200000001 48.8082707, 9.120497200000001 48.8081815, 9.120552699999999 48.8080764)",,,,,,
369856382,364840593,0,"[356852890, 32452156]",,,path,,False,218.21600000000004,"LINESTRING (9.1182946 48.8087157, 9.118275199999999 48.808677, 9.118335800000001 48.8086507, 9.118327000000001 48.8085903, 9.1183475 48.8085131, 9.118387 48.8084566, 9.118444 48.8084246, 9.118589099999999 48.8083537, 9.118774999999999 48.8082775, 9.1188061 48.8082429, 9.118835000000001 48.8082107, 9.118881099999999 48.8081569, 9.1189316 48.808098, 9.119025499999999 48.8080211, 9.1191549 48.8079849, 9.119217300000001 48.8079834, 9.1192513 48.8079826, 9.119316700000001 48.8079811, 9.1195272 48.808005, 9.119691 48.8080146, 9.1197477 48.8080179, 9.119879900000001 48.8080167, 9.1200174 48.8080062, 9.120233000000001 48.8079761, 9.120360700000001 48.807977, 9.120442600000001 48.8080123, 9.120552699999999 48.8080764)",,2.5,,,,
369856385,1595684624,0,"[237853545, 238829410]",,,path,,False,129.26399999999998,"LINESTRING (9.122676200000001 48.8081324, 9.122643500000001 48.8081574, 9.122358699999999 48.8083513, 9.122104 48.808527, 9.1219321 48.808666, 9.121460799999999 48.8089744)",,,,,,
382485649,91816253,0,"[33531104, 45830121, 371662828, 371662836, 371662838, 371662839, 371662843]",,Daimlerbrücke,path,,False,412.5229999999999,"LINESTRING (9.2347778 48.7841186, 9.233888500000001 48.7834855, 9.233404500000001 48.783141, 9.2332793 48.7830528, 9.2330167 48.7827812, 9.2328411 48.7825808, 9.2327081 48.7823312, 9.232678399999999 48.7822525, 9.2326538 48.7821874, 9.2325865 48.782014, 9.2325795 48.7818678, 9.2326845 48.7817179, 9.2326929 48.7816368, 9.232702400000001 48.7815444, 9.232712100000001 48.7814501, 9.232693100000001 48.7813777, 9.2326528 48.7812993, 9.2325865 48.7812075, 9.2325011 48.7811296, 9.232233900000001 48.781103)",,,,yes,,
391459135,85702270,0,34139567,,Haeckerstraße,path,,False,30.607,"LINESTRING (9.1022815 48.7208529, 9.1026981 48.7208679)",,,,,,
394911004,258509716,0,24439219,,,path,,False,280.886,"LINESTRING (9.1640348 48.747263, 9.163190999999999 48.7468246, 9.1628712 48.7466544, 9.162609700000001 48.7465222, 9.162547500000001 48.7464388, 9.162054700000001 48.7462066, 9.1619048 48.7461494, 9.1617967 48.74612, 9.1616924 48.7461129, 9.161574099999999 48.7461098, 9.1614801 48.7460812, 9.161372200000001 48.7460593, 9.161302600000001 48.7462586, 9.1612414 48.7463304, 9.1611511 48.7463653)",,3,,,,
403643740,1307555568,0,115832898,,,path,,False,18.367,"LINESTRING (9.2077413 48.7975346, 9.207697400000001 48.7975623, 9.207648499999999 48.7976201, 9.2076373 48.7976786)",,3,,,,
403643740,1307555571,0,115832916,,,path,,False,24.323999999999998,"LINESTRING (9.2077413 48.7975346, 9.2078258 48.797527, 9.207967 48.7975063, 9.2080591 48.7974772)",,3,,,,
403643740,1307555570,0,115832916,,,path,,False,23.709,"LINESTRING (9.2077413 48.7975346, 9.207629799999999 48.7975241, 9.207429899999999 48.7974795)",,3,,,,
409083430,3671900096,0,236947346,,,path,,False,14.843,"LINESTRING (9.1791556 48.8306468, 9.1790479 48.8305337)",,,,,,
409083430,269783949,0,236947346,,,path,,False,8.443,"LINESTRING (9.1791556 48.8306468, 9.179226099999999 48.8307069)",,,,,,
409083430,412117672,0,436140405,,,path,,False,15.838000000000001,"LINESTRING (9.1791556 48.8306468, 9.1790471 48.8306361, 9.178940900000001 48.8306296)",,,,,,
411502594,336273867,0,34258724,,,path,30,False,60.818,"LINESTRING (9.2413343 48.8262518, 9.240983399999999 48.8263047, 9.240857099999999 48.8263164, 9.240746700000001 48.8263263, 9.240515500000001 48.8263378)",,3.5,,,,
412117672,3671900096,0,436140402,,,path,,False,13.231,"LINESTRING (9.178940900000001 48.8306296, 9.1790479 48.8305337)",,3.5,,,,
412117672,409083430,0,436140405,,,path,,False,15.838000000000001,"LINESTRING (9.178940900000001 48.8306296, 9.1790471 48.8306361, 9.1791556 48.8306468)",,,,,,
412117672,35825716,0,"[231507792, 436140405]",,,path,,False,92.85399999999998,"LINESTRING (9.178940900000001 48.8306296, 9.1787191 48.8306772, 9.1782184 48.8308652, 9.178107600000001 48.8308648, 9.1780271 48.8308508, 9.1779657 48.8308294, 9.177838599999999 48.8307318)",,2.8,,,,
413331698,268590923,0,"[22704096, 143832671]",,,path,,False,213.314,"LINESTRING (9.166411999999999 48.7221241, 9.1663847 48.7220314, 9.1662502 48.7217065, 9.1661249 48.7215277, 9.165828100000001 48.7212144, 9.1656555 48.7209751, 9.165491299999999 48.7207743, 9.1653596 48.7206614, 9.1653257 48.7206407, 9.165297799999999 48.7206047, 9.165286500000001 48.7205819, 9.1652586 48.7205419, 9.165240000000001 48.7205152, 9.1652197 48.7204862, 9.165198800000001 48.7204562, 9.165128899999999 48.7204798)",,3,,,,
413338750,675614478,0,"[36691394, 36691391]",,,path,,False,361.07599999999996,"LINESTRING (9.2191761 48.6931015, 9.2194722 48.6932056, 9.2198218 48.693349, 9.220218600000001 48.6935567, 9.2205897 48.6938092, 9.220704100000001 48.6939231, 9.220825100000001 48.6940604, 9.2211108 48.6944233, 9.2211766 48.6945389, 9.2211996 48.6945987, 9.221197699999999 48.694643, 9.2211701 48.694685, 9.221119399999999 48.6947095, 9.221042600000001 48.6947241, 9.220953 48.6947218, 9.220864600000001 48.6947041, 9.2207781 48.6946654, 9.2207139 48.6946111, 9.220602299999999 48.6944816, 9.2205149 48.6943547, 9.220445399999999 48.6942815, 9.220367100000001 48.6942226, 9.220264 48.6941679, 9.2201602 48.6941334, 9.219990299999999 48.694094)",,2.5,yes,,,
418063099,1626160518,0,365393223,,,path,,False,479.95700000000005,"LINESTRING (9.135710899999999 48.8122276, 9.136298 48.8120915, 9.137002499999999 48.8119228, 9.137177100000001 48.8118884, 9.137391600000001 48.811843, 9.1385144 48.8115349, 9.139311599999999 48.8113225, 9.1396231 48.8112275, 9.140067500000001 48.8111036, 9.1403505 48.8110251, 9.1406624 48.8109384, 9.140821799999999 48.810892, 9.140914 48.810868, 9.141197699999999 48.8107902, 9.1417821 48.8106085)",,3,,,,
418176462,102895927,0,11540831,,Bertolt-Brecht-Straße,path,,False,189.75799999999998,"LINESTRING (9.143609700000001 48.8069055, 9.1437218 48.8069139, 9.143892599999999 48.8069191, 9.1443137 48.8069168, 9.144587599999999 48.8069129, 9.144913900000001 48.8069061, 9.145474699999999 48.8068943, 9.1460548 48.8068813, 9.1461437 48.8068752, 9.1461986 48.8068745)",,4,,,,
418176462,418176469,0,35769047,,,path,,False,98.79599999999999,"LINESTRING (9.143609700000001 48.8069055, 9.1435107 48.8072223, 9.1433803 48.8077461, 9.1433728 48.80778)",,,,,,
418176462,57793150,0,413880162,,Bertolt-Brecht-Straße,path,,False,238.75899999999996,"LINESTRING (9.143609700000001 48.8069055, 9.142784799999999 48.8068299, 9.1425401 48.8068103, 9.141860400000001 48.8067557, 9.1416851 48.8067412, 9.140829399999999 48.8066752, 9.140458199999999 48.8066383, 9.1403797 48.8066215)",,2.5,,,,
418176469,418176462,0,35769047,,,path,,False,98.79599999999999,"LINESTRING (9.1433728 48.80778, 9.1433803 48.8077461, 9.1435107 48.8072223, 9.143609700000001 48.8069055)",,,,,,
418176469,1189918180,0,436386557,,,path,,False,81.20899999999999,"LINESTRING (9.1433728 48.80778, 9.143274399999999 48.8077662, 9.1431127 48.8077473, 9.1429887 48.807733, 9.1428397 48.8077157, 9.142693599999999 48.8076987, 9.142549799999999 48.807682, 9.1424413 48.8076695, 9.142371499999999 48.8076748, 9.1422949 48.8077085)",,,,,,
418176469,418176474,0,436386557,,,path,,False,56.036,"LINESTRING (9.1433728 48.80778, 9.143307200000001 48.8080567, 9.143310400000001 48.8081175, 9.143338399999999 48.8081903, 9.143410100000001 48.8082645)",,,,,,
418176474,418176469,0,436386557,,,path,,False,56.036,"LINESTRING (9.143410100000001 48.8082645, 9.143338399999999 48.8081903, 9.143310400000001 48.8081175, 9.143307200000001 48.8080567, 9.1433728 48.80778)",,,,,,
418787138,418787142,0,35820529,,,path,,False,103.99799999999999,"LINESTRING (9.1845023 48.810083, 9.184501600000001 48.8100284, 9.184507699999999 48.8099891, 9.1845176 48.8099543, 9.184530199999999 48.8099304, 9.1845613 48.8099049, 9.1845912 48.8098847, 9.1846826 48.8098408, 9.184785700000001 48.8098016, 9.1848758 48.809764, 9.1849235 48.8097419, 9.184977999999999 48.8097082, 9.185019 48.8096727, 9.185058 48.809631, 9.1850877 48.8095925, 9.185124 48.8095403, 9.1851745 48.809436, 9.185242799999999 48.809341)",,3,,,,
418787142,418787144,0,35820529,,,path,,False,22.341,"LINESTRING (9.185242799999999 48.809341, 9.1853134 48.8092224, 9.185346600000001 48.8091522)",,3,,,,
418787142,418787138,0,35820529,,,path,,False,103.998,"LINESTRING (9.185242799999999 48.809341, 9.1851745 48.809436, 9.185124 48.8095403, 9.1850877 48.8095925, 9.185058 48.809631, 9.185019 48.8096727, 9.184977999999999 48.8097082, 9.1849235 48.8097419, 9.1848758 48.809764, 9.184785700000001 48.8098016, 9.1846826 48.8098408, 9.1845912 48.8098847, 9.1845613 48.8099049, 9.184530199999999 48.8099304, 9.1845176 48.8099543, 9.184507699999999 48.8099891, 9.184501600000001 48.8100284, 9.1845023 48.810083)",,3,,,,
418787142,26789929,0,121522844,,,path,,False,27.028,"LINESTRING (9.185242799999999 48.809341, 9.185333 48.8093007, 9.185421699999999 48.8092524, 9.1854748 48.8092289, 9.1855467 48.8092043)",,3,,,,
418787144,428601489,0,4388098,,,path,,False,71.871,"LINESTRING (9.185346600000001 48.8091522, 9.1854771 48.8090891, 9.185702900000001 48.8089525, 9.1859419 48.8088275, 9.186113499999999 48.8087504)",,3.5,,,,
418787144,26789929,0,5137101,,,path,,False,16.057,"LINESTRING (9.185346600000001 48.8091522, 9.185426 48.8091877, 9.1855467 48.8092043)",,2.5,,,,
418787144,418787142,0,35820529,,,path,,False,22.341,"LINESTRING (9.185346600000001 48.8091522, 9.1853134 48.8092224, 9.185242799999999 48.809341)",,3,,,,
418787144,428612418,0,575925146,,,path,,False,130.06099999999998,"LINESTRING (9.185346600000001 48.8091522, 9.185170299999999 48.8092254, 9.184978299999999 48.809285, 9.184817900000001 48.8093439, 9.184694 48.8093955, 9.1845661 48.8094553, 9.1843675 48.8095583, 9.1841379 48.809702, 9.183926899999999 48.8098413)",,3.5,,,,
418798967,3660804197,0,228646200,,,path,,False,4.133,"LINESTRING (9.189409700000001 48.8072294, 9.1893826 48.8071968)",,,,,,
418798967,3660804200,0,228646200,,,path,,False,3.291,"LINESTRING (9.189409700000001 48.8072294, 9.189428100000001 48.8072564)",,,,,,
418798967,3660804195,0,23317466,,,path,,False,9.564,"LINESTRING (9.189409700000001 48.8072294, 9.189449700000001 48.8072042, 9.1894574 48.8071999, 9.1894654 48.8071953, 9.1895054 48.8071709)",,3,,,,
418861162,20276183,0,27660363,,,path,,False,9.745,"LINESTRING (9.1824142 48.7770398, 9.1822886 48.7770686)",,1.6,,,,
418861162,1393831402,0,27660363,,,path,,False,43.712,"LINESTRING (9.1824142 48.7770398, 9.182997800000001 48.7769584)",,1.6,,,,
418861162,3885556006,0,385198360,,Wilhelm-Keil-Weg,path,,False,35.846,"LINESTRING (9.1824142 48.7770398, 9.1826431 48.7767549)",,3,,,,
423671554,423671559,0,"[401763946, 36320095]",,,path,,False,106.40899999999999,"LINESTRING (9.2308997 48.8089053, 9.230869 48.808965, 9.2307898 48.8091043, 9.230528899999999 48.8096107, 9.2304884 48.809692, 9.230430200000001 48.809772, 9.230401199999999 48.8098027)",,3,,,,
423671559,423671554,0,"[401763946, 36320095]",,,path,,False,106.409,"LINESTRING (9.230401199999999 48.8098027, 9.230430200000001 48.809772, 9.2304884 48.809692, 9.230528899999999 48.8096107, 9.2307898 48.8091043, 9.230869 48.808965, 9.2308997 48.8089053)",,3,,,,
425953452,787204335,0,"[397581464, 343956220]",,,path,,False,22.313,"LINESTRING (9.169515799999999 48.7700051, 9.169454500000001 48.769982, 9.1693625 48.769977, 9.1692225 48.7699633)",,2.5,,,,
425986228,425986231,0,700470951,,,path,,False,10.683,"LINESTRING (9.1830778 48.7775557, 9.183137 48.7776435)",,3,,,,
425986228,425999320,0,356098429,,Wilhelm-Keil-Weg,path,,False,43.359,"LINESTRING (9.1830778 48.7775557, 9.183114 48.7774656, 9.183168999999999 48.7772929, 9.183168999999999 48.7772513, 9.1831371 48.7771755)",,3,,,,
425986228,425986229,0,360783791,,,path,,False,20.352,"LINESTRING (9.1830778 48.7775557, 9.1829945 48.7775798, 9.1828602 48.7776187, 9.1828235 48.7776293)",,3,,,,
425986229,20276191,0,360783791,,,path,,False,15.516,"LINESTRING (9.1828235 48.7776293, 9.1826151 48.7776046)",,3,,,,
425986229,425986228,0,360783791,,,path,,False,20.352,"LINESTRING (9.1828235 48.7776293, 9.1828602 48.7776187, 9.1829945 48.7775798, 9.1830778 48.7775557)",,3,,,,
425986229,425986232,0,377173845,,,path,,False,10.691,"LINESTRING (9.1828235 48.7776293, 9.1828542 48.7776744, 9.1828833 48.777717)",,3,,,,
425986231,425986228,0,700470951,,,path,,False,10.683,"LINESTRING (9.183137 48.7776435, 9.1830778 48.7775557)",,3,,,,
425986231,425986232,0,25421856,,,path,,False,20.307000000000002,"LINESTRING (9.183137 48.7776435, 9.183013300000001 48.7776793, 9.1829114 48.7777089, 9.1828833 48.777717)",,3,,,,
425986231,5574239548,0,368062805,,Peter-Huchel-Weg,path,,False,114.05799999999999,"LINESTRING (9.183137 48.7776435, 9.183569 48.7778319, 9.183813600000001 48.7779405, 9.1841171 48.7781273, 9.1841756 48.7781694, 9.184301100000001 48.7783055)",,,,,,
425986232,20276195,0,25421856,,,path,,False,15.568,"LINESTRING (9.1828833 48.777717, 9.1827741 48.7778371)",,3,,,,
425986232,425986231,0,25421856,,,path,,False,20.307000000000002,"LINESTRING (9.1828833 48.777717, 9.1829114 48.7777089, 9.183013300000001 48.7776793, 9.183137 48.7776435)",,3,,,,
425986232,425986229,0,377173845,,,path,,False,10.691,"LINESTRING (9.1828833 48.777717, 9.1828542 48.7776744, 9.1828235 48.7776293)",,3,,,,
425999320,20276175,0,360783793,,Wilhelm-Keil-Weg,path,,False,5.231,"LINESTRING (9.1831371 48.7771755, 9.183110299999999 48.7771319)",,3,,,,
425999320,293386160,0,"[36514929, 100055572]",,,path,,False,45.667,"LINESTRING (9.1831371 48.7771755, 9.183252400000001 48.7771499, 9.183261099999999 48.7771159, 9.1831923 48.7768819, 9.1831669 48.7768267)",,3.5,,,,
425999320,425986228,0,356098429,,Wilhelm-Keil-Weg,path,,False,43.35900000000001,"LINESTRING (9.1831371 48.7771755, 9.183168999999999 48.7772513, 9.183168999999999 48.7772929, 9.183114 48.7774656, 9.1830778 48.7775557)",,3,,,,
427102566,242537160,0,22811302,,,path,,False,177.40400000000002,"LINESTRING (9.1003737 48.7272461, 9.1003571 48.7273351, 9.1003489 48.7273965, 9.100370099999999 48.7277852, 9.1003805 48.7282341, 9.100393 48.7283838, 9.1004062 48.72851, 9.1004326 48.7285995, 9.1004741 48.7286371, 9.100468599999999 48.7287671, 9.100485000000001 48.7288282)",,,,,,
428580798,267970835,0,36860346,,,path,,False,29.991,"LINESTRING (9.173616900000001 48.8021254, 9.173510200000001 48.801865)",,3,,,,
428580798,2235201939,0,36860346,,,path,,False,688.0959999999999,"LINESTRING (9.173616900000001 48.8021254, 9.1738357 48.8026048, 9.1742694 48.8034376, 9.174291999999999 48.8034918, 9.174394599999999 48.8036746, 9.174481800000001 48.8038509, 9.174726400000001 48.8043382, 9.175099899999999 48.8050847, 9.1751355 48.8051558, 9.175165 48.8052194, 9.175194599999999 48.8052833, 9.175418000000001 48.8056986, 9.175554099999999 48.8059413, 9.1755777 48.8059757, 9.17573 48.8061952, 9.1758282 48.8063152, 9.1761432 48.8066038, 9.176316699999999 48.8067369, 9.176369599999999 48.8067784, 9.176422499999999 48.80682, 9.1764537 48.8068421, 9.1767564 48.8070569, 9.1770017 48.8072189, 9.177244999999999 48.8073658, 9.177455200000001 48.8074673, 9.177667400000001 48.8075608)",,3,,,,
428580798,2046700471,0,"[817001346, 444934363, 580862149]",,,path,,False,132.799,"LINESTRING (9.173616900000001 48.8021254, 9.1735135 48.8022034, 9.1733131 48.802114, 9.173288899999999 48.8020742, 9.1732608 48.8020477, 9.173243299999999 48.8020177, 9.1731414 48.8017925, 9.1731347 48.8017668, 9.173128 48.8017368, 9.173128 48.801713, 9.173125300000001 48.8016856, 9.173109500000001 48.8016417, 9.1730462 48.80141, 9.173004499999999 48.8012111)",,,,,,
428589192,3548349464,0,444910369,,,path,,False,7.831,"LINESTRING (9.188983199999999 48.8071521, 9.189003100000001 48.8070829)",,2.2,,,,
428589192,1297298001,0,444910369,,,path,,False,16.994,"LINESTRING (9.188983199999999 48.8071521, 9.188970400000001 48.8073047)",,2.2,,,,
428589192,428589196,0,59986350,,,path,,False,22.598000000000003,"LINESTRING (9.188983199999999 48.8071521, 9.1890809 48.8071358, 9.18915 48.8071386, 9.189196799999999 48.8071405, 9.189288299999999 48.8071442)",,3.5,,,,
428589196,428589192,0,59986350,,,path,,False,22.598,"LINESTRING (9.189288299999999 48.8071442, 9.189196799999999 48.8071405, 9.18915 48.8071386, 9.1890809 48.8071358, 9.188983199999999 48.8071521)",,3.5,,,,
428589196,3660804197,0,"[228646200, 59986350]",,,path,,False,10.204,"LINESTRING (9.189288299999999 48.8071442, 9.189341300000001 48.807147, 9.1893826 48.8071968)",,3.5,,,,
428589196,3550667836,0,348775213,2,Nordbahnhofstraße,tertiary,50,True,29.168999999999997,"LINESTRING (9.189288299999999 48.8071442, 9.1892757 48.8072123, 9.1892712 48.8072752, 9.1892768 48.8074059)",,,,,,
428601482,1859185851,0,121528393,,,path,,False,93.959,"LINESTRING (9.188833900000001 48.8074023, 9.188870100000001 48.8074684, 9.1888957 48.8075167, 9.1885865 48.8075913, 9.188594699999999 48.8076085, 9.188631900000001 48.8076744, 9.188475499999999 48.8077117, 9.188485099999999 48.8077298, 9.1885086 48.8077609, 9.1885841 48.807743, 9.188599699999999 48.8077701, 9.1886197 48.8077983, 9.1885557 48.8078147, 9.1885788 48.8078502, 9.188613500000001 48.8079036)",,2,,,,
428601482,1297298001,0,444910369,,,path,,False,15.246,"LINESTRING (9.188833900000001 48.8074023, 9.1888863 48.8073857, 9.1889334 48.8073507, 9.188970400000001 48.8073047)",,2.2,,,,
428601482,26789929,0,"[444910369, 28939426, 5137101, 4388092, 575960319]",,Samarasteg,path,,False,485.63900000000007,"LINESTRING (9.188833900000001 48.8074023, 9.188487500000001 48.8074958, 9.187923899999999 48.8076811, 9.1876905 48.8077638, 9.187404000000001 48.8078618, 9.187103 48.8079553, 9.186428100000001 48.8081642, 9.186051600000001 48.808277, 9.1860014 48.8082809, 9.185974999999999 48.8082774, 9.185958299999999 48.8082631, 9.1859608 48.8082394, 9.185995200000001 48.8081969, 9.1860544 48.8081593, 9.186181899999999 48.8081019, 9.186268399999999 48.8080534, 9.1862879 48.8080238, 9.18629 48.8079995, 9.186274900000001 48.8079792, 9.186249500000001 48.8079669, 9.1862067 48.8079653, 9.186168500000001 48.8079672, 9.186084599999999 48.8079854, 9.185991 48.8080219, 9.185855500000001 48.8080801, 9.1857071 48.8081725, 9.1856347 48.8082211, 9.185567799999999 48.8082479, 9.185590899999999 48.8082722, 9.1861532 48.8089522, 9.1861763 48.8089839, 9.186061799999999 48.8090638, 9.1859862 48.8090996, 9.185897900000001 48.8091359, 9.185783199999999 48.8091692, 9.185675099999999 48.8091915, 9.1855467 48.8092043)",,"['2.2', '2.5']",,yes,,
428601489,418787144,0,4388098,,,path,,False,71.871,"LINESTRING (9.186113499999999 48.8087504, 9.1859419 48.8088275, 9.185702900000001 48.8089525, 9.1854771 48.8090891, 9.185346600000001 48.8091522)",,3.5,,,,
428601489,428601494,0,4388098,,,path,,False,90.245,"LINESTRING (9.186113499999999 48.8087504, 9.186310799999999 48.8086735, 9.186498800000001 48.8086168, 9.1867658 48.808534, 9.1869896 48.80846, 9.1872063 48.8083769)",,3.5,,,,
428601489,26789963,0,36862673,,,path,,False,38.195,"LINESTRING (9.186113499999999 48.8087504, 9.186450799999999 48.8088115, 9.186589400000001 48.8087447)",,2.5,,,,
428601494,428601489,0,4388098,,,path,,False,90.24499999999999,"LINESTRING (9.1872063 48.8083769, 9.1869896 48.80846, 9.1867658 48.808534, 9.186498800000001 48.8086168, 9.186310799999999 48.8086735, 9.186113499999999 48.8087504)",,3.5,,,,
428601494,1859185851,0,"[4388098, 121528394]",,,path,,False,116.132,"LINESTRING (9.1872063 48.8083769, 9.1875599 48.8082191, 9.187696300000001 48.808168, 9.187912000000001 48.8080958, 9.188416999999999 48.807955, 9.188613500000001 48.8079036)",,"['3.5', '2.5']",,,,
428601494,267277354,0,36862676,,,path,,False,84.28699999999999,"LINESTRING (9.1872063 48.8083769, 9.187243199999999 48.8084636, 9.1872431 48.8085066, 9.187213699999999 48.8086328, 9.187226600000001 48.8086737, 9.1873816 48.8088191, 9.187671099999999 48.8088104, 9.1877981 48.8088344)",,2.5,,,,
428612418,26789935,0,"[114544256, 36863772]",,,path,,False,144.185,"LINESTRING (9.183926899999999 48.8098413, 9.1839985 48.809909, 9.184034 48.8099465, 9.184056 48.8099819, 9.1840949 48.8100697, 9.1841218 48.8101337, 9.1841422 48.81018, 9.184074900000001 48.8101916, 9.1838196 48.8102492, 9.183567200000001 48.8103253, 9.183316700000001 48.8104208, 9.183101799999999 48.8105143, 9.1829717 48.8105739, 9.1828948 48.8105946)",,3,,,,
428612418,26789935,1,"[357550244, 575986542, 575925143]",,,path,,False,113.112,"LINESTRING (9.183926899999999 48.8098413, 9.183847399999999 48.8098926, 9.183837 48.8098995, 9.1837505 48.809962, 9.183665299999999 48.8100176, 9.183653700000001 48.8100247, 9.1836515 48.8100262, 9.1836134 48.8100518, 9.183205600000001 48.8103203, 9.183020000000001 48.8104723, 9.1828948 48.8105946)",,"['3.7', '3.5']",,,,
428612418,418787144,0,575925146,,,path,,False,130.06099999999998,"LINESTRING (9.183926899999999 48.8098413, 9.1841379 48.809702, 9.1843675 48.8095583, 9.1845661 48.8094553, 9.184694 48.8093955, 9.184817900000001 48.8093439, 9.184978299999999 48.809285, 9.185170299999999 48.8092254, 9.185346600000001 48.8091522)",,3.5,,,,
428612418,26789308,0,575986548,,,path,,False,43.831,"LINESTRING (9.183926899999999 48.8098413, 9.183900599999999 48.8098052, 9.183825000000001 48.8097626, 9.1836067 48.8096181, 9.183507199999999 48.8095643)",,6.6,,,,
428643647,245971028,0,"[36867392, 645004996]",,"['Morellenweg', 'Hohlgrabenäcker']",path,,False,473.639,"LINESTRING (9.1935629 48.840533, 9.193464799999999 48.8406, 9.193221899999999 48.8407678, 9.192862399999999 48.8409477, 9.1926246 48.8410668, 9.192256 48.8412308, 9.1921529 48.8412767, 9.191848 48.8414176, 9.1916613 48.8415025, 9.1909302 48.8417901, 9.190350199999999 48.8420186, 9.1901396 48.8420966, 9.189617699999999 48.84229, 9.189266399999999 48.8424204, 9.1890684 48.8424935, 9.188535699999999 48.8426742, 9.1883096 48.8426866, 9.1880858 48.8426408)",,"['6', '3.5']",,,,
429575279,762147411,0,287050518,,,path,,False,184.974,"LINESTRING (9.1825665 48.7998471, 9.182525099999999 48.7996583, 9.1825098 48.7996065, 9.1824765 48.7995471, 9.1823189 48.7993864, 9.182312700000001 48.799353, 9.1823274 48.7993266, 9.182422900000001 48.7992581, 9.182364 48.7992444, 9.1822754 48.7992362, 9.1822176 48.7992266, 9.182275499999999 48.7991749, 9.1822819 48.799143, 9.1822625 48.799101, 9.182229400000001 48.7990475, 9.182227599999999 48.7990142, 9.182241299999999 48.7989823, 9.182315300000001 48.7988442, 9.182328800000001 48.7988028, 9.182333399999999 48.7987646, 9.1823122 48.7985635, 9.1823386 48.7985319, 9.18233 48.7984826, 9.1822935 48.7984261, 9.182286299999999 48.7983956)",,2.5,,,,
429599228,267981707,0,"[358507210, 135893526]",,,path,,False,636.6910000000001,"LINESTRING (9.182908899999999 48.7986075, 9.183026399999999 48.7994691, 9.1830547 48.7996524, 9.1832317 48.8008892, 9.1832438 48.800999, 9.1832858 48.8013814, 9.1834182 48.8023383, 9.1834411 48.8024792, 9.183487100000001 48.8025626, 9.1836415 48.8029906, 9.183690800000001 48.803209, 9.183762400000001 48.8032543, 9.183779400000001 48.8032818, 9.183783399999999 48.8033126, 9.1837932 48.8033638, 9.1838142 48.8034155, 9.183788399999999 48.8034699, 9.1837646 48.8035398, 9.183768499999999 48.8036147, 9.1838146 48.8038818, 9.183820900000001 48.8039183, 9.18385 48.8041492, 9.183859200000001 48.8042659)",,"['2.7', '3']",,,,
429599228,1304101431,0,"[625793697, 36944869, 115405287, 358507210, 408815159, 408815160, 367194301]",,,path,,False,521.7040000000001,"LINESTRING (9.182908899999999 48.7986075, 9.182907999999999 48.7985947, 9.1828798 48.7982721, 9.1828912 48.7981767, 9.1828708 48.7980682, 9.182860399999999 48.7979962, 9.182826199999999 48.7979732, 9.182793800000001 48.7976782, 9.1827655 48.7972752, 9.1827585 48.7971962, 9.182744599999999 48.7971119, 9.1826895 48.7970077, 9.182648500000001 48.7966723, 9.182523 48.7959423, 9.182396900000001 48.7949474, 9.182310599999999 48.7943008, 9.1823277 48.7941864, 9.182314 48.7941055, 9.1823228 48.7940227, 9.182341900000001 48.7939813, 9.1823455 48.7939734, 9.1823578 48.7939515)",,"['3', '6', '2', '2.5', '4']",,yes,,
429599228,1304081285,0,604954766,,,path,,False,12.57,"LINESTRING (9.182908899999999 48.7986075, 9.182802199999999 48.7986142, 9.1827381 48.7986185)",,3.8,,,,
429610986,745810174,0,"[408847496, 59993420]",,,path,,False,504.709,"LINESTRING (9.190065300000001 48.7927765, 9.191558300000001 48.7934784, 9.1916548 48.7935243, 9.191883000000001 48.7936454, 9.1921239 48.7937913, 9.192391799999999 48.793976, 9.192692600000001 48.7942231, 9.192965299999999 48.79446, 9.193248499999999 48.7947763, 9.1936442 48.7952083, 9.1937663 48.7953772, 9.193861800000001 48.7955395, 9.193889 48.7955868, 9.193907100000001 48.7956245, 9.194063 48.7959269, 9.194114300000001 48.7960876, 9.194114600000001 48.7961201, 9.1940346 48.7961531, 9.1939289 48.7961743)",,3,,,,
429610988,429610974,0,646094504,,,path,,True,15.839,"LINESTRING (9.1895259 48.7927555, 9.189525 48.7926814, 9.189606599999999 48.7926392)",,2,,,,
429620882,429620884,0,36947212,,,path,,False,26.148,"LINESTRING (9.188333200000001 48.7893036, 9.188337499999999 48.7892976, 9.188340200000001 48.7892938, 9.1883967 48.789204, 9.1884721 48.789087)",,4,,,,
